CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAZ,PES,FMZ,RPZ,MAZ,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_NAZ_PES,PT_NAZ,PT_PES,NAZ_PES,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,1,1,1,139,0,4,1,6,0,154,4,0,4,0,0,0,0,0,0,0,0,0,0,16,328,0,8,336,537
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,2,1,1,137,0,1,3,13,0,144,0,1,1,0,0,0,0,0,0,0,0,0,0,13,313,0,13,326,590
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,3,2,2,262,0,7,8,18,0,260,0,1,7,0,0,0,0,0,0,0,0,0,0,26,589,0,21,610,1060
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,4,1,1,121,0,3,2,10,0,135,0,1,0,0,0,0,0,0,0,0,0,0,0,9,281,0,8,289,487
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,5,1,1,84,0,1,1,1,0,73,2,1,1,0,0,0,0,0,0,0,0,0,0,5,169,0,5,174,331
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,6,2,2,215,0,2,4,7,0,160,3,1,6,0,0,0,0,0,0,0,0,0,0,9,407,0,12,419,784
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,7,1,1,62,0,3,4,2,0,53,1,1,1,0,0,0,0,0,0,0,0,0,0,4,131,0,7,138,356
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,8,1,1,204,0,3,6,6,0,165,3,2,6,0,0,0,0,0,0,0,0,0,0,14,409,0,15,424,673
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,9,1,1,61,0,13,2,2,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,3,124,0,5,129,245
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,10,1,1,127,0,0,6,3,0,98,1,0,1,0,0,0,0,0,0,0,0,0,0,5,241,0,14,255,360
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,1,APOZOL,13,1,1,122,0,3,6,8,0,179,2,1,11,0,0,0,0,0,0,0,0,0,0,7,339,0,21,360,634
2,32,ZACATECAS,15,JALPA,2,APULCO,14,1,1,0,17,0,0,15,324,0,3,0,0,0,49,0,0,0,0,0,0,0,0,0,408,1,43,452,711
2,32,ZACATECAS,15,JALPA,2,APULCO,15,2,2,0,8,0,0,11,379,0,2,0,0,0,31,0,0,0,0,0,0,0,0,0,431,0,31,462,820
2,32,ZACATECAS,15,JALPA,2,APULCO,16,1,1,0,6,0,0,7,26,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,54,0,6,60,157
2,32,ZACATECAS,15,JALPA,2,APULCO,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,1092
2,32,ZACATECAS,15,JALPA,2,APULCO,18,1,1,0,11,0,0,15,30,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,307,0,27,334,606
2,32,ZACATECAS,15,JALPA,2,APULCO,19,1,1,0,12,0,0,5,53,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,104,0,20,124,289
2,32,ZACATECAS,15,JALPA,2,APULCO,20,1,1,0,20,0,0,16,47,0,4,0,0,0,94,0,0,0,0,0,0,0,0,0,181,0,20,201,386
2,32,ZACATECAS,15,JALPA,2,APULCO,21,1,1,0,1,0,0,3,30,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,54,0,15,69,143
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,22,2,2,159,29,13,3,47,0,196,2,1,0,0,0,24,3,0,1,0,0,0,1,30,509,0,25,534,881
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,23,1,1,73,7,3,1,24,0,65,0,0,0,0,0,11,5,1,0,0,0,0,0,17,207,0,5,212,404
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,24,1,1,64,8,3,6,45,0,91,0,0,0,0,0,9,3,2,0,0,0,0,1,12,244,0,21,265,474
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,26,1,1,46,2,2,1,14,0,66,1,3,0,0,0,4,1,0,0,1,0,0,0,10,151,0,7,158,306
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,27,1,1,60,7,5,3,19,0,46,1,4,0,0,0,8,2,1,0,0,0,0,1,4,161,0,6,167,277
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,3,ATOLINGA,28,1,1,29,14,2,2,14,0,34,0,4,0,0,0,4,1,0,0,0,0,0,0,12,116,0,13,129,197
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,31,1,1,106,2,0,1,55,0,65,3,32,0,0,0,0,0,0,0,0,0,0,0,20,284,1,8,293,425
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,32,1,1,157,2,0,2,67,0,49,1,21,0,0,0,0,0,0,0,0,0,0,0,22,321,0,16,337,517
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,33,1,1,132,2,0,0,62,0,49,0,40,0,0,0,0,0,0,0,0,0,0,0,23,308,0,7,315,504
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,34,1,1,163,0,0,0,84,0,41,1,32,0,0,0,0,0,0,0,0,0,0,0,38,359,0,4,363,550
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,35,1,1,188,4,0,0,78,0,60,1,24,0,0,0,0,0,0,0,0,0,0,0,34,389,0,5,394,616
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,36,1,1,107,1,0,0,55,0,33,0,29,0,0,0,0,0,0,0,0,0,0,0,30,255,1,8,264,439
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,37,1,1,66,0,0,1,18,0,49,0,17,0,0,0,0,0,0,0,0,0,0,0,11,162,0,6,168,239
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,38,1,1,42,0,0,1,77,0,65,1,23,0,0,0,0,0,0,0,0,0,0,0,16,225,0,8,233,350
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,4,BENITO JUAREZ,39,1,1,45,0,0,2,13,0,52,0,22,0,0,0,0,0,0,0,0,0,0,0,6,140,0,2,142,187
2,32,ZACATECAS,9,CALERA,5,CALERA,40,6,6,631,138,29,475,62,58,279,117,97,80,19,0,0,0,0,0,122,8,12,8,47,2182,1,53,2236,3958
2,32,ZACATECAS,9,CALERA,5,CALERA,41,3,3,434,88,35,291,27,28,125,54,62,40,6,0,0,0,0,0,42,6,5,7,21,1271,1,39,1311,2112
2,32,ZACATECAS,9,CALERA,5,CALERA,42,1,1,114,30,4,99,15,6,43,12,19,9,10,0,0,0,0,0,9,1,0,3,11,385,0,15,400,635
2,32,ZACATECAS,9,CALERA,5,CALERA,43,2,2,137,19,6,135,13,7,81,30,28,12,3,0,0,0,0,0,14,0,5,0,10,500,0,21,521,836
2,32,ZACATECAS,9,CALERA,5,CALERA,44,2,2,178,50,8,170,22,20,107,28,37,15,30,0,0,0,0,0,12,2,1,2,9,691,1,31,723,1414
2,32,ZACATECAS,9,CALERA,5,CALERA,45,2,2,136,39,5,139,14,11,87,40,33,26,5,0,0,0,0,0,33,9,4,3,13,597,0,19,616,963
2,32,ZACATECAS,9,CALERA,5,CALERA,46,2,2,130,56,13,134,14,13,56,21,19,14,2,0,0,0,0,0,21,4,1,0,7,505,0,16,521,791
2,32,ZACATECAS,9,CALERA,5,CALERA,47,2,2,185,33,3,106,15,5,76,26,20,14,3,0,0,0,0,0,15,0,0,0,12,513,0,18,531,791
2,32,ZACATECAS,9,CALERA,5,CALERA,49,1,1,99,34,1,1,13,13,69,16,21,3,1,0,0,0,0,0,110,0,0,0,0,381,0,8,389,598
2,32,ZACATECAS,9,CALERA,5,CALERA,50,3,3,254,47,5,164,18,21,78,39,32,32,2,0,0,0,0,0,30,4,5,2,8,741,0,27,768,1127
2,32,ZACATECAS,9,CALERA,5,CALERA,51,2,2,194,22,6,152,10,19,31,26,22,20,3,0,0,0,0,0,33,2,6,2,4,552,1,10,563,870
2,32,ZACATECAS,9,CALERA,5,CALERA,52,1,1,104,18,10,115,7,9,47,24,19,8,1,0,0,0,0,0,20,2,1,2,8,395,1,12,408,645
2,32,ZACATECAS,9,CALERA,5,CALERA,53,3,3,307,62,20,352,25,36,151,63,74,52,21,0,0,0,0,0,53,5,7,8,18,1254,0,62,1316,2174
2,32,ZACATECAS,9,CALERA,5,CALERA,54,6,6,558,91,34,614,58,47,278,111,128,68,47,0,0,0,0,0,129,12,6,4,39,2224,2,89,2315,4147
2,32,ZACATECAS,9,CALERA,5,CALERA,55,3,3,268,51,15,244,27,20,115,56,33,28,14,0,0,0,0,0,45,5,7,5,17,950,3,32,985,1681
2,32,ZACATECAS,9,CALERA,5,CALERA,56,3,3,380,24,6,193,16,19,134,24,14,3,1,0,0,0,0,0,24,3,2,3,2,848,0,50,898,1690
2,32,ZACATECAS,9,CALERA,5,CALERA,57,3,3,367,24,12,175,7,12,125,28,18,9,1,0,0,0,0,0,15,3,3,4,12,815,1,53,869,1574
2,32,ZACATECAS,9,CALERA,5,CALERA,58,2,2,206,13,6,140,15,8,104,9,15,4,0,0,0,0,0,0,16,2,0,4,4,546,0,28,574,902
2,32,ZACATECAS,9,CALERA,5,CALERA,59,1,1,164,3,4,53,5,5,22,8,8,21,1,0,0,0,0,0,2,1,1,0,1,299,0,14,313,581
2,32,ZACATECAS,9,CALERA,5,CALERA,60,1,1,30,9,8,6,3,2,4,3,3,3,0,0,0,0,0,0,1,0,0,0,0,72,1,7,80,135
2,32,ZACATECAS,9,CALERA,5,CALERA,1949,1,1,80,8,3,63,8,9,44,11,17,14,1,0,0,0,0,0,22,6,3,2,7,298,0,16,314,589
2,32,ZACATECAS,9,CALERA,5,CALERA,1950,4,4,378,65,22,340,28,59,177,72,54,36,8,0,0,0,0,0,59,7,8,4,22,1339,0,42,1381,2344
2,32,ZACATECAS,9,CALERA,5,CALERA,1951,3,3,235,43,45,240,22,21,129,54,39,31,14,0,0,0,0,0,35,8,2,4,24,946,0,41,987,1819
2,32,ZACATECAS,17,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,61,2,2,1,34,226,64,89,3,44,147,47,0,6,0,0,0,0,0,0,0,0,0,8,669,0,23,692,1000
2,32,ZACATECAS,17,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,62,1,1,1,22,115,59,53,3,28,115,18,0,4,0,0,0,0,0,0,0,0,0,4,422,0,10,432,598
2,32,ZACATECAS,17,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,63,1,1,0,35,125,60,73,7,21,96,19,0,3,0,0,0,0,0,0,0,0,0,6,445,0,13,458,650
2,32,ZACATECAS,17,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,64,2,2,0,23,237,90,114,2,49,170,28,0,3,0,0,0,0,0,0,0,0,0,13,729,0,18,747,1024
2,32,ZACATECAS,17,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,65,1,1,0,15,81,60,59,2,23,67,7,1,1,0,0,0,0,0,0,0,0,0,6,322,0,4,326,424
2,32,ZACATECAS,17,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,66,1,1,0,27,163,85,80,7,30,93,20,0,5,0,0,0,0,0,0,0,0,0,12,522,0,14,536,720
2,32,ZACATECAS,17,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,67,1,1,2,2,97,28,64,0,17,85,11,0,2,0,0,0,0,0,0,0,0,0,8,316,0,5,321,428
2,32,ZACATECAS,17,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,68,1,1,0,9,39,36,13,2,18,43,6,0,0,0,0,0,0,0,0,0,0,0,0,166,0,9,175,219
2,32,ZACATECAS,17,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,69,2,2,1,47,138,32,101,2,54,97,50,0,2,0,0,0,0,0,0,0,0,0,10,534,0,29,563,794
2,32,ZACATECAS,17,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,70,1,1,0,59,64,17,63,13,10,21,43,0,3,0,0,0,0,0,0,0,0,0,2,295,0,4,299,439
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,73,1,1,0,139,0,43,23,0,20,223,0,1,2,0,0,0,0,0,0,0,0,0,0,451,0,13,464,668
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,74,1,1,0,159,0,25,43,0,15,127,0,1,1,0,0,0,0,0,0,0,0,0,0,371,1,6,378,536
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,75,1,1,2,139,0,44,15,0,17,100,0,1,1,0,0,0,0,0,0,0,0,0,0,319,0,5,324,454
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,76,3,3,7,370,0,72,33,0,38,357,0,4,1,0,0,0,0,0,0,0,0,0,0,882,1,12,895,1331
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,77,1,1,4,182,0,47,24,0,17,240,0,4,1,0,0,0,0,0,0,0,0,0,0,519,0,6,525,748
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,78,1,1,1,174,0,34,10,0,22,179,0,4,2,0,0,0,0,0,0,0,0,0,0,426,0,6,432,577
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,79,2,2,3,225,0,81,21,0,23,308,0,0,5,0,0,0,0,0,0,0,0,0,0,666,0,17,683,1051
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,80,2,2,4,192,0,81,10,0,16,230,0,0,5,0,0,0,0,0,0,0,0,0,0,538,0,26,564,794
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,82,1,1,1,95,0,15,11,0,6,98,0,8,3,0,0,0,0,0,0,0,0,0,0,237,0,13,250,387
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,83,1,1,0,76,0,2,13,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,4,195,266
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,84,2,2,6,194,0,38,19,0,26,219,0,15,2,0,0,0,0,0,0,0,0,0,0,519,0,9,528,768
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,85,1,1,0,41,0,12,5,0,13,49,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,8,128,198
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,86,1,1,0,64,0,3,5,0,16,82,0,2,1,0,0,0,0,0,0,0,0,0,0,173,0,2,175,224
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,87,1,1,0,34,0,2,14,0,17,15,0,2,0,0,0,0,0,0,0,0,0,0,0,84,0,12,96,140
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,91,1,1,1,62,0,1,3,0,35,46,0,1,1,0,0,0,0,0,0,0,0,0,0,150,0,11,161,233
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,92,1,1,0,91,0,1,6,0,3,51,0,0,1,0,0,0,0,0,0,0,0,0,0,153,0,7,160,243
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,93,1,1,0,30,0,1,5,0,13,24,0,3,0,0,0,0,0,0,0,0,0,0,0,76,0,5,81,101
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,94,1,1,1,63,0,3,1,0,7,101,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,9,185,216
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,95,1,1,0,31,0,5,3,0,6,56,0,0,1,0,0,0,0,0,0,0,0,0,0,102,0,7,109,129
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,96,1,1,0,80,0,2,22,0,36,46,0,1,0,0,0,0,0,0,0,0,0,0,0,187,0,8,195,254
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,98,1,1,0,53,0,0,3,0,4,57,0,0,4,0,0,0,0,0,0,0,0,0,0,121,0,6,127,194
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,99,1,1,2,50,0,3,8,0,7,112,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,182,283
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,103,2,2,3,2,242,8,269,0,42,11,0,0,0,0,0,0,0,0,0,1,0,0,56,634,0,37,671,991
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,104,2,2,1,3,220,4,349,0,71,28,0,0,3,0,0,0,0,0,0,0,0,0,89,768,0,26,794,1125
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,105,2,2,2,4,362,1,405,0,29,24,2,0,2,0,0,0,0,0,0,1,0,1,70,903,0,36,939,1454
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,106,2,2,3,1,266,7,243,0,49,21,2,0,0,0,0,0,0,0,1,3,0,1,39,636,0,30,666,917
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,107,2,2,2,5,192,4,244,0,34,13,3,0,1,0,0,0,0,0,0,1,0,0,50,549,0,22,571,801
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,108,3,3,7,7,395,5,413,0,37,32,4,0,0,0,0,0,0,0,1,1,0,1,79,982,0,36,1018,1503
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,109,1,1,2,4,86,2,105,0,24,1,2,0,0,0,0,0,0,0,0,0,0,0,12,238,0,10,248,370
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,110,1,1,2,4,88,2,102,0,40,1,0,0,2,0,0,0,0,0,0,0,0,0,33,274,0,16,290,595
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,111,1,1,0,3,39,1,68,0,45,2,2,0,0,0,0,0,0,0,0,0,0,0,25,185,0,14,199,378
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,112,2,2,3,6,556,4,187,0,22,9,1,0,0,0,0,0,0,0,0,0,0,0,30,818,0,42,860,1075
2,32,ZACATECAS,5,GUADALUPE,8,CUAUHTEMOC,113,1,1,5,10,43,2,116,0,14,11,0,0,1,0,0,0,0,0,0,0,0,0,19,221,0,7,228,353
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,114,1,1,7,206,0,0,0,2,96,5,0,0,1,0,18,0,0,1,0,0,0,0,14,350,0,11,361,599
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,115,1,1,14,192,2,0,7,2,128,24,0,0,3,0,17,2,0,0,0,0,0,0,11,402,1,8,411,654
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,116,1,1,3,200,1,0,8,0,86,26,0,0,1,0,29,3,3,0,0,0,0,0,10,370,0,9,379,563
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,117,1,1,9,132,1,0,0,0,58,9,0,0,1,3,9,1,0,0,0,0,0,0,2,225,0,2,227,355
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,118,1,1,4,178,1,0,1,1,59,4,0,0,1,2,21,2,0,0,0,0,0,0,6,280,0,4,284,431
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,119,1,1,5,261,3,0,9,3,107,12,0,0,0,6,19,2,0,0,0,0,0,0,10,437,0,6,443,667
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,120,1,1,7,77,1,0,3,3,105,0,0,0,1,0,7,0,0,0,0,0,0,0,8,212,0,11,223,301
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,121,2,2,0,100,0,0,0,0,69,2,0,0,0,1,8,1,0,1,0,0,0,0,0,182,0,5,187,264
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,122,1,1,2,98,1,0,8,4,89,0,0,0,0,0,10,0,0,1,0,0,0,0,11,224,0,8,232,344
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,123,1,1,1,155,2,0,9,3,86,0,0,0,0,0,7,1,0,0,0,0,0,0,26,290,0,3,293,441
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,124,2,2,3,129,1,0,6,4,109,1,0,0,0,1,8,2,0,1,0,0,0,0,9,274,0,3,277,410
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,125,2,2,8,201,0,0,2,3,93,3,0,0,1,1,16,4,0,0,0,0,0,0,14,346,0,2,348,536
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,126,1,1,0,21,0,0,4,2,59,0,0,0,0,1,1,0,0,0,0,0,0,0,9,97,0,3,100,129
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,127,1,1,1,131,1,0,4,3,94,6,0,0,0,0,11,3,0,2,0,0,0,0,12,268,0,10,278,520
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,128,1,1,5,162,5,0,6,4,102,2,0,0,0,2,18,7,0,0,0,0,0,0,13,326,0,17,343,536
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,129,1,1,2,111,1,0,7,3,123,2,0,0,0,2,6,0,0,0,0,0,0,0,12,269,0,4,273,408
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,130,1,1,3,95,0,0,5,2,99,0,0,0,0,2,14,1,0,0,0,0,0,0,10,231,0,10,241,422
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,131,2,2,3,34,0,0,1,0,37,3,0,0,0,0,2,0,1,0,0,0,0,0,3,84,0,2,86,125
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,132,1,1,4,116,1,0,3,3,92,2,0,0,0,1,8,1,0,1,0,0,0,0,6,238,0,4,242,364
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,133,1,1,0,61,0,0,1,1,57,0,0,0,0,0,5,2,0,0,0,0,0,0,8,135,0,5,140,234
2,32,ZACATECAS,18,SOMBRERETE,9,CHALCHIHUITES,134,1,1,2,71,0,0,6,1,78,0,0,0,0,0,4,2,0,1,0,0,0,0,11,176,0,2,178,250
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,140,9,9,640,964,97,53,91,245,789,44,26,14,32,3,252,29,7,8,2,0,0,1,72,3369,1,60,3430,6640
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,141,2,2,91,158,18,13,19,24,150,7,3,1,3,0,23,6,4,1,0,0,0,0,13,534,0,19,553,1030
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,142,2,2,105,165,20,11,13,39,105,6,1,3,3,1,33,6,2,0,1,0,0,0,6,520,2,14,536,923
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,152,1,1,94,150,16,15,6,21,94,3,2,1,3,0,39,5,2,0,0,0,0,0,8,459,0,11,470,737
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,153,1,1,52,100,8,5,3,14,54,2,2,2,5,0,15,1,2,1,0,0,0,0,5,271,0,5,276,374
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,154,3,3,162,266,27,13,24,48,206,11,6,4,8,0,73,10,0,0,3,1,0,1,4,867,0,30,897,1590
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,155,4,4,178,325,28,50,35,105,386,10,9,13,12,4,67,18,2,3,0,1,0,0,28,1274,3,62,1339,2884
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,156,4,4,220,424,32,16,27,93,271,12,4,19,11,1,71,10,3,1,0,0,0,0,24,1239,0,44,1283,2356
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,157,3,3,188,364,27,19,33,60,338,10,3,5,11,0,71,18,2,0,2,0,0,0,24,1175,0,17,1192,2155
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,158,1,1,39,72,7,13,7,5,63,7,16,0,0,0,14,4,0,0,1,0,0,0,3,251,0,7,258,396
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,165,1,1,71,138,5,4,13,15,84,2,2,2,3,0,28,9,0,0,0,0,1,1,10,388,0,13,401,572
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,166,1,1,89,110,15,6,7,16,89,5,3,0,2,0,25,3,0,0,1,0,0,0,3,374,0,7,381,585
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,167,1,1,75,127,12,7,8,17,97,0,2,4,3,0,28,3,0,1,0,0,0,0,5,389,0,18,407,626
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,168,1,1,92,132,11,2,9,9,68,4,1,0,1,0,28,0,5,0,0,0,0,0,9,371,0,10,381,550
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,169,1,1,81,110,14,10,13,11,94,2,2,4,1,0,28,4,1,1,0,0,0,0,9,385,0,13,398,685
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,170,2,2,58,145,10,2,9,24,145,1,2,2,1,0,34,5,0,0,0,0,0,0,2,440,0,19,459,752
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,171,2,2,80,174,23,16,30,47,139,6,3,3,7,2,28,11,1,1,0,0,0,0,10,581,0,15,596,1031
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,172,1,1,25,73,5,6,13,7,64,1,1,2,1,0,21,2,1,1,0,0,0,0,5,228,1,8,237,415
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,173,1,1,57,109,10,12,9,25,119,4,7,0,2,0,24,9,5,0,0,0,0,0,9,401,0,14,415,729
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,174,1,1,46,71,6,3,13,24,119,6,2,6,2,1,19,4,0,1,0,0,1,1,6,331,0,9,340,587
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,175,1,1,71,97,8,6,7,24,62,2,2,2,4,0,21,4,2,0,1,1,0,0,8,322,0,10,332,530
