CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAN_MLN,NAN,MLN,RSPN,FXMN,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMN,PVEM_PT_MORENA,PVEM_PT_FXMN,PVEM_MORENA_FXMN,PT_MORENA_FXMN,PVEM_PT,PVEM_MORENA,PVEM_FXMN,PT_MORENA,PT_FXMN,MORENA_FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,37,B,1,0,B,0,3,7,1,11,5,36,70,10,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,164,0,17,181,278,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,38,B,1,0,B,0,14,15,2,20,7,116,121,17,0,0,5,1,3,0,0,0,1,6,0,0,0,2,2,0,0,0,0,332,0,13,345,499,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,38,C,1,0,C01,0,16,12,5,11,11,138,83,47,0,0,3,3,0,1,0,0,2,1,0,0,0,2,1,0,2,0,0,338,0,14,352,499,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,39,B,1,0,B,0,3,5,0,12,10,112,79,14,0,0,3,1,2,0,0,0,0,2,0,0,1,0,2,0,2,0,0,248,0,7,255,408,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,39,C,1,0,C01,0,4,4,1,9,9,107,103,19,0,0,2,1,0,0,0,0,0,4,2,0,1,1,1,0,3,0,0,271,0,7,278,407,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,40,B,1,0,B,0,4,13,4,23,9,39,105,34,0,0,3,3,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,243,0,5,248,384,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,40,C,1,0,C01,0,5,20,2,24,5,27,87,42,0,0,5,2,1,0,0,0,3,1,0,0,1,2,1,0,1,0,0,229,0,17,246,383,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,41,B,1,0,B,0,2,29,3,24,7,41,84,29,0,0,4,3,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,233,0,7,240,361,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,43,B,1,0,B,0,12,25,7,32,19,69,201,28,0,0,5,4,1,0,0,0,1,7,0,0,0,2,2,0,2,0,0,417,0,15,432,697,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,44,B,1,0,B,0,0,4,1,12,8,12,45,7,0,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,100,0,4,104,148,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,45,B,1,0,B,0,0,7,0,10,14,30,71,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,145,0,4,149,223,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,46,B,1,0,B,0,16,4,5,27,7,44,122,26,0,0,1,0,1,0,0,1,3,6,1,0,0,0,1,1,0,0,0,266,0,15,281,415,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,46,C,1,0,C01,0,20,5,3,20,8,34,140,9,0,0,2,2,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,250,0,16,266,415,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,47,B,1,0,B,0,22,64,0,69,13,58,123,26,0,0,2,0,5,0,0,0,2,5,0,1,0,2,2,0,1,0,0,395,0,22,417,672,Recuento_Total,,,
