CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,PNAM,MORENA,PES,MAS,PROGRESA,RSPM,PAN_PRI_PRD_RSPM,PAN_PRI_PRD,PAN_PRI_RSPM,PAN_PRD_RSPM,PRI_PRD_RSPM,PAN_PRI,PAN_PRD,PAN_RSPM,PRI_PRD,PRI_RSPM,PRD_RSPM,MC_PROGRESA,MORENA_PNAM_PES_MAS,MORENA_PNAM_PES,MORENA_PNAM_MAS,MORENA_PES_MAS,PNAM_PES_MAS,MORENA_PNAM,MORENA_PES,MORENA_MAS,PNAM_PES,PNAM_MAS,PES_MAS,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,90,1,1,3,5,5,5,143,55,6,24,5,1,8,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,265,0,29,294,411
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,91,1,1,2,0,0,5,71,39,2,22,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152,0,6,158,215
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,92,2,2,8,10,1,11,299,80,10,70,24,0,30,12,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,2,0,0,0,0,0,570,0,39,609,866
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,93,2,2,8,6,5,18,263,179,12,118,27,4,60,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,709,0,15,724,1038
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,94,2,2,19,16,8,20,218,118,3,109,26,2,52,2,2,2,0,0,0,2,0,0,0,0,0,12,1,0,0,0,0,2,2,0,0,0,0,616,0,39,655,882
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,95,1,1,5,3,6,9,93,93,5,50,25,2,38,4,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,340,0,9,349,501
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,96,1,1,1,2,0,6,12,96,2,21,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,178,0,0,178,243
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,97,7,7,276,96,40,69,463,214,69,1058,95,34,45,17,5,21,0,0,0,10,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2522,2,143,2667,4619
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,98,2,2,109,39,28,18,119,44,11,269,28,8,12,12,5,3,0,2,0,2,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,716,0,19,735,1133
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,99,3,3,132,47,44,31,257,143,37,427,69,9,31,17,2,3,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1259,0,75,1334,2214
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,100,4,4,104,57,45,37,260,155,53,673,75,20,21,15,5,12,0,0,0,5,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1544,1,108,1653,2954
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,101,2,2,141,26,13,15,102,69,20,298,36,13,22,7,0,8,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,778,0,48,826,1199
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,102,8,10,305,102,37,67,373,247,50,1029,117,33,43,40,14,18,0,0,0,3,3,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2489,0,135,2624,4430
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,103,2,2,149,28,12,19,128,80,25,288,28,16,19,7,0,14,2,1,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,825,0,44,869,1426
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,104,2,2,59,22,9,9,117,56,7,167,17,1,17,4,0,5,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,498,0,33,531,831
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,105,1,1,30,14,4,8,60,41,7,135,10,4,15,3,1,5,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,343,0,28,371,597
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,106,2,2,119,41,14,21,160,54,18,227,22,13,19,12,9,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,734,0,0,734,1218
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,107,2,2,135,34,14,16,128,61,19,178,40,9,19,7,1,9,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,38,712,1106
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,108,3,3,72,33,12,41,201,84,23,404,55,13,14,19,3,10,0,0,0,2,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,992,1,63,1056,1790
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,109,6,6,107,70,25,111,314,146,55,776,102,29,32,22,6,6,0,0,0,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1810,0,130,1940,3867
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,110,3,3,70,44,18,33,209,82,25,420,65,16,18,15,4,9,1,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1035,0,67,1102,1877
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,111,3,3,121,53,23,34,241,95,32,419,68,10,24,14,5,13,1,0,0,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1164,0,51,1215,2229
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,112,3,3,70,35,16,23,228,93,22,315,62,8,26,13,1,11,0,0,0,3,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,937,0,61,998,1652
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,114,5,5,194,73,34,63,272,169,79,576,90,23,25,26,17,21,1,0,0,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1672,1,113,1786,3162
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,115,2,2,53,42,11,20,175,73,11,251,41,4,8,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,703,0,46,749,1353
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,116,2,2,91,51,11,24,148,72,24,231,47,17,10,13,0,7,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,752,0,45,797,1338
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,117,2,2,67,40,7,13,133,57,36,215,25,4,18,4,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,629,0,41,670,1044
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,118,3,3,90,44,16,34,199,100,32,291,54,10,23,3,5,7,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,914,2,42,958,1523
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,119,2,2,73,42,6,14,145,69,32,235,65,7,14,3,1,4,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,721,0,45,766,1191
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,120,2,2,95,27,10,23,187,71,26,257,54,7,15,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,803,0,20,823,1307
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,121,2,2,30,21,13,12,66,48,15,161,30,0,18,5,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,45,473,813
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,122,2,2,52,19,8,18,99,60,21,203,47,8,16,3,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,566,1,42,609,1015
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,123,3,3,101,59,25,24,246,104,67,349,91,6,27,6,2,6,1,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1126,0,56,1182,1864
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,124,2,2,103,20,8,22,152,78,10,227,29,8,29,3,7,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,703,1,47,751,1147
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,125,5,5,200,72,31,43,286,159,40,610,98,33,45,24,15,14,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1678,1,100,1779,3296
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,126,4,4,122,68,13,36,169,174,61,556,107,19,62,16,4,19,1,0,0,4,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1441,0,114,1555,2593
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,127,3,3,119,43,12,16,170,58,20,333,42,10,28,8,5,11,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,881,0,45,926,1521
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,128,2,2,131,54,16,19,161,84,27,259,48,6,43,4,6,3,0,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,871,0,41,912,1377
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,129,2,2,52,35,16,15,123,49,33,294,51,14,19,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,53,760,1295
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,130,5,5,171,83,26,44,367,179,57,751,182,35,44,19,6,16,1,0,0,6,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1995,0,119,2114,3602
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,131,3,3,123,55,21,21,211,89,39,401,80,17,39,16,2,4,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1130,0,46,1176,1833
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,132,2,2,107,41,12,16,117,61,34,206,27,8,24,14,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,677,0,34,711,1093
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,133,1,1,47,14,4,5,36,21,3,75,5,6,10,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,5,237,366
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,134,3,3,97,49,15,27,136,125,44,342,55,9,67,16,6,4,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1002,0,51,1053,1618
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,135,7,7,158,83,20,65,251,301,46,948,110,20,146,32,5,11,0,0,0,7,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2219,1,175,2395,4553
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,136,2,2,52,28,8,10,80,63,10,236,22,4,11,4,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,535,0,39,574,1039
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,137,3,4,106,32,8,16,62,74,9,207,24,13,40,6,1,11,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,618,0,40,658,847
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,138,2,2,77,26,16,17,81,107,24,275,43,9,75,9,2,2,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,770,0,40,810,1399
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,139,2,2,87,44,11,16,129,82,32,232,40,12,34,9,2,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,740,0,30,770,1141
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,140,2,2,98,50,11,9,164,97,61,228,30,5,37,12,5,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,825,0,32,857,1238
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,141,1,1,74,37,6,24,73,37,11,91,19,7,11,6,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,403,0,29,432,695
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,142,3,3,126,56,14,41,187,97,39,383,59,13,26,16,10,9,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1082,1,44,1127,1860
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,143,2,2,108,61,14,24,177,85,27,267,36,4,43,7,3,8,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,871,0,49,920,1472
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,144,2,2,63,17,4,13,111,60,7,202,38,6,21,4,2,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,561,0,26,587,948
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,145,2,2,93,29,8,15,103,55,23,169,24,12,23,8,4,7,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,578,0,35,613,962
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,146,2,2,90,48,11,17,76,64,26,183,29,8,33,5,2,6,0,0,0,4,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,612,0,31,643,1001
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,147,2,2,83,38,7,26,130,108,31,247,43,20,49,11,0,11,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,819,0,58,877,1435
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,148,2,2,59,20,5,14,98,104,22,290,30,5,67,8,0,3,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,734,1,53,788,1290
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,149,2,2,85,14,16,12,55,63,18,171,19,3,23,2,5,0,0,0,0,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,493,0,12,505,771
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,150,5,5,103,61,19,33,134,188,29,758,70,14,78,12,8,6,0,0,0,4,2,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1531,0,108,1639,3421
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,151,8,8,282,89,32,67,299,294,62,1158,138,59,101,16,12,25,2,0,0,6,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2662,0,181,2843,5176
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,152,3,3,113,35,11,29,78,100,24,390,45,10,34,6,1,9,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,889,0,48,937,1614
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,153,2,2,91,30,12,20,78,69,40,272,21,9,18,3,1,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,674,1,14,689,1113
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,154,2,2,99,22,16,12,81,63,23,189,23,7,34,5,0,11,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,591,0,29,620,961
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,155,2,2,41,14,12,11,80,112,33,231,45,14,25,8,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,637,0,34,671,1075
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,156,2,2,72,23,17,11,63,69,10,157,17,8,34,6,0,4,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,498,0,27,525,852
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,157,1,1,50,22,9,15,65,66,6,107,15,13,29,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,22,425,643
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,158,1,1,32,24,3,6,39,30,9,45,8,4,15,9,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,231,0,8,239,360
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,159,3,3,100,47,19,33,228,97,46,284,55,23,25,13,2,7,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,991,0,45,1036,1638
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,160,1,1,59,26,3,13,67,25,18,65,9,2,17,4,3,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,317,0,10,327,520
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,161,1,1,20,15,5,10,28,56,6,126,12,3,29,2,0,2,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,320,0,24,344,394
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,162,2,2,100,37,15,14,111,77,22,146,23,11,22,4,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,597,0,28,625,904
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,163,1,1,29,7,7,0,61,19,9,75,15,5,7,0,1,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,242,0,14,256,387
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,164,1,1,14,10,3,3,43,13,8,68,11,6,7,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,192,0,15,207,320
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,165,2,2,43,36,6,10,161,73,40,217,31,7,29,9,3,5,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,674,0,51,725,1227
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,166,3,3,68,65,17,22,304,86,40,310,40,15,30,10,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1016,1,59,1076,1807
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,167,1,1,31,33,13,10,84,36,16,144,23,5,9,1,2,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,18,434,676
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,168,1,1,49,25,7,6,83,42,16,134,25,6,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,410,662
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,169,2,2,83,43,6,19,293,87,32,279,46,8,31,7,0,8,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,949,0,25,974,1439
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,170,2,2,42,28,3,8,103,54,21,179,22,5,22,4,3,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,500,0,25,525,774
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,171,1,1,28,15,8,6,57,28,9,96,9,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,12,278,431
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,172,2,2,65,23,12,8,101,49,16,151,26,5,17,5,1,5,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,488,1,31,520,918
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,173,2,2,91,42,27,23,118,100,22,281,31,7,43,11,7,7,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,821,0,38,859,1429
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,174,2,2,60,33,5,14,77,79,22,179,33,11,48,0,6,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,579,0,15,594,937
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,175,3,3,85,39,30,22,106,124,28,353,59,13,41,12,3,13,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,938,0,43,981,1736
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,176,2,2,50,30,2,7,61,49,12,150,23,6,36,6,2,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,447,0,27,474,778
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,177,6,6,159,76,35,51,191,217,50,769,73,15,83,28,6,15,0,0,0,3,2,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1788,1,142,1931,3876
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,178,7,7,184,86,56,68,238,328,40,959,98,20,177,33,6,26,1,0,0,4,4,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2346,3,157,2506,4690
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,179,2,2,65,24,20,17,109,101,37,301,33,10,43,13,4,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,792,1,57,850,1453
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,180,4,4,105,56,23,34,118,117,31,571,52,17,78,18,5,10,1,1,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1254,2,122,1378,2660
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,181,5,5,135,61,46,56,234,145,26,575,57,32,26,44,2,4,2,0,8,0,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1462,1,129,1592,3046
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,182,4,4,101,44,21,52,165,106,44,524,52,16,19,8,2,7,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1165,1,67,1233,2388
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,183,2,2,71,37,10,26,130,63,18,352,38,15,13,15,1,9,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,803,0,56,859,1472
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,184,1,1,37,16,10,16,51,44,8,135,18,8,14,17,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,378,0,25,403,742
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,185,4,4,83,59,38,36,303,151,27,513,64,13,69,13,7,9,2,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1400,0,115,1515,2753
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,186,4,4,87,67,12,29,280,108,32,442,49,12,53,8,4,8,0,0,0,2,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1202,0,91,1293,2396
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,187,2,2,43,16,1,7,39,39,4,199,22,5,13,4,7,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,410,0,15,425,754
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,188,6,6,645,111,37,69,85,288,28,721,24,15,43,32,24,18,3,1,0,10,3,0,1,0,0,0,15,2,0,1,0,2,1,1,0,0,0,2180,3,115,2298,4033
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,189,3,3,309,51,15,40,33,113,11,332,6,11,24,6,12,11,0,0,0,11,1,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,997,2,53,1052,1720
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,5,5,463,81,26,57,56,249,21,703,8,8,42,25,11,31,2,1,0,12,1,0,0,0,0,0,7,6,0,1,0,5,1,1,0,0,1,1819,0,131,1950,3244
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,191,3,3,304,77,21,75,39,131,13,441,5,3,12,20,6,14,0,0,0,4,2,1,0,0,0,0,11,2,1,2,0,3,2,0,1,0,0,1190,2,65,1257,2140
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,192,4,4,402,76,39,106,51,137,16,508,4,16,8,21,27,27,0,0,0,7,1,1,0,0,0,0,17,2,0,0,0,1,0,2,0,0,0,1469,0,59,1528,2349
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,193,5,5,431,109,45,221,46,168,34,840,14,27,9,36,11,28,2,1,0,6,0,1,0,0,0,0,14,1,2,0,1,3,4,2,0,0,1,2057,0,112,2169,3587
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,194,6,6,538,117,42,219,72,268,26,984,9,16,19,44,24,27,0,1,0,8,1,0,0,0,0,0,28,2,1,2,0,4,2,0,0,0,0,2454,1,120,2575,4405
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,195,4,4,563,79,54,78,45,117,13,594,2,10,4,16,23,37,1,0,1,14,2,4,0,0,0,0,11,1,1,0,2,7,3,1,0,0,0,1683,0,82,1765,2853
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,5,5,457,117,24,126,53,177,14,635,12,10,15,20,10,27,2,0,0,4,1,0,0,0,1,0,9,2,0,1,0,0,6,0,0,0,0,1723,1,95,1819,3259
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,7,7,849,160,78,179,72,295,39,970,11,41,9,57,36,34,3,5,0,9,2,2,2,0,0,0,17,1,6,4,0,8,3,0,0,1,0,2893,0,151,3044,5239
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,198,4,4,468,67,29,88,43,149,13,683,5,19,13,18,14,25,2,0,0,4,2,0,0,1,1,0,13,3,0,2,0,7,0,1,0,0,0,1670,0,81,1751,2774
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,5,5,427,104,54,144,56,156,33,717,9,21,13,41,13,17,3,1,2,4,0,0,13,1,0,0,10,2,3,1,2,4,1,2,15,0,0,1869,1,96,1966,3308
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,200,4,4,363,100,25,110,35,130,19,475,10,13,8,21,18,13,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,1,1,0,0,2,1353,0,77,1430,2341
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,5,7,315,66,25,197,35,145,17,386,2,7,7,13,6,5,1,0,0,1,0,1,0,0,0,0,8,0,1,0,0,1,3,0,0,0,0,1242,0,57,1299,1634
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,202,4,4,337,72,30,86,25,108,22,515,7,12,15,17,18,24,1,3,1,6,0,1,3,0,1,0,12,0,1,1,0,4,1,0,0,0,0,1323,0,66,1389,2275
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,203,3,3,219,53,15,64,36,120,27,441,6,12,4,14,13,11,0,0,0,2,2,1,0,1,0,0,21,0,2,0,0,2,3,1,1,0,0,1071,0,62,1133,1880
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,204,3,3,327,80,16,40,38,223,23,454,7,3,19,13,8,25,1,1,0,5,2,0,0,0,0,0,11,0,0,2,0,1,0,0,0,3,0,1302,0,71,1373,2112
