CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_LOCAL,DEMARCACION_LOCAL,TIPO_DE_CANDIDATURA,NOMBRE_ACTOR_POLITICO,NUMERO_LISTA,PERSONA_CANDIDATA,IDENTIDAD_SEXO_GENERICA,ACCION_AFIRMATIVA,RUTA_CONSTANCIA,PARTIDO_POLITICO
4,21,PUEBLA,,,,,,,GOB,PT_PVEM_MORENA_NAP_FXM,1,ALEJANDRO ARMENTA MIER,1,,,MORENA
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,LAURA GUADALUPE VARGAS VARGAS,2,,,PVEM
4,21,PUEBLA,2,HUAUCHINANGO DE DEGOLLADO,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,MIGUEL MARQUEZ RIOS,1,,,NAP
4,21,PUEBLA,3,CHIGNAHUAPAN,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,KATHYA SANCHEZ RODRIGUEZ,2,,,PVEM
4,21,PUEBLA,4,ZACAPOAXTLA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,ESTHER MARTINEZ ROMANO,2,,,PT
4,21,PUEBLA,5,LIBRES,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,ELPIDIO DIAZ ESCOBAR,1,,,FXM
4,21,PUEBLA,6,TEZIUTLAN,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,FLORICEL GONZALEZ MENDEZ,2,,,PT
4,21,PUEBLA,7,SAN MARTIN TEXMELUCAN DE LABASTIDA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,GUADALUPE YAMAK TAJA,2,,,MORENA
4,21,PUEBLA,8,HUEJOTZINGO,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,ANGELICA PATRICIA ALVARADO JUAREZ,2,,,PT
4,21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,NORMA ESTELA PIMENTEL MENDEZ,2,,,PVEM
4,21,PUEBLA,10,HEROICA PUEBLA DE ZARAGOZA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,JAIME NATALE URANGA,1,,,PVEM
4,21,PUEBLA,11,HEROICA PUEBLA DE ZARAGOZA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,XEL ARIANNA HERNANDEZ GARCIA,2,,,PT
4,21,PUEBLA,12,AMOZOC DE MOTA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,JOSE MIGUEL TRUJILLO DE ITA,1,,,MORENA
4,21,PUEBLA,13,TEPEACA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,OSCAR MAURICIO CESPEDES PEREGRINA,1,,,MORENA
4,21,PUEBLA,14,CIUDAD SERDAN,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,ELIAS LOZADA ORTEGA,1,,,PVEM
4,21,PUEBLA,15,TECAMACHALCO,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,ANDRES IVAN VILLEGAS MENDOZA,1,,,MORENA
4,21,PUEBLA,16,HEROICA PUEBLA DE ZARAGOZA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,ELVIA GRACIELA PALOMARES RAMIREZ,2,,,MORENA
4,21,PUEBLA,17,HEROICA PUEBLA DE ZARAGOZA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,MARIA FERNANDA DE LA BARREDA ANGON,2,,,PVEM
4,21,PUEBLA,18,CHOLULA DE RIVADAVIA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,NAYELI SALVATORI BOJALIL,2,,,MORENA
4,21,PUEBLA,19,HEROICA PUEBLA DE ZARAGOZA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,ROBERTO ZATARAIN LEAL,1,,,MORENA
4,21,PUEBLA,20,HEROICA PUEBLA DE ZARAGOZA,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,JOSE LUIS FIGUEROA CORTES,1,,,PT
4,21,PUEBLA,21,ATLIXCO,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,ANA LAURA ALTAMIRANO PEREZ,2,,,FXM
4,21,PUEBLA,22,IZUCAR DE MATAMOROS,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,AZUCENA ROSAS TAPIA,2,,,MORENA
4,21,PUEBLA,23,ACATLAN DE OSORIO,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,PAVEL GASPAR RAMIREZ,1,,,MORENA
4,21,PUEBLA,24,TEHUACAN,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,LEONELA JAZMIN MARTINEZ AYALA,2,,,NAP
4,21,PUEBLA,25,TEHUACAN,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,ARACELI CELESTINO ROSAS,2,,,MORENA
4,21,PUEBLA,26,AJALPAN,,,,,DIP_LOC_MR,PT_PVEM_MORENA_NAP_FXM,1,ROSALIO ZANATTA VIDAURRI,1,,,MORENA
4,21,PUEBLA,,,,,,,DIP_LOC_RP,PAN,1,CELIA BONAGA RUIZ,2,CANDIDATURAS INDIGENAS,,PAN
4,21,PUEBLA,,,,,,,DIP_LOC_RP,PAN,2,MARCOS CASTRO MARTINEZ,1,,,PAN
4,21,PUEBLA,,,,,,,DIP_LOC_RP,PAN,3,SUSANA DEL CARMEN RIESTRA PIÑA,2,,,PAN
4,21,PUEBLA,,,,,,,DIP_LOC_RP,PAN,4,RAFAEL ALEJANDRO MICALCO MENDEZ,1,,,PAN
4,21,PUEBLA,,,,,,,DIP_LOC_RP,PAN,5,LUANA ARMIDA AMADOR VALLEJO,2,CANDIDATURAS DE DISCAPACIDAD,,PAN
4,21,PUEBLA,,,,,,,DIP_LOC_RP,PRI,1,DELFINA POZOS VERGARA,2,,,PRI
4,21,PUEBLA,,,,,,,DIP_LOC_RP,PVEM,1,BEATRIZ MANRIQUE GUEVARA,2,,,PVEM
4,21,PUEBLA,,,,,,,DIP_LOC_RP,MC,1,FEDRHA ISABEL SURIANO CORRALES,2,,,MC
4,21,PUEBLA,,,,,,,DIP_LOC_RP,MORENA,1,JULIO MIGUEL HUERTA GOMEZ,1,,,MORENA
4,21,PUEBLA,,,,,,,DIP_LOC_RP,MORENA,2,ANA LAURA GOMEZ RAMIREZ,2,,,MORENA
4,21,PUEBLA,,,,,,,DIP_LOC_RP,MORENA,3,JOSE LUIS GARCIA PARRA,1,,,MORENA
4,21,PUEBLA,,,,,,,DIP_LOC_RP,MORENA,4,LAURA ARTEMISA GARCIA CHAVEZ,2,CANDIDATURAS INDIGENAS,,MORENA
4,21,PUEBLA,,,,,,,DIP_LOC_RP,MORENA,5,JAIME ALEJANDRO AURIOLES BARROETA,1,,,MORENA
4,21,PUEBLA,,,,,,,DIP_LOC_RP,MORENA,6,ANA LILIA TEPOLE ARMENTA,2,,,MORENA
4,21,PUEBLA,,,,,,,DIP_LOC_RP,MORENA,7,MARIA SOLEDAD AMIEVA ZAMORA,2,CANDIDATURAS DE DISCAPACIDAD,,MORENA
4,21,PUEBLA,,,1,ACAJETE,,,PRES_MUN,MORENA,1,CRISTIAN FLORES FLORES,1,,,MORENA
4,21,PUEBLA,,,1,ACAJETE,,,REG_MR,MORENA,1,IVON GUADALUPE ESTRADA SOLARES,2,,,MORENA
4,21,PUEBLA,,,1,ACAJETE, ,,REG_MR,MORENA,2,VICTOR GUADALUPE FLORES TORRES,1,,,MORENA
4,21,PUEBLA,,,1,ACAJETE,,,REG_MR,MORENA,3,ARLETTE STEPHANI MORALES FLORES,2,,,MORENA
4,21,PUEBLA,,,1,ACAJETE,,,REG_MR,MORENA,4,ODILON JIMENEZ LOPEZ,1,,,MORENA
4,21,PUEBLA,,,1,ACAJETE,,,REG_MR,MORENA,5,ROSALBA ROSAS CANCINO,2,,,MORENA
4,21,PUEBLA,,,1,ACAJETE,,,REG_MR,MORENA,6,GARY OMAR BONILLA VARELA,1,,,MORENA
4,21,PUEBLA,,,1,ACAJETE,,,REG_MR,MORENA,7,ESTHER MARTINEZ MORENO,2,,,MORENA
4,21,PUEBLA,,,1,ACAJETE,,,REG_MR,MORENA,8,FIDEL FLORES JIMENEZ,1,,,MORENA
4,21,PUEBLA,,,1,ACAJETE,,,REG_RP,MC,1,GRECIA RODRIGUEZ FUENTES,2,,,MC
4,21,PUEBLA,,,1,ACAJETE,,,REG_RP,PAN_PRI_PRD_PSI,1,MARIA ERNESTINA ELEONAI ORTEGA CANO,2,,,PRD
4,21,PUEBLA,,,1,ACAJETE,,,REG_RP,PVEM,1,MARIA DE LOS ANGELES CANDELARIO MUÑOZ,2,,,PVEM
4,21,PUEBLA,,,1,ACAJETE,,,SIND_MR,MORENA,1,CANDELARIA MARTINEZ VAZQUEZ,2,,,MORENA
4,21,PUEBLA,,,2,ACATENO,,,PRES_MUN,PT_PVEM_MORENA,1,DIEGO TORRE OSORIO,1,,,PVEM
4,21,PUEBLA,,,2,ACATENO,,,REG_MR,PT_PVEM_MORENA,1,ROSA ISELA MENDOZA PRADO,2,,,PVEM
4,21,PUEBLA,,,2,ACATENO,,,REG_MR,PT_PVEM_MORENA,2,BERNARDINO LOPEZ GARCIA,1,,,PVEM
4,21,PUEBLA,,,2,ACATENO,,,REG_MR,PT_PVEM_MORENA,3,ANA GABRIELA BELLO PEREZ,2,,,PVEM
4,21,PUEBLA,,,2,ACATENO,,,REG_MR,PT_PVEM_MORENA,4,MARCO ANTONIO SANCHEZ MENDEZ,1,,,PVEM
4,21,PUEBLA,,,2,ACATENO,,,REG_MR,PT_PVEM_MORENA,5,MARTHA ALICIA MORALES MORGADO,2,,,PVEM
4,21,PUEBLA,,,2,ACATENO,,,REG_MR,PT_PVEM_MORENA,6,JESUS DANIEL LOPEZ GARCIA,1,,,PVEM
4,21,PUEBLA,,,2,ACATENO,,,REG_RP,PAN_PRI_PRD,1,IVONNE TEJEDA FLANDEZ,2,,,PRD
4,21,PUEBLA,,,2,ACATENO,,,REG_RP,PAN_PRI_PRD,2,MIGUEL MUNDO GONZALEZ,1,,,PRD
