CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,TIPO_DE_CANDIDATURA,NOMBRE_ACTOR_POLITICO,NUMERO_LISTA,PERSONA_CANDIDATA,IDENTIDAD_SEXO_GENERICA,ACCION_AFIRMATIVA,RUTA_CONSTANCIA,PARTIDO_POLITICO 
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,REG_RP,PVEM,6,ISAIAS RIVERA MARTINEZ,1,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,REG_RP,PVEM,7,ROSA MA. HUERTA VALDEZ,2,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,REG_RP,PVEM,8,SERGIO VILLANUEVA PEREZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,REG_RP,PVEM,9,BEATRIZ HERNANDEZ RESENDIZ,2,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,REG_RP,MORENA,10,MARIA DEL ROSARIO VAZQUEZ RIVERA,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,24,RIOVERDE,REG_RP,PAN,11,DALILA CASTRO HERNANDEZ,2,CANDIDATURAS DE DISCAPACIDAD,,PAN
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,PRES_MUN,CP,1,ANTONIO VENANCIO PAEZ GALVAN,1,,,CP
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,REG_MR,CP,1,LAURA SILVA SANDOVAL,2,,,CP
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,SIND,CP,1,AIDEE HERNANDEZ LUEVANOS,2,,,CP
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,REG_RP,CP,1,JUANA PAISANO RIVERA,2,,,CP
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,REG_RP,CP,2,SANDRA CRUZ SUSTAITA,2,,,CP
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,REG_RP,PRI,3,NORMA RUBI GALINDO DONATO,2,,,PRI
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,REG_RP,PAN,4,CAROLINA A. GALAVIZ CHAVARRIA,2,,,PAN
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,REG_RP,MORENA,5,XIMENA M. CAMACHO CASTILLO,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,PRES_MUN,MC,1,BENITO GONZALEZ HERNANDEZ,1,,,MC
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,REG_MR,MC,1,AQUILINA HERNANDEZ DOMINGUEZ,2,CANDIDATURAS INDIGENAS,,MC
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,SIND,MC,1,JUAN MANUEL ZUMAYA SANCHEZ,1,,,MC
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,REG_RP,MC,1,ROSA MIL CAMPECHANO,2,,,MC
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,REG_RP,MC,2,GUILLERMO N. SAMUDIO SALINAS,1,CANDIDATURAS INDIGENAS,,MC
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,REG_RP,PES,3,ISIDORA MARTINEZ CONTRERAS,2,CANDIDATURAS INDIGENAS,,PES
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,REG_RP,PES,4,MAURILIO DEL ANGEL MARTINEZ,1,CANDIDATURAS INDIGENAS,,PES
2,24,SAN LUIS POTOSI,13,TAMUIN,26,SAN ANTONIO,REG_RP,MORENA,5,DANIELA SANTIAGO JACINTO,2,CANDIDATURAS DE DISCAPACIDAD,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,27,SAN CIRO DE ACOSTA,PRES_MUN,PVEM,1,LUIS CARLOS PEREYRA GOVEA,1,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,27,SAN CIRO DE ACOSTA,REG_MR,PVEM,1,MA. BEATRIZ LUNA SANCHEZ,2,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,27,SAN CIRO DE ACOSTA,SIND,PVEM,1,JUAN EDUARDO TENORIO LOPEZ,1,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,27,SAN CIRO DE ACOSTA,REG_RP,PVEM,1,MA. JESUS ORDUÑA MARTINEZ,2,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,27,SAN CIRO DE ACOSTA,REG_RP,PVEM,2,MARCELINO JAVIER LOPEZ MUNGUIA,1,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,27,SAN CIRO DE ACOSTA,REG_RP,MORENA,3,JUAN MANUEL RUIZ ESTRADA,1,,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,27,SAN CIRO DE ACOSTA,REG_RP,MORENA,4,MARIA RAQUEL GUTIERREZ PEÑA,2,,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,27,SAN CIRO DE ACOSTA,REG_RP,MC,5,JUANA DIAZ LARA,2,,,MC
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,PRES_MUN,PAN_PRI_PRD,1,ENRIQUE FCO. GALINDO CEBALLOS,1,,,PRI
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_MR,PAN_PRI_PRD,1,LAURA JULIETA ABUD SARQUIS,2,,,PRI
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,SIND,PAN_PRI_PRD,1,LUIS VICTOR H. SALGADO DELGADILLO,1,,,PRI
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,SIND,PAN_PRI_PRD,2,MA. DEL ROSARIO VITA HERVERT,2,,,PRI
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PAN,1,ALEJANDRO FERNANDEZ HDZ.,1,,,PAN
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PAN,2,MARIA EUGENIA CASTRO ANGUIANO,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PAN,3,RODOLFO EDGARDO JASSO PUENTE,1,,,PAN
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PAN,4,MARITZA JENITH VAZQUEZ PEREZ,2,,,PAN
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PAN,5,RUBEN OMAR LARRAGA BENAVENTE,1,,,PAN
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PVEM,6,LUZ MAGDALENA CISNEROS JIMENEZ,2,,,PVEM
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PVEM,7,GUSTAVO JESUS MERCADO GARAY,1,,,PVEM
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PVEM,8,DIANA IVON ESCOBEDO ALONSO,2,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,MORENA,9,LIMBANIA MARTEL ESPINOSA,2,,,MORENA
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,MORENA,10,FCO. JAVIER PEDRAZA BLANCO,1,,,MORENA
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PRI,11,EIKOO KOASICHA HIPOLITO,1,,,PRI
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PRI,12,IRENE MARGARITA HDZ. FISCAL,2,,,PRI
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,MC,13,PABLO ZENDEJAS FOYO,1,,,MC
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,REG_RP,PRD,14,ALEJANDRA HERMOSILLO REYES,2,,,PRD
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,29,SAN MARTIN CHALCHICUAUTLA,PRES_MUN,PVEM,1,LUIS FERNANDO HERBERT ORTA,1,,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,29,SAN MARTIN CHALCHICUAUTLA,REG_MR,PVEM,1,LAISHA SHERLYN BAUTISTA NICOLAS,2,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,29,SAN MARTIN CHALCHICUAUTLA,SIND,PVEM,1,DAMIAN CARVAJAL CRUZ,1,,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,29,SAN MARTIN CHALCHICUAUTLA,REG_RP,PVEM,1,MARTHA EMMA HDZ. MARTINEZ,2,,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,29,SAN MARTIN CHALCHICUAUTLA,REG_RP,PVEM,2,JULIO CESAR ANTONIO CASTILLO,1,CANDIDATURAS INDIGENAS,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,29,SAN MARTIN CHALCHICUAUTLA,REG_RP,MORENA,3,RUBISEL SALAZAR RAMIREZ,1,,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,29,SAN MARTIN CHALCHICUAUTLA,REG_RP,MORENA,4,LIDIA BAEZ VAZQUEZ,2,,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,29,SAN MARTIN CHALCHICUAUTLA,REG_RP,PAN,5,ROSA MARIA SANTIAGO GARCIA,2,,,PAN
2,24,SAN LUIS POTOSI,10,RIOVERDE,30,SAN NICOLAS TOLENTINO,PRES_MUN,PVEM_PT_MORENA,1,ALEJANDRA DEYANIRA ORTIZ M.,2,,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,30,SAN NICOLAS TOLENTINO,REG_MR,PVEM_PT_MORENA,1,ALEJANDRO DE LA TORRE SI FUENTES,1,,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,30,SAN NICOLAS TOLENTINO,SIND,PVEM_PT_MORENA,1,ADRIANA DOMINGUEZ CASTILLO,2,,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,30,SAN NICOLAS TOLENTINO,REG_RP,PVEM,1,LORENZO TERAN ALVARADO,1,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,30,SAN NICOLAS TOLENTINO,REG_RP,PVEM,2,MARIA CRISTINA GALICIA ROCHA,2,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,30,SAN NICOLAS TOLENTINO,REG_RP,PRI,3,ALEJANDRA MARES JIMENEZ,2,,,PRI
2,24,SAN LUIS POTOSI,10,RIOVERDE,30,SAN NICOLAS TOLENTINO,REG_RP,PRI,4,AGUSTIN PIÑA BALDERAS,1,,,PRI
2,24,SAN LUIS POTOSI,10,RIOVERDE,30,SAN NICOLAS TOLENTINO,REG_RP,MORENA,5,RAUDEL CASTILLO AVALOS,1,,,MORENA
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,PRES_MUN,PAN,1,GILBERTO GONZALEZ ZUMAYA,1,,,PAN
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,REG_MR,PAN,1,MARTHA DE LA CRUZ RAMIREZ,2,CANDIDATURAS INDIGENAS,,PAN
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,SIND,PAN,1,GAMALIEL GARCIA IBARRA,1,,,PAN
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,REG_RP,PAN,1,FELICIANA FERNANDEZ RIVERA,2,,,PAN
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,REG_RP,PAN,2,ABEL CLEMENTE QUIROZ BALLEZA,1,CANDIDATURAS INDIGENAS,,PAN
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,REG_RP,MORENA,3,DANIELA HERNANDEZ HERNANDEZ,2,,,MORENA
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,REG_RP,MORENA,4,PEDRO MARTINEZ SALVADOR,1,CANDIDATURAS INDIGENAS,,MORENA
2,24,SAN LUIS POTOSI,13,TAMUIN,31,SAN VICENTE TANCUAYALAB,REG_RP,PVEM,5,BEATRIZ CASTILLO ENRIQUEZ,2,,,PVEM
2,24,SAN LUIS POTOSI,10,RIOVERDE,32,SANTA CATARINA,PRES_MUN,PVEM_PT_MORENA,1,JUAN CARLOS RAMOS MORENO,1,,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,32,SANTA CATARINA,REG_MR,PVEM_PT_MORENA,1,BERNARDA MEDINA MONTERO,2,CANDIDATURAS INDIGENAS,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,32,SANTA CATARINA,SIND,PVEM_PT_MORENA,1,JOSE FCO. PATLAN MALDONADO,1,,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,32,SANTA CATARINA,REG_RP,MLSLP,1,NANCY PEREZ ALMAZAN,2,,,ML
2,24,SAN LUIS POTOSI,10,RIOVERDE,32,SANTA CATARINA,REG_RP,MLSLP,2,JOSE ANTONIO MAYORGA AVILA,1,CANDIDATURAS DE PERSONAS JOVENES,,ML
2,24,SAN LUIS POTOSI,10,RIOVERDE,32,SANTA CATARINA,REG_RP,MORENA,3,MA. DOMINGA RANGEL BOCANEGRA,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,32,SANTA CATARINA,REG_RP,MORENA,4,ROBERTO CABRERA GOBELLAN,1,,,MORENA
2,24,SAN LUIS POTOSI,10,RIOVERDE,32,SANTA CATARINA,REG_RP,MC,5,REGINA DURAN DURAN,2,,,MC
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,PRES_MUN,MORENA,1,ISIS AYDE DIAZ HERNANDEZ,2,,,MORENA
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,REG_MR,MORENA,1,ENRIQUE DONJUAN GONZALEZ,1,,,MORENA
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,SIND,MORENA,1,ANA LAURA MUÑOZ HERNANDEZ,2,,,MORENA
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,REG_RP,MORENA,1,OSCAR JIMENEZ MARTINEZ,1,,,MORENA
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,REG_RP,MORENA,2,ANDREA PADRON ROSAS,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,REG_RP,PVEM,3,ANTELMO MARTINEZ MARTINEZ,1,,,PVEM
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,REG_RP,PRI,4,JUANA ELVIA LLAMAS DONJUAN,2,,,PRI
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,REG_RP,PAN,5,IRIS JOHELAN LOPEZ ALONSO,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,PRES_MUN,PVEM,1,FILIBERTO RODRIGUEZ ALVARADO,1,,,PVEM
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,REG_MR,PVEM,1,MA. DEL ROSARIO OSORIA RAMOS,2,,,PVEM
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,SIND,PVEM,1,JUAN MARTIN MUÑOZ HERNANDEZ,1,,,PVEM
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,REG_RP,PVEM,1,ROSAURA MUÑOZ GUTIERREZ,2,,,PVEM
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,REG_RP,PVEM,2,SALUSTIANO SANCHEZ LOPEZ,1,,,PVEM
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,REG_RP,PT,3,CINTYA CRISTINA MARTINEZ MARES,2,,,PT
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,REG_RP,PT,4,JUAN CARLOS OROZCO GONZALEZ,1,,,PT
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,REG_RP,PRI,5,OLEGARIA ALVARADO ARGUELLO,2,,,PRI
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,PRES_MUN,PVEM,1,JUAN MANUEL NAVARRO MUÑIZ,1,,,PVEM
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_MR,PVEM,1,SILVIA RUBI ZAPATA ROSALES,2,,,PVEM
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,SIND,PVEM,1,DANIEL GERARDO CABRERA MEDINA,1,,,PVEM
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,SIND,PVEM,2,MICHELL JANETH FUENTES DELGADO,2,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,PVEM,1,JOSE MARTIN GUZMAN TOVAR,1,,,PVEM
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,PVEM,2,BELEM HOSHI MELENDEZ PEREZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,PVEM,3,CONRRADO PERES,1,,,PVEM
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,PVEM,4,MA. CAROLINA GLEZ. HERNANDEZ,2,,,PVEM
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,PVEM,5,JUAN ANTONIO ALVARADO MTZ.,1,,,PVEM
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,MORENA,6,JOSE LUIS CAMPOS TORRES,1,,,MORENA
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,MORENA,7,DULCE BIANEY DELGADO GALVAN,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,MORENA,8,JUAN MANUEL VELAZQUEZ NAVA,1,,,MORENA
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,PAN,9,MARGARITA VARGAS ZAMARRON,2,,,PAN
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,MC,10,ARANTXA RODRIGUEZ VAZQUEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,REG_RP,PRI,11,MA. GUADALUPE SALAZAR CASTILLO,2,,,PRI
2,24,SAN LUIS POTOSI,11,CARDENAS,36,TAMASOPO,PRES_MUN,PAN_PRI_PRD,1,MAURICIO ANDRADE MERCHAN,1,,,PRD
2,24,SAN LUIS POTOSI,11,CARDENAS,36,TAMASOPO,REG_MR,PAN_PRI_PRD,1,ROCIO ISABEL BARRON MONTALVAN,2,,,PRD
2,24,SAN LUIS POTOSI,11,CARDENAS,36,TAMASOPO,SIND,PAN_PRI_PRD,1,ADOLFO NICOLAS CARDOZO GARCIA,1,,,PRD
2,24,SAN LUIS POTOSI,11,CARDENAS,36,TAMASOPO,REG_RP,MORENA,1,CARLOS ERNESTO HDZ. TORRES,1,,,MORENA
2,24,SAN LUIS POTOSI,11,CARDENAS,36,TAMASOPO,REG_RP,PVEM,2,JESUS HECTOR TORRES,1,,,PVEM
2,24,SAN LUIS POTOSI,11,CARDENAS,36,TAMASOPO,REG_RP,PRI,3,NORMA GRANADOS CALIXTO,2,,,PRI
2,24,SAN LUIS POTOSI,11,CARDENAS,36,TAMASOPO,REG_RP,PAN,4,ROSALBA CHAVIRA BACA,2,,,PAN
2,24,SAN LUIS POTOSI,11,CARDENAS,36,TAMASOPO,REG_RP,PRD,5,ISABEL DEL CARMEN MTZ. CASTILLO,2,,,PRD
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,PRES_MUN,PVEM,1,ADELAIDO CABAÑAS HERNANDEZ,1,CANDIDATURAS INDIGENAS,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_MR,PVEM,1,MA. GRACIA GONZALEZ HERNANDEZ,2,,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,SIND,PVEM,1,ISIDRO CAMPOS RUBIO,1,CANDIDATURAS INDIGENAS,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,SIND,PVEM,2,DIANA ESTRADA CASTILLO,1,,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,PVEM,1,RUBEN PEREZ ANTONIO,1,,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,PVEM,2,SOLEDAD VAZQUEZ DAVID,2,,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,PVEM,3,MARCIANO ROQUE HERNANDEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,PVEM,4,CLAUDIA CISNEROS OCHOA,2,,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,PVEM,5,ROBERTO TRINIDAD MARCELO,1,,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,MORENA,6,MARIO CRUZ HERNANDEZ,1,,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,MORENA,7,VANESSA RAMIREZ VELAZQUEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,MORENA,8,RUTILIO RUBIO HERNANDEZ,1,,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,MORENA,9,ANA JAZMIN GONZALEZ ANTONIO,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,MLSLP,10,SOLEDAD MAYORGA CANDELARIA,2,,,ML
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,37,TAMAZUNCHALE,REG_RP,PRI,11,PERLA URIBE BARRERA,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAÃN,PRES_MUN,MORENA,1,SANTIAGO RODRIGUEZ POSADAS,1,,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,REG_MR,MORENA,1,MA. CONCEPCION BRISEÑO ARRIAGA,2,,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,SIND,MORENA,1,ADRIAN HERNANDEZ SANCHEZ,1,CANDIDATURAS INDIGENAS,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,REG_RP,MORENA,1,NORMA ALICIA POSADAS OLIVAS,2,,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,REG_RP,MORENA,2,JULIO VENTURA FELIX NIEVES,1,,,MORENA
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,REG_RP,PVEM,3,RAMON TOMAS RAMIREZ,1,,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,REG_RP,PVEM,4,PETRITA ANAYA PEREZ,2,CANDIDATURAS INDIGENAS,,PVEM
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,38,TAMPACAN,REG_RP,NASLP,5,MARIA FELICIANA MIGUEL ANGELINA,2,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,NASLP
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,PRES_MUN,PVEM,1,SILVIA MEDINA BURGAÑA,2,,,PVEM
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,REG_MR,PVEM,1,JOSE EDUARDO LOPEZ AZUARA,1,,,PVEM
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,SIND,PVEM,1,FEBE SARAHY HERNANDEZ ERASMO,2,CANDIDATURAS INDIGENAS,,PVEM
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,REG_RP,PVEM,1,HELIODORO LOPEZ VILLEDA,1,,,PVEM
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,REG_RP,PVEM,2,ORALIA CHAVEZ LEAL,2,,,PVEM
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,REG_RP,MORENA,3,MARICRUZ MORALES LUNA,2,,,MORENA
2,24,SAN LUIS POTOSI,13,TAMUIN,39,TAMPAMOLON CORONA,REG_RP,MORENA,4,AARON BALDERAS CRUZ,1,,,MORENA
