CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION,DEMARCACION,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAN_MLN,NAN,MLN,RSPN,FXMN,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMN,PVEM_PT_MORENA,PVEM_PT_FXMN,PVEM_MORENA_FXMN,PT_MORENA_FXMN,PVEM_PT,PVEM_MORENA,PVEM_FXMN,PT_MORENA,PT_FXMN,MORENA_FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,4,TUXPAN 04,825,1,1,10,12,7,47,5,64,84,93,0,0,132,2,5,3,0,0,1,4,0,2,0,1,4,0,1,0,0,477,0,12,489,723
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,4,TUXPAN 04,826,1,1,2,15,2,0,3,53,26,79,0,0,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,263,0,3,266,408
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,3,TUXPAN 03,827,2,2,48,65,20,63,33,81,270,74,0,0,17,14,17,0,0,1,8,14,0,1,2,1,5,0,0,0,0,734,0,20,754,1051
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,3,TUXPAN 03,828,1,1,43,43,15,18,5,22,71,7,0,0,9,1,9,1,1,0,1,3,0,1,1,1,0,0,0,0,0,252,0,8,260,358
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,1,TUXPAN 01,829,1,1,18,20,7,36,2,29,46,37,0,0,10,1,2,0,0,0,2,4,1,1,0,0,0,0,0,0,0,216,0,4,220,319
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,1,TUXPAN 01,830,1,1,24,21,13,55,9,49,87,72,0,0,4,4,3,0,0,0,7,5,0,2,0,0,4,0,0,0,0,359,0,12,371,541
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,2,TUXPAN 02,831,2,2,17,30,6,73,22,120,97,67,0,0,100,4,4,0,0,0,4,5,0,0,0,0,4,0,3,1,0,557,0,17,574,909
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,3,TUXPAN 03,832,1,1,25,40,12,38,18,101,141,20,0,0,15,10,9,1,0,0,1,5,0,1,1,2,4,0,0,0,0,444,0,11,455,695
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,3,TUXPAN 03,833,1,1,22,33,9,49,12,59,152,5,0,0,11,3,3,0,0,0,9,8,0,1,0,1,1,0,2,0,2,382,0,3,385,556
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,3,TUXPAN 03,834,1,1,16,14,6,39,13,70,100,7,0,0,1,2,8,0,0,0,3,5,0,0,1,0,0,0,3,0,0,288,0,4,292,416
