CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESC,CL,EDC,MLC,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,3,B,1,0,B,0,14,33,1,2,11,254,120,2,7,3,2,0,4,2,2,3,460,1,11,472,643,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0003B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,B,1,0,B,0,12,25,3,8,6,228,89,2,7,3,3,0,4,1,0,0,391,0,8,399,743,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C,1,0,C01,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,4,0,0,4,743,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C,2,0,C02,0,9,19,2,11,11,246,73,0,7,5,4,1,8,2,1,2,401,0,12,413,742,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004C2-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C,3,0,C03,0,7,28,0,4,7,244,83,2,9,4,1,1,9,3,3,0,405,0,8,413,742,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004C3-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,C,4,0,C04,0,11,22,0,5,6,236,85,2,4,1,0,0,11,0,1,1,385,0,8,393,742,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004C4-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,0,E01,0,14,14,1,7,3,198,89,1,4,3,1,0,0,0,0,0,335,0,21,356,626,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E1-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,1,E01C01,0,3,14,0,4,8,212,75,2,4,6,2,0,5,0,0,1,336,1,16,353,626,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E1C1-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,2,E01C02,0,14,31,0,9,3,200,72,1,2,4,2,1,7,0,2,2,350,0,11,361,626,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E1C2-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,3,E01C03,0,11,13,0,6,7,171,82,0,5,1,0,0,4,1,2,1,304,0,13,317,625,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E1C3-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,4,E01C04,0,13,23,3,3,3,168,74,2,7,2,0,1,5,2,3,1,310,0,6,316,625,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E1C4-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,1,5,E01C05,0,13,18,0,8,11,180,64,1,4,2,3,0,2,1,1,1,309,0,8,317,625,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E1C5-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,0,E02,0,9,23,0,11,11,244,93,3,4,0,4,0,8,1,0,2,413,0,17,430,748,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E2-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,1,E02C01,0,6,17,2,19,4,252,96,2,5,1,2,0,5,0,5,2,418,1,12,431,748,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E2C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,2,E02C02,0,6,19,1,9,8,203,90,2,4,4,2,0,7,3,1,1,360,0,9,369,748,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E2C2-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,3,E02C03,0,7,23,1,11,9,224,96,4,5,2,2,0,9,3,2,2,400,0,8,408,747,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E2C3-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,E,2,4,E02C04,0,12,17,1,8,7,226,85,3,5,3,2,1,7,2,2,2,383,1,6,390,747,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0004E2C4-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,7,B,1,0,B,0,18,29,2,4,7,181,60,2,11,0,6,0,9,0,1,0,330,0,12,342,474,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0007B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,7,C,1,0,C01,0,11,32,1,6,7,207,54,2,7,4,0,0,4,1,1,0,337,0,8,345,473,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0007C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,0,A,2,0,VA02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0010VA1-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,10,B,1,0,B,0,10,18,1,12,11,154,96,3,6,3,1,0,6,1,1,2,325,0,7,332,531,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0010B-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,10,C,1,0,C01,0,10,19,2,10,11,154,92,0,2,4,3,0,4,1,1,2,315,0,14,329,531,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0010C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,11,B,1,0,B,0,11,31,2,7,4,146,78,3,9,3,0,0,6,2,0,0,302,0,9,311,453,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0011B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,11,C,1,0,C01,0,20,34,0,0,0,148,102,2,1,7,1,0,0,0,0,0,315,0,12,327,453,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0011C1-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,13,B,1,0,B,0,21,42,4,11,12,212,102,2,6,3,2,0,3,3,3,0,426,0,16,442,646,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0013B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,13,C,1,0,C01,0,21,30,0,10,15,201,90,1,8,3,2,0,9,3,2,2,397,0,8,405,645,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0013C1-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,14,B,1,0,B,0,9,37,4,7,7,188,66,0,1,3,5,0,3,2,2,1,335,0,12,347,549,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0014B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,14,C,1,0,C01,0,5,31,1,5,11,175,78,0,10,1,1,1,8,2,0,1,330,0,10,340,548,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0014C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,B,1,0,B,0,9,46,1,2,8,222,72,2,1,2,4,0,2,1,1,1,374,0,4,378,585,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0015B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,C,1,0,C01,0,7,28,2,9,10,207,71,1,4,3,2,1,9,3,1,0,358,0,16,374,584,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0015C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,B,1,0,B,0,21,27,4,4,7,199,74,0,1,5,2,0,5,1,2,2,354,2,11,367,600,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0016B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,C,1,0,C01,0,10,22,2,8,8,226,61,3,5,3,0,0,3,1,4,2,358,0,7,365,600,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0016C1-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,B,1,0,B,0,2,15,3,7,5,169,99,2,2,8,2,0,9,0,3,0,326,0,12,338,561,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0019B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,C,1,0,C01,0,8,12,2,6,6,194,81,2,1,4,1,0,5,2,1,1,326,0,7,333,560,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0019C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,B,1,0,B,0,13,43,3,4,12,181,77,2,4,3,1,2,7,6,2,3,363,0,10,373,573,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0020B-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,C,1,0,C01,0,6,24,2,6,5,177,87,4,7,2,3,0,5,1,1,0,330,0,18,348,573,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0020C1-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,B,1,0,B,0,12,34,1,7,10,168,79,4,4,2,0,0,10,3,1,1,336,0,20,356,566,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0021B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,C,1,0,C01,0,13,58,0,11,7,156,69,0,7,4,1,0,5,1,1,0,333,0,10,343,566,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0021C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,C,2,0,C02,0,11,24,1,6,8,172,97,0,5,6,2,0,5,0,1,1,339,0,7,346,566,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0021C2-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,B,1,0,B,0,11,41,1,6,4,163,56,3,8,1,6,0,8,1,2,1,312,0,14,326,473,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0022B-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,C,1,0,C01,0,3,25,3,6,2,157,82,0,5,2,3,0,3,0,2,1,294,0,12,306,473,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0022C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,B,1,0,B,0,15,44,2,3,8,157,66,9,6,0,4,1,4,0,4,1,324,2,10,336,470,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0023B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,C,1,0,C01,0,13,34,1,6,4,114,64,3,2,0,5,0,2,3,3,1,255,0,18,273,469,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0023C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,32,B,1,0,B,0,9,34,1,3,9,117,58,0,11,1,1,1,5,1,1,2,254,0,12,266,384,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0032B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,32,C,1,0,C01,0,10,41,3,11,5,139,60,1,6,1,4,0,7,1,0,1,290,2,5,297,384,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0032C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,33,B,1,0,B,0,13,39,2,6,7,154,67,2,2,2,4,1,9,2,1,0,311,0,0,311,490,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0033B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,33,C,1,0,C01,0,5,31,1,14,7,139,83,1,7,6,9,0,5,3,2,1,314,0,11,325,489,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0033C1-AEC.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,34,B,1,0,B,0,8,23,5,12,10,227,97,3,4,5,3,1,9,1,2,0,410,0,11,421,674,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0034B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,34,C,1,0,C01,0,13,28,5,9,11,225,86,1,3,3,1,0,11,1,0,0,397,0,10,407,673,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0034C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,35,B,1,0,B,0,2,24,1,7,8,147,96,1,0,0,1,1,5,0,0,2,295,1,9,305,516,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0035B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,35,C,1,0,C01,0,7,23,0,7,6,167,113,2,5,5,4,0,10,1,1,1,352,0,8,360,516,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0035C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,36,B,1,0,B,0,8,32,1,7,10,175,101,2,2,5,6,0,5,7,1,1,363,0,8,371,617,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0036B-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,36,C,1,0,C01,0,4,28,0,6,7,213,71,1,4,1,4,0,8,0,0,3,350,0,13,363,617,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0036C1-CIPR.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,37,B,1,0,B,0,9,14,1,4,10,154,63,2,4,1,0,0,4,4,1,0,271,0,6,277,487,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0037B-ACGT.pdf
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,37,C,1,0,C01,0,4,24,3,9,8,157,64,4,2,3,2,0,5,0,0,1,286,0,6,292,487,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_01_0037C1-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,123,B,1,0,B,0,8,54,2,10,6,77,85,4,0,0,2,0,4,1,1,2,256,0,8,264,414,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0123B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,123,C,1,0,C01,0,8,40,1,13,11,77,83,0,1,0,1,0,6,0,1,1,243,0,15,258,413,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0123C1-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,B,1,0,B,0,33,69,2,9,7,195,87,2,3,4,1,0,7,0,1,1,421,0,9,430,725,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0124B-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,C,1,0,C01,0,13,54,0,5,2,208,91,2,4,6,2,2,11,0,1,0,401,1,11,413,724,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0124C1-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,C,2,0,C02,0,25,54,2,7,9,189,95,4,1,3,2,0,9,0,4,1,405,0,7,412,724,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0124C2-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,C,3,0,C03,0,21,50,4,9,4,203,96,6,4,1,0,0,0,0,0,0,398,0,10,408,724,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0124C3-AC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,C,4,0,C04,0,17,49,1,7,2,229,79,1,2,2,0,0,11,0,0,0,400,0,9,409,724,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0124C4-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,E,1,0,E01,0,52,45,3,12,7,182,80,2,1,0,0,0,3,6,1,1,395,0,7,402,580,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0124E1-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,E,1,1,E01C01,0,72,41,3,25,9,150,112,2,1,0,0,0,10,2,1,2,430,0,13,443,580,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0124E1C1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,129,B,1,0,B,0,3,130,1,34,10,96,145,0,1,0,1,1,11,1,6,2,442,0,13,455,565,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0129B-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,129,C,1,0,C01,0,6,106,3,36,4,97,133,0,0,0,1,0,9,3,2,0,400,0,16,416,564,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0129C1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,129,C,2,0,C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0129C2-AC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,130,B,1,0,B,0,6,64,3,5,4,168,60,2,4,0,1,0,2,0,0,0,319,0,6,325,524,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0130B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,131,B,1,0,B,0,10,82,0,12,7,59,52,0,0,1,0,0,0,0,0,0,223,0,3,226,279,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0131B-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,132,B,1,0,B,0,11,54,6,5,4,37,37,1,0,1,0,2,1,0,0,1,160,0,2,162,215,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0132B-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,136,B,1,0,B,0,1,54,0,5,2,54,47,0,0,0,1,0,2,1,0,0,167,0,8,175,217,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0136B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,B,1,0,B,0,4,103,6,30,8,85,76,0,2,0,0,1,2,1,6,2,326,0,18,344,624,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0139B-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C,1,0,C01,0,8,92,4,22,5,77,98,4,0,2,3,0,8,4,3,0,330,0,10,340,624,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0139C1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C,2,0,C02,0,5,81,2,38,9,86,93,3,0,0,1,0,2,2,3,0,325,0,18,343,624,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0139C2-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C,3,0,C03,0,3,94,3,40,11,116,91,1,2,1,3,1,3,5,6,0,380,0,11,391,624,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0139C3-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C,4,0,C04,0,2,81,1,26,7,89,103,1,0,0,0,0,1,2,4,4,321,0,20,341,624,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0139C4-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,B,1,0,B,0,7,68,1,11,8,112,97,0,1,3,1,0,3,4,4,1,321,0,3,324,479,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0140B-AC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,C,1,0,C01,0,6,68,0,14,9,111,76,1,3,0,0,0,3,1,2,1,295,0,5,300,479,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0140C1-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,B,1,0,B,0,3,86,0,9,7,125,63,0,1,2,1,0,5,1,0,0,303,0,17,320,471,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0141B-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,C,1,0,C01,0,1,72,1,13,8,119,72,0,0,0,1,4,2,3,2,0,298,0,9,307,471,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0141C1-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,B,1,0,B,0,34,14,2,14,8,167,127,1,2,1,0,0,6,0,1,0,377,0,27,404,730,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0142B-AC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,C,1,0,C01,0,26,138,7,16,7,131,178,1,0,0,0,2,8,4,3,0,521,0,20,541,730,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_02_0142C1-AC.pdf
