CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESC,CL,EDC,MLC,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,95,B,1,0,B,0,9,48,3,12,3,153,69,0,5,2,2,0,4,2,1,3,316,0,8,324,544,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_04_0095B-AEC.pdf
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,95,C,1,0,C01,0,7,32,5,14,6,136,64,0,2,1,1,1,10,0,2,0,281,0,10,291,544,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_04_0095C1-AEC.pdf
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,95,C,2,0,C02,0,6,58,2,13,4,126,69,0,4,2,3,2,5,3,3,0,300,0,14,314,543,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_04_0095C2-ACGT.pdf
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,96,B,1,0,B,0,5,32,2,6,8,210,67,2,2,2,1,2,6,1,2,1,349,0,13,362,571,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_04_0096B-ACGT.pdf
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,96,C,1,0,C01,0,7,33,1,17,7,167,80,2,1,1,1,0,7,1,1,2,328,0,10,338,570,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_04_0096C1-ACGT.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,53,B,1,0,B,0,40,88,5,6,3,114,84,0,12,0,1,2,4,0,2,1,362,0,13,375,493,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0053B-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,53,C,1,0,C01,0,27,69,1,5,7,141,106,1,16,1,1,0,2,0,0,2,379,0,7,386,492,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0053C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,54,B,1,0,B,0,22,81,0,2,5,82,94,2,2,2,1,0,2,0,0,1,296,0,4,300,390,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0054B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,54,C,1,0,C01,0,21,78,4,4,3,73,77,3,9,1,3,0,3,0,1,2,282,1,8,291,390,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0054C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,72,B,1,0,B,0,53,104,4,6,5,140,104,1,8,4,1,1,3,0,0,4,438,0,10,448,602,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0072B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,72,C,1,0,C01,0,53,110,1,5,8,146,89,2,13,5,3,2,6,0,0,0,443,0,6,449,601,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0072C1-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,73,B,1,0,B,0,53,78,2,5,4,138,76,3,9,2,2,1,3,1,0,0,377,0,8,385,583,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0073B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,73,C,1,0,C01,0,48,72,1,5,8,137,64,1,6,1,2,0,6,0,3,1,355,3,11,369,583,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0073C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,74,B,1,0,B,0,32,91,2,10,4,160,124,4,3,0,3,5,4,0,4,0,446,0,7,453,627,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0074B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,74,C,1,0,C01,0,26,97,2,7,11,153,109,4,9,2,4,0,0,0,0,0,424,1,11,436,626,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0074C1-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,75,B,1,0,B,0,48,73,6,14,10,172,114,1,3,5,2,3,7,1,1,0,460,0,7,467,715,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0075B-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,75,C,1,0,C01,0,48,85,3,3,7,183,125,1,11,0,9,6,9,2,2,1,495,0,8,503,714,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0075C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,75,C,2,0,C02,0,48,102,3,9,8,151,113,3,2,2,3,3,9,1,4,4,465,0,10,475,714,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0075C2-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,87,B,1,0,B,0,20,74,3,7,9,104,90,1,13,3,1,2,4,0,0,0,331,0,5,336,449,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0087B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,87,C,1,0,C01,0,35,64,4,5,10,101,67,1,12,6,3,0,4,0,0,0,312,0,15,327,448,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0087C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,88,B,1,0,B,0,76,143,7,3,10,114,82,1,6,1,0,2,6,1,1,1,454,0,8,462,619,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0088B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,90,B,1,0,B,0,25,71,2,7,7,166,101,2,13,5,2,1,5,1,1,2,411,3,9,423,615,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0090B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,90,C,1,0,C01,0,26,70,2,12,10,167,88,2,9,3,2,0,8,0,0,0,399,0,18,417,614,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0090C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,90,C,2,0,C02,0,35,92,3,10,2,158,104,0,12,0,1,1,7,0,3,0,428,0,10,438,614,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0090C2-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,91,B,1,0,B,0,17,65,1,11,15,228,111,6,10,7,3,1,12,3,0,0,490,0,21,511,611,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0091B-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,91,C,1,0,C01,0,15,32,3,7,6,102,51,1,4,2,1,1,1,0,1,0,227,0,6,233,611,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0091C1-AC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,91,C,2,0,C02,0,21,41,4,5,8,127,115,4,0,3,2,0,8,3,1,0,342,0,8,350,610,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0091C2-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,99,B,1,0,B,0,15,53,6,7,15,149,92,4,11,5,1,2,6,2,1,1,370,0,12,382,645,Acta levantada en consejo,Anulada,Expediente TEEC/JIN/DIP/2/2024 de fecha 29 de agosto de 2024,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0099B-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,99,C,1,0,C01,0,14,60,7,6,3,159,119,3,11,4,2,2,8,0,1,2,401,0,14,415,645,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0099C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,100,B,1,0,B,0,22,67,1,5,9,135,90,3,9,3,1,1,2,1,2,0,351,0,14,365,603,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0100B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,100,C,1,0,C01,0,15,45,0,3,7,142,106,5,8,2,1,0,7,1,0,4,346,0,13,359,602,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0100C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,100,C,2,0,C02,0,21,60,0,6,10,140,78,3,7,2,2,3,6,2,0,3,343,0,8,351,602,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0100C2-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,100,C,3,0,C03,0,21,58,1,8,13,156,85,0,11,0,1,0,7,0,0,1,362,0,14,376,602,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0100C3-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,101,B,1,0,B,0,22,42,2,12,7,176,94,0,16,2,3,1,4,1,1,3,386,0,10,396,621,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0101B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,101,C,1,0,C01,0,26,37,3,6,8,171,111,1,7,2,0,1,5,2,1,0,381,0,16,397,621,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0101C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,101,C,2,0,C02,0,29,37,1,6,18,170,99,1,15,5,2,1,7,1,1,1,394,0,7,401,621,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0101C2-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,101,C,3,0,C03,0,25,40,1,7,6,182,91,4,16,2,1,0,11,0,1,1,388,0,6,394,621,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0101C3-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,102,B,1,0,B,0,21,50,2,5,6,164,100,1,6,1,1,1,6,1,0,3,368,0,8,376,607,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0102B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,102,C,1,0,C01,0,32,62,5,8,5,167,100,3,10,5,1,0,2,0,2,1,403,1,10,414,607,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0102C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,102,C,2,0,C02,0,23,95,0,0,0,150,126,2,4,6,2,0,0,0,0,0,408,1,2,411,606,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0102C2-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,103,B,1,0,B,0,12,60,2,5,10,138,116,3,7,3,2,0,4,1,3,3,369,1,13,383,619,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0103B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,103,C,1,0,C01,0,12,56,2,8,10,159,97,2,7,7,5,0,9,0,0,0,374,0,15,389,618,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0103C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,0,A,4,0,VA04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0107VA1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,107,B,1,0,B,0,20,45,1,7,15,181,109,1,6,8,4,0,9,2,0,1,409,0,22,431,675,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0107B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,107,C,1,0,C01,0,26,52,6,9,13,157,96,3,8,6,5,1,8,0,2,3,395,0,15,410,675,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0107C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,B,1,0,B,0,16,62,3,9,19,138,123,2,2,3,2,1,6,0,0,2,388,0,7,395,664,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0109B-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,C,1,0,C01,0,18,68,1,11,8,149,92,2,3,0,1,1,6,1,2,0,363,0,7,370,664,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0109C1-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,C,2,0,C02,0,15,73,2,7,8,153,87,2,3,1,1,0,6,3,1,1,363,0,7,370,664,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0109C2-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,C,3,0,C03,0,18,60,2,7,7,150,99,4,6,2,0,1,9,2,0,2,369,0,9,378,664,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0109C3-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,B,1,0,B,0,9,59,2,9,7,184,119,1,7,3,0,0,4,1,1,3,409,1,8,418,696,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0111B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,C,1,0,C01,0,8,57,5,15,16,186,107,3,9,2,6,1,9,1,0,0,425,0,11,436,695,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0111C1-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,C,2,0,C02,0,12,62,3,13,10,137,112,4,15,0,3,1,7,1,4,1,385,1,14,400,695,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0111C2-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,540,B,1,0,B,0,14,34,1,13,7,139,106,2,10,10,3,1,3,0,2,0,345,0,12,357,633,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0540B-AEC.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,540,C,1,0,C01,0,15,40,1,10,11,150,90,4,10,12,1,0,7,2,1,2,356,1,16,373,633,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0540C1-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,541,B,1,0,B,0,12,52,4,4,4,157,88,1,7,4,2,3,7,1,1,2,349,1,11,361,688,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0541B-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,541,C,1,0,C01,0,14,45,2,5,8,173,81,0,6,2,2,0,5,4,3,1,351,0,11,362,688,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0541C1-ACL.pdf
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,541,C,2,0,C02,0,10,61,1,6,9,190,96,1,12,4,2,1,7,0,2,1,403,1,9,413,687,Acta levantada en consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_05_0541C2-ACL.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,89,B,1,0,B,0,93,88,2,3,9,113,66,1,3,0,0,0,2,0,2,1,383,1,9,393,509,Acta levantada en consejo ,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0089B-ACL.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,89,C,1,0,C01,0,106,72,0,5,7,115,58,1,6,3,0,1,2,0,0,0,376,0,7,383,509,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0089C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,97,B,1,0,B,0,6,20,1,10,9,187,88,2,3,1,0,0,6,6,1,2,342,0,11,353,612,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0097B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,97,C,1,0,C01,0,13,35,2,13,8,166,86,4,3,1,1,0,10,1,2,1,346,1,11,358,611,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0097C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,98,B,1,0,B,0,32,64,2,2,5,127,56,0,9,3,6,3,6,1,0,0,316,1,10,327,414,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0098B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,98,C,1,0,C01,0,35,50,1,5,10,124,68,0,6,8,0,2,4,0,1,0,314,0,5,319,414,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0098C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,104,B,1,0,B,0,7,25,2,10,11,138,79,0,2,1,1,1,2,3,0,1,283,0,8,291,378,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0104B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,104,C,1,0,C01,0,11,35,1,4,7,114,80,2,1,1,3,1,5,0,0,0,265,0,9,274,378,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0104C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,B,1,0,B,0,28,34,4,11,12,174,105,8,4,7,1,1,4,0,2,0,395,0,11,406,743,Acta del consejo ,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0105B-AC.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,C,1,0,C01,0,36,35,1,6,11,208,101,3,7,2,0,1,15,3,0,1,430,0,13,443,743,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0105C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,C,2,0,C02,0,19,48,2,10,8,203,118,0,3,3,1,0,13,1,1,1,431,0,9,440,742,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0105C2-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,C,3,0,C03,0,35,45,2,6,9,202,99,1,4,0,2,1,11,3,0,2,422,0,12,434,742,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0105C3-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,C,4,0,C04,0,22,54,5,6,6,188,114,2,3,1,3,0,6,1,1,0,412,0,14,426,742,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0105C4-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,E,1,0,E01,0,10,42,1,13,9,169,76,0,5,3,2,0,6,0,0,0,336,0,12,348,742,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0105E1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,E,1,1,E01C01,0,7,42,2,9,6,153,94,2,0,1,2,0,6,4,5,0,333,0,17,350,742,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_105E1C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,E,1,2,E01C02,0,17,35,2,11,17,155,90,2,3,2,2,0,7,1,3,2,349,1,13,363,742,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0105E1C2-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,E,1,3,E01C03,0,14,25,5,11,13,174,100,4,6,3,0,0,6,1,2,0,364,1,15,380,741,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0105E1C3-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,E,1,4,E01C04,0,13,42,2,3,11,155,108,1,3,0,1,1,8,1,1,2,352,0,19,371,741,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0105E1C4-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,106,B,1,0,B,0,43,58,11,7,9,198,112,0,10,4,4,1,8,0,1,0,466,0,10,476,648,Acta levantada en consejo ,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0106B-ACL.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,106,C,1,0,C01,0,41,59,4,7,11,203,109,3,12,9,5,0,12,0,2,3,480,0,8,488,648,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0106C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,110,B,1,0,B,0,20,34,5,16,20,195,132,2,2,1,1,4,9,5,0,0,446,1,15,462,696,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0110B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,110,C,1,0,C01,0,25,38,3,9,8,210,162,0,2,0,1,0,4,3,3,4,472,0,8,480,695,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0110C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,B,1,0,B,0,25,49,3,6,8,200,96,3,3,2,1,0,7,3,3,2,411,0,9,420,720,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0112B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,C,1,0,C01,0,19,55,3,9,9,180,92,0,6,7,3,0,4,1,2,0,390,0,12,402,720,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0112C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,C,2,0,C02,0,31,45,3,11,8,148,102,2,3,4,2,0,8,1,1,1,370,0,15,385,720,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/DMR_06_0112C2-CIPR.pdf
