CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,359,2,2,43,25,2,13,8,232,184,6,7,7,2,0,0,2,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,538,2,11,551,923
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,360,2,2,46,29,7,24,29,321,274,9,4,9,0,0,0,5,1,1,17,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,3,1,789,0,20,809,1447
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,361,3,3,38,49,13,21,21,331,332,1,7,6,4,0,0,1,1,0,10,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,843,0,28,871,1501
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,362,7,7,205,142,23,50,43,1226,810,32,36,22,10,0,0,12,0,2,15,0,0,0,3,0,1,0,7,0,0,0,3,1,3,6,0,1,0,2,6,2,0,2663,4,43,2710,2088
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,363,3,3,98,44,6,32,18,444,287,10,11,6,1,2,0,5,0,2,5,0,1,0,2,2,0,0,0,0,0,0,1,1,2,1,0,1,1,1,3,2,1,990,0,23,1013,1514
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,364,2,2,111,45,2,5,9,400,159,3,5,6,2,0,0,4,0,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,763,0,6,769,1218
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,365,2,2,46,34,2,14,14,275,173,5,5,6,0,0,1,2,0,1,18,0,0,1,2,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,606,0,14,620,1086
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,366,1,1,18,23,0,7,7,117,70,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,248,0,3,251,401
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,367,2,2,44,22,4,14,22,269,211,3,3,3,4,1,0,5,2,1,5,5,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,1,1,0,0,627,0,13,640,1084
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,368,2,2,34,26,2,15,19,234,199,3,5,3,0,1,0,2,0,3,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,0,563,0,14,577,982
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,369,4,4,129,60,7,26,48,784,525,25,18,14,2,0,0,7,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,1,0,0,2,0,1,0,1671,0,24,1695,2649
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,370,6,6,206,141,21,57,86,1256,945,47,32,19,5,2,0,9,3,3,18,0,0,0,1,1,0,1,5,0,0,0,2,0,1,15,0,0,0,2,3,2,0,2883,0,57,2940,4428
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,371,2,2,51,34,9,16,38,266,285,15,7,6,2,0,1,7,1,5,4,0,0,2,1,0,0,1,2,0,0,0,1,1,2,4,0,0,1,0,0,0,0,762,0,17,779,1321
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,372,2,2,54,27,9,17,16,274,277,9,14,2,0,0,0,1,0,3,11,0,0,0,1,0,0,3,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,723,0,22,745,1336
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,373,2,2,47,28,8,14,16,337,247,11,2,2,0,0,0,4,2,2,8,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,735,0,21,756,1342
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,374,4,4,81,50,7,29,47,486,450,23,13,2,2,0,0,5,2,1,16,0,0,1,2,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1226,9,19,1254,2281
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,376,3,3,38,33,4,20,24,297,258,4,6,7,2,0,0,3,3,2,3,3,0,0,0,4,0,0,3,0,0,1,0,0,0,3,0,0,0,2,0,0,1,721,0,30,751,1946
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,377,3,3,53,31,10,30,33,405,369,18,6,9,1,2,0,3,0,0,5,0,0,0,3,1,0,0,6,0,0,0,2,0,2,7,0,0,0,0,0,1,0,997,1,48,1046,1943
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,378,6,6,146,103,23,50,64,806,756,34,25,18,1,1,0,10,1,2,18,0,0,0,2,0,0,1,8,0,0,0,3,3,3,9,1,0,0,3,2,1,3,2097,0,52,2149,4052
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,379,2,2,43,26,7,15,20,318,285,14,10,3,1,1,0,2,0,4,5,1,0,0,1,2,0,0,1,1,0,1,0,1,1,2,0,0,0,4,1,1,0,771,0,22,793,1354
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,380,4,4,75,61,11,45,34,575,540,27,13,11,4,0,0,11,0,3,22,0,3,1,2,0,0,1,5,0,0,0,1,0,1,6,0,0,0,0,3,1,0,1456,0,29,1485,2380
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,381,6,6,99,93,12,61,55,771,799,23,21,10,2,1,0,8,3,2,24,1,1,0,1,1,1,1,6,0,2,0,2,0,1,7,3,1,1,1,1,1,1,2017,0,56,2073,3901
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,382,1,1,17,18,1,8,9,97,95,3,3,1,1,1,0,0,0,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,9,271,484
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,383,2,2,51,30,3,25,16,115,257,4,14,4,0,0,0,2,0,3,8,0,0,0,0,0,1,1,4,0,0,1,3,0,2,1,0,0,1,1,1,0,1,549,0,26,575,1176
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,3856,3,3,38,45,4,29,22,332,408,9,19,6,5,0,1,5,0,0,8,0,1,1,2,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,942,0,33,975,2034
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,3857,4,4,70,42,18,48,44,481,490,11,11,7,4,0,0,6,3,0,20,0,0,1,0,1,0,0,6,0,0,0,1,0,1,7,0,0,0,0,1,1,0,1274,1,29,1304,2630
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,3858,3,3,67,44,10,36,43,411,422,8,8,9,3,0,0,6,1,2,4,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,2,1,0,1085,0,27,1112,2015
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,3859,4,4,108,79,15,51,50,587,626,13,19,11,4,0,0,10,2,0,12,0,0,1,1,0,0,0,3,0,0,0,2,0,1,3,0,0,0,0,2,1,0,1601,2,25,1628,2719
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,3860,2,2,12,26,5,8,11,124,134,4,4,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,339,1,7,347,1267
1,14,JALISCO,18,AUTLAN DE NAVARRO,24,SAN GABRIEL,384,3,3,31,231,28,25,18,511,237,13,4,21,9,1,4,1,1,1,4,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1149,0,45,1194,1726
1,14,JALISCO,18,AUTLAN DE NAVARRO,24,SAN GABRIEL,385,3,3,40,225,26,19,14,488,253,15,6,13,5,0,0,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1115,0,35,1150,1620
1,14,JALISCO,18,AUTLAN DE NAVARRO,24,SAN GABRIEL,386,2,2,47,150,10,11,10,443,166,6,3,18,1,0,0,0,0,0,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,876,1,26,903,1268
1,14,JALISCO,18,AUTLAN DE NAVARRO,24,SAN GABRIEL,387,3,3,28,203,39,19,27,468,210,8,3,15,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1030,0,31,1061,1484
1,14,JALISCO,18,AUTLAN DE NAVARRO,24,SAN GABRIEL,388,3,3,23,76,22,11,15,681,170,5,4,5,0,0,0,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1023,0,28,1051,1539
1,14,JALISCO,18,AUTLAN DE NAVARRO,24,SAN GABRIEL,389,2,2,31,296,34,20,7,280,145,5,2,26,9,0,1,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,864,0,22,886,1169
1,14,JALISCO,18,AUTLAN DE NAVARRO,24,SAN GABRIEL,390,1,1,4,13,5,5,9,99,28,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170,0,4,174,241
1,14,JALISCO,18,AUTLAN DE NAVARRO,24,SAN GABRIEL,391,2,2,18,144,26,22,14,465,166,14,0,7,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,883,0,35,918,1322
1,14,JALISCO,18,AUTLAN DE NAVARRO,24,SAN GABRIEL,392,3,3,31,132,13,16,11,332,130,4,3,10,4,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,693,1,26,720,2065
1,14,JALISCO,18,AUTLAN DE NAVARRO,24,SAN GABRIEL,393,2,2,11,219,19,24,19,211,306,8,3,17,4,1,0,2,0,1,10,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,862,0,22,884,1274
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,394,3,3,64,112,6,108,43,689,270,113,9,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,1,0,1,1,1,0,1,0,0,0,0,1,2,0,1429,0,15,1444,2240
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,395,3,3,42,55,4,131,22,573,232,89,9,6,4,1,0,0,0,0,9,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1185,0,15,1200,1764
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,396,2,2,35,67,5,47,12,326,120,66,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,689,0,7,696,1010
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,397,5,5,51,301,5,207,62,876,384,201,22,18,3,0,0,2,1,0,7,0,0,0,1,0,2,0,3,0,0,0,0,1,0,4,1,0,0,0,0,1,0,2153,0,55,2208,3654
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,398,3,3,67,113,2,89,31,544,193,117,9,2,1,0,0,1,0,0,2,0,0,0,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1182,2,20,1204,1779
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,399,2,2,38,92,4,44,162,336,110,36,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,832,0,15,847,1099
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,400,1,1,7,19,1,30,5,150,58,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,4,292,432
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,401,3,3,82,180,6,103,46,621,277,109,13,11,2,0,0,0,0,0,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0,3,0,0,0,1,2,0,0,1464,0,33,1497,2242
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,402,2,2,13,54,5,41,18,272,208,115,3,1,0,0,0,0,1,0,2,0,1,0,0,1,1,0,4,0,0,0,0,0,0,1,1,0,0,0,12,0,0,754,0,7,761,1267
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,403,2,2,8,112,5,26,8,159,183,18,5,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,1,0,0,0,1,0,0,539,0,19,558,1329
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,404,2,2,10,44,3,21,39,234,238,28,10,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,2,1,0,639,0,12,651,1414
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,405,2,2,21,54,3,29,17,206,231,10,18,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,599,0,18,617,1108
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,406,3,3,11,217,1,50,21,223,160,13,4,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,712,0,23,735,1513
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,407,1,1,3,50,6,23,27,180,119,19,3,0,0,0,0,1,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,439,0,16,455,605
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,408,4,4,34,157,7,80,50,341,490,224,12,3,3,0,0,1,2,0,4,0,6,0,1,1,1,0,4,0,1,0,0,0,0,2,0,0,0,0,2,2,1,1429,0,30,1459,2271
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,409,2,2,10,21,1,38,19,294,131,31,3,3,3,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,562,0,11,573,945
1,14,JALISCO,18,AUTLAN DE NAVARRO,25,COCULA,410,2,2,11,20,5,55,38,154,126,22,12,3,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,453,0,14,467,841
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,411,3,3,190,78,5,16,20,529,276,53,7,7,1,0,0,7,1,0,4,0,0,0,0,1,3,1,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1206,0,37,1243,2037
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,412,1,1,70,36,3,4,3,116,45,6,1,2,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,296,0,6,302,473
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,413,2,2,93,50,2,10,4,342,198,34,6,6,2,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,2,0,763,0,17,780,1277
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,414,3,3,129,84,8,9,7,484,262,34,3,16,3,0,0,3,1,0,4,0,0,0,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,3,5,0,1,1063,0,31,1094,1972
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,415,2,2,86,75,1,9,5,259,122,19,1,6,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,595,0,17,612,986
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,416,2,2,108,54,2,11,3,238,100,15,3,4,6,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,553,0,17,570,879
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,417,2,2,98,53,5,14,5,297,154,36,3,1,8,0,0,1,0,1,5,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,2,0,0,690,0,27,717,1304
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,418,3,3,135,62,4,11,9,458,196,43,0,5,3,1,0,2,1,0,9,0,0,0,1,1,1,0,4,0,0,0,0,1,1,0,0,0,0,4,1,0,0,953,0,24,977,1629
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,419,2,2,84,60,5,10,4,333,164,34,5,5,3,0,0,2,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,718,0,26,744,1279
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,420,3,3,139,94,12,19,12,530,279,42,5,9,3,0,0,2,2,0,8,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,1,3,1,0,1168,1,31,1200,2055
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,421,1,1,33,23,1,12,7,178,86,19,3,1,0,0,0,3,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,378,0,8,386,696
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,423,1,1,9,18,2,2,1,44,25,2,3,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,114,0,2,116,230
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,424,1,1,23,3,0,4,0,47,39,8,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129,0,12,141,234
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,425,2,2,94,20,4,9,8,150,80,13,2,3,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,393,0,22,415,830
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,426,1,1,23,7,2,6,3,127,23,4,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,8,209,394
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,27,CONCEPCION DE BUENOS AIRES,427,2,2,45,54,3,174,3,428,100,8,3,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,842,0,12,854,1253
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,27,CONCEPCION DE BUENOS AIRES,428,2,2,42,71,3,178,8,448,121,11,4,18,1,0,0,0,1,0,4,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,915,0,20,935,1481
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,27,CONCEPCION DE BUENOS AIRES,429,3,3,44,110,8,394,8,600,178,16,1,24,5,0,1,8,1,2,14,0,1,0,3,1,1,1,14,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1439,0,41,1480,2122
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,27,CONCEPCION DE BUENOS AIRES,430,1,1,0,8,0,10,1,62,9,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,4,99,134
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,27,CONCEPCION DE BUENOS AIRES,431,1,1,15,18,1,111,4,235,42,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,9,446,619
1,14,JALISCO,18,AUTLAN DE NAVARRO,28,CUAUTITLAN DE GARCIA BARRAGAN,432,2,2,72,83,5,17,19,412,240,18,5,15,3,1,0,1,0,1,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,902,0,29,931,1305
1,14,JALISCO,18,AUTLAN DE NAVARRO,28,CUAUTITLAN DE GARCIA BARRAGAN,433,3,3,150,139,6,12,12,627,300,25,9,44,4,0,0,1,0,0,9,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1345,18,33,1396,1861
1,14,JALISCO,18,AUTLAN DE NAVARRO,28,CUAUTITLAN DE GARCIA BARRAGAN,434,3,3,210,114,2,22,8,601,273,24,5,17,6,1,0,0,2,3,6,0,0,1,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,2,0,1304,0,77,1381,1772
1,14,JALISCO,18,AUTLAN DE NAVARRO,28,CUAUTITLAN DE GARCIA BARRAGAN,435,4,4,319,280,5,26,26,545,633,33,24,46,16,0,1,8,0,1,0,0,0,0,2,1,1,0,2,1,0,0,0,0,1,1,0,1,0,0,3,1,1,1978,0,80,2058,2619
1,14,JALISCO,18,AUTLAN DE NAVARRO,28,CUAUTITLAN DE GARCIA BARRAGAN,436,3,3,184,168,4,21,12,438,513,31,15,13,12,1,1,3,1,0,3,0,0,0,3,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,4,0,5,1438,0,57,1495,2019
1,14,JALISCO,18,AUTLAN DE NAVARRO,28,CUAUTITLAN DE GARCIA BARRAGAN,437,3,3,294,219,3,19,18,689,342,10,13,21,19,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1654,0,71,1725,2096
1,14,JALISCO,18,AUTLAN DE NAVARRO,28,CUAUTITLAN DE GARCIA BARRAGAN,438,1,1,18,21,4,6,3,85,61,6,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211,0,7,218,319
1,14,JALISCO,18,AUTLAN DE NAVARRO,28,CUAUTITLAN DE GARCIA BARRAGAN,439,3,3,65,107,8,19,21,293,506,11,10,7,1,0,1,0,2,1,4,0,0,0,2,1,1,0,5,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1070,0,38,1108,1852
1,14,JALISCO,18,AUTLAN DE NAVARRO,28,CUAUTITLAN DE GARCIA BARRAGAN,440,1,1,15,33,3,9,5,63,77,5,4,4,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,225,0,6,231,364
1,14,JALISCO,5,PUERTO VALLARTA,29,CUAUTLA,441,2,2,143,23,3,145,8,231,132,25,2,17,7,0,0,0,4,0,3,1,0,0,1,1,7,3,11,0,2,0,1,1,0,0,0,0,0,0,3,0,0,774,0,16,790,1199
1,14,JALISCO,5,PUERTO VALLARTA,29,CUAUTLA,442,1,1,65,25,2,92,2,178,59,8,1,2,2,0,0,3,1,0,1,0,1,0,0,0,11,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,461,13,0,474,702
1,14,JALISCO,5,PUERTO VALLARTA,29,CUAUTLA,443,1,1,45,6,1,14,3,34,13,4,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,1,125,251
1,14,JALISCO,5,PUERTO VALLARTA,29,CUAUTLA,444,1,1,80,9,0,13,3,84,34,7,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,2,240,306
1,14,JALISCO,3,TEPATITLAN DE MORELOS,30,CUQUIO,445,4,4,31,524,9,27,42,508,270,4,5,11,3,0,1,3,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1451,0,34,1485,2294
1,14,JALISCO,3,TEPATITLAN DE MORELOS,30,CUQUIO,446,4,4,28,510,10,27,52,628,305,10,1,3,5,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1588,14,37,1639,2583
1,14,JALISCO,3,TEPATITLAN DE MORELOS,30,CUQUIO,447,2,2,11,236,4,19,16,245,140,13,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,695,0,19,714,1109
1,14,JALISCO,3,TEPATITLAN DE MORELOS,30,CUQUIO,448,2,2,9,328,3,15,27,382,141,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,914,0,30,944,1349
1,14,JALISCO,3,TEPATITLAN DE MORELOS,30,CUQUIO,449,2,2,11,180,2,4,11,326,65,4,2,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,613,0,23,636,896
1,14,JALISCO,3,TEPATITLAN DE MORELOS,30,CUQUIO,450,2,2,5,243,5,13,34,403,158,4,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,876,0,37,913,1371
1,14,JALISCO,3,TEPATITLAN DE MORELOS,30,CUQUIO,451,2,2,15,176,3,10,10,239,77,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,1,20,559,881
1,14,JALISCO,3,TEPATITLAN DE MORELOS,30,CUQUIO,452,1,1,7,79,4,9,18,224,94,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,441,0,2,443,649
