CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,1,TEQUILA,6,AMECA,87,2,2,2,7,2,7,7,510,172,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,717,0,13,730,1083
1,14,JALISCO,1,TEQUILA,6,AMECA,88,2,2,10,11,2,18,6,137,214,6,1,0,0,0,0,2,0,0,4,0,0,0,4,0,0,0,6,0,0,0,1,0,0,4,0,0,0,0,1,2,0,429,0,11,440,753
1,14,JALISCO,1,TEQUILA,6,AMECA,89,1,1,18,15,3,11,13,110,130,3,2,0,1,0,0,1,0,0,5,0,0,1,3,0,0,0,2,0,0,0,1,1,0,2,0,0,0,1,2,0,0,325,1,16,342,683
1,14,JALISCO,1,TEQUILA,6,AMECA,90,1,1,3,6,0,8,3,54,112,2,3,0,0,0,0,0,0,0,4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,205,0,9,214,463
1,14,JALISCO,1,TEQUILA,6,AMECA,91,2,2,12,8,4,13,16,166,238,10,3,3,0,0,1,1,0,3,4,1,0,0,0,1,0,3,5,0,0,0,1,0,2,0,0,0,2,0,0,1,0,498,0,15,513,1121
1,14,JALISCO,1,TEQUILA,6,AMECA,92,1,1,5,1,0,4,1,15,34,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,2,71,143
1,14,JALISCO,1,TEQUILA,6,AMECA,93,1,1,4,5,1,8,8,50,97,2,2,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,185,1,5,191,418
1,14,JALISCO,1,TEQUILA,6,AMECA,3738,3,3,25,41,5,19,21,395,417,21,6,3,2,0,0,5,0,2,10,0,0,0,5,0,0,0,3,0,0,0,0,0,1,5,0,0,0,2,2,0,1,991,1,21,1013,1902
1,14,JALISCO,1,TEQUILA,6,AMECA,3739,3,3,23,60,7,30,17,446,465,13,5,6,1,0,0,3,1,0,10,1,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,3,1,0,1098,1,19,1118,1929
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,94,3,3,73,41,7,6,215,398,301,5,5,3,1,1,0,4,2,2,8,6,0,0,0,0,0,0,3,0,0,0,1,1,1,18,0,0,0,0,0,0,1,1103,0,19,1122,1853
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,95,3,3,54,37,8,11,284,282,259,4,2,6,0,0,0,6,0,1,16,0,2,0,2,0,0,0,2,0,0,0,1,2,0,7,0,0,0,0,0,0,0,986,0,28,1014,1600
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,96,2,2,40,58,5,13,90,288,185,5,2,5,1,0,0,4,1,7,5,0,0,0,1,0,0,0,3,0,0,0,1,0,0,8,0,0,0,0,3,0,0,725,0,28,753,1241
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,97,2,2,47,17,1,8,72,155,139,3,5,1,2,0,0,1,1,1,0,1,1,0,1,2,0,1,0,0,0,0,0,3,3,1,0,0,0,0,1,0,0,467,0,7,474,806
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,98,1,1,38,18,3,10,59,140,149,3,2,0,0,1,0,0,3,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5,0,0,1,0,0,0,438,7,0,445,711
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,99,1,1,8,10,0,4,41,90,46,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,204,0,2,206,277
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,100,1,1,13,18,2,9,71,147,97,2,0,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,373,0,10,383,568
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,101,2,2,59,13,3,11,61,155,173,4,2,1,0,0,0,3,0,0,3,0,0,0,2,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,1,1,0,500,0,18,518,901
1,14,JALISCO,15,LA BARCA,8,ARANDAS,102,4,4,230,147,13,44,24,727,196,251,12,13,8,0,0,2,2,2,4,1,2,1,0,1,1,0,0,2,1,2,0,2,0,1,1,0,0,3,7,7,2,1709,2,71,1782,2968
1,14,JALISCO,15,LA BARCA,8,ARANDAS,103,3,3,133,90,5,24,11,446,123,99,5,6,5,1,0,2,2,0,2,0,0,0,3,2,0,2,0,0,2,0,1,0,0,0,0,0,1,1,4,0,0,970,0,38,1008,1675
1,14,JALISCO,15,LA BARCA,8,ARANDAS,104,4,4,182,130,12,28,14,646,145,170,4,7,8,0,0,5,1,0,6,0,2,0,0,0,1,1,3,0,0,0,0,0,1,1,0,0,0,1,9,1,2,1380,1,46,1427,2408
1,14,JALISCO,15,LA BARCA,8,ARANDAS,105,3,3,106,99,6,20,11,418,122,95,3,5,4,0,0,4,2,0,1,1,0,0,2,1,0,2,2,0,1,0,1,1,0,0,0,0,0,0,6,0,0,913,0,47,960,1556
1,14,JALISCO,15,LA BARCA,8,ARANDAS,106,8,8,302,204,17,93,33,1276,419,471,9,13,10,0,2,11,4,1,6,2,0,0,1,1,2,0,9,0,3,0,1,1,0,1,0,1,0,2,19,0,3,2917,0,107,3024,5318
1,14,JALISCO,15,LA BARCA,8,ARANDAS,107,12,12,392,277,21,107,51,1459,475,699,13,29,21,1,0,13,10,2,15,1,0,0,4,1,6,1,7,1,2,0,2,2,1,4,0,4,0,4,28,1,7,3661,2,139,3802,8403
1,14,JALISCO,15,LA BARCA,8,ARANDAS,108,2,2,110,76,6,16,3,443,103,82,2,4,6,0,0,4,0,0,4,1,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,2,0,0,869,0,24,893,1475
1,14,JALISCO,15,LA BARCA,8,ARANDAS,109,2,2,96,67,1,6,4,367,56,35,7,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,654,0,9,663,980
1,14,JALISCO,15,LA BARCA,8,ARANDAS,110,2,2,95,57,3,6,7,400,51,40,4,9,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,2,0,0,684,1,7,692,1100
1,14,JALISCO,15,LA BARCA,8,ARANDAS,111,6,6,294,165,15,49,13,938,254,315,8,8,13,2,0,10,2,0,5,0,0,0,0,0,1,0,4,0,2,0,0,1,0,1,0,2,1,0,8,0,2,2113,0,55,2168,3841
1,14,JALISCO,15,LA BARCA,8,ARANDAS,112,4,4,216,119,10,29,12,998,179,151,2,15,8,2,0,4,2,1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,1763,0,44,1807,2681
1,14,JALISCO,15,LA BARCA,8,ARANDAS,113,2,2,118,68,2,18,10,327,101,97,6,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,756,0,20,776,1432
1,14,JALISCO,15,LA BARCA,8,ARANDAS,114,5,5,114,107,7,29,12,561,130,160,5,5,4,2,0,2,0,1,1,0,0,1,1,0,1,1,0,1,3,0,0,1,0,1,0,1,0,4,1,0,0,1156,0,32,1188,3473
1,14,JALISCO,15,LA BARCA,8,ARANDAS,115,6,6,269,145,12,33,15,911,216,205,12,17,13,0,0,5,3,0,1,0,0,1,2,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,6,2,0,1874,1,61,1936,3843
