ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
14,JALISCO,103,TONAYA,5,10,10,394,756,34,65,46,1054,560,24,10,48,9,1,5,1,0,1,16,0,0,0,1,0,0,1,5,0,0,0,0,1,0,2,2,1,0,1,2,0,0,3040,1,149,3190,5831,
14,JALISCO,104,TONILA,7,12,12,112,466,8,70,45,1963,1894,38,16,15,5,0,1,5,1,0,21,1,0,1,4,0,1,0,7,1,0,0,3,1,0,4,0,1,0,2,0,3,0,4689,0,80,4769,6368,
14,JALISCO,105,TOTATICHE,6,11,11,616,483,16,27,20,1019,206,63,5,28,20,4,1,4,3,0,3,0,0,0,1,0,0,0,1,0,1,2,0,1,0,3,0,0,0,1,3,1,0,2532,2,86,2620,4279,
14,JALISCO,106,TOTOTLAN,14,33,33,1412,1017,71,198,109,4227,3111,127,29,107,40,2,3,6,4,6,41,0,2,1,6,2,1,1,30,0,2,1,1,5,1,11,1,0,0,3,10,6,3,10597,2,337,10936,19662,
14,JALISCO,107,TUXCACUESCO,5,10,10,1028,58,16,52,42,605,1086,12,13,41,21,2,1,5,1,2,18,1,0,0,1,1,0,0,2,0,0,1,0,4,0,1,0,0,0,2,0,6,2,3024,0,64,3088,4627,
14,JALISCO,108,TUXCUECA,4,11,11,241,76,6,756,40,1992,764,21,9,5,3,1,0,7,2,0,12,7,1,0,8,1,0,2,25,4,0,0,1,0,0,3,0,0,0,0,1,0,0,3988,13,69,4070,6369,
14,JALISCO,109,TUXPAN,23,51,51,485,505,231,262,277,4676,8084,155,390,50,13,3,1,44,16,14,117,20,1,2,14,5,6,6,33,3,1,2,6,6,11,28,6,0,0,7,14,16,3,15513,1,324,15838,29830,
14,JALISCO,110,UNION DE SAN ANTONIO,10,26,26,5296,274,25,141,82,1475,1064,922,22,123,100,10,2,30,7,4,27,1,2,1,7,3,13,1,17,0,3,1,3,2,0,4,3,3,4,6,39,1,2,9720,0,332,10052,15242,
14,JALISCO,111,UNION DE TULA,14,24,24,214,827,27,159,113,2407,2544,96,36,31,18,0,0,17,2,7,60,0,1,2,10,0,0,1,22,0,1,0,3,1,3,15,0,0,0,4,7,4,0,6632,1,219,6852,12797,
14,JALISCO,112,VALLE DE GUADALUPE,7,13,13,1538,323,30,47,18,1155,300,77,11,59,18,1,0,2,1,0,5,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3593,1,88,3682,6974,
14,JALISCO,113,VALLE DE JUAREZ,6,13,13,1428,205,17,68,38,1034,830,12,9,60,35,4,1,2,0,1,13,1,0,3,4,0,1,0,2,0,0,1,2,0,2,6,1,1,0,2,1,2,0,3786,25,123,3934,6307,
14,JALISCO,114,VILLA CORONA,10,25,25,405,457,47,1314,117,2605,2243,78,103,60,18,1,0,33,9,13,69,0,4,4,21,13,3,16,77,0,4,4,6,2,5,8,0,0,2,3,8,6,3,7761,9,245,8015,15969,
14,JALISCO,115,VILLA GUERRERO,6,9,9,125,1002,12,42,14,1521,226,11,5,43,17,1,1,2,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3037,0,86,3123,4886,
14,JALISCO,116,VILLA HIDALGO,8,27,27,1609,337,46,183,105,3847,1601,33,28,162,43,4,1,9,1,4,65,3,0,0,8,2,1,0,27,1,1,4,3,1,2,12,0,1,0,9,45,3,3,8204,8,340,8552,16287,
14,JALISCO,117,CAÑADAS DE OBREGON,7,11,11,305,58,10,46,52,890,420,8,6,10,7,2,0,2,1,2,8,1,0,0,1,0,0,0,6,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1842,2,107,1951,4106,
14,JALISCO,118,YAHUALICA DE GONZALEZ GALLO,20,39,39,1217,1987,79,465,326,2595,4536,58,74,105,169,2,1,45,15,15,103,6,3,5,18,15,6,6,60,4,1,2,13,2,11,29,3,4,0,7,12,13,1,12013,5,457,12475,21559,
14,JALISCO,119,ZACOALCO DE TORRES,16,39,39,297,445,90,1129,441,6564,4902,182,249,61,153,4,7,11,3,8,53,0,0,3,11,1,3,1,34,0,2,3,4,3,4,6,0,4,0,4,14,7,4,14707,4,330,15041,25413,
14,JALISCO,120,ZAPOPAN,500,1788,1791,47158,29834,3608,11240,7382,380856,138083,5132,16477,4175,1431,151,132,3070,358,1493,3636,178,50,197,396,382,186,799,1476,84,61,185,428,155,601,912,55,36,75,689,582,1255,223,663221,2492,12688,678401,1148285,
14,JALISCO,121,ZAPOTILTIC,21,49,49,2469,456,74,366,379,4139,6666,325,94,100,37,1,7,97,25,12,135,2,6,2,23,9,24,8,39,2,4,4,20,10,11,34,0,1,0,16,36,9,5,15647,12,386,16045,28158,
14,JALISCO,122,ZAPOTITLAN DE VADILLO,6,12,12,82,713,124,139,296,734,941,172,21,23,25,3,1,14,146,6,16,5,3,4,5,1,1,1,24,0,0,0,1,5,2,33,1,0,1,0,1,6,0,3550,0,99,3649,5560,
14,JALISCO,123,ZAPOTLAN DEL REY,13,28,28,1297,288,65,279,162,3214,2219,103,149,157,28,1,2,123,7,14,39,8,1,9,7,5,1,6,19,0,1,5,4,3,3,5,0,1,4,5,5,14,1,8254,1,270,8525,15564,
14,JALISCO,124,ZAPOTLANEJO,32,99,99,1904,2175,247,1607,399,14798,6937,525,177,201,71,25,38,31,4,11,143,3,5,3,13,8,2,3,50,2,2,4,4,6,3,26,1,2,0,7,12,9,4,29462,40,981,30483,61811,
14,JALISCO,125,SAN IGNACIO CERRO GORDO,8,26,26,2014,1792,37,1329,48,2139,510,52,17,102,88,0,0,8,0,1,19,2,0,2,12,5,2,0,32,0,2,0,10,0,0,4,0,0,0,0,2,0,0,8229,7,196,8432,15877,
