ID_ESTADO,NOMBRE_ESTADO,DISTRITOS_LOCALES,MUNICIPIOS,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,OBSERVACIONES,RUTA_ACTA
14,JALISCO,20,125,3783,10863,10893,329567,245874,34177,160154,84990,1631929,1061038,72535,66927,3687191,6794,84831,3778816,6640163,,
