CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,CAND_IND_1,CAND_IND_2,CAND_IND_3,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,522,3,3,90,17,4,20,11,30,562,2,0,0,0,0,0,0,736,0,43,779,1644
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,523,6,6,704,92,12,122,39,226,1115,19,5,1,0,0,0,0,2335,0,61,2396,4314
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,524,3,3,218,32,6,49,27,76,599,2,1,0,0,0,0,0,1010,0,46,1056,2227
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,525,2,2,79,26,8,24,6,44,356,0,3,0,0,0,0,0,546,4,38,588,1018
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,526,12,12,1170,169,31,295,89,421,2076,36,11,1,0,0,0,0,4299,1,132,4432,8560
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,527,8,8,915,109,20,151,55,293,1403,24,9,1,0,0,0,0,2980,2,98,3080,5687
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,528,5,5,731,68,16,111,44,220,703,18,2,0,1,0,0,0,1914,0,47,1961,3013
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,529,11,11,1520,124,25,220,60,409,1555,38,9,0,0,0,0,0,3960,18,124,4102,7993
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,530,3,3,273,47,9,43,13,58,310,4,2,0,0,0,0,0,759,0,28,787,2137
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,531,3,3,182,21,7,38,17,69,558,3,4,0,0,0,0,0,899,0,47,946,1948
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,532,3,3,254,36,6,56,17,85,439,4,7,0,0,0,0,0,904,0,34,938,1684
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,533,2,2,262,19,6,30,12,49,295,1,6,0,0,0,0,0,680,0,34,714,1369
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,534,2,2,189,8,3,21,10,39,247,1,0,0,1,0,0,0,519,0,27,546,968
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,535,1,1,67,20,2,11,9,19,135,2,1,0,0,0,0,0,266,0,21,287,595
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,536,5,5,386,71,8,99,59,169,810,3,0,0,0,0,0,0,1605,0,59,1664,3621
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,537,2,2,196,26,4,20,9,41,293,6,1,0,0,0,0,0,596,0,16,612,1457
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,538,3,3,435,28,5,37,10,79,359,3,1,0,0,0,0,0,957,0,29,986,1737
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,539,3,3,246,23,4,48,19,89,424,3,1,2,0,0,0,0,859,0,36,895,1543
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,540,2,2,150,14,8,21,15,50,233,1,3,0,0,0,0,0,495,0,25,520,997
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,541,2,2,318,17,5,38,18,62,342,5,4,1,0,0,0,0,810,0,32,842,1475
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,542,2,2,227,50,3,30,11,27,278,4,5,0,0,0,0,0,635,0,52,687,1361
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,543,2,2,184,24,2,21,7,53,229,3,3,0,0,0,0,0,526,0,28,554,1238
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,544,1,1,79,7,5,8,4,10,73,0,0,0,0,0,0,0,186,0,8,194,400
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,545,1,1,134,7,5,19,7,16,116,0,0,0,0,0,0,0,304,0,11,315,711
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,546,3,3,384,30,7,27,12,66,399,12,3,1,1,0,0,0,942,0,43,985,1525
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,547,3,3,380,28,6,50,21,100,412,4,2,0,0,0,0,0,1003,0,33,1036,1647
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,548,1,1,32,4,0,7,2,5,39,1,0,0,0,0,0,0,90,0,3,93,187
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,549,1,1,125,10,1,11,6,28,98,0,3,0,0,0,0,0,282,0,11,293,512
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,550,2,2,160,15,3,29,13,36,236,2,1,1,0,0,0,0,496,0,26,522,1017
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,551,2,2,214,28,2,22,6,44,270,5,3,0,0,0,0,0,594,0,15,609,1355
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,552,2,2,176,20,7,22,10,67,264,0,2,0,0,0,0,0,568,0,21,589,1374
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,553,2,2,111,11,9,19,10,35,306,3,1,0,0,0,0,0,505,0,35,540,1012
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,554,2,2,114,16,1,24,12,45,315,1,4,0,0,0,0,0,532,0,20,552,1046
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,555,2,2,115,11,4,29,19,35,469,3,0,1,0,0,0,0,686,0,18,704,1442
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,556,2,2,174,27,3,19,8,38,255,6,0,1,0,0,0,0,531,0,19,550,956
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,557,2,2,158,9,2,26,7,44,275,1,4,0,0,0,0,0,526,0,27,553,976
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,558,3,3,241,28,6,33,18,71,404,8,2,3,1,0,0,0,815,0,28,843,1569
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,559,2,2,160,19,3,25,8,44,288,5,1,0,0,0,0,0,553,0,32,585,1177
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,560,2,2,86,9,1,24,9,29,312,0,1,0,0,0,0,0,471,0,24,495,984
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,561,1,1,39,0,0,0,0,9,58,0,0,0,0,0,0,0,106,0,6,112,270
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,563,3,3,398,57,9,41,16,47,389,1,5,0,1,0,0,0,964,0,38,1002,1825
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,564,2,2,96,8,2,16,9,33,203,0,2,0,0,0,0,0,369,1,33,403,806
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,565,2,2,165,10,3,23,9,34,219,2,1,0,0,0,0,0,466,0,29,495,918
2,11,GUANAJUATO,15,CELAYA,7,CELAYA,566,1,1,52,8,3,3,2,4,26,2,1,0,0,0,0,0,101,0,5,106,298
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3102,2,2,119,17,2,48,13,65,397,2,1,0,0,0,0,0,664,0,41,705,1465
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3103,3,3,128,16,2,51,22,71,492,3,2,0,0,0,0,0,787,0,26,813,1552
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3104,2,2,96,9,1,26,9,42,325,5,2,0,0,0,0,0,515,0,21,536,957
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3105,2,2,55,9,1,25,6,43,243,1,0,0,0,0,0,0,383,0,21,404,788
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3106,2,2,142,25,3,47,20,100,491,6,1,0,0,0,0,0,835,0,16,851,1462
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3107,2,2,82,10,3,34,14,49,263,2,0,0,0,0,0,0,457,0,22,479,806
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3108,3,3,179,29,7,64,29,101,631,8,5,0,0,0,0,0,1053,0,48,1101,1805
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3109,2,2,147,20,5,41,16,77,334,4,0,0,0,0,0,0,644,0,19,663,1095
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3110,2,2,100,15,1,27,12,55,288,6,1,1,0,0,0,0,506,0,11,517,830
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3111,3,3,201,34,7,56,10,138,490,11,3,0,0,0,0,0,950,0,32,982,1529
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3112,2,2,225,20,0,52,22,98,343,4,0,0,0,0,0,0,764,0,18,782,1200
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3113,2,2,170,21,3,41,20,82,365,7,3,1,0,0,0,0,713,1,17,731,1214
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3114,2,2,182,29,7,85,17,129,419,9,1,0,1,0,0,0,879,1,37,917,1409
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3115,2,2,225,21,6,59,10,87,369,8,1,1,0,0,0,0,787,0,14,801,1174
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3116,1,1,123,6,0,12,4,30,160,3,0,0,0,0,0,0,338,0,7,345,463
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3117,1,1,200,26,2,30,7,79,191,6,1,0,0,0,0,0,542,2,15,559,740
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3118,2,2,369,46,7,58,17,109,319,15,1,2,0,0,0,0,943,0,19,962,1311
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3119,2,2,311,24,6,53,16,67,331,10,4,0,0,0,0,0,822,2,36,860,1323
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3120,2,2,314,30,2,40,12,115,260,14,1,1,0,0,0,0,789,2,15,806,1073
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3250,2,2,90,13,5,23,11,46,317,0,1,0,1,0,0,0,507,0,33,540,1256
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3251,4,4,340,38,5,100,34,161,793,8,1,1,0,0,0,0,1481,3,49,1533,2830
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3252,4,4,378,47,6,97,20,191,862,12,3,0,0,0,0,0,1616,2,40,1658,2748
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3253,4,4,319,45,7,112,19,190,696,18,1,0,1,0,0,0,1408,3,44,1455,2591
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3254,4,4,360,52,8,112,34,187,750,12,5,0,0,0,0,0,1520,0,61,1581,2748
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3255,4,4,446,72,13,106,43,252,847,22,2,0,0,0,0,0,1803,0,54,1857,2887
2,11,GUANAJUATO,16,CELAYA,7,CELAYA,3256,4,4,442,44,6,111,27,185,631,18,2,0,0,0,0,0,1466,0,30,1496,2399
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,288,6,6,806,36,2,413,17,16,521,17,12,0,0,0,0,0,1840,1,50,1891,3811
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,289,4,4,757,44,2,454,23,17,354,24,13,3,0,0,0,0,1691,1,49,1741,2770
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,290,3,3,598,33,4,265,11,11,256,3,7,0,0,0,0,0,1188,1,23,1212,1893
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,291,3,3,503,44,1,266,19,8,179,30,5,0,0,0,0,0,1055,0,26,1081,1558
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,292,6,6,1076,60,12,493,30,23,417,39,7,2,1,0,0,0,2160,3,43,2206,3511
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,293,2,2,345,25,1,241,9,6,151,10,4,1,0,0,0,0,793,0,20,813,1219
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,294,7,7,934,63,19,739,57,40,564,41,24,0,0,0,0,0,2481,0,93,2574,5164
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,295,3,3,376,27,2,203,15,11,200,13,12,0,0,0,0,0,859,0,28,887,1672
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,296,2,2,374,49,4,205,12,10,137,16,4,0,0,0,0,0,811,0,24,835,1204
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,297,2,2,294,16,3,181,15,3,145,6,3,0,0,0,0,0,666,0,16,682,1042
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,298,1,1,150,10,4,72,4,5,50,5,1,0,0,0,0,0,301,0,20,321,692
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,299,2,2,143,17,4,138,7,14,75,0,6,2,0,0,0,0,406,0,39,445,1024
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,300,2,2,272,51,4,117,5,13,101,4,5,0,0,0,0,0,572,0,59,631,1445
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,301,3,3,266,28,0,179,5,14,107,0,1,0,0,0,0,0,600,0,34,634,1225
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,302,4,4,325,19,6,226,7,20,328,13,2,0,0,0,0,0,946,0,86,1032,2413
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,303,2,2,132,14,5,107,4,15,173,1,2,1,0,0,0,0,454,0,29,483,1002
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,304,3,3,220,23,6,330,13,22,328,6,2,0,0,0,0,0,950,1,58,1009,1987
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,305,3,3,198,19,5,128,27,10,179,6,2,0,0,0,0,0,574,0,60,634,1521
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,306,1,1,72,6,4,91,11,6,67,1,1,0,0,0,0,0,259,0,16,275,573
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,307,3,3,283,50,3,175,7,12,225,5,11,0,1,0,0,0,772,0,46,818,1761
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,308,1,1,102,12,3,44,0,2,58,2,2,0,0,0,0,0,225,1,15,241,560
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,309,3,3,342,30,5,179,10,9,153,0,4,1,0,0,0,0,733,0,37,770,1550
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,310,2,2,174,11,1,176,5,4,176,0,2,2,0,0,0,0,551,0,13,564,1047
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,311,4,4,525,26,5,272,16,8,396,11,6,0,0,0,0,0,1265,0,46,1311,2589
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,312,2,2,227,18,0,56,3,8,130,7,6,0,0,0,0,0,455,0,16,471,798
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,313,3,3,264,21,2,166,11,6,168,2,4,0,0,0,0,0,644,0,26,670,1496
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,314,4,4,216,41,7,208,31,20,338,4,4,1,0,0,0,0,870,0,56,926,2375
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,316,2,2,179,14,1,189,4,18,166,6,4,0,0,0,0,0,581,0,34,615,1298
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,317,2,2,250,20,0,72,6,28,178,8,2,0,0,0,0,0,564,0,25,589,1118
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,318,1,1,128,10,5,79,3,18,98,6,1,0,0,0,0,0,348,1,16,365,676
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,319,3,3,325,10,2,174,9,13,220,10,3,0,0,0,0,0,766,1,40,807,1679
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,320,2,2,316,8,4,174,4,16,201,7,2,0,0,0,0,0,732,0,37,769,1377
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,321,1,1,145,6,2,127,2,6,121,1,0,0,0,0,0,0,410,0,16,426,680
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,322,3,3,317,22,1,240,12,11,336,8,5,0,0,0,0,0,952,0,42,994,1676
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,323,2,2,192,13,1,142,9,11,204,5,1,0,0,0,0,0,578,0,24,602,1031
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,324,3,3,476,16,8,172,8,16,365,8,10,0,0,0,0,0,1079,0,50,1129,2079
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,325,2,2,118,14,4,91,5,8,104,1,4,1,0,0,0,0,350,0,26,376,788
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,326,3,3,291,35,2,137,13,23,340,6,3,1,0,0,0,0,851,0,41,892,1891
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,327,3,3,233,32,1,106,5,18,238,6,0,0,0,0,0,0,639,11,17,667,1568
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,328,3,3,341,23,9,81,10,33,294,9,6,3,0,0,0,0,809,0,50,859,1901
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,329,2,2,262,20,2,50,4,21,126,1,5,0,0,0,0,0,491,1,19,511,973
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,330,3,3,274,20,3,63,10,18,251,7,4,1,1,0,0,0,652,0,38,690,1525
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,3275,4,4,280,63,11,72,53,123,695,10,2,1,0,0,0,0,1310,1,54,1365,2982
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,3276,2,2,255,20,4,84,3,12,186,6,4,0,0,0,0,0,574,0,33,607,1162
2,11,GUANAJUATO,17,APASEO EL GRANDE,5,APASEO EL GRANDE,3277,5,5,273,50,8,59,32,101,668,4,0,0,0,0,0,0,1195,0,63,1258,3437
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,609,5,5,561,43,14,113,30,72,716,0,0,0,0,0,0,0,1549,1,60,1610,3180
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,610,2,2,168,12,6,34,24,20,346,0,0,0,0,0,0,0,610,0,20,630,1421
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,611,3,3,279,38,10,68,24,22,449,0,0,0,0,0,0,0,890,0,37,927,1638
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,612,4,4,305,36,13,89,21,35,571,0,0,0,0,0,0,0,1070,0,51,1121,2325
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,613,3,3,314,21,21,82,12,32,427,0,0,0,0,0,0,0,909,0,27,936,1475
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,614,2,2,260,19,14,37,9,27,384,0,0,0,0,0,0,0,750,0,34,784,1386
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,615,3,3,236,24,9,40,18,29,389,0,0,0,0,0,0,0,745,0,23,768,1585
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,616,3,3,293,28,12,65,11,37,442,0,0,0,0,0,0,0,888,2,39,929,1590
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,617,2,2,294,34,10,56,13,22,384,0,0,0,0,0,0,0,813,1,21,835,1248
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,618,2,2,296,22,13,78,13,30,317,0,0,0,0,0,0,0,769,0,28,797,1288
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,619,2,2,318,26,11,48,19,34,382,0,0,0,0,0,0,0,838,0,25,863,1487
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,620,3,3,259,54,16,25,23,22,420,0,0,0,0,0,0,0,819,0,36,855,1966
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,621,2,2,186,13,4,86,10,20,230,0,0,0,0,0,0,0,549,0,23,572,1187
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,622,2,2,186,12,2,109,10,14,218,0,0,0,0,0,0,0,551,0,32,583,1300
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,623,2,2,191,17,3,60,17,16,222,0,0,0,0,0,0,0,526,0,34,560,1193
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,624,2,2,221,12,1,5,8,4,134,0,0,0,0,0,0,0,385,0,18,403,830
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,625,2,2,299,17,2,18,13,14,66,0,0,0,0,0,0,0,429,0,31,460,1147
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,626,2,2,129,29,3,22,26,17,142,0,0,0,0,0,0,0,368,0,28,396,1162
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,627,3,3,144,17,5,32,12,18,313,0,0,0,0,0,0,0,541,0,25,566,1624
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,628,2,2,114,42,3,20,7,30,251,0,0,0,0,0,0,0,467,0,30,497,1124
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,629,2,2,143,15,3,45,10,35,160,0,0,0,0,0,0,0,411,0,25,436,1106
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,630,4,4,285,30,8,98,23,58,403,0,0,0,0,0,0,0,905,1,46,952,2330
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,631,3,3,414,13,0,17,6,14,108,0,0,0,0,0,0,0,572,0,34,606,1553
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,632,2,2,255,21,11,31,18,17,158,0,0,0,0,0,0,0,511,0,19,530,1357
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,633,3,3,425,30,4,7,15,4,244,0,0,0,0,0,0,0,729,0,48,777,1683
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,634,2,2,190,12,8,35,18,15,187,0,0,0,0,0,0,0,465,0,28,493,971
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,635,2,2,176,9,2,8,9,6,79,0,0,0,0,0,0,0,289,0,13,302,767
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,636,3,3,235,20,6,23,20,27,539,0,0,0,0,0,0,0,870,0,39,909,1824
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,637,3,3,559,24,5,20,18,24,160,0,0,0,0,0,0,0,810,0,39,849,1764
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,638,4,4,650,34,5,46,74,33,399,0,0,0,0,0,0,0,1241,0,90,1331,2567
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,639,3,3,493,31,2,22,40,12,254,0,0,0,0,0,0,0,854,0,65,919,1735
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,640,2,2,163,24,1,18,15,14,259,0,0,0,0,0,0,0,494,0,14,508,954
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,641,5,5,460,34,14,109,20,47,602,0,0,0,0,0,0,0,1286,0,72,1358,3055
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,642,2,2,263,30,3,16,19,21,123,0,0,0,0,0,0,0,475,0,31,506,1212
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,643,2,2,227,38,8,23,9,28,352,0,0,0,0,0,0,0,685,0,22,707,1076
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,644,1,1,129,11,4,11,15,2,270,0,0,0,0,0,0,0,442,0,13,455,707
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,645,4,4,268,49,18,38,42,26,869,0,0,0,0,0,0,0,1310,0,51,1361,2642
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,646,2,2,165,40,16,30,24,14,552,0,0,0,0,0,0,0,841,0,23,864,1489
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,647,1,1,96,17,2,11,8,5,213,0,0,0,0,0,0,0,352,0,16,368,587
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,648,2,2,179,22,4,17,25,7,306,0,0,0,0,0,0,0,560,0,15,575,929
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,649,2,2,172,31,7,18,11,18,394,0,0,0,0,0,0,0,651,0,19,670,1087
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,650,4,4,290,39,21,40,32,21,725,0,0,0,0,0,0,0,1168,0,45,1213,2316
2,11,GUANAJUATO,17,APASEO EL GRANDE,9,COMONFORT,651,2,2,130,9,1,9,11,10,224,0,0,0,0,0,0,0,394,0,15,409,759
2,11,GUANAJUATO,17,APASEO EL GRANDE,35,SANTA CRUZ DE JUVENTINO ROSAS,2608,2,2,117,17,178,65,18,0,126,0,0,0,0,0,0,231,752,1,30,783,1415
2,11,GUANAJUATO,17,APASEO EL GRANDE,35,SANTA CRUZ DE JUVENTINO ROSAS,2609,3,3,155,9,355,87,10,0,150,0,0,0,0,0,0,368,1134,0,36,1170,2094
2,11,GUANAJUATO,17,APASEO EL GRANDE,35,SANTA CRUZ DE JUVENTINO ROSAS,2610,3,3,182,14,325,102,23,0,156,0,0,0,0,0,0,453,1255,0,40,1295,2026
2,11,GUANAJUATO,17,APASEO EL GRANDE,35,SANTA CRUZ DE JUVENTINO ROSAS,2611,2,2,88,12,132,43,8,0,95,0,0,0,0,0,0,136,514,0,21,535,774
2,11,GUANAJUATO,17,APASEO EL GRANDE,35,SANTA CRUZ DE JUVENTINO ROSAS,2612,4,4,240,16,332,118,27,0,199,0,0,0,0,0,0,520,1452,0,48,1500,2438
2,11,GUANAJUATO,17,APASEO EL GRANDE,35,SANTA CRUZ DE JUVENTINO ROSAS,2613,6,6,343,43,381,169,34,0,328,0,0,0,0,0,0,856,2154,1,52,2207,3883
2,11,GUANAJUATO,17,APASEO EL GRANDE,35,SANTA CRUZ DE JUVENTINO ROSAS,2614,2,2,115,14,168,52,14,0,120,0,0,0,0,0,0,238,721,0,20,741,1141
2,11,GUANAJUATO,17,APASEO EL GRANDE,35,SANTA CRUZ DE JUVENTINO ROSAS,2615,2,2,182,15,166,64,13,0,122,0,0,0,0,0,0,212,774,0,14,788,1128
2,11,GUANAJUATO,17,APASEO EL GRANDE,35,SANTA CRUZ DE JUVENTINO ROSAS,2616,1,1,120,2,88,17,9,0,31,0,0,0,0,0,0,84,351,0,14,365,487
