ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,PSI,MORENA,NAP,FXM,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,59,CHILCHOTLA,7,22,22,110,99,26,3645,398,1414,2634,450,523,0,0,0,0,0,0,0,9299,0,622,9921,13547,
21,PUEBLA,60,CHINANTLA,3,5,5,146,182,2,252,0,0,308,406,145,22,0,0,0,0,0,0,1463,0,42,1505,2530,
21,PUEBLA,61,DOMINGO ARENAS,3,8,8,19,36,753,580,62,28,0,385,991,692,0,0,0,0,0,0,3546,1,154,3701,5713,
21,PUEBLA,62,ELOXOCHITLAN,8,22,22,21,42,12,15,4384,61,23,2698,0,32,0,0,0,0,0,0,7287,1,316,7604,10096,
21,PUEBLA,63,EPATLAN,2,6,6,427,599,2,0,42,19,0,1284,0,44,0,0,0,0,0,0,2417,1,87,2505,3799,
21,PUEBLA,64,ESPERANZA,9,20,20,323,377,494,131,280,125,33,4457,38,60,0,0,0,0,0,0,6318,1,421,6740,10974,
21,PUEBLA,65,FRANCISCO Z. MENA,10,23,23,2747,535,161,1582,171,352,269,3156,37,66,0,0,0,0,0,0,9076,0,499,9575,13255,
21,PUEBLA,66,GENERAL FELIPE ANGELES,7,26,26,2061,355,147,413,267,116,962,3444,15,2284,0,0,0,0,0,0,10064,3,438,10505,15469,
21,PUEBLA,67,GUADALUPE,4,9,9,1437,67,12,253,0,0,0,1583,140,0,0,0,0,0,0,0,3492,2,159,3653,5445,
21,PUEBLA,68,GUADALUPE VICTORIA,10,24,24,506,779,57,4893,740,155,1009,620,74,43,0,0,0,0,0,0,8876,2,343,9221,12988,
21,PUEBLA,69,HERMENEGILDO GALEANA,4,10,10,1895,131,23,24,35,16,8,1817,6,21,0,0,0,0,0,0,3976,1,208,4185,5544,
21,PUEBLA,70,HUAQUECHULA,19,39,39,795,5137,83,159,223,84,92,5701,22,53,0,0,0,0,0,0,12349,3,823,13175,21172,
21,PUEBLA,71,HUATLATLAUCA,6,11,11,47,21,1415,0,0,33,0,1926,0,32,0,0,0,0,0,0,3474,3,165,3642,5142,
21,PUEBLA,72,HUAUCHINANGO,38,128,129,3563,2314,4644,7914,1834,6421,1724,13863,1549,413,0,0,0,0,0,0,44239,620,3715,48574,78136,
21,PUEBLA,73,HUEHUETLA,9,22,23,262,4137,17,39,884,573,43,3152,18,58,0,0,0,0,0,0,9183,0,290,9473,12485,
21,PUEBLA,74,HUEHUETLAN EL CHICO,6,13,13,61,1405,12,1345,927,19,16,1160,43,0,0,0,0,0,0,0,4988,0,167,5155,7410,
21,PUEBLA,75,HUEHUETLAN EL GRANDE,5,10,10,1467,955,22,16,57,23,19,1022,0,24,0,0,0,0,0,0,3605,0,163,3768,5054,
21,PUEBLA,76,HUEJOTZINGO,30,107,107,3607,803,249,5637,1940,14073,976,11506,969,1026,0,0,0,0,0,0,40786,24,1780,42590,66967,
21,PUEBLA,77,HUEYAPAN,5,16,17,311,3061,13,22,753,85,105,1801,10,125,0,0,0,0,0,0,6286,0,268,6554,9334,
21,PUEBLA,78,HUEYTAMALCO,15,40,41,1526,3610,53,999,4324,765,21,1827,66,47,0,0,0,0,0,0,13238,8,746,13992,21215,
21,PUEBLA,79,HUEYTLALPAN,3,8,8,82,1735,0,15,41,14,9,1579,0,41,0,0,0,0,0,0,3516,0,230,3746,4732,
21,PUEBLA,80,HUITZILAN DE SERDAN,6,18,18,141,3136,84,2125,179,19,17,1318,18,24,0,0,0,0,0,0,7061,1,321,7383,11115,
21,PUEBLA,81,HUITZILTEPEC,3,8,8,730,143,5,435,42,0,5,643,968,0,0,0,0,0,0,0,2971,0,115,3086,4397,
21,PUEBLA,82,ATLEQUIZAYAN,2,4,4,25,784,9,0,18,714,10,56,0,0,0,0,0,0,0,0,1616,0,45,1661,2067,
21,PUEBLA,83,IXCAMILPA DE GUERRERO,3,7,7,448,9,4,162,0,8,906,505,2,0,0,0,0,0,0,0,2044,1,69,2114,3024,
21,PUEBLA,84,IXCAQUIXTLA,3,11,11,208,1398,855,0,519,19,125,1314,8,160,0,0,0,0,0,0,4606,0,152,4758,6582,
21,PUEBLA,85,IXTACAMAXTITLAN,17,38,38,668,6525,481,2308,247,80,22,3976,105,141,0,0,0,0,0,0,14553,0,644,15197,19053,
21,PUEBLA,86,IXTEPEC,3,9,10,1,1153,1021,22,21,985,9,775,3,28,0,0,0,0,0,0,4018,0,280,4298,5636,
21,PUEBLA,87,IZUCAR DE MATAMOROS,34,110,110,1638,5903,498,13599,2305,923,429,6884,568,344,0,0,0,0,0,0,33091,34,2114,35239,61610,
21,PUEBLA,88,JALPAN,6,17,17,660,232,219,224,398,311,12,3119,9,990,0,0,0,0,0,0,6174,4,386,6564,9538,
21,PUEBLA,89,JOLALPAN,6,16,16,160,3046,43,607,291,476,4,1998,0,9,0,0,0,0,0,0,6634,1,206,6841,9478,
21,PUEBLA,90,JONOTLA,3,7,7,0,28,0,34,593,14,283,264,436,901,0,0,0,0,0,0,2553,0,135,2688,3641,
21,PUEBLA,91,JOPALA,7,17,17,119,22,9,28,329,2397,547,477,603,1942,0,0,0,0,0,0,6473,0,445,6918,9753,
21,PUEBLA,92,JUAN C. BONILLA,6,30,30,1374,243,92,533,199,2082,219,5538,2216,0,0,0,0,0,0,0,12496,4,683,13183,19863,
21,PUEBLA,93,JUAN GALINDO,6,11,11,26,1764,8,371,63,27,89,640,1188,116,0,0,0,0,0,0,4292,0,147,4439,6208,
21,PUEBLA,94,JUAN N. MENDEZ,4,7,7,798,10,4,6,865,143,23,1082,3,0,0,0,0,0,0,0,2934,0,164,3098,4153,
21,PUEBLA,95,LAFRAGUA,8,12,12,99,16,142,2261,194,12,16,1800,16,0,0,0,0,0,0,0,4556,0,234,4790,6119,
21,PUEBLA,96,LIBRES,11,43,43,1678,1032,357,5103,3333,1628,72,3135,676,560,0,0,0,0,0,0,17574,15,842,18431,26951,
21,PUEBLA,97,LA MAGDALENA TLATLAUQUITEPEC,1,1,1,141,20,3,0,4,3,140,174,0,0,0,0,0,0,0,0,485,0,13,498,558,
21,PUEBLA,98,MAZAPILTEPEC DE JUAREZ,3,5,5,232,45,0,445,405,0,38,323,20,253,0,0,0,0,0,0,1761,0,74,1835,2335,
21,PUEBLA,99,MIXTLA,2,3,3,12,446,14,10,0,12,2,899,7,0,0,0,0,0,0,0,1402,1,42,1445,1906,
21,PUEBLA,100,MOLCAXAC,5,9,9,98,833,47,30,384,17,5,887,9,1331,0,0,0,0,0,0,3641,0,186,3827,5147,
21,PUEBLA,101,NAUPAN,5,13,13,111,2305,23,86,71,49,49,2545,14,75,0,0,0,0,0,0,5328,0,319,5647,7058,
21,PUEBLA,102,NAUZONTLA,3,5,5,642,552,16,88,32,288,0,183,1,11,0,0,0,0,0,0,1813,0,150,1963,2612,
21,PUEBLA,103,NEALTICAN,4,15,15,2148,168,15,0,2934,33,8,1623,14,21,0,0,0,0,0,0,6964,1,202,7167,10044,
21,PUEBLA,104,NICOLAS BRAVO,4,9,9,192,1091,7,23,1040,447,410,391,25,0,0,0,0,0,0,0,3626,0,154,3780,5097,
21,PUEBLA,105,NOPALUCAN,11,33,33,177,121,117,173,4303,1333,49,2904,1058,2377,0,0,0,0,0,0,12612,1,759,13372,19923,
21,PUEBLA,106,OCOTEPEC,3,7,7,12,267,128,27,35,148,651,199,677,524,0,0,0,0,0,0,2668,2,191,2861,3837,
21,PUEBLA,107,OCOYUCAN,10,51,51,5412,4380,311,394,385,1090,40,8473,118,308,0,0,0,0,0,0,20911,6,835,21752,33389,
21,PUEBLA,108,OLINTLA,8,16,16,1378,2815,11,0,117,0,60,1593,48,0,0,0,0,0,0,0,6022,11,255,6288,8895,
21,PUEBLA,109,ORIENTAL,9,24,24,2069,301,269,2271,150,0,33,4857,57,63,0,0,0,0,0,0,10070,2,366,10438,14124,
21,PUEBLA,110,PAHUATLAN,14,29,29,1372,465,971,2608,569,68,121,3653,0,0,0,0,0,0,0,0,9827,2,625,10454,15216,
21,PUEBLA,111,PALMAR DE BRAVO,16,55,55,1440,286,95,5261,1240,265,3466,4136,28,568,0,0,5284,0,0,0,22069,2,1721,23792,34201,
21,PUEBLA,112,PANTEPEC,12,28,29,1640,320,67,135,294,1054,134,6426,1215,0,0,0,0,0,0,0,11285,4,518,11807,15056,
21,PUEBLA,113,PETLALCINGO,6,16,16,33,1881,11,48,113,24,8,812,1496,8,0,0,0,0,0,0,4434,0,292,4726,7353,
21,PUEBLA,114,PIAXTLA,5,9,9,17,12,3,840,842,8,0,227,0,547,0,0,0,0,0,0,2496,0,104,2600,4083,
21,PUEBLA,115,PUEBLA,816,2266,2273,247628,42862,10088,40515,27296,47795,5162,314432,9771,33575,0,0,0,0,0,0,779124,955,24211,804290,1372625,
21,PUEBLA,116,QUECHOLAC,16,60,60,233,871,61,307,816,186,15234,7699,34,0,0,0,0,0,0,0,25441,6,1882,27329,39066,
21,PUEBLA,117,QUIMIXTLAN,10,28,28,413,69,15,6830,212,67,26,2984,0,0,0,0,0,0,0,0,10616,0,383,10999,14834,
21,PUEBLA,118,RAFAEL LARA GRAJALES,7,25,26,184,729,31,353,4227,312,26,1342,1580,0,0,0,0,0,0,0,8784,2,466,9252,14921,
21,PUEBLA,119,LOS REYES DE JUAREZ,9,32,32,1953,275,103,4713,488,497,48,4256,32,22,0,0,0,0,0,0,12387,0,558,12945,19905,
21,PUEBLA,120,SAN ANDRES CHOLULA,40,171,172,32773,2671,767,4818,1266,3267,280,19732,5165,560,0,0,0,0,0,0,71299,41,2711,74051,111360,
21,PUEBLA,121,SAN ANTONIO CAÑADA,2,7,8,33,910,474,367,206,25,17,822,0,0,0,0,0,0,0,0,2854,0,157,3011,4138,
21,PUEBLA,122,SAN DIEGO LA MESA TOCHIMILTZINGO,3,3,3,32,27,5,109,86,0,2,305,0,39,0,0,0,0,0,0,605,0,132,737,1035,
21,PUEBLA,123,SAN FELIPE TEOTLALCINGO,5,13,13,1985,80,23,109,64,420,9,1618,22,0,0,0,0,0,0,0,4330,119,285,4734,8206,
21,PUEBLA,124,SAN FELIPE TEPATLAN,3,6,6,72,428,939,702,8,136,7,246,0,0,0,0,0,0,0,0,2538,0,125,2663,3217,
21,PUEBLA,125,SAN GABRIEL CHILAC,6,21,22,900,3549,61,0,644,277,0,3581,18,17,0,0,0,0,0,0,9047,0,210,9257,12170,
21,PUEBLA,126,SAN GREGORIO ATZOMPA,4,12,12,1941,328,10,298,41,54,30,775,22,1406,0,0,0,0,0,0,4905,1,246,5152,7719,
21,PUEBLA,127,SAN JERONIMO TECUANIPAN,3,7,7,553,21,66,721,182,611,579,589,0,6,0,0,0,0,0,0,3328,1,152,3481,4655,
21,PUEBLA,128,SAN JERONIMO XAYACATLAN,4,7,7,42,577,415,31,0,11,3,1238,17,0,0,0,0,0,0,0,2334,0,91,2425,3192,
21,PUEBLA,129,SAN JOSE CHIAPA,6,13,13,1771,1115,149,169,79,693,53,982,15,0,0,0,0,0,0,0,5026,0,205,5231,7317,
21,PUEBLA,130,SAN JOSE MIAHUATLAN,7,17,17,2867,341,88,622,475,32,245,2548,168,0,0,0,0,0,0,0,7386,1,250,7637,10399,
21,PUEBLA,131,SAN JUAN ATENCO,4,5,5,107,50,8,0,513,257,110,1056,0,7,0,0,0,0,0,0,2108,1,91,2200,2946,
21,PUEBLA,132,SAN JUAN ATZOMPA,1,2,2,1,288,0,1,236,0,0,167,0,0,0,0,0,0,0,0,693,0,10,703,800,
21,PUEBLA,133,SAN MARTIN TEXMELUCAN,58,189,190,3250,1618,636,4232,2790,22855,366,16005,1084,337,0,0,0,13177,0,0,66350,22,2395,68767,120625,
21,PUEBLA,134,SAN MARTIN TOTOLTEPEC,1,1,1,39,1,2,99,7,2,0,210,0,135,0,0,0,0,0,0,495,0,9,504,640,
21,PUEBLA,135,SAN MATIAS TLALANCALECA,9,25,25,3521,2618,117,1167,306,312,34,2023,389,0,0,0,0,0,0,0,10487,10,546,11043,16351,
21,PUEBLA,136,SAN MIGUEL IXITLAN,1,1,1,49,91,0,0,0,87,0,71,0,73,0,0,0,0,0,0,371,0,6,377,487,
21,PUEBLA,137,SAN MIGUEL XOXTLA,4,15,15,764,238,10,2714,231,443,6,2142,21,281,0,0,0,0,0,0,6850,2,142,6994,9787,
21,PUEBLA,138,SAN NICOLAS BUENOS AIRES,5,13,13,125,684,95,35,352,1981,9,284,2,1049,0,0,0,0,0,0,4616,0,219,4835,7402,
21,PUEBLA,139,SAN NICOLAS DE LOS RANCHOS,5,14,14,55,70,19,61,0,283,0,2325,3318,19,0,0,0,0,0,0,6150,2,284,6436,8671,
21,PUEBLA,140,SAN PABLO ANICANO,2,5,5,2,1303,0,12,17,0,7,763,84,0,0,0,0,0,0,0,2188,0,74,2262,3011,
21,PUEBLA,141,SAN PEDRO CHOLULA,50,184,185,18210,3086,2667,2916,1833,17493,210,21818,384,539,0,0,0,0,0,0,69156,40,2816,72012,114825,
21,PUEBLA,142,SAN PEDRO YELOIXTLAHUACA,2,5,5,368,9,7,142,38,438,112,210,840,0,0,0,0,0,0,0,2164,0,85,2249,2929,
21,PUEBLA,143,SAN SALVADOR EL SECO,10,36,36,586,193,40,866,2086,4514,43,4592,1825,80,0,0,0,0,0,0,14825,8,1170,16003,21956,
21,PUEBLA,144,SAN SALVADOR EL VERDE,10,38,38,434,447,91,2731,5030,802,61,4101,259,131,0,0,0,0,0,0,14087,3,622,14712,25326,
21,PUEBLA,145,SAN SALVADOR HUIXCOLOTLA,4,17,17,146,49,15,0,4221,28,717,1786,0,0,0,0,0,0,0,0,6962,1,222,7185,10834,
21,PUEBLA,146,SANTA CATARINA TLALTEMPAN,1,2,2,29,173,0,0,11,3,0,191,0,216,0,0,0,0,0,0,623,0,25,648,772,
21,PUEBLA,147,SANTA INES AHUATEMPAN,4,8,8,118,1831,29,133,62,16,31,1394,0,0,0,0,0,0,0,0,3614,6,123,3743,4876,
21,PUEBLA,148,SANTA ISABEL CHOLULA,5,14,14,128,42,4,264,79,306,1492,1257,526,728,0,0,0,0,0,0,4826,0,276,5102,8665,
21,PUEBLA,149,SANTIAGO MIAHUATLAN,6,33,33,874,136,25,6230,4065,779,0,1840,67,47,0,0,0,0,0,0,14063,18,819,14900,21621,
21,PUEBLA,150,SANTO TOMAS HUEYOTLIPAN,3,11,11,578,252,28,37,89,19,242,1604,727,683,0,0,0,0,0,0,4259,7,201,4467,6629,
21,PUEBLA,151,SOLTEPEC,6,17,17,156,223,29,900,3453,0,326,970,0,0,0,0,0,0,0,0,6057,3,235,6295,9585,
21,PUEBLA,152,TECALI DE HERRERA,10,27,27,2637,519,148,125,296,1153,2627,3581,34,60,0,0,0,0,0,0,11180,3,525,11708,16887,
21,PUEBLA,153,TECAMACHALCO,28,98,99,8884,1536,1988,490,1337,1941,1662,17243,266,428,0,0,0,0,0,0,35775,5,1696,37476,59785,
21,PUEBLA,154,TECOMATLAN,5,10,10,61,1472,37,0,178,0,35,648,0,0,0,0,0,0,0,0,2431,0,73,2504,4809,
21,PUEBLA,155,TEHUACAN,105,376,378,22076,4611,1087,27279,5150,8940,768,61669,1180,1172,0,0,0,0,0,0,133932,60,8435,142427,239414,
21,PUEBLA,156,TEHUITZINGO,9,22,22,279,2325,40,57,785,0,21,2170,709,0,0,0,0,0,0,0,6386,0,196,6582,9916,
21,PUEBLA,157,TENAMPULCO,8,12,12,1031,1381,7,28,61,18,11,1799,0,0,0,0,0,0,0,0,4336,1,153,4490,5583,
21,PUEBLA,158,TEOPANTLAN,4,7,7,697,532,10,0,66,13,5,940,10,0,0,0,0,0,0,0,2273,0,100,2373,3216,
21,PUEBLA,159,TEOTLALCO,4,6,6,25,591,11,0,0,27,12,200,636,192,0,0,0,0,0,0,1694,3,66,1763,2622,
21,PUEBLA,160,TEPANCO DE LOPEZ,7,26,27,305,164,0,130,3311,2129,1250,1862,2099,0,0,0,0,0,0,0,11250,0,760,12010,17355,
21,PUEBLA,161,TEPANGO DE RODRIGUEZ,2,6,6,441,8,6,9,808,14,18,657,4,508,0,0,0,0,0,0,2473,2,113,2588,3260,
21,PUEBLA,162,TEPATLAXCO DE HIDALGO,7,21,21,1272,313,73,813,483,1518,298,1802,1797,416,0,0,0,0,0,0,8785,3,421,9209,13182,
21,PUEBLA,163,TEPEACA,27,98,98,11573,2293,482,1692,1107,1951,0,16311,244,281,0,0,0,0,0,0,35934,9,1861,37804,61121,
21,PUEBLA,164,TEPEMAXALCO,1,2,2,1,2,0,4,14,0,295,12,273,0,0,0,0,0,0,0,601,0,39,640,846,
21,PUEBLA,165,TEPEOJUMA,6,15,15,26,2342,17,36,153,16,11,1745,3,11,0,0,0,0,0,0,4360,1,271,4632,7120,
21,PUEBLA,166,TEPETZINTLA,7,16,16,50,2256,13,1014,276,405,0,1413,31,0,0,0,0,0,0,0,5458,0,372,5830,7854,
21,PUEBLA,167,TEPEXCO,3,8,8,13,184,18,548,139,89,874,501,476,798,0,0,0,0,0,0,3640,0,174,3814,5419,
21,PUEBLA,168,TEPEXI DE RODRIGUEZ,11,30,30,606,3720,174,176,291,0,0,4228,147,68,0,0,0,0,0,0,9410,12,603,10025,15892,
21,PUEBLA,169,TEPEYAHUALCO,7,25,25,159,63,17,121,90,5285,18,801,3738,35,0,0,0,0,0,0,10327,0,601,10928,14126,
21,PUEBLA,170,TEPEYAHUALCO DE CUAUHTEMOC,1,5,5,301,26,4,0,19,0,9,409,467,851,0,0,0,0,0,0,2086,1,118,2205,2934,
21,PUEBLA,171,TETELA DE OCAMPO,15,34,34,1010,5348,206,2822,295,0,101,3859,110,120,0,0,0,0,0,0,13871,13,927,14811,20084,
21,PUEBLA,172,TETELES DE AVILA CASTILLO,2,7,7,471,125,44,65,883,17,8,904,260,140,0,0,0,0,0,0,2917,1,118,3036,4724,
21,PUEBLA,173,TEZIUTLAN,41,127,128,3986,3784,629,3318,1261,18732,475,14391,531,431,0,0,0,0,0,0,47538,10,1964,49512,78832,
21,PUEBLA,174,TIANGUISMANALCO,6,16,16,93,487,8,1293,194,203,308,1586,1407,733,0,0,0,0,0,0,6312,1,282,6595,9338,
21,PUEBLA,175,TILAPA,3,14,14,40,35,7,510,115,22,1753,1621,9,364,0,0,0,0,0,0,4476,0,221,4697,7215,
