ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAY,PAN_PRI_NAY,PAN_PRI,PAN_NAY,PRI_NAY,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
31,YUCATAN,14,CUNCUNUL,2,3,3,452,111,2,26,19,8,677,3,0,0,3,0,8,4,0,0,1313,0,33,1346,1459,
31,YUCATAN,15,CUZAMA,3,6,6,1150,190,14,111,536,86,666,326,0,7,0,0,12,11,1,6,3116,0,130,3246,4144,
31,YUCATAN,16,CHACSINKIN,1,4,4,368,1082,1,32,25,4,702,1,1,7,0,0,0,0,0,1,2224,0,31,2255,2455,
31,YUCATAN,17,CHANKOM,4,8,8,2021,126,4,214,35,14,1155,2,1,10,0,0,0,0,0,6,3588,0,43,3631,3898,
31,YUCATAN,18,CHAPAB,3,6,6,833,514,7,42,97,30,1183,10,0,1,0,0,11,1,3,3,2735,0,77,2812,3221,
31,YUCATAN,19,CHEMAX,14,42,42,9646,366,153,157,362,285,8431,37,259,8,4,2,0,0,0,257,19967,11,315,20293,26267,
31,YUCATAN,20,CHICXULUB PUEBLO,2,6,6,1436,93,19,93,56,60,1407,2,2,15,1,0,34,4,23,7,3252,1,75,3328,3813,
31,YUCATAN,21,CHICHIMILA,6,13,13,1065,1935,7,878,43,39,1368,23,0,0,6,0,11,2,7,5,5389,1,109,5499,6990,
31,YUCATAN,22,CHIKINDZONOT,3,6,6,148,1332,3,16,18,8,1656,2,0,0,0,0,3,1,3,4,3194,0,32,3226,3457,
31,YUCATAN,23,CHOCHOLA,3,6,6,354,1242,13,93,77,226,1188,7,4,14,1,1,29,2,10,9,3270,0,82,3352,3867,
31,YUCATAN,24,CHUMAYEL,2,5,5,356,57,1,981,17,20,967,4,3,3,0,0,0,0,5,2,2416,0,33,2449,2776,
31,YUCATAN,25,DZAN,2,7,7,1242,680,398,49,75,23,1270,8,1,7,0,1,20,0,6,3,3783,0,128,3911,4534,
31,YUCATAN,26,DZEMUL,3,6,6,533,39,9,48,44,1223,965,9,12,3,2,0,16,22,4,7,2936,0,104,3040,3354,
31,YUCATAN,27,DZIDZANTUN,5,12,12,1512,245,23,129,96,179,3074,76,7,18,7,0,45,10,18,8,5447,3,138,5588,6832,
31,YUCATAN,28,DZILAM DE BRAVO,2,4,4,285,137,6,38,80,354,645,419,11,5,6,2,23,4,2,4,2021,1,94,2116,2404,
31,YUCATAN,29,DZILAM GONZALEZ,5,10,10,295,227,275,45,36,64,2301,1014,14,9,6,8,26,4,6,5,4335,0,117,4452,5278,
31,YUCATAN,30,DZITAS,4,6,6,569,37,1,51,11,17,498,1,0,1,0,0,0,0,0,1,1187,0,30,1217,3137,
31,YUCATAN,31,DZONCAUICH,3,6,6,231,1061,3,28,23,31,1313,1,0,6,0,0,6,4,8,1,2716,1,22,2739,3007,
31,YUCATAN,32,ESPITA,8,19,19,2380,318,31,2351,96,77,2470,29,0,0,4,0,11,6,10,4,7787,1,165,7953,12156,
31,YUCATAN,33,HALACHO,10,26,26,3383,339,38,248,387,1659,6579,449,7,7,4,9,28,4,17,21,13179,1,390,13570,16044,
31,YUCATAN,34,HOCABA,5,10,10,302,1310,7,70,31,49,2271,4,0,27,0,0,40,1,13,4,4129,1,118,4248,4984,
31,YUCATAN,35,HOCTUN,5,10,10,744,50,997,56,54,64,2103,10,4,0,0,2,230,2,2,5,4323,0,165,4488,5132,
31,YUCATAN,36,HOMUN,6,11,11,745,1677,18,293,86,108,2262,140,0,113,0,0,34,4,22,4,5506,2,250,5758,6470,
31,YUCATAN,37,HUHI,3,8,8,916,713,5,690,40,63,1149,11,0,6,0,0,8,2,3,3,3609,0,101,3710,4346,
31,YUCATAN,38,HUNUCMA,16,42,42,4733,783,309,1316,1821,719,6990,1490,253,266,214,66,305,74,209,249,19797,2,742,20541,26413,
31,YUCATAN,39,IXIL,2,6,6,820,201,24,107,657,110,913,12,2,25,0,0,5,4,3,5,2888,0,83,2971,3400,
31,YUCATAN,40,IZAMAL,15,38,38,1472,5077,130,343,254,282,8255,47,202,155,1,0,429,22,48,39,16756,5,516,17277,21687,
31,YUCATAN,41,KANASIN,29,129,129,17238,1170,272,1400,651,1655,20353,696,0,39,221,0,261,27,556,31,44570,15,2930,47515,87400,
31,YUCATAN,42,KANTUNIL,3,7,7,645,689,12,465,44,36,1348,163,0,9,1,1,11,4,11,5,3444,0,104,3548,4223,
31,YUCATAN,43,KAUA,1,4,4,80,1059,3,101,35,15,1069,0,1,4,0,0,0,0,0,9,2376,1,29,2406,2586,
31,YUCATAN,44,KINCHIL,4,10,10,1060,94,14,1137,488,82,1659,131,1,6,2,1,20,7,11,11,4724,24,184,4932,5527,
31,YUCATAN,45,KOPOMA,2,4,4,378,359,11,27,37,50,884,23,3,1,2,0,20,2,3,1,1801,0,36,1837,2163,
31,YUCATAN,46,MAMA,2,5,5,1100,318,34,57,26,22,674,5,1,3,3,0,3,1,2,2,2251,0,84,2335,2627,
31,YUCATAN,47,MANI,3,8,8,2066,103,23,65,81,32,1250,10,1,101,1,1,12,2,11,3,3762,0,97,3859,4534,
31,YUCATAN,48,MAXCANU,12,32,32,2992,813,28,3412,174,375,5506,374,179,157,146,43,470,225,446,229,15569,0,304,15873,18241,
31,YUCATAN,49,MAYAPAN,2,5,5,1194,370,5,35,48,21,1024,2,0,6,1,0,1,0,0,2,2709,0,36,2745,2992,
31,YUCATAN,50,MERIDA,501,1316,1316,201242,30572,3196,13359,7807,34283,179883,4571,248,1567,442,68,9932,509,2081,1752,491512,372,18379,510263,782863,
31,YUCATAN,51,MOCOCHA,4,5,5,586,883,11,52,56,52,884,27,3,8,7,0,7,2,8,9,2595,0,81,2676,2960,
31,YUCATAN,52,MOTUL,19,49,49,4650,1529,67,1051,313,1347,7333,445,0,215,0,0,391,32,98,40,17511,47,736,18294,28192,
31,YUCATAN,53,MUNA,7,18,18,2161,312,44,220,141,384,3485,1022,6,6,6,17,55,9,16,12,7896,0,378,8274,10528,
31,YUCATAN,54,MUXUPIP,3,5,5,791,20,8,65,30,40,1216,19,0,3,0,0,14,1,6,3,2216,0,29,2245,2519,
31,YUCATAN,55,OPICHEN,3,8,8,2366,15,6,36,20,34,2013,3,6,4,0,0,15,2,10,13,4543,0,70,4613,5416,
31,YUCATAN,56,OXKUTZCAB,16,41,41,1837,4460,105,342,488,166,6925,1034,109,78,14,23,197,33,31,42,15884,7,524,16415,24194,
31,YUCATAN,57,PANABA,6,11,11,2152,240,10,54,26,47,2581,8,0,0,3,0,29,3,6,8,5167,0,121,5288,6083,
31,YUCATAN,58,PETO,17,31,31,2495,1299,58,1217,253,1521,5164,62,155,220,85,52,0,0,0,352,12933,10,273,13216,18070,
31,YUCATAN,59,PROGRESO,30,78,78,9566,778,624,824,992,895,15546,171,101,176,10,0,759,64,162,172,30840,13,1003,31856,49340,
31,YUCATAN,60,QUINTANA ROO,1,2,2,317,13,3,197,11,13,239,68,1,1,0,0,0,0,0,1,864,0,16,880,966,
31,YUCATAN,61,RIO LAGARTOS,3,6,6,792,143,2,200,28,36,1352,8,0,0,2,0,16,4,10,2,2595,1,108,2704,3031,
31,YUCATAN,62,SACALUM,3,7,7,682,43,4,36,921,818,747,10,1,8,1,0,20,5,3,46,3345,1,134,3480,3968,
31,YUCATAN,63,SAMAHIL,3,8,8,467,123,26,1438,70,70,804,636,0,1,9,3,18,6,10,5,3686,0,105,3791,4425,
31,YUCATAN,64,SANAHCAT,1,2,2,416,39,3,28,11,137,398,264,0,3,0,0,2,0,0,0,1301,0,48,1349,1482,
31,YUCATAN,65,SAN FELIPE,2,4,4,677,292,1,20,15,11,615,9,0,0,1,0,20,3,5,5,1674,0,56,1730,1946,
31,YUCATAN,66,SANTA ELENA,3,6,6,1307,13,10,36,24,27,1044,74,2,0,2,1,7,0,8,2,2557,0,50,2607,3294,
31,YUCATAN,67,SEYE,5,13,13,1696,68,819,104,84,188,2332,13,0,11,0,0,32,8,7,9,5371,0,218,5589,8041,
31,YUCATAN,68,SINANCHE,3,5,5,749,106,4,614,418,241,280,4,3,11,0,0,5,0,3,8,2446,1,43,2490,2750,
31,YUCATAN,69,SOTUTA,7,12,12,396,308,33,2351,258,71,1246,40,0,0,2,0,0,0,0,3,4708,1,145,4854,6738,
31,YUCATAN,70,SUCILA,2,5,5,999,396,10,82,49,31,991,5,0,0,3,0,16,7,0,0,2589,0,145,2734,3150,
31,YUCATAN,71,SUDZAL,2,3,3,606,19,4,10,11,13,815,2,0,1,0,0,3,0,1,2,1487,0,26,1513,1657,
31,YUCATAN,72,SUMA,2,4,4,92,18,4,36,35,311,481,419,0,1,0,0,2,0,0,2,1401,0,49,1450,1710,
31,YUCATAN,73,TAHDZIU,1,5,5,541,27,9,43,50,26,851,1367,7,194,34,30,0,0,0,3,3182,1,53,3236,3631,
31,YUCATAN,74,TAHMEK,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3215,
31,YUCATAN,75,TEABO,2,8,8,1127,38,21,26,782,34,1123,9,1,9,1,0,0,0,0,4,3175,0,92,3267,5147,
31,YUCATAN,76,TECOH,10,22,22,3656,831,668,357,155,218,3477,1096,0,91,0,0,60,14,29,11,10663,0,436,11099,13368,
31,YUCATAN,77,TEKAL DE VENEGAS,2,4,4,931,19,3,17,5,11,1029,1,3,5,0,0,7,1,3,1,2036,0,31,2067,2357,
31,YUCATAN,78,TEKANTO,6,8,8,853,187,8,30,35,42,1657,6,81,31,0,0,31,1,3,6,2971,0,35,3006,3249,
31,YUCATAN,79,TEKAX,21,54,54,7766,886,137,851,735,288,9529,267,126,128,28,2,0,0,0,139,20882,9,896,21787,32682,
31,YUCATAN,80,TEKIT,4,14,14,3623,28,13,48,33,56,3566,7,2,5,0,0,14,2,5,8,7410,0,103,7513,8485,
31,YUCATAN,81,TEKOM,4,6,6,498,939,8,47,47,28,809,8,0,0,3,0,2,3,6,1,2399,0,45,2444,2757,
31,YUCATAN,82,TELCHAC PUEBLO,4,6,6,266,807,11,29,938,71,449,9,2,17,0,0,17,3,1,10,2630,0,66,2696,3088,
31,YUCATAN,83,TELCHAC PUERTO,2,4,4,319,553,14,48,55,48,906,6,2,7,0,0,11,1,8,3,1981,0,71,2052,2310,
31,YUCATAN,84,TEMAX,6,11,11,1950,150,7,41,1724,78,735,9,2,15,0,0,13,4,6,8,4742,0,131,4873,5575,
31,YUCATAN,85,TEMOZON,8,21,21,858,43,102,103,83,555,5667,3243,28,17,78,2,0,0,0,18,10797,0,167,10964,12519,
31,YUCATAN,86,TEPAKAN,3,4,4,511,13,552,28,26,16,468,3,0,2,0,0,4,0,1,1,1625,4,80,1709,1996,
31,YUCATAN,87,TETIZ,2,7,7,330,828,7,27,1120,32,414,4,1,1,1,0,11,1,0,7,2784,0,71,2855,4082,
31,YUCATAN,88,TEYA,2,3,3,171,4,2,13,3,225,553,8,0,0,0,0,8,1,0,1,989,0,35,1024,1749,
31,YUCATAN,89,TICUL,16,50,50,8237,317,120,577,847,286,10480,111,59,51,29,0,324,50,95,65,21648,9,659,22316,30392,
31,YUCATAN,90,TIMUCUY,3,10,10,1385,2121,10,48,39,91,1422,19,0,9,0,0,13,2,5,4,5168,0,108,5276,5819,
31,YUCATAN,91,TINUM,7,16,16,1949,62,280,2354,72,56,2146,316,5,17,4,4,0,0,0,15,7280,0,189,7469,9431,
31,YUCATAN,92,TIXCACALCUPUL,4,9,9,931,1076,10,71,68,22,2350,18,0,0,1,0,75,8,7,15,4652,1,195,4848,5470,
31,YUCATAN,93,TIXKOKOB,10,24,24,2101,133,54,397,653,955,3681,2088,0,18,0,0,43,18,35,24,10200,1,467,10668,14534,
31,YUCATAN,94,TIXMEHUAC,4,7,7,208,2240,12,735,36,19,453,12,1,19,0,0,0,0,0,0,3735,0,45,3780,4201,
31,YUCATAN,95,TIXPEHUAL,6,9,9,788,213,96,241,46,335,1804,251,0,5,0,0,13,3,8,8,3811,1,143,3955,4661,
31,YUCATAN,96,TIZIMIN,41,101,101,12103,1884,152,1029,919,635,21072,213,0,0,108,0,923,141,244,157,39580,8,1582,41170,59536,
31,YUCATAN,97,TUNKAS,4,7,7,1158,11,3,18,14,27,1257,66,0,1,0,0,1,3,1,1,2561,0,82,2643,3108,
31,YUCATAN,98,TZUCACAB,8,17,17,2131,182,19,2510,1629,80,2039,46,5,14,2,0,0,0,0,165,8822,0,177,8999,11174,
31,YUCATAN,99,UAYMA,3,5,5,192,649,47,15,29,22,1281,3,0,4,0,0,0,0,0,5,2247,0,37,2284,3268,
31,YUCATAN,100,UCU,2,5,5,698,61,97,230,54,83,890,363,4,5,5,0,54,3,16,3,2566,1,109,2676,3237,
31,YUCATAN,101,UMAN,21,79,79,6796,743,268,900,645,6407,12505,415,58,107,9,6,514,59,129,72,29633,11,1201,30845,49785,
31,YUCATAN,102,VALLADOLID,33,99,99,9450,2802,225,998,1123,775,19888,3516,0,0,371,0,616,85,156,210,40215,35,1237,41487,61368,
31,YUCATAN,103,XOCCHEL,2,5,5,937,21,17,55,40,42,1216,5,0,3,0,0,26,1,4,4,2371,0,43,2414,2719,
31,YUCATAN,104,YAXCABA,11,21,21,4279,557,43,2348,63,116,1308,30,7,14,4,0,0,0,0,5,8774,2,336,9112,11690,
31,YUCATAN,105,YAXKUKUL,1,4,4,442,43,7,572,27,66,488,668,0,4,0,0,14,2,4,1,2338,0,75,2413,2780,
31,YUCATAN,106,YOBAIN,3,4,4,742,22,6,33,31,24,1002,13,5,8,0,1,17,3,4,6,1917,0,44,1961,2146,
