ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,FXMV,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
30,VERACRUZ,27,BANDERILLA,9,35,35,1990,1506,273,429,390,1297,5531,251,253,46,9,2,304,28,49,50,12408,11,444,12863,20703,
30,VERACRUZ,40,COATEPEC,51,126,126,6489,4373,472,1885,1740,3940,20386,1585,660,165,18,29,1135,107,327,222,43533,37,1497,45067,72661,
30,VERACRUZ,48,COSAUTLAN DE CARVAJAL,9,22,22,1147,691,51,335,361,344,3422,148,53,34,7,3,179,29,72,45,6921,2,382,7305,11837,
30,VERACRUZ,81,IXHUACAN DE LOS REYES,5,15,15,881,1295,84,142,208,146,1469,93,60,43,3,0,68,25,27,8,4552,1,243,4796,8137,
30,VERACRUZ,136,RAFAEL LUCIO,3,10,10,322,542,190,248,180,286,2154,78,72,16,3,1,88,9,28,21,4238,0,112,4350,6666,
30,VERACRUZ,163,TEOCELO,9,23,23,467,756,74,730,510,715,3867,186,46,15,4,1,142,42,69,36,7660,2,336,7998,12938,
30,VERACRUZ,181,TLALNELHUAYOCAN,5,23,23,975,2166,101,234,283,657,3222,179,185,57,5,9,164,23,42,37,8339,7,310,8656,14926,
30,VERACRUZ,194,XICO,20,50,50,944,3289,271,572,589,1011,8635,380,191,34,4,11,385,52,86,86,16540,9,675,17224,29064,
30,VERACRUZ,4,ACTOPAN,38,66,66,2380,1523,162,645,366,1503,10668,504,200,61,4,4,463,37,128,72,18720,12,598,19330,32636,
30,VERACRUZ,17,LA ANTIGUA,21,44,44,1375,555,70,334,439,3566,6351,189,111,31,4,3,323,26,89,56,13522,5,412,13939,24758,
30,VERACRUZ,18,APAZAPAN,5,6,6,454,109,86,70,95,233,1176,70,16,1,4,1,40,5,13,4,2377,0,71,2448,3526,
