CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MA,FXMG,PSG,PES,PAC,MLGRO,PBG,REGENERACION,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2682,B,1,0,B,0,1,65,2,4,2,4,127,2,1,0,1,1,1,3,4,0,0,0,0,0,0,0,0,218,0,15,233,463,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2682,C,1,0,C01,0,0,98,0,8,3,3,109,0,3,0,0,1,2,1,7,2,0,0,1,0,1,0,0,239,0,25,264,463,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2683,B,1,0,B,0,3,81,2,5,6,0,244,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,1,351,0,8,359,467,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2684,B,1,0,B,0,4,121,1,7,2,6,243,0,5,0,0,3,2,5,3,0,0,0,1,0,0,0,0,403,0,8,411,524,ACTA CASILLA,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2685,B,1,0,B,0,2,151,3,14,9,13,261,1,2,0,3,0,1,10,3,0,0,0,0,2,1,0,0,476,0,23,499,693,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2685,E,1,0,E01,0,2,122,0,3,3,11,258,0,1,0,1,1,1,4,0,0,0,0,0,0,0,0,0,407,0,11,418,560,ACTA CASILLA,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2686,B,1,0,B,0,5,107,4,11,11,8,125,1,0,0,0,1,1,3,1,0,0,0,0,0,0,0,1,279,0,18,297,402,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2686,C,1,0,C01,0,0,100,0,8,3,3,109,0,2,0,1,1,2,1,7,2,0,0,1,0,1,0,0,241,0,25,266,401,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2686,E,1,0,E01,0,0,39,0,5,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,3,132,210,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2686,E,2,0,E02,0,1,75,1,2,1,1,99,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,187,0,9,196,254,ACTA CASILLA,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2687,B,1,0,B,0,1,192,3,8,11,11,244,1,0,0,0,0,3,1,3,1,0,0,1,2,0,0,1,483,0,16,499,638,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2687,C,1,0,C01,0,5,169,2,5,16,9,216,0,0,0,2,4,0,4,1,0,0,0,0,1,0,0,1,435,1,18,454,638,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2688,B,1,0,B,0,2,168,2,5,7,9,174,1,0,0,1,0,2,4,0,0,1,0,1,0,0,2,0,379,0,16,395,536,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2688,C,1,0,C01,0,4,137,1,10,6,7,195,0,0,0,1,2,2,7,2,0,0,0,0,0,0,2,1,377,0,11,388,536,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2688,C,2,0,C02,0,4,162,2,4,8,11,178,1,0,0,1,1,1,9,2,1,1,0,0,0,1,0,1,388,0,19,407,535,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2689,B,1,0,B,0,0,140,1,3,2,4,205,1,2,0,5,3,3,11,1,1,0,0,0,0,1,0,0,383,0,13,396,525,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2689,C,1,0,C01,0,1,93,1,13,9,8,152,1,0,0,2,0,1,2,2,0,0,0,0,1,0,0,1,287,0,14,301,524,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2690,B,1,0,B,0,3,228,0,9,5,2,227,1,1,0,8,2,1,20,1,0,0,0,0,0,0,0,0,508,0,13,521,733,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2690,C,1,0,C01,0,1,22,1,6,6,6,232,0,1,0,1,5,1,8,1,0,0,0,0,1,0,0,0,292,0,18,310,733,ACTA CASILLA,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2691,B,1,0,B,0,4,210,3,5,9,8,190,1,0,0,2,4,3,4,7,0,0,0,0,0,0,0,0,450,0,20,470,660,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2691,C,1,0,C01,0,2,182,3,6,5,7,192,0,2,0,1,1,0,6,5,0,1,0,0,0,0,2,0,415,0,17,432,659,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2691,C,2,0,C02,0,1,202,1,2,10,15,205,0,0,0,1,2,2,4,7,0,0,0,0,0,0,0,0,452,0,15,467,659,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2691,C,3,0,C03,0,4,216,2,8,4,9,190,0,4,0,3,1,1,0,8,0,0,0,0,0,0,0,0,450,0,15,465,659,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2691,C,4,0,C04,0,5,189,4,7,6,7,224,0,2,0,1,4,0,5,6,0,0,0,0,1,0,0,0,461,0,21,482,659,ACTA CASILLA,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2691,C,5,0,C05,0,2,188,0,5,10,10,188,0,3,0,1,1,3,5,4,0,1,0,0,0,0,1,1,423,0,21,444,659,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2692,B,1,0,B,0,4,184,0,6,2,6,171,0,2,0,0,3,3,5,5,0,0,0,0,0,0,0,0,391,0,10,401,566,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2692,C,1,0,C01,0,3,184,3,1,5,11,164,1,3,0,1,7,1,7,3,0,0,0,0,0,0,0,0,394,0,15,409,565,ACTA CASILLA,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2692,C,2,0,C02,0,2,138,3,5,1,10,208,2,0,0,1,5,0,3,7,0,0,0,0,1,1,0,0,387,0,20,407,565,GRUPO DE RECUENTO,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2692,E,1,0,E01,0,1,137,0,4,4,6,158,1,1,0,0,1,1,7,0,1,0,0,0,0,0,2,1,325,0,21,346,476,ACTA CASILLA,,,
4,12,GUERRERO,16,OMETEPEC,72,XOCHISTLAHUACA,2692,E,1,1,E01C01,0,2,127,0,8,6,7,17,0,1,0,1,2,0,8,1,1,0,0,0,1,0,0,0,182,0,18,200,475,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,411,B,1,0,B,0,0,192,7,9,14,7,128,0,0,0,0,0,0,0,0,4,0,1,0,3,1,0,1,367,1,9,377,561,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,411,C,1,0,C01,0,5,202,16,5,13,5,122,0,0,0,0,0,0,2,0,3,1,0,1,1,1,1,0,378,0,11,389,561,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,412,B,1,0,B,0,1,137,5,2,3,5,50,0,0,0,2,0,0,0,0,3,1,0,2,0,0,0,0,211,0,10,221,316,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,413,B,1,0,B,0,5,25,121,10,30,11,151,1,0,0,1,0,0,1,0,2,0,0,2,5,0,1,1,367,0,20,387,732,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,414,B,1,0,B,0,4,238,11,2,19,5,145,1,0,0,0,1,0,0,0,2,1,0,4,3,0,0,1,437,0,12,449,664,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,414,C,1,0,C01,0,4,212,8,1,16,1,173,0,0,0,0,0,1,0,0,1,1,0,1,3,1,1,1,425,0,17,442,663,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,414,C,2,0,C02,0,6,198,17,3,22,6,141,0,0,0,0,0,2,0,0,4,0,0,0,8,0,0,0,407,0,13,420,663,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,414,C,3,0,C03,0,11,186,15,4,18,4,152,1,0,0,0,0,0,3,0,2,2,1,2,0,1,2,1,405,0,20,425,663,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,415,B,1,0,B,0,2,193,3,8,14,4,162,0,0,0,0,3,1,0,0,4,0,0,1,3,1,1,3,403,0,17,420,746,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,415,C,1,0,C01,0,1,196,4,11,5,4,179,0,0,0,1,2,1,1,0,4,0,0,0,1,1,0,1,412,0,8,420,745,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,415,C,2,0,C02,0,2,190,1,4,2,3,185,0,0,0,0,3,1,0,0,9,0,0,2,3,0,2,0,407,0,10,417,745,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,416,B,1,0,B,0,0,80,7,1,2,0,73,0,0,0,0,0,0,1,0,2,0,0,2,3,1,3,0,175,0,5,180,379,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,416,C,1,0,C01,0,1,90,6,4,4,1,68,0,0,0,0,0,1,1,0,7,0,0,0,7,0,0,0,190,0,3,193,378,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,417,B,1,0,B,0,0,106,6,2,2,3,124,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,1,251,0,4,255,453,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,417,C,1,0,C01,0,1,94,1,2,1,0,124,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,4,232,0,8,240,453,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,418,B,1,0,B,0,0,175,4,5,8,1,196,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,395,1,3,399,672,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,418,C,1,0,C01,0,0,131,6,7,7,3,201,0,0,0,0,1,1,0,0,5,0,0,0,5,1,2,3,373,0,10,383,672,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,419,B,1,0,B,0,1,144,9,3,6,6,248,0,0,0,0,13,0,0,0,2,1,0,4,4,1,1,0,443,0,13,456,710,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,420,B,1,0,B,0,1,288,0,0,2,2,22,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,320,0,3,323,409,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,421,B,1,0,B,0,1,169,2,4,1,1,125,0,0,0,0,1,0,0,0,1,1,0,1,4,0,2,0,313,0,2,315,509,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,421,C,1,0,C01,0,1,146,3,2,1,3,151,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,314,0,0,314,508,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,422,B,1,0,B,0,0,60,2,8,2,1,161,0,0,0,0,1,0,0,0,1,1,0,0,5,0,1,0,243,0,11,254,495,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,422,C,1,0,C01,0,0,85,2,2,3,3,107,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,207,0,10,217,495,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,423,B,1,0,B,0,2,95,0,1,6,0,101,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,211,0,10,221,385,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,423,C,1,0,C01,0,1,99,0,2,2,5,91,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,2,209,0,10,219,384,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,424,B,1,0,B,0,1,277,2,2,5,1,149,0,0,0,0,6,0,1,0,0,0,0,0,1,1,0,0,446,0,10,456,626,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,425,B,1,0,B,0,2,141,4,5,7,4,188,0,0,0,1,1,9,0,0,2,0,0,0,1,1,0,1,367,0,12,379,541,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,426,B,1,0,B,0,0,102,0,0,0,2,166,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,273,0,7,280,416,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,427,B,1,0,B,0,0,265,0,0,0,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,9,391,539,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,428,B,1,0,B,0,0,148,2,0,0,3,48,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,207,0,17,224,383,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,428,C,1,0,C01,0,0,151,3,5,4,4,48,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,223,0,9,232,382,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,429,B,1,0,B,0,0,70,3,2,3,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98,0,2,100,132,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,430,B,1,0,B,0,0,67,4,0,3,0,62,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,140,0,3,143,173,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,431,B,1,0,B,0,0,79,1,3,5,0,42,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,135,0,6,141,203,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,432,B,1,0,B,0,0,219,30,5,0,1,109,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,367,0,16,383,649,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,433,B,1,0,B,0,2,87,1,6,34,0,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,183,0,4,187,275,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,434,B,1,0,B,0,0,149,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,10,284,448,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,434,C,1,0,C01,0,3,141,3,5,2,3,116,0,0,0,0,0,0,0,0,2,1,0,0,4,0,1,2,283,0,6,289,448,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,435,B,1,0,B,0,0,321,1,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,353,0,9,362,604,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,436,B,1,0,B,0,2,208,4,3,0,1,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,247,0,11,258,345,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,437,B,1,0,B,0,0,98,3,2,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,128,0,1,129,187,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,438,B,1,0,B,0,2,225,22,7,5,3,200,1,0,0,0,4,0,0,0,3,0,0,0,4,0,0,1,477,0,9,486,682,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,439,B,1,0,B,0,0,33,1,1,0,2,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,88,0,4,92,122,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,440,B,1,0,B,0,0,78,0,6,19,3,76,0,0,0,0,0,1,0,0,6,0,0,0,4,0,2,0,195,0,11,206,329,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,441,B,1,0,B,0,0,108,6,3,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,3,204,274,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,442,B,1,0,B,0,3,115,3,4,13,4,85,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,235,0,3,238,409,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,443,B,1,0,B,0,1,128,2,8,6,6,78,0,0,0,0,0,0,0,0,6,0,0,1,2,2,1,0,241,0,16,257,406,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,443,C,1,0,C01,0,1,143,0,3,5,2,97,1,0,0,1,0,1,0,0,5,0,0,0,1,0,0,0,260,0,21,281,405,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,444,B,1,0,B,0,1,83,0,5,12,3,71,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,177,0,2,179,336,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,445,B,1,0,B,0,1,170,8,9,6,1,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,241,0,7,248,378,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,445,C,1,0,C01,0,1,183,2,3,6,2,41,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,241,0,10,251,377,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,446,B,1,0,B,0,1,137,11,4,5,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,5,224,341,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,447,B,1,0,B,0,1,68,4,7,4,2,101,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,192,0,6,198,355,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,448,B,1,0,B,0,1,114,8,1,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,1,179,283,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,450,B,1,0,B,0,0,113,1,2,2,1,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,153,0,4,157,263,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,453,B,1,0,B,0,1,58,1,4,9,4,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,85,0,6,91,372,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,454,B,1,0,B,0,0,214,8,3,2,2,37,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,271,0,1,272,376,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,455,B,1,0,B,0,2,337,4,3,1,5,31,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,387,0,14,401,518,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,3,AJUCHITLAN DEL PROGRESO,455,E,1,0,E01,0,0,197,0,2,6,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,232,0,7,239,252,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,943,B,1,0,B,0,7,43,72,11,15,8,178,2,0,0,0,0,2,0,0,1,0,0,0,11,2,1,0,353,0,13,366,652,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,943,C,1,0,C01,0,4,38,66,10,13,9,174,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,323,0,20,343,651,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,944,B,1,0,B,0,8,49,35,7,5,2,81,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,195,0,5,200,314,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,945,B,1,0,B,0,5,35,87,9,17,5,132,3,0,0,2,0,0,0,0,1,0,0,1,2,0,1,0,300,0,15,315,586,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,945,C,1,0,C01,0,5,35,87,9,17,5,132,3,0,0,2,0,0,0,0,1,0,0,1,2,0,1,0,300,0,15,315,585,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,945,C,2,0,C02,0,7,51,84,10,10,6,129,3,0,0,0,0,1,0,0,7,0,0,1,0,2,0,1,312,0,19,331,585,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,945,SMR,1,0,SMR01,0,12,19,65,14,5,11,108,0,0,0,2,0,1,5,0,0,2,0,0,3,0,1,2,250,0,12,262,0,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,946,B,1,0,B,0,4,46,70,11,18,8,157,2,0,0,1,1,3,1,0,1,0,1,0,2,0,4,3,333,1,25,359,700,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,946,C,1,0,C01,0,7,37,81,9,11,5,172,1,0,0,1,0,0,1,0,2,1,0,2,2,0,1,1,334,0,20,354,700,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,946,C,2,0,C02,0,5,33,61,8,8,5,198,1,0,0,0,0,1,0,0,4,0,0,0,5,0,0,2,331,0,28,359,699,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,947,B,1,0,B,0,0,41,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,2,46,108,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,949,B,1,0,B,0,0,10,59,1,0,3,17,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,95,0,6,101,207,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,950,B,1,0,B,0,4,7,21,1,7,1,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,73,0,5,78,165,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,951,B,1,0,B,0,1,14,45,3,4,1,87,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,1,169,0,16,185,412,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,951,C,1,0,C01,0,1,9,51,6,0,4,114,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,188,0,17,205,411,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,952,B,1,0,B,0,1,8,57,2,1,1,4,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,88,0,2,90,189,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,953,B,1,0,B,0,5,20,53,8,5,6,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,10,289,587,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,954,B,1,0,B,0,3,12,51,3,2,4,77,2,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,159,0,2,161,387,ACTA CASILLA,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,954,C,1,0,C01,0,11,19,71,8,2,5,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,192,0,7,199,387,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,955,B,1,0,B,0,6,17,124,7,7,8,82,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,254,0,18,272,583,ACTA LEVANTADA EN CONSEJO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,956,B,1,0,B,0,1,9,40,4,8,2,104,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,5,179,0,11,190,395,GRUPO DE RECUENTO,,,
4,12,GUERRERO,17,COYUCA,22,COYUCA DE CATALAN,957,B,1,0,B,0,4,38,115,6,4,2,88,0,0,0,0,0,2,0,0,0,0,1,1,2,0,1,2,266,0,13,279,547,GRUPO DE RECUENTO,,,
