CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MA,FXMG,PSG,PES,PAC,MLGRO,PBG,REGENERACION,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,362,4,4,18,57,8,61,27,80,604,5,36,1,17,18,5,8,0,7,2,0,1,51,7,8,11,1032,1,44,1077,2285
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,363,3,3,6,30,11,48,20,34,374,9,17,1,4,1,1,60,0,2,0,0,1,17,3,3,6,648,0,33,681,1402
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,367,1,1,2,8,3,12,22,3,303,2,12,0,16,0,0,0,0,2,0,0,0,13,1,3,6,408,0,19,427,712
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,369,3,3,23,51,14,38,21,23,345,6,44,2,17,4,2,8,0,4,0,0,0,25,2,1,5,635,0,36,671,1535
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,370,3,3,9,38,14,57,75,25,478,4,33,0,39,20,3,4,0,2,1,1,0,59,4,7,7,880,0,47,927,1898
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,371,5,5,31,29,18,61,32,49,501,94,81,7,12,8,4,8,0,1,0,0,0,46,6,4,7,999,0,54,1053,2377
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,372,3,3,4,23,3,33,29,27,426,1,188,0,4,8,1,4,0,1,0,0,0,21,10,2,10,795,0,42,837,1894
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,373,4,4,7,47,41,51,37,97,708,0,54,1,37,14,2,3,0,3,0,1,0,37,8,6,7,1161,1,45,1207,2409
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,374,4,4,9,63,23,63,40,91,753,3,27,12,22,5,5,14,0,7,1,0,0,62,8,3,11,1222,0,58,1280,2607
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,375,2,2,7,26,13,24,17,31,331,3,19,0,15,0,2,3,0,1,0,0,0,5,2,2,8,509,0,24,533,1189
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,376,2,2,2,38,3,17,82,19,188,1,9,0,1,5,0,7,0,1,0,0,0,6,3,2,0,384,0,21,405,803
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,377,3,3,7,71,1,46,27,42,607,0,5,0,46,6,1,9,0,4,0,2,0,28,6,6,7,921,0,49,970,1860
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,378,3,3,17,68,10,46,30,40,533,1,42,4,19,4,0,6,0,5,1,1,0,12,0,5,15,859,0,36,895,1788
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,379,3,3,10,22,5,32,16,190,554,0,54,0,7,5,4,6,0,4,1,0,0,19,6,5,14,954,0,25,979,1746
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,380,3,3,6,16,6,66,30,60,684,1,7,2,6,0,5,8,0,1,0,0,0,20,5,1,8,932,0,27,959,1693
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,381,2,2,6,13,5,47,17,24,368,0,6,0,4,0,2,7,0,2,0,0,0,32,1,1,6,541,0,24,565,1142
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,382,2,2,2,6,2,25,8,13,365,0,6,0,6,1,1,2,0,2,0,0,0,24,2,0,11,476,0,17,493,885
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2796,2,2,1,58,8,19,9,27,234,0,17,1,55,3,4,8,0,3,1,1,0,10,1,1,3,464,0,32,496,850
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2797,4,4,7,66,6,74,42,42,621,1,53,3,114,21,4,16,0,4,0,1,0,36,9,3,19,1142,0,82,1224,2962
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2804,3,3,21,34,8,46,47,58,531,0,45,2,14,4,2,16,0,2,0,0,0,37,5,2,9,883,0,29,912,1957
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2805,3,3,32,53,13,29,25,69,479,1,78,0,19,4,10,11,0,3,2,0,1,15,2,4,5,855,0,34,889,1666
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2806,5,5,56,78,21,67,35,152,834,5,32,16,41,4,12,18,0,8,1,0,0,47,6,3,6,1442,3,46,1491,3169
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2807,4,4,32,64,12,54,34,87,622,2,30,19,38,5,5,15,0,7,1,1,0,47,8,5,11,1099,0,31,1130,2412
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2824,3,3,49,60,17,46,28,111,609,3,13,4,29,7,12,1,0,8,3,1,2,34,3,7,9,1056,0,37,1093,2110
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2825,4,4,80,108,31,65,34,144,698,7,13,7,56,12,10,22,0,11,2,1,0,46,0,5,13,1365,6,148,1519,2609
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2826,4,4,60,129,20,55,45,158,751,7,23,13,54,5,16,11,0,17,0,1,2,63,4,8,12,1454,2,66,1522,2986
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2827,4,4,92,110,26,55,29,160,609,5,28,6,78,5,11,12,0,21,2,0,0,38,2,8,6,1303,0,50,1353,2483
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2828,2,2,25,25,6,36,10,38,234,0,10,2,6,5,2,3,0,4,1,0,1,17,7,1,8,441,0,16,457,930
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
4,12,GUERRERO,7,ACAPULCO,1,ACAPULCO DE JUAREZ,2829,4,4,26,37,9,62,23,93,596,2,21,4,21,1,4,9,0,9,1,0,0,34,7,7,23,989,0,45,1034,2291
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,1,2,2,15,27,38,39,31,24,390,3,2,1,9,5,22,7,3,3,1,1,1,24,5,1,7,659,0,28,687,1236
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,2,2,2,29,16,10,19,15,41,233,4,10,2,17,4,23,3,1,1,0,1,0,9,3,4,14,459,0,22,481,960
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,3,4,4,6,38,20,63,34,41,579,5,6,2,27,6,163,4,2,4,0,1,1,45,11,8,6,1072,0,59,1131,2294
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,4,2,2,7,22,13,23,14,24,272,1,8,0,9,2,11,4,2,0,0,0,0,16,0,5,5,438,0,16,454,933
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,5,1,1,5,16,20,14,7,29,221,3,2,0,5,2,2,5,0,0,0,0,0,12,1,3,7,354,0,13,367,688
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,6,1,1,12,16,13,17,16,21,209,5,1,0,22,1,8,5,0,3,0,0,0,9,0,2,2,362,0,14,376,720
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,7,2,2,21,25,6,44,17,52,287,0,1,3,16,6,46,6,0,3,0,0,0,26,1,5,10,575,0,24,599,1195
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,8,2,2,7,24,9,32,12,41,239,1,2,0,7,2,21,2,1,1,1,0,0,12,4,4,1,423,0,22,445,817
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,9,2,2,1,16,12,24,10,27,200,0,1,4,9,16,10,2,3,0,0,0,0,16,2,2,3,358,0,18,376,763
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,10,2,2,8,15,11,30,13,27,249,1,2,1,16,2,15,11,5,0,0,0,0,21,5,4,7,443,0,27,470,889
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,11,2,2,8,16,6,20,20,24,257,1,2,3,8,5,2,9,1,2,0,0,0,22,6,0,7,419,2,17,438,877
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,12,2,2,13,12,10,21,17,21,257,1,2,0,10,2,8,7,1,2,0,0,0,14,5,5,5,413,0,14,427,832
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,13,2,2,9,34,15,32,26,42,362,3,3,2,11,5,28,6,1,3,0,0,0,12,2,3,5,604,1,48,653,1274
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,110,6,6,28,85,58,103,80,129,928,5,17,0,36,5,41,127,7,6,0,1,0,54,14,11,14,1749,2,81,1832,4359
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,123,4,4,25,41,46,60,67,52,553,5,5,3,10,5,55,22,8,7,2,0,0,29,13,11,8,1027,1,50,1078,2505
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,124,3,3,17,23,22,27,29,37,257,4,3,1,7,1,12,6,2,2,1,0,0,27,5,3,4,490,1,27,518,1839
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,125,4,4,33,53,32,47,100,70,491,1,5,3,13,4,7,23,2,5,0,0,0,24,4,11,13,941,2,61,1004,2076
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,126,3,3,24,29,32,27,56,33,256,0,3,2,7,0,7,5,1,6,0,0,0,14,6,1,1,510,0,14,524,1765
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,166,3,3,21,31,37,60,47,74,457,2,7,0,11,2,56,8,4,3,0,0,0,30,9,6,12,877,1,56,934,2149
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,167,2,2,6,39,28,28,49,49,379,1,9,0,8,3,3,12,1,1,0,0,0,13,4,6,5,644,0,29,673,1337
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,168,2,2,17,25,20,29,20,38,322,3,5,0,11,1,7,21,0,2,0,0,0,15,4,3,6,549,0,27,576,1128
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,883,3,3,7,160,78,32,17,9,463,0,3,1,3,3,4,2,1,21,2,2,2,13,4,6,2,835,0,40,875,2042
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,884,2,2,9,124,79,26,15,13,238,2,2,0,8,2,2,1,1,10,2,1,3,14,2,2,6,562,0,33,595,1226
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,885,2,2,5,152,78,17,17,18,318,1,4,0,4,1,1,5,0,5,1,1,4,12,4,1,5,654,0,40,694,1273
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,886,1,1,5,100,69,9,6,14,169,0,8,1,1,3,1,1,1,3,0,0,0,4,2,2,1,400,0,20,420,710
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,887,2,2,9,122,122,16,14,14,231,1,5,1,1,0,2,4,0,17,0,0,4,4,0,1,2,570,0,16,586,929
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,888,3,3,11,151,112,47,29,22,354,1,7,2,17,9,4,5,5,12,0,1,5,22,9,3,9,837,0,40,877,1999
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,889,3,3,8,135,92,14,21,18,294,0,6,2,6,4,8,4,0,9,1,0,3,10,2,0,4,641,2,29,672,1806
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,890,3,3,7,172,81,32,57,20,391,2,7,2,6,1,2,2,2,9,1,1,1,17,6,3,7,829,0,45,874,1761
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,891,1,1,3,60,2,41,9,0,63,1,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,186,0,8,194,392
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,892,1,1,1,45,2,31,25,2,99,0,0,0,2,0,0,0,0,0,0,0,0,7,3,0,3,220,0,5,225,520
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,893,1,1,5,36,18,5,11,5,144,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,3,232,0,2,234,392
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,894,2,2,10,66,21,52,12,7,267,0,2,0,1,0,1,1,1,8,0,0,0,13,8,3,5,478,1,9,488,933
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,895,2,2,7,106,10,57,56,6,164,1,1,1,8,3,0,4,3,8,0,0,1,16,9,1,5,467,0,32,499,1412
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,896,1,1,0,57,4,22,21,3,83,0,2,0,1,0,0,2,1,0,0,0,1,2,0,2,3,204,0,0,204,590
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,897,1,1,0,29,1,61,6,3,45,0,0,0,1,0,0,1,0,0,0,0,0,2,3,0,2,154,0,2,156,391
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,898,1,1,2,21,4,27,10,2,142,0,7,0,1,1,0,2,1,3,0,0,0,6,3,0,0,232,0,12,244,458
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,899,1,1,7,56,8,23,22,3,84,0,1,3,0,2,0,0,0,2,0,1,2,5,3,0,3,225,0,21,246,657
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,900,1,1,2,64,3,20,11,4,88,0,1,0,2,7,0,4,1,1,1,0,1,2,2,0,4,218,0,9,227,499
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,901,1,1,0,14,3,13,2,0,36,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,74,0,2,76,202
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,902,1,1,1,20,13,5,4,1,85,0,3,0,1,2,0,1,0,1,0,0,0,2,1,2,1,143,0,3,146,284
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,903,2,2,3,33,36,40,36,3,476,1,7,0,1,0,0,9,4,3,2,0,1,17,5,3,7,687,0,26,713,1411
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,904,1,1,0,11,6,2,10,0,57,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,91,0,4,95,151
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,905,1,1,1,40,3,23,11,2,115,0,5,3,1,0,0,2,0,2,0,0,0,6,0,0,2,216,0,7,223,402
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,906,1,1,0,7,0,32,2,4,88,0,1,1,0,9,0,0,0,0,0,0,0,5,2,0,0,151,0,2,153,257
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,907,2,2,3,117,17,37,82,12,281,2,13,0,7,14,5,4,5,5,2,0,0,13,13,8,4,644,2,42,688,1418
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,908,2,2,12,65,16,23,88,11,286,0,16,1,12,9,4,8,1,9,0,0,1,18,12,4,3,599,1,48,648,1334
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,909,2,2,6,18,20,52,30,38,518,0,2,0,4,2,4,4,2,4,0,0,2,18,8,10,0,742,0,30,772,1491
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,910,2,2,11,46,10,31,21,8,320,0,3,0,0,18,0,3,4,2,0,0,0,17,9,1,4,508,0,22,530,838
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,911,1,1,1,28,11,24,10,6,143,0,3,1,0,4,1,6,0,4,0,0,1,4,1,0,0,248,0,19,267,436
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,912,1,1,10,84,27,12,5,6,202,0,0,1,1,0,3,2,3,2,1,0,4,5,1,0,0,369,1,12,382,687
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,913,2,2,3,99,59,27,16,3,319,0,2,0,0,0,16,2,1,5,0,0,0,9,4,2,2,569,0,20,589,982
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,914,1,1,2,27,25,21,67,4,162,0,0,1,1,2,2,1,1,1,0,1,0,6,3,5,0,332,1,11,344,697
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,915,2,2,3,38,30,16,13,16,269,1,0,1,1,2,1,2,0,4,0,0,0,15,4,4,8,428,0,13,441,808
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,916,1,1,2,37,4,10,10,9,183,0,1,0,3,0,0,1,0,3,0,0,0,3,2,0,5,273,0,11,284,511
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,917,3,3,4,71,31,24,84,10,393,0,1,1,8,9,1,0,0,3,1,0,2,30,6,12,11,702,0,25,727,1622
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,918,2,2,1,39,14,16,75,5,217,2,4,0,3,1,1,9,1,3,0,0,0,6,3,9,0,409,0,10,419,847
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,919,2,2,4,22,10,29,14,5,231,0,25,1,1,2,8,1,1,1,0,0,0,13,2,1,4,375,0,21,396,829
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,920,1,1,2,37,7,12,11,1,87,1,2,0,0,0,0,0,0,3,0,0,1,3,2,0,1,170,0,4,174,272
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,921,1,1,1,40,12,13,12,0,117,0,0,1,1,0,0,2,0,2,0,0,0,4,3,0,2,210,0,9,219,448
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,922,1,1,21,73,32,16,9,7,165,0,3,1,2,0,1,0,1,4,0,0,1,8,0,0,5,349,0,20,369,677
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,923,1,1,3,93,45,20,3,5,163,1,0,0,1,2,7,2,0,6,0,0,3,4,2,3,0,363,1,19,383,745
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,924,1,1,0,1,1,6,3,2,70,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,86,0,4,90,153
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,925,3,3,10,115,38,49,22,15,412,1,10,1,2,61,5,8,0,11,2,0,0,12,7,5,5,791,0,38,829,1565
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,926,3,3,12,141,29,28,28,13,483,0,7,0,5,7,0,5,4,7,1,2,3,19,1,0,7,802,3,29,834,1502
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,927,1,1,1,28,28,1,3,0,65,0,0,0,0,1,0,1,1,2,1,0,0,1,1,1,1,136,1,5,142,196
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,928,2,2,9,91,42,14,10,9,290,0,2,0,0,5,3,3,3,7,1,3,2,15,2,0,4,515,1,15,531,925
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,929,2,2,4,133,185,10,9,5,330,0,2,1,1,11,9,1,2,13,2,0,4,8,3,1,0,734,0,27,761,1074
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,930,1,1,1,33,13,7,17,3,82,0,6,0,2,0,0,1,0,1,0,0,0,5,2,0,1,174,0,13,187,342
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,931,3,3,9,140,63,52,60,25,576,0,53,1,8,4,2,13,4,9,0,0,3,31,8,7,8,1076,1,51,1128,2197
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,932,3,3,9,160,52,26,62,12,419,0,36,0,12,1,1,3,3,13,4,0,0,30,1,4,0,848,2,27,877,1793
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,933,2,2,8,88,59,33,55,8,369,0,21,0,2,5,5,3,3,4,0,0,0,8,2,4,5,682,0,39,721,1329
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,934,1,1,5,86,49,10,12,5,264,0,3,6,2,0,0,1,1,7,0,0,0,7,0,0,0,458,0,10,468,746
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,935,1,1,3,43,41,9,38,6,203,0,3,1,3,3,1,0,2,0,1,0,0,6,1,0,2,366,0,13,379,709
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,936,3,3,14,101,70,42,32,28,512,0,16,2,4,12,9,123,0,15,4,1,6,30,6,4,6,1037,0,50,1087,2021
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,937,2,2,10,41,40,28,21,24,274,1,6,1,1,5,8,12,0,7,0,0,0,24,6,4,9,522,0,23,545,1012
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,939,2,2,22,45,37,34,14,24,313,1,2,1,5,6,0,4,2,5,0,2,0,21,1,2,4,545,0,25,570,1154
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,940,1,1,4,43,30,22,9,6,217,0,7,0,1,5,11,0,1,4,0,0,0,14,1,0,6,381,0,12,393,696
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,941,1,1,8,66,29,28,10,9,233,0,3,1,3,3,0,4,0,9,0,1,0,2,2,1,1,413,0,15,428,738
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,942,2,2,14,58,24,39,13,16,213,0,1,1,0,7,3,0,1,6,2,0,1,5,4,1,1,410,0,21,431,902
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,112,5,5,23,25,23,75,36,46,691,2,136,2,15,11,14,14,0,4,0,0,0,0,0,0,0,1117,1,143,1261,3042
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,113,3,3,8,23,6,75,34,25,310,4,22,2,6,17,7,11,0,4,1,0,0,0,0,0,0,555,1,78,634,1691
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,114,8,8,49,91,28,462,110,146,1370,6,75,8,58,12,44,13,0,8,1,0,0,0,0,0,0,2481,0,238,2719,5972
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,115,3,3,8,43,10,123,35,31,394,4,39,3,6,3,3,7,0,0,0,0,0,0,0,0,0,709,0,95,804,1704
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,116,3,3,9,44,17,168,24,31,525,3,50,3,15,3,4,7,0,1,0,0,0,0,0,0,0,904,0,105,1009,2026
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,118,4,4,11,22,20,120,37,57,551,5,22,1,25,6,10,8,0,5,0,0,0,0,0,0,0,900,1,135,1036,2269
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,119,4,4,12,29,11,94,43,63,531,4,71,6,19,14,82,20,0,1,0,0,0,0,0,0,0,1000,0,156,1156,2566
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,120,3,3,7,27,7,79,28,30,325,3,46,1,13,6,7,10,0,2,0,0,0,0,0,0,0,591,0,103,694,1513
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,132,3,3,11,31,27,64,30,36,454,12,39,11,24,3,4,7,0,3,0,1,0,0,0,0,0,757,0,74,831,1664
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,133,3,3,12,41,18,87,35,63,431,8,65,2,18,5,10,11,0,6,0,0,0,0,0,0,0,812,0,89,901,1825
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,134,7,7,33,91,31,234,83,73,989,3,128,5,43,10,7,11,0,14,1,1,3,0,0,0,0,1760,0,176,1936,4512
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,135,5,5,12,17,6,86,39,48,559,2,398,3,64,7,17,7,0,4,1,0,0,0,0,0,0,1270,0,143,1413,3078
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,136,5,5,36,54,14,159,77,94,798,4,224,6,31,10,13,10,0,15,0,0,1,0,0,0,0,1546,0,136,1682,3230
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,137,2,2,7,24,9,42,18,30,350,1,50,2,11,3,6,6,0,1,0,0,0,0,0,0,0,560,1,42,603,1054
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,138,6,6,48,82,42,200,73,135,935,11,53,13,48,7,7,38,0,12,1,0,1,0,0,0,0,1706,0,172,1878,3857
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,151,2,2,10,21,10,68,23,30,423,4,37,2,15,4,2,0,0,7,1,0,0,0,0,0,0,657,0,48,705,1193
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,152,2,2,6,16,8,39,22,36,360,4,30,0,15,1,6,5,0,2,0,0,1,0,0,0,0,551,0,39,590,1057
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,153,2,2,18,20,19,77,19,39,341,2,87,4,21,4,1,7,0,3,0,0,1,0,0,0,0,663,0,106,769,1410
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,154,2,2,16,25,8,131,11,26,331,0,40,11,9,14,13,4,0,0,3,0,0,0,0,0,0,642,0,46,688,1189
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,155,2,2,6,37,17,45,23,34,318,3,82,1,22,3,10,7,0,3,0,1,0,0,0,0,0,612,0,75,687,1335
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,156,2,2,27,34,8,66,23,48,394,2,24,5,19,6,8,6,0,2,0,0,0,0,0,0,0,672,0,56,728,1283
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,313,2,2,4,12,7,286,6,24,106,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,449,0,22,471,797
