CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PUP,NAO,FXMO,MUJER,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,PVEM_MORENA_FXMO,PVEM_MORENA,PVEM_FXMO,MORENA_FXMO,C_PVEM_FXMO,PT_PUP,PT_NAO,PUP_NAO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1592,1,1,6,7,6,27,18,11,184,9,40,34,5,2,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,355,2,22,379,568
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1593,1,1,1,1,5,8,8,0,15,7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,51,79
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,338,SAN PEDRO YUCUNAMA,1604,1,1,4,20,0,7,4,3,49,3,3,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,7,107,194
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,352,SAN VICENTE NUÑU,1640,1,1,24,37,1,13,7,3,118,2,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,212,0,10,222,363
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,391,SANTA INES DE ZARAGOZA,1743,1,1,4,32,5,25,33,6,114,1,4,3,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,238,0,14,252,458
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,391,SANTA INES DE ZARAGOZA,1744,2,2,14,35,0,14,27,3,96,2,5,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201,0,6,207,309
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,391,SANTA INES DE ZARAGOZA,1745,1,1,3,9,6,9,15,3,69,2,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,122,0,3,125,345
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,396,SANTA MAGDALENA JICOTLAN,1777,1,1,2,5,3,1,3,3,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,5,56,71
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,398,SANTA MARIA APAZCO,1780,1,1,9,23,18,37,74,13,116,4,8,7,10,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,325,0,56,381,709
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,398,SANTA MARIA APAZCO,1781,2,2,7,10,16,20,59,7,114,4,2,9,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,256,0,48,304,573
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,402,SANTA MARIA CHACHOAPAM,1789,2,2,5,19,2,27,29,12,214,1,3,2,5,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,325,0,26,351,628
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,403,VILLA DE CHILAPA DE DIAZ,1790,1,1,10,15,3,34,23,13,195,2,4,2,6,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,314,0,19,333,655
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,403,VILLA DE CHILAPA DE DIAZ,1791,2,2,9,28,9,28,26,11,232,6,3,4,3,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,367,2,33,402,763
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,403,VILLA DE CHILAPA DE DIAZ,1792,1,1,1,2,1,6,2,4,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,2,71,110
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,423,SANTA MARIA NATIVITAS,1878,1,1,4,8,6,7,8,8,52,1,0,0,1,1,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,101,0,4,105,163
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,423,SANTA MARIA NATIVITAS,1879,1,1,7,9,1,21,27,2,113,1,2,2,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,191,0,12,203,325
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1898,3,3,11,97,9,101,84,7,212,14,3,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,23,574,1244
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1899,3,3,11,129,10,103,40,19,181,39,3,4,1,2,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,548,4,29,581,1207
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1900,2,2,3,24,9,34,100,7,236,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,29,449,864
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1901,2,2,6,27,22,49,77,67,218,8,8,3,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,491,0,24,515,954
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1902,3,3,4,36,11,50,134,8,259,12,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,522,0,37,559,1159
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,452,SANTIAGO APOALA,1960,1,1,4,9,5,16,26,5,131,1,16,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,225,0,11,236,331
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,452,SANTIAGO APOALA,1961,1,1,4,11,5,14,96,3,89,2,2,1,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,236,0,12,248,455
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,464,SANTIAGO HUAUCLILLA,1999,3,3,5,14,4,18,25,5,142,4,21,1,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,246,0,11,257,415
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,465,SANTIAGO IHUITLAN PLUMAS,2002,1,1,2,3,5,10,5,3,70,2,12,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,119,0,4,123,189
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,465,SANTIAGO IHUITLAN PLUMAS,2003,1,1,0,2,0,4,3,4,38,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63,0,12,75,136
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,479,SANTIAGO NACALTEPEC,2072,1,1,4,24,1,14,5,2,224,7,0,0,2,1,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,290,0,20,310,532
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,479,SANTIAGO NACALTEPEC,2073,1,1,0,10,1,4,7,3,74,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105,0,7,112,197
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,479,SANTIAGO NACALTEPEC,2074,1,1,2,3,1,14,7,2,115,1,0,0,3,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,154,0,18,172,329
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,479,SANTIAGO NACALTEPEC,2075,1,1,0,3,1,14,8,4,123,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,12,169,276
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,480,SANTIAGO NEJAPILLA,2076,1,1,3,14,0,7,8,1,36,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,76,0,5,81,153
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,488,SANTIAGO TENANGO,2125,1,1,16,47,6,29,18,21,187,2,0,1,2,3,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,340,0,13,353,708
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,488,SANTIAGO TENANGO,2126,2,2,11,41,8,44,22,27,172,11,2,4,2,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,353,0,15,368,839
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,489,SANTIAGO TEPETLAPA,2127,1,1,5,4,6,4,1,1,38,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,0,1,66,95
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,493,SANTIAGO TILANTONGO,2135,2,2,13,28,35,30,42,13,186,40,7,6,23,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,428,0,26,454,804
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,493,SANTIAGO TILANTONGO,2136,2,2,7,11,11,15,34,4,118,11,3,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,228,0,26,254,420
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,493,SANTIAGO TILANTONGO,2137,3,3,11,17,11,24,35,8,111,12,9,4,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,249,0,27,276,612
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,493,SANTIAGO TILANTONGO,2138,2,2,1,14,3,15,25,3,88,9,5,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,168,0,16,184,360
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,494,SANTIAGO TILLO,2139,1,1,10,17,15,20,23,4,149,4,3,5,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,257,0,12,269,423
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,495,SANTIAGO TLAZOYALTEPEC,2140,2,2,13,51,7,152,35,14,235,12,2,11,6,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,545,0,82,627,1085
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,495,SANTIAGO TLAZOYALTEPEC,2141,2,2,7,27,9,61,43,6,186,2,3,3,8,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,359,0,34,393,862
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,495,SANTIAGO TLAZOYALTEPEC,2142,2,2,8,28,9,109,31,15,133,8,4,2,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,357,0,26,383,808
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,495,SANTIAGO TLAZOYALTEPEC,2143,1,1,7,18,8,44,38,10,97,3,1,3,8,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,243,0,23,266,557
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,511,SANTO DOMINGO NUXAA,2186,2,2,12,71,4,21,14,8,156,3,1,3,1,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,301,0,10,311,589
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,511,SANTO DOMINGO NUXAA,2187,2,2,5,49,6,15,12,7,94,4,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,9,209,484
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,511,SANTO DOMINGO NUXAA,2188,3,3,16,78,10,36,27,16,345,4,3,4,2,4,0,0,1,0,0,0,0,1,8,0,1,0,0,0,0,556,0,34,590,1339
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,518,SANTO DOMINGO TLATAYAPAM,2234,1,1,3,4,3,7,8,1,41,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,0,2,72,107
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,521,SANTO DOMINGO TONALTEPEC,2244,1,1,4,11,1,15,14,1,73,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123,0,7,130,197
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,523,SANTO DOMINGO YANHUITLAN,2246,4,4,29,48,29,47,48,23,342,16,13,5,13,3,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,625,0,46,671,1166
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,524,SANTO DOMINGO YODOHINO,2248,1,1,1,3,2,3,3,1,161,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,179,0,4,183,293
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,543,VILLA TEJUPAM DE LA UNION,2321,2,2,14,48,80,19,31,18,298,2,11,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,531,0,29,560,762
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,543,VILLA TEJUPAM DE LA UNION,2322,2,2,8,30,109,22,15,24,324,2,14,7,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,563,0,35,598,836
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,543,VILLA TEJUPAM DE LA UNION,2323,2,2,9,9,37,6,9,4,173,0,8,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,261,0,11,272,406
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,547,TEOTONGO,2335,2,2,6,11,2,36,61,8,302,2,47,7,8,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,500,0,39,539,832
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,548,TEPELMEME VILLA DE MORELOS,2336,2,2,12,10,7,22,16,9,201,3,58,3,6,0,5,0,1,0,0,0,0,1,8,0,0,0,0,0,0,362,0,30,392,906
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,548,TEPELMEME VILLA DE MORELOS,2337,1,1,1,4,1,4,3,1,60,1,26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103,0,2,105,261
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,548,TEPELMEME VILLA DE MORELOS,2338,1,1,2,3,1,4,5,3,55,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,6,92,236
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2339,2,2,48,224,6,26,97,21,354,6,6,6,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,802,0,46,848,1413
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2340,1,1,21,91,4,15,33,5,149,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,6,326,508
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2341,2,2,28,139,13,35,92,21,228,3,2,5,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,574,0,42,616,961
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2342,1,1,3,32,0,10,28,1,122,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,199,0,16,215,374
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2343,2,2,14,46,4,11,31,3,136,1,1,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,257,2,16,275,474
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2344,1,1,6,16,5,11,76,7,198,1,4,4,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,333,0,28,361,631
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2345,2,2,3,29,5,19,106,7,222,5,1,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,404,0,17,421,816
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2346,3,3,8,33,18,32,416,12,314,1,2,2,7,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,848,0,86,934,1994
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2347,1,1,7,9,0,15,47,5,53,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,18,161,291
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2348,1,1,0,17,2,16,53,5,175,2,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,277,0,22,299,632
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2349,1,1,3,20,5,5,23,1,52,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,115,0,11,126,189
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2350,2,2,4,28,0,15,67,1,107,1,1,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,231,0,24,255,564
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,2351,1,1,2,21,2,14,37,3,113,0,1,1,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,201,0,26,227,567
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,551,TLACOTEPEC PLUMAS,2362,1,1,3,2,1,11,12,2,100,2,47,0,2,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,189,0,11,200,327
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,556,LA TRINIDAD VISTA HERMOSA,2393,1,1,1,0,8,10,16,6,103,1,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,152,0,11,163,235
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,565,YUTANDUCHI DE GUERRERO,2422,2,2,8,38,6,23,52,12,305,9,2,6,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,55,533,905
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,7,ASUNCION NOCHIXTLAN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,5,ASUNCION CUYOTEPEJI,42,2,2,202,22,0,20,16,9,112,1,178,3,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,575,0,26,601,843
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,13,CALIHUALA,87,1,1,3,27,4,6,14,8,166,2,5,1,6,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,250,0,14,264,591
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,13,CALIHUALA,89,1,1,1,6,2,123,4,1,36,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,179,0,2,181,317
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,25,COSOLTEPEC,144,1,1,52,15,3,13,10,5,111,3,5,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,222,4,7,233,329
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,25,COSOLTEPEC,145,1,1,1,4,1,9,6,3,66,3,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,100,0,11,111,210
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,25,COSOLTEPEC,146,1,1,1,11,0,3,1,3,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,41,78
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,31,FRESNILLO DE TRUJANO,187,1,1,12,26,0,77,3,1,100,0,38,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,261,0,5,266,401
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,31,FRESNILLO DE TRUJANO,188,1,1,3,8,1,78,3,6,122,0,12,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,241,0,13,254,404
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,32,GUADALUPE DE RAMIREZ,189,1,1,9,32,1,6,94,1,64,1,2,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,230,0,14,244,406
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,32,GUADALUPE DE RAMIREZ,190,1,1,10,21,0,4,66,0,40,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,11,171,290
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,32,GUADALUPE DE RAMIREZ,191,1,1,3,35,0,8,7,1,189,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,15,276,403
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,201,6,6,309,123,13,87,79,181,971,15,99,125,34,8,16,1,0,0,0,0,0,5,13,2,4,0,0,0,0,2085,1,113,2199,3763
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,202,4,4,189,61,5,68,63,130,693,17,73,79,37,0,9,0,0,0,0,0,0,8,18,0,2,0,0,0,0,1452,2,72,1526,2951
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,203,5,5,295,112,7,76,79,120,1013,18,82,84,35,10,11,1,0,0,0,0,0,6,12,0,0,0,0,0,0,1961,2,73,2036,3402
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,204,3,3,132,73,13,24,48,69,493,9,35,54,18,8,7,0,0,0,0,0,0,4,3,1,2,0,0,0,0,993,0,40,1033,1652
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,205,3,3,162,49,6,38,46,81,440,19,29,32,15,2,4,0,0,0,0,0,0,5,6,0,4,0,0,0,0,938,4,42,984,1730
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,206,4,4,226,71,6,75,43,112,609,9,42,32,21,6,10,0,0,0,0,0,0,6,10,0,0,0,0,0,0,1278,1,72,1351,2359
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,207,4,4,252,77,5,61,40,133,614,9,58,55,33,9,8,0,0,0,0,0,0,6,12,0,4,0,0,0,0,1376,0,85,1461,2465
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,208,5,5,231,104,9,93,62,148,890,31,51,141,28,6,12,0,0,0,0,0,0,7,9,0,2,0,0,0,0,1824,1,90,1915,3480
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,209,3,3,196,43,7,31,45,64,445,13,32,61,10,4,6,0,0,0,0,0,0,5,6,0,2,0,0,0,0,970,0,46,1016,1611
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,210,2,2,145,60,13,15,25,77,284,5,16,29,9,4,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,691,0,32,723,1129
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,211,1,1,93,45,1,10,16,37,157,2,5,13,4,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,391,1,19,411,632
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,212,3,3,146,69,8,47,54,106,574,7,28,40,12,7,3,0,0,0,0,0,0,7,13,0,1,0,0,0,0,1122,2,53,1177,1212
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,213,2,2,187,62,8,30,20,40,247,5,25,31,11,6,4,0,0,0,0,0,0,3,4,0,1,0,0,0,0,684,0,19,703,1018
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,214,4,4,191,55,8,49,38,105,586,17,28,86,13,4,10,0,0,0,0,0,0,4,11,1,0,0,0,0,0,1206,1,50,1257,2233
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,215,2,2,119,44,1,16,12,38,194,3,8,9,12,4,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,467,0,21,488,778
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,216,2,2,141,58,6,28,25,86,349,4,18,40,14,6,6,0,0,0,0,0,0,1,4,0,1,0,0,0,0,787,0,36,823,1467
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,217,6,6,322,143,11,99,78,170,839,32,48,134,19,8,11,2,0,0,0,0,0,7,18,2,5,0,0,0,0,1948,2,115,2065,3958
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,218,6,6,342,156,21,114,102,198,971,38,52,126,29,9,19,0,0,0,0,0,0,7,10,0,0,0,0,0,0,2194,2,115,2311,4297
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,219,4,4,271,118,10,57,73,115,582,21,57,52,23,11,5,0,0,0,0,0,0,1,6,0,2,0,0,0,0,1404,0,64,1468,2421
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,220,6,6,362,114,17,125,82,200,967,26,68,107,35,5,6,0,0,0,0,0,0,9,14,1,1,0,0,0,0,2139,2,129,2270,3974
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,221,2,2,123,48,6,35,34,61,316,5,31,42,15,0,9,0,0,0,0,0,0,6,7,0,2,0,0,0,0,740,1,37,778,1354
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,222,2,2,173,134,1,27,38,37,299,2,31,29,3,2,12,0,0,0,0,0,0,1,2,0,0,0,0,0,0,791,0,37,828,1422
