CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,CAND_IND1,CAND_IND2,CAND_IND3,PVEM_MORENA,PAN_PRI,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,690,1,1,0,0,49,3,1,112,182,,,,,,347,0,14,361,548
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,691,1,1,0,0,87,5,3,114,211,,,,,,420,0,22,442,703
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,692,2,2,0,0,155,10,1,200,300,,,,,,666,0,34,700,977
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,693,2,2,0,0,62,4,2,156,419,,,,,,643,0,29,672,1050
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,694,6,6,0,0,211,15,20,656,1478,,,,,,2380,2,116,2498,4237
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,695,2,2,0,0,96,9,11,217,455,,,,,,788,0,21,809,1332
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,696,3,3,0,0,126,13,7,162,492,,,,,,800,0,39,839,854
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,697,4,4,0,0,178,18,12,292,855,,,,,,1355,4,84,1443,2481
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,698,2,2,0,0,83,7,7,186,429,,,,,,712,0,56,768,1401
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,725,5,5,0,0,27,11,6,22,371,,,,,,437,0,31,468,2353
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,730,2,2,0,0,44,7,12,60,672,,,,,,795,0,35,830,1471
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,734,1,1,0,0,7,9,1,62,154,,,,,,233,0,33,266,423
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,735,3,3,0,0,108,21,21,210,582,,,,,,942,1,65,1008,1646
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,737,2,2,0,0,29,19,2,31,328,,,,,,409,0,35,444,793
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,738,4,4,0,0,175,23,9,288,885,,,,,,1380,0,71,1451,2489
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,739,1,1,0,0,87,6,5,25,238,,,,,,361,0,31,392,612
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,740,1,1,0,0,34,3,4,8,40,,,,,,89,0,12,101,154
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,741,3,3,0,0,282,29,27,110,815,,,,,,1263,0,102,1365,2134
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,742,3,3,0,0,52,20,13,188,742,,,,,,1015,2,74,1091,1838
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,743,4,4,0,0,114,23,11,279,884,,,,,,1311,0,74,1385,2282
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,744,3,3,0,0,165,10,10,101,487,,,,,,773,0,71,844,1386
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,745,1,1,0,0,40,9,9,37,350,,,,,,445,0,23,468,716
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,746,3,3,0,0,65,17,20,233,626,,,,,,961,0,68,1029,1638
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,747,4,4,0,0,122,26,18,229,1040,,,,,,1435,0,65,1500,2755
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,748,3,3,0,0,76,21,17,256,830,,,,,,1200,0,52,1252,2104
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,749,3,3,0,0,73,15,21,146,455,,,,,,710,0,88,798,1367
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,750,1,1,0,0,64,8,6,91,235,,,,,,404,0,48,452,740
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,751,2,2,0,0,75,3,2,18,206,,,,,,304,0,34,338,516
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,752,2,2,0,0,172,9,7,27,330,,,,,,545,6,47,598,879
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,753,1,1,0,0,42,6,7,32,156,,,,,,243,1,31,275,457
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,754,2,2,0,0,36,6,4,52,338,,,,,,436,0,27,463,730
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,755,2,2,0,0,106,6,4,27,192,,,,,,335,1,25,361,596
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,756,2,2,0,0,23,3,6,215,348,,,,,,595,0,27,622,934
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,757,3,3,,,,,,,,,,,,,0,0,0,0,1811
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,758,2,2,0,0,76,10,5,22,350,,,,,,463,0,60,523,920
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,759,2,2,0,0,146,13,7,68,362,,,,,,596,0,62,658,1285
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,760,4,4,0,0,60,26,14,81,616,,,,,,797,0,89,886,1817
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,761,1,1,0,0,26,5,5,12,132,,,,,,180,0,16,196,308
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,762,1,1,0,0,29,5,2,21,112,,,,,,169,0,9,178,330
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,763,2,2,0,0,65,10,10,75,383,,,,,,543,0,45,588,992
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,764,2,2,0,0,39,4,10,31,353,,,,,,437,1,41,479,857
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,765,4,4,0,0,161,28,22,146,744,,,,,,1101,0,121,1222,2716
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,766,2,2,0,0,36,9,8,57,304,,,,,,414,0,27,441,877
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,767,2,2,0,0,82,12,6,68,342,,,,,,510,0,37,547,1009
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,768,2,2,0,0,58,11,4,59,308,,,,,,440,0,50,490,930
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,769,2,2,0,0,86,20,12,94,336,,,,,,548,0,58,606,1167
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,770,2,2,0,0,163,16,16,37,361,,,,,,593,0,66,659,1108
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,771,2,2,0,0,58,5,5,39,396,,,,,,503,0,27,530,881
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,772,1,1,0,0,45,12,12,19,252,,,,,,340,0,37,377,726
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,773,2,2,0,0,92,16,25,23,498,,,,,,654,0,97,751,1419
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,774,2,2,0,0,86,12,12,63,432,,,,,,605,0,64,669,1249
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,775,1,1,0,0,43,4,1,48,106,,,,,,202,0,12,214,421
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,776,2,2,0,0,57,62,3,14,220,,,,,,356,0,39,395,571
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,777,2,2,0,0,96,15,12,30,392,,,,,,545,0,51,596,1116
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,778,2,2,0,0,112,8,8,19,186,,,,,,333,0,67,400,806
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,779,3,3,0,0,129,18,11,43,434,,,,,,635,1,54,690,1060
3,27,TABASCO,15,HUIMANGUILLO,8,HUIMANGUILLO,780,2,2,0,0,53,7,3,36,229,,,,,,328,1,48,377,777
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,0,0,1,1,1,1,0,0,0,18,,,,,0,21,0,0,21,26
3,27,TABASCO,16,MACUSPANA,9,JALAPA,0,0,1,,,,,,,,,,,,,0,0,0,0,1
3,27,TABASCO,16,MACUSPANA,9,JALAPA,781,3,3,17,13,2,332,607,37,444,,,,,,1452,0,29,1481,2024
3,27,TABASCO,16,MACUSPANA,9,JALAPA,782,3,3,12,10,1,243,387,35,213,,,,,,901,0,15,916,928
3,27,TABASCO,16,MACUSPANA,9,JALAPA,783,2,2,15,11,2,253,333,18,202,,,,,,834,0,24,858,1064
3,27,TABASCO,16,MACUSPANA,9,JALAPA,784,1,1,2,8,1,61,60,13,151,,,,,,296,0,13,309,469
3,27,TABASCO,16,MACUSPANA,9,JALAPA,785,2,2,3,8,0,301,283,25,212,,,,,,832,0,31,863,1215
3,27,TABASCO,16,MACUSPANA,9,JALAPA,786,2,2,7,7,6,273,118,17,335,,,,,,763,0,62,825,1390
3,27,TABASCO,16,MACUSPANA,9,JALAPA,787,2,2,0,7,2,196,120,22,157,,,,,,504,0,32,536,754
3,27,TABASCO,16,MACUSPANA,9,JALAPA,788,2,2,3,6,3,138,254,9,193,,,,,,606,0,41,647,933
3,27,TABASCO,16,MACUSPANA,9,JALAPA,789,3,3,6,8,5,227,395,29,321,,,,,,991,0,53,1044,1621
3,27,TABASCO,16,MACUSPANA,9,JALAPA,790,1,1,0,0,2,27,27,4,55,,,,,,115,0,4,119,151
3,27,TABASCO,16,MACUSPANA,9,JALAPA,791,1,1,0,1,1,96,92,6,71,,,,,,267,0,11,278,407
3,27,TABASCO,16,MACUSPANA,9,JALAPA,792,3,3,6,10,4,354,271,10,335,,,,,,990,0,47,1037,1487
3,27,TABASCO,16,MACUSPANA,9,JALAPA,793,2,2,8,4,4,226,313,11,219,,,,,,785,0,40,825,1204
3,27,TABASCO,16,MACUSPANA,9,JALAPA,794,2,2,7,7,5,233,183,19,264,,,,,,718,0,40,758,1254
3,27,TABASCO,16,MACUSPANA,9,JALAPA,795,2,2,3,7,32,118,253,12,332,,,,,,757,0,30,787,1271
3,27,TABASCO,16,MACUSPANA,9,JALAPA,796,1,1,0,8,7,77,117,12,146,,,,,,367,0,30,397,600
3,27,TABASCO,16,MACUSPANA,9,JALAPA,797,1,1,0,0,0,1,6,2,39,,,,,,48,0,7,55,87
3,27,TABASCO,16,MACUSPANA,9,JALAPA,798,3,3,4,7,10,317,351,70,310,,,,,,1069,0,47,1116,1551
3,27,TABASCO,16,MACUSPANA,9,JALAPA,799,2,2,2,4,3,225,160,22,149,,,,,,565,0,49,614,844
3,27,TABASCO,16,MACUSPANA,9,JALAPA,800,3,3,4,13,12,297,404,72,374,,,,,,1176,0,55,1231,1959
3,27,TABASCO,16,MACUSPANA,9,JALAPA,801,2,2,6,6,3,193,394,17,194,,,,,,813,0,52,865,1347
3,27,TABASCO,16,MACUSPANA,9,JALAPA,802,2,2,2,4,1,323,261,32,177,,,,,,800,0,48,848,1151
3,27,TABASCO,16,MACUSPANA,9,JALAPA,803,2,2,4,9,1,266,218,9,126,,,,,,633,0,27,660,905
3,27,TABASCO,16,MACUSPANA,9,JALAPA,804,2,2,1,13,8,245,247,8,156,,,,,,678,0,52,730,1079
3,27,TABASCO,16,MACUSPANA,9,JALAPA,805,1,1,0,0,0,61,46,2,59,,,,,,168,0,9,177,241
3,27,TABASCO,16,MACUSPANA,9,JALAPA,806,2,2,2,3,4,169,295,15,101,,,,,,589,0,28,617,1027
3,27,TABASCO,16,MACUSPANA,9,JALAPA,807,1,1,6,8,4,82,217,14,79,,,,,,410,0,16,426,686
3,27,TABASCO,16,MACUSPANA,9,JALAPA,808,2,2,6,7,9,193,342,46,320,,,,,,923,0,39,962,1377
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,872,3,3,189,96,28,89,29,40,520,,,,,21,1012,0,83,1095,2117
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,873,2,2,97,111,20,30,15,33,362,,,,,12,680,0,37,717,1182
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,874,3,3,208,109,21,33,14,27,421,,,,,12,845,4,34,883,1245
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,875,2,2,141,89,10,25,15,26,319,,,,,12,637,3,46,686,1158
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,876,2,2,117,71,15,46,13,34,337,,,,,2,635,0,58,693,1264
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,877,5,5,361,168,24,129,25,51,772,,,,,20,1550,0,90,1640,3003
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,878,3,3,242,151,26,57,20,23,434,,,,,17,970,0,49,1019,1791
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,879,5,5,210,116,52,113,29,65,830,,,,,18,1433,0,134,1567,3271
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,880,2,2,186,81,22,41,10,25,347,,,,,14,726,0,38,764,1301
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,881,4,4,293,135,26,54,15,42,647,,,,,19,1231,1,65,1297,1688
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,882,2,2,155,83,14,37,10,15,423,,,,,4,741,0,44,785,1397
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,883,2,2,109,64,43,60,22,31,440,,,,,7,776,0,52,828,1492
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,884,4,4,176,68,45,71,22,34,625,,,,,9,1050,0,81,1131,2445
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,885,3,3,182,90,33,73,32,30,654,,,,,12,1106,0,79,1185,2220
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,908,1,1,4,9,7,30,15,14,203,,,,,0,282,0,27,309,645
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,909,2,2,16,18,19,38,28,19,380,,,,,0,518,0,44,562,1398
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,914,3,3,14,25,24,116,39,24,527,,,,,0,769,0,71,840,1612
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,916,2,2,23,13,24,81,28,22,396,,,,,0,587,1,49,637,1218
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,917,2,2,27,15,14,68,20,16,356,,,,,0,516,0,35,551,1055
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,918,4,4,19,21,38,130,70,69,721,,,,,0,1068,0,61,1129,2473
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,923,3,3,45,57,18,50,40,32,646,,,,,0,888,0,67,955,2170
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,927,1,1,35,50,5,24,6,18,252,,,,,0,390,0,28,418,670
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,928,5,5,89,71,37,116,59,51,819,,,,,7,1249,0,95,1344,3530
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,930,3,3,22,22,34,81,19,30,636,,,,,1,845,0,36,881,1544
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,933,2,2,60,36,10,40,11,11,256,,,,,4,428,0,50,478,879
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,934,5,5,251,97,48,127,33,33,925,,,,,11,1525,0,109,1634,3560
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,935,3,3,133,74,18,70,15,32,501,,,,,4,847,0,60,907,1780
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,938,4,4,12,25,33,70,20,33,773,,,,,2,968,0,67,1035,2332
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,939,3,3,21,50,27,98,25,25,605,,,,,5,856,0,123,979,1988
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,940,4,4,76,52,14,59,20,21,497,,,,,3,742,0,97,839,2055
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,941,2,2,14,15,13,22,6,8,181,,,,,0,259,0,26,285,536
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,942,4,4,83,32,28,87,15,42,573,,,,,4,864,0,80,944,2351
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,944,3,3,19,20,25,36,23,27,336,,,,,2,488,0,41,529,1079
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,945,4,4,62,68,31,180,26,34,544,,,,,3,948,0,100,1048,2643
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,946,3,3,28,42,14,71,15,16,366,,,,,0,552,1,81,634,1634
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,947,3,3,19,26,16,58,16,41,525,,,,,4,705,0,79,784,1765
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,948,2,2,26,48,28,78,38,21,472,,,,,0,711,0,33,744,1490
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,949,2,2,19,16,10,29,6,13,164,,,,,32,289,0,40,329,645
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,950,2,2,9,11,10,58,13,43,344,,,,,0,488,0,80,568,1169
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,951,2,2,22,11,8,92,12,16,230,,,,,5,396,0,48,444,956
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,952,2,2,17,46,21,70,25,35,336,,,,,0,550,4,58,612,1371
3,27,TABASCO,16,MACUSPANA,12,MACUSPANA,953,3,3,15,21,15,39,24,42,572,,,,,6,734,0,71,805,1514
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,0,0,1,0,0,0,0,0,0,3,,,,,,3,0,0,3,4
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,809,3,3,0,13,524,29,17,0,602,,,,,,1185,0,49,1234,1663
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,810,5,5,0,11,968,35,25,0,1084,,,,,,2123,0,106,2229,3402
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,811,2,2,0,4,477,26,13,0,457,,,,,,977,0,32,1009,1324
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,812,3,3,0,6,498,28,13,0,581,,,,,,1126,0,54,1180,1650
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,813,3,3,0,8,586,10,26,0,783,,,,,,1413,0,63,1476,2131
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,814,2,2,0,9,359,26,20,0,353,,,,,,767,0,28,795,1075
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,815,4,4,0,8,619,19,13,0,600,,,,,,1259,0,49,1308,1621
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,816,2,2,0,6,393,11,14,0,363,,,,,,787,0,29,816,1126
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,817,2,2,0,4,396,10,11,0,412,,,,,,833,0,37,870,1220
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,818,2,2,0,4,302,1,7,0,512,,,,,,826,0,21,847,1193
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,819,2,2,0,11,351,5,5,0,365,,,,,,737,0,44,781,1288
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,820,2,2,0,4,333,9,4,0,219,,,,,,569,0,20,589,837
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,821,4,4,0,13,736,18,28,0,711,,,,,,1506,0,105,1611,2625
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,822,4,4,0,7,734,23,25,0,566,,,,,,1355,0,121,1476,2302
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,823,5,5,0,17,902,19,55,0,1015,,,,,,2008,0,138,2146,3314
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,824,3,3,0,9,497,10,28,0,598,,,,,,1142,0,73,1215,1836
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,825,4,4,0,6,1034,4,27,0,547,,,,,,1618,0,70,1688,2422
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,826,5,5,0,15,996,13,28,0,661,,,,,,1713,0,93,1806,2619
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,827,5,5,0,12,759,8,29,0,782,,,,,,1590,0,72,1662,3036
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,828,2,2,0,7,362,15,22,0,519,,,,,,925,0,64,989,1438
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,829,5,5,0,7,922,24,28,0,754,,,,,,1735,0,90,1825,3441
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,830,1,1,0,1,110,2,9,0,176,,,,,,298,0,13,311,377
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,831,2,2,0,1,434,19,5,0,397,,,,,,856,0,50,906,1277
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,832,3,3,0,13,816,9,16,0,576,,,,,,1430,0,63,1493,2124
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,833,3,3,0,6,435,6,21,0,525,,,,,,993,0,50,1043,1519
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,834,3,3,0,7,409,11,17,0,655,,,,,,1099,0,66,1165,2060
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,835,2,2,0,11,389,9,8,0,278,,,,,,695,0,30,725,960
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,836,3,3,0,6,630,18,21,0,645,,,,,,1320,0,78,1398,2168
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,837,1,1,0,1,155,8,8,0,224,,,,,,396,0,25,421,537
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,838,4,4,0,12,688,18,36,0,690,,,,,,1444,0,81,1525,2411
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,839,3,3,0,12,704,17,13,0,652,,,,,,1398,0,53,1451,2109
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,840,3,3,0,7,627,18,28,0,692,,,,,,1372,3,53,1428,2084
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,841,4,4,0,4,683,19,18,0,954,,,,,,1678,0,102,1780,2584
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,842,4,4,0,13,709,8,21,0,783,,,,,,1534,0,99,1633,2690
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,843,2,2,0,8,493,8,12,0,391,,,,,,912,0,31,943,1418
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,844,3,3,0,7,443,5,24,0,480,,,,,,959,0,71,1030,1693
3,27,TABASCO,17,JALPA DE MENDEZ,10,JALPA DE MENDEZ,845,3,3,0,1,587,4,11,0,524,,,,,,1127,0,40,1167,1797
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,960,4,4,15,9,6,18,1118,36,357,,,,,,1559,0,60,1619,2329
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,961,1,1,6,2,4,6,257,9,119,,,,,,403,0,15,418,622
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,962,4,4,9,11,14,12,959,57,201,,,,,,1263,0,50,1313,2640
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,963,3,3,26,43,18,11,919,34,290,,,,,,1341,0,61,1402,2206
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,964,4,4,22,34,13,23,892,113,323,,,,,,1420,0,114,1534,2492
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,965,5,5,18,27,16,23,1286,20,506,,,,,,1896,0,161,2057,3037
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,966,2,2,2,2,14,8,488,9,181,,,,,,704,0,23,727,970
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,967,3,3,19,22,18,13,911,39,350,,,,,,1372,0,61,1433,2019
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,968,3,3,10,10,12,17,902,42,229,,,,,,1222,0,59,1281,1865
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,969,4,4,8,10,13,25,1000,45,279,,,,,,1380,0,98,1478,2466
3,27,TABASCO,17,JALPA DE MENDEZ,13,NACAJUCA,970,3,3,5,10,31,13,787,19,460,,,,,,1325,0,37,1362,2013
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,0,0,1,0,0,1,0,4,0,1,,,,,,6,0,0,6,6
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,954,2,2,12,19,47,7,450,5,180,,,,,,720,0,25,745,1028
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,955,3,3,20,18,76,13,736,21,291,,,,,,1175,0,48,1223,1661
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,956,3,3,24,16,42,10,841,13,299,,,,,,1245,0,71,1316,2060
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,957,3,3,26,22,64,0,500,13,291,,,,,,916,0,40,956,1224
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,958,3,3,11,24,131,13,706,18,310,,,,,,1213,0,63,1276,1841
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,959,3,3,80,26,29,11,637,12,382,,,,,,1177,2,59,1238,1874
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,971,5,5,8,12,13,17,1324,17,567,,,,,,1958,1,91,2050,3034
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,972,4,4,8,10,14,18,1172,23,530,,,,,,1775,0,77,1852,2806
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,973,2,2,2,3,7,23,359,5,241,,,,,,640,0,22,662,1079
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,975,2,2,7,10,12,11,354,10,268,,,,,,672,0,30,702,1022
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,976,3,3,5,15,18,11,570,9,518,,,,,,1146,0,29,1175,1717
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,977,2,2,4,6,15,14,555,13,310,,,,,,917,0,45,962,1400
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,978,2,2,9,21,13,21,352,24,377,,,,,,817,0,41,858,1239
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,979,3,3,5,14,16,16,753,60,382,,,,,,1246,0,77,1323,2093
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,980,4,4,26,64,24,29,694,44,532,,,,,,1413,1,80,1494,2358
3,27,TABASCO,18,NACAJUCA,13,NACAJUCA,981,2,2,3,10,9,6,162,5,171,,,,,,366,0,23,389,1090
