CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAZ,PES,FMZ,RPZ,MAZ,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_NAZ_PES,PT_NAZ,PT_PES,NAZ_PES,PVEM_MORENA,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,73,1,1,5,143,4,20,13,5,40,202,1,1,1,1,8,0,0,0,6,0,0,0,0,0,450,0,15,465,668
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,74,1,1,7,147,4,17,18,7,34,15,0,1,6,1,6,1,0,0,3,0,0,0,0,0,267,0,11,278,536
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,454
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,76,3,4,44,337,12,61,38,36,201,314,8,1,25,3,18,10,0,0,7,3,0,2,0,0,1120,0,72,1192,1331
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,77,1,1,21,170,4,34,12,6,45,213,2,2,4,2,1,0,0,0,0,0,0,0,0,0,516,0,10,526,748
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,78,1,1,9,171,4,14,5,4,43,158,1,1,5,0,0,0,0,0,0,0,0,0,0,0,415,0,0,415,577
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,79,2,2,14,204,4,43,22,5,76,257,3,2,8,0,8,1,0,0,4,6,0,2,0,0,659,0,24,683,1051
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,80,2,2,23,182,8,40,16,6,53,193,2,0,0,0,7,4,0,0,3,1,0,2,0,0,540,0,24,564,794
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,82,1,1,6,89,3,10,15,2,28,71,1,5,0,0,2,3,0,0,0,1,0,1,0,0,237,0,12,249,387
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,83,1,1,0,74,2,7,3,1,18,81,0,0,0,0,0,1,0,0,0,1,0,0,0,0,188,0,7,195,266
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,84,2,2,13,174,4,30,20,8,47,195,2,3,4,1,6,0,2,0,2,0,0,1,0,0,512,0,13,525,768
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,85,1,1,4,29,3,6,5,0,30,34,0,0,0,0,4,0,0,0,0,0,0,1,0,0,116,0,10,126,198
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,86,1,1,1,61,0,1,2,1,22,72,0,1,0,0,2,0,0,0,0,2,0,0,0,0,165,0,10,175,224
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,87,1,1,2,27,1,4,14,0,20,13,0,1,0,0,2,1,0,0,0,0,1,0,0,0,86,0,10,96,140
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,91,1,1,0,45,0,1,3,0,46,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,151,0,12,163,233
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,92,1,1,1,84,0,2,7,1,5,49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,151,0,6,157,243
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,93,1,1,3,38,0,2,3,0,12,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,77,0,4,81,101
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,94,1,1,5,56,1,5,2,2,15,82,0,0,0,0,2,0,0,1,0,0,0,1,0,0,172,0,12,184,216
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,95,1,1,1,31,0,3,1,1,8,52,0,0,1,0,2,0,0,0,0,0,0,0,0,0,100,0,9,109,129
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,96,1,1,0,84,1,2,17,2,42,30,0,1,3,1,0,0,0,0,1,1,0,0,0,0,185,0,10,195,254
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,98,1,1,0,44,0,2,4,0,8,52,0,0,3,0,2,0,0,0,1,1,0,1,0,0,118,0,9,127,194
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,99,1,1,2,48,2,4,4,2,18,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,179,283
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,386,2,2,15,360,9,39,20,16,150,86,7,1,4,1,30,2,0,0,4,0,0,1,0,0,745,0,32,777,1178
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,387,2,2,5,302,7,27,20,13,81,97,10,0,8,4,35,3,0,3,6,1,0,2,0,0,624,0,30,654,1046
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,388,1,1,12,174,7,32,13,11,59,91,1,1,2,1,0,0,0,0,0,0,0,0,0,0,404,0,11,415,626
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,389,2,2,12,230,3,45,13,15,134,74,7,0,7,1,30,5,0,1,1,2,0,1,0,0,581,0,20,601,946
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,390,1,1,10,138,7,14,13,3,97,34,1,0,10,0,16,1,0,0,1,1,0,1,0,0,347,0,16,363,553
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,391,1,1,16,195,7,34,21,11,91,50,1,1,7,1,22,3,0,2,2,0,0,0,0,0,464,0,21,485,734
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,392,1,1,4,31,0,1,31,0,59,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,129,0,4,133,236
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,393,2,2,4,112,0,9,24,4,141,22,0,2,0,0,9,0,0,0,1,0,0,0,0,0,328,0,22,350,606
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,394,1,1,4,99,1,7,17,1,102,4,1,0,3,0,2,0,0,0,1,0,1,0,0,0,243,0,14,257,480
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,395,1,1,1,79,2,9,70,1,31,15,0,0,1,0,12,0,0,0,0,0,0,0,0,0,221,0,9,230,412
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,396,1,1,2,42,1,6,23,3,62,23,0,1,0,0,1,1,0,0,1,2,0,0,0,0,168,16,0,184,381
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,397,1,1,2,93,5,3,80,6,57,2,0,0,2,0,9,3,0,0,0,0,0,0,0,0,262,0,16,278,533
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,398,1,1,5,85,3,4,66,3,39,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,212,0,9,221,391
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,399,1,1,3,103,1,2,15,2,119,4,2,0,0,1,5,0,0,0,0,0,0,0,0,0,257,0,14,271,465
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,400,1,1,3,47,0,16,31,1,38,27,2,0,0,0,2,3,0,0,2,0,0,0,0,0,172,0,10,182,320
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,401,1,1,0,27,1,9,2,0,35,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,3,81,174
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,402,1,1,1,195,0,12,31,8,82,12,0,0,2,0,9,1,0,0,0,0,0,0,0,0,353,0,46,399,589
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,403,1,1,0,48,0,20,6,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102,0,7,109,245
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,404,1,1,4,63,1,5,14,0,26,3,1,0,1,0,8,0,0,0,0,0,0,0,0,0,126,0,4,130,255
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,405,1,1,1,55,8,6,71,1,39,2,1,1,2,0,4,1,0,1,1,0,0,0,0,0,194,0,11,205,345
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,406,1,1,4,50,0,2,7,2,143,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,217,0,6,223,332
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,407,1,1,3,70,0,3,11,2,183,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,276,1,11,288,414
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,408,2,2,1,154,0,14,52,4,229,37,0,3,1,9,2,0,0,0,2,0,0,0,0,0,508,0,16,524,786
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,409,1,1,5,191,6,12,53,7,127,10,0,0,0,1,12,0,0,0,0,0,0,5,0,0,429,0,18,447,688
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,410,1,1,1,44,1,10,43,0,100,22,1,0,2,1,4,1,0,0,0,0,0,0,0,0,230,0,5,235,322
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,411,1,1,3,115,2,9,13,2,30,22,1,0,0,0,7,1,0,0,1,2,0,0,0,0,208,0,14,222,402
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,412,1,1,4,153,4,6,11,4,166,13,2,1,0,1,13,2,0,1,1,0,0,0,0,0,382,0,21,403,723
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,413,2,2,5,279,2,11,7,4,160,18,3,0,1,0,16,2,0,1,2,0,0,1,0,0,512,0,18,530,943
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,414,1,1,5,174,2,15,11,3,106,26,2,0,2,1,4,0,0,0,0,0,0,1,0,0,352,0,11,363,642
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,415,1,1,1,74,0,11,8,2,82,6,1,1,1,0,4,2,0,0,0,0,0,0,0,0,193,0,4,197,379
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,416,1,1,0,53,1,2,1,0,31,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,95,0,8,103,147
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,417,1,1,2,14,0,7,15,1,16,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,61,0,3,64,117
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,418,1,1,4,19,2,3,10,1,33,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,77,0,5,82,184
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,419,1,1,5,55,0,6,10,3,56,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,141,0,4,145,270
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,420,1,1,1,21,1,1,13,2,32,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,5,83,147
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,421,1,1,3,70,0,18,2,0,59,20,2,0,1,0,2,0,0,0,0,1,0,0,0,0,178,0,5,183,247
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,422,1,1,0,31,0,0,18,1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,0,2,72,103
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,423,1,1,1,44,2,1,2,0,17,3,0,0,1,0,3,0,0,1,1,0,0,0,0,0,76,0,7,83,147
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,424,1,1,1,47,1,5,5,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,71,0,4,75,150
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,425,1,1,16,169,3,6,18,2,67,8,0,0,0,0,9,0,0,1,0,0,0,1,0,0,300,0,12,312,506
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,426,1,1,3,73,0,3,1,2,24,4,2,0,1,0,3,0,0,1,0,0,0,0,0,0,117,0,7,124,223
2,32,ZACATECAS,12,VILLA DE COS,14,GENERAL FRANCISCO R. MURGUIA,427,1,1,0,41,4,0,0,2,35,19,1,0,0,0,1,0,0,0,2,0,0,1,0,0,106,0,2,108,159
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,808,2,2,22,131,15,11,58,6,60,373,8,1,8,2,14,1,0,0,24,5,0,5,0,0,744,0,19,763,1166
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,809,1,1,4,25,1,1,27,0,21,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,5,160,239
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,810,1,1,8,50,2,9,29,4,69,117,2,1,1,0,2,0,0,0,7,3,0,2,0,0,306,0,20,326,475
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,811,1,1,3,80,5,5,41,3,58,129,5,0,1,0,3,0,0,0,9,1,0,3,0,0,346,0,23,369,524
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,812,1,1,0,13,0,0,3,0,34,33,2,0,0,0,0,0,0,0,2,2,0,1,0,0,90,0,3,93,123
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,813,1,1,2,18,5,0,21,4,5,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198,0,6,204,251
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,814,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,815,1,1,1,18,0,7,3,0,16,89,4,0,0,0,2,0,0,0,4,0,0,2,0,0,146,0,3,149,200
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,816,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,817,1,1,8,82,5,5,16,0,57,167,5,0,4,0,4,0,0,0,6,0,0,1,0,0,360,0,16,376,518
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,819,1,1,1,21,0,5,19,1,27,96,0,0,0,0,0,0,0,0,2,2,0,1,0,0,175,0,9,184,267
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,820,2,2,14,107,21,13,64,5,223,250,4,3,5,0,9,1,0,0,10,7,0,5,0,0,741,0,23,764,1045
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,821,1,1,12,7,3,4,21,3,213,44,0,0,1,0,2,0,0,0,1,0,0,0,0,0,311,0,15,326,430
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,822,1,1,0,36,3,6,77,0,85,215,3,1,1,0,5,0,0,0,8,2,0,6,0,0,448,0,20,468,665
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,823,1,1,2,20,0,2,16,0,19,63,1,0,0,0,1,0,0,0,0,1,0,0,0,0,125,0,10,135,183
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,824,1,1,1,18,1,1,14,0,18,59,0,0,0,0,1,0,0,0,2,0,0,0,0,0,115,0,8,123,175
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,826,1,1,3,45,7,5,25,0,25,136,2,0,0,0,0,0,0,0,9,0,0,3,0,0,260,0,2,262,315
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,827,1,1,5,36,8,7,40,0,23,143,2,1,3,0,4,0,0,0,4,3,0,4,0,0,283,0,26,309,388
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,828,1,1,0,47,4,5,20,0,22,158,4,0,0,0,1,1,0,0,6,1,0,1,0,0,270,0,14,284,353
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,829,1,1,2,25,4,7,14,4,19,89,0,2,0,0,0,0,0,0,9,0,0,0,0,0,175,0,16,191,286
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,831,1,1,0,2,1,7,3,0,76,140,1,1,1,0,1,0,0,0,10,3,0,1,0,0,247,0,5,252,351
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,832,1,1,0,14,0,3,19,0,26,87,2,0,0,0,0,0,0,0,1,0,2,0,0,0,154,0,8,162,231
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,834,1,1,2,30,2,0,10,1,18,97,0,0,2,0,3,0,0,0,3,0,0,0,0,0,168,0,3,171,281
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,835,1,1,1,18,0,2,10,1,16,107,2,0,0,0,0,0,0,0,0,0,0,2,0,0,159,0,5,164,202
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,836,1,1,0,17,3,1,11,2,30,62,2,0,1,0,2,0,0,0,2,0,0,0,0,0,133,0,10,143,230
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,837,1,1,1,21,2,3,9,0,5,61,2,0,1,0,2,0,0,0,4,0,0,1,0,0,112,0,5,117,166
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,838,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,839,1,1,1,11,5,0,14,1,20,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,98,0,0,98,140
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,841,2,2,20,145,14,16,73,7,70,206,3,0,3,0,10,2,1,1,8,3,1,4,0,0,587,0,32,619,979
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,842,1,1,1,5,0,2,12,3,28,28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,81,0,12,93,131
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,843,1,1,3,21,2,0,9,0,14,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,75,0,7,82,137
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,844,1,1,5,17,1,4,14,0,14,58,1,0,2,0,0,0,0,0,0,1,0,0,0,0,117,0,12,129,224
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,845,1,1,4,25,3,7,19,3,16,31,0,0,2,2,1,0,0,0,2,0,0,1,0,0,116,0,16,132,208
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,846,1,1,0,9,1,0,3,1,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,3,91,126
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,847,1,1,0,16,0,1,10,0,2,41,2,0,1,0,0,0,0,0,2,1,0,1,0,0,77,0,1,78,105
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,849,1,1,3,2,1,1,2,0,40,43,4,0,0,0,0,0,0,0,4,0,0,0,0,0,100,0,3,103,139
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,850,1,1,0,6,0,2,3,0,3,106,1,0,0,0,0,0,0,0,0,0,0,1,0,0,122,0,3,125,164
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,851,1,1,4,23,6,11,31,1,50,120,3,0,0,0,5,0,0,0,7,7,1,2,0,0,271,0,10,281,426
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,853,1,1,3,14,0,6,3,0,12,178,1,0,0,0,1,0,0,0,1,0,0,0,0,0,219,0,1,220,258
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,854,1,1,0,17,0,1,4,0,29,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,4,107,117
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,856,1,1,3,13,0,1,5,0,66,13,0,1,0,0,2,0,0,0,0,0,0,0,0,0,104,0,0,104,132
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,859,1,1,0,3,2,4,1,0,27,181,5,0,0,2,0,0,0,1,8,2,0,5,0,0,241,0,2,243,299
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,860,1,1,1,13,0,3,17,1,8,58,0,0,0,0,0,0,0,0,1,0,0,2,0,0,104,0,6,110,155
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,861,1,1,2,15,1,2,8,1,21,84,1,0,0,0,0,0,0,0,3,1,0,1,0,0,140,0,4,144,207
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,862,1,1,1,3,0,3,1,1,9,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,2,50,99
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,863,1,1,0,8,3,2,10,1,10,124,2,0,0,0,0,0,0,0,5,1,0,2,0,0,168,0,5,173,212
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,866,1,1,4,7,5,5,22,1,22,57,0,0,1,0,0,0,0,0,2,0,0,0,0,0,126,0,5,131,197
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,867,1,1,2,20,4,5,20,2,17,77,4,1,1,1,0,0,0,0,0,0,0,0,0,0,154,0,5,159,224
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,868,2,2,23,110,29,15,14,64,78,322,8,1,6,1,10,0,1,0,1,1,0,3,0,0,687,0,45,732,974
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,869,1,1,11,28,18,5,4,29,26,145,4,1,2,0,1,0,1,0,2,0,0,1,0,0,278,0,16,294,413
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,870,1,1,2,18,3,2,0,2,9,38,2,0,0,0,1,0,0,0,1,0,0,0,0,0,78,0,9,87,124
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,871,1,1,7,25,9,10,3,20,43,188,5,0,2,0,0,0,0,0,1,1,0,0,0,0,314,0,15,329,433
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,873,1,1,4,51,5,6,5,19,13,60,2,2,2,0,1,0,1,0,1,1,1,2,0,0,176,0,20,196,261
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,874,1,1,4,21,2,2,3,19,13,20,0,0,0,0,3,0,1,0,0,0,0,0,0,0,88,0,13,101,140
2,32,ZACATECAS,12,VILLA DE COS,41,EL SALVADOR,1283,1,1,12,23,2,3,111,5,33,40,0,1,1,0,3,2,0,0,1,0,0,0,0,0,237,0,13,250,359
2,32,ZACATECAS,12,VILLA DE COS,41,EL SALVADOR,1284,1,1,7,30,1,3,123,6,58,21,4,2,1,0,0,0,0,0,0,0,0,0,0,0,256,0,17,273,391
2,32,ZACATECAS,12,VILLA DE COS,41,EL SALVADOR,1285,1,1,1,21,2,0,68,3,28,24,0,0,1,0,2,0,0,0,0,0,0,0,0,0,150,0,7,157,205
2,32,ZACATECAS,12,VILLA DE COS,41,EL SALVADOR,1286,1,1,22,23,2,10,253,9,46,38,1,0,3,0,3,0,0,0,0,1,0,0,0,0,411,0,26,437,625
2,32,ZACATECAS,12,VILLA DE COS,41,EL SALVADOR,1287,1,1,13,14,2,8,125,2,23,27,0,0,2,0,0,1,0,0,0,0,0,0,0,0,217,0,7,224,344
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1609,1,1,45,154,8,49,3,27,59,81,2,1,8,0,9,2,0,1,8,5,0,1,0,0,463,0,18,481,728
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1610,2,2,56,114,8,49,11,52,72,105,6,0,6,2,12,4,0,0,7,5,0,1,0,0,510,1,24,535,786
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1611,2,2,68,115,16,57,10,46,93,95,4,1,7,0,7,3,1,1,13,2,1,2,0,0,542,1,25,568,871
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1612,4,4,119,407,25,129,23,127,202,255,16,15,31,2,41,2,1,0,20,8,13,3,0,0,1439,0,70,1509,2346
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1613,2,2,40,365,13,70,8,8,60,132,7,7,4,0,34,7,0,0,23,6,2,4,0,0,790,1,25,816,1195
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1614,3,3,55,462,12,106,11,12,96,185,11,14,6,0,20,4,2,1,38,8,2,4,0,0,1049,0,35,1084,1577
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1615,2,2,50,455,9,132,6,24,48,172,9,8,4,1,19,3,0,1,28,14,0,2,0,0,985,1,11,997,1481
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1616,2,2,13,80,3,32,1,1,31,51,1,0,1,1,7,1,0,0,6,2,0,0,0,0,231,0,6,237,332
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1617,1,1,6,19,2,6,1,6,9,17,6,0,1,0,1,0,0,0,3,0,0,0,0,0,77,0,4,81,137
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1618,2,2,31,164,6,87,9,9,87,98,5,0,2,8,16,3,0,1,9,2,3,1,0,0,541,0,31,572,827
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1619,1,1,5,66,1,49,0,15,0,15,0,0,3,0,1,0,0,0,1,2,0,0,0,0,158,0,5,163,213
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1620,1,1,5,40,2,10,2,0,9,16,2,0,1,0,3,0,0,1,1,2,0,0,0,0,94,0,6,100,147
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1621,1,1,9,97,2,11,2,6,34,17,2,1,1,0,2,0,0,0,1,4,0,0,0,0,189,1,4,194,327
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1622,2,2,18,83,14,30,8,10,59,87,11,0,7,0,4,2,0,1,3,7,1,2,0,0,347,0,17,364,569
