CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAZ,PES,FMZ,RPZ,MAZ,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_NAZ_PES,PT_NAZ,PT_PES,NAZ_PES,PVEM_MORENA,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,273,1,1,41,12,0,2,1,9,35,0,1,1,0,0,6,1,0,0,0,0,0,0,0,0,109,0,9,118,188
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,274,2,2,30,200,13,32,16,38,320,8,2,4,2,3,18,4,0,0,0,0,0,0,9,0,699,1,30,730,1140
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,275,1,1,31,62,6,9,5,11,67,7,0,2,1,0,13,3,0,0,0,0,0,0,1,0,218,0,6,224,412
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,276,3,3,115,219,23,51,23,47,196,28,2,6,5,3,29,5,4,4,0,0,0,0,5,0,765,0,31,796,1578
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,277,2,2,73,149,14,26,12,48,159,25,2,6,1,1,15,4,1,0,0,0,0,0,6,0,542,1,25,568,1106
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,278,1,1,39,49,8,8,3,16,54,19,3,0,6,2,10,0,1,0,0,0,0,0,3,0,221,0,9,230,462
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,298,1,1,40,84,6,16,12,20,64,25,2,1,1,0,9,4,0,0,0,0,0,0,2,0,286,0,13,299,463
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,299,1,1,23,36,2,12,2,13,57,1,0,0,4,1,1,0,0,0,0,0,0,0,1,0,153,0,1,154,287
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,300,2,2,131,123,21,54,28,52,185,11,2,7,5,1,15,0,4,4,0,0,0,0,7,0,650,3,20,673,1298
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,302,1,1,25,39,3,10,4,19,35,11,0,4,0,1,5,0,0,0,0,0,0,0,0,0,156,0,6,162,261
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,303,2,2,26,121,8,17,13,17,146,1,0,3,4,2,8,5,0,2,0,0,0,0,5,0,378,0,18,396,1023
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,304,2,2,51,191,14,45,13,50,166,2,2,6,5,2,15,6,0,1,0,0,0,0,10,0,579,0,28,607,1242
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,305,1,1,55,49,2,18,7,28,61,1,0,0,1,0,8,0,0,0,0,0,0,0,4,0,234,0,13,247,459
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,306,1,1,19,36,2,15,4,4,56,5,1,5,0,0,8,3,0,0,0,0,0,0,1,0,159,0,9,168,324
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,307,1,1,46,81,11,29,7,38,68,8,1,15,10,3,14,5,3,0,0,0,0,0,0,0,339,0,16,355,564
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,317,1,1,34,44,4,20,3,17,77,2,0,9,0,1,5,1,1,0,0,0,0,0,1,0,219,0,15,234,424
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,318,4,4,291,234,36,106,31,76,361,10,6,16,1,8,42,15,5,1,0,0,0,0,7,0,1246,1,49,1296,2673
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,338,1,1,19,65,7,12,7,7,78,10,0,0,2,0,14,0,0,0,0,0,0,0,0,0,221,1,11,233,349
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,340,1,1,52,129,12,23,7,47,87,6,1,5,1,2,11,5,1,0,0,0,0,0,6,0,395,0,13,408,720
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,344,2,2,104,139,12,41,12,63,144,37,7,6,3,4,40,5,1,1,0,0,0,0,14,0,633,0,19,652,1172
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,1937,4,4,229,411,36,99,32,162,336,47,37,32,24,9,78,4,3,2,0,0,0,0,10,0,1551,0,52,1603,2812
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,1938,1,1,20,20,5,11,5,13,26,4,13,0,2,0,12,0,0,0,0,0,0,0,3,0,134,0,8,142,247
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,1939,2,2,118,148,14,50,16,55,155,17,15,10,10,7,36,8,1,1,0,0,0,0,5,0,666,1,27,694,1340
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,1940,4,4,195,303,39,89,23,149,283,46,30,18,30,10,65,17,3,1,0,0,0,0,19,0,1320,6,35,1361,2769
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,1941,2,2,138,156,19,49,17,50,136,13,7,7,8,2,35,0,0,1,0,0,0,0,5,0,643,0,14,657,1329
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,135,6,7,188,328,34,101,120,187,655,86,13,17,13,8,40,5,2,1,0,0,0,0,33,208,2039,3,135,2177,3410
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,136,5,5,107,255,20,95,54,98,400,32,4,18,7,1,44,4,0,0,0,0,0,0,30,157,1326,4,62,1392,3106
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,137,6,6,136,385,30,129,108,144,563,61,9,28,14,9,46,11,1,0,0,0,0,0,40,250,1964,5,121,2090,4272
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,138,1,1,14,61,4,23,23,39,124,8,2,4,5,3,12,3,0,0,0,0,0,0,4,37,366,2,13,381,682
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,139,5,5,114,298,16,79,84,102,424,54,12,16,12,4,40,12,0,1,0,0,0,0,29,201,1498,1,60,1559,3039
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,143,1,1,11,100,1,15,13,21,101,6,1,5,13,2,8,2,0,0,0,0,0,0,6,48,353,0,19,372,660
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,144,2,2,42,111,4,29,29,35,143,6,5,12,2,5,12,0,0,2,0,0,0,0,8,53,498,1,28,527,988
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,145,1,1,18,55,5,19,21,30,74,11,4,3,1,1,5,1,0,0,0,0,0,0,5,22,275,2,12,289,563
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,146,2,2,42,88,10,31,26,27,164,21,2,8,8,1,10,3,1,0,0,0,0,0,11,38,491,1,26,518,954
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,147,2,2,42,101,11,21,33,30,158,26,4,3,2,0,15,2,0,0,0,0,0,0,9,33,490,2,32,524,853
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,218,1,1,4,24,2,19,8,4,87,0,69,1,1,0,6,0,0,0,0,0,0,0,4,64,293,0,21,314,512
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,219,1,1,1,45,1,6,12,6,73,0,0,0,0,1,2,0,0,0,0,0,0,0,4,21,172,0,12,184,291
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,220,1,1,2,48,0,20,8,4,120,1,0,1,4,0,2,0,0,0,0,0,0,0,7,63,280,0,20,300,519
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,221,1,1,5,80,1,10,13,6,83,5,0,0,0,0,4,0,0,1,0,0,0,0,2,36,246,0,18,264,407
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,222,1,1,6,32,1,10,5,4,44,3,0,8,0,0,4,0,0,0,0,0,0,0,1,63,181,0,9,190,319
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,223,1,1,3,22,3,5,3,3,48,1,2,0,0,1,2,0,0,0,0,0,0,0,2,14,109,0,2,111,193
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,224,1,1,3,19,2,6,6,2,36,1,1,0,0,0,3,0,0,0,0,0,0,0,4,68,151,0,13,164,315
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,225,1,1,10,21,1,20,9,7,79,3,1,3,0,0,0,1,0,0,0,0,0,0,5,129,289,0,28,317,706
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,226,1,1,4,40,1,9,4,6,39,2,0,1,0,0,5,0,0,0,0,0,0,0,2,54,167,1,16,184,335
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,227,1,1,6,47,2,13,10,6,78,1,0,0,2,1,3,3,0,0,0,0,0,0,2,98,272,0,8,280,465
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,228,3,3,36,123,8,54,47,41,262,14,6,9,5,1,17,4,1,0,0,0,0,0,14,207,849,0,56,905,1771
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,229,2,2,31,143,13,64,28,32,244,12,10,16,2,1,4,1,0,8,0,0,0,0,7,178,794,0,42,836,1486
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,230,2,2,8,105,17,29,11,12,146,2,1,3,3,0,5,1,0,0,0,0,0,0,5,95,443,0,26,469,807
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,231,2,2,8,54,9,23,10,9,96,2,0,14,2,1,11,0,0,0,0,0,0,0,1,110,350,0,38,388,850
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,232,2,2,11,93,23,37,28,19,128,7,1,6,5,1,8,0,2,0,0,0,0,0,6,195,570,0,29,599,1096
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,233,1,1,9,67,8,18,14,11,85,2,0,3,1,1,5,0,0,0,0,0,0,0,7,58,289,0,20,309,568
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,234,1,1,2,32,6,17,16,4,66,2,0,6,2,0,0,0,0,0,0,0,0,0,0,39,192,0,9,201,424
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,235,1,1,4,35,13,26,12,3,66,5,0,6,5,0,0,1,4,1,0,0,0,0,2,89,272,1,26,299,585
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,236,1,1,4,50,3,6,11,1,36,0,1,3,2,0,0,1,0,0,0,0,0,0,0,3,121,0,6,127,253
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,237,1,1,4,64,4,25,9,2,87,0,0,1,0,0,1,0,0,0,0,0,0,0,2,30,229,0,19,248,513
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,238,1,1,2,19,0,12,4,0,44,0,0,0,0,0,2,0,0,0,0,0,0,0,1,14,98,0,16,114,192
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,239,1,1,9,59,5,24,12,16,107,2,0,12,2,0,8,2,2,1,0,0,0,0,2,73,336,0,21,357,640
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,240,2,2,12,150,9,27,27,11,176,4,0,29,2,1,17,2,1,0,0,0,0,0,5,92,565,0,49,614,1065
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,241,1,1,6,30,15,7,4,4,74,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,159,0,8,167,264
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,242,1,1,18,28,0,8,4,8,57,1,0,1,0,0,0,0,0,0,0,0,0,0,1,44,170,0,8,178,348
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,243,1,1,5,88,3,26,18,6,126,1,0,1,4,0,5,1,0,1,0,0,0,0,5,100,390,0,35,425,729
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,244,1,1,2,62,3,6,4,7,56,1,0,0,0,0,3,0,0,0,0,0,0,0,2,59,205,0,20,225,420
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,245,1,1,9,42,9,16,4,7,96,2,0,9,0,2,3,0,0,0,0,0,0,0,0,100,299,0,24,323,550
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,246,2,2,19,71,7,27,20,15,175,10,1,11,7,1,7,4,2,1,0,0,0,0,1,193,572,1,37,610,1039
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,247,1,1,6,34,3,2,3,4,41,3,0,4,1,0,4,1,0,0,0,0,0,0,0,36,142,0,5,147,242
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,248,1,1,16,34,1,11,4,5,83,2,0,0,2,1,7,4,0,1,0,0,0,0,4,66,241,0,7,248,421
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,249,2,2,69,83,5,34,19,29,123,7,2,13,1,1,9,7,0,0,0,0,0,0,3,182,587,0,31,618,1465
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,250,2,2,45,40,7,28,14,9,109,9,0,8,0,2,5,0,0,0,0,0,0,0,5,133,414,0,27,441,1221
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,251,1,1,15,31,6,16,10,7,82,4,0,2,2,0,4,3,0,0,0,0,0,0,2,78,262,0,12,274,674
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,252,2,2,23,90,4,20,19,29,144,6,1,10,3,0,5,2,0,2,0,0,0,0,4,144,506,0,12,518,947
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,253,1,1,15,46,12,20,15,16,89,4,1,35,2,0,7,0,1,0,0,0,0,0,3,24,290,0,18,308,580
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,261,1,1,3,41,3,16,8,2,95,3,1,1,0,0,7,0,0,1,0,0,0,0,0,76,257,0,19,276,412
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,262,1,1,0,7,0,3,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,52,0,6,58,113
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,265,2,2,11,127,4,30,31,24,171,14,0,68,1,1,13,2,0,0,0,0,0,0,6,102,605,0,27,632,1369
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,266,2,2,12,91,5,19,10,14,106,3,1,45,1,2,6,0,0,0,0,0,0,0,6,54,375,3,22,400,914
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,267,3,3,24,175,11,54,44,28,252,15,1,85,4,1,12,2,1,1,0,0,0,0,12,161,883,0,56,939,1987
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,268,2,2,26,60,3,26,20,23,124,3,3,6,2,0,5,2,0,0,0,0,0,0,3,155,461,0,25,486,987
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,269,1,1,8,61,2,20,7,10,74,2,1,6,0,0,3,1,0,0,0,0,0,0,3,62,260,1,16,277,511
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,270,2,2,29,71,6,28,11,17,216,6,0,3,2,1,7,4,0,0,0,0,0,0,1,104,506,0,21,527,1067
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,271,3,3,44,153,12,57,41,45,332,18,2,6,4,1,17,2,0,0,0,0,0,0,13,139,886,3,40,929,1854
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,272,3,4,42,114,6,41,29,29,234,13,0,8,3,3,10,4,0,0,0,0,0,0,11,131,678,2,38,718,1274
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,330,1,1,6,59,2,13,6,2,89,0,0,0,0,2,2,1,0,0,0,0,0,0,2,16,200,0,4,204,359
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,332,1,1,0,0,0,3,0,1,78,0,0,1,1,0,0,4,0,0,0,0,0,0,0,22,110,0,7,117,220
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,333,1,1,4,44,2,10,5,1,38,1,0,1,0,0,4,0,0,1,0,0,0,0,3,19,133,1,11,145,240
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,334,1,1,1,28,5,5,4,0,48,0,0,2,0,0,4,0,1,0,0,0,0,0,2,13,113,0,9,122,200
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,335,1,1,2,11,3,13,3,1,50,1,0,2,3,0,0,0,0,0,0,0,0,0,0,9,98,0,5,103,146
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,336,1,1,1,9,1,2,3,2,27,1,0,2,0,0,0,0,0,0,0,0,0,0,1,32,81,0,2,83,136
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,339,1,1,4,19,2,7,7,0,76,0,0,0,0,0,4,1,0,0,0,0,0,0,2,35,157,0,6,163,376
2,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,341,1,1,4,26,3,20,7,4,69,1,1,6,0,0,2,0,0,2,0,0,0,0,4,34,183,0,9,192,347
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1256,2,2,38,255,133,15,90,35,172,62,1,7,6,1,4,1,0,0,0,0,0,0,15,72,907,1,26,934,1394
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1257,2,2,40,190,72,5,91,25,89,24,0,7,1,1,6,0,0,0,0,0,0,0,10,48,609,1,28,638,929
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1258,1,1,23,133,41,11,85,13,80,32,0,1,2,0,2,1,0,0,0,0,0,0,10,37,471,0,19,490,724
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1259,1,1,18,114,32,15,75,8,86,27,2,2,0,0,3,1,0,0,0,0,0,0,12,28,423,0,20,443,637
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1260,1,1,6,131,53,8,65,11,95,10,0,2,0,0,3,0,1,1,0,0,0,0,12,0,398,27,21,446,689
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1261,1,1,2,149,24,4,59,4,69,9,1,0,1,2,4,1,0,1,0,0,0,0,9,12,351,0,36,387,716
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1262,1,1,1,107,14,1,19,2,42,6,0,0,1,1,1,2,0,0,0,0,0,0,5,19,221,0,16,237,480
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1263,1,1,1,27,9,7,21,4,42,3,0,0,0,0,0,0,0,0,0,0,0,0,10,1,125,0,8,133,269
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1264,2,2,5,108,53,14,75,9,136,13,1,2,2,0,0,0,0,0,0,0,0,0,8,8,434,0,21,455,813
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1265,1,1,1,180,32,4,31,12,102,11,2,2,0,0,3,1,1,0,0,0,0,0,6,7,395,0,22,417,649
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1266,2,2,13,262,62,12,55,17,99,7,1,1,1,0,7,1,1,3,0,0,0,0,10,10,562,0,33,595,908
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1267,1,1,0,104,23,4,26,3,27,3,0,2,0,0,1,0,0,0,0,0,0,0,1,6,200,0,10,210,355
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1268,1,1,8,123,64,17,51,6,85,14,1,2,0,2,1,0,1,0,0,0,0,0,13,7,395,0,27,422,734
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1269,2,2,5,150,85,8,87,5,117,5,0,3,0,0,3,3,0,1,0,0,0,0,4,19,495,1,22,518,969
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1270,2,2,12,153,30,8,48,15,159,16,0,8,0,0,4,3,0,0,0,0,0,0,10,32,498,0,31,529,964
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1271,1,1,0,149,20,0,37,0,61,11,0,0,1,0,0,0,0,0,0,0,0,0,18,0,297,0,13,310,489
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1272,1,1,4,46,17,3,21,4,39,2,0,3,0,1,0,1,0,0,0,0,0,0,3,2,146,0,7,153,246
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1273,2,2,8,265,13,4,10,4,24,5,1,0,0,0,6,1,1,0,0,0,0,0,0,21,363,0,15,378,836
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1274,2,2,21,261,18,5,21,5,24,9,0,1,1,0,4,2,0,0,0,0,0,0,1,24,397,0,20,417,839
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1275,1,1,4,113,7,3,21,2,50,9,0,0,0,0,2,2,0,0,0,0,0,0,1,9,223,0,9,232,351
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1276,1,1,5,103,18,2,19,6,30,2,1,1,0,1,0,0,0,0,0,0,0,0,1,16,205,0,21,226,382
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1277,1,1,2,81,12,2,63,2,98,3,0,4,2,0,1,0,0,0,0,0,0,0,12,39,321,0,14,335,521
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1278,2,2,7,208,39,16,126,5,189,2,8,6,1,0,4,3,2,0,0,0,0,0,27,109,752,0,40,792,1226
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1279,1,1,10,150,26,0,13,4,32,3,0,1,0,0,2,2,0,0,0,0,0,0,3,7,253,0,15,268,520
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1280,1,1,0,69,5,4,29,1,61,3,0,1,0,0,0,0,0,0,0,0,0,0,14,0,187,0,15,202,305
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1281,1,1,5,142,19,1,24,3,31,6,0,1,1,0,3,0,0,1,0,0,0,0,3,17,257,0,7,264,464
2,32,ZACATECAS,7,FRESNILLO,40,SAIN ALTO,1282,1,1,1,45,14,3,12,2,22,2,0,2,0,1,2,1,0,0,0,0,0,0,2,7,116,0,2,118,184
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,148,5,6,131,408,62,120,81,233,431,202,6,14,31,3,60,0,1,6,0,0,0,0,8,0,1797,0,143,1940,2969
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,149,2,2,173,178,17,35,18,93,150,23,3,2,6,1,52,6,0,0,0,0,0,0,1,0,758,0,7,765,1184
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,150,2,2,104,131,20,55,11,53,144,21,7,0,6,0,39,1,0,1,0,0,0,0,3,0,596,1,36,633,892
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,151,2,2,67,130,12,62,10,86,152,38,2,3,19,2,19,7,1,1,0,0,0,0,6,0,617,0,22,639,1006
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,159,1,1,44,82,5,48,15,35,123,12,3,3,4,0,6,1,0,0,0,0,0,0,0,0,381,0,22,403,522
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,160,1,1,14,56,16,27,5,27,70,6,3,0,3,0,8,0,0,0,0,0,0,0,4,0,239,0,1,240,354
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,161,1,1,60,99,9,21,6,30,60,11,3,3,8,0,8,6,0,0,0,0,0,0,1,0,325,0,12,337,471
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,162,1,1,58,95,19,27,21,75,112,12,2,4,16,1,14,2,0,0,0,0,0,0,9,0,467,0,28,495,746
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,163,5,5,218,510,70,118,46,293,410,99,20,18,37,6,88,8,2,1,0,0,0,0,18,0,1962,4,98,2064,3746
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,164,2,2,106,142,11,45,17,92,155,24,4,4,8,2,30,4,1,0,0,0,0,0,4,0,649,0,29,678,1124
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,180,2,2,43,101,5,20,19,59,125,15,1,4,11,4,17,3,2,0,0,0,0,0,3,0,432,0,21,453,841
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,181,1,1,68,111,20,22,15,66,91,18,7,3,14,0,16,5,0,0,0,0,0,0,0,0,456,1,15,472,744
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,208,1,1,32,120,9,9,7,45,88,24,4,1,9,6,20,4,1,0,0,0,0,0,4,0,383,0,18,401,625
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,209,1,1,41,93,8,20,12,57,101,19,1,1,8,1,20,4,0,0,0,0,0,0,6,0,392,1,11,404,675
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,211,2,2,64,127,18,22,24,74,164,42,1,3,15,0,36,2,0,1,0,0,0,0,5,0,598,2,20,620,873
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,212,4,4,157,246,42,85,41,163,289,65,7,17,33,3,45,7,1,0,0,0,0,0,5,0,1206,3,97,1306,2590
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,213,6,6,174,388,42,132,53,270,480,97,13,17,37,1,60,15,1,2,0,0,0,0,15,0,1797,1,101,1899,3976
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,214,1,1,31,87,7,21,9,44,84,15,4,1,9,0,22,0,0,0,0,0,0,0,4,0,338,0,12,350,666
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,215,1,1,12,66,9,14,12,47,91,11,4,4,3,3,15,1,0,1,0,0,0,0,5,0,298,0,20,318,528
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,254,1,1,6,7,5,10,4,4,27,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,68,0,1,69,192
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,255,1,1,2,17,1,6,3,0,39,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,71,0,1,72,141
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,256,1,1,9,36,16,18,18,21,99,5,0,0,2,0,2,1,0,1,0,0,0,0,2,0,230,0,21,251,554
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,257,1,1,8,22,17,15,14,14,71,5,3,1,1,0,1,0,1,0,0,0,0,0,2,0,175,0,19,194,377
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,258,1,1,8,20,15,5,7,3,33,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,97,0,9,106,202
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,259,1,1,5,40,6,4,5,4,91,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,157,0,5,162,331
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,15,17,599
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,263,1,1,8,18,6,18,15,17,102,0,0,10,1,0,2,2,0,0,0,0,0,0,5,0,204,0,14,218,423
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,264,2,2,17,59,18,26,17,43,168,8,2,25,3,3,5,1,0,0,0,0,0,0,3,0,398,0,37,435,779
2,32,ZACATECAS,8,FRESNILLO,10,FRESNILLO,279,2,2,19,105,8,23,22,23,222,8,1,13,1,0,13,0,0,0,0,0,0,0,0,0,458,0,35,493,957
