ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,160,400,404,53819,10742,1743,14327,4624,9386,25437,120078,70,4272,124420,233835,
11,GUANAJUATO,2,SAN LUIS DE LA PAZ,147,350,352,37935,19077,2775,7758,4226,5207,36932,113910,19,5934,119863,199885,
11,GUANAJUATO,3,LEON,85,318,320,76046,4801,738,4162,1332,8384,28458,123921,82,4507,128510,202733,
11,GUANAJUATO,4,LEON,100,299,300,49177,3920,625,4103,1380,6968,30378,96551,30,4279,100860,188135,
11,GUANAJUATO,5,LEON,94,302,304,53000,3405,621,4193,1269,8023,30587,101098,123,4501,105722,194464,
11,GUANAJUATO,6,LEON,149,370,372,60975,5870,753,5915,2541,8339,38677,123070,64,3675,126809,219013,
11,GUANAJUATO,7,LEON,239,452,456,88018,6476,961,6521,3634,10431,41556,157597,120,6565,164282,251456,
11,GUANAJUATO,8,GUANAJUATO,140,376,379,56103,6362,1502,6296,2896,8735,43949,125843,89,5456,131388,227540,
11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,144,368,374,31694,21452,,5415,5725,9467,38715,112468,50,4461,116979,212982,
11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,152,390,394,44045,26586,768,6131,1548,7877,36871,123826,78,5295,129199,231683,
11,GUANAJUATO,11,IRAPUATO,123,381,386,59665,4918,814,3781,2469,8925,41601,122173,65,5450,127688,234863,
11,GUANAJUATO,12,IRAPUATO,139,371,372,42887,4873,1147,4667,3098,10101,50742,117515,97,3223,120835,229109,
11,GUANAJUATO,13,CORTAZAR,178,391,395,29145,9157,1196,6680,3897,18072,57061,125208,39,3316,128563,224689,
11,GUANAJUATO,14,SALAMANCA,158,384,387,42570,4056,1636,5219,3915,9126,54787,121309,69,2610,123988,227017,
11,GUANAJUATO,15,CELAYA,165,367,370,43449,7133,1170,6592,3463,10013,50903,122723,47,3224,125994,211899,
11,GUANAJUATO,16,CELAYA,88,301,302,29989,4679,1152,5456,2875,9553,51839,105543,62,1975,107580,193901,
11,GUANAJUATO,17,APASEO EL GRANDE,124,346,351,35093,5666,6064,9692,3602,6212,41029,107358,208,4105,111671,206228,
11,GUANAJUATO,18,PENJAMO,179,401,404,52771,11426,620,6455,2310,5268,34500,113350,8,3978,117336,229793,
11,GUANAJUATO,19,VALLE DE SANTIAGO,142,363,364,32591,11467,2245,7158,4556,6403,44225,108645,28,4915,113588,210030,
11,GUANAJUATO,20,YURIRIA,171,410,415,33569,6849,1631,18227,4216,17876,39944,122312,77,5579,127968,238491,
11,GUANAJUATO,21,LEON,110,344,346,68338,5078,842,5233,1977,11121,37427,130016,61,5074,135151,216382,
11,GUANAJUATO,22,ACAMBARO,246,460,463,43083,13484,1766,6208,3394,7437,48655,124027,32,5587,129646,247176,
