CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MAS,PAN_PRI,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,C,5,0,C05,0,4,5,20,18,62,3,259,11,1,5,1,0,3,392,0,20,412,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,C,6,0,C06,0,7,5,13,15,73,3,267,13,1,5,1,2,5,410,0,17,427,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,C,7,0,C07,0,9,11,22,12,65,4,314,14,2,5,1,2,1,462,0,12,474,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,C,8,0,C08,0,20,5,12,13,58,13,287,14,1,16,0,0,0,439,0,19,458,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,C,9,0,C09,0,9,2,13,15,40,10,326,5,0,6,0,2,4,432,0,16,448,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,C,10,0,C10,0,10,3,24,13,72,13,296,5,0,5,1,2,4,448,1,19,468,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,C,11,0,C11,0,8,12,12,8,48,7,301,18,0,10,2,5,3,434,1,15,450,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,C,12,0,C12,0,10,7,12,20,67,11,263,7,0,14,0,0,0,411,0,16,427,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,C,13,0,C13,0,11,12,10,10,48,8,301,10,0,6,2,0,1,419,0,14,433,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,E,1,0,E01,0,3,2,88,15,10,4,154,16,0,7,0,2,2,303,0,18,321,410,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,451,B,1,0,B,0,4,7,2,53,4,17,125,12,0,0,0,0,0,224,0,9,233,520,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,451,C,1,0,C01,0,5,3,3,58,3,10,127,6,1,14,0,0,0,230,0,32,262,520,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,451,C,2,0,C02,0,8,5,5,62,3,13,128,11,0,0,0,2,0,237,0,11,248,519,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,452,B,1,0,B,0,11,2,1,74,11,10,168,2,0,10,0,4,1,294,0,11,305,647,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,452,C,1,0,C01,0,6,6,1,79,4,19,159,3,0,11,0,4,3,295,1,31,327,646,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,453,B,1,0,B,0,12,6,0,100,3,13,145,4,0,7,0,3,4,297,0,14,311,514,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,453,C,1,0,C01,0,5,2,3,82,9,12,146,2,0,9,0,1,0,271,0,6,277,513,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,454,B,1,0,B,0,11,8,1,11,6,19,183,4,0,12,5,3,0,263,0,5,268,578,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,454,C,1,0,C01,0,14,9,2,61,10,20,165,5,2,6,1,5,4,304,0,13,317,577,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,455,B,1,0,B,0,13,8,2,59,8,13,133,0,0,0,0,0,0,236,0,3,239,428,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,455,C,1,0,C01,0,4,6,2,49,3,22,126,5,0,6,0,2,1,226,0,8,234,428,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,456,B,1,0,B,0,6,18,2,85,5,31,161,8,0,9,0,3,1,329,0,16,345,626,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,457,B,1,0,B,0,5,3,2,71,4,20,148,5,0,5,0,3,1,267,0,10,277,478,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,457,C,1,0,C01,0,5,10,1,60,6,26,147,3,0,6,0,3,1,268,0,0,268,477,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,458,B,1,0,B,0,8,4,3,61,10,11,161,8,0,4,0,3,3,276,1,10,287,534,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,458,C,1,0,C01,0,6,3,1,82,9,20,166,3,2,6,0,6,0,304,0,14,318,534,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,459,B,1,0,B,0,11,6,4,60,15,27,205,8,1,7,1,4,1,350,1,14,365,746,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,460,B,1,0,B,0,9,4,4,68,4,11,173,4,0,7,0,5,1,290,0,10,300,557,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,460,C,1,0,C01,0,12,1,2,65,7,13,177,4,0,8,0,4,3,296,0,11,307,557,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,461,B,1,0,B,0,7,8,2,89,7,11,132,3,0,9,1,2,0,271,0,11,282,521,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,462,B,1,0,B,0,10,7,1,82,6,11,102,4,1,10,1,10,2,247,1,8,256,495,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,463,B,1,0,B,0,21,3,6,76,4,25,238,11,1,9,0,5,3,402,0,16,418,715,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,464,B,1,0,B,0,9,7,4,65,9,16,172,4,0,6,0,2,0,294,1,9,304,542,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,465,B,1,0,B,0,18,9,4,39,8,23,198,10,1,10,1,4,1,326,1,13,340,640,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,466,B,1,0,B,0,8,12,1,119,3,20,173,1,0,8,1,5,0,351,0,6,357,627,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,467,B,1,0,B,0,6,4,8,31,3,16,127,3,0,10,0,4,2,214,0,8,222,456,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,468,B,1,0,B,0,6,4,5,33,7,17,154,4,1,7,0,1,0,239,1,9,249,489,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,469,B,1,0,B,0,10,4,3,74,9,24,175,5,0,5,1,1,1,312,0,18,330,553,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,470,B,1,0,B,0,11,15,14,46,4,31,182,6,3,0,0,0,0,312,0,7,319,598,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,471,B,1,0,B,0,19,14,4,54,8,34,225,3,2,15,0,0,0,378,0,14,392,690,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,472,B,1,0,B,0,7,3,5,70,5,12,144,2,0,0,0,0,0,248,0,5,253,550,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,472,C,1,0,C01,0,3,7,10,68,3,26,112,3,0,0,0,0,0,232,0,0,232,550,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,472,C,2,0,C02,0,6,6,2,76,7,21,136,7,0,5,1,4,0,271,2,11,284,549,RECONTADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,473,B,1,0,B,0,5,4,2,107,8,21,174,1,1,20,0,0,0,343,0,10,353,636,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,473,C,1,0,C01,0,7,4,2,107,3,16,164,5,6,15,0,0,0,329,0,9,338,635,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,474,B,1,0,B,0,7,6,3,94,7,13,138,10,0,7,4,3,0,292,1,13,306,528,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,474,C,1,0,C01,0,3,4,1,88,6,9,138,6,0,3,0,5,0,263,0,5,268,527,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,474,C,2,0,C02,0,9,2,3,3,7,20,141,2,1,2,0,1,2,193,0,12,205,527,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,475,B,1,0,B,0,13,8,2,81,5,9,203,9,0,11,0,3,1,345,3,11,359,676,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,475,C,1,0,C01,0,19,8,3,84,8,15,190,6,0,0,0,0,0,333,0,17,350,675,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,476,B,1,0,B,0,13,7,4,43,8,30,152,6,0,11,1,4,1,280,0,14,294,548,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,476,C,1,0,C01,0,16,4,4,61,2,24,169,3,1,6,1,3,0,294,0,16,310,547,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,477,B,1,0,B,0,6,0,7,106,11,23,210,8,0,3,0,2,1,377,4,13,394,670,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,477,C,1,0,C01,0,9,8,2,92,2,17,187,2,0,5,0,12,2,338,0,19,357,670,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,478,B,1,0,B,0,5,2,4,83,5,17,144,11,0,7,1,4,4,287,0,12,299,559,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,478,C,1,0,C01,0,9,5,1,82,10,25,152,7,1,9,1,5,1,308,1,13,322,558,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,479,B,1,0,B,0,5,7,4,64,7,18,164,9,0,3,2,1,2,286,0,12,298,528,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,479,C,1,0,C01,0,16,5,2,69,7,14,168,4,0,12,2,6,2,307,1,9,317,527,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,480,B,1,0,B,0,6,10,4,67,3,19,159,4,0,7,1,4,2,286,0,8,294,529,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,480,C,1,0,C01,0,5,11,4,83,5,22,155,6,1,0,0,2,0,294,0,12,306,529,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,481,B,1,0,B,0,22,5,3,68,7,37,228,4,3,16,1,4,2,400,0,13,413,689,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,481,C,1,0,C01,0,22,5,3,68,7,37,228,4,3,16,1,4,2,400,0,13,413,689,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,482,B,1,0,B,0,12,11,1,94,9,0,207,4,1,11,1,3,2,356,0,27,383,704,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,483,B,1,0,B,0,11,8,1,88,4,13,113,1,0,3,0,3,4,249,1,9,259,488,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,483,C,1,0,C01,0,7,3,1,63,3,12,143,3,2,10,1,1,2,251,0,8,259,488,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,484,B,1,0,B,0,12,5,2,122,4,14,107,12,1,8,0,1,0,288,0,11,299,532,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,484,C,1,0,C01,0,7,5,1,127,4,14,121,9,0,0,0,0,0,288,0,14,302,531,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,485,B,1,0,B,0,13,10,4,93,10,19,209,17,0,0,0,0,0,375,0,16,391,519,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,485,C,1,0,C01,0,8,8,3,21,7,10,102,1,0,1,1,3,0,165,0,12,177,518,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,486,B,1,0,B,0,11,3,2,75,0,12,108,6,1,10,1,2,0,231,0,0,231,413,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,486,C,1,0,C01,0,11,4,1,74,5,11,106,6,0,10,0,1,0,229,0,8,237,412,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,487,B,1,0,B,0,11,4,4,79,9,13,107,5,0,0,0,8,0,240,0,6,246,391,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,487,C,1,0,C01,0,6,2,4,73,3,6,92,4,0,5,0,6,1,202,0,6,208,391,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,488,B,1,0,B,0,17,5,4,129,13,25,181,3,0,11,0,6,1,395,1,9,405,692,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,489,B,1,0,B,0,22,4,2,66,12,19,208,4,3,18,0,0,0,358,0,14,372,666,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,490,B,1,0,B,0,5,4,3,79,3,16,110,4,0,10,1,3,2,240,0,7,247,385,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,490,C,1,0,C01,0,3,4,2,73,7,7,93,1,0,11,0,3,1,205,0,9,214,384,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,495,B,1,0,B,0,4,1,6,37,7,15,207,3,0,11,1,6,7,305,0,9,314,594,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,496,B,1,0,B,0,10,2,7,40,4,6,191,0,4,4,1,0,6,275,0,4,279,591,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,497,B,1,0,B,0,9,4,3,78,6,14,177,5,0,10,0,2,0,308,0,12,320,606,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,497,C,1,0,C01,0,6,3,5,47,5,13,171,1,0,3,0,3,1,258,2,7,267,606,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,497,C,2,0,C02,0,7,4,4,52,3,1,197,2,0,6,0,5,0,281,0,5,286,605,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,B,1,0,B,0,18,4,4,100,5,17,196,6,0,13,0,5,2,370,0,13,383,686,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,C,1,0,C01,0,6,5,4,63,8,20,188,4,1,9,1,2,4,315,0,13,328,686,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,C,2,0,C02,0,11,8,5,83,8,11,194,3,2,6,0,5,1,337,1,11,349,686,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,C,3,0,C03,0,12,4,5,75,0,21,214,5,2,9,0,10,2,359,0,9,368,686,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,C,4,0,C04,0,13,2,4,71,6,17,209,6,2,8,1,3,1,343,0,10,353,685,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,499,B,1,0,B,0,9,7,5,53,2,26,189,5,0,11,0,6,3,316,1,11,328,680,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,510,B,1,0,B,0,2,4,2,83,4,18,190,2,0,3,0,2,0,310,0,14,324,628,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,510,C,1,0,C01,0,7,0,0,93,8,19,142,0,1,1,4,7,1,283,1,10,294,627,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,510,C,2,0,C02,0,5,7,6,96,4,14,159,5,1,6,0,0,0,303,1,9,313,627,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,526,B,1,0,B,0,6,8,2,128,1,11,92,4,1,3,1,4,0,261,0,12,273,448,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,526,C,1,0,C01,0,3,7,2,150,3,14,74,8,0,4,0,5,0,270,2,14,286,448,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,527,B,1,0,B,0,7,4,4,88,5,18,115,6,2,5,1,2,2,259,0,9,268,465,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,527,C,1,0,C01,0,7,4,3,87,4,24,118,4,0,12,0,3,1,267,0,10,277,465,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,528,B,1,0,B,0,4,2,3,69,7,23,128,3,0,10,0,4,1,254,0,17,271,486,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,528,C,1,0,C01,0,4,6,2,1,7,19,131,6,0,5,0,1,3,185,0,2,187,485,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,529,B,1,0,B,0,10,2,3,59,6,17,27,5,0,0,0,0,0,129,0,21,150,419,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,529,C,1,0,C01,0,7,4,2,37,3,15,118,10,0,7,0,0,0,203,0,5,208,418,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,530,B,1,0,B,0,7,10,1,48,8,10,176,2,1,11,1,1,3,279,0,10,289,488,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,530,C,1,0,C01,0,12,5,3,67,10,24,129,7,1,9,0,5,2,274,0,11,285,487,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,565,B,1,0,B,0,12,4,3,45,3,29,121,1,2,7,0,3,2,232,0,0,232,401,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,565,C,1,0,C01,0,6,4,7,33,3,22,118,3,1,3,0,2,0,202,0,13,215,400,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,962,B,1,0,B,0,9,6,4,32,7,18,169,16,1,5,0,3,0,270,0,0,270,636,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,962,C,1,0,C01,0,10,1,4,30,17,14,151,10,1,14,0,1,2,255,0,11,266,636,RECONTADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,962,C,2,0,C02,0,6,7,3,25,7,20,152,18,1,8,0,3,1,251,0,17,268,636,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1113,B,1,0,B,0,15,18,2,117,6,17,174,5,3,8,0,5,1,371,0,10,381,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1113,C,1,0,C01,0,21,4,7,85,10,26,158,1,0,10,1,5,2,330,0,13,343,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1113,C,2,0,C02,0,16,3,1,89,8,19,208,5,3,3,0,2,0,357,0,14,371,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1113,C,3,0,C03,0,15,6,3,109,5,20,165,0,2,14,0,0,0,339,0,13,352,705,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1114,B,1,0,B,0,6,6,5,164,12,21,151,11,1,10,0,3,2,392,0,24,416,716,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1114,C,1,0,C01,0,15,12,10,130,14,187,8,1,9,0,0,10,2,398,1,10,409,716,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1114,C,2,0,C02,0,12,4,1,138,6,19,177,3,1,7,5,0,0,373,1,16,390,716,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1114,C,3,0,C03,0,16,9,6,114,8,21,177,4,0,14,0,3,0,372,0,13,385,715,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1115,B,1,0,B,0,15,7,3,84,7,31,186,3,0,13,0,6,2,357,0,16,373,690,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1115,C,1,0,C01,0,14,5,2,90,5,22,182,2,0,15,1,4,2,344,0,12,356,690,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1115,C,2,0,C02,0,19,15,6,89,13,29,173,5,0,16,0,5,1,371,0,13,384,689,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,492,B,1,0,B,0,18,6,7,69,5,12,124,3,0,6,0,0,1,251,0,10,261,604,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,492,C,1,0,C01,0,12,4,4,55,4,15,151,2,0,10,0,4,2,263,0,12,275,604,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,492,C,2,0,C02,0,15,4,3,59,3,15,144,1,0,5,0,1,0,250,0,7,257,604,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,492,C,3,0,C03,0,14,1,1,70,9,19,154,4,0,8,0,2,4,286,0,5,291,604,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,492,C,4,0,C04,0,14,7,4,71,7,18,128,4,0,5,1,2,1,262,0,11,273,603,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,493,B,1,0,B,0,10,3,1,42,6,13,152,2,0,3,1,1,1,235,0,7,242,618,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,493,C,1,0,C01,0,7,3,2,51,7,18,159,0,0,9,0,4,0,260,0,13,273,618,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,493,C,2,0,C02,0,11,10,2,48,4,17,139,1,0,11,1,4,1,249,0,0,249,617,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,493,C,3,0,C03,0,12,3,3,52,0,12,142,5,0,4,1,1,0,235,1,9,245,617,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,494,B,1,0,B,0,6,2,6,58,3,10,139,4,0,5,0,0,0,233,2,14,249,459,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,494,C,1,0,C01,0,7,2,1,48,4,11,141,3,0,5,0,3,3,228,0,11,239,458,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,501,B,1,0,B,0,7,5,2,82,8,19,204,3,0,15,1,0,4,350,0,9,359,599,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,502,B,1,0,B,0,10,6,5,68,7,19,175,1,0,7,1,2,1,302,0,6,308,582,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,502,C,1,0,C01,0,6,0,0,68,10,23,147,5,0,9,1,1,3,273,0,7,280,582,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,503,B,1,0,B,0,8,1,3,55,4,17,133,4,0,3,0,2,2,232,0,3,235,454,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,503,C,1,0,C01,0,3,3,0,60,3,9,115,0,0,9,0,2,1,205,0,5,210,453,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,504,B,1,0,B,0,3,3,0,69,11,16,148,3,0,9,0,1,1,264,0,9,273,505,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,504,C,1,0,C01,0,8,2,2,73,13,15,139,4,0,8,0,3,2,269,1,5,275,504,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,849,B,1,0,B,0,7,3,3,116,5,15,171,4,0,10,0,2,4,340,0,10,350,721,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,849,C,1,0,C01,0,9,5,2,102,8,11,174,4,0,11,1,0,1,328,0,7,335,721,COTEJADO EN PLENO,,,
