CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MAS,PAN_PRI,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,649,C,1,0,C01,0,127,27,7,33,4,25,87,5,7,0,0,0,0,322,0,13,335,522,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,650,B,1,0,B,0,124,16,0,13,2,17,87,3,5,0,0,0,0,267,1,10,278,423,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,650,C,1,0,C01,0,113,21,3,23,3,14,82,7,6,0,0,0,0,272,0,14,286,423,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,651,B,1,0,B,0,161,37,3,11,11,32,108,4,5,0,0,0,0,372,0,13,385,615,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,652,B,1,0,B,0,98,26,5,13,5,37,105,1,2,0,0,0,0,292,1,16,309,501,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,652,C,1,0,C01,0,92,27,3,25,4,37,95,3,2,0,0,0,0,288,1,14,303,500,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,653,B,1,0,B,0,100,22,2,8,10,27,106,4,0,0,0,0,0,279,0,15,294,509,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,653,C,1,0,C01,0,95,19,8,18,10,38,127,7,2,0,0,0,0,324,0,12,336,509,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,653,C,2,0,C02,0,95,26,5,21,6,31,110,4,2,0,0,0,0,300,0,16,316,508,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,654,B,1,0,B,0,48,13,1,28,5,17,117,5,3,0,0,0,0,237,0,21,258,384,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,654,C,1,0,C01,0,39,8,3,38,3,27,112,5,1,0,0,0,0,236,1,10,247,384,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,655,B,1,0,B,0,64,9,7,35,10,20,106,3,0,0,0,0,0,254,0,20,274,426,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,655,C,1,0,C01,0,51,15,0,28,7,25,137,9,1,0,0,0,0,273,0,25,298,426,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,656,B,1,0,B,0,70,25,5,50,7,29,135,8,0,0,0,0,0,329,4,18,351,526,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,657,B,1,0,B,0,131,37,5,31,3,41,137,5,3,0,0,0,0,393,0,11,404,616,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,658,B,1,0,B,0,147,43,6,17,5,45,110,10,5,0,0,0,0,388,0,20,408,649,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,658,C,1,0,C01,0,136,27,8,19,8,46,108,9,5,0,0,0,0,366,1,28,395,648,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,659,B,1,0,B,0,204,29,5,32,4,27,108,7,12,0,0,0,0,428,0,12,440,693,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,660,B,1,0,B,0,137,26,4,25,7,25,78,4,3,0,0,0,0,309,2,10,321,549,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,660,C,1,0,C01,0,108,27,5,24,1,29,115,5,3,0,0,0,0,317,0,13,330,549,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,661,B,1,0,B,0,160,40,7,16,3,38,108,6,11,0,0,0,0,389,0,7,396,603,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,661,C,1,0,C01,0,171,28,8,28,4,28,92,5,6,0,0,0,0,370,0,24,394,603,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,876,B,1,0,B,0,35,20,4,81,19,5,174,6,5,5,0,3,1,358,0,15,373,732,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,876,C,1,0,C01,0,37,17,4,116,10,6,198,3,5,5,0,3,1,405,0,15,420,732,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,876,C,2,0,C02,0,25,7,2,96,11,7,186,1,3,5,2,5,3,353,0,22,375,732,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,876,C,3,0,C03,0,32,19,0,80,10,13,196,4,3,5,1,3,2,368,0,14,382,732,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,876,C,4,0,C04,0,45,17,4,75,17,12,197,3,4,9,2,3,0,388,0,14,402,732,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,876,C,5,0,C05,0,32,16,5,89,12,8,186,4,5,9,0,3,2,371,0,6,377,732,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,876,C,6,0,C06,0,33,17,4,94,16,6,177,5,3,11,1,2,1,370,0,13,383,732,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,0,A,6,0,VA06,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,2,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,877,B,1,0,B,0,33,22,2,83,11,12,168,5,4,13,0,5,0,358,1,13,372,635,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,877,C,1,0,C01,0,39,24,1,57,16,12,187,1,6,6,1,3,3,356,0,20,376,635,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,878,B,1,0,B,0,29,14,2,94,10,10,180,5,3,13,0,4,2,366,0,9,375,635,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,878,C,1,0,C01,0,36,20,2,104,12,18,160,3,5,4,2,4,0,370,0,10,380,635,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,879,B,1,0,B,0,33,10,1,97,7,12,157,4,3,6,2,2,3,337,0,14,351,672,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,879,C,1,0,C01,0,39,16,1,98,10,15,187,2,2,8,0,2,2,382,0,7,389,671,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,881,B,1,0,B,0,60,20,4,27,6,17,105,4,5,3,0,0,2,253,0,15,268,623,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,881,C,1,0,C01,0,75,22,1,39,7,19,89,3,6,1,1,4,0,267,0,10,277,623,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,881,C,2,0,C02,0,79,20,2,43,4,18,104,9,6,1,1,2,0,289,1,6,296,623,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,881,C,3,0,C03,0,90,19,5,35,9,25,95,6,0,7,1,1,3,296,2,11,309,622,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,883,B,1,0,B,0,32,18,2,57,15,23,156,4,3,4,0,3,1,318,0,13,331,558,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,883,C,1,0,C01,0,36,19,2,73,14,20,152,1,6,1,0,4,4,332,1,13,346,557,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,883,C,2,0,C02,0,47,19,4,72,9,19,136,2,1,4,1,3,1,318,0,10,328,557,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,888,B,1,0,B,0,94,19,4,30,5,31,90,4,3,6,0,2,1,289,2,13,304,628,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,888,C,1,0,C01,0,111,22,3,29,7,27,96,2,7,4,0,1,2,311,0,6,317,628,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,888,C,2,0,C02,0,92,18,5,23,6,39,99,2,5,9,0,5,0,303,0,6,309,628,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,888,C,3,0,C03,0,104,25,2,32,4,38,95,4,5,2,0,1,3,315,1,10,326,627,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,888,C,4,0,C04,0,110,21,3,24,7,19,102,8,5,4,0,1,0,304,0,8,312,627,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,888,C,5,0,C05,0,75,24,2,31,5,31,95,5,6,3,0,3,2,282,1,9,292,627,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,975,B,1,0,B,0,88,12,1,31,6,37,148,7,4,10,2,0,1,347,0,15,362,741,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,975,C,1,0,C01,0,100,19,3,32,4,45,138,9,3,4,0,3,1,361,0,14,375,740,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,977,B,1,0,B,0,23,13,0,65,6,3,124,4,3,9,0,6,1,257,0,5,262,532,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,977,C,1,0,C01,0,25,9,0,52,6,6,122,4,3,8,0,2,0,237,0,4,241,532,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,977,C,2,0,C02,0,15,10,0,63,7,1,141,1,1,6,0,4,2,251,0,7,258,531,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,978,B,1,0,B,0,27,7,1,85,18,18,154,3,1,10,0,6,1,331,0,12,343,739,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,978,C,1,0,C01,0,19,9,0,84,11,7,159,1,0,6,0,3,2,301,0,5,306,738,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,978,C,2,0,C02,0,30,11,2,67,9,9,181,1,3,9,1,2,3,328,0,7,335,738,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,979,B,1,0,B,0,30,5,2,78,12,2,183,2,3,8,0,3,1,329,0,5,334,632,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,979,C,1,0,C01,0,31,3,1,90,11,7,176,3,2,6,1,4,4,339,0,6,345,632,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,979,C,2,0,C02,0,41,11,1,94,14,10,151,1,5,4,0,5,1,338,0,7,345,632,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,980,B,1,0,B,0,19,17,5,79,9,8,168,4,2,9,1,3,1,325,1,16,342,729,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,980,C,1,0,C01,0,18,15,3,78,12,8,175,2,2,7,0,3,3,326,0,15,341,729,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,980,C,2,0,C02,0,27,11,1,78,18,9,182,4,0,4,0,2,1,337,0,8,345,728,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,980,C,3,0,C03,0,15,9,3,93,10,5,186,1,1,5,1,2,0,331,0,15,346,728,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,980,C,4,0,C04,0,22,4,5,78,8,7,183,6,3,5,0,4,2,327,0,7,334,728,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,980,C,5,0,C05,0,29,8,2,70,9,13,205,2,2,4,0,1,5,350,0,8,358,728,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,980,C,6,0,C06,0,14,15,0,71,8,10,186,0,2,5,1,4,0,316,0,11,327,728,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,980,C,7,0,C07,0,25,12,1,86,9,6,156,1,2,6,2,5,2,313,0,18,331,728,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,980,C,8,0,C08,0,15,15,2,77,14,10,185,2,0,7,1,4,2,334,0,6,340,728,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,981,B,1,0,B,0,24,7,1,74,6,11,130,1,3,5,0,3,2,267,0,12,279,608,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,981,C,1,0,C01,0,38,12,0,68,16,6,124,3,3,3,0,2,0,275,0,10,285,608,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,981,C,2,0,C02,0,21,8,3,65,9,13,152,4,0,3,0,4,2,284,0,9,293,608,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,981,C,3,0,C03,0,21,10,1,69,11,7,138,5,5,7,0,4,0,278,2,9,289,608,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,982,B,1,0,B,0,28,10,1,94,20,9,161,3,0,3,1,2,1,333,1,10,344,687,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,982,C,1,0,C01,0,26,12,2,90,7,21,148,2,1,5,1,3,0,318,1,8,327,686,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,983,B,1,0,B,0,23,8,2,69,12,6,149,0,2,2,0,6,1,280,0,11,291,609,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,983,C,1,0,C01,0,27,16,2,77,11,7,141,1,4,10,0,2,2,300,0,13,313,609,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,983,C,2,0,C02,0,14,8,0,67,8,13,167,3,4,4,0,5,2,295,0,11,306,609,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,983,C,3,0,C03,0,20,8,5,66,3,2,165,3,0,5,0,2,2,281,0,11,292,608,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,984,B,1,0,B,0,11,8,1,59,4,6,85,0,0,5,0,4,1,184,0,4,188,385,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,984,C,1,0,C01,0,9,8,2,69,5,7,63,1,2,3,0,2,2,173,1,6,180,385,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,985,B,1,0,B,0,17,16,0,80,5,8,154,1,3,3,0,3,1,291,0,10,301,714,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,985,C,1,0,C01,0,28,11,2,78,12,10,169,3,2,12,0,4,2,333,0,12,345,714,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,985,C,2,0,C02,0,34,9,2,76,10,10,152,1,4,8,0,3,1,310,0,11,321,713,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,986,B,1,0,B,0,14,10,0,91,6,6,141,5,2,4,1,3,0,283,0,7,290,554,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,986,C,1,0,C01,0,18,6,0,55,11,6,128,1,1,8,1,1,1,237,1,5,243,554,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,986,C,2,0,C02,0,22,10,0,83,0,13,141,3,2,5,1,2,6,288,0,8,296,554,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,987,B,1,0,B,0,19,5,3,86,8,11,132,4,1,14,0,4,1,288,0,8,296,549,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,988,B,1,0,B,0,26,10,3,71,19,12,179,2,1,8,1,2,4,338,0,8,346,639,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,988,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,988,C,2,0,C02,0,33,11,2,85,16,11,154,2,4,9,0,2,0,329,0,14,343,638,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,989,B,1,0,B,0,15,11,0,81,9,8,126,2,0,6,0,5,5,268,0,12,280,592,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,990,B,1,0,B,0,25,10,0,93,12,13,175,5,2,9,0,4,0,348,0,12,360,717,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,990,C,1,0,C01,0,26,12,1,69,13,15,169,3,1,8,0,4,2,323,0,8,331,717,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,990,C,2,0,C02,0,33,9,1,81,14,8,177,2,3,6,0,2,2,338,1,8,347,716,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,991,B,1,0,B,0,24,10,1,68,6,9,121,3,4,4,0,2,0,252,1,3,256,507,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,991,C,1,0,C01,0,14,14,1,71,8,5,121,2,1,3,0,2,3,245,0,9,254,507,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,991,C,2,0,C02,0,28,7,0,73,10,7,125,3,2,6,0,3,0,264,0,5,269,506,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,992,B,1,0,B,0,22,3,2,76,11,12,162,2,1,9,1,1,1,303,0,5,308,587,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,993,B,1,0,B,0,13,14,2,81,19,11,163,3,2,3,0,2,2,315,0,13,328,698,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,993,C,1,0,C01,0,27,16,2,77,11,7,131,1,4,10,0,2,2,290,0,8,298,698,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,994,B,1,0,B,0,24,6,0,106,15,13,153,2,4,6,0,6,1,336,0,8,344,633,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,994,C,1,0,C01,0,21,10,1,70,10,6,155,1,0,0,0,0,0,274,0,10,284,633,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,994,C,2,0,C02,0,25,9,1,64,15,9,162,1,4,14,2,6,1,313,0,5,318,633,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,994,C,3,0,C03,0,33,9,1,64,15,4,167,4,5,5,0,2,2,311,0,14,325,633,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,994,C,4,0,C04,0,28,15,4,72,12,9,144,4,4,7,0,4,2,305,0,8,313,632,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,996,B,1,0,B,0,35,10,2,85,7,7,170,0,0,5,0,6,1,328,0,0,328,680,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,996,C,1,0,C01,0,17,15,2,88,17,8,179,1,2,4,1,3,1,338,0,16,354,679,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1096,B,1,0,B,0,31,7,0,38,10,3,106,0,1,14,3,4,2,219,0,6,225,455,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1096,C,1,0,C01,0,29,7,0,43,6,5,100,4,2,10,0,4,1,211,0,11,222,454,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1097,B,1,0,B,0,62,18,3,79,13,13,126,1,2,5,2,10,2,336,0,12,348,763,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1097,C,1,0,C01,0,32,18,1,69,13,6,150,1,4,3,1,4,1,303,0,14,317,543,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1097,C,2,0,C02,0,48,14,0,85,6,4,135,2,3,9,1,6,2,315,0,11,326,543,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1098,B,1,0,B,0,84,26,1,22,5,26,100,5,3,2,0,0,2,276,0,11,287,546,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1098,C,1,0,C01,0,84,27,5,19,6,37,95,6,3,2,0,0,1,285,0,7,292,546,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1099,B,1,0,B,0,99,22,4,27,7,44,107,7,4,5,1,1,1,329,1,16,346,567,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1099,C,1,0,C01,0,125,29,4,25,7,34,101,2,5,5,0,0,2,339,1,12,352,567,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1099,C,2,0,C02,0,111,24,4,28,4,26,128,6,10,4,0,1,2,348,0,11,359,566,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1100,B,1,0,B,0,68,18,1,58,20,24,172,6,4,6,0,3,1,381,0,16,397,747,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1100,C,1,0,C01,0,71,12,2,67,18,20,173,8,2,9,0,4,0,386,0,12,398,746,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1101,B,1,0,B,0,51,5,2,57,14,14,112,1,2,3,0,1,0,262,0,7,269,472,RECONTADO EN GRUPO DE TRABAJO,,,
