CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAZ,PES,FMZ,RPZ,MAZ,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_NAZ_PES,PT_NAZ,PT_PES,NAZ_PES,PVEM_MORENA,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1719,B,1,0,B,0,33,12,108,6,29,17,139,6,4,4,3,1,1,1,1,1,0,0,0,0,4,0,370,0,28,398,649,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1720,B,1,0,B,0,17,8,110,5,26,16,177,5,1,3,3,2,2,1,0,0,0,0,0,1,5,0,382,0,17,399,674,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1720,C,1,0,C01,0,22,13,103,6,32,10,194,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,388,0,17,405,673,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1721,B,1,0,B,0,32,6,53,6,11,14,98,1,2,1,1,2,2,1,0,0,0,0,0,0,10,0,240,0,13,253,386,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1721,C,1,0,C01,0,17,9,55,4,7,9,123,3,0,0,1,1,3,0,0,0,0,0,0,0,4,0,236,0,9,245,385,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1722,B,1,0,B,0,23,22,58,3,24,11,136,3,3,1,1,1,2,0,0,0,0,0,0,0,8,0,296,0,12,308,450,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1727,B,1,0,B,0,27,3,76,8,8,1,105,4,2,0,0,7,0,0,3,0,1,0,0,0,5,0,250,0,9,259,445,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1727,C,1,0,C01,0,44,3,80,2,16,6,99,1,1,4,0,0,2,0,2,0,0,0,0,0,4,0,264,0,11,275,445,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1728,B,1,0,B,0,44,9,84,11,21,5,162,5,3,0,0,0,2,0,2,1,0,0,0,0,7,0,356,0,15,371,644,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1730,B,1,0,B,0,42,12,70,10,14,7,114,7,1,5,0,5,0,1,1,0,0,0,0,0,6,0,295,0,15,310,570,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1739,B,1,0,B,0,9,2,151,2,13,4,173,2,1,0,0,0,1,0,1,2,0,0,0,0,8,0,369,0,24,393,608,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1740,B,1,0,B,0,9,8,60,5,24,3,182,1,1,1,1,0,1,0,0,0,0,0,0,0,6,0,302,0,16,318,485,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1740,C,1,0,C01,0,8,2,78,6,26,8,178,2,1,1,1,1,0,0,0,0,0,0,0,0,18,0,330,0,12,342,485,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1742,B,1,0,B,0,0,3,23,3,7,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,4,132,237,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1743,B,1,0,B,0,5,1,32,3,11,3,54,3,3,0,0,2,0,1,1,0,0,0,0,0,1,0,120,0,1,121,233,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1744,B,1,0,B,0,3,2,142,7,17,7,150,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,335,0,17,352,541,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1745,B,1,0,B,0,1,1,134,1,9,0,170,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,329,0,19,348,453,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1746,B,1,0,B,0,6,7,42,2,12,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,136,0,8,144,263,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1748,B,1,0,B,0,3,11,59,7,21,13,125,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,249,0,14,263,444,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1749,B,1,0,B,0,7,9,155,7,32,8,137,1,1,0,0,0,4,0,1,0,0,0,0,0,6,0,368,0,13,381,630,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1750,B,1,0,B,0,3,3,43,1,13,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,109,0,7,116,208,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1751,B,1,0,B,0,6,0,14,8,15,1,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,0,8,143,279,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1752,B,1,0,B,0,4,1,4,2,4,2,67,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,88,0,6,94,191,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1753,B,1,0,B,0,6,1,35,2,16,8,34,0,0,2,1,0,2,0,0,1,0,0,0,0,2,0,110,0,11,121,260,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1755,B,1,0,B,0,41,3,28,1,4,5,23,3,1,3,1,0,3,0,1,1,0,0,0,0,3,0,121,0,12,133,237,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1757,B,1,0,B,0,4,1,34,3,10,3,68,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,125,0,2,127,206,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1758,B,1,0,B,0,5,5,43,3,6,4,77,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,159,0,10,169,314,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1760,B,1,0,B,0,3,6,47,1,4,3,38,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,108,0,5,113,187,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1761,B,1,0,B,0,2,3,50,1,8,0,31,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,100,0,2,102,162,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1763,B,1,0,B,0,5,2,21,4,8,4,25,1,0,0,0,1,0,1,2,0,1,0,0,0,3,0,78,0,4,82,123,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1764,B,1,0,B,0,1,1,20,2,23,5,37,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,94,0,3,97,178,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1769,B,1,0,B,0,14,10,64,5,17,7,78,5,0,10,0,1,4,0,0,0,0,0,0,0,4,0,219,0,3,222,367,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,0,A,7,0,VA07,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,ACTA LEVANTADA EN CONSEJO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,140,B,1,0,B,0,78,94,6,21,8,45,76,16,7,10,1,4,20,3,0,1,0,0,0,0,3,0,393,0,8,401,738,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,140,C,1,0,C01,0,71,97,9,22,10,48,49,10,13,5,5,1,27,6,1,0,0,0,0,0,4,0,378,0,10,388,738,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,140,C,2,0,C02,0,68,80,10,19,4,36,61,17,8,7,3,0,35,1,2,1,0,0,0,0,4,0,356,0,15,371,738,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,140,C,3,0,C03,0,82,81,7,20,9,37,83,8,16,3,5,1,26,2,0,0,0,0,0,0,3,0,383,0,9,392,738,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,140,C,4,0,C04,0,64,87,7,18,4,33,69,12,8,5,1,2,24,5,1,0,0,0,0,0,7,0,347,0,6,353,738,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,140,C,5,0,C05,0,73,90,20,16,5,37,78,7,9,1,5,2,16,7,0,0,0,0,0,0,6,0,372,0,13,385,738,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,140,C,6,0,C06,0,61,96,10,17,7,30,69,22,10,10,7,3,16,2,0,0,0,0,0,0,6,0,366,0,5,371,738,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,140,C,7,0,C07,0,81,103,15,12,5,37,79,16,8,5,4,2,14,2,2,0,0,0,0,0,5,0,390,0,7,397,737,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,140,C,8,0,C08,0,68,77,11,17,8,27,67,28,13,4,5,0,31,4,1,1,0,0,0,0,7,0,369,0,15,384,737,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,141,B,1,0,B,0,50,73,9,24,10,20,47,9,10,3,2,2,8,4,2,0,0,0,0,0,4,0,277,0,13,290,515,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,141,C,1,0,C01,0,41,58,9,11,6,19,63,15,4,2,5,0,8,1,2,0,0,0,0,0,7,0,251,0,12,263,515,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,142,B,1,0,B,0,49,72,6,10,6,24,43,10,4,2,5,2,18,1,0,3,0,0,0,0,0,0,255,0,9,264,462,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,142,C,1,0,C01,0,39,59,11,17,3,18,53,20,7,3,4,5,12,5,1,0,0,0,0,0,1,0,258,0,15,273,461,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,152,B,1,0,B,0,88,111,12,45,4,31,86,15,8,9,6,4,31,1,3,1,0,0,0,0,4,0,459,1,11,471,737,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,153,B,1,0,B,0,47,74,6,19,1,28,45,14,5,1,17,2,12,0,0,0,0,0,0,0,1,0,272,0,7,279,374,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,154,B,1,0,B,0,44,82,2,30,6,29,66,6,7,4,5,2,17,3,0,0,0,0,0,0,2,0,305,0,10,315,530,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,154,C,1,0,C01,0,40,79,6,26,4,30,52,6,13,5,4,2,21,3,0,0,0,0,0,0,3,0,294,0,14,308,530,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,154,C,2,0,C02,0,46,54,8,19,7,24,58,9,9,5,6,3,15,2,0,0,0,0,0,0,2,0,267,0,13,280,530,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,155,B,1,0,B,0,36,66,9,48,9,32,89,7,8,4,3,0,20,3,1,2,0,0,0,0,2,0,339,2,17,358,721,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,155,C,1,0,C01,0,35,70,6,38,9,39,80,3,6,5,4,1,10,6,0,1,0,0,0,0,6,0,319,0,23,342,721,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,155,C,2,0,C02,0,38,61,7,28,3,33,69,7,3,4,2,0,11,3,1,1,0,0,0,0,2,0,273,2,19,294,721,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,155,C,3,0,C03,0,31,53,9,33,9,38,100,10,3,6,9,3,16,3,1,0,0,0,0,0,2,0,326,0,17,343,721,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,156,B,1,0,B,0,42,94,9,14,4,28,60,10,12,8,6,1,8,4,0,0,0,0,0,0,4,0,304,0,12,316,589,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,156,C,1,0,C01,0,47,73,11,26,3,29,60,9,8,5,6,0,10,0,0,1,0,0,0,0,3,0,291,1,15,307,589,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,156,C,2,0,C02,0,58,85,6,21,8,24,57,10,6,12,2,8,16,0,1,0,0,0,0,0,3,0,317,0,10,327,589,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,156,C,3,0,C03,0,57,90,7,25,8,37,50,11,7,6,1,0,13,1,2,1,0,0,0,0,5,0,321,1,16,338,589,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,157,B,1,0,B,0,66,113,7,22,14,41,94,17,16,3,7,4,27,2,0,0,0,0,0,0,1,0,434,0,23,457,719,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,157,C,1,0,C01,0,58,95,9,34,10,33,109,15,9,4,5,5,19,7,2,0,0,0,0,0,3,0,417,0,11,428,718,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,157,C,2,0,C02,0,56,113,8,31,7,42,114,10,10,6,5,4,19,1,0,0,0,0,0,0,5,0,431,1,10,442,718,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,158,B,1,0,B,0,30,65,5,22,5,26,53,9,23,1,2,0,14,3,0,0,0,0,0,0,1,0,259,0,6,265,396,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,165,B,1,0,B,0,70,88,16,19,11,26,81,10,10,14,2,2,29,2,0,1,0,0,0,0,4,0,385,0,14,399,572,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,166,B,1,0,B,0,93,84,9,16,3,35,76,10,8,4,6,2,21,3,2,1,0,0,0,0,2,0,375,0,6,381,585,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,167,B,1,0,B,0,67,108,10,22,8,42,78,5,13,5,5,1,23,2,0,0,0,0,0,0,4,0,393,0,14,407,626,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,168,B,1,0,B,0,77,128,8,18,2,24,50,12,8,3,2,1,27,0,0,0,0,0,0,0,8,0,368,0,13,381,550,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,169,B,1,0,B,0,70,80,16,19,11,26,81,10,10,14,2,2,29,2,0,1,0,0,0,0,4,0,377,0,14,391,685,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,170,B,1,0,B,0,23,57,4,14,3,17,60,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,193,0,8,201,376,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,170,C,1,0,C01,0,26,66,5,14,2,23,73,4,7,7,1,1,17,3,0,0,0,0,0,0,0,0,249,0,1,250,376,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,171,B,1,0,B,0,40,71,7,21,10,29,61,7,8,2,8,5,20,2,2,0,0,0,0,0,2,0,295,0,11,306,516,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,171,C,1,0,C01,0,31,70,7,18,14,19,79,6,16,2,4,2,9,5,0,1,0,0,0,0,2,0,285,0,7,292,515,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,172,B,1,0,B,0,20,61,5,16,7,20,58,4,1,1,3,2,15,6,0,1,0,0,0,0,5,0,225,1,11,237,415,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,173,B,1,0,B,0,62,101,9,30,8,0,93,8,11,1,3,2,24,0,0,0,0,0,0,0,5,0,357,0,18,375,729,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,174,B,1,0,B,0,52,66,6,27,6,33,91,7,6,2,2,4,16,5,0,0,0,0,0,0,4,0,327,0,12,339,587,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,175,B,1,0,B,0,54,79,5,20,9,24,59,10,23,2,7,2,19,3,1,0,0,0,0,0,3,0,320,0,12,332,530,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,176,B,1,0,B,0,56,80,5,25,4,28,51,12,7,4,7,6,20,4,1,0,0,0,0,0,1,0,311,0,12,323,491,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,177,B,1,0,B,0,80,104,7,33,6,26,88,10,13,5,13,3,26,2,0,0,0,0,0,0,5,0,421,0,18,439,683,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,178,B,1,0,B,0,80,49,3,13,6,23,52,6,5,4,10,3,22,2,1,0,0,0,0,0,4,0,283,0,13,296,440,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,179,B,1,0,B,0,72,93,6,32,2,16,30,7,2,4,5,1,20,1,0,0,0,0,0,0,3,0,294,1,8,303,449,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,182,B,1,0,B,0,103,111,10,32,8,21,70,11,11,3,4,3,24,3,2,0,0,0,0,0,2,0,418,1,17,436,641,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,183,B,1,0,B,0,88,102,2,30,0,17,23,6,6,9,2,3,15,0,0,0,0,0,0,0,0,0,303,0,9,312,451,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,183,S,1,0,S01,0,50,74,7,22,4,48,77,15,6,7,5,0,24,2,0,0,0,0,0,0,0,0,341,3,15,359,0,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,184,B,1,0,B,0,41,54,3,7,2,16,54,6,12,6,3,1,16,0,0,0,0,0,0,0,1,0,222,0,8,230,346,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,185,B,1,0,B,0,35,71,4,14,1,17,50,6,4,3,2,1,13,2,0,1,0,0,0,0,1,0,225,0,7,232,346,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,186,B,1,0,B,0,34,106,11,46,10,32,70,5,8,4,2,2,13,1,0,0,0,0,0,0,8,0,352,0,8,360,593,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,187,B,1,0,B,0,32,66,1,16,2,25,49,5,4,1,2,2,20,2,0,1,0,0,0,0,2,0,230,1,6,237,418,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,188,B,1,0,B,0,43,48,7,15,4,18,49,5,13,1,4,3,7,2,0,0,0,0,0,0,4,0,223,1,17,241,348,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,189,B,1,0,B,0,47,60,4,12,3,12,55,3,5,4,3,0,18,5,1,0,0,0,0,0,3,0,235,0,15,250,444,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,189,C,1,0,C01,0,36,68,7,7,4,12,67,4,9,4,0,0,17,3,0,0,0,0,0,0,3,0,241,0,10,251,443,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,189,S,1,0,S01,0,57,67,7,26,12,41,111,14,7,9,9,2,15,3,0,0,0,0,0,0,3,0,383,0,22,405,0,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,190,B,1,0,B,0,50,70,5,24,6,23,77,7,12,2,1,2,25,5,0,0,0,0,0,0,8,0,317,0,14,331,677,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,190,C,1,0,C01,0,42,81,6,18,14,27,99,9,2,2,2,3,16,4,0,0,0,0,0,0,4,0,329,0,14,343,677,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,190,C,2,0,C02,0,42,86,8,20,6,19,72,8,11,7,7,1,9,2,0,1,0,0,0,0,6,0,305,0,14,319,676,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,191,B,1,0,B,0,31,44,8,15,7,15,59,5,2,2,3,0,11,5,1,1,0,0,0,0,0,0,209,0,11,220,417,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,191,C,1,0,C01,0,42,49,7,11,2,13,59,6,5,1,0,1,8,2,0,0,0,0,0,0,6,0,212,0,6,218,416,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,192,B,1,0,B,0,64,81,14,27,10,26,104,8,5,0,0,5,26,4,0,0,0,0,0,0,5,0,379,1,13,393,694,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,193,B,1,0,B,0,58,89,8,31,8,35,94,10,13,1,5,3,13,2,1,0,0,0,0,0,7,0,378,0,19,397,681,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,193,C,1,0,C01,0,63,89,4,28,15,37,86,10,11,4,7,7,26,3,1,0,0,0,0,0,2,0,393,0,12,405,681,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,195,B,1,0,B,0,33,82,12,14,6,18,68,11,10,3,9,1,13,3,0,0,0,0,0,0,6,0,289,0,13,302,489,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,195,C,1,0,C01,0,41,71,7,8,7,21,60,5,10,2,6,1,17,3,2,0,0,0,0,0,7,0,268,0,7,275,489,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,196,B,1,0,B,0,65,115,7,24,10,24,68,13,23,7,8,2,21,0,0,0,0,0,0,0,1,0,388,0,5,393,561,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,196,C,1,0,C01,0,58,124,4,25,7,18,62,8,24,4,4,3,19,4,0,0,0,0,0,0,1,0,365,0,11,376,561,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,197,B,1,0,B,0,73,116,11,24,6,40,88,11,13,7,4,5,22,7,2,0,0,0,0,0,8,0,437,1,18,456,702,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,198,B,1,0,B,0,41,72,8,26,5,27,70,19,11,5,2,2,22,3,1,0,0,0,0,0,3,0,317,0,16,333,511,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,199,B,1,0,B,0,53,95,1,13,2,17,35,6,6,1,3,0,18,1,0,0,0,0,0,0,5,0,256,0,7,263,405,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,200,B,1,0,B,0,94,111,5,24,7,32,66,5,12,7,7,4,35,7,1,2,0,0,0,0,5,0,424,2,14,440,646,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,201,B,1,0,B,0,70,86,3,20,1,16,38,9,3,2,4,2,12,1,0,0,0,0,0,0,0,0,267,0,8,275,385,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,202,B,1,0,B,0,71,68,2,22,0,18,26,3,4,5,2,1,14,1,0,0,0,0,0,0,2,0,239,0,7,246,344,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,203,B,1,0,B,0,75,105,7,27,7,31,56,12,4,10,7,1,22,4,0,0,0,0,0,0,3,0,371,0,15,386,553,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,204,B,1,0,B,0,67,112,12,26,8,33,82,14,3,4,11,6,33,3,0,1,0,0,0,0,3,0,418,0,22,440,658,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,205,B,1,0,B,0,59,105,5,23,7,21,51,8,12,1,9,1,20,0,0,0,0,0,0,0,4,0,326,0,15,341,516,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,206,B,1,0,B,0,89,135,8,25,5,20,78,11,14,4,8,1,27,9,1,1,0,0,0,0,4,0,440,3,18,461,669,ACTA DE CASILLA,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,207,B,1,0,B,0,63,86,11,23,10,29,83,12,9,5,6,3,33,3,0,0,0,0,0,0,5,0,381,3,21,405,618,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,216,B,1,0,B,0,34,87,6,12,5,19,73,6,2,5,4,0,13,4,1,0,0,0,0,0,6,0,277,0,8,285,404,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,216,C,1,0,C01,0,44,59,7,8,7,19,61,13,3,3,3,1,14,1,2,0,0,0,0,0,1,0,246,0,13,259,404,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,217,B,1,0,B,0,22,92,7,6,10,19,88,2,2,2,0,0,15,5,2,0,0,0,0,0,3,0,275,1,9,285,434,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,273,B,1,0,B,0,41,12,0,2,1,9,35,0,1,1,0,0,6,1,0,0,0,0,0,0,0,0,109,0,9,118,188,GRUPO DE RECUENTO,,,
