CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,PAN_PRI,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,27,TABASCO,7,CENTRO,4,CENTRO,289,1,1,32,21,31,26,12,28,255,17,2,3,6,1,434,1,5,440,669
3,27,TABASCO,7,CENTRO,4,CENTRO,294,1,1,22,42,19,26,19,48,279,19,2,1,0,3,480,0,8,488,738
3,27,TABASCO,7,CENTRO,4,CENTRO,295,1,1,11,14,24,27,7,24,247,13,0,5,5,1,378,0,16,394,656
3,27,TABASCO,7,CENTRO,4,CENTRO,296,2,2,14,29,28,27,12,40,334,14,2,1,4,2,507,1,5,513,841
3,27,TABASCO,7,CENTRO,4,CENTRO,297,2,2,16,17,16,20,24,25,323,9,6,3,3,1,463,1,10,474,773
3,27,TABASCO,7,CENTRO,4,CENTRO,298,1,1,10,17,11,7,3,24,128,2,0,2,0,2,206,0,5,211,309
3,27,TABASCO,7,CENTRO,4,CENTRO,299,2,2,32,40,30,42,25,57,392,34,0,0,10,2,664,1,20,685,1014
3,27,TABASCO,7,CENTRO,4,CENTRO,1154,1,1,2,4,9,9,12,13,194,27,3,2,2,1,278,0,5,283,555
3,27,TABASCO,7,CENTRO,4,CENTRO,1155,4,4,85,79,80,83,76,148,1166,34,1,4,7,6,1769,1,46,1816,2748
3,27,TABASCO,7,CENTRO,4,CENTRO,1156,4,4,45,46,48,95,74,96,1051,62,2,3,6,6,1534,1,27,1562,2956
3,27,TABASCO,7,CENTRO,4,CENTRO,1157,3,3,52,59,39,61,55,86,813,29,6,0,7,9,1216,0,23,1239,1999
3,27,TABASCO,7,CENTRO,4,CENTRO,1158,4,4,34,46,27,59,58,76,844,64,7,18,13,5,1251,0,26,1277,2802
3,27,TABASCO,7,CENTRO,4,CENTRO,1159,4,4,12,39,23,104,104,68,847,45,7,20,18,1,1288,0,70,1358,2784
3,27,TABASCO,8,CENTRO,4,CENTRO,268,2,2,54,51,86,24,16,56,299,15,0,2,2,6,611,1,8,620,860
3,27,TABASCO,8,CENTRO,4,CENTRO,273,3,3,44,45,44,64,40,55,647,25,6,5,3,6,984,1,26,1011,1622
3,27,TABASCO,8,CENTRO,4,CENTRO,274,2,2,33,41,70,46,35,38,507,27,5,4,4,4,814,0,21,835,1280
3,27,TABASCO,8,CENTRO,4,CENTRO,275,2,2,104,87,90,61,42,90,410,19,1,3,4,7,918,2,23,943,1312
3,27,TABASCO,8,CENTRO,4,CENTRO,276,2,2,69,51,69,26,11,60,247,16,0,0,2,7,558,0,15,573,838
3,27,TABASCO,8,CENTRO,4,CENTRO,302,2,2,56,26,36,44,26,45,524,36,2,2,5,4,806,0,17,823,1393
3,27,TABASCO,8,CENTRO,4,CENTRO,303,2,2,7,35,13,41,39,21,502,27,1,3,8,1,698,1,23,722,1104
3,27,TABASCO,8,CENTRO,4,CENTRO,304,3,3,14,45,33,83,31,45,679,44,6,10,8,6,1004,0,18,1022,1683
3,27,TABASCO,8,CENTRO,4,CENTRO,314,5,5,66,78,68,68,71,98,1315,100,2,17,21,13,1917,2,35,1954,3577
3,27,TABASCO,8,CENTRO,4,CENTRO,315,3,3,34,32,31,72,53,71,523,48,2,16,7,5,894,1,12,907,1537
3,27,TABASCO,8,CENTRO,4,CENTRO,316,2,2,14,23,22,35,26,27,398,23,1,7,6,2,584,0,17,601,1024
3,27,TABASCO,8,CENTRO,4,CENTRO,327,2,2,13,11,22,34,16,30,436,20,1,4,6,4,597,0,12,609,1060
3,27,TABASCO,8,CENTRO,4,CENTRO,328,2,2,25,32,24,40,35,46,464,27,4,6,6,2,711,0,20,731,1270
3,27,TABASCO,8,CENTRO,4,CENTRO,342,3,3,45,39,39,43,29,44,439,48,1,7,9,8,751,0,16,767,860
3,27,TABASCO,8,CENTRO,4,CENTRO,343,2,2,22,33,23,40,28,25,450,42,2,4,4,0,673,0,21,694,1158
3,27,TABASCO,8,CENTRO,4,CENTRO,344,2,2,26,26,19,41,29,42,516,34,8,4,10,1,756,0,15,771,1423
3,27,TABASCO,8,CENTRO,4,CENTRO,345,3,3,39,45,36,78,59,52,769,48,2,19,11,4,1162,0,28,1190,2114
3,27,TABASCO,8,CENTRO,4,CENTRO,346,2,2,17,35,22,19,27,36,483,33,1,8,5,1,687,0,19,706,1204
3,27,TABASCO,8,CENTRO,4,CENTRO,347,2,2,3,20,14,23,26,31,417,24,0,1,7,1,567,0,18,585,950
3,27,TABASCO,8,CENTRO,4,CENTRO,348,2,2,10,21,19,46,17,32,379,30,4,5,5,2,570,0,19,589,916
3,27,TABASCO,8,CENTRO,4,CENTRO,349,2,2,17,24,14,29,22,35,368,35,2,11,7,5,569,0,14,583,899
3,27,TABASCO,8,CENTRO,4,CENTRO,366,1,1,22,29,15,26,26,34,294,18,1,4,1,3,473,1,12,486,718
3,27,TABASCO,8,CENTRO,4,CENTRO,367,2,2,21,25,16,40,28,37,432,25,1,5,7,4,641,0,15,656,1011
3,27,TABASCO,8,CENTRO,4,CENTRO,368,2,2,49,70,44,35,32,61,508,46,2,6,3,3,859,2,15,876,1303
3,27,TABASCO,8,CENTRO,4,CENTRO,369,2,2,40,38,50,53,30,59,549,38,0,14,8,5,884,0,13,897,1322
3,27,TABASCO,8,CENTRO,4,CENTRO,370,1,1,25,24,14,20,9,34,301,13,0,2,4,0,446,1,9,456,653
3,27,TABASCO,8,CENTRO,4,CENTRO,371,2,2,25,25,27,39,26,57,582,11,1,6,11,0,810,0,12,822,1241
3,27,TABASCO,8,CENTRO,4,CENTRO,372,11,11,77,123,120,283,198,199,2735,177,12,56,44,12,4036,4,108,4148,7877
3,27,TABASCO,8,CENTRO,4,CENTRO,373,2,2,14,26,25,60,32,27,492,33,3,6,8,2,728,0,17,745,1221
3,27,TABASCO,8,CENTRO,4,CENTRO,374,2,2,6,18,17,68,21,37,430,22,2,9,13,1,644,0,15,659,1065
3,27,TABASCO,8,CENTRO,4,CENTRO,375,2,2,24,26,25,49,30,35,428,30,1,10,6,3,667,1,11,679,1082
3,27,TABASCO,8,CENTRO,4,CENTRO,376,2,2,36,28,18,25,33,52,416,31,0,2,5,3,649,0,16,665,1045
3,27,TABASCO,8,CENTRO,4,CENTRO,392,4,4,30,53,30,61,59,44,768,36,5,7,11,3,1107,1,28,1136,1167
3,27,TABASCO,8,CENTRO,4,CENTRO,393,3,3,21,37,24,77,45,56,650,50,4,16,4,3,987,0,21,1008,1817
3,27,TABASCO,8,CENTRO,4,CENTRO,394,2,2,18,36,22,37,24,38,430,37,1,7,7,2,659,0,13,672,1180
3,27,TABASCO,8,CENTRO,4,CENTRO,395,2,2,5,22,23,47,28,27,393,23,3,3,6,0,580,0,19,599,1033
3,27,TABASCO,8,CENTRO,4,CENTRO,396,2,2,9,10,22,51,26,34,391,32,2,5,3,0,585,0,13,598,900
3,27,TABASCO,8,CENTRO,4,CENTRO,397,3,3,17,25,29,64,48,50,619,42,2,6,17,3,922,0,21,943,1634
3,27,TABASCO,8,CENTRO,4,CENTRO,398,7,7,134,109,120,188,118,206,1942,106,13,34,24,19,3013,2,53,3068,4908
3,27,TABASCO,8,CENTRO,4,CENTRO,399,2,2,20,39,30,61,32,41,429,39,4,3,3,6,707,1,8,716,1236
3,27,TABASCO,8,CENTRO,4,CENTRO,400,2,2,15,26,20,46,21,36,460,45,3,3,5,1,681,0,14,695,1263
3,27,TABASCO,8,CENTRO,4,CENTRO,408,2,2,20,42,28,62,35,38,560,33,3,9,9,5,844,1,20,865,1451
3,27,TABASCO,8,CENTRO,4,CENTRO,409,2,2,13,28,24,44,36,36,538,25,0,7,12,1,764,0,14,778,1305
3,27,TABASCO,8,CENTRO,4,CENTRO,410,5,5,41,48,53,128,64,107,1099,77,6,27,23,9,1682,1,41,1724,3133
3,27,TABASCO,8,CENTRO,4,CENTRO,452,13,13,454,271,249,266,192,398,2805,159,10,24,34,29,4891,1,123,5015,8778
3,27,TABASCO,8,CENTRO,4,CENTRO,453,3,3,25,29,27,56,66,55,806,39,7,18,16,3,1147,0,28,1175,2157
3,27,TABASCO,8,CENTRO,4,CENTRO,458,4,4,4,20,15,53,39,38,882,28,5,13,6,2,1105,0,59,1164,2917
3,27,TABASCO,8,CENTRO,4,CENTRO,465,5,5,28,60,44,90,55,69,1386,75,1,9,16,5,1838,0,54,1892,3361
3,27,TABASCO,8,CENTRO,4,CENTRO,1166,3,3,10,21,13,64,35,26,667,37,9,23,8,1,914,0,18,932,1890
3,27,TABASCO,8,CENTRO,4,CENTRO,1167,3,3,9,21,20,63,42,23,771,43,4,9,15,2,1022,0,21,1043,1965
3,27,TABASCO,9,CENTRO,4,CENTRO,282,2,2,13,27,17,64,42,27,490,46,0,9,3,2,740,0,23,763,1315
3,27,TABASCO,9,CENTRO,4,CENTRO,283,2,2,4,24,17,31,18,23,521,8,2,2,3,1,654,0,9,663,1123
3,27,TABASCO,9,CENTRO,4,CENTRO,284,1,1,17,22,25,20,9,25,206,13,1,8,3,0,349,0,8,357,650
3,27,TABASCO,9,CENTRO,4,CENTRO,290,3,3,11,30,27,48,42,42,703,48,6,9,6,1,973,0,37,1010,1713
3,27,TABASCO,9,CENTRO,4,CENTRO,291,3,3,20,38,31,50,34,71,595,34,2,7,5,3,890,1,12,903,1501
3,27,TABASCO,9,CENTRO,4,CENTRO,292,2,2,35,36,30,23,13,33,262,12,1,4,14,4,467,0,5,472,815
3,27,TABASCO,9,CENTRO,4,CENTRO,293,1,1,20,23,38,12,8,31,201,14,0,2,2,5,356,0,10,366,592
3,27,TABASCO,9,CENTRO,4,CENTRO,300,2,2,18,28,15,39,43,36,427,21,4,8,8,1,648,0,12,660,982
3,27,TABASCO,9,CENTRO,4,CENTRO,301,2,2,34,24,41,29,27,29,284,28,0,3,4,1,504,2,14,520,802
3,27,TABASCO,9,CENTRO,4,CENTRO,305,2,2,38,37,22,58,28,47,366,22,1,5,5,1,630,1,12,643,1003
3,27,TABASCO,9,CENTRO,4,CENTRO,306,2,2,27,40,28,28,36,54,386,21,0,8,5,3,636,1,19,656,945
3,27,TABASCO,9,CENTRO,4,CENTRO,307,2,2,43,47,24,34,16,56,374,31,2,3,8,2,640,0,6,646,995
3,27,TABASCO,9,CENTRO,4,CENTRO,308,1,1,5,11,19,26,23,25,248,25,0,5,3,1,391,0,6,397,655
3,27,TABASCO,9,CENTRO,4,CENTRO,309,1,1,28,43,19,12,10,36,249,0,1,4,4,4,410,0,23,433,647
3,27,TABASCO,9,CENTRO,4,CENTRO,310,2,2,18,33,29,31,20,36,276,21,2,2,4,5,477,1,15,493,774
3,27,TABASCO,9,CENTRO,4,CENTRO,311,2,2,15,27,19,27,10,30,339,16,2,6,6,1,498,1,6,505,798
3,27,TABASCO,9,CENTRO,4,CENTRO,312,2,2,44,41,43,36,37,53,445,37,1,6,1,3,747,0,13,760,1223
3,27,TABASCO,9,CENTRO,4,CENTRO,313,1,1,31,18,25,17,16,20,209,28,0,4,1,3,372,0,6,378,604
3,27,TABASCO,9,CENTRO,4,CENTRO,317,1,1,8,29,19,27,14,16,96,29,0,4,2,3,247,0,7,254,745
3,27,TABASCO,9,CENTRO,4,CENTRO,318,1,1,10,18,16,13,13,27,174,8,0,2,0,0,281,1,8,290,422
3,27,TABASCO,9,CENTRO,4,CENTRO,319,2,2,14,15,25,32,16,29,352,31,1,5,4,1,525,0,6,531,805
3,27,TABASCO,9,CENTRO,4,CENTRO,320,2,2,29,38,33,39,24,60,538,34,1,9,10,5,820,6,21,847,1348
3,27,TABASCO,9,CENTRO,4,CENTRO,321,1,1,37,28,35,23,15,41,233,23,0,0,0,2,437,0,18,455,711
3,27,TABASCO,9,CENTRO,4,CENTRO,322,1,1,21,16,19,26,13,18,207,12,3,9,1,2,347,0,16,363,569
3,27,TABASCO,9,CENTRO,4,CENTRO,323,2,2,17,32,24,23,13,22,331,15,1,3,10,5,496,0,8,504,881
3,27,TABASCO,9,CENTRO,4,CENTRO,324,2,2,17,56,27,30,19,41,313,24,1,8,4,3,543,0,14,557,948
3,27,TABASCO,9,CENTRO,4,CENTRO,325,2,2,13,29,14,30,23,125,339,18,1,3,9,15,619,1,1,621,808
3,27,TABASCO,9,CENTRO,4,CENTRO,326,2,2,47,36,39,31,23,50,285,20,2,2,4,2,541,0,14,555,871
3,27,TABASCO,9,CENTRO,4,CENTRO,329,2,2,22,16,23,25,32,28,361,32,2,6,8,4,559,0,14,573,1003
3,27,TABASCO,9,CENTRO,4,CENTRO,330,2,2,14,31,26,31,12,36,375,32,2,0,3,2,564,0,10,574,958
3,27,TABASCO,9,CENTRO,4,CENTRO,331,1,1,14,31,22,34,13,32,318,10,0,8,0,4,486,0,11,497,742
3,27,TABASCO,9,CENTRO,4,CENTRO,332,2,2,29,36,29,29,20,47,388,31,3,5,5,3,625,0,11,636,1071
3,27,TABASCO,9,CENTRO,4,CENTRO,333,1,1,21,36,16,27,17,15,239,20,0,6,3,0,400,0,12,412,703
3,27,TABASCO,9,CENTRO,4,CENTRO,334,2,2,13,21,35,44,21,31,517,79,6,6,5,0,778,0,21,799,1398
3,27,TABASCO,9,CENTRO,4,CENTRO,335,2,2,15,34,27,38,16,39,316,32,0,6,1,1,525,1,8,534,781
3,27,TABASCO,9,CENTRO,4,CENTRO,336,1,1,5,33,18,27,16,21,279,15,1,3,4,2,424,0,12,436,596
3,27,TABASCO,9,CENTRO,4,CENTRO,337,2,2,14,15,21,37,11,24,391,28,1,7,5,1,555,1,15,571,1017
3,27,TABASCO,9,CENTRO,4,CENTRO,338,2,2,34,51,35,37,21,44,337,16,1,8,4,4,592,1,7,600,872
3,27,TABASCO,9,CENTRO,4,CENTRO,339,1,1,6,29,13,18,14,23,190,10,2,2,2,2,311,0,9,320,454
3,27,TABASCO,9,CENTRO,4,CENTRO,340,2,2,37,54,53,33,33,47,383,21,1,3,8,5,678,2,13,693,1068
3,27,TABASCO,9,CENTRO,4,CENTRO,341,2,2,23,31,24,26,15,38,222,166,2,4,4,19,574,0,9,583,706
3,27,TABASCO,9,CENTRO,4,CENTRO,350,2,2,43,40,39,54,33,73,498,32,3,8,8,5,836,0,14,850,1324
3,27,TABASCO,9,CENTRO,4,CENTRO,351,1,1,22,31,26,24,13,29,253,26,1,7,2,1,435,2,12,449,740
3,27,TABASCO,9,CENTRO,4,CENTRO,352,2,2,98,50,51,36,16,62,278,36,0,3,2,5,637,1,9,647,954
3,27,TABASCO,9,CENTRO,4,CENTRO,353,2,2,17,32,25,30,15,32,331,26,0,4,6,11,529,0,16,545,928
3,27,TABASCO,9,CENTRO,4,CENTRO,354,2,2,42,51,40,53,33,58,336,27,1,5,7,6,659,0,13,672,1028
3,27,TABASCO,9,CENTRO,4,CENTRO,355,2,2,8,16,7,33,21,28,426,32,3,12,9,3,598,3,12,613,948
3,27,TABASCO,9,CENTRO,4,CENTRO,356,3,3,27,32,19,41,24,42,729,34,0,10,8,3,969,0,16,985,1778
3,27,TABASCO,9,CENTRO,4,CENTRO,357,2,2,14,21,22,53,26,47,496,18,4,7,3,2,713,0,17,730,1152
3,27,TABASCO,9,CENTRO,4,CENTRO,358,3,3,28,53,43,64,46,65,709,52,6,6,2,1,1075,9,24,1108,1740
3,27,TABASCO,9,CENTRO,4,CENTRO,359,3,3,8,31,47,131,63,47,758,66,1,9,5,2,1168,3,20,1191,2027
3,27,TABASCO,9,CENTRO,4,CENTRO,360,3,3,21,37,30,71,45,38,808,51,6,10,15,4,1136,2,30,1168,1995
3,27,TABASCO,9,CENTRO,4,CENTRO,361,3,3,11,40,39,85,32,32,902,38,6,19,11,1,1216,1,28,1245,2183
3,27,TABASCO,9,CENTRO,4,CENTRO,362,2,2,15,24,20,62,32,37,600,25,1,5,3,2,826,0,16,842,1319
3,27,TABASCO,9,CENTRO,4,CENTRO,363,2,2,32,33,34,32,19,50,410,23,2,7,8,6,656,0,14,670,938
3,27,TABASCO,9,CENTRO,4,CENTRO,364,2,2,27,35,23,35,16,47,353,137,0,2,4,4,683,1,18,702,953
3,27,TABASCO,9,CENTRO,4,CENTRO,365,2,2,15,23,30,39,20,55,367,29,5,3,4,6,596,0,13,609,962
3,27,TABASCO,9,CENTRO,4,CENTRO,377,2,2,39,46,45,28,29,45,383,17,0,1,1,4,638,0,11,649,1035
3,27,TABASCO,9,CENTRO,4,CENTRO,378,1,1,25,39,32,14,13,41,220,17,0,2,6,7,416,0,12,428,668
3,27,TABASCO,9,CENTRO,4,CENTRO,379,2,2,28,33,16,29,21,50,420,24,2,6,5,3,637,0,17,654,1056
3,27,TABASCO,9,CENTRO,4,CENTRO,380,2,2,33,30,33,24,21,46,310,15,1,6,6,4,529,1,12,542,793
3,27,TABASCO,9,CENTRO,4,CENTRO,381,2,2,8,23,11,37,24,13,455,25,0,8,4,2,610,1,16,627,1115
3,27,TABASCO,9,CENTRO,4,CENTRO,382,3,3,14,36,25,66,58,56,776,33,0,6,3,1,1074,1,22,1097,2021
3,27,TABASCO,9,CENTRO,4,CENTRO,383,4,4,21,26,35,70,50,68,895,87,6,24,17,2,1301,1,31,1333,2314
3,27,TABASCO,9,CENTRO,4,CENTRO,384,3,3,13,24,29,80,31,42,739,67,8,11,10,0,1054,0,17,1071,1811
3,27,TABASCO,9,CENTRO,4,CENTRO,385,2,2,23,40,16,36,17,37,378,23,0,10,3,3,586,0,11,597,977
3,27,TABASCO,9,CENTRO,4,CENTRO,386,2,2,20,33,16,28,22,36,409,20,0,6,6,4,600,0,11,611,928
3,27,TABASCO,9,CENTRO,4,CENTRO,387,2,2,18,50,24,35,29,38,378,28,2,4,2,4,612,1,15,628,1040
3,27,TABASCO,9,CENTRO,4,CENTRO,388,2,2,68,60,61,39,30,69,483,35,2,7,6,6,866,1,18,885,1317
3,27,TABASCO,9,CENTRO,4,CENTRO,389,1,1,56,54,34,21,10,37,233,8,1,1,0,3,458,0,9,467,646
3,27,TABASCO,9,CENTRO,4,CENTRO,390,1,1,19,35,44,19,16,21,254,12,0,0,2,1,423,0,7,430,659
3,27,TABASCO,9,CENTRO,4,CENTRO,391,2,2,34,22,26,50,27,54,473,36,3,12,4,0,741,0,22,763,1285
3,27,TABASCO,9,CENTRO,4,CENTRO,401,4,4,94,104,71,64,57,134,878,70,11,17,19,68,1587,3,39,1629,2472
3,27,TABASCO,9,CENTRO,4,CENTRO,402,2,2,48,62,33,28,17,56,374,19,1,5,2,5,650,0,20,670,962
3,27,TABASCO,9,CENTRO,4,CENTRO,403,2,2,29,50,29,39,25,37,436,26,1,2,6,6,686,1,18,705,1165
3,27,TABASCO,9,CENTRO,4,CENTRO,404,3,3,72,101,53,54,58,88,825,33,2,4,15,5,1310,0,26,1336,2136
3,27,TABASCO,9,CENTRO,4,CENTRO,406,2,2,18,25,32,41,26,52,367,32,0,7,7,3,610,1,11,622,1108
3,27,TABASCO,9,CENTRO,4,CENTRO,413,2,2,15,18,33,39,25,28,434,43,8,6,3,0,652,0,16,668,1207
3,27,TABASCO,9,CENTRO,4,CENTRO,414,2,2,12,21,32,44,30,40,460,29,1,10,9,2,690,1,10,701,1222
3,27,TABASCO,9,CENTRO,4,CENTRO,415,6,6,228,166,157,172,87,210,1438,92,20,12,21,16,2619,3,47,2669,4361
3,27,TABASCO,9,CENTRO,4,CENTRO,416,9,9,265,238,160,184,144,379,2056,159,8,16,25,19,3653,2,62,3717,6191
3,27,TABASCO,9,CENTRO,4,CENTRO,417,2,2,43,42,38,26,24,37,380,27,1,2,3,3,626,0,11,637,907
3,27,TABASCO,10,CENTRO,4,CENTRO,457,3,3,15,33,27,73,37,51,652,59,5,10,64,2,1028,0,23,1051,1702
3,27,TABASCO,10,CENTRO,4,CENTRO,466,3,3,31,49,35,77,31,53,767,51,7,12,12,4,1129,0,38,1167,2081
3,27,TABASCO,10,CENTRO,4,CENTRO,471,2,2,36,46,29,41,32,52,536,46,1,4,6,3,832,0,15,847,1409
3,27,TABASCO,10,CENTRO,4,CENTRO,473,3,3,49,39,25,49,17,52,263,33,2,10,5,0,544,0,12,556,975
3,27,TABASCO,10,CENTRO,4,CENTRO,474,9,9,40,82,70,178,108,82,2206,135,8,50,31,6,2996,1,113,3110,6533
3,27,TABASCO,10,CENTRO,4,CENTRO,483,3,3,41,60,44,78,68,98,907,40,2,6,4,2,1350,0,30,1380,2117
3,27,TABASCO,10,CENTRO,4,CENTRO,484,6,6,70,86,67,152,90,137,1504,104,11,20,14,13,2268,1,48,2317,3807
3,27,TABASCO,10,CENTRO,4,CENTRO,485,3,3,31,40,25,79,45,86,787,52,10,8,5,5,1173,0,20,1193,1841
3,27,TABASCO,10,CENTRO,4,CENTRO,486,9,9,128,130,120,169,166,192,2282,121,8,30,19,7,3372,0,88,3460,6654
3,27,TABASCO,10,CENTRO,4,CENTRO,487,4,4,46,73,50,75,61,101,1065,46,4,9,16,3,1549,1,50,1600,2639
3,27,TABASCO,10,CENTRO,4,CENTRO,488,1,1,4,10,11,15,22,14,308,34,0,5,3,2,428,1,10,439,711
3,27,TABASCO,10,CENTRO,4,CENTRO,489,3,3,10,37,26,88,35,41,665,30,0,21,0,0,953,0,35,988,1844
3,27,TABASCO,10,CENTRO,4,CENTRO,493,2,2,6,18,7,42,18,11,528,28,1,8,7,2,676,1,12,689,1274
3,27,TABASCO,10,CENTRO,4,CENTRO,499,1,1,6,12,4,49,13,13,245,17,5,13,3,1,381,0,8,389,641
3,27,TABASCO,10,CENTRO,4,CENTRO,501,4,4,32,36,29,67,44,70,1079,71,2,19,12,1,1462,0,46,1508,1971
3,27,TABASCO,10,CENTRO,4,CENTRO,503,6,6,42,61,84,131,81,57,1417,63,6,10,9,3,1964,3,88,2055,4260
3,27,TABASCO,10,CENTRO,4,CENTRO,504,2,2,13,27,14,42,23,31,575,36,3,10,12,1,787,0,26,813,1423
3,27,TABASCO,10,CENTRO,4,CENTRO,505,2,2,5,19,14,31,26,17,554,40,1,6,14,10,737,0,35,772,1364
3,27,TABASCO,10,CENTRO,4,CENTRO,509,1,1,1,3,2,39,8,4,228,10,2,7,2,0,306,0,7,313,531
3,27,TABASCO,10,CENTRO,4,CENTRO,1160,4,4,20,36,31,98,60,70,956,55,6,15,15,5,1367,1,25,1393,2826
3,27,TABASCO,10,CENTRO,4,CENTRO,1161,4,4,14,41,40,96,57,58,1075,60,3,21,22,3,1490,2,36,1528,2736
3,27,TABASCO,10,CENTRO,4,CENTRO,1162,3,3,12,10,26,43,27,24,706,44,5,13,11,2,923,0,17,940,1614
3,27,TABASCO,10,CENTRO,4,CENTRO,1172,4,4,43,36,41,70,70,76,1020,49,4,11,10,4,1434,0,30,1464,2860
3,27,TABASCO,10,CENTRO,4,CENTRO,1173,4,4,12,32,29,58,46,23,778,60,7,27,17,3,1092,0,28,1120,2754
3,27,TABASCO,10,CENTRO,4,CENTRO,1174,4,4,30,46,33,70,66,77,1079,79,2,4,11,4,1501,0,15,1516,2925
3,27,TABASCO,10,CENTRO,4,CENTRO,1175,2,2,5,18,24,35,21,36,425,21,3,18,9,2,617,0,14,631,1157
3,27,TABASCO,10,CENTRO,4,CENTRO,1176,2,2,8,15,17,41,19,30,440,31,3,12,12,0,628,0,13,641,1362
3,27,TABASCO,10,CENTRO,4,CENTRO,1177,4,4,8,27,21,86,36,45,781,57,7,17,22,0,1107,0,25,1132,2894
3,27,TABASCO,10,CENTRO,4,CENTRO,1178,4,4,10,43,28,106,62,48,873,61,4,15,8,1,1259,3,38,1300,2892
3,27,TABASCO,10,CENTRO,4,CENTRO,1179,5,5,32,33,38,62,48,76,879,52,1,10,9,1,1241,3,21,1265,3115
3,27,TABASCO,10,CENTRO,4,CENTRO,1193,2,2,8,12,18,40,19,16,346,37,5,11,10,2,524,0,25,549,1219
3,27,TABASCO,10,CENTRO,4,CENTRO,1194,3,3,10,20,17,56,37,38,629,42,4,9,6,2,870,0,31,901,1937
3,27,TABASCO,10,CENTRO,4,CENTRO,1195,3,3,16,51,42,71,69,60,831,56,8,18,19,4,1245,0,96,1341,2178
3,27,TABASCO,10,CENTRO,4,CENTRO,1196,3,3,23,31,22,76,40,29,620,35,2,9,10,1,898,1,23,922,1824
3,27,TABASCO,10,CENTRO,4,CENTRO,1197,4,4,37,46,43,66,60,89,891,65,2,12,21,6,1338,1,29,1368,2649
3,27,TABASCO,10,CENTRO,4,CENTRO,1198,1,1,4,4,5,8,11,9,114,9,2,1,0,1,168,0,6,174,312
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,512,3,3,30,29,140,40,56,40,720,47,0,3,8,6,1119,1,8,1128,1651
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,513,6,6,21,38,320,97,126,57,2020,71,4,16,24,1,2795,0,41,2836,4407
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,514,1,1,6,13,42,15,20,11,277,15,2,4,7,0,412,0,11,423,662
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,515,3,3,12,23,117,49,46,32,914,37,0,10,14,1,1255,0,24,1279,1321
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,518,1,1,5,13,34,10,12,8,269,9,1,3,4,1,369,0,7,376,538
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,519,1,1,11,11,48,19,20,7,333,12,1,3,1,1,467,0,7,474,720
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,521,2,2,10,11,73,31,18,12,332,18,0,7,4,1,517,0,8,525,780
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,525,4,4,21,26,237,35,37,36,1062,41,6,5,9,0,1515,1,40,1556,1834
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,526,2,2,10,13,89,20,14,8,372,14,2,3,6,0,551,0,8,559,795
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,530,2,2,7,9,56,15,14,11,475,9,1,13,0,0,610,0,7,617,846
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,531,2,2,27,22,102,21,26,13,474,16,1,2,4,0,708,0,15,723,998
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,532,2,2,12,18,62,22,23,7,420,26,1,4,9,0,604,0,9,613,827
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,533,2,2,5,6,98,29,24,10,572,26,2,1,4,0,777,0,18,795,1131
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,534,2,2,2,5,49,17,29,12,485,24,0,0,0,0,623,0,16,639,908
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,535,2,2,9,16,88,19,19,14,422,27,2,5,3,2,626,0,13,639,903
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,537,1,1,12,11,68,24,14,20,351,0,0,0,0,0,500,0,4,504,653
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,549,2,2,1,9,152,22,31,9,625,17,2,5,9,0,882,0,30,912,1398
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,550,3,3,1,10,161,39,40,23,984,31,2,8,5,0,1304,0,35,1339,1859
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,552,3,3,9,14,149,42,56,21,1037,9,0,3,1,1,1342,0,59,1401,1996
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,557,4,4,6,19,346,40,51,13,968,23,18,5,10,0,1499,0,28,1527,2262
3,27,TABASCO,11,COMALCALCO,5,COMALCALCO,559,3,3,4,14,280,38,47,23,841,21,2,2,1,0,1273,0,47,1320,1960
