ID_ESTADO,NOMBRE_ESTADO,DISTRITOS_LOCALES,MUNICIPIOS,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PRD,MC,PVEM_PT_MORENA,PAN_PRI,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,OBSERVACIONES,RUTA_ACTA
27,TABASCO,21,17,1181,3111,3117,75290,58651,878298,45449,1057688,590,32524,1090802,1811627,,http://iepct.mx/computos/2024/GUB/entidad.pdf
