CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,PAN_PRI,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,614,C,2,0,C02,0,7,8,24,29,13,21,220,19,0,0,0,1,342,0,15,357,582,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0614_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,614,C,3,0,C03,0,8,12,32,30,6,26,222,9,1,1,0,1,348,0,12,360,582,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0614_C03.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,615,B,1,0,B,0,6,12,31,25,14,10,256,0,0,0,0,0,354,0,13,367,595,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0615_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,615,C,1,0,C01,0,15,15,17,23,15,31,314,0,0,0,0,0,430,0,13,443,594,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0615_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,616,B,1,0,B,0,14,10,16,27,17,24,278,5,2,1,3,0,397,0,10,407,637,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0616_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,616,C,1,0,C01,0,7,8,13,20,15,24,297,7,0,0,0,9,400,0,13,413,637,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0616_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,616,C,2,0,C02,0,8,8,17,32,17,27,236,5,0,4,5,0,359,0,24,383,637,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0616_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,617,B,1,0,B,0,7,11,41,24,11,40,266,4,2,1,2,1,410,0,13,423,646,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0617_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,617,C,1,0,C01,0,11,14,20,3,22,22,287,15,1,3,3,1,402,0,12,414,646,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0617_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,617,C,2,0,C02,0,9,11,21,24,9,51,282,8,1,1,2,1,420,1,11,432,646,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0617_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,623,B,1,0,B,0,3,7,9,39,18,9,224,4,9,8,2,0,332,0,36,368,653,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0623_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,623,C,1,0,C01,0,2,8,13,36,13,15,227,7,4,4,5,1,335,0,28,363,652,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,625,B,1,0,B,0,2,3,14,27,12,10,261,3,0,3,3,0,338,0,10,348,569,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0625_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,625,C,1,0,C01,0,3,1,8,18,10,19,260,8,0,2,6,0,335,0,14,349,569,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0625_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,625,C,2,0,C02,0,1,1,13,22,18,11,278,7,2,0,5,0,358,2,8,368,569,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0625_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,629,B,1,0,B,0,5,7,13,29,8,8,209,1,1,3,2,0,286,0,17,303,546,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,629,C,1,0,C01,0,2,6,8,20,3,7,195,5,0,1,3,0,250,0,21,271,546,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,629,C,2,0,C02,0,2,9,13,27,10,7,217,7,0,2,0,0,294,0,3,297,545,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,630,B,1,0,B,0,0,4,7,31,14,7,217,9,1,3,5,0,298,0,15,313,517,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0630_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,630,C,1,0,C01,0,3,7,8,30,12,7,227,15,0,0,0,0,309,0,17,326,516,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0630_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,630,C,2,0,C02,0,2,6,14,20,14,11,196,14,0,0,0,1,278,0,21,299,516,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0630_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,631,B,1,0,B,0,3,6,8,6,0,10,308,4,0,0,0,0,345,0,20,365,602,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0631_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,631,C,1,0,C01,0,3,3,10,32,14,9,262,4,0,3,3,0,343,0,0,343,602,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0631_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,631,C,2,0,C02,0,3,10,9,25,11,11,248,3,2,4,3,0,329,0,18,347,601,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0631_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,632,B,1,0,B,0,4,10,19,25,9,11,266,4,0,1,1,0,350,0,6,356,540,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0632_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,632,C,1,0,C01,0,6,10,14,18,18,22,245,5,3,2,1,0,344,0,15,359,540,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,634,B,1,0,B,0,1,11,13,25,12,9,272,8,2,4,1,0,358,0,16,374,637,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,634,C,1,0,C01,0,3,7,10,22,19,13,279,11,4,8,1,0,377,0,25,402,636,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,635,B,1,0,B,0,2,5,17,22,22,11,222,6,6,0,0,0,313,0,22,335,571,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0635_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,635,C,1,0,C01,0,2,20,12,33,13,10,205,5,0,3,2,0,305,0,13,318,570,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0635_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,635,C,2,0,C02,0,3,9,12,23,13,12,226,6,1,4,1,0,310,0,19,329,570,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0635_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,635,C,3,0,C03,0,3,12,10,24,11,9,209,7,0,2,1,1,289,0,21,310,570,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0635_C03.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,636,B,1,0,B,0,1,5,9,20,10,9,237,9,0,3,1,0,304,0,15,319,588,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0636_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,636,C,1,0,C01,0,1,4,13,29,7,10,210,6,1,5,2,1,289,0,18,307,588,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,636,C,2,0,C02,0,2,3,21,29,13,9,203,17,0,0,0,0,297,0,9,306,588,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0636_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,637,B,1,0,B,0,4,11,14,32,21,14,326,8,0,1,2,0,433,0,15,448,750,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0637_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,637,C,1,0,C01,0,5,6,12,35,17,26,221,7,3,3,1,1,337,0,20,357,749,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,638,B,1,0,B,0,3,7,16,24,15,12,321,12,1,1,2,0,414,0,12,426,637,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0638_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,638,C,1,0,C01,0,5,14,6,19,28,18,236,8,1,5,2,0,342,0,23,365,637,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0638_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,638,C,2,0,C02,0,0,6,5,27,25,3,301,6,0,4,4,0,381,0,15,396,636,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0638_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,639,B,1,0,B,0,13,9,10,15,11,9,270,8,2,1,2,0,350,3,18,371,557,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0639_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,639,C,1,0,C01,0,11,4,13,22,16,16,263,5,0,3,1,1,355,0,15,370,557,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0639_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,639,C,2,0,C02,0,8,6,4,26,14,8,274,2,2,4,3,2,353,0,18,371,556,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,640,B,1,0,B,0,1,9,13,27,4,3,229,8,5,2,1,0,302,0,13,315,584,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0640_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,640,C,1,0,C01,0,1,7,9,13,10,10,242,9,1,4,1,0,307,0,9,316,583,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0640_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,640,C,2,0,C02,0,2,9,13,21,8,9,225,8,1,5,2,0,303,0,19,322,583,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0640_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,641,B,1,0,B,0,4,5,11,36,15,8,271,0,0,0,0,0,350,0,16,366,670,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0641_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,641,C,1,0,C01,0,1,6,13,26,8,7,323,0,0,0,0,0,384,0,14,398,669,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0641_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,641,C,2,0,C02,0,4,3,12,23,26,17,270,0,0,0,0,0,355,0,32,387,669,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0641_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,641,C,3,0,C03,0,6,11,8,29,7,7,267,0,0,0,0,0,335,0,28,363,669,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0641_C03.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,642,B,1,0,B,0,4,11,10,20,8,7,299,9,2,3,2,0,375,0,16,391,634,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0642_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,642,C,1,0,C01,0,3,9,9,25,9,4,267,7,0,9,2,0,344,0,0,344,634,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0642_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,642,C,2,0,C02,0,5,7,10,15,16,18,285,8,1,2,4,0,371,0,14,385,633,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0642_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,642,C,3,0,C03,0,1,12,11,32,13,11,282,11,1,6,1,0,381,0,11,392,633,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0642_C03.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,643,B,1,0,B,0,2,3,6,12,12,9,314,0,0,0,0,0,358,0,22,380,601,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0643_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,643,C,1,0,C01,0,0,8,12,30,15,12,275,5,0,2,2,0,361,0,20,381,601,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0643_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,644,B,1,0,B,0,6,10,17,37,14,15,263,0,0,0,0,0,362,0,17,379,718,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0644_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,644,C,1,0,C01,0,4,9,18,40,18,9,323,6,3,5,5,0,440,0,26,466,718,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,645,B,1,0,B,0,9,10,4,27,10,9,260,15,2,3,1,0,350,0,9,359,578,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,645,C,1,0,C01,0,3,10,7,17,14,7,288,8,1,3,6,0,364,0,12,376,578,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,645,C,2,0,C02,0,8,2,12,14,14,8,270,12,1,3,5,1,350,0,8,358,577,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,645,C,3,0,C03,0,5,11,10,22,16,6,263,9,1,2,4,0,349,0,12,361,577,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,645,S,1,0,S01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0645_SMR01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,646,B,1,0,B,0,4,13,18,36,14,23,282,7,1,4,1,0,403,0,21,424,660,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,646,C,1,0,C01,0,2,11,9,26,22,16,308,3,2,0,3,2,404,0,14,418,660,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,647,B,1,0,B,0,20,16,20,47,19,18,289,6,3,1,0,0,439,0,15,454,707,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0647_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,647,C,1,0,C01,0,13,16,15,37,9,28,315,4,1,3,0,1,442,0,16,458,707,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0647_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,648,B,1,0,B,0,4,6,6,13,15,8,273,6,0,2,4,0,337,0,15,352,531,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0648_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,648,C,1,0,C01,0,3,6,6,13,3,11,243,6,1,1,3,0,296,0,8,304,531,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0648_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,648,C,2,0,C02,0,3,6,7,20,18,13,249,8,2,3,1,0,330,0,12,342,531,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0648_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,649,B,1,0,B,0,6,7,8,35,15,22,323,5,0,0,1,0,422,0,24,446,744,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0649_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,649,C,1,0,C01,0,0,8,11,32,11,20,292,9,0,1,2,0,386,0,22,408,743,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0649_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,650,B,1,0,B,0,6,17,18,53,11,9,221,4,1,2,3,0,345,0,20,365,637,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,650,C,1,0,C01,0,5,22,13,0,0,7,268,0,0,0,0,0,315,0,27,342,636,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0650_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,651,B,1,0,B,0,4,5,16,20,13,9,235,6,0,3,4,0,315,1,12,328,516,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0651_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,651,C,1,0,C01,0,0,7,8,20,6,7,244,9,1,2,2,0,306,0,14,320,515,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0651_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,651,E,1,0,E01,0,5,3,6,23,9,14,263,0,0,0,0,0,323,1,7,331,446,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0651_E01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,652,B,1,0,B,0,8,12,12,36,22,8,271,3,1,5,4,1,383,0,19,402,658,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0652_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,652,C,1,0,C01,0,4,15,17,37,15,25,291,4,0,2,0,1,411,0,18,429,657,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0652_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,653,B,1,0,B,0,3,2,11,17,11,22,262,9,0,0,1,0,338,0,22,360,568,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0653_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,653,C,1,0,C01,0,2,7,6,20,8,20,276,0,0,2,5,0,346,0,17,363,567,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0653_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,653,C,2,0,C02,0,0,10,9,10,10,16,240,9,2,3,3,0,312,0,21,333,567,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0653_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,655,B,1,0,B,0,1,4,7,9,9,9,200,4,3,0,1,0,247,0,15,262,419,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0655_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,655,C,1,0,C01,0,2,9,7,17,22,8,198,0,1,3,1,1,269,0,15,284,418,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0655_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,655,E,1,0,E01,0,2,3,3,15,5,7,167,3,0,0,0,0,205,0,4,209,321,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0655_E01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,656,B,1,0,B,0,3,1,18,16,11,10,294,10,1,1,3,0,368,0,8,376,579,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0656_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,656,C,1,0,C01,0,3,1,7,8,6,7,332,6,0,4,6,0,380,0,9,389,579,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0656_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,656,C,2,0,C02,0,2,3,18,13,4,9,298,0,0,0,0,0,347,0,17,364,579,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0656_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,656,C,3,0,C03,0,1,6,9,22,9,8,285,2,0,4,1,0,347,0,11,358,578,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0656_C03.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,657,B,1,0,B,0,0,15,3,24,4,10,214,2,0,1,1,0,274,0,26,300,509,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0657_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,657,C,1,0,C01,0,5,10,9,27,11,16,204,0,0,2,1,0,285,0,17,302,508,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0657_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,658,B,1,0,B,0,10,4,24,20,12,9,236,7,2,0,2,0,326,0,10,336,531,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0658_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,658,C,1,0,C01,0,6,4,30,16,8,7,262,5,1,0,0,0,339,0,5,344,531,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0658_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,658,C,2,0,C02,0,2,7,21,23,13,7,265,5,0,2,3,2,350,0,8,358,531,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/13/acta_recuento/GRUPO01.pdf
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,659,B,1,0,B,0,2,3,11,28,13,11,229,6,0,3,2,0,308,0,9,317,629,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0659_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,659,C,1,0,C01,0,2,2,12,31,18,8,238,13,13,0,0,0,337,0,10,347,629,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0659_C01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,659,C,2,0,C02,0,2,5,9,23,9,8,235,6,0,0,2,0,299,0,16,315,629,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0659_C02.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,659,C,3,0,C03,0,6,4,14,36,15,10,224,2,3,2,2,0,318,0,34,352,629,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0659_C03.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,659,C,4,0,C04,0,3,4,14,26,14,14,234,6,6,0,1,0,322,0,23,345,628,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0659_C04.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,660,B,1,0,B,0,5,8,14,27,12,10,323,11,0,5,0,0,415,0,10,425,662,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0660_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,661,B,1,0,B,0,2,10,7,54,9,18,315,17,0,0,0,0,432,0,18,450,721,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0661_B.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,661,E,1,0,E01,0,0,3,2,26,5,4,152,4,1,4,0,0,201,0,6,207,315,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0661_E01.jpg
3,27,TABASCO,13,CUNDUACAN,6,CUNDUACAN,662,B,1,0,B,0,4,14,5,28,12,23,323,8,0,5,1,0,423,0,16,439,741,Acta casilla,,,http://iepct.mx/computos/2024/GUB/13/acta_casilla_consejo/GUB_0662_B.jpg
