CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,PAN_PRI,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,27,TABASCO,4,CENTLA,3,CENTLA,228,B,1,0,B,0,0,5,14,23,6,8,231,6,1,5,2,0,301,0,11,312,448,Grupo de recuento,,,http://iepct.mx/computos/2024/GUB/4/acta_recuento/GRUPO01.pdf
3,27,TABASCO,4,CENTLA,3,CENTLA,228,C,1,0,C01,0,0,5,10,20,7,17,229,5,0,3,1,0,297,0,11,308,447,Acta casilla,,,http://iepct.mx/computos/2024/GUB/4/acta_casilla_consejo/GUB_0228_C01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,228,E,1,0,E01,0,1,1,6,24,0,2,68,0,0,0,0,0,102,0,0,102,138,Acta casilla,,,http://iepct.mx/computos/2024/GUB/4/acta_casilla_consejo/GUB_0228_E01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,229,B,1,0,B,0,0,17,3,12,3,2,53,0,0,0,0,0,90,0,6,96,195,Acta casilla,,,http://iepct.mx/computos/2024/GUB/4/acta_casilla_consejo/GUB_0229_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,230,B,1,0,B,0,0,1,0,12,0,0,69,2,0,1,1,0,86,0,0,86,106,Acta casilla,,,http://iepct.mx/computos/2024/GUB/4/acta_casilla_consejo/GUB_0230_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,230,E,1,0,E01,0,0,0,1,7,4,0,66,0,0,2,1,0,81,0,0,81,103,Acta casilla,,,http://iepct.mx/computos/2024/GUB/4/acta_casilla_consejo/GUB_0230_E01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,231,B,1,0,B,0,1,2,10,50,8,1,188,6,2,3,0,0,271,0,9,280,434,Acta casilla,,,http://iepct.mx/computos/2024/GUB/4/acta_casilla_consejo/GUB_0231_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,407,B,1,0,B,0,4,17,16,25,12,19,253,16,0,2,3,0,367,0,16,383,647,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0407_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,407,C,1,0,C01,0,28,19,27,19,9,16,229,13,1,7,3,1,372,0,7,379,647,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0407_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,411,B,1,0,B,0,8,15,8,18,8,12,210,7,1,2,5,0,294,0,9,303,502,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0411_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,411,C,1,0,C01,0,9,10,15,14,10,12,195,18,0,3,3,0,289,0,12,301,502,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0411_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,411,C,2,0,C02,0,8,13,7,17,10,19,206,15,1,2,3,1,302,2,6,310,502,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0411_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,412,B,1,0,B,0,9,10,6,19,9,19,211,14,0,6,1,0,304,2,10,316,556,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0412_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,412,C,1,0,C01,0,9,0,7,19,18,18,17,0,0,0,0,0,88,0,0,88,556,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0412_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,418,B,1,0,B,0,34,21,17,28,19,45,30,13,0,5,4,2,218,0,8,226,698,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0418_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,418,C,1,0,C01,0,44,19,22,27,16,28,244,27,1,3,1,2,434,1,7,442,698,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0418_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,418,C,2,0,C02,0,31,18,22,20,18,37,55,12,2,2,5,4,226,0,8,234,698,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0418_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,418,C,3,0,C03,0,28,19,21,21,13,39,274,25,0,3,3,3,449,0,6,455,698,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0418_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,418,C,4,0,C04,0,38,22,34,19,15,48,228,18,4,3,2,7,438,1,6,445,698,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0418_C04.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,459,B,1,0,B,0,0,6,2,8,4,6,65,2,0,2,1,0,96,0,4,100,158,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0459_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,460,B,1,0,B,0,4,8,6,25,10,6,237,0,24,1,0,0,321,0,9,330,608,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0460_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,460,C,1,0,C01,0,0,2,2,22,11,8,260,12,0,2,7,0,326,0,7,333,607,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0460_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,460,C,2,0,C02,0,3,12,6,18,11,10,218,8,3,1,5,0,295,0,0,295,607,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0460_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,460,C,3,0,C03,0,3,4,5,21,15,13,239,14,6,3,4,1,328,0,9,337,607,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0460_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,461,B,1,0,B,0,1,15,6,34,9,12,276,4,1,4,2,0,364,0,12,376,605,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0461_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,461,C,1,0,C01,0,2,6,6,36,9,8,232,0,4,2,1,0,306,0,5,311,604,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0461_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,462,B,1,0,B,0,3,11,9,30,10,7,292,18,1,3,1,0,385,0,12,397,700,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0462_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,462,C,1,0,C01,0,1,6,8,32,4,10,300,13,1,5,1,0,381,0,9,390,700,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0462_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,462,C,2,0,C02,0,0,9,6,16,6,9,284,16,1,4,2,0,353,9,9,371,699,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0462_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,462,C,3,0,C03,0,3,13,6,21,12,13,310,11,0,8,4,0,401,0,11,412,699,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0462_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,463,B,1,0,B,0,2,7,4,13,10,12,249,10,2,4,4,0,317,1,12,330,632,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0463_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,463,C,1,0,C01,0,2,5,6,17,15,10,291,15,0,6,3,0,370,1,6,377,631,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0463_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,463,C,2,0,C02,0,0,5,5,16,9,15,284,8,0,0,0,0,342,0,6,348,631,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0463_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,463,C,3,0,C03,0,2,2,9,2,2,1,258,8,2,1,7,0,294,0,7,301,631,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0463_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,463,C,4,0,C04,0,6,9,2,15,14,13,279,8,1,2,2,1,352,0,5,357,631,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0463_C04.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,463,C,5,0,C05,0,5,5,3,12,11,9,246,16,1,5,2,0,315,0,7,322,631,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0463_C05.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,468,B,1,0,B,0,3,9,6,23,14,7,258,20,0,0,0,1,341,0,2,343,559,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0468_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,468,C,1,0,C01,0,6,11,0,24,11,18,234,4,0,0,0,0,308,0,10,318,559,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0468_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,468,C,2,0,C02,0,3,8,5,29,8,18,263,12,1,2,1,0,350,0,7,357,558,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0468_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,469,B,1,0,B,0,2,5,4,38,7,10,236,8,2,11,2,1,326,0,9,335,599,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0469_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,469,C,1,0,C01,0,0,9,6,21,6,7,252,20,0,0,0,0,321,0,7,328,599,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0469_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,469,C,2,0,C02,0,1,2,7,26,10,6,257,8,1,5,1,0,324,0,9,333,599,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0469_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,469,C,3,0,C03,0,1,0,5,25,9,12,298,5,0,5,1,0,361,0,5,366,599,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0469_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,470,B,1,0,B,0,16,10,12,25,15,30,250,20,2,6,3,2,391,0,7,398,676,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0470_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,470,C,1,0,C01,0,17,18,18,37,18,32,288,19,1,6,6,0,460,0,0,460,676,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0470_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,470,C,2,0,C02,0,12,16,19,35,12,21,252,20,2,7,4,3,403,0,6,409,676,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0470_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,470,C,3,0,C03,0,11,17,10,24,9,7,224,17,1,8,9,2,339,0,13,352,676,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0470_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,470,C,4,0,C04,0,16,15,12,22,10,26,247,12,2,8,1,1,372,0,8,380,676,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0470_C04.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,470,C,5,0,C05,0,17,16,12,27,22,28,242,11,0,1,2,2,380,0,13,393,675,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0470_C05.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,470,C,6,0,C06,0,17,13,13,29,22,30,234,17,1,3,3,3,385,0,13,398,675,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0470_C06.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,470,C,7,0,C07,0,16,12,20,26,8,24,230,15,2,4,6,6,369,7,0,376,675,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0470_C07.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,470,C,8,0,C08,0,20,17,17,34,8,14,250,23,0,4,5,1,393,1,6,400,675,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0470_C08.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,475,B,1,0,B,0,4,4,4,30,11,8,217,0,0,0,0,0,278,0,0,278,652,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0475_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,475,C,1,0,C01,0,2,6,2,32,6,9,219,11,0,7,2,0,296,0,8,304,652,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0475_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,475,C,2,0,C02,0,2,4,4,33,10,8,208,17,0,3,4,1,294,0,6,300,651,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0475_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,475,C,3,0,C03,0,1,10,3,45,14,6,243,21,0,0,0,1,344,0,6,350,651,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0475_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,476,B,1,0,B,0,7,12,10,26,15,17,231,11,2,10,3,1,345,0,11,356,734,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0476_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,476,C,1,0,C01,0,16,11,9,18,13,26,265,12,1,7,3,0,381,0,10,391,734,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0476_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,476,C,2,0,C02,0,9,12,10,20,19,15,262,11,0,3,2,1,364,1,7,372,734,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0476_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,476,C,3,0,C03,0,8,10,11,27,28,26,256,9,1,3,6,0,385,1,13,399,734,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0476_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,476,C,4,0,C04,0,7,3,8,32,14,20,251,17,2,7,1,0,362,0,10,372,734,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0476_C04.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,476,C,5,0,C05,0,5,12,6,26,18,19,264,10,5,4,2,1,372,0,8,380,734,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0476_C05.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,476,C,6,0,C06,0,8,12,6,31,10,21,247,10,3,9,4,1,362,1,8,371,734,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0476_C06.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,477,B,1,0,B,0,3,6,2,45,14,16,220,13,1,6,1,0,327,0,4,331,627,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0477_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,477,C,1,0,C01,0,3,14,9,19,6,9,225,9,1,5,1,0,301,0,2,303,627,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0477_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,477,C,2,0,C02,0,2,10,4,28,8,15,198,11,1,7,3,0,287,0,13,300,627,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0477_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,477,C,3,0,C03,0,1,5,3,22,14,9,233,6,7,7,3,0,310,0,10,320,627,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0477_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,477,C,4,0,C04,0,3,9,10,25,17,24,251,4,1,5,2,0,351,0,9,360,626,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0477_C04.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,477,C,5,0,C05,0,4,10,4,23,5,6,221,9,1,5,2,1,291,0,14,305,626,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0477_C05.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,479,B,1,0,B,0,27,22,14,27,15,29,262,13,3,9,2,2,425,0,6,431,717,Acta del consejo,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0479_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,479,C,1,0,C01,0,13,20,17,41,12,29,254,10,2,4,4,1,407,0,14,421,717,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0479_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,479,C,2,0,C02,0,13,28,29,21,10,27,255,10,6,2,2,0,403,0,7,410,717,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0479_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,479,C,3,0,C03,0,18,20,20,35,14,23,242,15,1,4,4,5,401,0,8,409,717,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0479_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,479,C,4,0,C04,0,28,18,20,38,13,32,262,21,0,6,3,1,442,0,8,450,717,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0479_C04.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,480,B,1,0,B,0,21,27,15,27,5,30,268,17,0,4,2,2,418,0,7,425,740,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0480_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,480,C,1,0,C01,0,11,18,17,22,16,33,237,16,0,6,2,0,378,0,13,391,739,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0480_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,480,C,2,0,C02,0,16,15,11,26,23,27,270,15,1,0,4,2,410,0,6,416,739,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0480_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,480,C,3,0,C03,0,9,12,13,25,15,40,251,25,1,7,5,1,404,0,7,411,739,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0480_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,480,C,4,0,C04,0,18,15,13,49,17,26,240,24,4,3,6,0,415,0,10,425,739,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0480_C04.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,480,C,5,0,C05,0,14,30,17,37,16,15,243,21,4,3,4,0,404,0,8,412,739,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0480_C05.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,480,C,6,0,C06,0,26,21,12,31,30,28,240,7,1,4,4,0,404,0,15,419,739,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0480_C06.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,480,C,7,0,C07,0,19,31,10,29,25,29,248,15,2,6,2,1,417,0,11,428,739,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0480_C07.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,481,B,1,0,B,0,6,8,1,18,10,20,246,13,0,2,0,0,324,0,1,325,601,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0481_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,481,C,1,0,C01,0,6,3,8,29,13,23,225,20,1,5,1,0,334,0,12,346,601,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0481_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,481,C,2,0,C02,0,6,11,10,20,15,24,215,10,1,4,2,0,318,0,11,329,601,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0481_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,481,C,3,0,C03,0,7,3,7,22,15,18,226,28,1,3,7,0,337,0,11,348,601,Acta del consejo,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0481_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,481,C,4,0,C04,0,6,6,5,28,15,17,235,14,2,3,1,0,332,0,13,345,601,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0481_C04.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,482,B,1,0,B,0,1,6,10,14,19,27,208,12,1,6,2,0,306,0,8,314,547,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0482_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,482,C,1,0,C01,0,6,6,12,20,10,17,229,25,0,0,0,1,326,0,1,327,547,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0482_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,482,C,2,0,C02,0,5,3,8,14,18,20,216,19,0,6,2,0,311,0,6,317,547,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0482_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,490,B,1,0,B,0,4,9,7,32,10,12,288,9,2,3,2,1,379,0,3,382,631,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0490_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,490,C,1,0,C01,0,13,4,13,25,12,13,244,5,1,4,3,1,338,1,7,346,631,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0490_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,490,C,2,0,C02,0,6,9,6,29,12,9,247,5,2,0,2,0,327,0,5,332,631,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0490_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,491,B,1,0,B,0,3,17,13,38,15,14,291,14,2,10,2,0,419,0,15,434,725,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0491_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,491,C,1,0,C01,0,4,8,9,48,31,12,286,12,3,6,1,1,421,0,12,433,725,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0491_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,491,C,2,0,C02,0,1,7,10,31,15,12,291,9,4,5,2,0,387,0,9,396,724,Acta del consejo,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0491_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,492,B,1,0,B,0,3,14,9,26,14,12,178,9,1,5,0,2,273,0,15,288,606,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0492_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,492,C,1,0,C01,0,1,14,7,21,12,10,213,9,1,7,0,0,295,0,5,300,605,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0492_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,492,C,2,0,C02,0,5,17,7,26,11,6,223,12,1,6,1,0,315,0,12,327,605,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0492_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,492,C,3,0,C03,0,8,17,8,3,7,14,242,10,1,4,2,0,316,0,16,332,605,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0492_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,494,B,1,0,B,0,3,12,8,20,10,22,246,12,0,2,0,0,335,0,6,341,649,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0494_B.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,494,C,1,0,C01,0,6,10,14,20,9,23,227,12,2,5,6,1,335,0,10,345,649,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0494_C01.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,494,C,2,0,C02,0,10,14,18,28,11,13,202,0,0,20,0,0,316,0,11,327,649,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0494_C02.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,494,C,3,0,C03,0,3,12,21,27,13,13,229,16,0,4,0,1,339,0,13,352,649,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0494_C03.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,494,C,4,0,C04,0,4,10,9,19,12,12,215,14,3,1,5,0,304,0,9,313,649,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0494_C04.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,494,C,5,0,C05,0,7,13,10,27,8,16,236,12,0,0,0,0,329,22,22,373,649,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0494_C05.jpg
3,27,TABASCO,5,CENTRO,4,CENTRO,494,C,6,0,C06,0,11,9,22,16,13,10,218,10,0,5,1,0,315,0,8,323,649,Acta casilla,,,http://iepct.mx/computos/2024/GUB/5/acta_casilla_consejo/GUB_0494_C06.jpg
