CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN_PRI_PRD_PRS_PHBCS,MORENA_PT_PVEM_NABCS,MC,FXMBCS,MLBCS,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,78,C,1,0,C01,0,252,86,9,8,,355,0,16,371,553,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,79,B,1,0,B,0,272,106,5,7,,390,1,13,404,654,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,80,B,1,0,B,0,197,128,5,3,,333,0,4,337,516,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,80,C,1,0,C01,0,174,129,5,5,,313,0,11,324,516,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,81,B,1,0,B,0,194,90,3,8,,295,1,4,300,466,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,B,1,0,B,0,216,82,1,2,,301,0,10,311,467,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,C,1,0,C01,0,195,109,5,3,,312,0,8,320,467,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,B,1,0,B,0,260,94,6,7,,367,2,15,384,616,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,C,1,0,C01,0,241,119,6,8,,374,5,9,388,615,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,0,E01,0,287,108,3,3,,401,0,5,406,623,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,1,E01C01,0,336,89,2,5,,432,1,6,439,622,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,2,E01C02,0,290,105,5,4,,404,0,6,410,622,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,84,B,1,0,B,0,58,29,1,7,,95,0,1,96,217,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,B,1,0,B,0,203,129,8,4,,344,0,15,359,617,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,E,1,0,E01,0,47,31,4,6,,88,0,3,91,148,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,E,2,0,E02,0,118,175,6,4,,303,0,12,315,589,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,86,B,1,0,B,0,46,34,0,2,,82,0,3,85,122,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,87,B,1,0,B,0,65,66,2,3,,136,0,7,143,224,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,88,B,1,0,B,0,73,135,3,7,,218,0,9,227,440,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,88,C,1,0,C01,0,95,130,8,9,,242,0,14,256,439,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,89,B,1,0,B,0,99,182,5,5,,291,0,12,303,488,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,90,B,1,0,B,0,132,198,8,14,,352,0,11,363,607,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,91,B,1,0,B,0,127,191,11,13,,342,0,17,359,682,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,92,B,1,0,B,0,76,85,3,11,,175,0,2,177,266,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,93,B,1,0,B,0,127,109,12,9,,257,0,4,261,434,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,B,1,0,B,0,136,206,6,10,,358,0,20,378,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,C,1,0,C01,0,119,221,17,11,,368,0,14,382,739,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,C,2,0,C02,0,131,206,11,11,,359,0,23,382,739,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,C,3,0,C03,0,139,207,7,11,,364,0,10,374,738,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,C,4,0,C04,0,166,213,11,14,,404,0,16,420,738,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,95,B,1,0,B,0,89,111,4,7,,211,0,9,220,412,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,95,C,1,0,C01,0,87,101,4,13,,205,0,11,216,412,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,96,B,1,0,B,0,135,170,6,7,,318,0,8,326,622,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,96,C,1,0,C01,0,158,166,9,11,,344,0,10,354,622,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,97,B,1,0,B,0,166,140,10,8,,324,0,12,336,578,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,97,C,1,0,C01,0,151,130,4,9,,294,1,8,303,578,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,97,S,1,0,S01,0,64,49,0,1,,114,0,5,119,0,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,98,B,1,0,B,0,164,172,13,12,,361,1,13,375,690,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,98,C,1,0,C01,0,179,181,9,13,,382,0,8,390,690,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,98,C,2,0,C02,0,186,154,18,13,,371,0,8,379,689,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,99,B,1,0,B,0,99,104,7,50,,260,0,11,271,425,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,101,B,1,0,B,0,30,47,2,15,,94,1,3,98,145,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,102,B,1,0,B,0,33,100,5,3,,141,1,7,149,480,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,102,C,1,0,C01,0,44,103,3,8,,158,0,12,170,480,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,103,B,1,0,B,0,167,207,7,32,,413,0,12,425,706,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,105,B,1,0,B,0,61,40,3,5,,109,0,1,110,176,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,107,B,1,0,B,0,105,105,7,11,,228,0,6,234,406,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,108,B,1,0,B,0,138,154,9,6,,307,0,16,323,523,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,108,C,1,0,C01,0,169,123,16,10,,318,0,6,324,523,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,109,B,1,0,B,0,156,142,10,14,,322,0,10,332,545,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,110,B,1,0,B,0,19,76,0,4,,99,0,3,102,185,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,110,E,1,0,E01,0,13,20,0,0,,33,0,1,34,53,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,111,B,1,0,B,0,83,71,5,3,,162,0,11,173,297,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,112,B,1,0,B,0,155,113,2,6,,276,0,13,289,485,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,113,B,1,0,B,0,85,98,4,6,,193,0,8,201,316,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,114,B,1,0,B,0,138,65,7,22,,232,0,6,238,424,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,114,C,1,0,C01,0,141,70,5,25,,241,0,4,245,423,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,115,B,1,0,B,0,68,31,0,13,,112,0,3,115,169,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,116,B,1,0,B,0,193,181,7,12,,393,0,9,402,602,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,116,C,1,0,C01,0,199,175,7,15,,396,0,10,406,601,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,117,B,1,0,B,0,105,117,0,3,,225,0,12,237,372,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,117,E,1,0,E01,0,31,33,1,9,,74,0,8,82,113,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,118,B,1,0,B,0,73,77,10,9,,169,0,4,173,293,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,118,E,1,0,E01,0,20,39,2,3,,64,0,5,69,160,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,119,B,1,0,B,0,89,128,7,5,,229,0,12,241,384,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,120,B,1,0,B,0,287,108,4,5,,404,0,16,420,713,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,121,B,1,0,B,0,199,148,19,7,4,377,0,11,388,636,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,121,C,1,0,C01,0,182,148,19,6,3,358,1,5,364,636,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,122,B,1,0,B,0,79,81,17,14,9,200,0,14,214,378,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,122,C,1,0,C01,0,79,100,13,11,3,206,0,6,212,377,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,123,B,1,0,B,0,121,90,16,12,7,246,0,7,253,415,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,123,C,1,0,C01,0,101,118,24,4,7,254,0,2,256,415,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,124,B,1,0,B,0,127,109,16,10,10,272,0,9,281,462,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,124,C,1,0,C01,0,172,124,14,5,5,320,0,4,324,462,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,125,B,1,0,B,0,189,121,14,7,0,331,0,10,341,525,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,126,B,1,0,B,0,171,204,20,8,12,415,1,12,428,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,127,B,1,0,B,0,124,217,27,16,3,387,0,13,400,735,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,128,B,1,0,B,0,101,185,32,18,8,344,0,16,360,628,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,129,B,1,0,B,0,79,131,10,22,10,252,0,7,259,506,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,129,C,1,0,C01,0,82,142,22,21,3,270,0,12,282,505,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,130,B,1,0,B,0,46,96,12,12,1,167,0,7,174,406,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,131,B,1,0,B,0,71,135,13,3,4,226,0,8,234,486,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,132,B,1,0,B,0,44,95,23,10,3,175,0,5,180,358,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,133,B,1,0,B,0,54,102,12,8,6,182,0,6,188,360,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,134,B,1,0,B,0,62,95,12,3,1,173,2,4,179,317,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,135,B,1,0,B,0,79,155,7,10,12,263,0,17,280,517,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,135,C,1,0,C01,0,79,141,22,11,9,262,0,16,278,516,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,136,B,1,0,B,0,81,87,12,2,4,186,0,9,195,391,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,136,C,1,0,C01,0,84,109,14,4,5,216,0,5,221,390,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,137,B,1,0,B,0,123,110,16,2,6,257,0,6,263,390,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,137,C,1,0,C01,0,112,129,16,3,5,265,0,10,275,389,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,138,B,1,0,B,0,147,168,16,5,10,346,0,14,360,596,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,139,B,1,0,B,0,107,147,19,7,8,288,0,0,288,520,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,140,B,1,0,B,0,54,150,18,7,6,235,0,11,246,472,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,141,B,1,0,B,0,50,117,20,5,5,197,1,13,211,400,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,141,C,1,0,C01,0,45,127,20,4,4,200,0,9,209,399,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,142,B,1,0,B,0,63,160,34,8,8,273,0,14,287,540,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,142,C,1,0,C01,0,80,168,21,14,5,288,0,9,297,540,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,143,B,1,0,B,0,86,182,27,8,6,309,0,16,325,680,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,143,C,1,0,C01,0,83,151,23,3,4,264,2,11,277,679,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,143,C,2,0,C02,0,102,164,14,9,6,295,0,5,300,679,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,144,B,1,0,B,0,92,181,22,17,7,319,0,16,335,737,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,144,C,1,0,C01,0,107,182,18,11,14,332,0,14,346,736,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,145,B,1,0,B,0,64,101,18,3,7,193,0,8,201,394,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,145,C,1,0,C01,0,61,100,22,7,18,208,0,10,218,394,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,146,B,1,0,B,0,92,166,17,7,13,295,0,13,308,578,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,147,B,1,0,B,0,115,177,48,4,8,352,0,21,373,678,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,148,B,1,0,B,0,94,155,33,4,8,294,0,16,310,515,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,149,B,1,0,B,0,115,185,21,5,12,338,0,11,349,572,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,150,B,1,0,B,0,66,181,25,1,4,277,2,13,292,531,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,151,B,1,0,B,0,99,191,26,8,9,333,0,2,335,667,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,152,B,1,0,B,0,80,109,15,2,1,207,0,11,218,453,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,152,C,1,0,C01,0,60,141,15,4,6,226,0,10,236,452,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,153,B,1,0,B,0,78,145,16,12,7,258,0,12,270,635,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,153,C,1,0,C01,0,59,175,8,9,7,258,0,17,275,635,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,153,C,2,0,C02,0,52,166,19,10,6,253,0,14,267,635,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,154,B,1,0,B,0,117,172,34,7,13,343,0,20,363,599,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,154,C,1,0,C01,0,105,165,24,6,8,308,0,2,310,598,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,155,B,1,0,B,0,93,150,23,4,8,278,0,12,290,504,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,155,C,1,0,C01,0,108,160,17,5,10,300,0,10,310,504,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,B,1,0,B,0,74,127,15,7,10,233,0,5,238,447,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,C,1,0,C01,0,77,159,12,2,4,254,0,7,261,446,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,E,1,0,E01,0,85,165,22,9,4,285,0,13,298,711,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,E,1,1,E01C01,0,65,185,19,4,7,280,0,13,293,710,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,E,1,2,E01C02,0,68,165,23,13,5,274,0,8,282,710,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,E,1,3,E01C03,0,60,181,15,7,3,266,0,15,281,710,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,E,1,4,E01C04,0,79,178,13,5,2,277,0,2,279,710,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,157,B,1,0,B,0,64,130,17,6,3,220,0,4,224,466,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,157,C,1,0,C01,0,71,158,13,10,2,254,0,9,263,465,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,158,B,1,0,B,0,81,131,16,7,6,241,1,8,250,455,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,158,C,1,0,C01,0,74,149,14,4,5,246,0,11,257,455,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,159,B,1,0,B,0,167,118,14,5,5,309,0,8,317,535,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,160,B,1,0,B,0,155,141,24,8,5,333,1,13,347,517,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,161,B,1,0,B,0,238,122,13,6,7,386,0,15,401,630,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,B,1,0,B,0,129,114,22,6,3,274,1,8,283,426,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,C,1,0,C01,0,123,113,11,2,3,252,2,6,260,425,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,163,B,1,0,B,0,233,166,14,7,14,434,0,5,439,659,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,B,1,0,B,0,137,90,15,3,3,248,0,7,255,404,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,C,1,0,C01,0,141,107,12,1,2,263,0,5,268,404,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,B,1,0,B,0,133,114,12,2,1,262,0,7,269,422,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,C,1,0,C01,0,143,108,10,3,5,269,0,5,274,421,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,166,B,1,0,B,0,310,149,14,5,9,487,0,10,497,668,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,B,1,0,B,0,156,133,13,7,5,314,0,13,327,497,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,C,1,0,C01,0,144,147,17,5,10,323,0,15,338,497,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,B,1,0,B,0,132,136,15,5,7,295,0,11,306,493,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,C,1,0,C01,0,153,143,15,3,5,319,0,11,330,493,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,169,B,1,0,B,0,76,101,18,5,2,202,0,10,212,448,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,169,C,1,0,C01,0,71,84,18,3,6,182,0,9,191,447,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,170,B,1,0,B,0,112,159,32,6,7,316,0,17,333,516,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,171,B,1,0,B,0,140,177,22,5,12,356,1,16,373,594,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,172,B,1,0,B,0,148,184,19,8,15,374,0,13,387,644,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,B,1,0,B,0,113,136,19,7,12,287,0,9,296,482,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,C,1,0,C01,0,134,146,23,4,8,315,0,10,325,482,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,B,1,0,B,0,98,149,18,7,8,280,1,9,290,480,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,C,1,0,C01,0,110,134,27,8,15,294,0,5,299,479,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,175,B,1,0,B,0,108,176,19,5,21,329,0,14,343,620,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,175,C,1,0,C01,0,124,167,26,4,10,331,0,14,345,619,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,176,B,1,0,B,0,130,164,17,7,11,329,1,14,344,547,Grupo de recuento,,,
