CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN_PRI_PRD_PRS_PHBCS,MORENA_PT_PVEM_NABCS,MC,FXMBCS,MLBCS,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,177,B,1,0,B,0,134,179,18,5,3,339,0,10,349,580,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,178,B,1,0,B,0,116,142,23,5,11,297,0,7,304,484,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,179,B,1,0,B,0,81,150,22,4,13,270,1,13,284,471,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,179,C,1,0,C01,0,89,142,12,4,11,258,0,7,265,471,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,180,B,1,0,B,0,78,128,15,5,7,233,2,11,246,449,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,180,C,1,0,C01,0,84,127,15,4,4,234,0,5,239,449,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,181,B,1,0,B,0,113,199,20,2,2,336,0,21,357,612,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,181,C,1,0,C01,0,111,180,27,3,7,328,2,10,340,611,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,182,B,1,0,B,0,91,145,11,5,4,256,0,10,266,453,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,182,C,1,0,C01,0,90,123,15,4,3,235,0,10,245,452,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,183,B,1,0,B,0,172,216,24,9,8,429,0,12,441,749,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,184,B,1,0,B,0,90,90,7,2,3,192,0,8,200,298,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,185,B,1,0,B,0,155,204,24,9,6,398,0,5,403,631,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,186,B,1,0,B,0,150,110,11,5,6,282,0,3,285,422,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,186,C,1,0,C01,0,151,87,20,3,4,265,0,7,272,421,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,187,B,1,0,B,0,161,99,9,3,0,272,0,8,280,412,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,187,C,1,0,C01,0,141,102,11,5,2,261,0,9,270,411,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,188,B,1,0,B,0,254,185,23,11,7,480,0,9,489,743,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,189,B,1,0,B,0,204,127,11,6,4,352,1,8,361,508,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,189,C,1,0,C01,0,175,126,22,6,2,331,0,9,340,508,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,190,B,1,0,B,0,194,141,24,6,6,371,0,16,387,578,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,190,C,1,0,C01,0,164,155,16,5,4,344,0,8,352,578,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,191,B,1,0,B,0,145,142,15,6,4,312,1,9,322,480,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,191,C,1,0,C01,0,164,123,16,8,3,314,0,4,318,480,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,192,B,1,0,B,0,273,205,25,12,8,523,0,7,530,738,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,193,B,1,0,B,0,168,122,8,5,6,309,1,9,319,466,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,193,C,1,0,C01,0,200,122,14,3,1,340,0,5,345,465,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,194,B,1,0,B,0,197,135,16,8,7,363,0,9,372,558,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,195,B,1,0,B,0,169,151,29,10,3,362,0,10,372,599,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,196,B,1,0,B,0,95,130,11,6,3,245,0,9,254,443,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,196,C,1,0,C01,0,99,121,16,5,5,246,1,14,261,442,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,197,B,1,0,B,0,241,138,29,8,6,422,0,8,430,611,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,197,C,1,0,C01,0,208,169,19,6,0,402,2,12,416,611,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,197,C,2,0,C02,0,208,155,18,8,11,400,1,2,403,611,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,198,B,1,0,B,0,183,153,29,7,22,394,0,13,407,708,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,199,B,1,0,B,0,146,152,14,6,11,329,0,9,338,550,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,200,B,1,0,B,0,154,191,24,6,16,391,0,7,398,648,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,201,B,1,0,B,0,121,116,16,5,11,269,0,9,278,437,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,202,B,1,0,B,0,236,108,21,4,4,373,0,4,377,510,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,202,C,1,0,C01,0,220,117,16,2,1,356,1,8,365,509,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,202,C,2,0,C02,0,229,101,16,4,2,352,2,11,365,509,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,203,B,1,0,B,0,95,103,18,3,4,223,0,12,235,414,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,203,C,1,0,C01,0,109,117,16,4,3,249,0,4,253,413,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,204,B,1,0,B,0,97,110,22,4,3,236,0,5,241,441,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,204,C,1,0,C01,0,108,96,29,2,8,243,0,8,251,441,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,205,B,1,0,B,0,115,213,22,9,4,363,1,11,375,692,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,207,B,1,0,B,0,147,207,26,11,6,397,1,8,406,629,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,B,1,0,B,0,83,119,29,7,5,243,0,6,249,393,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,C,1,0,C01,0,102,116,21,5,2,246,0,2,248,393,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,B,1,0,B,0,255,133,20,10,4,422,0,12,434,623,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,C,1,0,C01,0,259,127,18,14,3,421,0,13,434,623,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,C,2,0,C02,0,249,118,14,8,2,391,0,8,399,622,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,B,1,0,B,0,225,155,27,10,6,423,0,8,431,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C,1,0,C01,0,208,182,24,7,3,424,0,5,429,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C,2,0,C02,0,204,162,22,10,1,399,0,5,404,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C,3,0,C03,0,226,177,31,6,7,447,1,9,457,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C,4,0,C04,0,248,170,21,8,8,455,2,9,466,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C,5,0,C05,0,223,160,29,4,4,420,0,13,433,703,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,211,B,1,0,B,0,176,185,26,7,5,399,0,10,409,601,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,211,C,1,0,C01,0,176,178,25,4,4,387,0,10,397,600,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,212,B,1,0,B,0,209,105,16,5,1,336,1,9,346,481,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,212,C,1,0,C01,0,197,127,16,5,0,345,0,5,350,481,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,213,B,1,0,B,0,150,180,22,2,7,361,0,11,372,616,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,213,C,1,0,C01,0,148,192,25,6,9,380,0,9,389,615,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,214,B,1,0,B,0,142,128,21,5,3,299,0,6,305,470,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,214,C,1,0,C01,0,137,124,18,7,5,291,0,9,300,469,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,215,B,1,0,B,0,208,225,23,4,14,474,1,1,476,737,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,216,B,1,0,B,0,111,148,22,4,2,287,0,6,293,496,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,B,1,0,B,0,199,172,20,5,6,402,0,9,411,674,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,C,1,0,C01,0,180,141,29,0,13,363,0,17,380,674,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,C,2,0,C02,0,191,178,23,10,6,408,0,12,420,674,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,C,3,0,C03,0,220,177,25,2,3,427,0,4,431,674,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,C,4,0,C04,0,211,181,17,7,12,428,0,5,433,674,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,217,C,5,0,C05,0,197,179,24,6,3,409,0,6,415,673,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,B,1,0,B,0,219,166,21,11,2,419,0,7,426,721,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,C,1,0,C01,0,261,161,19,8,6,455,0,6,461,721,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,C,2,0,C02,0,253,162,15,14,9,453,0,7,460,721,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,C,3,0,C03,0,265,139,26,10,7,447,1,5,453,720,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,219,B,1,0,B,0,183,157,25,11,10,386,0,16,402,573,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,219,C,1,0,C01,0,181,160,22,6,5,374,0,8,382,573,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,220,B,1,0,B,0,149,175,28,11,3,366,0,6,372,543,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,220,C,1,0,C01,0,152,154,15,11,8,340,0,14,354,543,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,221,B,1,0,B,0,112,134,18,2,5,271,0,8,279,418,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,221,C,1,0,C01,0,126,110,14,5,5,260,0,8,268,417,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,222,B,1,0,B,0,194,119,10,6,5,334,0,5,339,471,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,222,C,1,0,C01,0,179,131,15,5,4,334,1,6,341,470,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,223,B,1,0,B,0,163,178,15,10,4,370,0,9,379,555,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,223,C,1,0,C01,0,160,154,20,3,14,351,0,6,357,554,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,224,B,1,0,B,0,203,172,21,10,4,410,0,13,423,581,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,225,B,1,0,B,0,180,150,16,4,10,360,0,5,365,568,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,226,B,1,0,B,0,199,135,21,6,6,367,0,9,376,553,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,226,C,1,0,C01,0,188,159,20,5,4,376,0,7,383,553,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,227,B,1,0,B,0,152,188,21,8,5,374,0,12,386,662,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,227,C,1,0,C01,0,158,183,24,5,7,377,0,9,386,662,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,228,B,1,0,B,0,159,166,29,7,9,370,0,10,380,577,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,228,C,1,0,C01,0,160,174,28,5,3,370,2,7,379,577,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,228,C,2,0,C02,0,176,183,11,6,9,385,1,7,393,577,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,229,B,1,0,B,0,222,217,23,4,4,470,1,8,479,709,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,230,B,1,0,B,0,209,200,27,5,6,447,0,14,461,676,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,231,B,1,0,B,0,171,170,13,5,5,364,0,9,373,549,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,232,B,1,0,B,0,128,136,12,1,5,282,0,7,289,441,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,232,C,1,0,C01,0,133,140,21,2,6,302,0,2,304,440,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,233,B,1,0,B,0,174,192,34,5,2,407,0,9,416,595,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,234,B,1,0,B,0,135,121,11,3,5,275,0,7,282,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,234,C,1,0,C01,0,117,139,10,2,4,272,0,5,277,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,235,B,1,0,B,0,120,134,15,5,1,275,0,8,283,476,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,235,C,1,0,C01,0,116,138,14,5,5,278,1,6,285,476,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,236,B,1,0,B,0,87,138,18,9,6,258,0,9,267,407,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,237,B,1,0,B,0,158,144,17,7,5,331,1,8,340,491,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,237,C,1,0,C01,0,151,130,18,11,5,315,0,11,326,491,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,238,B,1,0,B,0,120,102,19,8,4,253,1,3,257,388,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,238,C,1,0,C01,0,109,111,15,3,2,240,0,4,244,388,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,239,B,1,0,B,0,154,167,26,5,6,358,0,6,364,535,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,239,C,1,0,C01,0,133,158,15,7,3,316,1,8,325,534,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,240,B,1,0,B,0,112,141,10,5,2,270,0,6,276,502,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,241,B,1,0,B,0,112,180,20,12,7,331,0,16,347,585,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,242,B,1,0,B,0,135,140,24,2,4,305,1,7,313,606,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,242,S,1,0,S01,0,9,16,5,2,2,34,0,1,35,0,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,243,B,1,0,B,0,194,171,20,4,5,394,2,7,403,616,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,244,B,1,0,B,0,199,209,28,8,5,449,0,17,466,684,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,245,B,1,0,B,0,199,133,22,8,2,364,0,7,371,569,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,246,B,1,0,B,0,86,120,5,1,5,217,0,11,228,420,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,246,C,1,0,C01,0,69,133,8,4,3,217,0,13,230,420,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,247,B,1,0,B,0,91,134,5,1,5,236,0,15,251,432,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,247,C,1,0,C01,0,68,102,12,5,10,197,0,8,205,432,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,248,B,1,0,B,0,207,199,20,7,8,441,0,6,447,685,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,248,S,1,0,S01,0,14,13,0,1,0,28,0,3,31,0,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,248,S,2,0,S02,0,20,24,3,0,0,47,0,6,53,0,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,249,B,1,0,B,0,109,120,23,2,4,258,0,5,263,402,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,249,C,1,0,C01,0,119,131,9,4,3,266,0,5,271,402,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,250,B,1,0,B,0,88,172,12,3,12,287,1,13,301,514,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,250,C,1,0,C01,0,66,170,19,6,3,264,1,12,277,514,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,251,B,1,0,B,0,87,160,9,3,3,262,0,14,276,495,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,254,B,1,0,B,0,76,71,13,11,2,173,2,10,185,341,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,255,B,1,0,B,0,118,219,12,6,3,358,0,19,377,699,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,255,E,1,0,E01,0,78,188,22,16,7,311,1,17,329,741,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,255,E,1,1,E01C01,0,66,174,24,9,3,276,0,10,286,741,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,B,1,0,B,0,164,152,42,7,2,367,0,16,383,647,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,C,1,0,C01,0,166,145,41,4,5,361,0,9,370,646,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,C,2,0,C02,0,147,124,41,5,7,324,0,13,337,646,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,C,3,0,C03,0,157,147,39,1,3,347,4,12,363,646,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,B,1,0,B,0,81,186,22,6,5,300,0,18,318,602,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,C,1,0,C01,0,95,186,23,9,8,321,0,8,329,601,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,258,B,1,0,B,0,74,110,7,2,2,195,0,15,210,415,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,259,B,1,0,B,0,38,49,9,2,2,100,0,2,102,173,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,260,B,1,0,B,0,29,55,3,4,1,92,0,10,102,205,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,B,1,0,B,0,175,199,9,10,5,398,1,20,419,719,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,262,B,1,0,B,0,56,58,0,8,1,123,0,11,134,220,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,263,B,1,0,B,0,4,50,2,3,0,59,0,9,68,191,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,B,1,0,B,0,40,36,3,2,1,82,0,8,90,198,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,B,1,0,B,0,26,40,0,0,1,67,0,2,69,109,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,E,1,0,E01,0,15,38,1,0,1,55,0,1,56,106,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,E,2,0,E02,0,51,82,2,9,0,144,0,5,149,255,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,B,1,0,B,0,69,60,7,7,2,145,0,9,154,243,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,E,1,0,E01,0,38,122,7,2,1,170,0,9,179,321,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,267,B,1,0,B,0,38,158,3,3,1,203,0,15,218,460,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,267,C,1,0,C01,0,41,157,6,5,2,211,0,21,232,460,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,267,E,1,0,E01,0,49,82,6,5,6,148,0,5,153,251,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,268,B,1,0,B,0,55,59,8,4,2,128,0,7,135,281,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,268,E,1,0,E01,0,25,35,1,0,2,63,0,1,64,105,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,269,B,1,0,B,0,107,161,35,11,10,324,1,15,340,700,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,269,C,1,0,C01,0,124,147,42,9,5,327,0,8,335,700,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,B,1,0,B,0,74,144,21,6,7,252,0,13,265,631,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,C,1,0,C01,0,96,132,24,8,6,266,0,14,280,630,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,C,2,0,C02,0,75,144,18,7,10,254,0,27,281,630,Grupo de recuento,,,
