CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAY,PAN_PRI_NAY,PAN_PRI,PAN_NAY,PRI_NAY,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,31,YUCATAN,12,UMAN,1,ABALA,1,B,1,0,B,0,171,107,3,14,9,18,183,11,0,0,1,0,2,1,0,0,520,0,12,532,596,ACTA DE CASILLA,,,
3,31,YUCATAN,12,UMAN,1,ABALA,1,C,1,0,C01,0,177,104,0,5,12,29,188,18,0,0,0,0,1,0,2,0,536,0,11,547,596,ACTA DE CASILLA,,,
3,31,YUCATAN,12,UMAN,1,ABALA,1,C,2,0,C02,0,176,100,1,10,18,11,193,11,0,1,1,0,5,0,2,0,529,0,13,542,595,ACTA DE CASILLA,,,
3,31,YUCATAN,12,UMAN,1,ABALA,2,B,1,0,B,0,46,33,2,0,2,7,68,0,0,0,0,0,0,0,0,1,159,0,3,162,174,ACTA DE CASILLA,,,
3,31,YUCATAN,12,UMAN,1,ABALA,3,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,,,
3,31,YUCATAN,12,UMAN,1,ABALA,4,B,1,0,B,0,110,96,7,7,16,10,248,1,0,0,0,0,4,0,0,0,499,0,14,513,550,ACTA DE CASILLA,,,
3,31,YUCATAN,12,UMAN,1,ABALA,4,E,1,0,E01,0,83,51,0,5,7,5,82,0,0,0,0,0,0,0,0,0,233,0,5,238,252,ACTA DE CASILLA,,,
3,31,YUCATAN,12,UMAN,1,ABALA,5,B,1,0,B,0,123,97,2,1,87,6,176,14,1,0,1,0,1,2,0,2,513,0,16,529,621,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,12,UMAN,1,ABALA,5,C,1,0,C01,0,138,86,1,1,105,5,165,12,0,0,0,0,0,0,0,3,516,0,5,521,621,ACTA DE CASILLA,,,
3,31,YUCATAN,12,UMAN,1,ABALA,5,C,2,0,C02,0,133,81,1,2,93,5,190,10,0,2,0,0,7,0,0,0,524,0,7,531,621,ACTA DE CASILLA,,,
3,31,YUCATAN,12,UMAN,1,ABALA,6,B,1,0,B,0,110,72,0,7,9,8,176,1,1,0,0,0,1,0,1,1,387,0,7,394,417,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,7,B,1,0,B,0,175,3,1,8,11,55,209,15,1,2,1,1,2,0,0,0,484,0,13,497,579,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,7,C,1,0,C01,0,156,0,2,12,12,48,176,14,8,0,0,0,6,0,0,0,434,0,12,446,579,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,7,C,2,0,C02,0,125,4,1,13,23,42,232,12,2,1,0,0,0,1,0,1,457,0,18,475,579,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,7,C,3,0,C03,0,118,6,2,10,22,52,215,20,1,1,1,0,3,0,2,0,453,0,10,463,579,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,8,B,1,0,B,0,187,4,6,18,19,49,278,29,2,3,1,0,1,0,0,1,598,0,18,616,734,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,8,C,1,0,C01,0,217,9,4,16,18,54,249,23,1,0,2,0,2,0,0,3,598,0,14,612,734,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,8,C,2,0,C02,0,182,4,2,14,38,70,259,15,0,0,0,0,5,0,0,0,589,0,16,605,734,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,9,B,1,0,B,0,180,5,2,10,19,62,277,20,0,1,1,0,4,0,2,0,583,0,0,583,728,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,9,C,1,0,C01,0,169,8,1,15,33,66,257,22,1,2,0,0,2,1,1,4,582,0,16,598,727,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,9,C,2,0,C02,0,183,3,0,16,21,75,261,20,0,0,0,0,2,1,3,1,586,0,16,602,727,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,9,C,3,0,C03,0,157,5,3,13,22,92,227,28,0,1,1,0,1,1,0,2,553,0,35,588,727,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,10,B,1,0,B,0,171,2,5,5,17,68,253,15,1,0,3,0,2,2,3,1,548,0,19,567,656,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,10,C,1,0,C01,0,171,11,0,15,18,57,248,15,0,2,0,0,5,0,0,0,542,0,13,555,656,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,10,C,2,0,C02,0,111,3,5,21,20,69,270,12,0,3,0,0,4,0,0,0,518,0,21,539,656,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,10,C,3,0,C03,0,143,10,3,12,20,47,243,28,0,3,1,1,1,2,1,3,518,0,25,543,656,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,11,B,1,0,B,0,203,0,1,11,13,96,278,29,0,11,0,0,0,0,7,0,649,0,12,661,725,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,12,B,1,0,B,0,136,10,3,20,16,32,326,25,1,1,3,0,4,1,1,2,581,0,20,601,680,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,12,C,1,0,C01,0,139,5,1,8,14,26,331,24,0,3,2,1,9,1,6,1,571,0,21,592,679,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,11,TECOH,2,ACANCEH,13,B,1,0,B,0,132,17,1,13,16,30,288,43,2,0,0,0,5,0,2,2,551,0,21,572,622,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,14,B,1,0,B,0,65,70,0,13,216,1,69,3,3,8,0,0,13,4,0,5,470,0,8,478,586,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,14,C,1,0,C01,0,68,97,3,4,177,2,76,1,3,9,0,0,13,0,0,5,458,0,7,465,586,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,14,C,2,0,C02,0,81,81,3,4,178,8,83,2,1,6,0,0,7,2,0,4,460,0,8,468,586,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,15,B,1,0,B,0,73,67,1,7,199,3,70,0,2,2,0,0,12,4,0,3,443,0,13,456,570,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,15,C,1,0,C01,0,64,74,1,5,211,4,71,1,0,9,0,0,6,4,0,6,456,0,10,466,570,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,15,C,2,0,C02,0,61,75,1,3,202,3,70,1,2,0,0,0,16,1,0,6,441,0,5,446,570,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,15,C,3,0,C03,0,62,84,1,4,185,8,51,1,0,4,0,0,8,3,0,3,414,0,13,427,570,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,16,B,1,0,B,0,60,67,1,9,166,3,60,0,4,3,0,0,10,4,1,2,390,0,4,394,502,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,16,C,1,0,C01,0,45,87,1,4,140,0,58,2,3,10,0,0,10,3,0,12,375,0,8,383,501,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,16,C,2,0,C02,0,68,81,1,7,159,1,94,1,0,0,0,0,0,0,0,0,412,0,9,421,501,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,17,B,1,0,B,0,81,79,2,4,207,5,70,0,1,8,0,0,9,4,0,5,475,0,14,489,639,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,17,C,1,0,C01,0,48,90,0,4,243,1,60,1,6,6,0,0,12,2,1,5,479,0,16,495,638,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,17,C,2,0,C02,0,73,96,1,20,182,3,89,5,0,0,0,0,0,0,0,0,469,0,8,477,638,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,18,B,1,0,B,0,66,113,0,2,194,4,69,2,0,9,0,0,5,0,0,7,471,0,15,486,624,ACTA DE CASILLA,,,
3,31,YUCATAN,20,TEKAX,3,AKIL,18,C,1,0,C01,0,60,99,0,3,185,6,71,0,5,5,0,0,5,2,0,5,446,0,0,446,623,ACTA DE CASILLA,,,
3,31,YUCATAN,15,MOTUL,4,BACA,20,B,1,0,B,0,86,30,0,60,7,78,162,1,0,1,0,0,9,2,0,0,436,0,18,454,509,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,4,BACA,20,C,1,0,C01,0,100,27,2,47,6,61,152,1,2,2,0,0,5,2,0,1,408,0,11,419,509,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,4,BACA,20,C,2,0,C02,0,105,27,2,55,8,88,152,2,0,2,1,1,8,0,0,4,455,0,11,466,509,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,4,BACA,21,B,1,0,B,0,122,23,2,64,6,72,170,0,3,0,0,0,7,1,6,0,476,0,0,476,562,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,4,BACA,21,C,1,0,C01,0,108,37,1,69,3,90,151,0,2,7,0,0,5,2,1,1,477,2,15,494,561,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,4,BACA,22,B,1,0,B,0,105,22,0,46,2,56,95,6,0,1,0,0,2,0,3,1,339,0,13,352,389,ACTA DE CASILLA,,,
3,31,YUCATAN,15,MOTUL,4,BACA,22,C,1,0,C01,0,80,19,0,46,4,62,100,4,2,5,0,0,5,0,2,0,329,0,2,331,389,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,4,BACA,23,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,,,
3,31,YUCATAN,15,MOTUL,4,BACA,24,B,1,0,B,0,106,40,1,112,14,50,246,0,0,1,1,0,8,5,13,2,599,0,13,612,695,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,5,BOKOBA,25,B,1,0,B,0,70,140,2,1,2,6,229,0,0,1,0,0,8,0,0,0,459,0,4,463,492,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,5,BOKOBA,25,C,1,0,C01,0,57,171,0,3,8,6,213,1,0,0,0,0,2,1,0,1,463,0,5,468,492,PUNTO DE RECUENTO,,,
3,31,YUCATAN,16,IZAMAL,5,BOKOBA,26,B,1,0,B,0,52,129,0,0,0,2,287,0,0,4,0,0,0,0,0,0,474,0,8,482,529,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,5,BOKOBA,26,C,1,0,C01,0,47,156,0,6,7,3,267,0,0,1,0,0,0,0,2,0,489,0,3,492,529,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,27,B,1,0,B,0,206,21,0,6,6,5,262,0,1,5,0,0,5,0,1,1,519,0,6,525,623,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,27,C,1,0,C01,0,203,20,0,8,7,5,255,0,1,5,0,0,2,0,0,1,507,0,6,513,622,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,27,C,2,0,C02,0,196,15,4,0,6,5,264,0,2,2,0,0,1,1,0,2,498,0,7,505,622,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,28,B,1,0,B,0,181,13,2,2,8,4,331,1,0,0,0,0,1,2,1,4,550,0,7,557,681,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,28,C,1,0,C01,0,189,12,0,3,12,0,311,0,0,2,0,0,7,3,0,0,539,0,3,542,681,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,28,C,2,0,C02,0,215,12,0,1,6,7,285,0,0,3,0,0,1,0,2,0,532,0,13,545,681,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,29,B,1,0,B,0,132,31,0,4,6,4,234,0,0,3,0,0,1,0,0,0,415,0,2,417,508,PUNTO DE RECUENTO,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,29,C,1,0,C01,0,162,18,1,1,6,4,231,0,0,2,0,0,5,0,0,0,430,0,3,433,508,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,29,C,2,0,C02,0,148,20,1,5,2,2,234,1,2,0,0,0,5,0,1,2,423,0,6,429,507,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,30,B,1,0,B,0,175,18,0,3,10,6,240,1,0,0,0,0,5,0,1,2,461,0,9,470,550,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,30,C,1,0,C01,0,190,24,3,4,4,5,222,1,0,1,0,0,0,3,0,0,457,0,2,459,549,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,31,B,1,0,B,0,169,10,0,1,2,3,186,0,0,0,0,0,3,0,1,3,378,0,7,385,425,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,6,BUCTZOTZ,32,B,1,0,B,0,166,2,0,5,3,5,192,0,3,0,1,0,0,3,0,0,380,0,2,382,474,PUNTO DE RECUENTO,,,
3,31,YUCATAN,15,MOTUL,7,CACALCHEN,33,B,1,0,B,0,60,92,1,7,9,5,221,1,0,0,0,0,1,0,0,0,397,0,10,407,482,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,7,CACALCHEN,33,C,1,0,C01,0,92,81,1,5,9,6,209,0,0,1,0,0,2,0,1,6,413,0,16,429,482,ACTA DE CASILLA,,,
3,31,YUCATAN,15,MOTUL,7,CACALCHEN,34,B,1,0,B,0,164,85,0,14,19,6,262,2,0,0,0,0,2,0,0,0,554,0,10,564,666,ACTA DE CASILLA,,,
3,31,YUCATAN,15,MOTUL,7,CACALCHEN,34,C,1,0,C01,0,140,101,1,8,7,5,264,0,0,2,0,0,4,0,1,0,533,0,16,549,666,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,7,CACALCHEN,34,C,2,0,C02,0,132,100,1,10,14,6,263,3,0,0,0,0,4,0,1,4,538,0,12,550,666,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,7,CACALCHEN,35,B,1,0,B,0,117,135,1,11,7,13,299,2,0,0,0,0,2,2,1,1,591,0,13,604,740,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,7,CACALCHEN,35,C,1,0,C01,0,120,141,1,10,4,6,280,1,1,2,0,0,2,1,0,0,569,0,14,583,740,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,7,CACALCHEN,36,B,1,0,B,0,101,105,0,10,10,5,203,3,0,0,0,0,0,0,0,0,437,0,14,451,529,ACTA DE CASILLA,,,
3,31,YUCATAN,15,MOTUL,7,CACALCHEN,36,C,1,0,C01,0,82,87,2,6,3,4,225,4,0,1,0,0,7,0,1,0,422,0,15,437,529,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,15,MOTUL,7,CACALCHEN,36,C,2,0,C02,0,82,83,2,14,7,3,227,2,1,0,0,0,7,1,0,0,429,0,8,437,528,ACTA DE CASILLA,,,
3,31,YUCATAN,18,TEMOZON,8,CALOTMUL,37,B,1,0,B,0,87,123,7,6,6,2,77,0,0,1,0,0,1,0,0,1,311,0,6,317,693,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,18,TEMOZON,8,CALOTMUL,37,C,1,0,C01,0,68,78,3,10,6,14,100,1,0,2,0,0,0,0,1,0,283,0,8,291,693,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,18,TEMOZON,8,CALOTMUL,38,B,1,0,B,0,78,207,0,7,11,2,158,1,1,0,0,0,6,0,1,0,472,0,7,479,537,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,18,TEMOZON,8,CALOTMUL,38,C,1,0,C01,0,121,166,2,10,4,2,158,1,0,1,0,0,5,0,0,1,471,0,14,485,536,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,18,TEMOZON,8,CALOTMUL,39,B,1,0,B,0,44,93,1,22,10,1,170,1,0,2,0,0,2,3,0,0,349,0,10,359,394,ACTA DE CASILLA,,,
3,31,YUCATAN,18,TEMOZON,8,CALOTMUL,40,B,1,0,B,0,33,124,1,9,10,4,148,0,0,0,0,0,1,0,0,1,331,0,8,339,380,ACTA LEVANTADA EN CONSEJO,,,
3,31,YUCATAN,18,TEMOZON,8,CALOTMUL,40,C,1,0,C01,0,27,133,0,5,4,3,153,0,0,1,0,0,1,1,0,1,329,0,10,339,380,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,9,CANSAHCAB,41,B,1,0,B,0,168,72,1,6,125,3,194,2,1,1,0,0,3,0,2,1,579,0,18,597,690,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,9,CANSAHCAB,42,B,1,0,B,0,110,63,1,4,82,5,150,2,0,0,0,0,2,3,1,1,424,0,10,434,517,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,9,CANSAHCAB,42,C,1,0,C01,0,94,54,1,9,70,4,158,2,0,3,0,0,2,1,0,2,400,0,12,412,517,PUNTO DE RECUENTO,,,
3,31,YUCATAN,16,IZAMAL,9,CANSAHCAB,43,B,1,0,B,0,79,46,0,4,65,8,131,6,1,0,1,0,3,0,2,2,348,0,7,355,433,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,9,CANSAHCAB,43,C,1,0,C01,0,77,36,2,3,90,2,148,6,0,0,0,0,2,1,1,3,371,0,7,378,432,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,9,CANSAHCAB,44,B,1,0,B,0,104,35,0,11,74,3,139,2,0,1,0,0,3,2,0,1,375,2,12,389,474,PUNTO DE RECUENTO,,,
3,31,YUCATAN,16,IZAMAL,9,CANSAHCAB,44,C,1,0,C01,0,111,28,2,11,70,1,165,0,0,0,0,0,2,0,0,2,392,0,5,397,474,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,9,CANSAHCAB,45,B,1,0,B,0,35,10,1,3,37,4,58,1,1,1,0,0,1,2,0,2,156,0,8,164,184,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,9,CANSAHCAB,46,B,1,0,B,0,39,18,0,1,33,2,29,3,0,0,0,0,1,0,0,1,127,0,3,130,145,ACTA DE CASILLA,,,
3,31,YUCATAN,18,TEMOZON,10,CANTAMAYEC,47,B,1,0,B,0,200,6,0,9,5,10,319,62,0,0,0,0,1,0,0,1,613,0,8,621,704,ACTA DE CASILLA,,,
3,31,YUCATAN,18,TEMOZON,10,CANTAMAYEC,47,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,ACTA DE CASILLA,,,
3,31,YUCATAN,18,TEMOZON,10,CANTAMAYEC,48,B,1,0,B,0,106,8,1,8,10,10,131,27,0,1,0,0,0,0,0,0,302,0,6,308,341,ACTA DE CASILLA,,,
3,31,YUCATAN,18,TEMOZON,10,CANTAMAYEC,49,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,ACTA DE CASILLA,,,
3,31,YUCATAN,13,HUNUCMA,11,CELESTUN,50,B,1,0,B,0,147,15,1,59,12,5,313,2,6,0,0,0,8,0,0,0,568,0,15,583,702,ACTA DE CASILLA,,,
3,31,YUCATAN,13,HUNUCMA,11,CELESTUN,50,C,1,0,C01,0,166,12,0,59,13,0,336,0,0,2,0,0,2,0,1,2,593,0,7,600,702,ACTA DE CASILLA,,,
3,31,YUCATAN,13,HUNUCMA,11,CELESTUN,51,B,1,0,B,0,151,9,3,46,11,5,359,1,0,1,0,0,2,1,0,2,591,0,15,606,705,ACTA DE CASILLA,,,
3,31,YUCATAN,13,HUNUCMA,11,CELESTUN,51,C,1,0,C01,0,145,7,2,39,9,5,337,1,0,2,0,0,4,1,1,6,559,0,15,574,705,ACTA DE CASILLA,,,
3,31,YUCATAN,13,HUNUCMA,11,CELESTUN,51,C,2,0,C02,0,165,5,1,63,18,8,314,2,0,0,0,0,0,0,0,0,576,0,22,598,705,ACTA DE CASILLA,,,
3,31,YUCATAN,13,HUNUCMA,11,CELESTUN,51,C,3,0,C03,0,156,7,0,60,12,11,334,1,0,1,0,0,1,1,3,4,591,0,12,603,705,ACTA DE CASILLA,,,
3,31,YUCATAN,13,HUNUCMA,11,CELESTUN,52,B,1,0,B,0,109,5,0,27,12,2,225,1,1,1,0,0,3,0,3,3,392,0,9,401,461,ACTA DE CASILLA,,,
3,31,YUCATAN,13,HUNUCMA,11,CELESTUN,52,C,1,0,C01,0,143,8,0,24,10,4,199,0,0,0,0,0,0,0,0,0,388,0,7,395,460,ACTA DE CASILLA,,,
3,31,YUCATAN,13,HUNUCMA,11,CELESTUN,53,B,1,0,B,0,143,4,0,43,14,5,310,0,0,0,0,0,1,1,1,6,528,0,10,538,623,ACTA DE CASILLA,,,
3,31,YUCATAN,13,HUNUCMA,11,CELESTUN,53,C,1,0,C01,0,118,8,2,67,20,5,291,0,0,1,0,0,3,1,1,3,520,0,9,529,623,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,12,CENOTILLO,54,B,1,0,B,0,162,4,0,2,5,4,151,1,0,0,0,0,7,0,1,0,337,0,6,343,442,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,12,CENOTILLO,55,B,1,0,B,0,166,12,0,5,4,2,156,0,0,1,0,0,3,0,2,0,351,0,0,351,448,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,12,CENOTILLO,55,C,1,0,C01,0,183,5,0,1,1,2,163,1,1,1,0,0,2,0,0,0,360,0,4,364,448,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,12,CENOTILLO,56,B,1,0,B,0,152,2,1,4,5,0,186,1,0,2,0,0,3,0,2,2,360,0,2,362,426,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,12,CENOTILLO,56,C,1,0,C01,0,167,4,0,3,4,2,167,0,2,2,1,0,5,0,0,1,358,0,3,361,426,PUNTO DE RECUENTO,,,
3,31,YUCATAN,16,IZAMAL,12,CENOTILLO,57,B,1,0,B,0,258,6,1,3,11,7,289,0,1,5,0,0,1,0,0,2,584,0,4,588,750,ACTA DE CASILLA,,,
3,31,YUCATAN,16,IZAMAL,12,CENOTILLO,58,B,1,0,B,0,114,2,0,3,3,2,132,1,0,1,0,0,3,0,2,2,265,0,0,265,323,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,59,B,1,0,B,0,110,136,0,10,11,8,164,1,1,4,0,1,6,0,0,1,453,0,10,463,585,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,59,C,1,0,C01,0,122,127,2,11,8,12,139,0,1,3,1,0,7,0,1,0,434,0,12,446,585,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,59,C,2,0,C02,0,112,137,2,5,8,13,152,0,0,2,0,0,5,0,1,2,439,0,17,456,585,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,60,B,1,0,B,0,174,80,0,12,4,16,115,1,2,5,0,0,4,0,1,0,414,0,2,416,507,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,60,C,1,0,C01,0,152,82,1,3,6,9,103,1,1,3,1,1,3,0,0,1,367,0,14,381,507,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,60,C,2,0,C02,0,159,83,1,6,8,6,106,0,1,0,0,0,4,1,2,0,377,0,6,383,507,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,61,B,1,0,B,0,121,136,1,11,6,7,137,1,1,3,1,1,6,0,3,2,437,0,15,452,581,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,61,C,1,0,C01,0,142,94,2,6,8,11,151,0,2,3,0,0,7,0,0,3,429,0,11,440,581,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,61,C,2,0,C02,0,134,112,2,8,15,16,150,1,1,6,0,0,4,1,1,0,451,0,10,461,581,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,61,C,3,0,C03,0,134,93,0,7,7,10,178,0,3,1,1,0,9,2,2,1,448,0,14,462,580,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,63,B,1,0,B,0,41,30,0,2,2,5,53,1,0,3,0,0,0,2,0,0,139,0,4,143,159,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,64,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,64,C,1,0,C01,0,235,73,0,7,9,8,140,1,5,3,0,0,6,2,3,2,494,0,9,503,603,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,64,C,2,0,C02,0,220,91,1,5,5,11,126,1,0,0,0,0,6,0,0,0,466,0,11,477,602,ACTA DE CASILLA,,,
3,31,YUCATAN,14,PROGRESO,13,CONKAL,64,C,3,0,C03,0,199,74,2,13,8,6,160,0,0,8,0,0,5,0,3,1,479,0,16,495,602,ACTA DE CASILLA,,,
3,31,YUCATAN,19,VALLADOLID,14,CUNCUNUL,65,B,1,0,B,0,171,26,2,10,13,2,305,1,5,3,0,0,1,2,0,0,541,0,12,553,607,ACTA DE CASILLA,,,
3,31,YUCATAN,19,VALLADOLID,14,CUNCUNUL,65,C,1,0,C01,0,187,37,1,7,8,7,291,1,2,2,0,0,3,3,0,1,550,0,5,555,606,ACTA DE CASILLA,,,
3,31,YUCATAN,19,VALLADOLID,14,CUNCUNUL,66,B,1,0,B,0,52,28,2,1,2,3,139,0,0,1,0,0,4,1,0,0,233,0,6,239,246,ACTA DE CASILLA,,,
3,31,YUCATAN,11,TECOH,15,CUZAMA,67,B,1,0,B,0,173,19,3,17,129,10,161,62,0,0,1,1,7,5,2,0,590,0,9,599,702,ACTA DE CASILLA,,,
