CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,PNAM,MORENA,PES,MAS,PROGRESA,RSPM,PAN_PRI_PRD_RSPM,PAN_PRI_PRD,PAN_PRI_RSPM,PAN_PRD_RSPM,PRI_PRD_RSPM,PAN_PRI,PAN_PRD,PAN_RSPM,PRI_PRD,PRI_RSPM,PRD_RSPM,MC_PROGRESA,MORENA_PNAM_PES_MAS,MORENA_PNAM_PES,MORENA_PNAM_MAS,MORENA_PES_MAS,PNAM_PES_MAS,MORENA_PNAM,MORENA_PES,MORENA_MAS,PNAM_PES,PNAM_MAS,PES_MAS,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,188,C,4,0,C04,0,96,23,4,20,11,44,10,139,5,3,7,5,6,4,0,0,0,1,0,0,1,0,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,386,0,9,395,672,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,188,C,5,0,C05,0,80,21,5,22,12,36,12,128,3,1,5,6,3,6,0,0,0,0,2,0,0,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,349,0,16,365,672,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,189,B,1,0,B,0,74,22,8,7,6,37,6,109,0,4,6,4,2,3,1,0,0,4,0,0,0,0,0,1,4,1,0,2,0,1,0,0,1,0,0,0,0,0,303,0,14,317,574,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,189,C,1,0,C01,0,88,19,5,14,9,40,4,137,2,3,5,1,2,2,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,339,0,20,359,573,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,189,C,2,0,C02,0,72,17,4,19,7,47,8,140,2,3,4,1,6,6,0,0,0,4,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,347,1,23,371,573,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,B,1,0,B,0,89,17,10,18,13,40,5,141,1,1,4,5,5,4,0,0,0,2,0,0,0,0,0,0,5,3,2,0,0,1,0,0,0,0,0,0,0,0,366,0,18,384,649,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,C,1,0,C01,0,93,24,7,12,8,49,5,159,2,0,5,6,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,382,0,22,404,649,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,C,2,0,C02,0,75,19,2,17,7,42,6,143,2,3,6,3,4,4,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,343,0,23,366,649,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,C,3,0,C03,0,98,9,8,9,14,44,6,157,1,1,6,2,3,3,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,368,0,20,388,649,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,C,4,0,C04,0,96,19,8,9,18,30,9,149,0,3,1,2,4,5,1,0,0,2,0,0,0,0,0,0,6,0,2,0,0,1,2,0,0,0,0,0,0,0,367,0,25,392,648,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,204,B,1,0,B,0,97,24,6,12,13,54,11,167,4,2,7,4,4,3,0,0,0,1,3,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,420,0,15,435,704,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,204,C,1,0,C01,0,107,20,7,9,14,59,11,173,0,5,9,4,9,8,0,0,0,3,1,1,0,0,0,3,7,0,0,0,0,1,1,0,0,0,1,0,0,0,453,0,14,467,704,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,204,C,2,0,C02,0,131,37,8,10,16,48,4,157,4,1,5,1,2,7,1,0,0,3,3,0,0,0,1,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,447,0,24,471,704,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,205,B,1,0,B,0,122,17,10,15,9,52,6,155,5,1,9,10,3,11,1,0,0,1,2,0,0,0,0,5,6,0,1,0,0,2,0,0,0,0,0,0,0,0,443,0,16,459,718,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,205,C,1,0,C01,0,120,39,13,14,5,62,5,152,2,5,18,3,7,10,2,0,0,2,0,0,0,0,0,1,4,0,0,0,0,2,1,1,0,0,0,0,0,0,468,1,29,498,718,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,205,C,2,0,C02,0,134,23,9,15,7,46,7,145,3,1,9,8,5,6,0,0,0,2,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,21,448,717,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,205,C,3,0,C03,0,109,25,12,14,12,56,9,168,2,3,8,3,4,8,0,0,0,2,0,1,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,448,0,22,470,717,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,206,B,1,0,B,0,90,22,6,21,9,49,6,129,1,5,4,3,2,2,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,16,370,592,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,206,C,1,0,C01,0,74,26,9,19,2,41,8,138,0,7,4,3,5,5,0,0,1,1,0,0,0,0,0,1,2,0,2,4,0,1,0,0,0,0,0,0,0,0,353,0,18,371,592,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,206,C,2,0,C02,0,87,20,6,13,13,31,5,154,2,4,6,3,1,6,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,361,0,14,375,592,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,207,B,1,0,B,0,123,31,6,14,9,27,5,140,1,1,4,2,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,373,1,26,400,691,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,207,C,1,0,C01,0,129,33,11,15,2,54,9,127,1,5,3,5,7,6,0,0,0,1,0,0,0,0,0,3,4,1,0,0,1,2,0,1,0,1,0,0,0,0,421,0,19,440,691,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,207,C,2,0,C02,0,129,24,9,10,8,43,8,122,1,1,7,5,1,10,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,385,0,21,406,691,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,207,C,3,0,C03,0,148,28,4,16,9,43,7,125,3,8,11,6,0,10,1,0,0,3,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,428,0,20,448,691,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,208,B,1,0,B,0,153,17,9,15,4,38,9,170,10,5,7,10,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,458,0,21,479,716,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,208,C,1,0,C01,0,133,12,5,16,6,43,17,146,1,3,6,6,5,3,0,0,0,3,0,0,0,0,0,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,413,0,19,432,715,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,208,C,2,0,C02,0,108,19,11,18,2,53,12,168,3,2,9,9,4,10,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,434,0,14,448,715,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,208,C,3,0,C03,0,125,22,8,19,13,43,7,136,1,4,4,3,4,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,15,411,715,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,210,B,1,0,B,0,230,32,10,11,6,34,3,101,2,4,5,6,9,15,0,0,0,4,0,0,0,1,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,479,2,12,493,697,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,210,C,1,0,C01,0,234,34,6,4,6,34,3,99,1,5,5,4,5,9,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,454,2,13,469,697,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,211,B,1,0,B,0,167,17,12,7,7,33,6,87,2,1,2,0,8,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,353,3,7,363,551,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,211,C,1,0,C01,0,185,20,13,6,8,22,4,94,1,0,3,3,3,8,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,375,1,16,392,551,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,212,B,1,0,B,0,60,35,8,12,10,37,5,95,2,2,1,4,3,6,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,14,299,502,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,212,C,1,0,C01,0,83,25,6,10,16,32,1,99,0,2,4,6,1,5,0,2,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,297,0,16,313,501,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,212,C,2,0,C02,0,64,17,8,15,12,39,2,84,2,0,6,7,3,4,0,0,0,2,1,1,0,1,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,275,2,13,290,501,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,213,B,1,0,B,0,75,34,9,17,14,33,7,141,3,2,1,4,3,2,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,353,0,12,365,622,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,213,C,1,0,C01,0,72,24,9,12,18,33,10,132,2,4,7,1,3,6,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,338,0,17,355,622,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,213,C,2,0,C02,0,83,19,16,19,13,40,4,117,1,0,6,0,3,3,1,0,0,3,1,0,0,0,0,1,3,1,0,0,0,2,0,1,0,0,0,0,0,0,337,0,17,354,621,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,214,B,1,0,B,0,115,37,8,8,5,49,11,138,2,2,5,7,3,5,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,402,0,12,414,642,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,214,C,1,0,C01,0,98,32,13,13,9,36,8,150,4,2,4,6,3,11,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,397,0,14,411,641,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,214,C,2,0,C02,0,113,27,10,14,7,34,4,133,2,2,4,4,2,3,0,0,0,2,0,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,370,0,13,383,641,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,234,B,1,0,B,0,170,34,9,4,5,37,3,85,2,2,2,4,4,15,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,383,1,8,392,542,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,234,C,1,0,C01,0,177,29,6,7,6,27,3,74,0,0,5,7,1,5,0,0,0,3,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,358,2,12,372,541,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,235,B,1,0,B,0,76,20,5,11,7,37,2,80,1,0,6,7,3,7,0,0,0,1,0,1,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,271,1,15,287,690,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,236,B,1,0,B,0,187,37,11,10,10,29,4,87,1,3,6,2,2,8,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,406,2,21,429,576,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,237,B,1,0,B,0,144,26,2,6,4,41,6,81,0,3,4,1,0,4,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,329,0,11,340,489,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,237,C,1,0,C01,0,163,25,6,6,4,33,1,85,3,3,3,3,3,7,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,351,0,8,359,488,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,238,B,1,0,B,0,152,28,6,5,0,24,0,63,0,0,2,0,0,10,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,295,1,7,303,415,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,238,C,1,0,C01,0,165,26,11,4,1,18,2,63,0,0,4,0,0,7,1,0,0,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,4,313,414,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,240,B,1,0,B,0,228,31,8,13,6,53,4,112,0,1,6,7,3,11,0,0,0,2,0,0,0,0,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,495,0,6,501,719,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,240,C,1,0,C01,0,238,32,9,13,5,42,4,111,1,3,2,4,3,9,0,0,0,5,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,18,505,719,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,240,C,2,0,C02,0,213,33,10,5,4,38,7,120,0,1,6,5,3,7,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,460,0,19,479,718,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,241,B,1,0,B,0,86,9,27,13,12,39,5,84,0,4,5,9,3,3,0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,306,1,20,327,551,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,241,C,1,0,C01,0,68,22,26,4,12,42,7,113,0,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,1,1,0,0,0,0,0,0,313,2,13,328,550,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,241,C,2,0,C02,0,71,14,23,6,12,33,5,109,4,8,4,3,7,5,0,0,0,1,3,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,314,1,14,329,550,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,242,B,1,0,B,0,191,31,3,18,4,40,1,104,1,4,9,14,4,7,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,1,1,0,0,0,1,0,0,0,441,0,11,452,705,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,242,C,1,0,C01,0,172,26,7,12,11,30,2,97,2,4,3,11,2,14,0,0,0,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,402,2,18,422,705,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,243,B,1,0,B,0,103,34,4,10,6,30,2,93,1,4,4,3,1,8,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,309,0,15,324,502,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,243,C,1,0,C01,0,149,22,3,4,9,26,6,92,1,1,6,4,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,333,0,12,345,501,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,244,B,1,0,B,0,186,18,13,11,6,27,4,94,3,4,2,5,2,8,0,0,0,3,1,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,395,1,9,405,566,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,244,C,1,0,C01,0,175,24,9,14,7,35,5,98,1,2,4,3,3,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,392,1,14,407,566,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,245,B,1,0,B,0,113,19,5,4,5,21,0,62,2,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,7,258,452,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,245,C,1,0,C01,0,133,25,2,3,5,31,5,77,2,3,4,2,6,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,314,0,15,329,451,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,246,B,1,0,B,0,148,32,8,10,12,49,6,107,1,5,5,6,3,7,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,410,0,12,422,607,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,246,C,1,0,C01,0,134,28,10,11,6,29,5,137,0,3,8,2,7,13,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,404,1,17,422,606,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,247,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,247,C,1,0,C01,0,141,32,7,15,13,58,4,97,1,0,5,4,2,10,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,395,0,2,397,586,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,268,B,1,0,B,0,121,28,6,12,9,42,5,133,0,0,5,4,2,1,0,0,0,0,0,1,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,378,0,17,395,553,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,268,C,1,0,C01,0,94,36,7,12,6,44,7,132,3,4,8,6,1,7,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,373,0,11,384,553,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,269,B,1,0,B,0,153,34,8,13,7,56,3,104,0,2,3,3,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,9,414,576,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,269,C,1,0,C01,0,139,36,9,13,8,46,6,101,1,2,5,3,7,8,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,8,397,576,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,270,B,1,0,B,0,142,34,5,9,5,23,14,102,3,2,6,7,12,7,0,0,0,1,0,0,0,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,379,0,15,394,581,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,271,B,1,0,B,0,137,26,7,15,8,32,5,73,3,3,3,1,2,14,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,10,347,485,ACTA CASILLA,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,271,C,1,0,C01,0,127,17,8,5,6,33,8,92,5,1,5,1,2,4,0,0,0,2,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,12,335,484,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,272,B,1,0,B,0,88,18,12,38,12,41,6,164,0,4,8,17,1,1,0,0,0,1,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1,30,450,745,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,272,C,1,0,C01,0,109,12,16,16,10,43,3,160,2,7,9,14,3,4,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,1,2,1,0,0,0,0,0,0,419,0,16,435,745,GRUPO DE RECUENTO,,,
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,272,C,2,0,C02,0,101,19,12,25,10,41,11,163,2,2,4,14,3,9,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,423,0,10,433,745,GRUPO DE RECUENTO,,,
