CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,PNAM,MORENA,PES,MAS,PROGRESA,RSPM,PAN_PRI_PRD_RSPM,PAN_PRI_PRD,PAN_PRI_RSPM,PAN_PRD_RSPM,PRI_PRD_RSPM,PAN_PRI,PAN_PRD,PAN_RSPM,PRI_PRD,PRI_RSPM,PRD_RSPM,MC_PROGRESA,MORENA_PNAM_PES_MAS,MORENA_PNAM_PES,MORENA_PNAM_MAS,MORENA_PES_MAS,PNAM_PES_MAS,MORENA_PNAM,MORENA_PES,MORENA_MAS,PNAM_PES,PNAM_MAS,PES_MAS,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,195,B,1,0,B,0,147,21,16,15,7,25,6,163,0,2,4,2,9,7,0,0,0,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,433,714,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,195,C,1,0,C01,0,119,31,15,16,9,32,4,173,0,2,5,4,5,5,0,1,0,2,1,1,0,0,0,1,7,0,2,1,0,0,1,0,0,0,0,0,0,0,437,0,23,460,713,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,195,C,2,0,C02,0,115,26,7,7,9,31,3,175,2,1,1,1,5,7,0,0,0,3,2,0,0,0,0,1,5,1,0,0,1,0,2,0,0,0,0,0,0,0,405,0,24,429,713,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,195,C,3,0,C03,0,125,22,15,13,4,43,8,145,2,2,6,9,0,12,0,0,0,3,1,0,1,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,418,1,16,435,713,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,B,1,0,B,0,78,17,9,16,15,29,7,144,2,4,0,5,2,7,1,0,0,0,0,0,0,0,0,2,5,1,0,0,0,2,1,0,1,0,0,0,0,0,348,0,19,367,652,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,C,1,0,C01,0,84,14,8,23,8,36,2,134,3,2,1,2,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,326,0,1,327,652,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,C,2,0,C02,0,96,22,8,19,11,38,8,138,1,5,3,1,2,5,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,363,0,1,364,652,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,C,3,0,C03,0,91,19,7,17,11,30,6,145,4,1,1,2,2,7,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,350,0,15,365,652,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,C,4,0,C04,0,108,22,6,15,6,35,4,128,4,4,5,3,4,2,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,353,0,21,374,651,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,B,1,0,B,0,90,13,17,22,7,45,12,171,1,10,3,3,3,5,1,1,0,0,0,0,0,1,0,1,5,0,0,0,0,3,0,0,0,0,1,0,0,0,415,0,28,443,749,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,1,0,C01,0,144,24,24,16,9,43,12,158,3,9,3,1,3,7,0,0,1,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,31,496,749,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,2,0,C02,0,102,24,6,13,10,38,8,149,2,2,4,6,7,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,3,1,0,0,1,0,0,0,0,387,0,15,402,749,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,3,0,C03,0,115,21,15,17,10,47,10,183,2,3,8,8,3,4,1,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,458,0,21,479,748,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,4,0,C04,0,93,21,15,11,13,39,9,175,3,12,5,3,5,5,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,416,1,23,440,748,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,5,0,C05,0,132,24,7,18,18,45,5,151,2,5,5,3,1,7,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,430,0,20,450,748,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,6,0,C06,0,93,20,12,20,7,54,9,170,0,2,3,6,17,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,16,440,748,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,198,B,1,0,B,0,104,15,15,15,14,39,6,159,0,6,4,3,5,5,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,398,0,20,418,694,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,198,C,1,0,C01,0,110,17,8,16,12,35,5,196,1,4,2,3,2,9,2,0,0,3,2,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,435,0,12,447,694,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,198,C,2,0,C02,0,107,15,10,21,10,32,5,195,1,2,12,2,1,7,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,431,0,12,443,693,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,198,C,3,0,C03,0,102,22,14,15,4,42,5,182,3,1,4,1,7,5,2,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,416,0,24,440,693,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,B,1,0,B,0,66,20,8,24,12,42,14,153,3,6,4,6,2,5,0,0,0,1,1,0,0,0,0,1,4,1,2,0,0,0,1,1,0,0,0,0,0,0,377,0,22,399,662,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,C,1,0,C01,0,88,16,7,25,11,45,8,150,3,3,2,4,2,5,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,377,1,14,392,662,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,C,2,0,C02,0,84,26,16,19,6,40,6,148,2,6,0,9,1,6,0,0,0,3,1,0,1,0,0,1,2,1,0,1,0,3,0,0,0,0,0,0,0,0,382,0,21,403,662,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,C,3,0,C03,0,89,22,10,30,5,33,8,153,2,3,4,1,6,0,0,0,4,0,4,0,0,0,0,1,5,4,0,0,0,1,3,1,0,2,0,0,0,0,391,0,15,406,661,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,C,4,0,C04,0,69,13,19,22,9,37,6,158,1,5,4,4,4,8,0,3,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,370,0,21,391,661,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,200,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,200,C,1,0,C01,0,67,18,2,21,8,39,8,144,1,3,5,1,1,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,328,0,20,348,585,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,200,C,2,0,C02,0,87,23,2,18,12,46,17,131,2,3,1,3,6,2,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,361,0,14,375,585,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,200,C,3,0,C03,0,87,8,9,15,10,36,12,110,3,3,4,3,1,6,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,0,1,0,0,0,0,0,316,0,19,335,585,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,B,1,0,B,0,73,20,7,23,12,44,5,97,1,1,5,0,5,2,1,0,1,1,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,304,0,10,314,545,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,C,1,0,C01,0,80,15,10,25,6,34,8,115,2,1,4,3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,312,0,16,328,545,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,C,2,0,C02,0,84,23,9,35,11,34,5,114,4,1,6,2,3,5,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,342,0,2,344,544,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,S,1,0,S01,0,14,2,0,3,0,2,0,17,0,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,3,51,0,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,S,2,0,S02,0,6,0,0,2,2,7,0,16,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,37,0,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,202,B,1,0,B,0,85,14,9,19,6,39,5,128,1,5,4,2,6,3,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,20,351,569,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,202,C,1,0,C01,0,79,18,4,10,10,28,8,120,2,5,10,2,7,3,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,315,0,21,336,569,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,202,C,2,0,C02,0,84,13,1,13,6,41,6,146,3,2,3,5,2,7,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,341,0,8,349,569,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,202,C,3,0,C03,0,81,22,10,23,6,32,6,115,2,5,7,5,4,8,0,0,0,3,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,338,0,16,354,568,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,203,B,1,0,B,0,66,18,2,16,3,48,12,174,2,6,4,3,2,6,1,0,0,0,0,2,0,0,0,3,3,0,1,0,0,2,1,1,0,0,0,0,0,0,376,0,16,392,627,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,203,C,1,0,C01,0,63,16,7,12,10,43,1,150,1,3,4,1,5,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,4,1,0,0,1,0,0,0,0,332,0,15,347,627,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,203,C,2,0,C02,0,75,18,5,14,14,42,10,168,0,5,2,5,3,3,0,0,0,1,1,0,0,0,0,2,4,1,1,0,0,0,1,0,1,0,0,0,0,0,376,0,18,394,626,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,215,B,1,0,B,0,113,25,3,12,7,47,8,177,2,1,5,5,3,4,0,1,0,2,1,0,0,0,0,2,11,0,1,1,0,1,2,0,0,0,0,0,0,0,434,0,15,449,739,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,215,C,1,0,C01,0,126,32,2,21,8,33,8,173,3,2,3,4,2,3,0,0,0,0,3,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,433,1,15,449,738,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,215,S,1,0,S01,0,14,5,0,1,1,9,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,47,0,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,215,S,2,0,S02,0,7,2,0,2,0,2,2,9,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,29,0,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,216,B,1,0,B,0,145,21,4,10,6,29,4,100,2,4,6,5,4,7,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,352,1,22,375,571,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,216,C,1,0,C01,0,165,15,10,13,3,36,7,96,1,0,7,8,2,11,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,382,3,10,395,571,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,216,C,2,0,C02,0,139,19,14,18,6,27,7,86,2,3,3,6,8,4,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,348,0,12,360,571,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,217,B,1,0,B,0,131,22,7,12,5,21,1,69,1,1,1,8,0,10,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,294,0,9,303,433,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,217,C,1,0,C01,0,148,23,7,9,0,26,1,53,2,2,4,6,5,6,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,296,433,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,218,B,1,0,B,0,109,13,7,15,8,31,2,62,2,1,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,262,0,10,272,427,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,218,C,1,0,C01,0,103,17,9,13,6,20,2,73,2,2,3,1,2,7,2,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,270,1,11,282,426,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,219,B,1,0,B,0,144,22,7,12,11,49,4,133,3,4,4,2,7,5,1,1,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,415,0,22,437,658,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,219,C,1,0,C01,0,131,11,6,13,11,37,11,119,1,10,7,3,5,7,0,0,0,3,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,382,0,20,402,657,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,219,C,2,0,C02,0,143,28,7,14,9,43,8,110,5,5,4,4,6,6,1,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,402,1,15,418,657,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,B,1,0,B,0,195,22,7,8,10,25,0,87,0,2,1,0,0,15,0,0,0,5,1,1,1,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,387,0,7,394,570,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,C,1,0,C01,0,191,33,5,8,7,31,4,83,1,0,2,3,3,2,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,380,0,10,390,570,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,C,2,0,C02,0,184,26,9,9,4,48,2,76,2,1,1,2,2,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,375,1,3,379,570,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,0,E01,0,107,18,5,14,13,32,13,134,2,3,6,3,10,8,0,0,0,2,2,0,0,1,0,0,9,0,0,0,0,1,1,2,0,0,0,0,0,0,386,2,22,410,741,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,1,E01C01,0,99,28,5,18,10,43,5,139,3,6,2,2,6,3,2,0,0,7,0,0,0,0,0,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,386,2,27,415,741,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,2,E01C02,0,83,18,9,19,16,46,3,154,5,7,3,4,3,9,0,0,0,0,0,1,0,0,0,0,11,2,0,0,0,1,2,0,0,0,1,0,0,0,397,0,17,414,741,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,3,E01C03,0,75,30,7,14,10,45,8,139,5,1,6,5,2,6,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,361,0,19,380,740,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,4,E01C04,0,88,10,10,23,20,43,7,132,2,5,4,4,4,5,1,0,0,1,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,369,0,23,392,740,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,5,E01C05,0,103,16,13,18,16,43,3,151,5,6,7,5,6,7,1,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,411,0,19,430,740,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,6,E01C06,0,88,19,6,19,4,47,8,160,2,6,6,7,0,6,0,5,0,2,0,2,1,0,0,3,7,0,0,0,0,2,0,0,0,0,0,0,0,0,400,2,20,422,740,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,221,B,1,0,B,0,72,18,4,15,10,24,7,126,3,3,5,3,4,1,0,0,0,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,25,330,569,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,221,C,1,0,C01,0,73,18,4,14,10,24,7,128,3,3,6,2,4,1,0,0,0,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,22,329,568,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,221,C,2,0,C02,0,57,18,5,18,2,25,4,138,4,4,6,6,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,0,0,0,0,299,0,14,313,568,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,B,1,0,B,0,89,20,9,17,17,35,7,156,3,1,3,4,0,2,6,0,0,2,1,0,0,0,0,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,380,0,24,404,673,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,C,1,0,C01,0,75,17,6,18,13,30,11,194,2,7,1,2,7,3,0,0,0,0,0,0,1,0,0,0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,398,0,20,418,673,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,C,2,0,C02,0,82,18,3,15,12,39,5,167,2,0,2,3,2,7,1,0,0,3,0,0,0,0,0,1,8,0,1,0,0,3,0,0,0,0,0,0,0,0,374,0,30,404,673,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,0,E01,0,60,17,6,22,15,40,7,180,1,2,2,5,3,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,369,0,20,389,736,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,1,E01C01,0,60,17,9,21,14,43,11,150,1,6,2,5,1,4,1,0,0,2,0,0,0,0,0,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,358,0,26,384,736,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,2,E01C02,0,64,9,5,27,6,45,8,169,1,5,7,3,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,358,0,18,376,736,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,3,E01C03,0,65,33,7,33,15,34,6,160,4,3,5,2,0,6,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,383,0,30,413,736,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,4,E01C04,0,64,17,10,23,16,42,11,178,5,5,6,7,0,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,393,29,0,422,735,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,5,E01C05,0,48,17,9,25,16,38,3,138,2,5,3,5,6,4,1,1,0,2,0,0,0,0,0,1,5,0,0,0,0,2,1,0,0,0,0,0,0,0,332,0,19,351,735,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,6,E01C06,0,83,19,6,16,11,33,8,149,5,3,2,3,5,1,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,353,0,23,376,735,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,7,E01C07,0,64,9,8,28,19,38,5,164,2,7,4,4,3,2,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,367,0,25,392,735,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,8,E01C08,0,58,15,5,30,11,36,11,158,1,1,4,7,3,6,0,0,0,1,1,0,1,0,1,0,3,2,0,0,0,2,3,0,0,1,0,0,0,0,361,1,29,391,735,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,223,B,1,0,B,0,58,22,9,21,11,29,6,120,2,9,3,4,1,5,1,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,307,0,21,328,552,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,223,C,1,0,C01,0,58,15,7,11,17,41,3,138,1,6,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,306,0,18,324,551,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,224,B,1,0,B,0,88,23,8,11,11,16,5,76,1,2,4,2,5,7,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,11,274,731,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,224,C,1,0,C01,0,64,19,8,24,13,43,6,167,2,4,3,6,2,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,370,0,17,387,731,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,225,B,1,0,B,0,60,12,6,12,9,31,1,133,1,4,3,15,0,4,4,0,0,4,1,0,0,0,0,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,309,0,25,334,555,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,225,C,1,0,C01,0,76,20,5,24,12,34,3,126,5,3,4,12,3,3,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,336,0,26,362,555,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,226,B,1,0,B,0,64,15,6,26,8,34,4,146,2,1,6,3,3,2,0,0,0,1,0,0,0,0,0,1,4,2,0,2,0,2,0,1,0,0,0,0,0,0,333,0,23,356,575,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,226,C,1,0,C01,0,64,9,8,22,18,41,4,149,3,5,3,6,4,6,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,348,0,13,361,575,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,227,B,1,0,B,0,89,23,5,11,8,33,9,143,3,5,5,8,4,4,0,0,0,3,0,0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,362,0,25,387,684,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,227,C,1,0,C01,0,82,20,10,15,12,40,4,151,3,6,4,12,2,7,2,0,0,1,1,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,379,0,14,393,683,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,227,C,2,0,C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,ACTA CASILLA,,,
