CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,PNAM,MORENA,PES,MAS,PROGRESA,RSPM,PAN_PRI_PRD_RSPM,PAN_PRI_PRD,PAN_PRI_RSPM,PAN_PRD_RSPM,PRI_PRD_RSPM,PAN_PRI,PAN_PRD,PAN_RSPM,PRI_PRD,PRI_RSPM,PRD_RSPM,MC_PROGRESA,MORENA_PNAM_PES_MAS,MORENA_PNAM_PES,MORENA_PNAM_MAS,MORENA_PES_MAS,PNAM_PES_MAS,MORENA_PNAM,MORENA_PES,MORENA_MAS,PNAM_PES,PNAM_MAS,PES_MAS,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,89,2,2,1,4,0,89,111,8,23,80,220,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,787,0,30,817,1205
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,90,1,1,3,1,0,6,67,7,15,14,94,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,282,0,12,294,411
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,91,1,1,1,3,0,3,38,1,10,13,34,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,156,0,2,158,215
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,92,2,2,1,2,2,24,119,2,31,24,175,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,583,0,25,608,866
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,93,2,2,1,1,1,22,107,13,54,31,202,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,285,0,0,720,0,16,736,1038
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,94,2,2,1,3,0,16,80,7,14,45,247,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,627,0,29,656,882
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,95,1,1,2,0,1,11,30,0,3,11,144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,340,0,9,349,501
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,96,1,1,0,0,0,17,8,3,5,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,179,0,6,185,243
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,97,7,7,527,154,144,150,310,325,105,672,26,38,50,45,15,30,4,1,0,28,11,1,1,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657,15,141,2813,4619
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,98,2,2,151,53,45,33,60,74,23,189,9,9,18,21,9,22,1,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,16,740,1133
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,99,3,3,153,56,56,108,141,132,35,384,18,31,26,20,146,9,0,2,0,6,1,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,0,58,1452,2214
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,100,4,4,246,101,112,105,156,176,56,427,23,27,34,34,13,57,1,0,4,1,3,3,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,16,73,1680,2954
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,101,2,2,169,33,41,38,56,89,39,227,20,12,20,15,6,12,1,1,0,3,2,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0,33,827,1199
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,102,8,8,495,129,88,186,180,251,85,712,28,61,36,63,31,31,1,5,0,3,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394,0,102,2496,4430
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,103,2,2,205,51,38,37,64,87,45,206,3,20,16,16,6,11,0,1,1,19,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,38,870,1426
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,104,2,2,105,32,11,32,60,54,17,124,6,9,15,7,1,8,0,1,0,1,0,1,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,25,524,831
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,105,1,1,52,29,12,26,43,38,14,76,2,7,20,9,2,10,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,28,372,597
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,106,2,2,178,56,40,37,90,70,39,146,1,16,11,25,11,13,1,0,0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,1,26,768,1218
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,107,2,2,188,53,29,39,96,56,28,120,16,9,12,25,3,13,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,24,717,1106
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,108,3,3,144,44,38,79,158,83,43,283,10,23,21,34,11,8,1,0,0,4,2,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,61,1056,1790
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,109,6,6,260,97,60,171,309,186,76,461,16,38,41,44,18,20,3,3,0,8,1,3,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829,0,107,1936,3867
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,110,3,3,144,62,39,72,174,93,44,273,17,23,29,28,10,13,0,0,0,5,3,2,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,62,1102,1877
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,111,3,3,223,73,54,69,148,142,51,247,18,22,30,42,12,26,2,0,0,4,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,54,1224,2229
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,112,3,3,165,62,46,60,136,112,56,170,24,16,22,19,17,9,2,0,0,7,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,65,996,1652
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,114,5,5,338,130,85,103,176,165,120,341,20,26,28,43,45,43,4,0,0,6,4,2,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,1,81,1772,3162
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,115,2,2,127,57,27,36,117,78,25,179,9,9,19,6,2,13,3,3,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,40,756,1353
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,116,2,2,121,62,32,44,125,84,52,139,16,24,22,21,7,15,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,0,43,812,1338
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,117,2,2,103,47,15,36,131,59,32,136,6,12,16,12,9,6,0,1,1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,0,43,672,1044
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,118,3,3,169,67,32,64,120,87,72,187,7,21,13,13,18,9,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,3,54,939,1523
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,119,2,2,112,60,20,42,117,66,43,110,75,18,17,17,10,9,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,1,39,761,1191
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,120,2,2,162,38,24,55,162,65,42,148,12,12,22,21,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,777,1307
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,121,2,2,68,32,26,26,63,44,18,108,8,3,12,5,6,9,0,0,1,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,34,471,813
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,122,2,2,89,26,30,28,83,62,31,150,4,7,9,15,13,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,18,583,1015
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,123,3,3,210,91,49,66,187,97,78,225,20,15,30,18,14,15,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,60,1188,1864
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,124,2,2,139,48,21,46,91,63,34,195,7,15,22,8,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,42,762,1147
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,125,5,5,335,102,73,115,190,137,95,445,14,18,46,38,28,18,12,0,0,3,2,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,0,98,1781,3296
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,126,4,4,228,106,38,92,119,167,121,380,32,38,73,37,22,23,3,0,0,4,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,0,90,1582,2593
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,127,3,3,195,65,23,55,111,77,37,215,6,22,16,12,4,15,0,1,5,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,40,904,1521
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,128,2,2,193,70,32,38,105,91,55,190,10,19,19,11,6,16,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,41,901,1377
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,129,2,2,96,46,29,41,84,72,77,190,11,15,23,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,43,751,1295
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,130,5,5,332,154,73,132,239,232,102,542,30,37,37,37,14,15,1,0,0,8,0,1,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1,105,2110,3602
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,131,3,3,205,100,38,45,127,95,96,311,13,21,27,29,6,7,2,0,0,4,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,1,28,1163,1833
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,132,2,2,143,50,17,32,79,69,63,150,1,12,23,19,6,8,0,1,0,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,29,711,1093
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,133,1,1,44,18,7,11,21,23,7,77,2,4,6,5,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1,6,237,366
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,134,3,3,183,86,35,56,62,108,98,247,14,20,27,27,24,6,2,1,0,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,49,1054,1618
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,135,7,7,350,134,56,159,171,297,92,713,35,34,107,58,17,31,3,2,0,2,2,0,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279,0,119,2398,4553
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,136,2,2,99,37,18,34,35,63,39,167,4,9,19,11,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,16,556,1039
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,137,3,3,101,46,8,27,30,51,25,125,1,9,9,14,3,8,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,1,31,499,847
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,138,2,2,128,39,32,48,45,72,65,218,24,16,35,25,3,12,0,0,0,1,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,32,803,1399
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,139,2,2,150,62,22,41,81,77,59,167,17,11,24,12,4,6,1,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,34,775,1141
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,140,2,2,148,61,19,45,106,85,69,193,7,0,10,15,3,17,0,9,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,21,814,1238
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,141,1,1,93,31,17,28,34,34,39,83,6,9,5,11,7,7,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,29,438,695
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,142,3,3,185,89,30,45,103,88,82,331,5,27,20,29,21,18,1,0,1,6,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,2,37,1127,1860
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,143,2,2,156,78,35,40,87,91,71,225,3,16,20,25,7,7,0,0,1,0,2,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0,42,919,1472
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,145,2,2,125,45,19,23,48,43,66,150,2,7,24,14,11,11,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,32,625,962
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,146,2,2,129,67,27,13,36,36,87,150,4,13,17,12,8,8,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,30,643,1001
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,147,2,2,136,56,39,66,55,81,80,182,8,20,32,30,16,9,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0,58,877,1435
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,148,2,2,115,26,28,39,48,67,37,249,27,15,50,27,3,4,2,0,0,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,1,46,791,1290
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,149,2,2,99,26,28,36,40,50,28,136,7,10,17,9,9,4,0,0,1,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,12,526,771
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,150,5,5,200,97,44,79,92,160,31,713,12,20,38,16,10,13,3,4,0,4,2,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,95,1642,3421
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,151,8,8,450,138,86,188,162,301,113,943,29,63,77,44,25,38,8,1,0,11,4,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692,0,169,2861,5176
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,152,3,3,170,48,24,62,38,76,58,305,14,19,30,13,7,15,0,0,0,2,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,53,942,1614
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,153,2,2,115,40,28,51,53,95,46,173,8,15,18,15,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,1,11,680,1113
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,154,2,2,113,42,23,27,31,66,58,165,5,10,19,13,5,14,1,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,25,622,961
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,155,2,2,83,41,33,35,54,68,69,183,9,19,30,16,12,3,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,34,696,1075
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,156,2,2,100,27,42,27,24,62,28,125,5,10,20,8,2,0,1,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,32,524,852
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,157,1,1,75,52,13,16,31,47,29,106,0,4,9,11,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,21,423,643
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,158,1,1,40,34,11,19,21,14,17,49,0,0,8,8,1,8,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,5,239,360
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,159,3,3,150,68,35,37,156,83,45,211,20,12,15,27,10,14,0,0,0,3,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,0,36,930,1638
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,160,1,1,69,38,12,18,44,22,32,50,3,4,6,8,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,10,326,520
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,161,1,1,62,24,5,12,9,13,11,62,5,6,8,4,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,12,243,394
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,162,2,2,131,50,23,29,79,61,43,129,5,10,16,6,4,12,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,20,625,904
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,163,1,1,47,14,12,13,31,23,22,60,2,3,6,3,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,1,12,255,387
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,164,1,1,37,31,11,7,22,11,7,48,0,8,4,3,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,10,207,320
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,165,2,2,123,82,29,32,74,52,48,156,8,6,11,22,22,5,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,26,701,1227
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,166,3,3,176,115,37,53,180,82,57,228,10,18,14,27,18,18,3,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,38,1082,1807
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,167,1,1,58,55,21,36,55,41,16,105,7,4,5,2,6,5,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,16,438,676
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,168,1,1,67,45,11,23,62,36,9,134,7,8,4,4,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,428,662
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,169,2,2,135,63,20,32,238,71,63,223,23,10,14,16,7,13,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,1,45,980,1439
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,170,2,2,78,48,13,26,80,49,22,135,4,8,13,11,3,5,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,21,524,774
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,171,1,1,41,23,14,11,53,26,16,70,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,8,277,431
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,172,2,2,95,40,9,18,162,42,16,144,4,5,6,11,1,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,25,588,918
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,173,2,2,150,57,32,43,58,75,41,250,12,20,21,20,10,12,1,0,0,3,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,0,43,859,1429
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,174,2,2,96,49,20,40,36,83,33,140,19,15,23,10,5,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,0,42,621,937
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,175,3,3,154,52,58,56,61,99,62,252,27,25,28,29,7,15,0,0,0,2,3,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,57,997,1736
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,176,2,2,69,38,18,30,27,53,25,121,1,17,21,14,5,2,0,1,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1,19,470,778
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,177,6,6,260,94,44,121,101,201,89,662,15,35,51,33,11,27,0,0,0,2,4,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,0,99,1867,3876
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,178,7,7,386,148,122,185,124,279,119,709,28,52,86,41,19,35,1,1,0,16,5,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372,1,142,2515,4690
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,179,2,2,139,40,33,39,62,74,60,248,4,20,20,30,12,5,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0,50,848,1453
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,180,4,4,190,71,50,91,77,126,52,427,10,34,64,23,20,29,1,0,1,2,4,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,0,111,1396,2660
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,181,5,5,255,82,83,117,159,151,49,384,13,37,54,58,7,21,8,0,0,4,3,2,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,2,118,1618,3046
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,182,4,4,207,69,56,82,121,113,43,368,9,18,25,19,9,17,0,1,0,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,1,66,1233,2388
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,183,2,2,127,52,37,55,70,98,18,244,11,14,16,32,8,15,1,0,0,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0,52,860,1472
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,184,1,1,55,27,18,45,30,47,16,75,5,6,5,32,0,3,1,0,0,2,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,29,403,742
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,185,4,4,198,99,78,70,198,109,40,435,13,18,25,30,26,14,4,0,0,10,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,0,71,1442,2753
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,186,4,4,173,105,28,91,177,108,67,302,18,18,33,13,20,6,0,0,1,4,12,0,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,102,1294,2396
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,187,2,2,57,27,11,21,7,41,16,184,4,8,8,6,6,9,6,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,26,442,754
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,188,6,6,511,96,45,121,82,280,50,823,21,23,35,24,13,28,2,0,0,3,2,1,2,0,1,4,12,3,2,1,0,5,1,1,0,0,0,0,0,0,2192,3,104,2299,4033
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,189,3,3,234,58,17,40,22,124,18,386,4,10,15,6,10,11,1,0,0,9,0,1,0,0,0,2,11,1,1,2,0,5,0,0,1,0,0,0,0,0,989,1,57,1047,1720
4,17,MORELOS,1,CUERNAVACA,7,CUERNAVACA,190,5,5,451,88,35,65,60,205,31,749,6,8,22,18,23,18,4,0,0,5,2,0,0,0,0,0,17,3,6,0,0,5,3,2,0,0,0,0,0,0,1826,0,108,1934,3244
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,191,3,3,283,80,29,42,27,134,18,488,4,11,22,10,5,18,1,0,1,4,0,0,0,0,0,3,13,2,2,1,0,3,2,1,1,0,0,0,0,0,1205,1,60,1266,2140
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,192,4,4,387,74,40,74,31,149,25,557,3,19,13,19,17,22,0,0,0,12,1,1,0,0,0,5,19,2,3,1,0,2,1,3,0,0,0,0,0,0,1480,0,49,1529,2349
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,193,5,5,402,93,40,131,48,216,60,886,14,28,20,23,16,24,0,1,0,8,1,0,0,0,1,2,28,1,3,0,0,4,4,0,0,0,1,0,0,0,2055,0,111,2166,3587
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,194,6,6,414,85,37,137,73,235,37,844,16,24,23,27,19,14,0,0,0,2,4,0,0,0,1,7,25,3,0,0,1,9,1,2,0,1,0,0,0,0,2041,2,103,2146,4405
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,195,4,4,506,100,53,51,29,131,21,656,4,7,16,16,19,31,0,1,0,13,4,1,1,0,0,4,15,4,2,2,1,2,3,0,0,0,0,0,0,0,1693,1,63,1757,2853
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,5,5,457,94,38,90,51,168,27,689,14,16,10,13,10,25,2,0,0,2,3,0,0,0,0,3,13,2,2,1,1,5,3,0,1,0,0,0,0,0,1740,0,57,1797,3259
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,7,7,769,147,96,117,74,311,65,1157,13,43,31,30,39,35,2,1,1,7,2,0,0,1,1,5,29,4,0,0,0,7,3,2,1,1,1,0,0,0,2995,1,154,3150,5239
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,198,4,4,423,69,47,67,40,148,21,732,5,13,22,9,15,26,4,0,0,6,4,0,0,0,1,2,17,0,1,1,0,5,0,2,0,0,0,0,0,0,1680,0,68,1748,2774
