CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,PNAM,MORENA,PES,MAS,PROGRESA,RSPM,PAN_PRI_PRD_RSPM,PAN_PRI_PRD,PAN_PRI_RSPM,PAN_PRD_RSPM,PRI_PRD_RSPM,PAN_PRI,PAN_PRD,PAN_RSPM,PRI_PRD,PRI_RSPM,PRD_RSPM,MC_PROGRESA,MORENA_PNAM_PES_MAS,MORENA_PNAM_PES,MORENA_PNAM_MAS,MORENA_PES_MAS,PNAM_PES_MAS,MORENA_PNAM,MORENA_PES,MORENA_MAS,PNAM_PES,PNAM_MAS,PES_MAS,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,71,2,2,166,22,21,12,4,23,46,220,39,7,142,16,13,3,2,0,0,5,2,1,0,0,0,23,10,1,0,0,0,1,8,1,0,0,0,0,0,0,788,0,23,811,1264
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,72,3,3,303,34,27,16,4,35,53,312,47,10,237,20,28,17,1,0,0,8,4,0,0,0,2,21,24,7,0,1,0,3,4,0,3,1,1,0,0,0,1223,0,33,1256,1993
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,74,3,3,366,35,50,15,25,22,158,243,67,46,65,23,41,14,1,0,0,7,3,1,0,0,0,5,31,1,1,0,0,5,6,1,0,0,2,0,0,0,1234,0,11,1245,2024
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,75,3,3,278,35,12,8,6,18,47,245,155,8,36,16,19,14,9,0,0,11,2,2,0,0,1,6,10,3,6,6,2,3,11,0,4,3,1,0,0,0,977,0,41,1018,1897
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,76,2,2,279,45,22,6,11,14,35,178,99,3,59,16,12,8,6,0,0,5,7,1,0,0,0,2,9,1,2,0,1,1,5,0,3,0,0,0,0,0,830,0,23,853,1483
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,77,3,3,537,48,25,10,5,23,55,186,81,2,60,26,45,29,0,3,0,14,3,3,1,0,1,7,10,4,0,0,0,4,7,1,0,2,0,0,0,0,1192,0,41,1233,2110
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,78,1,1,65,10,2,12,0,2,3,23,14,1,7,1,0,2,7,2,0,4,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,160,0,5,165,238
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,79,2,2,103,12,7,16,4,8,31,154,31,43,38,10,6,5,2,0,0,1,0,1,0,0,0,2,11,2,1,0,0,2,2,3,1,2,0,0,0,0,498,0,16,514,941
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,80,3,3,368,40,38,7,3,12,53,252,53,67,27,24,7,16,1,0,0,3,5,2,11,0,0,9,25,4,3,0,1,0,4,2,2,0,0,0,0,0,1039,0,45,1084,1721
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,81,1,1,31,2,16,3,2,6,4,98,22,2,7,10,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,210,0,2,212,333
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,82,1,1,55,17,4,7,3,0,30,66,16,4,0,5,5,0,1,0,0,2,0,1,0,0,0,0,8,0,1,1,0,3,2,1,1,0,0,0,0,0,233,0,7,240,385
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,83,2,2,190,41,16,7,4,15,23,208,49,2,25,6,19,9,2,0,0,8,1,0,0,0,0,4,16,0,1,1,0,3,1,6,0,0,1,0,0,0,658,0,29,687,1088
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,84,3,3,193,70,45,12,4,13,35,269,94,15,42,6,29,13,1,1,0,11,4,0,0,0,0,3,21,4,0,1,1,6,5,0,2,0,0,0,0,0,900,0,37,937,1506
4,17,MORELOS,10,YECAPIXTLA,4,AYALA,85,1,1,115,12,3,8,1,11,35,129,19,2,22,32,8,1,1,0,2,3,0,0,0,0,1,2,11,3,0,1,0,2,0,0,1,0,0,0,0,0,425,0,12,437,704
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,86,2,2,1,3,0,24,182,5,51,31,207,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,693,0,17,710,963
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,87,3,3,4,5,1,21,249,8,82,47,242,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,1024,0,23,1047,1372
4,17,MORELOS,8,XOCHITEPEC,5,COATLAN DEL RIO,88,1,1,5,2,0,46,89,11,7,20,137,0,2,5,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129,0,0,457,0,4,461,665
