CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_LOCAL,DEMARCACION_LOCAL,TIPO_DE_ELECCION,NOMBRE_PARTICIPANTE,NUMERO_LISTA,CANDIDATO,SEXO_CANDIDATO,RUTA_CONSTANCIA,PARTIDO
1,18,NAYARIT,1,ACAPONETA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,SALVADOR CASTAÑEDA RANGEL,1,,MORENA
1,18,NAYARIT,2,TECUALA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,RICARDO PARRA TIZNADO,1,,MORENA
1,18,NAYARIT,3,JESUS MARIA DEL NAYAR,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,MARIA BELEN MUÑOZ BARAJAS,2,,MORENA
1,18,NAYARIT,4,SANTIAGO IXCUINTLA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,MARISOL CONTRERAS PEREZ,2,,MORENA
1,18,NAYARIT,5,SAN BLAS,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,JUANA NATALY TIZCAREÑO LARA,2,,FMXN
1,18,NAYARIT,6,TEPIC,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,JESSICA ABILENE TORRES FREGOSO,2,,MORENA
1,18,NAYARIT,7,TEPIC,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,GEORGINA GUADALUPE LOPEZ ARIAS,2,,PVEM
1,18,NAYARIT,8,TEPIC,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,HILDA ZULEMA MONTOYA GARCIA,2,,FMXN
1,18,NAYARIT,9,TEPIC,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,MARIA MAGDALENA GARCIA ROBLES,2,,MORENA
1,18,NAYARIT,10,TEPIC,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,LUIS ENRIQUE MIRAMONTES VAZQUEZ,1,,MORENA
1,18,NAYARIT,11,TEPIC,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,JAIME CERVANTES VALDEZ,1,,PT
1,18,NAYARIT,12,SANTA MARIA DEL ORO,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,ADAHAN CASAS RIVAS,1,,MORENA
1,18,NAYARIT,13,IXTLAN DEL RIO,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,MARISOL SANCHEZ NAVARRO,2,,PT
1,18,NAYARIT,14,XALISCO,,,,,DIP_LOC_MR,MORENA,1,LUIS DANIEL PEREZ LERMA,1,,MORENA
1,18,NAYARIT,15,COMPOSTELA,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,RODOLFO GOMEZ TADEO,1,,MORENA
1,18,NAYARIT,16,BUCERIAS BAHIA DE BANDERAS,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,MADRID GWENDOLYNE VARGAS PAREDES,2,,MORENA
1,18,NAYARIT,17,MEZCALES BAHIA DE BANDERAS,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,JOSE GOMEZ PEREZ,1,,PVEM
1,18,NAYARIT,18,SAN VICENTE BAHIA DE BANDERAS,,,,,DIP_LOC_MR,PVEM_PT_MORENA_FXMN,1,CARMINA YADIRA REGALADO MARDUEÑO,2,,MORENA
1,18,NAYARIT,,,,,,,DIP_LOC_RP,PAN,1,JOSE RAMON CAMBERO PEREZ,1,,PAN
1,18,NAYARIT,,,,,,,DIP_LOC_RP,PAN,2,NADIA ALEJANDRA RAMIREZ LOPEZ,2,,PAN
1,18,NAYARIT,,,,,,,DIP_LOC_RP,PAN,3,RODOLFO PEDROZA RAMIREZ,1,,PAN
1,18,NAYARIT,,,,,,,DIP_LOC_RP,PRI,1,JESUS ARMANDO VELEZ MACIAS,1,,PRI
1,18,NAYARIT,,,,,,,DIP_LOC_RP,PRI,2,FRANCIS PAOLA VARGAS ARCINIEGA,2,,PRI
1,18,NAYARIT,,,,,,,DIP_LOC_RP,PT,1,ADRIANA ELIZABETH HARO OLIVEROS,2,,PT
1,18,NAYARIT,,,,,,,DIP_LOC_RP,PVEM,1,FLAVIO OBDULIO FONSECA ROBLES,1,,PVEM
1,18,NAYARIT,,,,,,,DIP_LOC_RP,PVEM,2,IRMA MAGDALENA LORA BRISEÑO,2,,PVEM
1,18,NAYARIT,,,,,,,DIP_LOC_RP,MORENA,1,MARIA DE LA PAZ RAMOS HEREDIA,2,,MORENA
1,18,NAYARIT,,,,,,,DIP_LOC_RP,NAN,1,JORGE SALVADOR ALVAREZ LOPEZ,1,,NAN
1,18,NAYARIT,,,,,,,DIP_LOC_RP,MLN,1,DIEGO CRISTOBAL CALDERON ESTRADA,1,,MLN
1,18,NAYARIT,,,,,,,DIP_LOC_RP,RSPN,1,JOCELYN PATRICIA FERNANDEZ MOLINA,2,,RSPN
1,18,NAYARIT,,,1,ACAPONETA,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,MANUEL RAMON SALCEDO OSUNA,1,,MORENA
1,18,NAYARIT,,,1,ACAPONETA,,,SIND,PVEM_PT_MORENA_FXMN,2,MARIA ELENA ORNELAS DOMINGUEZ,2,,PVEM
1,18,NAYARIT,,,2,AHUACATLAN,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,MANUEL ANGEL ANDALON AGUILAR,1,,MORENA
1,18,NAYARIT,,,2,AHUACATLAN,,,SIND,PVEM_PT_MORENA_FXMN,2,ANGELICA LOPEZ BALLESTEROS,2,,MORENA
1,18,NAYARIT,,,3,AMATLAN DE CAÑAS,,,PRES_MUN,MC,1,AZUCENA BECERRA VAZQUEZ,2,,MC
1,18,NAYARIT,,,3,AMATLAN DE CAÑAS,,,SIND,MC,2,MAURILIO GARCIA LEON,1,,MC
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,HECTOR JAVIER SANTANA GARCIA,1,,MORENA
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,,,SIND,PVEM_PT_MORENA_FXMN,2,DANIELA ZEAMAY SAHAGUN FLORES,2,,PT
1,18,NAYARIT,,,5,COMPOSTELA,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,GUSTAVO ALFONSO AYON AGUIRRE,1,,MORENA
1,18,NAYARIT,,,5,COMPOSTELA,,,SIND,PVEM_PT_MORENA_FXMN,2,DENISSE ALHELI AGUILAR CEJA,2,,PVEM
1,18,NAYARIT,,,6,HUAJICORI,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,SERGIO RANGEL CERVANTES,1,,MORENA
1,18,NAYARIT,,,6,HUAJICORI,,,SIND,PVEM_PT_MORENA_FXMN,2,DIANA GEORGINA OSUNA DE LA CRUZ,2,,MORENA
1,18,NAYARIT,,,7,IXTLAN DEL RIO,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,JOSE GUILLERMO RAMIREZ JIMENEZ,1,,PT
1,18,NAYARIT,,,7,IXTLAN DEL RIO,,,SIND,PVEM_PT_MORENA_FXMN,2,BLANCA AURORA BALBUENA VENTURA,2,,MORENA
1,18,NAYARIT,,,8,JALA,,,PRES_MUN,PAN_PRI_PRD,1,MARCO ANTONIO CAMBERO GOMEZ,1,,PAN
1,18,NAYARIT,,,8,JALA,,,SIND,PAN_PRI_PRD,2,BIBIANA JEZABEL CASTRO ARECHIGA,2,,PAN
1,18,NAYARIT,,,9,DEL NAYAR,,,PRES_MUN,PVEM,1,IMELDA ESCOBEDO LOPEZ,2,,PVEM
1,18,NAYARIT,,,9,DEL NAYAR,,,SIND,PVEM,2,RIGOBERTO DE LA ROSA CARRILLO,1,,PVEM
1,18,NAYARIT,,,10,ROSAMORADA,,,PRES_MUN,PAN_PRI_PRD,1,JOSE AMPELIO GUTIERREZ GARCIA,1,,PRI
1,18,NAYARIT,,,10,ROSAMORADA,,,SIND,PAN_PRI_PRD,2,ARALIA MELINA GUZMAN FRIAS,2,,PRI
1,18,NAYARIT,,,11,RUIZ,,,PRES_MUN,NAN_MLN,1,ADOLFO BETANCOURT SALAS,1,,MLN
1,18,NAYARIT,,,11,RUIZ,,,SIND,NAN_MLN,2,MARTHA ALICIA LOPEZ ARELLANO,2,,MLN
1,18,NAYARIT,,,12,SAN BLAS,,,PRES_MUN,PAN_PRI_PRD,1,JOSE ANTONIO BARAJAS LOPEZ,1,,PAN
1,18,NAYARIT,,,12,SAN BLAS,,,SIND,PAN_PRI_PRD,2,YENNI PALOMA HERNANDEZ TOVAR,2,,PAN
1,18,NAYARIT,,,13,SAN PEDRO LAGUNILLAS,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,XOCHITL CARMINA VELAZCO HERNANDEZ,2,,MORENA
1,18,NAYARIT,,,13,SAN PEDRO LAGUNILLAS,,,SIND,PVEM_PT_MORENA_FXMN,2,ANGEL RAMON REYES DELGADO,1,,FMXN
1,18,NAYARIT,,,14,SANTA MARIA DEL ORO,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,RODRIGO POLANCO SOJO,1,,MORENA
1,18,NAYARIT,,,14,SANTA MARIA DEL ORO,,,SIND,PVEM_PT_MORENA_FXMN,2,MONTSERRAT GALAVIZ ZEPEDA,2,,FMXN
1,18,NAYARIT,,,15,SANTIAGO IXCUINTLA,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,SERGIO GONZALEZ GARCIA,1,,MORENA
1,18,NAYARIT,,,15,SANTIAGO IXCUINTLA,,,SIND,PVEM_PT_MORENA_FXMN,2,BLANCA PATRICIA HINOJOSA PARRA,2,,MORENA
1,18,NAYARIT,,,16,TECUALA,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,NORA LILIA BURGARA ALARCON,2,,PVEM
1,18,NAYARIT,,,16,TECUALA,,,SIND,PVEM_PT_MORENA_FXMN,2,JUAN RAMON MADERA OROZCO,1,,MORENA
1,18,NAYARIT,,,17,TEPIC,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,MARIA GERALDINE PONCE MENDEZ,2,,MORENA
1,18,NAYARIT,,,17,TEPIC,,,SIND,PVEM_PT_MORENA_FXMN,2,JOSUE DANIEL MERCADO RAMIREZ,1,,PT
1,18,NAYARIT,,,18,TUXPAN,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,GABRIEL CORREA ALVARADO,1,,PVEM
1,18,NAYARIT,,,18,TUXPAN,,,SIND,PVEM_PT_MORENA_FXMN,2,GABINA CERVANTES PLATA,2,,MORENA
1,18,NAYARIT,,,19,XALISCO,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,ANABEL MARGARITA GUERRERO BENITEZ,2,,MORENA
1,18,NAYARIT,,,19,XALISCO,,,SIND,PVEM_PT_MORENA_FXMN,2,SANDRA GUADALUPE MORALES BRAVO,2,,PT
1,18,NAYARIT,,,20,LA YESCA,,,PRES_MUN,PVEM_PT_MORENA_FXMN,1,ROSA ELENA REYES JIMENEZ,2,,MORENA
1,18,NAYARIT,,,20,LA YESCA,,,SIND,PVEM_PT_MORENA_FXMN,2,ESMERALDA ARELLANO RUIZ,2,,PT
1,18,NAYARIT,,,1,ACAPONETA,1,ACAPONETA 01,REG,PVEM_PT_MORENA_FXMN,1,JULIA GUADALUPE ROMERO PARTIDA,2,,PT
1,18,NAYARIT,,,1,ACAPONETA,2,ACAPONETA 02,REG,PVEM_PT_MORENA_FXMN,1,JUANA VALDEZ ESPEJO,2,,FMXN
1,18,NAYARIT,,,1,ACAPONETA,3,ACAPONETA 03,REG,PVEM_PT_MORENA_FXMN,1,MANUEL FERNANDO FLORES TOBIN,1,,PVEM
1,18,NAYARIT,,,1,ACAPONETA,4,ACAPONETA 04,REG,PVEM_PT_MORENA_FXMN,1,MARIA GUADALUPE FONSECA MEDINA,2,,MORENA
1,18,NAYARIT,,,1,ACAPONETA,5,ACAPONETA 05,REG,PVEM_PT_MORENA_FXMN,1,LEONEL MUÑOZ BELMONTES,1,,MORENA
1,18,NAYARIT,,,1,ACAPONETA,6,ACAPONETA 06,REG,PVEM_PT_MORENA_FXMN,1,CAROLINA PEREZ CERVANTES,2,,MORENA
1,18,NAYARIT,,,1,ACAPONETA,7,ACAPONETA 07,REG,PVEM_PT_MORENA_FXMN,1,RAMIRO ANTONIO MARTINEZ ORTIZ,1,,MORENA
1,18,NAYARIT,,,2,AHUACATLAN,1,AHUACATLAN 01,REG,PVEM_PT_MORENA_FXMN,1,BRENDA CLAUDIO LOPEZ,2,,MORENA
1,18,NAYARIT,,,2,AHUACATLAN,2,AHUACATLAN 02,REG,MC,1,DAYANA MARICELA RODRIGUEZ VILLEGAS,2,,MC
1,18,NAYARIT,,,2,AHUACATLAN,3,AHUACATLAN 03,REG,PVEM_PT_MORENA_FXMN,1,MELINA LIZETH BECERRA CASTAÑEDA,2,,MORENA
1,18,NAYARIT,,,2,AHUACATLAN,4,AHUACATLAN 04,REG,PVEM_PT_MORENA_FXMN,1,JOSE FERNANDO CARRILLO AVILA,1,,PVEM
1,18,NAYARIT,,,2,AHUACATLAN,5,AHUACATLAN 05,REG,PVEM_PT_MORENA_FXMN,1,JOSE ANTONIO VARGAS CRUZ,1,,PT
1,18,NAYARIT,,,3,AMATLAN DE CAÑAS,1,AMATLAN DE CAÑAS 01,REG,RSPN,1,MARTHA PAULINA AGUILAR GOMEZ,2,,RSPN
1,18,NAYARIT,,,3,AMATLAN DE CAÑAS,2,AMATLAN DE CAÑAS 02,REG,PVEM_PT_MORENA_FXMN,1,ALBINO GONZALEZ PARRA,1,,MORENA
1,18,NAYARIT,,,3,AMATLAN DE CAÑAS,3,AMATLAN DE CAÑAS 03,REG,PVEM_PT_MORENA_FXMN,1,ALBERTO GONZALEZ MEZA,1,,PT
1,18,NAYARIT,,,3,AMATLAN DE CAÑAS,4,AMATLAN DE CAÑAS 04,REG,PAN_PRI_PRD,1,CELIA PARRA PARRA,2,,PRD
1,18,NAYARIT,,,3,AMATLAN DE CAÑAS,5,AMATLAN DE CAÑAS 05,REG,MC,1,JESUS ROSENDO TAPIA RAMOS,1,,MC
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,1,BAHIA DE BANDERAS 01,REG,PVEM_PT_MORENA_FXMN,1,JOSE OCTAVIO VALENCIA JIMENEZ,1,,MORENA
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,2,BAHIA DE BANDERAS 02,REG,PVEM_PT_MORENA_FXMN,1,MACARIA ELIZABETH RICO FREGOSO,2,,MORENA
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,3,BAHIA DE BANDERAS 03,REG,PVEM_PT_MORENA_FXMN,1,MARIA DEL CARMEN VALENCIA SOTO,2,,PVEM
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,4,BAHIA DE BANDERAS 04,REG,PVEM_PT_MORENA_FXMN,1,MA. ISABEL DELGADO RANGEL,2,,PT
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,5,BAHIA DE BANDERAS 05,REG,PVEM_PT_MORENA_FXMN,1,MILTON DE JESUS MARTINEZ CARDENAS,1,,PVEM
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,6,BAHIA DE BANDERAS 06,REG,PVEM_PT_MORENA_FXMN,1,ANTONIO FLORES RAMOS,1,,MORENA
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,7,BAHIA DE BANDERAS 07,REG,PVEM_PT_MORENA_FXMN,1,JOSE LEON OLVERA,1,,MORENA
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,8,BAHIA DE BANDERAS 08,REG,PVEM_PT_MORENA_FXMN,1,MA. CRISTINA MORAN ALARCON,2,,MORENA
1,18,NAYARIT,,,4,BAHIA DE BANDERAS,9,BAHIA DE BANDERAS 09,REG,PVEM_PT_MORENA_FXMN,1,JOSE ANTONIO ARREOLA LOPEZ,1,,MORENA
1,18,NAYARIT,,,5,COMPOSTELA,1,COMPOSTELA 01,REG,PAN_PRI_PRD,1,MARCO ANTONIO ORTEGA BENITEZ,1,,PAN
1,18,NAYARIT,,,5,COMPOSTELA,2,COMPOSTELA 02,REG,PVEM_PT_MORENA_FXMN,1,JOSE MANUEL LOPEZ RODRIGUEZ,1,,PVEM
1,18,NAYARIT,,,5,COMPOSTELA,3,COMPOSTELA 03,REG,PVEM_PT_MORENA_FXMN,1,ARTURO RAFAEL RODRIGUEZ LOMELI,1,,MORENA
1,18,NAYARIT,,,5,COMPOSTELA,4,COMPOSTELA 04,REG,RSPN,1,HECTOR ANTONIO PRECIADO COVARRUBIAS,1,,RSPN
1,18,NAYARIT,,,5,COMPOSTELA,5,COMPOSTELA 05,REG,PVEM_PT_MORENA_FXMN,1,JUANA IRIS GONZALEZ ESTRADA,2,,PT
1,18,NAYARIT,,,5,COMPOSTELA,6,COMPOSTELA 06,REG,PVEM_PT_MORENA_FXMN,1,CUAUHTEMOC DAVALOS ARCADIA,1,,MORENA
1,18,NAYARIT,,,5,COMPOSTELA,7,COMPOSTELA 07,REG,PVEM_PT_MORENA_FXMN,1,MA DE LOURDES NUÑEZ BLAS,2,,MORENA
1,18,NAYARIT,,,5,COMPOSTELA,8,COMPOSTELA 08,REG,PVEM_PT_MORENA_FXMN,1,ELIZABETH AGUILAR ANDRADE,2,,PT
1,18,NAYARIT,,,5,COMPOSTELA,9,COMPOSTELA 09,REG,PVEM_PT_MORENA_FXMN,1,THALIA AZUCENA GARCIA HERNANDEZ,2,,MORENA
1,18,NAYARIT,,,9,DEL NAYAR,1,DEL NAYAR 01,REG,PVEM_PT_MORENA_FXMN,1,RAMON ARMANDO NAVARRO CASTAÑEDA,1,,FMXN
1,18,NAYARIT,,,9,DEL NAYAR,2,DEL NAYAR 02,REG,PVEM_PT_MORENA_FXMN,1,JOANA GUADALUPE MORAN CASTRO,2,,PVEM
1,18,NAYARIT,,,9,DEL NAYAR,3,DEL NAYAR 03,REG,PVEM_PT_MORENA_FXMN,1,JOSE CERVANTES GONZALEZ,1,,MORENA
1,18,NAYARIT,,,9,DEL NAYAR,4,DEL NAYAR 04,REG,PVEM_PT_MORENA_FXMN,1,JEVACIA SANTILLAN FLORES,2,,MORENA
1,18,NAYARIT,,,9,DEL NAYAR,5,DEL NAYAR 05,REG,PVEM_PT_MORENA_FXMN,1,MAYRA SATURNINA SALINAS SIFUENTES,2,,MORENA
1,18,NAYARIT,,,9,DEL NAYAR,6,DEL NAYAR 06,REG,PVEM_PT_MORENA_FXMN,1,RAUL GODINA VELAZQUEZ,1,,PT
1,18,NAYARIT,,,9,DEL NAYAR,7,DEL NAYAR 07,REG,PAN_PRI_PRD,1,AIDE RIVERA ALVARADO,2,,PAN
1,18,NAYARIT,,,6,HUAJICORI,1,HUAJICORI 01,REG,PAN_PRI_PRD,1,ISIDRO SANTILLAN MARMOLEJO,1,,PAN
1,18,NAYARIT,,,6,HUAJICORI,2,HUAJICORI 02,REG,PVEM_PT_MORENA_FXMN,1,BERENICE ANACANY TADEO COVARRUBIAS,2,,MORENA
1,18,NAYARIT,,,6,HUAJICORI,3,HUAJICORI 03,REG,PVEM_PT_MORENA_FXMN,1,MARIA ELENA GUADALUPE HERNANDEZ CASTAÑEDA,2,,MORENA
1,18,NAYARIT,,,6,HUAJICORI,4,HUAJICORI 04,REG,PVEM_PT_MORENA_FXMN,1,JOSE DE JESUS VALDERRAMA PEREZ,1,,PVEM
1,18,NAYARIT,,,6,HUAJICORI,5,HUAJICORI 05,REG,PVEM_PT_MORENA_FXMN,1,MARIA PALOMA HERNANDEZ VILLARRUEL,2,,PT
1,18,NAYARIT,,,7,IXTLAN DEL RIO,1,IXTLAN DEL RIO 01,REG,NAN_MLN,1,ANDRES ALBERTO VILLARREAL FRANCO,1,,NAN
1,18,NAYARIT,,,7,IXTLAN DEL RIO,2,IXTLAN DEL RIO 02,REG,PVEM_PT_MORENA_FXMN,1,KIMBERLY MICHELLE CARRILLO CARRILLO,2,,MORENA
