CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAH,C_PAN_PRI_PRD,C_MORENA_NAH,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,92,B,1,0,B,0,0,0,0,95,68,17,0,0,79,173,432,0,16,448,627,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,92,C,1,0,C01,0,0,0,0,80,80,20,0,0,78,175,433,1,25,459,627,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,92,C,2,0,C02,0,0,0,0,84,79,25,0,0,44,194,426,0,11,437,627,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,93,B,1,0,B,0,0,0,0,52,37,13,0,0,18,141,261,0,5,266,385,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,93,C,1,0,C01,0,0,0,0,44,53,16,0,0,18,128,259,0,16,275,385,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,94,B,1,0,B,0,0,0,0,33,75,7,0,0,23,120,258,0,17,275,402,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,95,B,1,0,B,0,0,0,0,41,82,6,0,0,25,150,304,0,16,320,499,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,95,C,1,0,C01,0,0,0,0,36,98,7,0,0,7,162,310,1,17,328,498,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,96,B,1,0,B,0,0,0,0,34,77,11,0,0,30,186,338,0,25,363,512,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,97,B,1,0,B,0,0,0,0,45,98,18,0,0,22,143,326,0,28,354,507,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,97,E,1,0,E01,0,0,0,0,49,26,3,0,0,9,131,218,0,7,225,316,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,98,B,1,0,B,0,0,0,0,31,42,5,0,0,27,127,232,0,7,239,339,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,99,B,1,0,B,0,0,0,0,24,97,15,0,0,16,227,379,0,40,419,750,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,99,C,1,0,C01,0,0,0,0,21,100,15,0,0,21,201,358,2,30,390,749,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,100,B,1,0,B,0,0,0,0,55,38,1,0,0,12,148,254,0,16,270,454,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,100,C,1,0,C01,0,0,0,0,55,23,4,0,0,18,141,241,0,22,263,453,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,101,B,1,0,B,0,0,0,0,47,45,18,0,0,34,183,327,0,18,345,531,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,101,C,1,0,C01,0,0,0,0,32,36,7,0,0,43,204,322,0,10,332,531,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,102,B,1,0,B,0,0,0,0,37,47,4,0,0,33,30,151,0,7,158,216,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,103,B,1,0,B,0,0,0,0,55,54,20,0,0,23,130,282,1,17,300,446,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,103,C,1,0,C01,0,0,0,0,57,47,19,0,0,23,150,296,0,13,309,445,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,103,E,1,0,E01,0,0,0,0,37,38,11,0,0,16,210,312,0,16,328,476,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,104,B,1,0,B,0,0,0,0,84,36,7,0,0,19,104,250,0,14,264,413,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,104,C,1,0,C01,0,0,0,0,55,42,17,0,0,16,120,250,13,0,263,412,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,105,B,1,0,B,0,0,0,0,66,28,15,0,0,14,222,345,0,11,356,524,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,106,B,1,0,B,0,0,0,0,59,54,8,0,0,25,136,282,0,11,293,443,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,106,C,1,0,C01,0,0,0,0,56,47,10,0,0,36,130,279,0,20,299,443,Acta levantada en consejo,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,107,B,1,0,B,0,0,0,0,48,102,18,0,0,24,161,353,0,21,374,565,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,108,B,1,0,B,0,0,0,0,40,67,5,0,0,24,102,238,1,10,249,354,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,109,B,1,0,B,0,0,0,0,37,62,7,0,0,12,84,202,0,6,208,339,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,110,B,1,0,B,0,0,0,0,32,45,11,0,0,15,81,184,0,10,194,254,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,111,B,1,0,B,0,0,0,0,47,106,13,0,0,23,105,294,0,19,313,465,Acta levantada en consejo,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,111,C,1,0,C01,0,0,0,0,46,87,16,0,0,33,125,307,0,8,315,464,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,112,B,1,0,B,0,0,0,0,22,25,5,0,0,10,44,106,0,6,112,134,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,6,ALFAJAYUCAN,113,B,1,0,B,0,0,0,0,30,17,6,0,0,14,105,172,0,16,188,284,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,291,B,1,0,B,0,0,0,0,25,24,16,0,0,103,213,381,0,34,415,698,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,291,C,1,0,C01,0,0,0,0,38,24,9,0,0,107,205,383,0,33,416,698,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,291,C,2,0,C02,0,0,0,0,36,20,20,0,0,93,222,391,1,46,438,698,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,292,B,1,0,B,0,0,0,0,26,29,12,0,0,84,179,330,0,21,351,579,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,292,C,1,0,C01,0,0,0,0,37,25,17,0,0,68,192,339,0,28,367,579,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,292,C,2,0,C02,0,0,0,0,32,19,15,0,0,65,182,313,0,37,350,578,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,293,B,1,0,B,0,0,0,0,7,6,8,0,0,67,100,188,1,23,212,422,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,294,B,1,0,B,0,0,0,0,18,15,10,0,0,77,167,287,0,34,321,613,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,295,B,1,0,B,0,0,0,0,18,9,10,0,0,50,73,160,0,23,183,333,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,296,B,1,0,B,0,0,0,0,16,27,6,0,0,50,118,217,0,36,253,394,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,296,C,1,0,C01,0,0,0,0,16,31,16,0,0,51,102,216,0,42,258,394,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,297,B,1,0,B,0,0,0,0,39,21,12,0,0,68,197,337,0,48,385,588,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,298,B,1,0,B,0,0,0,0,6,17,5,0,0,59,100,187,0,15,202,379,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,298,C,1,0,C01,0,0,0,0,8,8,10,0,0,52,122,200,0,24,224,379,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,299,B,1,0,B,0,0,0,0,5,6,1,0,0,40,55,107,0,18,125,195,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,300,B,1,0,B,0,0,0,0,12,21,3,0,0,32,112,180,0,19,199,378,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,301,B,1,0,B,0,0,0,0,17,16,9,0,0,59,136,237,0,41,278,407,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,302,B,1,0,B,0,0,0,0,21,20,21,0,0,115,191,368,2,25,395,599,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,303,B,1,0,B,0,0,0,0,2,13,1,0,0,41,57,114,0,14,128,215,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,304,B,1,0,B,0,0,0,0,17,21,8,0,0,70,126,242,0,43,285,531,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,305,B,1,0,B,0,0,0,0,15,25,10,0,0,58,228,336,1,44,381,707,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,306,B,1,0,B,0,0,0,0,11,7,5,0,0,37,66,126,1,15,142,222,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,307,B,1,0,B,0,0,0,0,24,34,30,0,0,85,173,346,0,56,402,665,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,308,B,1,0,B,0,0,0,0,10,7,13,0,0,91,229,350,0,22,372,585,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,309,B,1,0,B,0,0,0,0,19,22,22,0,0,113,250,426,1,48,475,707,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,309,C,1,0,C01,0,0,0,0,13,29,24,0,0,131,255,452,1,46,499,706,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,310,B,1,0,B,0,0,0,0,22,26,31,0,0,141,233,453,0,54,507,745,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,311,B,1,0,B,0,0,0,0,20,43,21,0,0,110,222,416,1,43,460,688,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,312,B,1,0,B,0,0,0,0,12,18,16,0,0,56,138,240,0,24,264,418,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,312,C,1,0,C01,0,0,0,0,9,19,11,0,0,58,140,237,0,22,259,417,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,312,E,1,0,E01,0,0,0,0,1,4,3,0,0,47,85,140,0,6,146,239,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,313,B,1,0,B,0,0,0,0,11,9,3,0,0,24,74,121,0,22,143,236,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,314,B,1,0,B,0,0,0,0,10,20,6,0,0,34,87,157,0,22,179,359,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,315,B,1,0,B,0,0,0,0,30,28,8,0,0,76,166,308,2,38,348,564,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,315,E,1,0,E01,0,0,0,0,5,7,0,0,0,94,73,179,0,18,197,335,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,B,1,0,B,0,0,0,0,44,19,12,0,0,142,228,445,0,26,471,680,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,C,1,0,C01,0,0,0,0,45,10,11,0,0,116,247,429,0,25,454,679,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,C,2,0,C02,0,0,0,0,50,9,7,0,0,141,250,457,0,25,482,679,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,B,1,0,B,0,0,0,0,58,13,11,0,0,170,204,456,0,22,478,730,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,C,1,0,C01,0,0,0,0,52,17,9,0,0,176,209,463,0,33,496,729,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,SMR,1,0,SMR01,0,0,0,0,9,6,3,0,0,24,37,79,0,3,82,0,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,610,B,1,0,B,0,0,0,0,16,9,7,0,0,71,143,246,0,18,264,402,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,611,B,1,0,B,0,0,0,0,45,9,5,0,0,82,134,275,0,20,295,438,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,612,B,1,0,B,0,0,0,0,28,12,5,0,0,54,125,224,0,46,270,444,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,613,B,1,0,B,0,0,0,0,40,10,9,0,0,85,218,362,0,29,391,547,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,614,B,1,0,B,0,0,0,0,79,18,13,0,0,136,187,433,0,33,466,726,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,615,B,1,0,B,0,0,0,0,30,3,2,0,0,33,47,115,0,13,128,187,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,616,B,1,0,B,0,0,0,0,13,0,0,0,0,18,80,111,0,11,122,163,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,617,B,1,0,B,0,0,0,0,5,4,1,0,0,26,29,65,0,0,65,106,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,618,B,1,0,B,0,0,0,0,28,7,6,0,0,32,96,169,0,21,190,329,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,620,B,1,0,B,0,0,0,0,30,9,5,0,0,32,172,248,0,17,265,447,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,620,C,1,0,C01,0,0,0,0,33,14,5,0,0,58,134,244,0,12,256,447,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,621,B,1,0,B,0,0,0,0,13,1,4,0,0,34,90,142,0,5,147,212,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,622,B,1,0,B,0,0,0,0,62,16,5,0,0,52,83,218,0,24,242,426,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,625,B,1,0,B,0,0,0,0,5,3,1,0,0,16,65,90,0,3,93,132,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,626,B,1,0,B,0,0,0,0,9,1,1,0,0,17,72,100,0,4,104,176,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,627,B,1,0,B,0,0,0,0,43,10,1,0,0,137,99,290,0,16,306,476,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,628,B,1,0,B,0,0,0,0,17,3,0,0,0,32,94,146,0,7,153,265,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,629,B,1,0,B,0,0,0,0,18,9,3,0,0,81,173,284,0,30,314,491,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,646,B,1,0,B,0,0,0,0,101,11,9,0,0,138,91,350,1,21,372,540,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,646,C,1,0,C01,0,0,0,0,90,7,9,0,0,135,106,347,0,36,383,539,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,647,B,1,0,B,0,0,0,0,91,7,6,0,0,55,72,231,0,32,263,402,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,647,C,1,0,C01,0,0,0,0,80,8,8,0,0,82,79,257,0,25,282,402,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,648,B,1,0,B,0,0,0,0,46,15,6,0,0,114,107,288,0,35,323,466,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,649,B,1,0,B,0,0,0,0,123,21,7,0,0,106,166,423,3,38,464,734,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,650,B,1,0,B,0,0,0,0,188,18,4,0,0,165,48,423,0,33,456,654,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,650,C,1,0,C01,0,0,0,0,136,14,9,0,0,171,66,396,0,53,449,653,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,651,B,1,0,B,0,0,0,0,108,18,8,0,0,87,45,266,1,14,281,362,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,652,B,1,0,B,0,0,0,0,52,5,2,0,0,88,82,229,0,21,250,365,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,653,B,1,0,B,0,0,0,0,100,11,4,0,0,98,91,304,0,20,324,471,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,654,B,1,0,B,0,0,0,0,104,17,13,0,0,102,70,306,0,22,328,437,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,654,C,1,0,C01,0,0,0,0,125,15,4,0,0,107,51,302,0,28,330,436,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,655,B,1,0,B,0,0,0,0,24,11,3,0,0,111,50,199,0,29,228,349,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,655,E,1,0,E01,0,0,0,0,40,13,6,0,0,104,55,218,0,32,250,411,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,655,E,2,0,E02,0,0,0,0,64,17,4,0,0,171,57,313,0,61,374,510,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,34,LA MISION,656,B,1,0,B,0,0,0,0,57,15,7,0,0,94,67,240,0,18,258,419,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,780,B,1,0,B,0,0,0,0,6,3,3,0,0,131,208,351,1,21,373,468,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,780,C,1,0,C01,0,0,0,0,3,6,3,0,0,152,183,347,0,8,355,467,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,781,B,1,0,B,0,0,0,0,5,9,4,0,0,92,76,186,0,4,190,249,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,782,B,1,0,B,0,0,0,0,3,10,2,0,0,52,128,195,0,12,207,262,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,783,B,1,0,B,0,0,0,0,0,2,1,0,0,41,66,110,0,1,111,143,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,784,B,1,0,B,0,0,0,0,6,12,2,0,0,155,80,255,0,14,269,361,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,785,B,1,0,B,0,0,0,0,2,9,1,0,0,34,57,103,0,9,112,136,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,786,B,1,0,B,0,0,0,0,5,4,3,0,0,38,77,127,0,10,137,202,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,788,B,1,0,B,0,0,0,0,6,6,2,0,0,69,144,227,0,15,242,376,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,789,B,1,0,B,0,0,0,0,2,4,1,0,0,55,86,148,0,7,155,201,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,790,B,1,0,B,0,0,0,0,4,7,0,0,0,70,91,172,0,10,182,283,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,791,B,1,0,B,0,0,0,0,5,5,1,0,0,70,101,182,0,6,188,244,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,793,B,1,0,B,0,0,0,0,13,13,3,0,0,55,46,130,0,4,134,225,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,795,B,1,0,B,0,0,0,0,8,9,6,0,0,90,166,279,0,5,284,390,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,796,B,1,0,B,0,0,0,0,6,2,1,0,0,73,109,191,0,6,197,261,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,797,B,1,0,B,0,0,0,0,7,5,3,0,0,40,88,143,0,3,146,231,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,798,B,1,0,B,0,0,0,0,8,5,2,0,0,32,57,104,0,10,114,166,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,799,B,1,0,B,0,0,0,0,10,15,5,0,0,74,126,230,0,18,248,373,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,800,B,1,0,B,0,0,0,0,6,5,4,0,0,80,68,163,0,12,175,272,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,43,NICOLAS FLORES,801,B,1,0,B,0,0,0,0,3,7,1,0,0,33,28,72,0,9,81,120,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,822,B,1,0,B,0,0,0,0,18,16,8,0,0,129,188,359,0,18,377,515,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,823,B,1,0,B,0,0,0,0,29,17,5,0,0,126,152,329,0,22,351,559,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,824,B,1,0,B,0,0,0,0,26,6,6,0,0,43,200,281,2,28,311,493,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,824,C,1,0,C01,0,0,0,0,31,10,3,0,0,89,189,322,0,19,341,493,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,825,B,1,0,B,0,0,0,0,14,9,9,0,0,81,133,246,0,29,275,438,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,826,B,1,0,B,0,0,0,0,11,6,1,0,0,33,98,149,0,25,174,254,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,827,B,1,0,B,0,0,0,0,11,5,4,0,0,50,78,148,0,7,155,221,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,828,B,1,0,B,0,0,0,0,16,4,3,0,0,77,180,280,0,5,285,377,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,829,B,1,0,B,0,0,0,0,24,9,6,0,0,108,135,282,0,16,298,409,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,830,B,1,0,B,0,0,0,0,4,0,0,0,0,44,70,118,0,5,123,167,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,46,PACULA,831,B,1,0,B,0,0,0,0,29,5,13,0,0,91,89,227,0,23,250,333,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,962,B,1,0,B,0,0,0,0,20,133,6,0,0,121,120,400,0,52,452,678,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,962,C,1,0,C01,0,0,0,0,20,125,12,0,0,133,132,422,0,37,459,678,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,962,C,2,0,C02,0,0,0,0,24,127,8,0,0,124,105,388,0,33,421,677,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,962,C,3,0,C03,0,0,0,0,33,130,12,0,0,109,123,407,0,38,445,677,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,963,B,1,0,B,0,0,0,0,37,155,4,0,0,108,62,366,0,66,432,719,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,964,B,1,0,B,0,0,0,0,12,97,11,0,0,57,33,210,0,39,249,414,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,965,B,1,0,B,0,0,0,0,14,74,5,0,0,51,46,190,1,17,208,326,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,966,B,1,0,B,0,0,0,0,20,67,5,0,0,88,72,252,1,49,302,595,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,967,B,1,0,B,0,0,0,0,13,85,3,0,0,71,50,222,0,24,246,445,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,967,C,1,0,C01,0,0,0,0,10,81,4,0,0,82,40,217,0,17,234,444,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,967,E,1,0,E01,0,0,0,0,47,84,1,0,0,85,54,271,0,47,318,552,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,968,B,1,0,B,0,0,0,0,7,39,0,0,0,5,32,83,0,11,94,159,Grupo de recuento,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,969,B,1,0,B,0,0,0,0,15,94,6,0,0,39,35,189,0,19,208,311,Acta casilla,,,
4,13,HIDALGO,1,ZIMAPAN,48,PISAFLORES,970,B,1,0,B,0,0,0,0,7,188,9,0,0,102,66,372,0,38,410,590,Acta casilla,,,
