CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAH,C_PAN_PRI_PRD,C_MORENA_NAH,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,588,C,1,0,C01,0,0,0,0,69,36,11,0,0,7,68,191,1,15,207,406,Grupo de recuento,,,
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,589,B,1,0,B,0,0,0,0,71,22,9,0,0,12,121,235,0,25,260,519,Acta casilla,,,
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,590,B,1,0,B,0,0,0,0,83,14,13,0,0,36,148,294,0,13,307,564,Acta casilla,,,
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,590,C,1,0,C01,0,0,0,0,114,16,12,0,0,17,153,312,1,11,324,563,Acta casilla,,,
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,591,B,1,0,B,0,0,0,0,31,13,5,0,0,23,114,186,3,9,198,383,Acta casilla,,,
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,591,C,1,0,C01,0,0,0,0,29,20,5,0,0,23,146,223,1,18,242,383,Acta casilla,,,
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,592,B,1,0,B,0,0,0,0,139,31,12,0,0,11,116,309,0,29,338,550,Grupo de recuento,,,
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,B,1,0,B,0,0,0,0,84,24,15,0,0,43,224,390,2,43,435,732,Acta casilla,,,
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,C,1,0,C01,0,0,0,0,62,22,17,0,0,50,225,376,0,24,400,732,Grupo de recuento,,,
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,C,2,0,C02,0,0,0,0,82,14,22,0,0,30,229,377,0,24,401,732,Acta casilla,,,
4,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,E,1,0,E01,0,0,0,0,46,20,8,0,0,31,129,234,0,14,248,436,Acta casilla,,,
