CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_LOCAL,DEMARCACION_LOCAL,TIPO_DE_ELECCION,NOMBRE_PARTICIPANTE,NUMERO_LISTA,PERSONA_CANDIDATA,IDENTIDAD_SEXO_GENERICA,ACCION_AFIRMATIVA,RUTA_CONSTANCIA,PARTIDO_POLITICO
2,19,NUEVO LEON,,,33,LAMPAZOS DE NARANJO,,,PRES_MUN,PAN_PRI_PRD,1,ADRIANA DEYANIRA MARTINEZ ZUÑIGA,2,,,PAN
2,19,NUEVO LEON,,,33,LAMPAZOS DE NARANJO,,,REG_MR,PAN_PRI_PRD,1,ALMA LIDIA HERNANDEZ HUERTA,2,,,PAN
2,19,NUEVO LEON,,,33,LAMPAZOS DE NARANJO,,,REG_MR,PAN_PRI_PRD,2,YESSICA PEREZ MENDOZA,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,33,LAMPAZOS DE NARANJO,,,REG_MR,PAN_PRI_PRD,3,HONORIO AGUIRRE VELIZ,1,,,PAN
2,19,NUEVO LEON,,,33,LAMPAZOS DE NARANJO,,,REG_MR,PAN_PRI_PRD,4,LUZ ELENA FLORES TOVAR,2,,,PRI
2,19,NUEVO LEON,,,33,LAMPAZOS DE NARANJO,,,SIND_MR,PAN_PRI_PRD,1,JUAN FRANCISCO FERNANDEZ ISLAS,1,,,PAN
2,19,NUEVO LEON,,,34,LINARES,,,PRES_MUN,PVEM_MORENA,1,GERARDO GUZMAN GONZALEZ,1,,,MORENA
2,19,NUEVO LEON,,,34,LINARES,,,REG_MR,PVEM_MORENA,1,KARLA ESTRELLA DIAZ GARCIA,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,34,LINARES,,,REG_MR,PVEM_MORENA,2,JOSE GUADALUPE ALVAREZ VALDEZ,1,,,MORENA
2,19,NUEVO LEON,,,34,LINARES,,,REG_MR,PVEM_MORENA,3,MARIA MAGDALENA DE LA CERDA MOLINA,2,,,PVEM
2,19,NUEVO LEON,,,34,LINARES,,,REG_MR,PVEM_MORENA,4,ARMANDO GARZA KARR,1,,,PVEM
2,19,NUEVO LEON,,,34,LINARES,,,REG_MR,PVEM_MORENA,5,DANIELA GUADALUPE BARRIENTOS GARZA,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,34,LINARES,,,REG_MR,PVEM_MORENA,6,ANTONIO SERNA ALVAREZ,1,,,MORENA
2,19,NUEVO LEON,,,34,LINARES,,,REG_MR,PVEM_MORENA,7,BLANCA LETICIA CAVAZOS GARCIA,2,,,MORENA
2,19,NUEVO LEON,,,34,LINARES,,,SIND_MR,PVEM_MORENA,1,ELIZABETH DE LOS ANGELES SANCHEZ IBARRA,2,,,MORENA
2,19,NUEVO LEON,,,34,LINARES,,,SIND_MR,PVEM_MORENA,2,IRINEO CORTES ALDAPE,1,,,MORENA
2,19,NUEVO LEON,,,35,MARIN,,,PRES_MUN,PVEM_MORENA,1,JUAN CARLOS ROSALES HERRERA,1,,,PVEM
2,19,NUEVO LEON,,,35,MARIN,,,REG_MR,PVEM_MORENA,1,CLAUDIA NAYBETH GARZA PACHECO,2,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
2,19,NUEVO LEON,,,35,MARIN,,,REG_MR,PVEM_MORENA,2,ROBERTO CABRERA MARTINEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
2,19,NUEVO LEON,,,35,MARIN,,,REG_MR,PVEM_MORENA,3,PAOLA ANILUU REBOLLO GONZALEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,35,MARIN,,,REG_MR,PVEM_MORENA,4,FAUSTINO CRUZ CASTILLO,1,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,35,MARIN,,,SIND_MR,PVEM_MORENA,1,ROSA ISELA MORALES GONZALEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
2,19,NUEVO LEON,,,36,MELCHOR OCAMPO,,,PRES_MUN,PT,1,OMAR RAMOS GARCIA,1,,,PT
2,19,NUEVO LEON,,,36,MELCHOR OCAMPO,,,REG_MR,PT,1,NANCY DANELY RAMIREZ VAZQUEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PT
2,19,NUEVO LEON,,,36,MELCHOR OCAMPO,,,REG_MR,PT,2,MARGARITO ZAMARRIPA PEÑA,1,,,PT
2,19,NUEVO LEON,,,36,MELCHOR OCAMPO,,,REG_MR,PT,3,FELIPA NOEMI TOSCANO ESPINOZA,2,,,PT
2,19,NUEVO LEON,,,36,MELCHOR OCAMPO,,,REG_MR,PT,4,ISAIAS RAMOS RAMOS,1,CANDIDATURAS DE PERSONAS JOVENES,,PT
2,19,NUEVO LEON,,,36,MELCHOR OCAMPO,,,SIND_MR,PT,1,GABRIELA ALEJANDRA PEREZ GONZALEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PT
2,19,NUEVO LEON,,,37,MIER Y NORIEGA,,,PRES_MUN,PVEM_MORENA,1,FIDENCIO GERARDO ZAVALA GONZALEZ,1,,,PVEM
2,19,NUEVO LEON,,,37,MIER Y NORIEGA,,,REG_MR,PVEM_MORENA,1,MARIA DE LOS ANGELES MONTELONGO ESTRADA,2,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
2,19,NUEVO LEON,,,37,MIER Y NORIEGA,,,REG_MR,PVEM_MORENA,2,JOSUE MISAEL TORRES TELLO,1,,,PVEM
2,19,NUEVO LEON,,,37,MIER Y NORIEGA,,,REG_MR,PVEM_MORENA,3,VIRGINIA MENDOZA MENDOZA,2,,,MORENA
2,19,NUEVO LEON,,,37,MIER Y NORIEGA,,,REG_MR,PVEM_MORENA,4,DAVID ORTIZ SAUCEDA,1,,,MORENA
2,19,NUEVO LEON,,,37,MIER Y NORIEGA,,,SIND_MR,PVEM_MORENA,1,SULIQUEY HERNANDEZ ALVAREZ,2,,,PVEM
2,19,NUEVO LEON,,,38,MINA,,,PRES_MUN,MC,1,EDGAR CANDELARIO MOLINA ELIZONDO,1,,,MC
2,19,NUEVO LEON,,,38,MINA,,,REG_MR,MC,1,KARINA PATRICIA CISNEROS URBINA,2,,,MC
2,19,NUEVO LEON,,,38,MINA,,,REG_MR,MC,2,JUAN ANGEL AGUILAR GARZA,1,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,38,MINA,,,REG_MR,MC,3,MARTHA PATRICIA HIPOLITO HUERTA,2,,,MC
2,19,NUEVO LEON,,,38,MINA,,,REG_MR,MC,4,BACILIO GARCIA HERNANDEZ,1,,,MC
2,19,NUEVO LEON,,,38,MINA,,,SIND_MR,MC,1,PERLA CECILIA RODRIGUEZ FLORES,2,,,MC
2,19,NUEVO LEON,,,39,MONTEMORELOS,,,PRES_MUN,PAN_PRI_PRD,1,MIGUEL ANGEL SALAZAR RANGEL,1,,,PRI
2,19,NUEVO LEON,,,39,MONTEMORELOS,,,REG_MR,PAN_PRI_PRD,1,LUISA FERNANDA LIZAOLA MARTINEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,39,MONTEMORELOS,,,REG_MR,PAN_PRI_PRD,2,RICARDO REYES FLORES,1,,,PRI
2,19,NUEVO LEON,,,39,MONTEMORELOS,,,REG_MR,PAN_PRI_PRD,3,YARETZY DEL CARMEN BRISEÑO CAÑAMAR,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,39,MONTEMORELOS,,,REG_MR,PAN_PRI_PRD,4,JAIME MANCILLAS ZAMORA,1,,,PRI
2,19,NUEVO LEON,,,39,MONTEMORELOS,,,REG_MR,PAN_PRI_PRD,5,LYNDA MARISOL DIAZ GARCIA,2,,,PRI
2,19,NUEVO LEON,,,39,MONTEMORELOS,,,REG_MR,PAN_PRI_PRD,6,JESUS ALBERTO ANCER CHAPA,1,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,39,MONTEMORELOS,,,REG_MR,PAN_PRI_PRD,7,SANDRA PATRICIA GALLARDO BENAVIDES,2,,,PAN
2,19,NUEVO LEON,,,39,MONTEMORELOS,,,SIND_MR,PAN_PRI_PRD,1,FERNANDO DANIEL TORRES SANCHEZ,1,,,PRI
2,19,NUEVO LEON,,,39,MONTEMORELOS,,,SIND_MR,PAN_PRI_PRD,2,ANA LEONOR CORREA GARCIA,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,40,MONTERREY,,,PRES_MUN,PAN_PRI_PRD,1,ADRIAN EMILIO DE LA GARZA SANTOS,1,,,PRI
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,1,ROSA OFELIA CORONADO FLORES,2,,,PRI
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,2,TOMAS DAVID MACIAS CANALES,1,,,PRI
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,3,MAYELA MARIA DE LOURDES QUIROGA TAMEZ,2,,,PRI
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,4,ALVARO FLORES PALOMO,1,,,PRI
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,5,MARIA CRISTINA MUÑOZ RIOS,2,,,PRI
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,6,MENTOR TIJERINA GUERRA,1,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,7,MARCELA CAVAZOS GUAJARDO SOLIS,2,,,PRI
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,8,MATIAS GARCIA GARATE,1,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,9,ADRIANA PAOLA CORONADO RAMIREZ,2,,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,10,MARCO ANTONIO VEGA NORIEGA,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,11,MADAY FRINEE CANTU CANTU,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,12,FRANCISCO JAVIER CANTU TORRES,1,,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,13,DIANA ESPERANZA GAMEZ GARZA,2,,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,14,MARIO ALBERTO RODRIGUEZ PLATAS,1,CANDIDATURAS INDIGENAS,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,15,KARLA AURORA ROMERO GARCIA,2,,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,16,EUGENIO SILVA ALVAREZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,17,AGLAEE IDALIA SANCHEZ VALDEZ,2,,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,REG_MR,PAN_PRI_PRD,18,ALIBER RODRIGUEZ GARZA,1,,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,SIND_MR,PAN_PRI_PRD,1,BLANCA PAOLA CONTRERAS TORRES,2,,,PAN
2,19,NUEVO LEON,,,40,MONTERREY,,,SIND_MR,PAN_PRI_PRD,2,LUIS CARLOS TREVIÑO BERCHELMANN,1,,,PRI
2,19,NUEVO LEON,,,41,PARAS,,,PRES_MUN,PAN,1,ANA IZA OLIVEIRA TREVIÑO,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,41,PARAS,,,REG_MR,PAN,1,DANIEL RESENDEZ VILLARREAL,1,,,PAN
2,19,NUEVO LEON,,,41,PARAS,,,REG_MR,PAN,2,BERTHA ALICIA GARZA GARCIA,2,,,PAN
2,19,NUEVO LEON,,,41,PARAS,,,REG_MR,PAN,3,JOSE OMAR FLORES SANCHEZ,1,,,PAN
2,19,NUEVO LEON,,,41,PARAS,,,REG_MR,PAN,4,MARIA JULIA PEREZ LANDA,2,,,PAN
2,19,NUEVO LEON,,,41,PARAS,,,SIND_MR,PAN,1,ROLANDO HERNANDEZ FLORES,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,42,PESQUERIA,,,PRES_MUN,MC,1,FRANCISCO ESQUIVEL GARZA,1,,,MC
2,19,NUEVO LEON,,,42,PESQUERIA,,,REG_MR,MC,1,GUADALUPE LORENA GARCIA REYES,2,,,MC
2,19,NUEVO LEON,,,42,PESQUERIA,,,REG_MR,MC,2,JESUS OSCAR GONZALEZ GUAJARDO,1,,,MC
2,19,NUEVO LEON,,,42,PESQUERIA,,,REG_MR,MC,3,ORALIA CLARIBEL GONZALEZ ROSAS,2,,,MC
2,19,NUEVO LEON,,,42,PESQUERIA,,,REG_MR,MC,4,DIEGO ARMANDO BERRONES BRIONES,1,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,42,PESQUERIA,,,REG_MR,MC,5,MARCELA ELIZABETH ROJAS MORON,2,,,MC
2,19,NUEVO LEON,,,42,PESQUERIA,,,REG_MR,MC,6,LUIS ROBERTO VILLARREAL ONDARZA,1,,,MC
2,19,NUEVO LEON,,,42,PESQUERIA,,,REG_MR,MC,7,MARIA DOLORES MARTINEZ MARTINEZ,2,CANDIDATURAS INDIGENAS,,MC
2,19,NUEVO LEON,,,42,PESQUERIA,,,REG_MR,MC,8,ROSENDO DANIEL GARZA PEREZ,1,,,MC
2,19,NUEVO LEON,,,42,PESQUERIA,,,SIND_MR,MC,1,MARIA GRISELDA RODRIGUEZ GARZA,2,,,MC
2,19,NUEVO LEON,,,42,PESQUERIA,,,SIND_MR,MC,2,JAVIER ISRAEL DIAZ ESQUIVEL,1,,,MC
2,19,NUEVO LEON,,,43,LOS RAMONES,,,PRES_MUN,PAN_PRI_PRD,1,DELIA LIZETH LEAL RIOS,2,,,PAN
2,19,NUEVO LEON,,,43,LOS RAMONES,,,REG_MR,PAN_PRI_PRD,1,MANUEL HINOJOSA GARZA,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,43,LOS RAMONES,,,REG_MR,PAN_PRI_PRD,2,NOELIA VILLARREAL FLORES,2,,,PAN
2,19,NUEVO LEON,,,43,LOS RAMONES,,,REG_MR,PAN_PRI_PRD,3,VICTOR GARCIA REYES,1,,,PRI
2,19,NUEVO LEON,,,43,LOS RAMONES,,,REG_MR,PAN_PRI_PRD,4,SILVERIA IVONNE GARZA GARZA,2,,,PRD
2,19,NUEVO LEON,,,43,LOS RAMONES,,,SIND_MR,PAN_PRI_PRD,1,ISABEL CHAVEZ GARCIA,1,,,PAN
2,19,NUEVO LEON,,,44,RAYONES,,,PRES_MUN,PAN_PRI_PRD,1,ROLANDO MONTOYA DEL BOSQUE,1,,,PAN
2,19,NUEVO LEON,,,44,RAYONES,,,REG_MR,PAN_PRI_PRD,1,YADIRA LISBET ESPINOSA DELGADILLO,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,44,RAYONES,,,REG_MR,PAN_PRI_PRD,2,FRANCISCO JAVIER PADILLA GUERRERO,1,,,PAN
2,19,NUEVO LEON,,,44,RAYONES,,,REG_MR,PAN_PRI_PRD,3,BRENDA NATALY CASAS RAMOS,2,,,PAN
2,19,NUEVO LEON,,,44,RAYONES,,,REG_MR,PAN_PRI_PRD,4,JOSE DE JESUS GUTIERREZ BELTRAN,1,,,PRI
2,19,NUEVO LEON,,,44,RAYONES,,,SIND_MR,PAN_PRI_PRD,1,SILVIA MARIA GARCIA SALAZAR,2,,,PAN
2,19,NUEVO LEON,,,45,SABINAS HIDALGO,,,PRES_MUN,PAN_PRI_PRD,1,DANIEL OMAR GONZALEZ GARZA,1,,,PAN
2,19,NUEVO LEON,,,45,SABINAS HIDALGO,,,REG_MR,PAN_PRI_PRD,1,YAZMIN ERIKA ACEVEDO CANTU,2,,,PAN
2,19,NUEVO LEON,,,45,SABINAS HIDALGO,,,REG_MR,PAN_PRI_PRD,2,BENITO OMAR RODRIGUEZ SALINAS,1,,,PAN
2,19,NUEVO LEON,,,45,SABINAS HIDALGO,,,REG_MR,PAN_PRI_PRD,3,KARLA PATRICIA VILLARREAL VARA,2,,,PAN
2,19,NUEVO LEON,,,45,SABINAS HIDALGO,,,REG_MR,PAN_PRI_PRD,4,JESUS ANGEL PEREZ MENDEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,45,SABINAS HIDALGO,,,REG_MR,PAN_PRI_PRD,5,BELEN GONZALEZ JASSO,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,45,SABINAS HIDALGO,,,REG_MR,PAN_PRI_PRD,6,JESUS ANGEL SANTOS GONZALEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PRD
2,19,NUEVO LEON,,,45,SABINAS HIDALGO,,,SIND_MR,PAN_PRI_PRD,1,LETICIA AIDA CASTELLANO VILLARREAL,2,,,PAN
2,19,NUEVO LEON,,,45,SABINAS HIDALGO,,,SIND_MR,PAN_PRI_PRD,2,CARLOS DANIEL GARCIA SOLIS,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,46,SALINAS VICTORIA,,,PRES_MUN,MC,1,RAUL CANTU DE LA GARZA,1,,,MC
2,19,NUEVO LEON,,,46,SALINAS VICTORIA,,,REG_MR,MC,1,GLORIA IVONE FLORES CASTILLO,2,,,MC
2,19,NUEVO LEON,,,46,SALINAS VICTORIA,,,REG_MR,MC,2,NOE VILLARREAL LOZANO,1,,,MC
2,19,NUEVO LEON,,,46,SALINAS VICTORIA,,,REG_MR,MC,3,CRISANTA GARCIA GARZA,2,,,MC
2,19,NUEVO LEON,,,46,SALINAS VICTORIA,,,REG_MR,MC,4,FERNANDO GARCIA MEDEREZ,1,,,MC
2,19,NUEVO LEON,,,46,SALINAS VICTORIA,,,REG_MR,MC,5,ANA CRISTINA LOZANO CISNEROS,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,46,SALINAS VICTORIA,,,REG_MR,MC,6,JOSE JUAN GARCIA LOPEZ,1,,,MC
2,19,NUEVO LEON,,,46,SALINAS VICTORIA,,,REG_MR,MC,7,TERESITA URQUIZA HUERTA,2,CANDIDATURAS INDIGENAS,,MC
2,19,NUEVO LEON,,,46,SALINAS VICTORIA,,,SIND_MR,MC,1,SERGIO ARTURO TORRES SEGOVIA,1,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,MC
2,19,NUEVO LEON,,,46,SALINAS VICTORIA,,,SIND_MR,MC,2,SANDRA CECILIA ESCOBEDO GUAJARDO,2,,,MC
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,PRES_MUN,PAN,1,DANIEL CARRILLO MARTINEZ,1,,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,1,CELINA DEL CARMEN HERNANDEZ GARZA,2,,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,2,RICARDO CONDELLE GOMEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,3,CRISTHELA DEYANIRA MEDELLIN GARCIA,2,,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,4,JARED ISRAEL MONCADA DE LA ROSA,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,5,NORMA PATRICIA THERIOT GIRON,2,,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,6,JESUS LOZADA GONZALEZ,1,,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,7,CAROLINA ELIZABETH CELIA CASTILLO,2,,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,8,OMAR ORLANDO PEREZ ORTEGA,1,,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,9,CAMILA CITLALLI HINOJOSA JUAREZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,10,EDUARDO TORRES PEREZ,1,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,REG_MR,PAN,11,DORA ALICIA CABRAL URIBE,2,,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,SIND_MR,PAN,1,LINDA FELICIDAD VILLARREAL CANTU,2,,,PAN
2,19,NUEVO LEON,,,47,SAN NICOLAS DE LOS GARZA,,,SIND_MR,PAN,2,JULIO CESAR ALVAREZ GONZALEZ,1,,,PAN
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,PRES_MUN,MC,1,JESUS ANGEL NAVA RIVERA,1,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,REG_MR,MC,1,MARIANA GALLEGOS SANDOVAL,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,REG_MR,MC,2,ALEJANDRO MEDRANO GARCIA,1,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,REG_MR,MC,3,CLAUDIA AZUCENA ALVAREZ GAONA,2,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,REG_MR,MC,4,ABRAHAM RODRIGUEZ MORENO,1,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,REG_MR,MC,5,SANTA MONICA AVILA VAZQUEZ,2,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,REG_MR,MC,6,LUIS ANTONIO PINALES JIMENEZ,1,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,REG_MR,MC,7,ELIZABETH PERCHES CORONADO,2,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,REG_MR,MC,8,MARCELO SIMENTAL GARCIA,1,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,REG_MR,MC,9,MARIA DEL SOCORRO ESCAMILLA RODRIGUEZ,2,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,REG_MR,MC,10,ABIEL ALEJANDRO NAÑEZ BADILLO,1,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,SIND_MR,MC,1,CARLOS ADRIAN HERNANDEZ BAHENA,1,,,MC
2,19,NUEVO LEON,,,48,SANTA CATARINA,,,SIND_MR,MC,2,KARINA MEDINA PERALES,2,,,MC
2,19,NUEVO LEON,,,49,SANTIAGO,,,PRES_MUN,PAN_PRI_PRD,1,DAVID DE LA PEÑA MARROQUIN,1,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,49,SANTIAGO,,,REG_MR,PAN_PRI_PRD,1,ALEJANDRA ABIGAIL FLORES PEÑA,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,49,SANTIAGO,,,REG_MR,PAN_PRI_PRD,2,RAFAEL ALMAGUER DE LA PEÑA,1,,,PRI
2,19,NUEVO LEON,,,49,SANTIAGO,,,REG_MR,PAN_PRI_PRD,3,JANETTE SECEÑAS GARZA,2,,,PRI
2,19,NUEVO LEON,,,49,SANTIAGO,,,REG_MR,PAN_PRI_PRD,4,GERARDO MONTEMAYOR RODRIGUEZ,1,,,PRI
2,19,NUEVO LEON,,,49,SANTIAGO,,,REG_MR,PAN_PRI_PRD,5,INGRID LIZETH MENDOZA DORIA,2,,,PRI
2,19,NUEVO LEON,,,49,SANTIAGO,,,REG_MR,PAN_PRI_PRD,6,JESUS ANTONIO BELTRAN URBINA,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,49,SANTIAGO,,,SIND_MR,PAN_PRI_PRD,1,YNGRID EUGENIA SUCHOWITZKI TOBA,2,,,PAN
2,19,NUEVO LEON,,,49,SANTIAGO,,,SIND_MR,PAN_PRI_PRD,2,ERICK RAFAEL BARBOSA ALANIS,1,,,PAN
2,19,NUEVO LEON,,,50,VALLECILLO,,,PRES_MUN,PT,1,ERASMO SERNA VAZQUEZ,1,,,PT
2,19,NUEVO LEON,,,50,VALLECILLO,,,REG_MR,PT,1,MARGARITA VERA PEREZ,2,,,PT
2,19,NUEVO LEON,,,50,VALLECILLO,,,REG_MR,PT,2,ARNULFO DE LEON MARTINEZ,1,,,PT
2,19,NUEVO LEON,,,50,VALLECILLO,,,REG_MR,PT,3,MARIELY VILLARREAL GARZA,2,,,PT
2,19,NUEVO LEON,,,50,VALLECILLO,,,REG_MR,PT,4,MARCOS CABRERA SANCHEZ,1,,,PT
2,19,NUEVO LEON,,,50,VALLECILLO,,,SIND_MR,PT,1,SILVIA EDITH GUTIERREZ LOPEZ,2,,,PT
2,19,NUEVO LEON,,,51,VILLALDAMA,,,PRES_MUN,MC,1,LUIS EDUARDO SEPULVEDA DE LEON,1,,,MC
2,19,NUEVO LEON,,,51,VILLALDAMA,,,REG_MR,MC,1,MARIA DEL ROSARIO FLORES ORTEGON,2,,,MC
2,19,NUEVO LEON,,,51,VILLALDAMA,,,REG_MR,MC,2,EDUARDO VILLARREAL HERNANDEZ,1,,,MC
2,19,NUEVO LEON,,,51,VILLALDAMA,,,REG_MR,MC,3,SONIA DE LEON DOMINGUEZ,2,,,MC
2,19,NUEVO LEON,,,51,VILLALDAMA,,,REG_MR,MC,4,CRESCENCIO ESQUEDA RODRIGUEZ,1,,,MC
2,19,NUEVO LEON,,,51,VILLALDAMA,,,SIND_MR,MC,1,ANA MERCEDES ROCHA ESPARZA,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,1,ABASOLO,,,REG_RP,MORENA,1,YOLANDA GUERRERO PADRON,2,,,MORENA
2,19,NUEVO LEON,,,1,ABASOLO,,,REG_RP,PT,1,MARGARITA OLIVARES VILLARREAL,2,,,PT
2,19,NUEVO LEON,,,2,AGUALEGUAS,,,REG_RP,MC,1,GORGONIO MALDONADO MOLINA,1,,,MC
2,19,NUEVO LEON,,,2,AGUALEGUAS,,,REG_RP,MC,1,SANDRA NELLY GUAJARDO CANTU,2,,,MC
2,19,NUEVO LEON,,,3,LOS ALDAMAS,,,REG_RP,MC,1,MAGDALENA BENITEZ MARROQUIN,2,,,MC
2,19,NUEVO LEON,,,3,LOS ALDAMAS,,,REG_RP,MC,1,LISANDRO MARTINEZ GONZALEZ,1,,,MC
2,19,NUEVO LEON,,,4,ALLENDE,,,REG_RP,MC,1,RAMIRO CARDENAS TREVIÑO,1,,,MC
