CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_LOCAL,DEMARCACION_LOCAL,TIPO_DE_ELECCION,NOMBRE_PARTICIPANTE,NUMERO_LISTA,PERSONA_CANDIDATA,IDENTIDAD_SEXO_GENERICA,ACCION_AFIRMATIVA,RUTA_CONSTANCIA,PARTIDO_POLITICO
2,19,NUEVO LEON,,,13,CHINA,,,REG_MR,PVEM,4,FABIAN ARMANDO GARCIA BAUTISTA,1,,,PVEM
2,19,NUEVO LEON,,,13,CHINA,,,SIND_MR,PVEM,1,MARIELA PEREZ RODRIGUEZ,2,,,PVEM
2,19,NUEVO LEON,,,14,DR. ARROYO,,,PRES_MUN,PRI,1,JUAN JOSE VARGAS ROSALES,1,,,PRI
2,19,NUEVO LEON,,,14,DR. ARROYO,,,REG_MR,PRI,1,PATRICIA FERNANDA MARTINEZ NAVA,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,14,DR. ARROYO,,,REG_MR,PRI,2,J. GUADALUPE SALAZAR DUARTE,1,,,PRI
2,19,NUEVO LEON,,,14,DR. ARROYO,,,REG_MR,PRI,3,IRMA PEREZ TORRES,2,,,PRI
2,19,NUEVO LEON,,,14,DR. ARROYO,,,REG_MR,PRI,4,JORGE ALBERTO MENDEZ GARCIA,1,,,PRI
2,19,NUEVO LEON,,,14,DR. ARROYO,,,REG_MR,PRI,5,ESTEFANY LISSET RODRIGUEZ GALVAN,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,14,DR. ARROYO,,,REG_MR,PRI,6,J. CATARINO ALVARADO CAMARILLO,1,,,PRI
2,19,NUEVO LEON,,,14,DR. ARROYO,,,SIND_MR,PRI,1,MA. DE JESUS MARTINEZ CASTILLO,2,,,PRI
2,19,NUEVO LEON,,,14,DR. ARROYO,,,SIND_MR,PRI,2,FRANCISCO JAVIER MENDOZA CERDA,1,,,PRI
2,19,NUEVO LEON,,,15,DR. COSS,,,PRES_MUN,MC,1,JOSE GUADALUPE RIOS RIOS,1,,,MC
2,19,NUEVO LEON,,,15,DR. COSS,,,REG_MR,MC,1,MARIA DEL ROSARIO TRIGO SALINAS,2,,,MC
2,19,NUEVO LEON,,,15,DR. COSS,,,REG_MR,MC,2,PABLO GUADALUPE SOLIS GARZA,1,,,MC
2,19,NUEVO LEON,,,15,DR. COSS,,,REG_MR,MC,3,NANCY SOLIS OLIVERA,2,,,MC
2,19,NUEVO LEON,,,15,DR. COSS,,,REG_MR,MC,4,PEDRO TREVIÑO SALINAS,1,,,MC
2,19,NUEVO LEON,,,15,DR. COSS,,,SIND_MR,MC,1,DIANA MARGARITA ORTIZ RANGEL,2,,,MC
2,19,NUEVO LEON,,,16,DR. GONZALEZ,,,PRES_MUN,PRI,1,ALEJANDRO GONZALEZ TREVIÑO,1,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,16,DR. GONZALEZ,,,REG_MR,PRI,1,YESSICA YAMILE GARZA LOMAS,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,16,DR. GONZALEZ,,,REG_MR,PRI,2,ELIAS RUBEN SALAZAR OLIVO,1,,,PRI
2,19,NUEVO LEON,,,16,DR. GONZALEZ,,,REG_MR,PRI,3,VIDIMARA GUADALUPE GONZALEZ PEÑA,2,,,PRI
2,19,NUEVO LEON,,,16,DR. GONZALEZ,,,REG_MR,PRI,4,RAUL RODRIGUEZ MENDOZA,1,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,16,DR. GONZALEZ,,,SIND_MR,PRI,1,MARIA GUADALUPE GARZA GENERA,2,,,PRI
2,19,NUEVO LEON,,,17,GALEANA,,,PRES_MUN,PAN_PRI_PRD,1,ALEJANDRA RAMIREZ DIAZ,2,,,PRI
2,19,NUEVO LEON,,,17,GALEANA,,,REG_MR,PAN_PRI_PRD,1,OSCAR CARDENAS CASTILLO,1,,,PRI
2,19,NUEVO LEON,,,17,GALEANA,,,REG_MR,PAN_PRI_PRD,2,NUBIA RUTH CARMONA SOLIS,2,,,PRI
2,19,NUEVO LEON,,,17,GALEANA,,,REG_MR,PAN_PRI_PRD,3,FRANCISCO VELAZQUEZ GAMEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,17,GALEANA,,,REG_MR,PAN_PRI_PRD,4,FRANCISCA ARACELI ALEJANDRO LOPEZ,2,,,PRI
2,19,NUEVO LEON,,,17,GALEANA,,,REG_MR,PAN_PRI_PRD,5,CUAUHTEMOC ITURBE OROZCO,1,,,PRI
2,19,NUEVO LEON,,,17,GALEANA,,,REG_MR,PAN_PRI_PRD,6,MARTHA RAQUEL BERNAL FLORES,2,,,PRI
2,19,NUEVO LEON,,,17,GALEANA,,,SIND_MR,PAN_PRI_PRD,1,BRISSA LIZANDRA GAMEZ LOPEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,17,GALEANA,,,SIND_MR,PAN_PRI_PRD,2,ANGEL FRANCISCO SANCHEZ ALMANZA,1,,,PRI
2,19,NUEVO LEON,,,18,GARCIA,,,PRES_MUN,MORENA,1,MANUEL GUERRA CAVAZOS,1,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,REG_MR,MORENA,1,MA. DE JESUS LUNA RUIZ,2,,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,REG_MR,MORENA,2,JUAN ANGEL ARRIAGA CERDA,1,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,REG_MR,MORENA,3,GABRIELA IVONNE MORENO NUÑEZ,2,,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,REG_MR,MORENA,4,JOSE MARIO CERVANTES VELAZQUEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,REG_MR,MORENA,5,ANDREA SOFIA ALMARAZ TREVIÑO,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,REG_MR,MORENA,6,LUIS LAURO HERRERA BERNAL,1,,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,REG_MR,MORENA,7,ALEJANDRA CRUZ SANCHEZ,2,,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,REG_MR,MORENA,8,ROBERTO ESCAMILLA GARCIA,1,,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,REG_MR,MORENA,9,TANIA CECILIA VANESA CONTRERAS CERDA,2,CANDIDATURAS INDIGENAS,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,REG_MR,MORENA,10,LIBERIO PORFIRIO HERNANDEZ,1,CANDIDATURAS INDIGENAS,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,SIND_MR,MORENA,1,CECILIA OCHOA ARAUJO,2,,,MORENA
2,19,NUEVO LEON,,,18,GARCIA,,,SIND_MR,MORENA,2,ARTURO DE JESUS TOVAR MATA,1,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,PRES_MUN,PAN,1,MAURICIO FERNANDEZ GARZA,1,,,PAN
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,REG_MR,PAN,1,CARMINA CANTU TREVIÑO,2,,,PAN
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,REG_MR,PAN,2,ALEJANDRO JAVIER RODRIGUEZ MIECHIELSEN,1,,,PAN
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,REG_MR,PAN,3,GILDA GABRIELA GUAJARDO GARZA,2,,,PAN
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,REG_MR,PAN,4,EUGENIO ROUX SUAREZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,REG_MR,PAN,5,ANA LUISA GONZALEZ MAIZ,2,,,PAN
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,REG_MR,PAN,6,JOSE MIGUEL CHAVEZ GOMEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,REG_MR,PAN,7,MARIANA ZUÑIGA ROMERO,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,REG_MR,PAN,8,ADRIAN MARCOS DIECK,1,,,PAN
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,SIND_MR,PAN,1,SOFIA LORENA LEAL HERRERA,2,,,PAN
2,19,NUEVO LEON,,,19,SAN PEDRO GARZA GARCIA,,,SIND_MR,PAN,2,JOSE MANUEL GUAJARDO CANALES,1,,,PAN
2,19,NUEVO LEON,,,20,GRAL. BRAVO,,,PRES_MUN,PAN,1,PATRICIA FRINEE CANTU GARZA,2,,,PAN
2,19,NUEVO LEON,,,20,GRAL. BRAVO,,,REG_MR,PAN,1,JESUS ARIEL GONZALEZ GUAJARDO,1,,,PAN
2,19,NUEVO LEON,,,20,GRAL. BRAVO,,,REG_MR,PAN,2,BLANCA MARIBELA GARZA RODRIGUEZ,2,,,PAN
2,19,NUEVO LEON,,,20,GRAL. BRAVO,,,REG_MR,PAN,3,LAZARO GONZALEZ RODRIGUEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,20,GRAL. BRAVO,,,REG_MR,PAN,4,SONIA BERENICE HERNANDEZ SANCHEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,20,GRAL. BRAVO,,,SIND_MR,PAN,1,JOSE ALEJANDRO TAMEZ CANTU,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,PRES_MUN,PVEM_MORENA,1,ANDRES CONCEPCION MIJES LLOVERA,1,,,MORENA
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,1,ELVIRA MAYA CRUZ,2,CANDIDATURAS INDIGENAS,,MORENA
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,2,FRANCISCO JAVIER HERNANDEZ HIPOLITO,1,CANDIDATURAS DE DISCAPACIDAD,,MORENA
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,3,MARIA ELENA VILLARREAL NUÑEZ,2,,,PVEM
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,4,JUAN SALAS LUNA,1,,,PVEM
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,5,MARIA DE LOS ANGELES JUAREZ GODINA,2,,,MORENA
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,6,JESUS SANCHEZ ORTEGA,1,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,MORENA
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,7,MARIA DE LOS ANGELES GALLEGOS RODRIGUEZ,2,,,PVEM
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,8,JUAN FABRICIO CAZARES HERNANDEZ,1,,,PVEM
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,9,AMINE MONSERRAT NEVAREZ JOTHAR,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,10,IRVING LEDESMA GONZALEZ,1,,,MORENA
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,REG_MR,PVEM_MORENA,11,IVONNE NATALY MORENO ALANIS,2,,,PVEM
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,SIND_MR,PVEM_MORENA,1,LUISA FERNANDA ALANIS LEAL,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,21,GRAL. ESCOBEDO,,,SIND_MR,PVEM_MORENA,2,ANGEL MICHEL ALVARADO FONSECA,1,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,22,GRAL. TERAN,,,PRES_MUN,MC,1,DAVID JONATHAN SANCHEZ QUINTANILLA,1,,,MC
2,19,NUEVO LEON,,,22,GRAL. TERAN,,,REG_MR,MC,1,YOLANDA GONZALEZ RODRIGUEZ,2,,,MC
2,19,NUEVO LEON,,,22,GRAL. TERAN,,,REG_MR,MC,2,JOSE ANTONIO GUERRA RODRIGUEZ,1,,,MC
2,19,NUEVO LEON,,,22,GRAL. TERAN,,,REG_MR,MC,3,ARIADNA ALVAREZ LOPEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,22,GRAL. TERAN,,,REG_MR,MC,4,JOSE MARIA JARAMILLO SALAZAR,1,,,MC
2,19,NUEVO LEON,,,22,GRAL. TERAN,,,REG_MR,MC,5,LIZETH ALEJANDRA CUELLAR QUINTANILLA,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,22,GRAL. TERAN,,,REG_MR,MC,6,EDELMIRO JOSE LOZANO CANTU,1,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,22,GRAL. TERAN,,,SIND_MR,MC,1,MARIANA GONZALEZ MENDOZA,2,,,MC
2,19,NUEVO LEON,,,22,GRAL. TERAN,,,SIND_MR,MC,2,CIPRIANO DE OCHOA GALICIA,1,,,MC
2,19,NUEVO LEON,,,23,GRAL. TREVIÑO,,,PRES_MUN,PAN_PRI_PRD,1,MARIBEL HINOJOSA GARCIA,2,,,PAN
2,19,NUEVO LEON,,,23,GRAL. TREVIÑO,,,REG_MR,PAN_PRI_PRD,1,DAVID BRIONES ALVARADO,1,,,PAN
2,19,NUEVO LEON,,,23,GRAL. TREVIÑO,,,REG_MR,PAN_PRI_PRD,2,ERIKA MADRIGAL MARTINEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,23,GRAL. TREVIÑO,,,REG_MR,PAN_PRI_PRD,3,RODRIGO PALOMINO VILLARREAL,1,,,PAN
2,19,NUEVO LEON,,,23,GRAL. TREVIÑO,,,REG_MR,PAN_PRI_PRD,4,JOSEFINA SALINAS VELA,2,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,PRI
2,19,NUEVO LEON,,,23,GRAL. TREVIÑO,,,SIND_MR,PAN_PRI_PRD,1,ELISEO MADRIGAL GARZA,1,,,PAN
2,19,NUEVO LEON,,,24,GRAL. ZARAGOZA,,,PRES_MUN,ESO,1,JUDITH AMARANTA IBARRA RODRIGUEZ,2,,,ESO
2,19,NUEVO LEON,,,24,GRAL. ZARAGOZA,,,REG_MR,ESO,1,MARTHA ALICIA SOTO TORRES,2,,,ESO
2,19,NUEVO LEON,,,24,GRAL. ZARAGOZA,,,REG_MR,ESO,2,FAUSTO ROSALES RODRIGUEZ,1,,,ESO
2,19,NUEVO LEON,,,24,GRAL. ZARAGOZA,,,REG_MR,ESO,3,JENNIFER ANDREA SOTO SOLIS,2,CANDIDATURAS DE PERSONAS JOVENES,,ESO
2,19,NUEVO LEON,,,24,GRAL. ZARAGOZA,,,REG_MR,ESO,4,ALIVARDO BRIONES JARAMILLO,1,,,ESO
2,19,NUEVO LEON,,,24,GRAL. ZARAGOZA,,,SIND_MR,ESO,1,CLAUDIA CASTILLO SANTOY,2,,,ESO
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,PRES_MUN,MORENA,1,ELVA DEYANIRA MARTINEZ GONZALEZ,2,,,MORENA
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,REG_MR,MORENA,1,RAUL ALAN SEGOVIA NUÑEZ,1,,,MORENA
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,REG_MR,MORENA,2,ALEXIA LIZETH VEGA SOBREVILLA,2,,,MORENA
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,REG_MR,MORENA,3,OSCAR FERNANDO AYALA HINOJOSA,1,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,MORENA
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,REG_MR,MORENA,4,NELDA ISAMARY GALLEGOS VILLANUEVA,2,CANDIDATURAS INDIGENAS,,MORENA
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,REG_MR,MORENA,5,MANUEL DE JESUS EGUREN GARCIA,1,,,MORENA
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,REG_MR,MORENA,6,DORLY DEL SOCORRO VALLADARES LOPEZ,2,,,MORENA
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,REG_MR,MORENA,7,ANSELMO SANCHEZ ESQUIVEL,1,CANDIDATURAS DE DISCAPACIDAD,,MORENA
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,REG_MR,MORENA,8,DANIELA LIZETH GOMEZ VILLANUEVA,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,SIND_MR,MORENA,1,JESUS ALBERTO VEGA CASTILLO,1,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,25,GRAL. ZUAZUA,,,SIND_MR,MORENA,2,ANA LAURA HUERTA SOSA,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
2,19,NUEVO LEON,,,26,GUADALUPE,,,PRES_MUN,MC,1,HECTOR GARCIA GARCIA,1,,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,1,FLOR ESTHELA RUBIO TORRES,2,,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,2,RAUL RAMOS BETANCOURT,1,,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,3,MARIA MAYELA CHAPA TREVIÑO,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,4,JORGE ABRAHAM TORRES GONZALEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,5,MARIA FERNANDA CHAVANA YAÑEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,6,DAVID ANDRES ELIZONDO MUÑIZ,1,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,7,JESSICA JUDITH VARGAS RUIZ,2,,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,8,JOSE EDUARDO HERNANDEZ ZACCARO,1,,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,9,LILIANA BEATRIZ ALANIS DE LEON,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,10,VICTOR ISIDRO ESPARZA DE LA GARZA,1,,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,11,ILIANA MARLENNE VALDEZ ESPARZA,2,,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,12,ARTURO ALEJANDRO SALAZAR MARTINEZ,1,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,REG_MR,MC,13,MARIA DE JESUS HUERTA REA,2,,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,SIND_MR,MC,1,MAURICIO RENE LINARES LOPEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,26,GUADALUPE,,,SIND_MR,MC,2,CLARITZA ESTEFANIA DUARTE LUGO,2,,,MC
2,19,NUEVO LEON,,,27,LOS HERRERAS,,,PRES_MUN,MC,1,HECTOR RAUL GONZALEZ GARZA,1,,,MC
2,19,NUEVO LEON,,,27,LOS HERRERAS,,,REG_MR,MC,1,BERTHA VERONICA SALINAS SALINAS,2,,,MC
2,19,NUEVO LEON,,,27,LOS HERRERAS,,,REG_MR,MC,2,NOE CHAVERO PEREZ,1,,,MC
2,19,NUEVO LEON,,,27,LOS HERRERAS,,,REG_MR,MC,3,LEYDI ADRIANA GARZA PEREZ,2,,,MC
2,19,NUEVO LEON,,,27,LOS HERRERAS,,,REG_MR,MC,4,ROMUALDO GARCIA CORTES,1,,,MC
2,19,NUEVO LEON,,,27,LOS HERRERAS,,,SIND_MR,MC,1,MARTINA BENAVIDES PEÑA,2,,,MC
2,19,NUEVO LEON,,,28,HIDALGO,,,PRES_MUN,PT,1,ADRIANA MARGARITA GARZA GUTIERREZ,2,,,PT
2,19,NUEVO LEON,,,28,HIDALGO,,,REG_MR,PT,1,VICTOR BERNARDO PEÑA LOZANO,1,,,PT
2,19,NUEVO LEON,,,28,HIDALGO,,,REG_MR,PT,2,ANA GABRIELA VILLALOBOS GUTIERREZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PT
2,19,NUEVO LEON,,,28,HIDALGO,,,REG_MR,PT,3,RUBEN DARIO VILLARREAL GUAJARDO,1,CANDIDATURAS DE PERSONAS JOVENES,,PT
2,19,NUEVO LEON,,,28,HIDALGO,,,REG_MR,PT,4,OLGA LYDIA OLVERA QUINTANILLA,2,,,PT
2,19,NUEVO LEON,,,28,HIDALGO,,,REG_MR,PT,5,GABRIEL BALDEMAR SUAREZ GONZALEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PT
2,19,NUEVO LEON,,,28,HIDALGO,,,REG_MR,PT,6,LAURA JUDITH LOZANO SAUCEDA,2,,,PT
2,19,NUEVO LEON,,,28,HIDALGO,,,SIND_MR,PT,1,IRMA BEATRIZ ESPARZA HERNANDEZ,2,,,PT
2,19,NUEVO LEON,,,28,HIDALGO,,,SIND_MR,PT,2,JUAN ANTONIO RODRIGUEZ ESPINOZA,1,CANDIDATURAS DE PERSONAS JOVENES,,PT
2,19,NUEVO LEON,,,29,HIGUERAS,,,PRES_MUN,PAN_PRI_PRD,1,RAFAEL RENE GONZALEZ MARTINEZ,1,,,PAN
2,19,NUEVO LEON,,,29,HIGUERAS,,,REG_MR,PAN_PRI_PRD,1,VIOLETA ALVAREZ RAMIREZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,29,HIGUERAS,,,REG_MR,PAN_PRI_PRD,2,JUAN JOSE GONZALEZ CAMACHO,1,,,PAN
2,19,NUEVO LEON,,,29,HIGUERAS,,,REG_MR,PAN_PRI_PRD,3,DELIA ARELY LOPEZ ALEMAN,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,29,HIGUERAS,,,REG_MR,PAN_PRI_PRD,4,ANTONIO MISSAEL IBARRA CRUZ,1,CANDIDATURAS DE PERSONAS JOVENES,,PRD
2,19,NUEVO LEON,,,29,HIGUERAS,,,SIND_MR,PAN_PRI_PRD,1,KARINA LIZETH SANCHEZ PIÑA,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
2,19,NUEVO LEON,,,30,HUALAHUISES,,,PRES_MUN,PAN_PRI_PRD,1,JESUS HOMERO AGUILAR HERNANDEZ,1,,,PRI
2,19,NUEVO LEON,,,30,HUALAHUISES,,,REG_MR,PAN_PRI_PRD,1,NANCY YADIRA BARBA ZAMARRIPA,2,,,PRI
2,19,NUEVO LEON,,,30,HUALAHUISES,,,REG_MR,PAN_PRI_PRD,2,DANNYELA NAVARRO TREVIÑO,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,30,HUALAHUISES,,,REG_MR,PAN_PRI_PRD,3,ESMERALDA ARACELY TOVAR JASSO,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
2,19,NUEVO LEON,,,30,HUALAHUISES,,,REG_MR,PAN_PRI_PRD,4,IMELDA LIZETH RODRIGUEZ RANGEL,2,,,PRI
2,19,NUEVO LEON,,,30,HUALAHUISES,,,SIND_MR,PAN_PRI_PRD,1,RAFAEL FLORES NACIANCENO,1,,,PRI
2,19,NUEVO LEON,,,31,ITURBIDE,,,PRES_MUN,MC,1,ARNOLDO CARREON RODRIGUEZ,1,,,MC
2,19,NUEVO LEON,,,31,ITURBIDE,,,REG_MR,MC,1,MARIA ORFELINDA HERNANDEZ SOTO,2,,,MC
2,19,NUEVO LEON,,,31,ITURBIDE,,,REG_MR,MC,2,JOSE LUIS BAZALDUA TIENDA,1,,,MC
2,19,NUEVO LEON,,,31,ITURBIDE,,,REG_MR,MC,3,MONICA ZULEMA ARREDONDO RODRIGUEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,31,ITURBIDE,,,REG_MR,MC,4,JUAN JOSE VALLE RODRIGUEZ,1,,,MC
2,19,NUEVO LEON,,,31,ITURBIDE,,,SIND_MR,MC,1,MARIA ELIDA MENDOZA DE LA ROSA,2,,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,PRES_MUN,MC,1,FELIX GUADALUPE ARRATIA CRUZ,1,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,1,ANA KAREN TAMEZ FERNANDEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,2,RAMIRO RODRIGUEZ GONZALEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,3,CYNTHIA AMIRA ROSAS MELENDEZ,2,,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,4,AGUSTIN JAIME SALINAS SAENZ,1,,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,5,MIRTHA GUADALUPE GARZA CANTU,2,,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,6,JUAN ANTONIO ALVA ORTIZ,1,,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,7,DEBANY VALERIA GOVEA GARCIA,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,8,GUSTAVO MARTINEZ AVALOS,1,,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,9,ANGELICA PEÑA GARCIA,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,10,MARIO ALBERTO AVILA PUENTE,1,,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,REG_MR,MC,11,CYNTHIA BERENICE VIDAURRI SALAZAR,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,SIND_MR,MC,1,ALEJANDRO JESUS GONZALEZ RICO,1,,,MC
2,19,NUEVO LEON,,,32,JUAREZ,,,SIND_MR,MC,2,MARLEN HERNANDEZ BRAVO,2,,,MC
