CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAS,PES,PS,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,C_PAN_PRI_PRD,C_MORENA_PT_PVEM_NAS_PES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,681,C,2,0,C02,0,35,19,5,0,0,40,0,0,0,6,2,2,0,0,0,121,0,0,0,0,0,0,230,2,10,242,622,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,681,C,3,0,C03,0,37,21,5,0,0,44,0,0,0,2,5,1,3,0,0,104,0,0,0,0,0,0,222,0,5,227,622,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,681,C,4,0,C04,0,44,15,12,0,0,50,0,0,0,4,5,3,0,0,0,108,0,0,0,0,0,0,241,0,7,248,622,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,695,B,1,0,B,0,45,17,9,0,0,37,0,0,0,4,4,0,0,0,0,96,0,0,0,0,0,0,212,1,7,220,573,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,695,C,1,0,C01,0,31,11,5,0,0,40,0,0,0,3,5,0,0,0,0,79,0,0,0,0,0,0,174,0,2,176,573,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,696,B,1,0,B,0,39,14,9,0,0,64,0,0,0,4,6,1,0,0,0,108,0,0,0,0,0,0,245,0,4,249,631,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,696,C,1,0,C01,0,31,21,5,0,0,61,0,0,0,5,5,4,0,0,0,101,0,0,0,0,0,0,233,0,5,238,631,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,696,C,2,0,C02,0,36,27,6,0,0,54,0,0,0,4,11,1,0,0,0,96,0,0,0,0,0,0,235,0,6,241,631,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,696,C,3,0,C03,0,53,15,7,0,0,61,0,0,0,4,1,1,0,0,0,103,0,0,0,0,0,0,245,3,1,249,630,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,710,B,1,0,B,0,60,25,9,0,0,59,0,0,0,6,1,0,1,0,0,134,0,0,0,0,0,0,295,0,0,295,750,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,710,C,1,0,C01,0,59,17,12,0,0,64,0,0,0,4,0,0,0,0,0,112,0,0,0,0,0,0,268,0,5,273,750,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,710,C,2,0,C02,0,53,24,3,0,0,66,0,0,0,8,8,2,0,0,0,123,0,0,0,0,0,0,287,1,9,297,750,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,710,C,3,0,C03,0,53,29,2,0,0,63,0,0,0,6,9,1,0,0,0,118,0,0,0,0,0,0,281,1,7,289,750,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,710,C,4,0,C04,0,44,32,5,0,0,68,0,0,0,9,5,0,0,0,0,117,0,0,0,0,0,0,280,0,9,289,749,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,710,C,5,0,C05,0,51,27,6,0,0,60,0,0,0,11,3,0,0,0,0,110,0,0,0,0,0,0,268,1,8,277,749,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,711,B,1,0,B,0,64,25,5,0,0,66,0,0,0,6,1,1,0,0,0,96,0,0,0,0,0,0,264,0,11,275,653,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,711,C,1,0,C01,0,71,24,10,0,0,48,0,0,0,2,4,4,0,0,0,95,0,0,0,0,0,0,258,0,7,265,653,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,711,C,2,0,C02,0,51,23,8,0,0,56,0,0,0,6,2,0,0,1,0,89,0,0,0,0,0,0,236,2,5,243,653,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,711,C,3,0,C03,0,53,20,5,0,0,57,0,0,0,4,4,0,0,0,0,113,0,0,0,0,0,0,256,1,5,262,653,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,711,C,4,0,C04,0,49,24,7,0,0,53,0,0,0,8,7,2,0,0,0,111,0,0,0,0,0,0,261,6,6,273,653,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,731,B,1,0,B,0,31,12,5,0,0,57,0,0,0,1,0,0,0,0,0,141,0,0,0,0,0,0,247,1,12,260,686,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,731,C,1,0,C01,0,27,6,5,0,0,37,0,0,0,4,0,0,0,0,0,173,0,0,0,0,0,0,252,2,4,258,686,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,731,C,2,0,C02,0,30,15,5,0,0,55,0,0,0,2,0,0,0,1,0,159,0,0,0,0,0,0,267,2,12,281,686,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,732,B,1,0,B,0,38,19,4,0,0,52,0,0,0,4,5,3,0,0,0,152,0,0,0,0,0,0,277,0,10,287,712,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,732,C,1,0,C01,0,38,8,3,0,0,47,0,0,0,4,3,2,0,1,0,154,0,0,0,0,0,0,260,1,23,284,712,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,732,C,2,0,C02,0,27,18,6,0,0,55,0,0,0,8,0,0,0,0,0,179,0,0,0,0,0,0,293,0,20,313,711,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,733,B,1,0,B,0,43,17,1,0,0,31,0,0,0,2,2,2,1,0,0,117,0,0,0,0,0,0,216,0,6,222,461,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,733,E,1,0,E01,0,17,17,5,0,0,27,0,0,0,0,1,0,0,0,0,88,0,0,0,0,0,0,155,0,2,157,290,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,738,B,1,0,B,0,25,19,4,0,0,49,0,0,0,4,0,0,1,0,0,136,0,0,0,0,0,0,238,2,9,249,548,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,738,C,1,0,C01,0,20,16,6,0,0,43,0,0,0,9,1,1,0,0,0,121,0,0,0,0,0,0,217,0,7,224,547,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,738,C,2,0,C02,0,23,14,3,0,0,36,0,0,0,5,2,1,1,0,0,132,0,0,0,0,0,0,217,3,9,229,547,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,739,B,1,0,B,0,12,2,6,0,0,8,0,0,0,3,3,0,0,0,0,82,0,0,0,0,0,0,116,0,5,121,249,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,740,B,1,0,B,0,36,28,6,0,0,34,0,0,0,4,1,1,1,0,0,134,0,0,0,0,0,0,245,6,15,266,651,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,740,C,1,0,C01,0,40,16,3,0,0,39,0,0,0,2,2,1,0,0,0,140,0,0,0,0,0,0,243,1,17,261,651,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,740,C,2,0,C02,0,39,20,2,0,0,21,0,0,0,3,1,3,0,0,0,153,0,0,0,0,0,0,242,6,18,266,650,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,741,B,1,0,B,0,49,30,5,0,0,33,0,0,0,2,3,3,0,1,0,185,0,0,0,0,0,0,311,2,10,323,627,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,741,C,1,0,C01,0,38,25,4,0,0,37,0,0,0,3,0,0,0,0,0,196,0,0,0,0,0,0,303,5,10,318,626,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,741,E,1,0,E01,0,8,9,3,0,0,63,0,0,0,1,1,0,0,1,0,67,0,0,0,0,0,0,153,2,16,171,353,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,741,E,2,0,E02,0,12,13,3,0,0,60,0,0,0,3,2,0,0,0,0,126,0,0,0,0,0,0,219,0,13,232,548,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,742,B,1,0,B,0,14,19,5,0,0,23,0,0,0,16,3,0,1,0,0,108,0,0,0,0,0,0,189,2,8,199,730,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,742,C,1,0,C01,0,31,21,2,0,0,18,0,0,0,20,0,1,1,0,0,113,0,0,0,0,0,0,207,2,8,217,730,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,742,C,2,0,C02,0,20,13,4,0,0,27,0,0,0,8,0,2,1,0,0,98,0,0,0,0,0,0,173,1,8,182,730,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,742,C,3,0,C03,0,23,21,4,0,0,27,0,0,0,7,2,2,0,0,0,93,0,0,0,0,0,0,179,7,3,189,730,GRUPO DE RECUENTO,,,
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,742,C,4,0,C04,0,22,25,0,0,0,35,0,0,0,21,3,1,0,0,0,89,0,0,0,0,0,0,196,1,6,203,729,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,34,B,1,0,B,0,23,8,1,158,25,1,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,9,406,700,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,34,C,1,0,C01,0,20,3,0,153,20,0,211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,408,0,10,418,700,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,35,B,1,0,B,0,8,5,0,136,9,1,160,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,322,0,13,335,593,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,35,C,1,0,C01,0,14,8,1,152,8,1,149,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,335,0,15,350,593,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,35,C,2,0,C02,0,15,7,0,140,11,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,11,333,593,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,35,C,3,0,C03,0,13,7,1,160,8,1,136,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,329,0,5,334,592,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,35,S,1,0,S01,0,0,0,1,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,37,B,1,0,B,0,5,1,0,77,6,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,2,160,278,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,1362,B,1,0,B,0,8,1,0,64,5,2,76,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,159,0,3,162,242,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,1362,E,1,0,E01,0,10,2,1,36,11,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,131,268,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,1363,B,1,0,B,0,16,4,2,83,6,2,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,9,271,447,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,1363,C,1,0,C01,0,12,3,2,76,5,2,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,4,246,446,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,1364,B,1,0,B,0,8,7,2,109,19,1,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,244,0,6,250,429,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,1364,C,1,0,C01,0,15,7,1,102,9,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,4,261,428,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,1365,B,1,0,B,0,18,2,0,74,5,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,5,221,406,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,3,ALTAR,1365,C,1,0,C01,0,24,2,1,72,10,2,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,6,249,406,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,6,ATIL,46,B,1,0,B,0,4,3,0,0,0,0,0,0,0,292,0,0,0,0,0,286,0,0,0,0,0,0,585,0,12,597,747,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,66,B,1,0,B,0,73,40,0,0,0,9,0,0,0,54,0,0,0,0,0,106,0,0,0,0,0,0,282,0,11,293,484,GRUPO DE RECUENTO,,RQ-SP-07-2024-2,https://www.teesonora.org.mx/docs/resoluciones/2024/07/RQ-SP-07-2024-2.pdf 
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,66,C,1,0,C01,0,73,33,0,0,0,10,0,0,0,78,0,0,0,0,0,89,0,0,0,0,0,0,283,0,9,292,483,GRUPO DE RECUENTO,,RQ-SP-07-2024-2,https://www.teesonora.org.mx/docs/resoluciones/2024/07/RQ-SP-07-2024-2.pdf 
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,67,B,1,0,B,0,99,11,0,0,0,8,0,0,0,63,0,0,0,0,0,85,0,0,0,0,0,0,266,0,5,271,437,GRUPO DE RECUENTO,,RQ-SP-07-2024-2,https://www.teesonora.org.mx/docs/resoluciones/2024/07/RQ-SP-07-2024-2.pdf 
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,67,C,1,0,C01,0,89,24,0,0,0,4,0,0,0,52,0,0,0,0,0,103,0,0,0,0,0,0,272,0,4,276,437,GRUPO DE RECUENTO,,RQ-SP-07-2024-2,https://www.teesonora.org.mx/docs/resoluciones/2024/07/RQ-SP-07-2024-2.pdf 
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,68,B,1,0,B,0,114,28,0,0,0,7,0,0,0,98,0,0,0,0,0,112,0,0,0,0,0,0,359,0,9,368,559,GRUPO DE RECUENTO,,RQ-SP-07-2024-2,https://www.teesonora.org.mx/docs/resoluciones/2024/07/RQ-SP-07-2024-2.pdf 
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,68,C,1,0,C01,0,112,45,0,0,0,4,0,0,0,67,0,0,0,0,0,100,0,0,0,0,0,0,328,0,8,336,558,GRUPO DE RECUENTO,,RQ-SP-07-2024-2,https://www.teesonora.org.mx/docs/resoluciones/2024/07/RQ-SP-07-2024-2.pdf 
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,69,B,1,0,B,0,88,13,0,0,0,7,0,0,0,49,0,0,0,0,0,77,0,0,0,0,0,0,234,0,11,245,402,GRUPO DE RECUENTO,,RQ-SP-07-2024-2,https://www.teesonora.org.mx/docs/resoluciones/2024/07/RQ-SP-07-2024-2.pdf 
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,69,C,1,0,C01,0,85,19,0,0,0,11,0,0,0,42,0,0,0,0,0,78,0,0,0,0,0,0,235,0,8,243,401,GRUPO DE RECUENTO,,RQ-SP-07-2024-2,https://www.teesonora.org.mx/docs/resoluciones/2024/07/RQ-SP-07-2024-2.pdf 
1,26,SONORA,3,CABORCA,46,CABORCA,0,A,4,0,VA04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,292,B,1,0,B,0,26,31,4,0,0,15,0,0,0,1,5,0,0,0,0,198,0,0,0,0,0,0,280,0,10,290,615,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,292,C,1,0,C01,0,26,31,3,0,0,1,0,0,0,8,5,0,1,0,0,172,0,0,0,0,0,0,247,0,10,257,615,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,292,C,2,0,C02,0,30,21,5,0,0,8,0,0,0,8,2,2,1,0,0,193,0,0,0,0,0,0,270,0,2,272,614,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,293,B,1,0,B,0,24,25,3,0,0,11,0,0,0,3,3,1,0,0,0,198,0,0,0,0,0,0,268,0,9,277,598,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,293,C,1,0,C01,0,43,24,6,0,0,6,0,0,0,7,3,0,0,0,0,194,0,0,0,0,0,0,283,0,8,291,598,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,293,C,2,0,C02,0,31,27,5,0,0,11,0,0,0,6,6,0,0,0,0,177,0,0,0,0,0,0,263,0,7,270,598,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,293,C,3,0,C03,0,31,34,2,0,0,8,0,0,0,5,2,0,0,0,0,194,0,0,0,0,0,0,276,0,13,289,597,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,294,B,1,0,B,0,42,45,2,0,0,6,0,0,0,6,4,6,0,0,0,185,0,0,0,0,0,0,296,0,8,304,566,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,294,C,1,0,C01,0,29,39,1,0,0,13,0,0,0,4,8,2,1,0,0,207,0,0,0,0,0,0,304,0,5,309,566,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,294,C,2,0,C02,0,40,36,5,0,0,10,0,0,0,8,7,0,0,0,0,191,0,0,0,0,0,0,297,0,8,305,565,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,295,B,1,0,B,0,25,23,4,0,0,8,0,0,0,9,1,1,1,1,0,197,0,0,0,0,0,0,270,0,11,281,708,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,295,C,1,0,C01,0,22,33,11,0,0,13,0,0,0,7,2,0,0,0,0,190,0,0,0,0,0,0,278,0,10,288,708,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,295,C,2,0,C02,0,19,29,6,0,0,15,0,0,0,2,4,1,0,0,0,210,0,0,0,0,0,0,286,0,12,298,708,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,295,C,3,0,C03,0,30,37,11,0,0,7,0,0,0,1,2,2,0,1,0,206,0,0,0,0,0,0,297,0,8,305,708,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,295,C,4,0,C04,0,23,37,6,0,0,15,0,0,0,0,5,1,0,0,0,195,0,0,0,0,0,0,282,0,11,293,707,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,295,C,5,0,C05,0,32,27,5,0,0,16,0,0,0,4,2,1,0,0,0,180,0,0,0,0,0,0,267,0,9,276,707,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,295,C,6,0,C06,0,27,39,7,0,0,9,0,0,0,4,6,1,1,0,0,191,0,0,0,0,0,0,285,1,14,300,707,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,295,C,7,0,C07,0,17,27,4,0,0,11,0,0,0,3,0,0,0,0,0,210,0,0,0,0,0,0,272,0,10,282,707,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,295,S,1,0,S01,0,9,11,2,0,0,10,0,0,0,0,1,1,1,0,0,71,0,0,0,0,0,0,106,0,3,109,0,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,296,B,1,0,B,0,35,40,5,0,0,8,0,0,0,1,4,1,0,0,0,222,0,0,0,0,0,0,316,0,10,326,739,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,296,C,1,0,C01,0,29,51,6,0,0,9,0,0,0,10,3,2,0,0,0,215,0,0,0,0,0,0,325,0,12,337,738,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,296,C,2,0,C02,0,32,31,7,0,0,9,0,0,0,9,6,1,0,0,0,238,0,0,0,0,0,0,333,0,7,340,738,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,296,C,3,0,C03,0,32,45,6,0,0,11,0,0,0,3,1,0,0,0,0,246,0,0,0,0,0,0,344,0,8,352,738,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,296,C,4,0,C04,0,34,37,7,0,0,6,0,0,0,2,4,0,0,0,0,237,0,0,0,0,0,0,327,0,17,344,738,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,297,B,1,0,B,0,25,26,10,0,0,5,0,0,0,7,3,0,0,0,0,226,0,0,0,0,0,0,302,0,2,304,745,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,297,C,1,0,C01,0,24,28,5,0,0,6,0,0,0,6,3,0,0,0,0,237,0,0,0,0,0,0,309,0,6,315,745,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,297,C,2,0,C02,0,30,37,6,0,0,8,0,0,0,3,5,0,0,0,0,217,0,0,0,0,0,0,306,0,3,309,745,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,297,C,3,0,C03,0,20,27,3,0,0,14,0,0,0,4,0,0,0,0,0,201,0,0,0,0,0,0,269,0,11,280,745,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,297,C,4,0,C04,0,32,36,5,0,0,5,0,0,0,6,4,0,0,0,0,227,0,0,0,0,0,0,315,0,13,328,745,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,297,C,5,0,C05,0,21,25,4,0,0,7,0,0,0,3,5,0,0,0,0,201,0,0,0,0,0,0,266,0,0,266,745,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,297,C,6,0,C06,0,27,19,3,0,0,11,0,0,0,5,1,3,2,1,0,193,0,0,0,0,0,0,265,0,6,271,745,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,297,C,7,0,C07,0,26,30,3,0,0,11,0,0,0,3,1,0,0,0,0,221,0,0,0,0,0,0,295,0,7,302,744,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,298,B,1,0,B,0,38,45,2,0,0,7,0,0,0,3,4,1,0,0,0,252,0,0,0,0,0,0,352,0,6,358,731,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,298,C,1,0,C01,0,34,38,3,0,0,11,0,0,0,7,5,1,0,0,0,239,0,0,0,0,0,0,338,0,9,347,731,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,298,C,2,0,C02,0,31,44,5,0,0,11,0,0,0,9,2,2,0,1,0,265,0,0,0,0,0,0,370,0,12,382,730,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,299,B,1,0,B,0,28,30,1,0,0,4,0,0,0,3,3,0,0,0,0,166,0,0,0,0,0,0,235,0,8,243,514,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,299,C,1,0,C01,0,26,21,3,0,0,5,0,0,0,5,3,2,0,0,0,175,0,0,0,0,0,0,240,0,11,251,513,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,300,B,1,0,B,0,52,47,3,0,0,4,0,0,0,4,5,5,0,0,0,222,0,0,0,0,0,0,342,0,8,350,624,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,301,B,1,0,B,0,37,37,4,0,0,3,0,0,0,4,3,2,0,0,0,103,0,0,0,0,0,0,193,0,3,196,377,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,301,C,1,0,C01,0,22,42,2,0,0,1,0,0,0,4,4,2,0,0,0,124,0,0,0,0,0,0,201,0,6,207,376,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,302,B,1,0,B,0,41,40,5,0,0,6,0,0,0,6,0,8,0,0,0,136,0,0,0,0,0,0,242,0,3,245,454,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,302,C,1,0,C01,0,58,30,3,0,0,7,0,0,0,4,11,1,0,0,0,123,0,0,0,0,0,0,237,0,1,238,453,GRUPO DE RECUENTO,,,
1,26,SONORA,3,CABORCA,46,CABORCA,303,B,1,0,B,0,49,39,0,0,0,6,0,0,0,3,7,2,0,0,0,151,0,0,0,0,0,0,257,0,1,258,443,GRUPO DE RECUENTO,,,
