CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAS,PES,PS,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,C_PAN_PRI_PRD,C_MORENA_PT_PVEM_NAS_PES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,0,A,1,0,VA01,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3,8,8,ACTA LEVANTADA EN CONSEJO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,652,B,1,0,B,0,33,21,2,0,0,25,0,0,0,1,5,2,0,0,0,59,0,0,0,0,0,0,148,0,5,153,430,ACTA LEVANTADA EN CONSEJO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,652,C,1,0,C01,0,21,28,2,0,0,23,0,0,0,2,2,1,0,0,0,62,0,0,0,0,0,0,141,0,6,147,429,ACTA LEVANTADA EN CONSEJO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,652,S,1,0,S01,0,6,2,1,0,0,15,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,38,1,2,41,0,ACTA LEVANTADA EN CONSEJO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,653,B,1,0,B,0,13,24,1,0,0,12,0,0,0,2,2,0,0,0,0,23,0,0,0,0,0,0,77,0,3,80,175,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,654,B,1,0,B,0,24,18,3,0,0,19,0,0,0,6,7,1,0,0,0,51,0,0,0,0,0,0,129,1,6,136,273,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,655,B,1,0,B,0,61,38,5,0,0,34,0,0,0,2,6,0,1,0,0,68,0,0,0,0,0,0,215,2,1,218,519,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,656,B,1,0,B,0,79,42,0,0,0,34,0,0,0,2,9,4,1,0,0,47,0,0,0,0,0,0,218,1,3,222,395,ACTA LEVANTADA EN CONSEJO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,656,C,1,0,C01,0,63,40,2,0,0,23,0,0,0,2,11,2,0,0,0,55,0,0,0,0,0,0,198,0,3,201,394,ACTA LEVANTADA EN CONSEJO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,657,B,1,0,B,0,93,42,4,0,0,32,0,0,0,8,9,2,0,1,0,49,0,0,0,0,0,0,240,3,0,243,441,ACTA LEVANTADA EN CONSEJO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,657,C,1,0,C01,0,62,42,2,0,0,35,0,0,0,7,11,0,0,0,0,60,0,0,0,0,0,0,219,1,2,222,440,ACTA LEVANTADA EN CONSEJO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,658,B,1,0,B,0,63,47,5,0,0,34,0,0,0,6,6,1,0,0,0,57,0,0,0,0,0,0,219,0,5,224,388,ACTA CASILLA,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,658,C,1,0,C01,0,58,32,4,0,0,36,0,0,0,4,5,3,0,0,0,43,0,0,0,0,0,0,185,0,5,190,388,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,662,B,1,0,B,0,69,54,4,0,0,38,0,0,0,1,7,2,1,1,0,72,0,0,0,0,0,0,249,2,6,257,589,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,663,B,1,0,B,0,31,16,2,0,0,12,0,0,0,3,2,0,0,0,0,26,0,0,0,0,0,0,92,0,2,94,214,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,663,S,1,0,S01,0,11,6,0,0,0,8,0,0,0,4,1,1,1,0,0,44,0,0,0,0,0,0,76,0,5,81,0,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,664,B,1,0,B,0,36,27,3,0,0,28,0,0,0,3,2,2,0,0,0,61,0,0,0,0,0,0,162,2,6,170,395,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,664,C,1,0,C01,0,57,30,1,0,0,29,0,0,0,5,4,0,0,0,0,58,0,0,0,0,0,0,184,0,5,189,394,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,665,B,1,0,B,0,87,72,3,0,0,56,0,0,0,6,10,3,0,0,0,108,0,0,0,0,0,0,345,0,4,349,641,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,666,B,1,0,B,0,87,67,2,0,0,45,0,0,0,5,8,3,0,0,0,96,0,0,0,0,0,0,313,0,6,319,622,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,666,C,1,0,C01,0,103,60,3,0,0,42,0,0,0,3,16,3,0,1,0,106,0,0,0,0,0,0,337,0,7,344,621,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,667,B,1,0,B,0,76,43,0,0,0,38,0,0,0,3,9,5,0,0,0,86,0,0,0,0,0,0,260,1,5,266,590,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,667,C,1,0,C01,0,79,53,3,0,0,48,0,0,0,4,4,1,0,0,0,113,0,0,0,0,0,0,305,1,0,306,590,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,668,B,1,0,B,0,61,20,2,0,0,42,0,0,0,5,10,4,1,0,0,82,0,0,0,0,0,0,227,0,8,235,510,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,668,C,1,0,C01,0,54,36,5,0,0,42,0,0,0,2,7,4,1,0,0,73,0,0,0,0,0,0,224,2,4,230,509,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,668,C,2,0,C02,0,58,28,2,0,0,41,0,0,0,6,4,7,0,0,0,76,0,0,0,0,0,0,222,0,4,226,509,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,669,B,1,0,B,0,92,13,3,0,0,48,0,0,0,6,6,3,0,1,0,81,0,0,0,0,0,0,253,0,6,259,570,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,669,C,1,0,C01,0,64,19,6,0,0,52,0,0,0,4,5,1,0,0,0,111,0,0,0,0,0,0,262,1,8,271,570,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,669,C,2,0,C02,0,59,26,4,0,0,45,0,0,0,6,3,2,0,0,0,78,0,0,0,0,0,0,223,2,4,229,570,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,671,B,1,0,B,0,66,38,4,0,0,26,0,0,0,1,7,0,0,0,0,63,0,0,0,0,0,0,205,1,3,209,387,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,672,B,1,0,B,0,0,0,0,0,0,39,0,0,0,10,145,0,0,0,0,74,0,0,0,0,0,0,268,0,8,276,608,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,673,B,1,0,B,0,93,44,5,0,0,59,0,0,0,9,9,0,0,0,0,104,0,0,0,0,0,0,323,2,10,335,748,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,674,B,1,0,B,0,76,36,7,0,0,24,0,0,0,9,8,0,0,0,0,94,0,0,0,0,0,0,254,0,5,259,572,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,675,B,1,0,B,0,61,37,1,0,0,34,0,0,0,3,6,0,1,0,0,73,0,0,0,0,0,0,216,2,4,222,547,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,676,B,1,0,B,0,48,48,1,0,0,35,0,0,0,2,4,1,0,0,0,89,0,0,0,0,0,0,228,2,2,232,434,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,676,C,1,0,C01,0,56,32,1,0,0,24,0,0,0,0,6,5,0,0,0,74,0,0,0,0,0,0,198,1,6,205,433,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,677,B,1,0,B,0,71,40,7,0,0,41,0,0,0,1,8,1,0,0,0,104,0,0,0,0,0,0,273,1,7,281,621,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,677,C,1,0,C01,0,76,32,4,0,0,46,0,0,0,2,10,7,0,0,0,87,0,0,0,0,0,0,264,0,5,269,620,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,678,B,1,0,B,0,68,33,6,0,0,53,0,0,0,6,10,0,0,0,0,81,0,0,0,0,0,0,257,0,7,264,597,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,678,C,1,0,C01,0,68,35,6,0,0,52,0,0,0,2,8,2,1,1,0,91,0,0,0,0,0,0,266,1,3,270,597,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,679,B,1,0,B,0,55,26,1,0,0,44,0,0,0,3,9,2,1,1,0,99,0,0,0,0,0,0,241,0,9,250,561,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,679,C,1,0,C01,0,58,28,2,0,0,48,0,0,0,4,5,2,0,0,0,101,0,0,0,0,0,0,248,1,0,249,560,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,680,B,1,0,B,0,61,25,0,0,0,58,0,0,0,10,5,0,0,0,0,106,0,0,0,0,0,0,265,1,6,272,604,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,680,C,1,0,C01,0,58,28,2,0,0,64,0,0,0,8,4,1,0,2,0,106,0,0,0,0,0,0,273,1,7,281,604,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,680,C,2,0,C02,0,65,23,4,0,0,54,0,0,0,9,4,1,0,1,0,91,0,0,0,0,0,0,252,0,9,261,603,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,682,B,1,0,B,0,47,21,1,0,0,43,0,0,0,1,1,2,0,0,0,56,0,0,0,0,0,0,172,0,5,177,439,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,683,B,1,0,B,0,58,24,2,0,0,63,0,0,0,3,8,0,0,0,0,83,0,0,0,0,0,0,241,3,4,248,575,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,683,C,1,0,C01,0,60,32,5,0,0,66,0,0,0,6,9,0,0,0,0,97,0,0,0,0,0,0,275,0,3,278,575,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,684,B,1,0,B,0,37,20,3,0,0,39,0,0,0,2,2,1,0,0,0,67,0,0,0,0,0,0,171,0,7,178,452,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,684,C,1,0,C01,0,45,17,1,0,0,43,0,0,0,5,6,3,0,0,0,64,0,0,0,0,0,0,184,1,9,194,452,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,685,B,1,0,B,0,88,39,10,0,0,50,0,0,0,4,9,2,0,0,0,102,0,0,0,0,0,0,304,2,1,307,625,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,685,C,1,0,C01,0,79,44,1,0,0,59,0,0,0,4,2,2,0,0,0,135,0,0,0,0,0,0,326,1,5,332,625,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,686,B,1,0,B,0,77,47,2,0,0,54,0,0,0,3,3,3,0,0,0,91,0,0,0,0,0,0,280,4,10,294,606,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,687,B,1,0,B,0,58,31,1,0,0,21,0,0,0,3,4,6,0,0,0,80,0,0,0,0,0,0,204,3,4,211,409,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,687,C,1,0,C01,0,38,21,3,0,0,40,0,0,0,2,7,0,0,0,0,71,0,0,0,0,0,0,182,6,4,192,409,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,688,B,1,0,B,0,48,23,4,0,0,52,0,0,0,2,6,1,1,0,0,76,0,0,0,0,0,0,213,1,2,216,482,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,688,C,1,0,C01,0,45,25,3,0,0,42,0,0,0,1,7,2,0,0,0,74,0,0,0,0,0,0,199,2,6,207,481,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,689,B,1,0,B,0,64,24,1,0,0,47,0,0,0,2,9,2,0,0,0,55,0,0,0,0,0,0,204,0,6,210,385,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,689,C,1,0,C01,0,48,28,7,0,0,25,0,0,0,2,5,1,0,0,0,67,0,0,0,0,0,0,183,0,1,184,385,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,690,B,1,0,B,0,70,15,8,0,0,30,0,0,0,1,3,3,1,0,0,100,0,0,0,0,0,0,231,1,6,238,573,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,690,C,1,0,C01,0,77,29,6,0,0,48,0,0,0,4,4,1,0,0,0,109,0,0,0,0,0,0,278,2,7,287,573,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,691,B,1,0,B,0,67,30,10,0,0,46,0,0,0,9,9,2,1,0,0,137,0,0,0,0,0,0,311,2,12,325,724,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,692,B,1,0,B,0,54,18,3,0,0,34,0,0,0,1,2,3,1,0,0,80,0,0,0,0,0,0,196,0,5,201,466,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,692,C,1,0,C01,0,45,20,4,0,0,46,0,0,0,5,7,2,0,0,0,77,0,0,0,0,0,0,206,0,6,212,465,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,693,B,1,0,B,0,48,21,6,0,0,37,0,0,0,3,4,0,0,0,0,74,0,0,0,0,0,0,193,0,8,201,420,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,693,C,1,0,C01,0,43,23,3,0,0,23,0,0,0,5,10,0,0,0,0,75,0,0,0,0,0,0,182,1,3,186,420,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,694,B,1,0,B,0,52,20,9,0,0,45,0,0,0,7,8,0,0,0,0,80,0,0,0,0,0,0,221,1,4,226,567,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,694,C,1,0,C01,0,49,17,8,0,0,51,0,0,0,0,9,1,0,0,0,91,0,0,0,0,0,0,226,1,7,234,567,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,697,B,1,0,B,0,49,7,5,0,0,33,0,0,0,4,2,0,0,0,0,93,0,0,0,0,0,0,193,0,0,193,517,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,697,C,1,0,C01,0,37,16,1,0,0,48,0,0,0,5,4,3,0,0,0,88,0,0,0,0,0,0,202,8,0,210,517,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,698,B,1,0,B,0,31,15,7,0,0,25,0,0,0,1,3,2,0,0,0,110,0,0,0,0,0,0,194,1,4,199,458,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,698,C,1,0,C01,0,45,24,6,0,0,29,0,0,0,10,10,4,0,0,0,61,0,0,0,0,0,0,189,0,7,196,458,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,699,B,1,0,B,0,52,39,4,0,0,28,0,0,0,2,3,3,0,0,0,54,0,0,0,0,0,0,185,0,7,192,398,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,699,C,1,0,C01,0,38,36,0,0,0,35,0,0,0,2,0,0,0,0,0,71,0,0,0,0,0,0,182,0,0,182,397,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,700,B,1,0,B,0,64,33,1,0,0,40,0,0,0,4,6,2,0,0,0,80,0,0,0,0,0,0,230,0,6,236,458,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,700,C,1,0,C01,0,52,24,8,0,0,40,0,0,0,3,5,4,0,0,0,72,0,0,0,0,0,0,208,0,0,208,458,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,701,B,1,0,B,0,66,33,9,0,0,57,0,0,0,5,9,3,1,1,0,137,0,0,0,0,0,0,321,2,6,329,712,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,701,C,1,0,C01,0,83,44,8,0,0,71,0,0,0,13,6,2,0,0,0,119,0,0,0,0,0,0,346,0,1,347,711,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,701,C,2,0,C02,0,99,45,2,0,0,52,0,0,0,9,12,0,0,0,0,136,0,0,0,0,0,0,355,0,1,356,711,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,701,C,3,0,C03,0,81,42,2,0,0,78,0,0,0,5,16,0,1,0,0,109,0,0,0,0,0,0,334,0,1,335,711,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,702,B,1,0,B,0,73,25,5,0,0,52,0,0,0,9,5,1,0,0,0,117,0,0,0,0,0,0,287,0,4,291,671,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,702,C,1,0,C01,0,58,24,7,0,0,54,0,0,0,9,10,4,0,0,0,123,0,0,0,0,0,0,289,2,7,298,671,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,703,B,1,0,B,0,63,47,7,0,0,43,0,0,0,4,8,1,0,0,0,90,0,0,0,0,0,0,263,1,5,269,548,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,703,C,1,0,C01,0,58,32,12,0,0,42,0,0,0,3,7,2,2,0,0,88,0,0,0,0,0,0,246,1,11,258,548,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,703,C,2,0,C02,0,54,36,4,0,0,51,0,0,0,3,4,1,0,1,0,79,0,0,0,0,0,0,233,0,7,240,548,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,704,B,1,0,B,0,69,28,5,0,0,47,0,0,0,4,13,2,0,1,0,106,0,0,0,0,0,0,275,0,6,281,618,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,704,C,1,0,C01,0,60,27,6,0,0,58,0,0,0,8,7,0,0,0,0,121,0,0,0,0,0,0,287,0,5,292,617,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,704,C,2,0,C02,0,43,26,2,0,0,39,0,0,0,7,8,1,0,0,0,86,0,0,0,0,0,0,212,0,1,213,617,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,705,B,1,0,B,0,61,44,9,0,0,52,0,0,0,4,8,2,0,0,0,89,0,0,0,0,0,0,269,3,7,279,583,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,705,C,1,0,C01,0,61,44,9,0,0,52,0,0,0,4,8,2,0,0,0,89,0,0,0,0,0,0,269,3,7,279,583,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,705,C,2,0,C02,0,48,28,6,0,0,52,0,0,0,9,12,2,0,0,0,77,0,0,0,0,0,0,234,2,1,237,583,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,706,B,1,0,B,0,57,31,3,0,0,62,0,0,0,4,11,1,1,1,0,107,0,0,0,0,0,0,278,1,12,291,594,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,706,C,1,0,C01,0,73,23,3,0,0,34,0,0,0,4,8,1,0,0,0,97,0,0,0,0,0,0,243,2,5,250,593,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,706,C,2,0,C02,0,66,32,9,0,0,42,0,0,0,8,3,2,0,0,0,104,0,0,0,0,0,0,266,0,1,267,593,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,707,B,1,0,B,0,71,23,3,0,0,63,0,0,0,7,4,2,1,0,0,92,0,0,0,0,0,0,266,0,4,270,651,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,707,C,1,0,C01,0,57,24,9,0,0,53,0,0,0,6,6,2,0,0,0,135,0,0,0,0,0,0,292,1,12,305,651,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,708,B,1,0,B,0,40,16,2,0,0,51,0,0,0,6,3,1,0,0,0,88,0,0,0,0,0,0,207,0,6,213,530,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,708,C,1,0,C01,0,24,19,5,0,0,35,0,0,0,1,5,1,0,0,0,85,0,0,0,0,0,0,175,0,7,182,530,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,709,B,1,0,B,0,62,21,5,0,0,63,0,0,0,6,4,2,0,0,0,109,0,0,0,0,0,0,272,0,1,273,674,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,709,C,1,0,C01,0,59,36,9,0,0,64,0,0,0,12,10,2,0,1,0,116,0,0,0,0,0,0,309,1,16,326,674,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,712,B,1,0,B,0,19,13,4,0,0,34,0,0,0,1,3,1,0,0,0,67,0,0,0,0,0,0,142,1,0,143,392,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,712,C,1,0,C01,0,34,3,4,0,0,34,0,0,0,3,2,1,1,0,0,61,0,0,0,0,0,0,143,1,2,146,391,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,713,B,1,0,B,0,48,18,4,0,0,46,0,0,0,10,3,4,0,1,0,73,0,0,0,0,0,0,207,0,6,213,510,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,713,C,1,0,C01,0,53,19,7,0,0,25,0,0,0,2,5,1,1,0,0,96,0,0,0,0,0,0,209,0,7,216,509,GRUPO DE RECUENTO,,,
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,713,C,2,0,C02,0,52,20,4,0,0,49,0,0,0,4,3,1,0,0,0,94,0,0,0,0,0,0,227,0,9,236,509,GRUPO DE RECUENTO,,,
