CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,PAC,MORENA,PANALT,RSP,FXM,PAN_PRI,MORENA_RSP_PANALT,MORENA_PANALT,MORENA_RSP,RSP_PANALT,CAND_IND01,CAND_IND02,CAND_IND03,CAND_IND04,CAND_IND05,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,URNA_ELECTRONICA,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,21,NANACAMILPA DE MARIANO ARISTA,0,A,2,0,VA2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,ACTA CASILLA,,,
4,29,TLAXCALA,2,TLAXCO DE MORELOS,3,APIZACO,0,A,40,0,VA40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,6,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,0,A,38,0,VA38,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,7,ACTA CASILLA,,,
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN,0,A,39,0,VA39,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,4,ATLANGATEPEC,0,A,28,0,VA28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,0,A,34,0,VA34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,0,A,35,0,VA35,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,0,A,15,0,VA15,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,0,A,16,0,VA16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,24,PANOTLA,0,A,17,0,VA17,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,5,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,0,A,18,0,VA18,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,6,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,12,ESPAÑITA,0,A,13,0,VA13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,0,A,14,0,VA14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,0,A,36,0,VA36,1,1,1,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12,ACTA CASILLA,,,
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,9,CUAXOMULCO,0,A,22,0,VA22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,ACTA CASILLA,,,
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,18,CONTLA DE JUAN CUAMATZI,0,A,4,0,VA4,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,6,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,26,SANTA CRUZ TLAXCALA,0,A,6,0,VA6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,ACTA CASILLA,,,
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,38,TZOMPANTEPEC,0,A,7,0,VA7,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,ACTA CASILLA,,,
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,0,A,3,0,VA3,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,0,A,11,0,VA11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,ACTA CASILLA,,,
4,29,TLAXCALA,10,HUAMANTLA,35,TOCATLAN,0,A,12,0,VA12,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,0,A,8,0,VA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,0,A,10,0,VA10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,0,A,9,0,VA9,2,0,0,1,2,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,15,0,5,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,28,TEOLOCHOLCO,0,A,30,0,VA30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,29,TEPEYANCO,0,A,31,0,VA31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,ACTA CASILLA,,,
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,32,TETLATLAHUCA,0,A,32,0,VA32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,ACTA CASILLA,,,
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,49,SANTA ISABEL XILOXOXTLA,0,A,29,0,VA29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,ACTA CASILLA,,,
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,0,A,43,0,VA43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,ACTA CASILLA,,,
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,27,TENANCINGO,0,A,19,0,VA19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,ACTA CASILLA,,,
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,42,XICOHTZINCO,0,A,20,0,VA20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,ACTA CASILLA,,,
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,0,A,26,0,VA26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,1,B,1,0,B,16,97,43,27,42,3,27,176,1,0,21,0,0,0,0,0,0,0,0,0,0,0,453,15,468,0,642,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,1,C,1,0,C01,17,91,76,15,34,8,34,151,2,0,31,10,0,0,0,0,0,0,0,0,0,0,469,15,484,0,641,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,2,B,1,0,B,26,106,14,20,25,8,30,194,1,0,36,0,0,0,0,0,0,0,0,0,0,0,460,12,472,0,636,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,2,C,1,0,C01,26,103,17,19,30,3,69,138,2,0,17,9,0,0,0,0,0,0,0,0,0,0,433,20,453,0,636,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,2,C,2,0,C02,21,123,10,37,50,4,53,158,3,0,23,5,0,0,0,0,0,0,0,0,0,2,487,16,505,0,636,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,2,C,3,0,C03,18,118,17,32,42,5,33,144,0,0,45,6,0,0,0,0,0,0,0,0,0,0,460,20,480,0,636,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,2,C,4,0,C04,18,93,19,28,40,4,54,149,7,0,43,2,0,0,0,0,0,0,0,0,0,0,457,16,473,0,636,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,2,C,5,0,C05,7,110,10,20,32,9,41,158,5,0,36,4,0,0,0,0,0,0,0,0,0,0,432,24,456,0,636,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,3,B,1,0,B,21,97,24,17,69,3,54,169,5,0,24,4,0,0,0,0,0,0,0,0,0,0,487,7,494,0,646,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,3,C,1,0,C01,15,86,28,15,43,6,63,164,3,0,33,3,0,0,0,0,0,0,0,0,0,1,459,12,472,0,646,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,3,C,2,0,C02,18,88,24,15,46,5,45,200,3,0,21,2,0,0,0,0,0,0,0,0,0,0,467,16,483,0,646,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,3,C,3,0,C03,13,72,33,13,64,7,65,176,1,0,26,7,0,0,0,0,0,0,0,0,0,0,477,8,485,0,645,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,3,C,4,0,C04,21,66,33,12,52,9,47,168,2,0,35,3,0,0,0,0,0,0,0,0,0,0,448,18,466,0,645,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,4,B,1,0,B,9,90,12,1,32,10,14,128,0,0,11,0,0,0,0,0,0,0,0,0,0,0,307,18,325,0,379,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,1,AMAXAC DE GUERRERO,4,C,1,0,C01,17,85,11,4,32,8,13,110,2,0,15,1,0,0,0,0,0,0,0,0,0,0,298,16,314,0,379,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,5,B,1,0,B,184,6,4,7,39,25,196,39,0,4,12,3,0,0,0,0,0,0,0,0,0,0,519,17,536,0,695,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,5,C,1,0,C01,162,15,7,8,40,65,145,54,0,3,17,2,0,0,0,0,0,0,0,0,0,0,518,10,528,0,695,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,5,C,2,0,C02,190,4,1,8,35,51,142,93,0,3,13,2,0,0,0,0,0,0,0,0,0,0,542,27,569,0,695,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,5,C,3,0,C03,165,7,3,16,24,42,176,64,0,0,13,4,0,0,0,0,0,0,0,0,0,0,514,14,528,0,695,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,6,B,1,0,B,103,5,0,3,23,21,131,15,0,0,5,8,0,0,0,0,0,0,0,0,0,3,314,14,331,0,451,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,6,C,1,0,C01,131,9,0,2,24,37,95,25,0,3,1,13,0,0,0,0,0,0,0,0,0,0,340,10,350,0,451,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,6,SMR,1,0,SMR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTA DENTRO DEL PAQUETE,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,7,B,1,0,B,80,19,5,1,9,11,87,24,0,0,5,6,0,0,0,0,0,0,0,0,0,0,247,9,256,0,319,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,8,B,1,0,B,133,19,5,4,30,44,143,42,0,0,7,4,0,0,0,0,0,0,0,0,0,0,431,13,444,0,595,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,8,C,1,0,C01,185,16,7,7,20,33,124,38,0,1,5,6,0,0,0,0,0,0,0,0,0,0,442,16,458,0,594,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,8,C,2,0,C02,155,16,4,8,23,50,120,34,0,1,8,4,0,0,0,0,0,0,0,0,0,0,423,11,434,0,594,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,8,C,3,0,C03,169,11,5,7,25,39,138,35,0,1,7,10,0,0,0,0,0,0,0,0,0,1,447,14,462,0,594,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,9,B,1,0,B,117,9,1,6,28,25,167,87,0,1,4,4,0,0,0,0,0,0,0,0,0,0,449,10,459,0,696,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,9,C,1,0,C01,148,9,2,8,28,48,191,65,0,0,0,3,0,0,0,0,0,0,0,0,0,0,502,21,523,0,695,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,9,C,2,0,C02,109,1,3,7,35,19,172,90,0,1,6,5,0,0,0,0,0,0,0,0,0,0,448,49,497,0,695,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,9,C,3,0,C03,146,8,2,8,54,29,173,69,0,3,9,1,0,0,0,0,0,0,0,0,0,0,502,18,520,0,695,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,10,B,1,0,B,98,10,0,5,33,35,210,63,0,3,4,3,0,0,0,0,0,0,0,0,0,0,464,10,474,0,605,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,10,C,1,0,C01,106,5,0,11,25,35,222,46,0,2,5,3,0,0,0,0,0,0,0,0,0,0,460,14,474,0,604,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,10,C,2,0,C02,109,2,1,6,44,27,229,37,0,1,4,4,0,0,0,0,0,0,0,0,0,0,464,18,482,0,604,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,10,C,3,0,C03,111,2,0,11,34,16,242,46,0,3,12,0,0,0,0,0,0,0,0,0,0,0,477,12,489,0,604,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,10,C,4,0,C04,117,5,2,2,24,29,228,40,0,3,4,3,0,0,0,0,0,0,0,0,0,0,457,18,475,0,604,ACTA CASILLA,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,11,B,1,0,B,97,11,1,7,24,38,124,51,0,2,4,4,0,0,0,0,0,0,0,0,0,0,363,13,376,0,475,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,2,APETATITLAN DE ANTONIO CARVAJAL,11,C,1,0,C01,101,17,2,9,23,44,131,34,0,0,4,4,0,0,0,0,0,0,0,0,0,0,369,12,381,0,475,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,2,TLAXCO DE MORELOS,3,APIZACO,38,B,1,0,B,107,8,12,5,6,6,50,158,5,1,1,3,0,0,0,0,13,0,0,0,0,0,375,19,394,0,557,ACTA CASILLA,,,
4,29,TLAXCALA,2,TLAXCO DE MORELOS,3,APIZACO,38,C,1,0,C01,139,6,7,17,4,5,38,133,9,2,1,3,0,0,0,0,6,0,0,0,0,0,370,20,390,0,557,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,12,B,1,0,B,72,21,0,6,13,20,56,144,1,0,1,4,0,0,0,0,60,0,0,0,0,0,398,12,410,0,589,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,12,C,1,0,C01,77,20,1,7,14,11,61,133,1,3,1,8,0,0,0,0,44,0,0,0,0,0,381,11,392,0,588,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,13,B,1,0,B,93,34,4,15,22,5,57,140,2,1,1,5,0,0,0,0,53,0,0,0,0,1,432,14,447,0,613,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,13,C,1,0,C01,93,7,3,4,7,4,59,149,2,1,3,5,0,0,0,0,14,0,0,0,0,0,351,22,373,0,613,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,13,C,2,0,C02,71,26,2,14,14,9,67,135,0,3,6,3,0,0,0,0,68,0,0,0,0,0,418,10,428,0,613,ACTA CASILLA,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,13,C,3,0,C03,89,30,3,18,16,11,55,143,2,3,2,6,0,0,0,0,57,0,0,0,0,0,435,23,458,0,612,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,14,B,1,0,B,130,8,6,9,12,8,70,182,0,2,3,4,0,0,0,0,47,0,0,0,0,0,481,9,490,0,742,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,14,C,1,0,C01,131,7,4,14,17,16,62,160,1,3,4,7,0,0,0,0,50,0,0,0,0,0,476,9,485,0,742,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,14,C,2,0,C02,130,9,5,16,17,11,58,178,2,0,3,9,0,0,0,0,49,0,0,0,0,0,487,20,507,0,742,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,14,C,3,0,C03,138,9,4,12,18,12,56,171,4,3,3,3,0,0,0,0,53,0,0,0,0,0,486,13,499,0,742,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,14,C,4,0,C04,137,8,4,13,16,12,89,170,1,1,3,2,0,0,0,0,39,0,0,0,0,0,495,10,505,0,742,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,14,C,5,0,C05,127,13,4,9,10,12,85,178,3,2,4,3,0,0,0,0,56,0,0,0,0,0,506,13,519,0,742,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,14,C,6,0,C06,125,10,7,11,15,12,57,172,1,3,1,4,0,0,0,0,56,0,0,0,0,0,474,26,500,0,742,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,15,B,1,0,B,102,9,1,12,9,7,63,123,0,2,2,2,0,0,0,0,39,0,0,0,0,0,371,10,381,0,559,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,15,C,1,0,C01,71,7,3,6,10,14,58,149,2,3,2,2,0,0,0,0,48,0,0,0,0,0,375,10,385,0,558,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,15,C,2,0,C02,95,13,0,12,9,9,50,110,0,2,1,2,0,0,0,0,43,0,0,0,0,0,346,11,357,0,558,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,16,B,1,0,B,120,6,3,9,17,7,46,134,2,2,7,5,0,0,0,0,46,0,0,0,0,0,404,16,420,0,565,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,16,C,1,0,C01,110,5,3,3,33,7,55,145,1,3,2,5,0,0,0,0,44,0,0,0,0,0,416,11,427,0,565,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,16,C,2,0,C02,91,6,2,8,19,12,46,120,1,4,2,2,0,0,0,0,53,0,0,0,0,0,366,10,376,0,565,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,17,B,1,0,B,138,22,1,11,8,6,57,154,2,2,0,6,0,0,0,0,83,0,0,0,0,2,490,11,503,0,664,ACTA CASILLA,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,17,C,1,0,C01,110,17,2,7,12,10,65,149,1,4,4,8,0,0,0,0,74,0,0,0,0,0,463,17,480,0,663,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,18,B,1,0,B,117,10,2,1,13,7,33,106,3,0,1,7,0,0,0,0,68,0,0,0,0,0,368,16,384,0,532,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,18,C,1,0,C01,103,26,0,5,11,1,42,85,0,3,0,9,0,0,0,0,85,0,0,0,0,0,370,15,385,0,531,ACTA CASILLA,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,19,B,1,0,B,118,10,1,6,19,5,56,103,0,2,2,1,0,0,0,0,69,0,0,0,0,1,392,14,407,0,563,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,19,C,1,0,C01,75,8,5,10,12,11,49,125,2,2,1,2,0,0,0,0,80,0,0,0,0,0,382,8,390,0,562,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,20,B,1,0,B,66,6,0,6,8,6,44,94,1,1,2,9,0,0,0,0,59,0,0,0,0,0,302,12,314,0,486,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,20,C,1,0,C01,66,5,1,0,3,6,55,86,1,3,1,3,0,0,0,0,68,0,0,0,0,0,298,16,314,0,486,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,21,B,1,0,B,66,14,1,3,11,5,37,103,2,0,0,0,0,0,0,0,82,0,0,0,0,0,324,13,337,0,449,ACTA CASILLA,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,22,B,1,0,B,95,21,3,8,20,4,44,148,0,2,2,7,0,0,0,0,73,0,0,0,0,0,427,12,439,0,684,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,22,C,1,0,C01,121,15,2,13,9,9,63,167,2,2,3,10,0,0,0,0,61,0,0,0,0,0,477,19,496,0,684,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,23,B,1,0,B,110,19,2,8,11,9,61,131,3,6,3,3,0,0,0,0,70,0,0,0,0,0,436,12,448,0,674,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,23,SMR,1,0,SMR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTA DENTRO DEL PAQUETE,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,23,SMR,2,0,SMR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTA DENTRO DEL PAQUETE,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,24,B,1,0,B,77,9,1,9,12,4,44,103,0,1,1,1,0,0,0,0,32,0,0,0,0,0,294,10,304,0,436,ACTA CASILLA,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,24,C,1,0,C01,80,10,2,10,9,6,36,84,2,2,0,4,0,0,0,0,32,0,0,0,0,1,277,8,286,0,436,ACTA CASILLA,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,25,B,1,0,B,114,16,1,3,11,10,74,145,3,3,1,8,0,0,0,0,69,0,0,0,0,0,458,7,465,0,657,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,25,C,1,0,C01,132,12,0,7,10,12,68,131,0,0,2,3,0,0,0,0,60,0,0,0,0,0,437,19,456,0,656,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,26,B,1,0,B,150,13,0,7,20,10,68,140,3,4,2,9,0,0,0,0,42,0,0,0,0,0,468,18,486,0,698,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,4,APIZACO,3,APIZACO,26,C,1,0,C01,123,19,1,14,7,8,73,160,0,2,1,12,0,0,0,0,35,0,0,0,0,0,455,15,470,0,697,GRUPO DE RECUENTO,,,
