CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,PAC,MORENA,PANALT,RSP,FXM,PAN_PRI,MORENA_RSP_PANALT,MORENA_PANALT,MORENA_RSP,RSP_PANALT,CAND_IND01,CAND_IND02,CAND_IND03,CAND_IND04,CAND_IND05,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,29,TLAXCALA,4,APIZACO,3,APIZACO,17,2,2,248,39,3,18,20,16,122,303,3,6,4,14,0,0,0,0,157,0,0,0,0,2,953,28,983,1327
4,29,TLAXCALA,4,APIZACO,3,APIZACO,18,2,2,220,36,2,6,24,8,75,191,3,3,1,16,0,0,0,0,153,0,0,0,0,0,738,31,769,1063
4,29,TLAXCALA,4,APIZACO,3,APIZACO,19,2,2,193,18,6,16,31,16,105,228,2,4,3,3,0,0,0,0,149,0,0,0,0,1,774,22,797,1125
4,29,TLAXCALA,4,APIZACO,3,APIZACO,20,2,2,132,11,1,6,11,12,99,180,2,4,3,12,0,0,0,0,127,0,0,0,0,0,600,28,628,972
4,29,TLAXCALA,4,APIZACO,3,APIZACO,21,1,1,66,14,1,3,11,5,37,103,2,0,0,0,0,0,0,0,82,0,0,0,0,0,324,13,337,449
4,29,TLAXCALA,4,APIZACO,3,APIZACO,22,2,2,216,36,5,21,29,13,107,315,2,4,5,17,0,0,0,0,134,0,0,0,0,0,904,31,935,1368
4,29,TLAXCALA,4,APIZACO,3,APIZACO,23,3,3,110,19,2,8,11,9,61,131,3,6,3,3,0,0,0,0,70,0,0,0,0,0,436,12,448,674
4,29,TLAXCALA,4,APIZACO,3,APIZACO,24,2,2,157,19,3,19,21,10,80,187,2,3,1,5,0,0,0,0,64,0,0,0,0,1,571,18,590,872
4,29,TLAXCALA,4,APIZACO,3,APIZACO,25,2,2,246,28,1,10,21,22,142,276,3,3,3,11,0,0,0,0,129,0,0,0,0,0,895,26,921,1313
4,29,TLAXCALA,4,APIZACO,3,APIZACO,26,2,2,273,32,1,21,27,18,141,300,3,6,3,21,0,0,0,0,77,0,0,0,0,0,923,33,956,1395
4,29,TLAXCALA,4,APIZACO,3,APIZACO,27,3,3,380,36,10,29,41,31,204,432,2,11,3,21,0,0,0,0,163,0,0,0,0,1,1363,40,1404,2153
4,29,TLAXCALA,4,APIZACO,3,APIZACO,28,2,2,198,36,4,27,32,11,139,294,5,5,2,8,0,0,0,0,139,0,0,0,0,0,900,30,930,1428
4,29,TLAXCALA,4,APIZACO,3,APIZACO,29,3,3,283,38,3,24,43,31,141,385,4,1,13,13,0,0,0,0,135,0,0,0,0,0,1114,48,1162,1743
4,29,TLAXCALA,4,APIZACO,3,APIZACO,31,5,5,432,39,8,38,59,35,266,691,8,8,9,20,0,0,0,0,129,0,0,0,0,1,1742,89,1832,3083
4,29,TLAXCALA,4,APIZACO,3,APIZACO,32,3,3,338,44,4,16,29,34,157,432,7,9,8,17,0,0,0,0,135,0,0,0,0,0,1230,42,1272,1919
4,29,TLAXCALA,4,APIZACO,3,APIZACO,33,3,3,310,45,7,15,51,34,226,492,5,4,6,21,0,0,0,0,186,0,0,0,0,0,1402,48,1450,2212
4,29,TLAXCALA,4,APIZACO,3,APIZACO,34,2,2,216,42,7,8,44,19,159,324,4,7,7,8,0,0,0,0,135,0,0,0,0,0,980,38,1018,1407
4,29,TLAXCALA,4,APIZACO,3,APIZACO,35,2,2,187,28,6,13,34,12,117,306,5,6,9,9,0,0,0,0,95,0,0,0,0,1,827,23,851,1197
4,29,TLAXCALA,4,APIZACO,3,APIZACO,36,3,3,331,34,13,12,52,27,226,408,9,3,5,13,0,0,0,0,181,0,0,0,0,0,1314,44,1358,2074
4,29,TLAXCALA,4,APIZACO,3,APIZACO,37,2,2,178,29,7,15,23,15,144,319,1,13,2,11,0,0,0,0,130,0,0,0,0,2,887,25,914,1317
4,29,TLAXCALA,2,TLAXCO DE MORELOS,3,APIZACO,38,2,2,246,14,19,22,10,11,88,291,14,3,2,6,0,0,0,0,19,0,0,0,0,0,745,39,784,1114
4,29,TLAXCALA,4,APIZACO,3,APIZACO,39,2,2,203,34,2,43,36,17,188,314,3,3,4,2,0,0,0,0,39,0,0,0,0,0,888,40,928,1275
4,29,TLAXCALA,4,APIZACO,3,APIZACO,40,4,4,430,42,20,33,70,47,358,690,11,5,14,8,0,0,0,0,91,0,0,0,0,0,1819,87,1906,2806
4,29,TLAXCALA,4,APIZACO,3,APIZACO,42,1,1,55,9,1,9,13,10,74,152,2,4,1,1,0,0,0,0,58,0,0,0,0,0,389,16,405,646
4,29,TLAXCALA,4,APIZACO,3,APIZACO,43,6,6,599,72,17,50,65,65,426,868,9,9,11,26,0,0,0,0,369,0,0,0,0,0,2586,116,2702,4152
4,29,TLAXCALA,4,APIZACO,3,APIZACO,44,4,4,283,30,9,66,44,60,209,624,6,11,11,15,0,0,0,0,302,0,0,0,0,0,1670,77,1747,2476
4,29,TLAXCALA,4,APIZACO,3,APIZACO,45,1,1,57,8,3,12,12,10,56,92,0,2,1,3,0,0,0,0,26,0,0,0,0,0,282,12,294,464
4,29,TLAXCALA,4,APIZACO,3,APIZACO,46,3,3,308,69,6,72,58,19,200,514,6,5,6,5,0,0,0,0,129,0,0,0,0,0,1397,32,1429,2069
4,29,TLAXCALA,4,APIZACO,3,APIZACO,47,4,4,304,32,8,46,59,45,264,733,8,4,6,14,0,0,0,0,167,0,0,0,0,0,1690,71,1761,2758
4,29,TLAXCALA,4,APIZACO,3,APIZACO,48,1,1,75,5,1,3,11,3,58,73,3,1,1,11,0,0,0,0,26,0,0,0,0,0,271,7,278,362
4,29,TLAXCALA,4,APIZACO,3,APIZACO,618,3,3,284,19,8,31,32,24,211,423,6,3,4,5,0,0,0,0,111,0,0,0,0,0,1161,46,1207,1628
4,29,TLAXCALA,4,APIZACO,3,APIZACO,619,3,3,248,29,9,19,38,28,244,453,3,2,6,4,0,0,0,0,126,0,0,0,0,0,1209,51,1260,1883
4,29,TLAXCALA,4,APIZACO,3,APIZACO,634,4,4,386,35,9,25,98,50,258,646,11,3,9,21,0,0,0,0,197,0,0,0,0,0,1748,54,1802,2643
4,29,TLAXCALA,4,APIZACO,3,APIZACO,635,4,4,318,45,6,22,63,36,236,556,7,14,4,23,0,0,0,0,143,0,0,0,0,0,1473,47,1520,2398
4,29,TLAXCALA,4,APIZACO,3,APIZACO,636,2,2,186,23,5,18,47,22,109,289,4,4,4,13,0,0,0,0,106,0,0,0,0,0,830,27,857,1416
4,29,TLAXCALA,3,SANTIAGO TETLA,4,ATLANGATEPEC,49,2,2,18,83,0,27,4,136,1,208,26,0,51,11,0,0,0,0,0,0,0,0,0,0,565,25,590,776
4,29,TLAXCALA,3,SANTIAGO TETLA,4,ATLANGATEPEC,50,1,1,16,115,0,3,5,110,0,36,4,0,4,13,0,0,0,0,0,0,0,0,0,0,306,7,313,388
4,29,TLAXCALA,3,SANTIAGO TETLA,4,ATLANGATEPEC,51,1,1,8,75,0,3,4,66,1,64,8,0,65,2,0,0,0,0,0,0,0,0,0,0,296,12,308,373
4,29,TLAXCALA,3,SANTIAGO TETLA,4,ATLANGATEPEC,52,1,1,4,7,0,0,0,43,0,33,5,0,12,0,0,0,0,0,0,0,0,0,0,0,104,3,107,120
4,29,TLAXCALA,3,SANTIAGO TETLA,4,ATLANGATEPEC,53,2,2,47,140,0,8,7,192,5,213,30,0,191,11,0,0,0,0,0,0,0,0,0,0,844,33,877,1203
4,29,TLAXCALA,3,SANTIAGO TETLA,4,ATLANGATEPEC,54,1,1,15,76,0,2,0,116,0,72,11,0,42,9,0,0,0,0,0,0,0,0,0,0,343,9,352,462
4,29,TLAXCALA,3,SANTIAGO TETLA,4,ATLANGATEPEC,55,1,1,17,56,0,12,1,57,3,72,23,0,23,3,0,0,0,0,0,0,0,0,0,0,267,12,279,385
4,29,TLAXCALA,3,SANTIAGO TETLA,4,ATLANGATEPEC,56,2,2,43,143,0,13,5,417,7,139,94,0,98,7,0,0,0,0,0,0,0,0,0,0,966,41,1007,1317
4,29,TLAXCALA,3,SANTIAGO TETLA,4,ATLANGATEPEC,57,1,1,46,71,0,4,0,74,1,37,10,0,23,7,0,0,0,0,0,0,0,0,0,0,273,15,288,393
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,59,2,2,272,115,0,54,92,21,16,191,17,4,32,0,0,0,0,0,0,0,0,0,0,0,814,21,835,1061
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,60,2,2,250,35,0,26,77,46,10,149,11,2,8,0,0,0,0,0,0,0,0,0,0,0,614,18,632,830
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,61,2,2,45,90,0,29,20,57,22,96,15,5,16,0,0,0,0,0,0,0,0,0,0,0,395,33,428,554
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,62,1,1,51,64,0,40,12,19,18,67,6,0,20,0,0,0,0,0,0,0,0,0,0,0,297,14,311,366
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,63,1,1,35,64,0,31,21,35,14,88,1,3,17,0,0,0,0,0,0,0,0,0,0,0,309,16,325,385
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,64,1,1,37,32,0,5,14,40,2,48,2,1,9,0,0,0,0,0,0,0,0,0,0,0,190,8,198,233
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,65,1,1,67,20,0,50,11,10,11,40,0,0,9,0,0,0,0,0,0,0,0,0,0,0,218,3,221,247
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,66,1,1,120,56,0,36,45,38,11,61,5,0,5,0,0,0,0,0,0,0,0,0,0,0,377,29,406,543
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,67,1,1,38,32,0,1,10,14,15,107,1,0,3,0,0,0,0,0,0,0,0,0,0,0,221,5,226,261
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,68,4,4,663,262,0,180,75,114,31,294,5,1,28,0,0,0,0,0,0,0,0,0,0,0,1653,63,1716,2254
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,69,2,2,90,72,0,101,115,129,5,180,11,1,10,0,0,0,0,0,0,0,0,0,0,0,714,16,730,937
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,70,1,1,87,72,0,81,20,69,12,78,13,2,11,0,0,0,0,0,0,0,0,0,0,0,445,11,456,567
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,71,2,2,156,89,0,60,50,189,33,153,10,4,33,0,0,0,0,0,0,0,0,0,0,0,777,40,817,1070
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,72,2,2,98,75,0,71,28,236,9,63,8,2,18,0,0,0,0,0,0,0,0,0,0,0,608,36,644,791
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,73,1,1,74,37,0,28,10,12,8,40,0,0,23,0,0,0,0,0,0,0,0,0,0,0,232,8,240,314
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,74,2,2,128,152,0,112,26,246,15,178,7,3,12,0,0,0,0,0,0,0,0,0,0,0,879,37,916,1180
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,75,1,1,72,39,0,137,8,66,17,68,2,1,5,0,0,0,0,0,0,0,0,0,0,0,415,18,433,520
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,76,1,1,16,43,0,55,10,25,5,14,1,0,3,0,0,0,0,0,0,0,0,0,0,0,172,8,180,211
4,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,77,3,3,384,126,0,52,154,40,71,285,16,0,83,0,0,0,0,0,0,0,0,0,0,0,1211,35,1246,1557
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,78,7,7,31,121,50,453,74,44,300,789,17,27,32,3,0,0,0,0,0,659,0,0,0,0,2600,131,2731,4854
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,79,5,5,14,62,29,267,47,15,189,411,3,12,3,8,0,0,0,0,0,322,0,0,0,0,1382,53,1435,2362
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,80,3,3,14,33,18,164,40,14,153,272,6,20,3,4,0,0,0,0,0,265,0,0,0,1,1006,37,1044,1502
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,81,3,3,9,24,5,196,34,12,251,333,3,14,2,6,0,0,0,0,0,192,0,0,0,0,1081,50,1131,1877
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,82,4,4,20,46,29,297,27,20,220,355,5,16,3,3,0,0,0,0,0,367,0,0,0,0,1408,66,1474,2444
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,83,4,4,34,58,13,295,26,10,327,335,4,18,4,4,0,0,0,0,0,358,0,0,0,0,1486,73,1559,2634
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,84,2,2,14,27,6,77,4,3,70,150,3,11,3,3,0,0,0,0,0,132,0,0,0,1,503,28,532,783
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,85,4,4,8,71,38,338,23,13,188,400,5,15,3,6,0,0,0,0,0,323,0,0,0,1,1431,54,1486,2291
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,86,3,3,11,58,24,340,22,9,123,453,5,14,3,2,0,0,0,0,0,356,0,0,0,0,1420,43,1463,2154
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,87,2,2,5,12,19,137,10,4,70,138,2,7,4,0,0,0,0,0,0,159,0,0,0,0,567,27,594,998
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,88,2,2,18,38,19,202,9,10,162,211,2,12,3,5,0,0,0,0,0,192,0,0,0,1,883,40,924,1408
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,89,4,4,18,27,13,377,24,13,267,368,2,20,5,1,0,0,0,0,0,282,0,0,0,0,1417,62,1479,2297
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,90,5,5,26,48,52,524,22,23,304,559,5,30,16,1,0,0,0,0,0,434,0,0,0,0,2044,76,2120,3445
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,91,2,2,2,10,10,141,9,4,41,167,1,16,1,0,0,0,0,0,0,142,0,0,0,0,544,27,571,824
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,92,3,3,23,25,14,333,19,25,162,422,3,12,4,4,0,0,0,0,0,330,0,0,0,0,1376,76,1452,2182
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,93,2,2,18,32,16,130,19,27,138,279,0,13,6,1,0,0,0,0,0,192,0,0,0,0,871,61,932,1446
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,94,2,2,10,13,14,124,7,11,32,215,1,5,2,0,0,0,0,0,0,182,0,0,0,0,616,17,633,933
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,95,1,1,4,16,4,47,11,6,20,84,0,2,1,2,0,0,0,0,0,41,0,0,0,0,238,18,256,474
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,96,2,2,32,15,14,88,8,5,56,149,3,1,4,1,0,0,0,0,0,95,0,0,0,0,471,19,490,678
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,97,2,2,2,10,20,173,8,1,100,123,2,1,1,1,0,0,0,0,0,139,0,0,0,0,581,44,625,1057
4,29,TLAXCALA,1,SAN ANTONIO CALPULALPAN,6,CALPULALPAN,98,4,4,24,28,20,177,19,17,190,229,1,7,4,2,0,0,0,0,0,273,0,0,0,0,991,62,1053,1796
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,100,5,5,18,73,0,93,29,0,844,603,32,52,0,0,0,0,0,0,0,0,0,0,0,0,1744,135,1879,3179
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,101,3,3,8,78,0,81,26,0,570,508,21,35,0,0,0,0,0,0,0,0,0,0,0,0,1327,93,1420,2174
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,102,4,4,8,49,0,67,75,0,673,479,11,64,0,0,0,0,0,0,0,0,0,0,0,0,1426,90,1516,2345
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,103,2,2,10,24,0,28,56,0,330,349,14,59,0,0,0,0,0,0,0,0,0,0,0,0,870,52,922,1479
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,104,4,4,10,64,0,84,43,0,915,541,24,45,0,0,0,0,0,0,0,0,0,0,0,0,1726,107,1833,2845
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,105,1,1,9,10,0,24,18,0,120,149,4,9,0,0,0,0,0,0,0,0,0,0,0,6,343,24,373,491
4,29,TLAXCALA,11,HUAMANTLA,7,EL CARMEN TEQUEXQUITLA,106,1,1,2,5,0,2,10,0,42,108,2,9,0,0,0,0,0,0,0,0,0,0,0,0,180,11,191,240
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,107,5,5,423,37,257,251,13,873,47,136,4,0,190,27,0,0,0,0,0,0,0,0,0,9,2258,91,2358,3098
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,108,3,3,266,22,153,140,15,449,46,90,3,0,107,13,0,0,0,0,0,0,0,0,0,4,1304,65,1373,1931
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,109,4,4,437,19,222,222,6,557,40,123,3,0,141,18,0,0,0,0,0,0,0,0,0,8,1788,93,1889,2579
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,110,3,3,282,14,65,201,15,404,19,114,6,0,56,10,0,0,0,0,0,0,0,0,0,0,1186,51,1237,1605
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,111,1,1,48,41,13,29,1,89,6,19,0,0,5,3,0,0,0,0,0,0,0,0,0,0,254,3,257,291
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,112,1,1,21,1,20,12,0,71,1,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,137,7,144,167
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,113,1,1,33,4,43,26,2,114,22,14,2,0,5,0,0,0,0,0,0,0,0,0,0,11,265,10,286,320
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,114,2,2,137,25,51,124,21,245,23,52,2,0,58,5,0,0,0,0,0,0,0,0,0,0,743,37,780,931
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,115,1,1,76,2,37,46,14,202,5,33,1,0,39,1,0,0,0,0,0,0,0,0,0,0,456,14,470,541
4,29,TLAXCALA,11,HUAMANTLA,8,CUAPIAXTLA,116,1,1,75,78,21,119,1,77,2,21,3,0,12,7,0,0,0,0,0,0,0,0,0,0,416,24,440,504
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,9,CUAXOMULCO,117,2,2,131,159,1,6,37,165,27,159,157,9,190,0,0,0,0,0,0,0,0,0,0,0,1041,40,1081,1456
