CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION,DEMARCACION,SECCION,CASILLAS,ACTA_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,PAC,MORENA,PANALT,RSP,FXM,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_CAN_NREG,NUMERO_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,194,SECCION 1A ACTIPAN INFONAVIT,415,2,2,77,0,36,144,40,110,92,176,0,9,19,0,0,0,0,1,703,48,752,1114
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,195,SECCION 2A TEOTLALPAN,412,5,5,79,173,517,184,0,447,0,529,0,0,198,0,0,0,0,4,2127,97,2228,3597
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,196,SECCION 3A OCOTITLA,413,2,2,175,0,22,73,0,334,12,220,0,0,59,0,0,0,0,2,895,43,940,1448
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,197,SANTA MARIA CAPULAC,416,2,2,0,0,0,137,0,0,375,234,0,0,0,0,0,0,0,0,746,14,760,1248
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,198,SANTA FE LA TROJE,417,1,1,0,0,0,75,0,98,95,21,0,0,1,0,0,0,0,0,290,6,296,357
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,199,COLONIA PLAN DE AYALA,418,1,1,21,0,19,78,0,45,0,86,0,0,118,0,0,0,0,0,367,6,373,494
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,200,JOSE MARIA MORELOS Y PAVON,419,1,1,2,0,3,43,0,66,87,236,0,0,10,0,0,0,0,1,447,20,468,705
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,201,SAN FRANCISCO ATEXCATZINGO,420,3,3,21,53,17,466,134,383,0,112,0,0,233,0,0,0,0,0,1419,54,1473,2210
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,201,SAN FRANCISCO ATEXCATZINGO,421,4,4,40,112,54,524,181,328,0,145,0,0,238,0,0,0,0,0,1622,71,1693,2664
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,202,SAN BARTOLOME MATLALOHCAN,620,3,3,124,0,37,168,0,245,18,585,0,0,11,0,0,0,0,0,1188,51,1239,1879
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,202,SAN BARTOLOME MATLALOHCAN,621,4,4,100,0,22,277,0,346,23,718,0,0,23,0,0,0,0,2,1509,67,1578,2518
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,203,SAN ISIDRO PIEDRAS NEGRAS,423,1,1,0,0,0,55,0,5,0,136,0,0,2,0,0,0,0,0,198,6,204,257
4,29,TLAXCALA,13,ZACATELCO,32,TETLATLAHUCA,204,SAN BARTOLOME TENANGO,424,3,3,0,0,0,45,351,18,347,336,3,13,0,0,0,0,0,3,1113,67,1183,1635
4,29,TLAXCALA,13,ZACATELCO,32,TETLATLAHUCA,205,SANTA CRUZ AQUIAHUAC,425,3,3,0,0,0,310,427,0,0,490,0,9,0,0,0,0,0,1,1236,15,1252,1619
4,29,TLAXCALA,13,ZACATELCO,32,TETLATLAHUCA,205,SANTA CRUZ AQUIAHUAC,426,3,3,0,0,0,302,423,0,0,380,0,5,0,0,0,0,0,0,1110,15,1125,1501
4,29,TLAXCALA,13,ZACATELCO,32,TETLATLAHUCA,206,SANTA ISABEL TETLATLAHUCA,427,3,3,0,0,0,110,402,126,52,150,208,355,0,0,0,0,0,0,1403,51,1454,2028
4,29,TLAXCALA,13,ZACATELCO,32,TETLATLAHUCA,206,SANTA ISABEL TETLATLAHUCA,428,3,3,0,0,0,57,213,220,58,167,218,240,0,0,0,0,0,0,1173,39,1212,1623
4,29,TLAXCALA,13,ZACATELCO,32,TETLATLAHUCA,207,SAN ANDRES CUAMILPA,431,2,2,0,0,0,274,201,0,25,200,0,222,0,0,0,0,0,1,922,25,948,1238
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,208,SAN ESTEBAN TIZATLAN,435,3,3,74,155,20,47,19,173,453,337,8,4,4,0,0,0,0,5,1294,40,1339,1968
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,208,SAN ESTEBAN TIZATLAN,436,3,3,46,192,50,66,19,98,284,629,1,2,7,0,0,0,0,0,1394,55,1449,2165
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,208,SAN ESTEBAN TIZATLAN,437,3,3,80,156,32,24,9,70,262,400,3,5,7,0,0,0,0,0,1048,46,1094,1505
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,209,SANTA MARIA IXTULCO,438,3,3,52,53,84,219,66,313,66,162,188,79,6,0,0,0,0,0,1288,41,1329,1765
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,209,SANTA MARIA IXTULCO,439,4,4,118,134,94,265,100,321,98,322,183,97,5,0,0,0,0,3,1737,67,1807,2498
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,210,SAN BUENAVENTURA ATEMPAN,440,3,3,186,225,13,170,15,58,95,279,274,0,127,0,0,0,0,2,1442,32,1476,1985
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,211,OCOTLAN,444,6,6,281,343,168,168,161,230,353,929,72,0,52,0,0,0,0,5,2757,136,2898,4223
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,211,OCOTLAN,445,3,3,49,167,94,121,126,60,101,292,10,0,12,0,0,0,0,0,1032,37,1069,1551
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,211,OCOTLAN,626,5,5,143,331,82,173,123,222,216,723,30,0,35,0,0,0,0,0,2078,95,2173,3322
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,211,OCOTLAN,627,4,4,76,239,147,214,78,77,135,342,26,0,12,0,0,0,0,2,1346,46,1394,2702
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,211,OCOTLAN,628,3,3,82,128,91,139,68,108,117,370,29,0,30,0,0,0,0,1,1162,40,1203,1830
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,211,OCOTLAN,630,3,3,14,31,7,16,16,15,16,93,4,0,5,0,0,0,0,0,217,15,232,460
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,212,SAN HIPOLITO CHIMALPA,448,4,4,121,105,0,10,196,53,147,181,276,2,644,0,0,0,0,1,1735,66,1802,2519
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,213,SAN GABRIEL CUAUHTLA,451,3,3,334,35,15,39,21,98,32,685,5,4,103,0,0,0,0,0,1371,43,1414,1990
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,213,SAN GABRIEL CUAUHTLA,452,3,3,45,4,2,3,5,6,1,81,1,0,6,0,0,0,0,0,154,3,157,236
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,213,SAN GABRIEL CUAUHTLA,459,3,3,246,69,49,34,30,74,26,399,0,2,79,0,0,0,0,0,1008,58,1066,1522
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,213,SAN GABRIEL CUAUHTLA,464,7,7,203,137,22,59,65,178,87,400,25,9,47,0,0,0,0,0,1232,102,1334,1036
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,213,SAN GABRIEL CUAUHTLA,627,4,4,59,160,83,142,52,64,103,224,17,0,14,0,0,0,0,1,918,27,946,71
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,213,SAN GABRIEL CUAUHTLA,629,3,3,230,69,31,31,31,108,45,447,11,9,75,0,0,0,0,2,1087,49,1138,1549
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,214,LA TRINIDAD TEPEHITEC,461,4,4,11,9,0,11,0,2,1,15,0,0,1,0,0,0,0,1,50,18,69,153
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,214,LA TRINIDAD TEPEHITEC,462,4,4,404,418,0,255,0,95,60,213,55,0,14,0,0,0,0,153,1514,67,1734,2444
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,214,LA TRINIDAD TEPEHITEC,463,3,3,3,7,0,2,0,4,5,14,1,0,0,0,0,0,0,1,36,4,41,130
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,215,SANTA MARIA ACUITLAPILCO,464,7,7,186,111,14,47,48,165,63,323,14,5,36,0,0,0,0,1,1012,68,1081,2514
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,215,SANTA MARIA ACUITLAPILCO,465,8,8,247,804,208,203,98,361,223,825,47,19,105,0,0,0,0,4,3140,177,3321,5051
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,215,SANTA MARIA ACUITLAPILCO,466,7,7,274,456,203,278,69,676,109,647,41,17,129,0,0,0,0,1,2899,151,3051,4955
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,216,SAN LUCAS CUAHTELULPAN,468,4,4,247,30,254,346,286,280,84,223,102,0,10,0,0,0,0,2,1862,83,1947,2813
4,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,216,SAN LUCAS CUAHTELULPAN,469,3,3,133,8,406,184,311,80,52,68,36,0,1,0,0,0,0,0,1279,42,1321,1792
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,217,6A. SECCION,470,2,2,108,57,0,260,70,43,0,143,0,0,0,0,0,0,0,0,681,28,709,1098
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,218,EL SABINAL,471,3,3,210,30,0,67,0,280,0,320,0,0,0,0,0,0,0,0,907,41,948,1587
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,219,COL. ITURBIDE,472,2,2,157,71,0,188,0,113,0,381,0,0,0,0,0,0,0,3,910,39,952,1466
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,220,5A SECCION BARRIO CHICO,473,2,2,90,24,0,0,0,107,17,270,253,0,0,0,0,0,0,12,761,21,794,1200
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,221,COLONIA TEPATLAXCO,474,3,3,267,100,0,113,90,78,0,529,0,0,0,0,0,0,0,2,1177,34,1213,2042
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,222,COL. POSTAL Y VISTA HERMOSA,476,5,5,359,416,0,296,0,405,0,497,0,0,0,0,0,0,0,25,1973,70,2068,3309
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,223,COLONIA EJIDAL,477,2,2,131,54,0,222,0,86,0,235,0,0,12,0,0,0,0,1,740,30,771,1115
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,224,COLONIA SAN JUAN,478,1,1,51,0,3,66,0,128,0,134,0,0,0,0,0,0,0,0,382,9,391,526
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,225,ACOPINALCO DEL PEÑON,481,3,3,204,308,0,178,0,68,0,650,0,0,15,0,0,0,0,0,1423,50,1473,2082
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,226,EL ROSARIO,482,3,3,311,8,4,265,17,80,0,498,0,0,0,0,0,0,0,0,1183,37,1220,2022
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,227,UNION EJIDAL TIERRA Y LIBERTAD,484,3,3,38,321,0,260,0,68,0,397,0,0,0,0,0,0,0,0,1084,57,1141,1882
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,228,MARIANO MATAMOROS,485,2,2,40,116,0,133,0,5,0,204,0,0,0,0,0,0,0,0,498,6,504,758
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,229,ASERRADERO CASA BLANCA,486,1,1,108,3,0,268,0,3,0,46,3,0,0,0,0,0,0,0,431,16,447,671
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,230,LAGUNILLAS,488,2,2,103,241,0,96,9,9,0,391,0,0,0,0,0,0,0,0,849,26,875,1433
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,231,LA CIENEGA,490,1,1,46,110,0,0,0,0,0,3,0,0,0,0,0,0,0,0,159,3,162,206
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,232,ATOTONILCO,491,4,4,423,513,0,440,0,54,0,369,0,0,0,0,0,0,0,0,1799,64,1863,2753
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,233,SAN PEDRO LA CUEVA,492,1,1,46,0,0,41,0,55,0,11,0,0,0,0,0,0,0,53,153,11,217,279
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,234,SAN ANTONIO HUEXOTITLA,493,1,1,12,71,0,34,56,7,0,94,0,0,0,0,0,0,0,0,274,6,280,443
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,235,SAN JOSE TEPEYAHUALCO,494,2,2,59,28,0,84,0,25,140,211,0,0,0,0,0,0,0,1,547,31,579,899
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,236,SAN LORENZO SOLTEPEC,495,2,2,99,146,0,9,0,23,7,296,0,0,0,0,0,0,0,0,580,20,600,916
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,237,LA PALMA,497,1,1,75,27,0,18,0,2,0,98,0,0,0,0,0,0,0,0,220,5,225,262
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,238,LA ROSA,497,1,1,88,0,0,4,1,44,0,31,0,0,0,0,0,0,0,0,168,6,174,218
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,239,RANCHERIA LAS MESAS,498,1,1,96,0,0,5,0,26,0,52,0,0,0,0,0,0,0,0,179,7,186,226
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,240,COL. MAXIMO ROJAS XALOSTOC,499,2,2,65,105,0,255,0,136,0,160,0,0,0,0,0,0,0,0,721,41,762,1018
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,241,LA MAGDALENA SOLTEPEC,500,1,1,114,51,0,2,49,101,0,6,0,0,58,0,0,0,0,0,381,10,391,500
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,242,COL. JOSE MA. MORELOS BUENAVISTA,501,2,2,266,33,0,312,0,135,19,260,0,0,0,0,0,0,0,0,1025,34,1059,1442
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,243,SANTA MARIA ZOTOLUCA,502,1,1,36,3,0,0,0,108,0,148,0,0,0,0,0,0,0,0,295,11,306,369
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,244,CAPILLA DE TEPEYAHUALCO,503,1,1,0,24,0,56,0,26,0,15,0,0,0,0,0,0,0,0,121,0,121,149
4,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,245,RANCHERIA OJO DE AGUA,504,1,1,2,38,0,6,88,15,6,9,0,0,0,0,0,0,0,0,164,7,171,225
4,29,TLAXCALA,10,HUAMANTLA,35,TOCATLAN,246,SANTACRUZ VENUSTIANO CARRANZA,507,1,1,0,173,0,68,0,0,0,118,0,0,150,0,0,0,0,0,509,9,518,672
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,247,LOS REYES QUIAHUIXTLAN,508,2,2,45,129,73,0,28,122,51,139,35,2,9,0,0,0,0,0,633,50,683,917
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,247,LOS REYES QUIAHUIXTLAN,509,2,2,125,167,38,0,59,204,38,220,25,5,28,0,0,0,0,0,909,57,966,1275
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,248,LA CANDELARIA TEOTLALPAN,511,2,2,0,0,0,55,99,0,165,161,80,8,107,0,0,0,0,4,675,35,714,1000
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,249,SAN FRANCISCO OCOTELULCO,512,3,3,365,0,0,289,55,32,54,238,149,0,36,0,0,0,0,1,1218,45,1264,1880
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,250,ACXOTLA DEL RÍO,513,4,4,239,0,0,0,81,0,436,475,139,144,86,0,0,0,0,55,1600,79,1734,2415
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,251,SAN MIGUEL TLAMAHUCO,514,2,2,53,0,98,0,113,0,161,262,86,0,0,0,0,0,0,0,773,41,814,1161
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,252,SAN JUAN TOTOLAC,515,3,3,272,34,70,209,80,79,131,465,51,122,0,0,0,0,0,0,1513,64,1577,2197
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,252,SAN JUAN TOTOLAC,516,3,3,264,27,41,143,120,75,92,512,56,119,0,0,0,0,0,0,1449,52,1501,2008
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,252,SAN JUAN TOTOLAC,517,3,3,205,23,47,172,61,90,110,327,28,77,0,0,0,0,0,1,1140,51,1192,1668
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,36,TOTOLAC,253,BARRIO DE ZARAGOZA,518,3,3,221,0,57,234,79,136,160,146,136,100,0,0,0,0,0,0,1269,39,1308,1805
4,29,TLAXCALA,10,HUAMANTLA,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,254,SAN JUAN BAUTISTA MIER,524,1,1,0,39,0,6,2,101,0,7,152,70,0,0,0,0,0,96,377,20,493,637
4,29,TLAXCALA,10,HUAMANTLA,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,255,COLONIA FRANCISCO JAVIER MINA,525,2,2,0,0,0,172,268,7,0,323,2,0,0,0,0,0,0,0,772,25,797,983
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,38,TZOMPANTEPEC,256,SAN ANDRES AHUASHUASTEPEC,613,4,4,0,112,155,61,138,108,200,338,43,195,65,0,0,0,0,0,1415,98,1513,2403
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,38,TZOMPANTEPEC,256,SAN ANDRES AHUASHUASTEPEC,614,3,3,0,45,300,206,81,182,144,279,17,149,50,0,0,0,0,3,1453,63,1519,2196
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,38,TZOMPANTEPEC,256,SAN ANDRES AHUASHUASTEPEC,615,3,3,0,78,131,60,190,117,172,341,49,154,41,0,0,0,0,0,1333,64,1397,2221
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,38,TZOMPANTEPEC,256,SAN ANDRES AHUASHUASTEPEC,616,3,3,0,72,264,265,31,63,65,279,19,262,90,0,0,0,0,0,1410,67,1477,2054
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,38,TZOMPANTEPEC,257,SAN SALVADOR TZOMPANTEPEC,529,3,3,0,15,126,29,130,293,366,141,0,136,0,0,0,0,0,1,1236,59,1296,1633
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,38,TZOMPANTEPEC,258,SAN JUAN QUETZALCOALPAN,530,2,2,0,0,44,131,6,20,215,280,17,271,0,0,0,0,0,0,984,23,1007,1460
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,38,TZOMPANTEPEC,259,XALTIANQUISCO SECCION 3A,536,2,2,0,0,53,124,165,28,139,35,0,64,0,0,0,0,0,1,608,28,637,788
4,29,TLAXCALA,8,SAN BERNARDINO CONTLA,38,TZOMPANTEPEC,260,SAN MATEO INOPHIL,537,1,1,0,0,0,9,0,3,20,53,100,29,0,0,0,0,0,0,214,9,223,283
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,261,GUADALUPE TEXMOLAC,538,4,4,102,38,141,418,0,573,10,160,199,0,63,0,0,0,0,0,1704,45,1749,2565
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,262,COLONIA SANTA MARTHA SECCION TERCERA,539,4,4,341,264,144,280,0,166,14,200,288,0,0,0,0,0,0,1,1697,61,1759,2288
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,263,"SAN COSME XALOSTOC, HUIZNAHUAC 1A SECCION",540,5,5,321,196,271,404,0,222,26,605,432,0,0,0,0,0,0,3,2477,82,2562,3712
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,264,"SAN COSME XALOZTOC, 2A SECCION",541,5,5,216,184,12,554,0,97,108,443,197,0,203,0,0,0,0,0,2014,70,2084,3007
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,265,SAN PEDRO TLACOTEPEC,542,4,4,56,23,51,169,0,252,0,585,649,0,57,0,0,0,0,1,1842,64,1907,2788
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,266,COLONIA VENUSTIANO CARRANZA,543,4,4,242,200,327,220,0,95,0,235,244,0,65,0,0,0,0,1,1628,45,1674,2348
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,267,COLONIA VELASCO,544,1,1,49,153,0,23,0,13,0,302,0,0,23,0,0,0,0,0,563,7,570,705
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,268,COLONIA JOSE LOPEZ PORTILLO,545,1,1,71,2,29,104,0,9,0,38,104,0,127,0,0,0,0,0,484,18,502,693
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,269,SANTA CRUZ ZACATZONTETLA,546,2,2,180,86,0,148,0,63,0,42,116,0,13,0,0,0,0,0,648,19,667,863
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,40,XALTOCAN,270,TOPILCO DE JUAREZ,548,3,3,24,0,107,213,406,0,186,304,0,0,192,0,0,0,0,1,1432,76,1509,2153
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,40,XALTOCAN,271,SAN JOSE TEXOPA,553,1,1,11,0,26,0,57,0,143,11,0,0,0,0,0,0,0,0,248,0,248,362
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,40,XALTOCAN,272,LAS MESAS,554,1,1,45,0,4,17,43,0,1,67,0,0,0,0,0,0,0,0,177,1,178,230
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,40,XALTOCAN,273,SANTA BARBARA ACUIZCUIZTEPEC,555,1,1,40,0,76,156,43,0,0,138,0,0,96,0,0,0,0,0,549,23,572,748
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,40,XALTOCAN,274,CUATLA,556,2,2,146,0,163,0,189,0,19,73,0,0,0,0,0,0,0,0,590,41,631,880
4,29,TLAXCALA,5,SAN NICOLAS PANOTLA,40,XALTOCAN,275,LA ASCENCION HUIZCOLOTEPEC,557,2,2,52,0,4,0,117,0,9,132,0,0,251,0,0,0,0,0,565,35,600,797
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,276,SAN BUENAVENTURA ,563,4,4,0,0,575,0,208,0,362,153,327,0,0,0,0,0,0,0,1625,68,1693,2311
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,277,PANZACOLA,564,3,3,0,368,32,189,430,0,15,343,16,52,0,0,0,0,0,0,1445,58,1503,2208
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,277,PANZACOLA,565,3,3,0,269,48,175,217,0,14,276,15,42,0,0,0,0,0,1,1056,62,1119,1727
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,278,SAN MARCOS CONTLA,566,3,3,0,279,355,12,74,0,0,264,10,133,0,0,0,0,0,0,1127,58,1185,1528
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,278,SAN MARCOS CONTLA,567,3,3,0,225,319,13,104,0,0,207,7,146,0,0,0,0,0,0,1021,68,1089,1532
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,279,SAN FRANCISCO TLACUILOHCAN,575,4,4,65,7,8,6,0,29,20,47,0,24,0,0,0,0,0,0,206,6,212,334
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,279,SAN FRANCISCO TLACUILOHCAN,576,3,3,17,3,2,1,0,7,2,15,0,13,0,0,0,0,0,0,60,3,63,169
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,279,SAN FRANCISCO TLACUILOHCAN,579,2,2,291,34,39,14,0,87,56,304,0,128,0,0,0,0,0,1,953,39,993,1401
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,280,SAN LORENZO TLACUALOYAN,577,2,2,23,91,109,8,0,62,40,168,57,7,0,0,0,0,0,0,565,29,594,809
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,281,OCOTOXCO,578,2,2,163,170,4,8,0,13,116,120,0,2,0,0,0,0,0,1,596,19,616,786
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,282,SANTA MARIA ATLIHUETZIA,585,5,5,733,315,102,41,53,437,86,350,0,31,0,0,0,0,0,0,2148,71,2219,3171
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,282,SANTA MARIA ATLIHUETZIA,617,1,1,74,44,19,7,13,42,20,82,0,15,0,0,0,0,0,0,316,13,329,454
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,283,SAN JOSE TETEL,580,4,4,264,50,76,167,0,183,206,376,56,39,37,0,0,0,0,0,1454,59,1513,2521
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,283,SAN JOSE TETEL,581,6,6,316,169,136,152,0,163,276,602,93,84,37,0,0,0,0,0,2028,125,2153,3501
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,284,SANTA URSULA ZIMATEPEC,580,4,4,12,1,0,15,0,15,4,23,0,0,0,0,0,0,0,0,70,9,79,308
4,29,TLAXCALA,2,TLAXCO DE MORELOS,43,YAUHQUEMEHCAN ,284,SANTA URSULA ZIMATEPEC,581,6,6,27,11,1,24,0,17,19,54,0,8,0,0,0,0,0,0,161,19,180,538
