CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION,DEMARCACION,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,PAC,MORENA,PANALT,RSP,FXM,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_CAN_NREG,NUMERO_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,79,BARRIO DE LA PRECIOSA,194,B,1,0,B,0,3,6,0,16,7,3,0,12,7,0,6,0,0,0,0,0,60,4,64,106,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,79,BARRIO DE LA PRECIOSA,194,C,1,0,C01,0,6,5,0,24,14,6,0,10,20,1,2,0,0,0,0,0,88,1,89,143,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,79,BARRIO DE LA PRECIOSA,194,C,2,0,C02,0,5,10,0,11,5,11,0,12,10,0,11,0,0,0,0,0,75,5,80,94,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,79,BARRIO DE LA PRECIOSA,194,C,3,0,C03,0,8,6,0,12,7,3,0,9,8,0,4,0,0,0,0,0,57,3,60,76,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,79,BARRIO DE LA PRECIOSA,194,C,4,0,C04,0,16,3,0,14,3,3,0,8,5,0,12,0,0,0,0,0,64,3,67,113,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,80,BARRIO DE SAN ANTONIO,192,B,1,0,B,0,2,2,0,0,6,2,0,7,0,0,1,0,0,0,0,0,20,1,21,35,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,80,BARRIO DE SAN ANTONIO,192,C,1,0,C01,0,4,0,0,1,10,1,0,4,0,0,1,0,0,0,0,1,21,8,30,48,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,80,BARRIO DE SAN ANTONIO,192,C,2,0,C02,0,3,1,0,0,8,0,0,19,2,0,0,0,0,0,0,1,33,2,36,46,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,80,BARRIO DE SAN ANTONIO,194,B,1,0,B,0,46,17,1,12,84,2,0,48,14,0,4,0,0,0,0,0,228,9,237,325,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,80,BARRIO DE SAN ANTONIO,194,C,1,0,C01,0,28,22,1,3,75,1,0,40,8,0,2,0,0,0,0,0,180,7,187,288,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,80,BARRIO DE SAN ANTONIO,194,C,2,0,C02,0,40,16,2,6,64,1,0,22,10,0,2,0,0,0,0,0,163,0,163,272,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,80,BARRIO DE SAN ANTONIO,194,C,3,0,C03,0,23,34,4,3,81,2,0,60,12,0,1,0,0,0,0,0,220,8,228,321,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,80,BARRIO DE SAN ANTONIO,194,C,4,0,C04,0,51,21,1,4,91,5,0,42,14,0,0,0,0,0,0,0,229,6,235,358,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,81,BARRIO DE SAN JOSE,192,B,1,0,B,0,53,16,0,16,58,43,0,88,30,55,52,0,0,0,0,3,411,23,437,611,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,81,BARRIO DE SAN JOSE,192,C,1,0,C01,0,56,14,0,16,80,73,0,108,47,41,26,0,0,0,0,5,461,24,490,631,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,81,BARRIO DE SAN JOSE,192,C,2,0,C02,0,46,18,0,12,71,56,0,113,49,44,23,0,0,0,0,4,432,32,468,606,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,82,COLONIA MARIANO MATAMOROS,193,B,1,0,B,0,22,50,0,0,38,42,0,100,4,0,79,0,0,0,0,0,335,13,348,482,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,82,COLONIA MARIANO MATAMOROS,193,C,1,0,C01,0,18,60,0,0,34,40,0,108,10,0,77,0,0,0,0,0,347,11,358,479,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,82,COLONIA MARIANO MATAMOROS,219,B,1,0,B,0,5,5,0,0,5,5,0,26,1,0,11,0,0,0,0,0,58,2,60,79,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,82,COLONIA MARIANO MATAMOROS,219,C,1,0,C01,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,4,2,6,41,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,83,HERMENEGILDO GALEANA,196,B,1,0,B,0,0,35,0,33,56,162,0,58,39,37,0,0,0,0,0,0,420,22,442,636,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,83,HERMENEGILDO GALEANA,196,C,1,0,C01,0,0,37,0,17,69,138,0,92,23,53,0,0,0,0,0,0,429,24,453,636,ACTA CASILLA,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,84,RANCHERIA DE TORRES,197,B,1,0,B,0,12,8,0,0,54,54,0,4,81,0,0,0,0,0,0,0,213,3,216,278,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,85,FRANCISCO I. MADERO LA MESA,198,B,1,0,B,0,0,42,0,0,31,1,0,50,0,0,0,0,0,0,0,1,124,1,126,165,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,86,COLONIA FRANCISCO VILLA TECOAC,199,B,1,0,B,0,0,92,0,9,37,113,0,62,0,0,0,0,0,0,0,0,313,8,321,405,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,86,COLONIA FRANCISCO VILLA TECOAC,199,C,1,0,C01,0,0,101,0,20,39,109,0,60,0,0,0,0,0,0,0,0,329,13,342,405,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,87,EL CARMEN XALPATALAHUAYA,200,B,1,0,B,0,55,23,40,1,44,26,0,198,21,0,2,0,0,0,0,0,410,10,420,525,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,87,EL CARMEN XALPATALAHUAYA,200,C,1,0,C01,0,67,29,34,3,51,13,0,180,28,0,4,0,0,0,0,0,409,8,417,525,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,87,EL CARMEN XALPATALAHUAYA,200,C,2,0,C02,0,29,23,26,2,71,44,0,173,17,0,1,0,0,0,0,0,386,10,396,524,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,88,BENITO JUAREZ,201,B,1,0,B,0,0,37,0,29,35,146,0,65,14,0,104,0,0,0,0,1,430,22,453,680,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,88,BENITO JUAREZ,201,C,1,0,C01,0,0,43,0,24,69,104,0,66,6,0,110,0,0,0,0,0,422,21,443,680,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,88,BENITO JUAREZ,201,C,2,0,C02,0,0,63,0,22,46,154,0,54,4,0,110,0,0,0,0,0,453,20,473,680,ACTA CASILLA,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,88,BENITO JUAREZ,201,C,3,0,C03,0,0,42,0,15,58,157,0,47,1,0,131,0,0,0,0,0,451,20,471,679,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,88,BENITO JUAREZ,201,C,4,0,C04,0,0,46,0,38,52,132,0,79,4,0,102,0,0,0,0,0,453,20,473,679,ACTA CASILLA,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,88,BENITO JUAREZ,201,C,5,0,C05,0,0,51,0,29,47,119,0,63,9,0,103,0,0,0,0,0,421,24,445,679,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,89,FRANCISCO. I MADERO TECOPILCO EL VALLE,202,B,1,0,B,0,0,19,0,0,222,133,0,81,6,0,0,0,0,0,0,0,461,7,468,624,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,90,SAN JOSE XICOHTENCATL,203,B,1,0,B,0,38,102,0,50,36,30,0,113,22,0,49,0,0,0,0,0,440,28,468,738,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,90,SAN JOSE XICOHTENCATL,203,C,1,0,C01,0,62,114,0,70,37,25,0,112,26,0,38,0,0,0,0,1,484,28,513,738,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,90,SAN JOSE XICOHTENCATL,203,C,2,0,C02,0,78,99,0,46,41,40,0,81,23,0,64,0,0,0,0,0,472,26,498,737,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,90,SAN JOSE XICOHTENCATL,204,B,1,0,B,0,60,58,0,67,60,33,0,84,11,0,48,0,0,0,0,1,421,29,451,706,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,90,SAN JOSE XICOHTENCATL,204,C,1,0,C01,0,69,58,0,50,48,29,0,94,29,0,60,0,0,0,0,0,437,24,461,706,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,90,SAN JOSE XICOHTENCATL,204,C,2,0,C02,0,51,64,0,75,51,24,0,76,7,0,68,0,0,0,0,0,416,20,436,706,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,90,SAN JOSE XICOHTENCATL,204,C,3,0,C03,0,64,59,0,53,34,42,0,71,21,0,68,0,0,0,0,0,412,23,435,706,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,91,COL. ACASILLADOS SAN MARTIN NOTARIO,205,B,1,0,B,0,28,0,0,0,82,4,0,129,2,0,0,0,0,0,0,0,245,9,254,308,ACTA CASILLA,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,92,LAZARO CARDENAS,206,B,1,0,B,0,2,165,0,0,151,70,0,49,0,0,8,0,0,0,0,23,445,12,480,571,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,92,LAZARO CARDENAS,206,C,1,0,C01,0,0,122,1,0,123,51,0,87,0,0,2,0,0,0,0,11,386,9,406,513,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,93,COLONIA CHAPULTEPEC,207,B,1,0,B,0,5,52,0,2,145,48,0,36,5,0,10,0,0,0,0,0,303,6,309,415,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,93,COLONIA CHAPULTEPEC,207,C,1,0,C01,0,4,30,0,5,125,63,0,43,0,0,7,0,0,0,0,0,277,13,290,414,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,94,COLONIA SAN FRANCISCO TECOAC,208,E,1,0,E01,0,0,0,0,27,87,0,0,5,3,91,0,0,0,0,0,0,213,4,217,246,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,95,NUEVO BARRIO GRAL. FRANCISCO VILLA,208,B,1,0,B,0,156,20,0,0,71,21,0,0,71,0,79,0,0,0,0,73,418,20,511,688,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,96,COLONIA CUAHTÉMOC,209,B,1,0,B,0,40,7,7,90,58,25,0,118,1,0,0,0,0,0,0,0,346,12,358,440,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,96,COLONIA CUAHTÉMOC,209,C,1,0,C01,0,41,13,11,78,33,50,0,112,2,0,0,0,0,0,0,0,340,18,358,440,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,97,COLONIA JOSE MARIA MORELOS,211,B,1,0,B,0,0,56,0,7,97,139,0,67,17,0,0,0,0,0,0,1,383,18,402,536,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,97,COLONIA JOSE MARIA MORELOS,211,C,1,0,C01,0,0,48,0,4,116,135,0,48,31,0,0,0,0,0,0,0,382,13,395,536,ACTA CASILLA,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,98,N.C.P. JOSE MARIA MORELOS,212,B,1,0,B,0,0,57,0,0,89,113,0,96,4,0,0,0,0,0,0,0,359,16,375,587,ACTA CASILLA,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,99,IGNACIO ZARAGOZA,213,B,1,0,B,0,3,80,0,38,111,14,0,73,19,0,24,0,0,0,0,46,362,43,451,659,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,99,IGNACIO ZARAGOZA,213,C,1,0,C01,0,8,61,0,33,99,10,0,71,24,0,20,0,0,0,0,44,326,40,410,658,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,99,IGNACIO ZARAGOZA,213,C,2,0,C02,0,5,72,0,37,117,12,0,55,7,0,19,0,0,0,0,47,324,21,392,658,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,99,IGNACIO ZARAGOZA,213,C,3,0,C03,0,7,70,0,29,99,16,0,73,18,0,19,0,0,0,0,55,331,24,410,658,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,99,IGNACIO ZARAGOZA,213,C,4,0,C04,0,7,69,0,42,101,13,0,57,30,0,9,0,0,0,0,62,328,28,418,658,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,99,IGNACIO ZARAGOZA,214,B,1,0,B,0,5,56,0,28,100,30,0,89,12,0,37,0,0,0,0,42,357,28,427,624,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,99,IGNACIO ZARAGOZA,214,C,1,0,C01,0,8,67,0,39,133,22,0,81,9,0,26,0,0,0,0,43,385,24,452,624,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,99,IGNACIO ZARAGOZA,214,C,2,0,C02,0,6,73,0,39,93,23,0,86,19,0,29,0,0,0,0,31,368,33,432,624,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,99,IGNACIO ZARAGOZA,214,C,3,0,C03,0,6,51,0,38,115,13,0,66,14,0,25,0,0,0,0,46,328,31,405,623,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,100,RANCHERIA ALTAMIRA DE GUADALUPE,215,B,1,0,B,0,82,12,0,7,18,5,0,3,23,109,17,0,0,0,0,0,276,5,281,361,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,101,RANCHERIA LOS PILARES,216,B,1,0,B,0,69,6,0,2,58,3,0,96,20,0,10,0,0,0,0,30,264,38,332,544,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,101,RANCHERIA LOS PILARES,216,C,1,0,C01,0,68,7,0,14,56,4,0,117,19,0,11,0,0,0,0,53,296,16,365,543,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,102,RANCHERIA DE JESUS,219,B,1,0,B,0,0,8,0,56,21,31,0,50,72,0,0,0,0,0,0,0,238,23,261,418,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,102,RANCHERIA DE JESUS,219,C,1,0,C01,0,0,7,0,56,31,26,0,74,98,0,0,0,0,0,0,0,292,26,318,456,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,103,IGNACIO ZARAGOZA,222,B,1,0,B,0,0,48,0,0,0,238,0,87,70,0,0,0,0,0,0,0,443,16,459,648,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,103,IGNACIO ZARAGOZA,222,C,1,0,C01,0,0,62,0,0,0,240,0,69,74,0,0,0,0,0,0,0,445,9,454,648,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,104,ADOLFO LOPEZ MATEOS,224,B,1,0,B,0,0,7,0,0,97,4,0,70,0,0,0,0,0,0,0,104,178,14,296,397,ACTA CASILLA,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,104,ADOLFO LOPEZ MATEOS,224,C,1,0,C01,0,0,1,0,0,91,7,0,79,0,0,0,0,0,0,0,108,178,10,296,396,ACTA CASILLA,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,105,SAN LORENZO TECHALOTE,225,B,1,0,B,0,0,2,0,0,14,55,86,99,0,0,0,0,0,0,0,0,256,3,259,317,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,106,SANTIAGO TLALPAN,227,B,1,0,B,0,165,5,0,21,0,17,61,168,0,0,28,0,0,0,0,0,465,13,478,671,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,107,SAN SIMEON XIPETZINGO,228,B,1,0,B,0,0,94,0,1,67,142,0,54,0,0,53,0,0,0,0,0,411,17,428,634,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,107,SAN SIMEON XIPETZINGO,228,C,1,0,C01,0,0,113,0,1,64,172,0,48,0,0,43,0,0,0,0,0,441,11,452,634,ACTA CASILLA,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,107,SAN SIMEON XIPETZINGO,228,C,2,0,C02,0,0,74,0,4,46,172,0,51,0,0,61,0,0,0,0,0,408,26,434,633,ACTA CASILLA,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,107,SAN SIMEON XIPETZINGO,228,C,3,0,C03,0,0,122,0,0,66,142,0,49,0,0,48,0,0,0,0,0,427,14,441,633,ACTA CASILLA,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,108,SAN MANUEL TLALPAN,229,B,1,0,B,0,0,1,0,0,64,40,0,30,0,0,0,0,0,0,0,0,135,3,138,172,ACTA CASILLA,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,14,HUEYOTLIPAN,109,SANTA MARIA IXCOTLA,230,B,1,0,B,0,0,9,0,0,194,5,0,204,0,0,18,0,0,0,0,0,430,22,452,585,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,110,SAN FELIPE IXTACUIXTLA,232,B,1,0,B,0,0,14,5,54,64,29,1,107,1,74,18,0,0,0,0,0,367,21,388,599,ACTA CASILLA,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,110,SAN FELIPE IXTACUIXTLA,232,C,1,0,C01,0,0,12,2,47,45,38,12,99,6,60,11,0,0,0,0,0,332,14,346,599,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,110,SAN FELIPE IXTACUIXTLA,232,C,2,0,C02,0,0,11,3,53,49,36,4,98,2,67,16,0,0,0,0,0,339,21,360,599,ACTA CASILLA,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,110,SAN FELIPE IXTACUIXTLA,232,C,3,0,C03,0,0,9,13,59,64,39,8,100,2,94,20,0,0,0,0,0,408,11,419,598,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,110,SAN FELIPE IXTACUIXTLA,233,B,1,0,B,0,0,16,4,86,65,24,7,99,6,94,33,0,0,0,0,0,434,19,453,656,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,110,SAN FELIPE IXTACUIXTLA,233,C,1,0,C01,0,0,12,3,66,61,42,7,97,6,90,35,0,0,0,0,0,419,16,435,656,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,110,SAN FELIPE IXTACUIXTLA,233,C,2,0,C02,0,0,11,6,69,91,23,7,83,7,94,36,0,0,0,0,0,427,22,449,655,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,110,SAN FELIPE IXTACUIXTLA,234,B,1,0,B,0,0,18,3,35,57,41,1,144,10,155,16,0,0,0,0,0,480,19,499,719,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,110,SAN FELIPE IXTACUIXTLA,234,C,1,0,C01,0,0,14,2,30,80,35,6,111,3,155,20,0,0,0,0,0,456,22,478,719,ACTA CASILLA,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,111,RANCHERIA LA SOLEDAD,235,B,1,0,B,0,0,1,0,9,85,3,0,44,0,7,0,0,0,0,0,0,149,12,161,224,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,112,SAN ANTONIO ATOTONILCO,241,B,1,0,B,0,0,12,5,82,0,113,0,120,0,15,21,0,0,0,0,0,368,10,378,679,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,112,SAN ANTONIO ATOTONILCO,241,C,1,0,C01,0,0,8,13,64,0,101,0,114,0,30,16,0,0,0,0,0,346,14,360,679,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,112,SAN ANTONIO ATOTONILCO,241,C,2,0,C02,0,0,15,7,51,0,118,0,122,0,15,25,0,0,0,0,1,353,23,377,678,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,112,SAN ANTONIO ATOTONILCO,242,B,1,0,B,0,0,16,2,64,0,86,0,96,0,12,20,0,0,0,0,0,296,17,313,523,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,112,SAN ANTONIO ATOTONILCO,242,C,1,0,C01,0,0,12,5,94,0,78,0,80,0,5,28,0,0,0,0,0,302,15,317,523,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,112,SAN ANTONIO ATOTONILCO,242,C,2,0,C02,0,0,23,13,73,0,80,0,88,0,12,19,0,0,0,0,0,308,14,322,523,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,113,SAN MIGUEL LA PRESA,243,B,1,0,B,0,0,0,0,33,7,115,0,4,0,99,0,0,0,0,0,0,258,6,264,333,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,114,LA TRINIDAD TENEXYECAC,245,B,1,0,B,0,0,45,6,45,125,0,0,108,0,15,84,0,0,0,0,0,428,33,461,652,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,114,LA TRINIDAD TENEXYECAC,245,C,1,0,C01,0,0,20,6,55,135,0,0,87,0,13,129,0,0,0,0,0,445,44,489,652,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,114,LA TRINIDAD TENEXYECAC,245,C,2,0,C02,0,0,59,5,40,156,0,0,111,0,17,73,0,0,0,0,0,461,24,485,652,ACTA CASILLA,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,114,LA TRINIDAD TENEXYECAC,245,C,3,0,C03,0,0,50,7,37,134,0,0,98,0,15,128,0,0,0,0,0,469,15,484,652,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,115,SAN ANTONIO TECOAC,246,B,1,0,B,0,0,17,1,22,122,73,0,39,0,29,0,0,0,0,0,0,303,8,311,414,ACTA CASILLA,,,
