CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESC,CL,EDC,MLC,CAND_IND1,CAND_IND2,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,128,1,1,5,31,3,3,5,57,66,0,0,3,0,,,0,0,0,0,0,173,0,13,186,242
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,133,1,1,22,99,1,15,9,165,88,1,3,4,1,,,1,3,2,1,0,415,0,26,441,564
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,2,2,11,103,3,3,2,132,60,1,0,0,0,,,2,0,0,5,5,327,0,11,338,465
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,2,2,104,75,0,4,1,349,121,1,1,3,0,,,0,98,0,1,1,759,0,13,772,968
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,137,1,1,5,20,2,9,5,95,65,1,1,0,0,,,0,2,1,1,0,207,0,6,213,289
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,138,1,1,20,115,1,23,8,93,101,1,3,1,0,,,0,5,3,0,0,374,0,9,383,576
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,143,1,1,3,81,2,11,3,80,98,0,0,1,0,,,0,1,1,0,1,282,0,14,296,409
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,1,1,1,34,59,1,6,5,202,84,0,8,1,1,,,2,5,0,0,0,408,0,10,418,552
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,2,1,1,24,40,4,8,10,233,100,1,4,4,2,,,1,6,2,1,1,441,0,11,452,633
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,5,2,2,54,75,2,7,11,373,164,1,14,6,0,,,2,10,1,2,2,724,0,15,739,1014
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,6,2,2,52,86,2,22,13,346,172,3,6,7,4,,,3,9,3,0,1,729,0,17,746,1055
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,8,1,1,21,72,1,14,6,295,100,1,2,0,1,,,1,1,1,1,0,517,0,2,519,746
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,9,7,7,156,348,8,49,36,1756,676,10,39,15,11,,,5,36,2,4,4,3155,2,56,3213,4882
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,17,9,9,156,366,13,53,35,1851,895,12,37,17,14,,,5,56,8,5,5,3528,0,53,3581,6108
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,18,1,1,35,38,1,3,6,180,126,2,3,1,0,,,0,8,0,1,4,408,0,14,422,622
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,38,1,1,28,69,6,3,5,239,118,1,3,1,1,,,0,7,1,1,0,483,0,14,497,740
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,2,2,26,76,4,21,11,197,260,3,54,1,2,,,2,6,2,5,0,670,0,30,700,986
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,119,1,1,11,24,1,13,11,85,132,4,18,5,1,,,0,5,5,1,1,317,0,17,334,450
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,120,2,2,13,45,9,13,16,249,257,3,40,0,1,,,1,8,2,3,1,661,0,16,677,923
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,2,2,28,73,5,20,19,191,253,0,48,1,1,,,3,13,4,3,1,663,0,26,689,1013
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,3,3,81,124,3,12,18,509,213,3,5,4,2,,,1,11,8,2,2,998,0,22,1020,1339
3,4,CAMPECHE,7,TENABO,8,TENABO,440,3,3,290,334,2,13,135,70,452,2,2,5,97,,,4,14,2,5,2,1429,0,42,1471,1682
3,4,CAMPECHE,7,TENABO,8,TENABO,441,3,3,232,468,4,18,33,89,450,4,2,9,82,,,0,18,1,2,0,1412,0,51,1463,1817
3,4,CAMPECHE,7,TENABO,8,TENABO,442,3,3,230,523,4,14,17,105,402,3,1,3,37,,,4,8,5,3,3,1362,0,42,1404,1784
3,4,CAMPECHE,7,TENABO,8,TENABO,443,3,3,227,404,1,34,41,74,455,3,0,7,86,,,5,13,2,3,4,1359,0,45,1404,1798
3,4,CAMPECHE,7,TENABO,8,TENABO,444,1,1,18,68,0,4,7,6,75,0,0,0,3,,,1,1,0,0,1,184,0,5,189,198
3,4,CAMPECHE,7,TENABO,8,TENABO,445,2,2,250,222,2,10,19,37,294,0,0,0,3,,,1,5,4,0,0,847,6,14,867,1021
3,4,CAMPECHE,7,TENABO,8,TENABO,446,1,1,17,18,1,1,2,8,26,0,0,0,3,,,2,3,0,0,1,82,0,5,87,116
3,4,CAMPECHE,7,TENABO,8,TENABO,447,1,1,65,113,2,7,5,7,219,0,0,0,0,,,0,5,1,0,1,425,0,5,430,471
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,204,1,1,21,11,0,7,6,102,262,3,1,2,0,,,0,17,0,2,2,436,2,20,458,667
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,205,7,7,59,40,11,65,34,684,1692,14,5,12,10,,,1,72,7,19,15,2740,0,77,2817,5164
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,208,3,3,44,23,3,21,16,221,585,5,7,8,1,,,2,32,0,5,3,976,0,13,989,1502
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,219,1,1,14,8,0,11,2,77,190,3,1,0,0,,,0,8,1,1,0,316,0,3,319,460
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,220,1,1,6,17,1,17,9,131,258,1,3,6,0,,,0,12,2,0,2,465,0,6,471,702
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,227,2,2,5,12,1,10,13,10,242,7,3,0,1,,,0,0,0,0,0,304,0,6,310,1401
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,228,2,2,13,12,1,22,6,131,302,2,7,4,1,,,0,23,1,3,1,529,1,9,539,961
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,232,3,3,30,11,3,32,24,280,625,12,6,8,2,,,0,34,3,4,2,1076,0,65,1141,1951
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,233,3,3,23,17,3,26,22,318,642,13,6,11,5,,,0,37,4,7,7,1141,2,25,1168,1938
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,234,3,3,16,21,1,27,19,265,688,7,5,11,1,,,0,37,4,11,7,1120,2,15,1137,1954
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,235,2,2,8,5,2,24,12,159,483,8,6,8,3,,,0,16,2,6,5,747,0,19,766,1340
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,240,3,3,7,11,2,17,10,114,280,2,1,2,4,,,1,43,2,10,3,509,0,20,529,1636
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,241,3,3,10,9,3,33,19,193,475,1,2,7,1,,,0,41,4,6,4,808,0,20,828,1586
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,242,2,2,17,8,2,16,8,187,473,3,3,20,14,,,0,22,7,6,1,787,0,24,811,1500
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,243,4,4,7,21,5,43,17,349,749,5,4,17,5,,,0,49,3,10,7,1291,0,27,1318,2468
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,245,3,3,9,7,2,35,8,219,564,4,2,11,4,,,1,34,7,6,0,913,0,16,929,1597
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,246,2,2,7,10,0,16,7,152,488,7,1,4,1,,,0,30,6,8,2,739,1,18,758,1439
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,247,2,2,7,10,4,26,16,170,454,3,2,7,3,,,0,18,8,15,2,745,0,15,760,1445
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,248,2,2,9,13,2,32,11,191,364,3,3,9,1,,,0,18,2,8,5,671,0,19,690,1294
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,249,5,5,22,19,6,51,18,395,875,3,16,17,4,,,0,66,7,9,6,1514,0,57,1571,3566
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,0,0,1,0,1,0,1,1,0,2,0,0,0,0,,,0,0,0,0,0,5,0,1,6,6
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,186,2,2,14,15,1,21,21,188,507,3,1,2,1,,,0,28,5,10,7,824,0,27,851,1461
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,187,3,3,27,12,6,23,19,177,544,9,5,1,3,,,1,40,4,9,7,887,0,17,904,1650
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,188,3,3,112,88,9,20,28,345,567,11,11,4,3,,,1,25,1,7,6,1238,0,24,1262,2024
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,189,2,2,23,24,5,23,19,167,486,24,7,5,2,,,0,35,1,6,4,831,0,28,859,1459
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,190,2,2,21,22,3,19,14,112,514,8,3,1,4,,,0,28,2,4,5,760,0,27,787,1450
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,191,3,3,20,24,5,26,24,256,668,9,14,0,3,,,1,38,0,15,5,1108,0,23,1131,2236
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,192,3,3,14,15,4,21,13,182,494,6,2,2,2,,,0,22,3,5,3,788,0,22,810,1567
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,194,2,2,14,7,3,14,13,159,507,5,5,5,0,,,0,38,3,6,5,784,0,50,834,1379
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,195,2,2,12,16,1,19,10,178,411,16,4,1,3,,,0,28,5,4,8,716,1,4,721,1271
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,196,2,2,15,11,3,19,12,180,486,8,4,4,1,,,0,32,3,5,3,786,0,21,807,1399
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,197,2,2,24,21,6,24,9,168,406,12,2,1,0,,,0,18,1,4,2,698,1,16,715,1207
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,201,2,2,12,13,3,14,16,129,284,4,1,1,1,,,1,14,0,4,2,499,0,16,515,911
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,202,3,3,36,18,2,35,15,242,600,5,2,1,1,,,0,35,1,4,4,1001,3,16,1020,1688
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,203,2,2,24,13,6,20,13,217,470,8,21,2,0,,,1,21,2,3,6,827,0,16,843,1469
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,207,3,3,28,21,5,27,16,231,541,3,5,0,4,,,0,26,5,7,4,923,0,18,941,1704
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,209,2,2,35,26,2,17,18,253,529,8,3,6,1,,,0,28,6,1,2,935,0,24,959,1485
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,210,3,3,30,30,2,16,21,229,516,8,1,7,3,,,1,26,2,4,3,899,1,19,919,1593
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,211,2,2,19,22,2,23,12,228,524,9,2,5,2,,,0,32,0,10,3,893,0,13,906,1466
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,212,2,2,17,20,3,10,9,135,287,6,4,3,2,,,0,5,0,4,4,509,0,16,525,793
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,213,2,2,18,12,3,12,8,117,347,5,3,3,1,,,7,12,0,1,1,550,0,16,566,927
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,214,2,2,34,28,2,17,16,198,375,3,1,3,1,,,0,14,2,7,4,705,0,31,736,1199
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,217,2,2,19,13,3,17,11,184,434,3,6,0,3,,,1,18,5,4,6,727,0,11,738,1223
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,218,3,3,20,20,4,16,14,147,396,5,4,3,1,,,0,27,2,1,5,665,0,12,677,1130
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,226,2,2,19,11,1,14,14,155,357,3,3,3,1,,,0,19,2,3,4,609,0,19,628,1117
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,185,5,5,16,23,4,40,23,459,993,8,3,8,6,,,0,52,12,12,3,1662,0,42,1704,3130
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,193,1,1,5,3,1,13,6,82,232,1,0,0,3,,,0,14,0,2,2,364,0,7,371,624
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,206,5,5,71,50,3,48,36,407,1223,15,4,4,2,,,1,74,2,10,7,1957,1,35,1993,3161
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,493,2,2,26,18,0,14,15,70,379,4,4,1,0,,,0,22,0,3,1,557,0,15,572,924
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,494,2,2,43,15,1,12,9,111,301,5,2,1,2,,,0,6,1,1,0,510,1,4,515,775
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,495,1,1,5,5,0,7,3,106,223,4,1,1,0,,,0,13,0,4,2,374,0,7,381,571
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,496,1,1,2,5,2,1,0,72,186,3,0,0,1,,,0,15,8,2,2,299,0,7,306,590
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,497,1,1,15,15,0,11,10,65,200,0,4,0,0,,,0,7,0,2,1,330,0,6,336,500
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,498,2,2,11,10,1,10,7,111,305,4,2,3,0,,,0,19,1,5,0,489,0,12,501,773
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,499,1,1,29,11,0,12,5,76,242,2,0,0,1,,,0,9,0,3,2,392,0,7,399,557
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,500,1,1,50,10,2,14,11,71,217,3,4,0,1,,,4,7,1,0,0,395,0,2,397,577
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,502,2,2,21,24,1,22,11,172,425,4,6,2,0,,,0,29,0,1,2,720,0,18,738,1169
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,503,2,2,38,16,4,22,9,116,298,10,4,2,0,,,0,11,3,2,1,536,0,14,550,800
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,504,3,3,81,28,4,27,24,267,770,1,4,5,2,,,0,31,3,5,2,1254,0,15,1269,2014
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,505,1,1,4,5,0,10,6,87,182,1,6,0,0,,,0,10,1,1,1,314,0,9,323,512
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,506,1,1,33,9,0,9,4,101,297,5,4,4,0,,,0,16,0,1,0,483,0,9,492,743
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,507,1,1,11,4,1,10,6,70,212,2,2,1,0,,,0,0,0,0,0,319,0,4,323,474
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,542,3,3,88,35,3,20,18,240,540,7,4,4,2,,,0,24,2,5,5,997,0,23,1020,1771
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,543,3,3,5,12,2,40,11,202,686,5,2,4,1,,,0,41,2,13,6,1032,0,31,1063,2167
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,544,3,3,36,24,2,39,12,255,599,1,4,3,2,,,0,31,2,7,7,1024,2,35,1061,2153
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,545,2,2,2,7,4,14,11,140,399,1,1,0,3,,,0,26,3,4,3,618,0,22,640,1283
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,546,5,5,89,50,5,56,23,433,903,15,7,6,5,,,0,35,3,11,6,1647,0,35,1682,2788
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,547,2,2,29,21,1,11,9,142,420,4,3,1,0,,,0,32,0,1,2,676,0,20,696,1067
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,10,10,46,56,10,92,38,893,1992,20,20,16,11,,,5,291,11,17,13,3531,1,90,3622,6777
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,231,4,4,16,12,2,40,27,273,773,4,1,7,5,,,0,35,8,7,4,1214,0,32,1246,2320
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,501,1,1,7,6,2,12,8,62,176,5,0,0,0,,,0,10,1,0,1,290,0,8,298,443
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,508,1,1,4,10,0,8,2,69,199,3,2,0,1,,,0,0,0,0,0,298,0,3,301,443
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,509,4,4,13,10,4,37,19,287,765,7,2,2,3,,,0,40,2,7,5,1203,2,20,1225,2363
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,510,1,1,6,3,1,13,5,82,205,1,0,2,0,,,0,12,3,0,2,335,0,11,346,565
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,511,2,2,6,7,1,12,10,110,379,2,4,3,1,,,0,17,1,1,1,555,0,9,564,1050
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,512,1,1,9,6,2,7,0,84,159,3,2,2,2,,,0,9,0,3,0,288,0,6,294,467
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,513,1,1,2,3,1,8,4,56,188,0,0,1,1,,,0,10,3,1,1,279,0,5,284,539
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,514,1,1,0,0,2,10,3,72,175,3,2,3,0,,,0,18,0,3,1,292,0,3,295,501
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,515,2,2,5,4,3,11,7,103,307,1,0,2,0,,,0,8,1,3,2,457,0,13,470,840
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,516,1,1,2,2,0,11,6,74,178,0,1,0,1,,,1,16,2,4,2,300,0,5,305,531
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,517,2,2,4,6,2,16,13,173,355,3,4,4,1,,,0,22,0,7,2,612,0,5,617,1148
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,518,1,1,4,4,1,5,7,83,175,2,0,0,1,,,0,10,0,1,0,293,0,6,299,505
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,519,1,1,1,5,2,7,4,88,155,2,0,2,0,,,0,8,1,6,1,282,0,8,290,518
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,520,1,1,4,7,3,8,7,107,244,3,5,1,2,,,0,5,1,3,0,400,0,3,403,713
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,521,1,1,12,7,1,8,9,90,234,2,4,2,1,,,0,3,1,4,0,378,0,9,387,580
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,522,1,1,2,6,1,9,2,73,173,0,3,0,1,,,0,6,1,0,0,277,0,5,282,545
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,523,1,1,0,1,2,12,1,68,165,1,0,0,1,,,0,11,2,1,1,266,0,3,269,483
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,524,1,1,2,4,1,6,0,46,139,2,1,1,1,,,0,2,2,6,0,213,0,4,217,405
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,525,1,1,1,0,1,7,2,55,148,1,0,2,1,,,0,11,0,0,0,229,0,3,232,407
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,526,1,1,1,2,0,6,2,46,141,0,0,0,2,,,0,4,0,3,0,207,0,3,210,392
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,527,1,1,0,1,2,6,3,35,150,0,1,1,0,,,0,3,1,1,2,206,0,6,212,366
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,554,2,2,5,16,0,18,9,118,453,3,2,2,0,,,0,37,4,5,2,674,0,16,690,1381
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,555,3,3,8,8,2,25,15,255,590,6,6,12,3,,,0,30,5,2,3,970,1,23,994,1921
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,556,4,4,10,16,3,53,19,304,743,3,1,2,6,,,1,33,0,12,3,1209,0,33,1242,2660
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,557,4,4,5,13,4,31,27,295,837,3,4,5,1,,,1,29,4,6,4,1269,0,32,1301,2792
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,250,3,3,6,13,3,33,7,411,675,8,1,2,1,,,0,25,2,7,0,1194,0,39,1233,2168
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,251,2,2,3,23,3,28,4,179,366,1,2,1,4,,,0,10,1,5,3,633,0,22,655,1061
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,252,2,2,8,6,2,27,9,209,387,1,0,1,0,,,0,13,1,4,2,670,0,20,690,1046
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,253,3,3,18,25,3,41,15,269,632,3,1,0,8,,,0,21,6,4,1,1047,0,32,1079,1782
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,254,1,1,2,5,1,14,14,116,251,3,0,0,3,,,0,8,1,4,3,425,0,17,442,726
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,255,1,1,3,5,0,17,12,194,140,1,0,1,0,,,0,5,1,2,0,381,0,14,395,609
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,256,4,4,6,6,4,38,17,407,725,5,1,1,4,,,0,33,9,5,6,1267,0,51,1318,2482
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,257,5,5,15,11,3,42,31,546,994,10,0,5,13,,,0,36,7,17,7,1737,0,66,1803,3393
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,258,3,3,2,7,2,44,27,355,423,5,0,2,0,,,0,20,5,9,1,902,0,34,936,1515
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,259,2,2,6,9,2,40,9,208,457,5,0,2,4,,,0,20,9,8,3,782,0,28,810,1402
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,260,2,2,3,4,1,13,7,118,163,7,1,0,1,,,0,11,1,2,1,333,0,9,342,777
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,261,2,2,7,16,0,23,35,354,279,5,2,2,2,,,0,12,4,1,6,748,0,45,793,1342
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,262,3,3,9,28,8,42,35,345,435,10,0,0,7,,,0,33,7,5,2,966,0,52,1018,1641
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,270,1,1,0,3,1,3,4,21,139,0,2,0,0,,,0,3,1,0,0,177,0,5,182,281
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,472,2,2,5,6,3,12,7,211,288,3,7,1,7,,,2,14,2,3,1,572,0,21,593,1041
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,473,2,2,1,5,0,15,12,172,362,1,28,1,0,,,0,16,1,2,3,619,0,25,644,983
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,474,1,1,2,5,1,3,3,46,141,1,6,0,0,,,0,1,0,1,0,210,0,10,220,315
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,478,2,2,5,9,0,22,16,298,381,0,74,0,5,,,0,6,1,4,5,826,0,25,851,1348
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,479,1,1,1,2,0,14,5,96,191,0,32,1,1,,,0,5,0,3,2,353,0,24,377,582
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,483,1,1,2,1,2,5,3,63,110,0,11,0,2,,,0,4,0,0,1,204,0,10,214,355
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,484,2,2,10,6,4,15,11,303,449,4,65,3,6,,,0,16,4,3,1,900,0,30,930,1484
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,487,2,2,3,4,2,16,14,244,193,1,2,2,1,,,0,4,6,4,3,499,0,16,515,813
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,491,3,3,74,33,4,33,26,243,776,8,8,1,3,,,0,35,1,2,3,1250,3,21,1274,1978
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,492,3,3,66,26,2,42,16,258,615,2,5,4,0,,,0,41,1,7,3,1088,0,27,1115,1893
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,448,5,5,35,59,5,53,52,448,500,7,325,4,3,39,,0,27,10,11,8,1586,3,91,1680,3700
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,449,2,2,23,70,2,19,16,145,243,4,136,1,1,13,,0,20,2,0,0,695,0,28,723,1421
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,450,2,2,20,42,5,26,24,173,226,3,118,1,3,12,,0,8,7,5,2,675,1,38,714,1418
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,451,3,3,39,40,2,29,27,272,288,3,159,1,1,20,,0,16,6,6,2,911,0,53,964,1880
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,452,1,1,24,21,0,13,9,93,137,4,57,1,1,26,,0,6,0,0,0,392,0,20,412,602
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,453,2,2,15,18,1,13,7,142,198,3,113,2,1,10,,0,12,4,3,4,546,1,18,565,854
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,454,3,3,36,88,0,33,18,266,379,3,257,3,1,23,,0,18,5,3,1,1134,2,50,1186,2195
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,455,3,3,26,53,2,32,20,173,211,9,117,2,3,19,,0,10,4,1,0,682,0,41,723,1609
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,456,2,2,13,19,3,12,7,166,186,1,65,0,0,4,,0,8,2,2,1,489,0,6,495,918
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,457,2,2,11,24,2,10,5,130,167,1,85,0,1,9,,0,8,0,2,0,455,0,16,471,783
3,4,CAMPECHE,13,ESCARCEGA,9,ESCARCEGA,458,2,2,10,53,0,6,5,153,185,0,86,1,2,5,,0,0,0,1,0,507,3,37,547,980
