CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESC,CL,EDC,MLC,CAND_IND1,CAND_IND2,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,114,B,1,0,B,0,15,46,3,10,6,203,116,1,0,0,1,,,0,4,2,1,0,408,0,10,418,612,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0114B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,114,C,1,0,C01,0,13,26,2,15,6,183,137,2,3,1,1,,,1,7,3,0,0,400,0,14,414,612,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0114C1-AEC.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,115,B,1,0,B,0,8,27,2,11,8,158,71,2,2,1,3,,,0,2,3,2,0,300,0,10,310,468,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0115B-AEC.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,115,C,1,0,C01,0,10,22,0,3,4,139,80,1,4,0,0,,,2,9,3,1,2,280,0,9,289,467,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0115C1-AEC.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,116,B,1,0,B,0,23,28,2,11,11,207,93,0,9,0,2,,,1,7,2,2,1,399,0,6,405,579,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0116B-AEC.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,116,C,1,0,C01,0,20,34,3,9,8,192,107,4,0,0,1,,,0,4,2,1,2,387,0,10,397,578,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0116C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,B,1,0,B,0,11,28,4,10,14,175,102,0,1,2,1,,,1,6,1,2,1,359,1,10,370,575,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0117B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,C,1,0,C01,0,13,21,3,15,7,145,101,1,6,1,1,,,0,11,4,2,3,334,0,2,336,575,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0117C1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,C,2,0,C02,0,29,32,2,5,11,179,91,3,2,2,3,,,0,5,2,3,0,369,0,11,380,575,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0117C2-CIPR.pdf
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,B,1,0,B,0,9,39,3,9,6,106,119,3,22,0,1,,,2,3,1,2,0,325,0,14,339,493,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0118B-CIPR.pdf
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,C,1,0,C01,0,17,37,1,12,5,91,141,0,32,1,1,,,0,3,1,3,0,345,0,16,361,493,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0118C1-CIPR.pdf
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,119,B,1,0,B,0,11,24,1,13,11,85,132,4,18,5,1,,,0,5,5,1,1,317,0,17,334,450,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0119B-CIPR.pdf
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,120,B,1,0,B,0,4,23,6,9,7,106,133,3,19,0,1,,,1,3,2,2,0,319,0,7,326,462,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0120B-CIPR.pdf
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,120,C,1,0,C01,0,9,22,3,4,9,143,124,0,21,0,0,,,0,5,0,1,1,342,0,9,351,461,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0120C1-CIPR.pdf
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,B,1,0,B,0,7,38,1,8,13,87,135,0,23,0,0,,,1,9,1,1,1,325,0,16,341,507,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0121B-CIPR.pdf
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,C,1,0,C01,0,21,35,4,12,6,104,118,0,25,1,1,,,2,4,3,2,0,338,0,10,348,506,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0121C1-CIPR.pdf
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,B,1,0,B,0,46,54,2,5,15,239,86,2,1,3,2,,,0,3,3,0,0,461,0,10,471,670,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0122B-AEC.pdf
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,C,1,0,C01,0,30,68,1,6,2,224,108,1,3,1,0,,,1,7,5,1,1,459,0,10,469,669,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0122C1-AEC.pdf
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,S,1,0,S01,0,5,2,0,1,1,46,19,0,1,0,0,,,0,1,0,1,1,78,0,2,80,0,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0122S1-CIPR .pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,123,B,1,0,B,0,7,45,3,14,9,90,76,4,0,0,2,,,0,0,6,0,2,258,0,6,264,414,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0123B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,123,C,1,0,C01,0,7,32,1,17,9,89,77,2,0,0,1,,,0,6,4,1,2,248,0,13,261,413,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0123C1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,B,1,0,B,0,29,51,2,9,4,227,78,1,3,4,3,,,1,5,1,2,0,420,0,9,429,725,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0124B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,C,1,0,C01,0,12,38,0,5,4,236,95,0,5,2,1,,,0,13,0,1,0,412,0,7,419,724,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0124C1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,C,2,0,C02,0,25,27,0,9,6,222,92,2,1,5,1,,,0,10,0,4,1,405,0,6,411,724,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0124C2-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,C,3,0,C03,0,21,40,5,7,5,211,94,4,8,2,0,,,0,5,1,2,0,405,0,6,411,724,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0124C3-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,C,4,0,C04,0,21,38,0,4,2,246,80,1,1,3,1,,,2,9,0,1,0,409,0,4,413,724,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0124C4-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,E,1,0,E01,0,30,27,2,20,7,196,97,1,3,1,1,,,0,2,7,2,0,396,0,10,406,580,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0124E1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,E,1,1,E01C01,0,41,30,1,22,10,175,127,4,0,0,0,,,0,8,3,2,2,425,0,18,443,580,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0124E1C1-CIPR.pdf
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,B,1,0,B,0,21,28,3,12,13,151,81,2,9,5,0,,,0,1,1,0,4,331,0,9,340,586,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0125B-AEC.pdf
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,C,1,0,C01,0,30,30,2,14,10,143,84,3,9,1,1,,,1,4,7,1,2,342,0,12,354,586,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0125C1-CIPR.pdf
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,C,2,0,C02,0,32,29,4,9,5,123,81,0,8,0,0,,,0,4,7,3,1,306,0,14,320,586,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0125C2-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,B,1,0,B,0,21,55,3,9,12,183,103,7,15,1,0,,,0,7,1,0,1,418,0,15,433,745,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0126B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,C,1,0,C01,0,29,45,3,8,11,172,106,1,11,1,0,,,1,9,0,1,0,398,0,15,413,744,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0126C1-AEC.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,C,2,0,C02,0,39,39,2,11,13,148,123,2,12,5,3,,,0,8,3,2,2,412,0,10,422,744,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0126C2-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,127,B,1,0,B,0,30,45,2,19,8,117,100,0,7,1,0,,,0,7,2,0,1,339,0,9,348,626,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0127B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,127,C,1,0,C01,0,15,43,3,12,10,142,114,2,11,3,0,,,0,9,3,2,3,372,0,10,382,625,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0127C1-AEC.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,128,B,1,0,B,0,5,31,3,3,5,57,66,0,0,3,0,,,0,0,0,0,0,173,0,13,186,242,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0128B-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,129,B,1,0,B,0,1,80,1,25,7,133,174,0,1,0,0,,,0,13,4,2,0,441,0,14,455,565,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0129B-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,129,C,1,0,C01,0,5,78,2,27,5,125,143,1,1,0,1,,,0,8,4,4,0,404,0,12,416,564,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0129C1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,129,C,2,0,C02,0,3,52,4,43,13,96,165,0,1,1,1,,,2,9,2,10,1,403,0,17,420,564,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0129C2-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,130,B,1,0,B,0,5,37,0,6,4,187,72,0,0,0,1,,,0,2,0,0,0,314,0,11,325,524,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0130B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,131,B,1,0,B,0,5,48,0,8,7,73,79,0,0,0,0,,,0,0,1,1,0,222,0,4,226,279,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0131B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,132,B,1,0,B,0,5,37,6,4,2,59,42,1,0,0,0,,,0,2,0,0,1,159,0,3,162,215,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0132B-AEC.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,133,B,1,0,B,0,22,99,1,15,9,165,88,1,3,4,1,,,1,3,2,1,0,415,0,26,441,564,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0133B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,B,1,0,B,0,6,94,2,2,1,95,42,0,0,0,0,,,2,0,0,5,5,254,0,8,262,319,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0134B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,E,1,0,E01,0,5,9,1,1,1,37,18,1,0,0,0,,,0,0,0,0,0,73,0,3,76,146,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0134E1-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,B,1,0,B,0,57,41,0,0,0,159,0,1,0,3,0,,,0,95,0,0,0,356,0,8,364,484,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0135B-AEC.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,C,1,0,C01,0,47,34,0,4,1,190,121,0,1,0,0,,,0,3,0,1,1,403,0,5,408,484,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0135C1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,136,B,1,0,B,0,1,39,0,4,2,62,55,0,1,0,0,,,0,2,1,0,0,167,0,8,175,217,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0136B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,137,B,1,0,B,0,5,20,2,9,5,95,65,1,1,0,0,,,0,2,1,1,0,207,0,6,213,289,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0137B-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,138,B,1,0,B,0,20,115,1,23,8,93,101,1,3,1,0,,,0,5,3,0,0,374,0,9,383,576,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0138B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,B,1,0,B,0,7,61,2,33,13,101,95,0,3,0,0,,,2,1,3,5,0,326,0,21,347,624,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0139B-AC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C,1,0,C01,0,9,57,3,25,8,96,93,4,1,0,3,,,0,5,2,3,0,309,0,13,322,624,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0139C1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C,2,0,C02,0,6,65,1,35,11,111,94,1,0,0,0,,,0,2,2,1,0,329,0,14,343,624,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0139C2-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C,3,0,C03,0,5,64,5,41,10,127,114,1,0,2,1,,,0,4,2,4,1,381,0,10,391,624,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0139C3-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C,4,0,C04,0,3,44,2,28,5,113,94,0,0,0,1,,,0,4,3,4,1,302,0,19,321,624,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0139C4-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,B,1,0,B,0,11,41,1,12,5,137,87,3,3,7,0,,,0,4,4,3,0,318,0,9,327,479,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0140B-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,C,1,0,C01,0,9,37,1,6,5,149,72,1,6,1,1,,,0,1,1,1,1,292,1,8,301,479,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0140C1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,B,1,0,B,0,2,61,0,6,7,150,55,1,1,2,2,,,3,6,2,1,0,299,0,11,310,471,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0141B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,C,1,0,C01,0,2,58,0,10,7,140,67,0,2,1,2,,,0,1,3,3,0,296,0,11,307,471,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0141C1-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,B,1,0,B,0,45,43,4,20,8,220,142,1,1,1,0,,,1,5,1,4,0,496,0,35,531,730,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0142B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,C,1,0,C01,0,40,60,2,16,6,184,96,1,0,0,0,,,0,6,4,2,1,418,0,22,440,730,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0142C1-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,C,2,0,C02,0,41,48,0,12,5,215,118,0,0,2,2,,,1,1,1,2,2,450,0,20,470,729,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0142C2-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,C,3,0,C03,0,32,56,4,25,3,179,112,0,0,1,0,,,1,4,9,2,2,430,0,21,451,729,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0142C3-CIPR.pdf
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,143,B,1,0,B,0,3,81,2,11,3,80,98,0,0,1,0,,,0,1,1,0,1,282,0,14,296,409,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0143B-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,144,B,1,0,B,0,2,26,0,23,2,48,56,1,0,1,0,,,0,2,0,4,0,165,0,6,171,248,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0144B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,145,B,1,0,B,0,9,40,1,11,9,54,93,1,0,1,1,,,0,14,3,6,2,245,0,11,256,437,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0145B-CIPR.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,145,C,1,0,C01,0,9,23,1,19,12,56,99,1,0,1,0,,,2,7,2,4,3,239,0,13,252,436,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0145C1-AEC.pdf
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,146,B,1,0,B,0,16,86,4,18,6,117,128,3,0,1,2,,,1,4,3,3,0,392,0,5,397,517,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Campeche_0146B-CIPR.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,147,B,1,0,B,0,21,13,1,7,14,244,153,1,8,0,0,,,0,8,0,2,1,473,0,20,493,655,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0147B-AEC.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,147,C,1,0,C01,0,28,12,1,14,13,200,168,1,14,1,2,,,0,6,1,2,0,463,0,5,468,654,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0147C1-AEC.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,147,C,2,0,C02,0,13,8,4,14,11,237,131,2,16,4,1,,,0,3,2,1,3,450,1,14,465,654,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0147C2-CIPR.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,148,B,1,0,B,0,15,21,2,7,11,197,122,0,12,1,0,,,0,5,1,3,0,397,0,13,410,588,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0148B-AC.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,148,C,1,0,C01,0,30,21,0,10,10,232,125,0,7,0,0,,,1,8,0,2,0,446,0,17,463,587,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0148C1-CIPR.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,149,B,1,0,B,0,23,12,0,16,12,246,119,1,10,1,2,,,0,5,1,0,1,449,0,6,455,580,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0149B-AC.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,149,C,1,0,C01,0,19,17,0,16,13,214,93,0,9,1,4,,,1,6,1,0,1,395,0,14,409,580,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0149C1-AC.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,150,B,1,0,B,0,15,16,2,4,7,154,101,0,9,1,1,,,0,7,0,3,2,322,0,4,326,394,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0150B-CIPR.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,150,C,1,0,C01,0,9,17,1,2,3,151,92,2,4,0,0,,,1,4,0,2,1,289,0,3,292,393,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0150C1-CIPR.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,151,B,1,0,B,0,8,21,2,0,5,178,68,2,11,2,0,,,1,2,1,1,1,303,1,8,312,412,Acta casilla,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0151B-AEC.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,151,C,1,0,C01,0,9,19,1,3,5,181,82,3,15,0,0,,,1,6,1,0,1,327,0,10,337,411,Acta del consejo,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0151C1-AC.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,152,B,1,0,B,0,13,10,0,9,10,186,154,0,9,1,1,,,0,6,2,0,0,401,0,10,411,538,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0152B-CIPR.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,152,C,1,0,C01,0,14,8,1,8,7,208,132,2,8,0,0,,,1,3,8,1,0,401,0,7,408,537,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0152C1-CIPR.pdf
3,4,CAMPECHE,17,CALKINI,2,CALKINI,153,B,1,0,B,0,15,7,0,8,10,221,118,0,12,0,2,,,0,8,2,2,0,405,0,10,415,534,Grupo de recuento,,,https://www.ieec.org.mx/Documentacion/Elecciones/2024/Casillas/Actas/A_Calkini_0153B-CIPR.pdf
