ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAY,PAN_PRI_PRD_NAY,PAN_PRI_PRD,PAN_PRI_NAY,PAN_PRD_NAY,PRI_PRD_NAY,PAN_PRI,PAN_PRD,PAN_NAY,PRI_PRD,PRI_NAY,PRD_NAY,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
31,YUCATAN,84,TEMAX,6,11,11,2289,61,0,10,2226,0,170,6,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,4786,0,98,4884,5575,
31,YUCATAN,85,TEMOZON,8,21,21,300,14,25,87,0,457,5617,4172,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10679,0,315,10994,12519,
31,YUCATAN,86,TEPAKAN,3,4,4,807,1,862,6,8,0,63,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,1754,0,64,1818,1996,
31,YUCATAN,87,TETIZ,2,7,7,109,1345,0,17,1831,0,46,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3351,0,100,3451,4082,
31,YUCATAN,88,TEYA,2,3,3,330,1,0,0,0,450,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,0,64,1485,1749,
31,YUCATAN,89,TICUL,16,50,50,9252,485,61,378,406,96,10336,84,0,0,0,0,0,0,0,105,0,0,0,348,49,88,49,21737,8,611,22356,30392,
31,YUCATAN,90,TIMUCUY,3,10,10,1569,2640,0,0,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5188,0,101,5289,5819,
31,YUCATAN,91,TINUM,7,16,16,1969,23,0,2147,47,0,1328,586,0,0,0,0,0,34,0,0,0,0,0,0,0,0,24,6158,0,140,6298,9431,
31,YUCATAN,92,TIXCACALCUPUL,4,9,9,671,1409,0,66,54,0,2260,0,0,0,0,0,0,123,0,0,0,0,0,91,13,17,14,4718,3,61,4782,5470,
31,YUCATAN,93,TIXKOKOB,10,24,24,3494,88,17,128,1745,996,3045,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,11259,1,355,11615,14534,
31,YUCATAN,94,TIXMEHUAC,4,7,7,82,2561,2,396,20,0,663,2,0,0,0,0,0,27,0,0,0,0,0,5,0,2,0,3760,0,19,3779,4201,
31,YUCATAN,95,TIXPEHUAL,6,9,9,706,479,251,303,29,442,1244,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3812,2,152,3966,4661,
31,YUCATAN,96,TIZIMIN,41,101,101,13506,1950,0,870,879,0,22122,231,0,0,190,0,0,387,0,24,0,4,0,1133,248,267,192,42003,3,1004,43010,59536,
