CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAY,PAN_PRI_PRD_NAY,PAN_PRI_PRD,PAN_PRI_NAY,PAN_PRD_NAY,PRI_PRD_NAY,PAN_PRI,PAN_PRD,PAN_NAY,PRI_PRD,PRI_NAY,PRD_NAY,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,31,YUCATAN,6,MERIDA,50,MERIDA,1133,2,2,87,9,0,10,11,35,227,2,0,0,2,0,0,0,0,0,0,0,0,20,0,2,3,408,0,9,417,870
3,31,YUCATAN,6,MERIDA,50,MERIDA,1141,4,4,288,54,5,51,36,74,727,10,0,0,14,0,0,15,0,1,0,1,0,55,6,15,2,1354,0,38,1392,2881
3,31,YUCATAN,6,MERIDA,50,MERIDA,1142,4,4,276,58,6,47,47,62,664,10,0,0,4,0,0,7,0,0,0,0,0,49,7,10,11,1258,0,36,1294,2825
3,31,YUCATAN,6,MERIDA,50,MERIDA,1143,4,4,344,80,6,33,32,97,632,5,0,0,4,0,0,6,0,0,0,0,0,56,3,19,4,1321,1,44,1366,2666
3,31,YUCATAN,6,MERIDA,50,MERIDA,1144,5,5,388,51,12,43,28,70,706,4,0,0,5,0,0,6,0,0,0,0,0,46,2,11,12,1384,0,39,1423,3262
3,31,YUCATAN,6,MERIDA,50,MERIDA,1145,3,3,258,34,6,22,29,40,410,4,0,0,4,0,0,9,0,1,0,0,0,28,0,8,4,857,0,41,898,1931
3,31,YUCATAN,6,MERIDA,50,MERIDA,1146,5,5,397,62,12,42,41,102,788,9,0,0,9,0,0,11,0,0,0,0,0,48,6,12,6,1545,0,42,1587,3414
3,31,YUCATAN,6,MERIDA,50,MERIDA,1147,4,4,273,44,5,29,22,65,627,6,0,0,6,0,0,13,0,1,0,0,0,35,1,5,4,1136,0,29,1165,2402
3,31,YUCATAN,6,MERIDA,50,MERIDA,1148,4,4,416,68,10,47,27,106,535,7,0,0,14,0,0,8,0,0,0,0,0,49,3,14,3,1307,0,41,1348,2963
3,31,YUCATAN,6,MERIDA,50,MERIDA,1149,3,3,320,43,7,32,22,80,382,7,0,0,6,0,0,4,0,1,0,0,0,33,3,9,4,953,0,28,981,2201
3,31,YUCATAN,6,MERIDA,50,MERIDA,1150,3,3,231,33,3,30,26,56,468,7,0,0,7,0,0,9,0,0,0,0,0,42,3,11,4,930,0,28,958,1903
3,31,YUCATAN,8,MERIDA,50,MERIDA,1151,5,5,768,64,7,52,43,218,884,14,0,0,16,0,0,13,0,0,0,0,0,56,1,11,5,2152,1,35,2188,3719
3,31,YUCATAN,8,MERIDA,50,MERIDA,1152,5,5,636,40,9,43,31,166,727,17,0,0,14,0,0,15,0,0,0,0,0,68,2,4,12,1784,0,22,1806,3418
3,31,YUCATAN,3,MERIDA,50,MERIDA,1153,4,4,1445,74,1,11,3,57,147,1,0,0,20,0,0,23,0,1,0,0,0,8,0,0,3,1794,0,22,1816,2286
3,31,YUCATAN,3,MERIDA,50,MERIDA,1154,3,3,1269,56,3,13,8,44,122,1,0,0,13,0,0,13,0,4,0,0,0,8,0,0,2,1556,2,13,1571,1949
3,31,YUCATAN,3,MERIDA,50,MERIDA,1155,3,3,813,71,4,33,17,120,342,11,0,0,12,0,0,19,0,0,0,0,0,20,0,2,3,1467,0,30,1497,2245
3,31,YUCATAN,3,MERIDA,50,MERIDA,1156,4,4,838,71,8,41,16,114,443,12,0,0,7,0,0,17,0,0,0,0,0,32,1,6,3,1609,1,45,1655,2353
3,31,YUCATAN,3,MERIDA,50,MERIDA,1157,2,2,256,36,4,13,15,65,306,5,0,0,7,0,0,9,0,1,0,0,0,18,0,3,3,741,0,11,752,1129
3,31,YUCATAN,3,MERIDA,50,MERIDA,1158,4,4,627,90,9,38,23,123,537,11,0,0,14,0,0,20,0,0,0,0,0,49,1,5,3,1550,0,41,1591,2363
3,31,YUCATAN,9,MERIDA,50,MERIDA,1159,2,2,302,29,8,25,34,50,457,3,0,0,4,0,0,5,0,1,0,0,0,24,1,8,4,955,0,21,976,1449
3,31,YUCATAN,9,MERIDA,50,MERIDA,1160,3,3,490,65,8,23,37,90,586,7,0,0,6,0,0,18,0,1,0,0,0,29,6,6,3,1375,1,31,1407,2198
3,31,YUCATAN,7,MERIDA,50,MERIDA,1171,4,4,593,74,4,44,31,176,733,10,0,0,17,0,0,14,0,1,0,0,0,48,4,12,10,1771,2,37,1810,2835
3,31,YUCATAN,7,MERIDA,50,MERIDA,1172,4,4,576,65,11,51,25,142,755,11,0,0,6,0,0,15,0,1,0,0,0,49,2,10,5,1724,0,40,1764,2947
3,31,YUCATAN,7,MERIDA,50,MERIDA,1173,4,4,499,59,8,48,28,143,662,8,0,0,11,0,0,18,0,1,0,0,0,58,1,15,2,1561,0,31,1592,2633
3,31,YUCATAN,7,MERIDA,50,MERIDA,1174,2,2,240,42,2,21,15,47,328,8,0,0,6,0,0,5,0,0,0,0,0,20,0,2,6,742,0,28,770,1137
3,31,YUCATAN,7,MERIDA,50,MERIDA,1175,3,3,298,27,3,18,18,106,463,12,0,0,8,0,0,4,0,1,0,0,0,35,0,3,6,1002,0,20,1022,1735
3,31,YUCATAN,7,MERIDA,50,MERIDA,1176,4,4,384,43,7,41,37,132,614,4,0,0,10,0,0,12,0,1,0,1,0,34,1,3,13,1337,1,35,1373,2375
3,31,YUCATAN,7,MERIDA,50,MERIDA,1177,4,4,500,41,9,25,22,126,591,10,0,0,8,0,0,6,0,1,0,0,0,42,3,10,5,1399,0,21,1420,2279
3,31,YUCATAN,7,MERIDA,50,MERIDA,1178,2,2,194,24,3,11,15,48,320,3,0,0,2,0,0,2,0,0,0,0,0,14,1,3,1,641,0,10,651,1110
3,31,YUCATAN,7,MERIDA,50,MERIDA,1179,3,3,432,47,5,25,27,109,452,11,0,0,12,0,0,3,0,0,0,0,0,28,2,4,2,1159,0,29,1188,1977
3,31,YUCATAN,7,MERIDA,50,MERIDA,1180,2,2,222,37,3,19,11,75,297,4,0,0,3,0,0,6,0,0,0,0,0,17,1,4,2,701,0,7,708,1092
3,31,YUCATAN,7,MERIDA,50,MERIDA,1181,3,3,392,41,4,19,17,86,374,7,0,0,6,0,0,15,0,1,0,0,0,27,0,8,2,999,0,31,1030,1504
3,31,YUCATAN,2,MERIDA,50,MERIDA,1182,4,4,1131,66,6,31,10,140,393,11,0,0,14,0,0,22,0,1,0,0,0,28,1,1,4,1859,1,19,1879,2621
3,31,YUCATAN,2,MERIDA,50,MERIDA,1183,4,4,1063,74,13,34,20,189,479,7,0,0,21,0,0,25,0,0,0,1,0,29,0,4,7,1966,1,30,1997,2754
3,31,YUCATAN,2,MERIDA,50,MERIDA,1184,4,4,922,72,15,30,22,166,483,13,0,0,21,0,0,15,0,0,0,0,0,26,0,6,6,1797,3,39,1839,2580
3,31,YUCATAN,2,MERIDA,50,MERIDA,1185,6,6,1116,71,10,36,15,144,440,9,0,0,15,0,0,23,0,0,0,0,0,31,0,2,7,1919,1,34,1954,2959
3,31,YUCATAN,2,MERIDA,50,MERIDA,1186,3,3,810,59,8,38,18,119,330,12,0,0,14,0,0,24,0,0,0,0,0,29,1,9,4,1475,0,30,1505,2165
3,31,YUCATAN,9,MERIDA,50,MERIDA,1189,4,4,1769,78,6,13,8,59,180,8,0,0,15,0,0,25,0,2,0,0,0,8,0,2,1,2174,2,21,2197,2864
3,31,YUCATAN,9,MERIDA,50,MERIDA,1190,2,2,435,34,4,32,16,48,248,3,0,0,1,0,0,14,0,0,0,0,0,9,0,6,2,852,1,10,863,1215
3,31,YUCATAN,14,PROGRESO,51,MOCOCHA,657,1,1,122,316,0,0,0,0,201,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,656,0,11,667,742
3,31,YUCATAN,14,PROGRESO,51,MOCOCHA,658,2,2,218,596,0,0,0,0,316,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1155,0,25,1180,1316
3,31,YUCATAN,14,PROGRESO,51,MOCOCHA,659,1,1,80,205,0,0,0,0,49,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,340,0,8,348,374
3,31,YUCATAN,14,PROGRESO,51,MOCOCHA,660,1,1,91,250,0,0,0,0,126,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,473,0,7,480,528
3,31,YUCATAN,15,MOTUL,52,MOTUL,661,5,5,1143,238,3,62,19,141,945,10,0,0,0,0,0,0,0,0,0,0,0,11,4,11,1,2588,0,102,2690,3576
3,31,YUCATAN,15,MOTUL,52,MOTUL,662,5,5,850,228,5,41,17,128,706,13,0,0,0,0,0,0,0,0,0,0,0,17,5,7,11,2028,1,96,2125,3037
3,31,YUCATAN,15,MOTUL,52,MOTUL,663,2,2,430,124,6,37,11,70,319,5,0,0,0,0,0,0,0,0,0,1,0,3,6,4,1,1017,0,31,1048,1431
3,31,YUCATAN,15,MOTUL,52,MOTUL,664,2,2,293,32,1,18,5,20,231,2,0,0,0,0,0,0,0,0,0,1,0,13,0,1,0,617,0,9,626,778
3,31,YUCATAN,15,MOTUL,52,MOTUL,665,3,3,568,119,0,45,14,48,252,3,0,0,0,0,0,0,0,0,0,0,0,193,0,3,1,1246,0,34,1280,1670
3,31,YUCATAN,15,MOTUL,52,MOTUL,666,2,2,358,62,2,17,3,40,293,3,0,0,0,0,0,0,0,0,0,0,0,11,2,3,1,795,1,34,830,1085
3,31,YUCATAN,15,MOTUL,52,MOTUL,667,3,3,652,141,0,19,11,87,442,5,0,0,0,0,0,0,0,0,0,1,0,7,4,5,8,1382,0,50,1432,1812
3,31,YUCATAN,15,MOTUL,52,MOTUL,668,5,5,1022,214,2,64,31,141,712,15,0,0,0,0,0,0,0,0,0,5,0,17,5,10,9,2247,1,102,2350,3303
3,31,YUCATAN,15,MOTUL,52,MOTUL,669,3,3,530,127,2,35,15,68,373,6,0,0,0,0,0,0,0,0,0,1,0,11,0,8,3,1179,0,38,1217,1631
3,31,YUCATAN,15,MOTUL,52,MOTUL,670,3,3,459,123,2,37,11,59,359,0,0,0,0,0,0,0,0,0,0,2,0,11,6,3,5,1077,0,24,1101,1550
3,31,YUCATAN,15,MOTUL,52,MOTUL,671,2,2,139,208,2,103,12,16,133,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,622,0,22,644,773
3,31,YUCATAN,15,MOTUL,52,MOTUL,672,1,1,114,145,1,98,3,4,64,4,0,0,0,0,0,0,0,0,0,2,0,3,1,2,0,441,0,19,460,523
3,31,YUCATAN,15,MOTUL,52,MOTUL,673,1,1,55,28,0,5,4,3,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,127,0,7,134,163
3,31,YUCATAN,15,MOTUL,52,MOTUL,674,2,2,430,163,3,17,12,40,333,8,0,0,0,0,0,0,0,0,0,1,0,18,3,12,1,1041,0,69,1110,1354
3,31,YUCATAN,15,MOTUL,52,MOTUL,675,1,1,81,12,0,3,4,2,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,204,0,4,208,245
3,31,YUCATAN,15,MOTUL,52,MOTUL,676,3,3,513,85,5,75,31,45,361,2,0,0,0,0,0,0,0,0,0,2,0,22,8,7,1,1157,0,48,1205,1587
3,31,YUCATAN,15,MOTUL,52,MOTUL,677,3,3,755,273,2,32,21,37,479,9,0,0,0,0,0,0,0,0,0,1,0,8,0,8,6,1631,2,47,1680,2148
3,31,YUCATAN,15,MOTUL,52,MOTUL,678,1,1,156,65,1,14,15,25,187,6,0,0,0,0,0,0,0,0,0,2,0,6,1,5,2,485,0,18,503,610
3,31,YUCATAN,15,MOTUL,52,MOTUL,679,2,2,318,76,1,42,4,22,309,11,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,796,0,26,822,916
3,31,YUCATAN,12,UMAN,53,MUNA,680,2,2,415,24,2,12,6,12,107,393,0,0,0,0,0,0,0,0,0,8,0,2,1,1,0,983,32,59,1074,1310
3,31,YUCATAN,12,UMAN,53,MUNA,681,4,4,585,60,3,16,17,53,321,677,0,0,0,0,0,0,0,0,0,13,0,20,0,3,3,1771,34,98,1903,2548
3,31,YUCATAN,12,UMAN,53,MUNA,682,4,4,579,68,5,12,9,29,265,621,0,0,0,0,0,0,0,0,0,11,0,12,0,0,2,1613,33,88,1734,2254
3,31,YUCATAN,12,UMAN,53,MUNA,683,2,2,322,46,25,11,6,18,167,419,0,0,0,0,0,0,0,0,0,8,0,6,3,3,1,1035,39,43,1117,1370
3,31,YUCATAN,12,UMAN,53,MUNA,684,4,4,553,63,0,16,6,27,307,703,0,0,0,0,0,0,0,0,0,15,0,8,2,7,0,1707,22,65,1794,2301
3,31,YUCATAN,12,UMAN,53,MUNA,685,1,1,108,6,0,1,2,1,13,93,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,227,1,8,236,262
3,31,YUCATAN,12,UMAN,53,MUNA,686,1,1,104,19,0,1,2,4,33,221,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,389,1,13,403,483
3,31,YUCATAN,15,MOTUL,54,MUXUPIP,687,2,2,340,1,7,10,4,3,332,0,0,0,0,0,0,3,0,0,0,0,0,3,2,2,1,708,0,4,712,797
3,31,YUCATAN,15,MOTUL,54,MUXUPIP,688,2,2,564,1,4,35,10,3,605,0,0,0,0,0,0,1,0,0,0,0,0,10,1,7,1,1242,0,14,1256,1403
3,31,YUCATAN,15,MOTUL,54,MUXUPIP,689,1,1,91,0,8,8,2,0,169,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,283,0,7,290,319
3,31,YUCATAN,12,UMAN,55,OPICHEN,690,3,3,1028,9,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,3,24,1705,1989
3,31,YUCATAN,12,UMAN,55,OPICHEN,691,3,3,1029,3,0,0,0,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,33,1806,2144
3,31,YUCATAN,12,UMAN,55,OPICHEN,692,2,2,582,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,14,1097,1283
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,693,3,3,49,396,9,16,35,8,423,73,0,0,13,0,0,3,0,2,0,5,0,17,2,1,4,1056,0,28,1084,1614
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,694,3,3,78,447,2,18,41,9,544,123,0,0,20,0,0,6,0,1,0,2,0,27,7,1,10,1336,4,29,1369,2030
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,695,3,3,57,428,7,16,46,6,435,70,0,0,21,0,0,5,0,0,0,6,0,22,3,6,5,1133,2,42,1177,1675
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,696,4,4,86,394,5,27,64,8,632,129,0,0,13,0,0,7,0,0,0,5,0,22,3,2,5,1402,1,67,1470,2253
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,697,2,2,31,222,3,16,20,2,264,38,0,0,9,0,0,4,0,0,0,0,0,9,1,1,4,624,0,33,657,1074
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,698,3,3,65,404,7,21,59,5,525,114,0,0,13,0,0,5,0,0,0,4,0,17,3,4,5,1251,1,51,1303,1936
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,699,3,3,66,451,2,11,37,4,477,56,0,0,5,0,0,6,0,1,0,2,0,19,2,3,11,1153,1,34,1188,1588
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,700,4,4,94,587,5,21,68,12,547,122,0,0,14,0,0,8,0,1,0,4,0,21,5,6,6,1521,1,48,1570,2314
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,701,2,2,52,302,1,10,19,3,267,37,0,0,8,0,0,6,0,0,0,0,0,6,2,1,1,715,1,25,741,996
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,702,3,3,81,468,8,17,43,7,603,114,0,0,14,0,0,7,0,1,0,3,0,25,0,4,8,1403,0,31,1434,2174
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,703,2,2,36,317,4,16,39,9,394,54,0,0,15,0,0,3,0,0,0,2,0,14,0,1,3,907,0,25,932,1398
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,704,2,2,25,497,4,16,28,10,446,66,0,0,7,0,0,10,0,1,0,3,0,9,3,3,3,1131,0,42,1173,1499
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,705,2,2,20,495,6,12,24,7,309,3,0,0,3,0,0,2,0,0,0,0,0,2,1,0,1,885,0,18,903,1155
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,706,2,2,7,358,1,8,17,2,323,5,0,0,3,0,0,9,0,0,0,0,0,7,0,0,1,741,0,18,759,941
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,707,2,2,46,271,2,22,11,7,437,167,0,0,1,0,0,3,0,1,0,0,0,1,0,1,0,970,0,16,986,1328
3,31,YUCATAN,21,TICUL,56,OXKUTZCAB,708,1,1,13,90,1,4,9,1,38,6,0,0,4,0,0,4,0,0,0,1,0,1,0,0,1,173,0,5,178,219
3,31,YUCATAN,17,TIZIMIN,57,PANABA,709,2,2,312,79,0,0,0,0,430,5,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,839,0,10,849,951
3,31,YUCATAN,17,TIZIMIN,57,PANABA,710,2,2,467,31,0,0,0,0,449,4,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,964,1,15,980,1121
3,31,YUCATAN,17,TIZIMIN,57,PANABA,711,2,2,477,33,0,0,0,0,542,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,1068,0,10,1078,1269
3,31,YUCATAN,17,TIZIMIN,57,PANABA,712,2,2,515,37,0,0,0,0,407,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,971,0,17,988,1127
3,31,YUCATAN,17,TIZIMIN,57,PANABA,713,1,1,161,0,0,0,0,0,220,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,385,426
3,31,YUCATAN,17,TIZIMIN,57,PANABA,714,2,2,406,12,0,0,0,0,576,3,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,1006,0,15,1021,1189
3,31,YUCATAN,20,TEKAX,58,PETO,715,3,3,229,182,0,263,67,300,532,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,0,36,1622,2231
3,31,YUCATAN,20,TEKAX,58,PETO,716,3,3,145,158,0,227,48,317,454,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,0,50,1403,1862
3,31,YUCATAN,20,TEKAX,58,PETO,717,2,2,149,130,0,77,43,192,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,29,924,1294
3,31,YUCATAN,20,TEKAX,58,PETO,718,2,2,199,112,0,155,15,177,404,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,19,1085,1426
3,31,YUCATAN,20,TEKAX,58,PETO,719,2,2,225,147,0,160,22,214,313,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,1,22,1108,1441
3,31,YUCATAN,20,TEKAX,58,PETO,720,3,3,176,184,0,157,23,300,371,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,0,28,1243,1606
3,31,YUCATAN,20,TEKAX,58,PETO,721,2,2,91,114,0,116,8,141,258,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,0,16,752,1000
3,31,YUCATAN,20,TEKAX,58,PETO,722,1,1,116,63,0,54,15,94,193,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,13,553,734
3,31,YUCATAN,20,TEKAX,58,PETO,723,3,3,200,222,0,260,39,268,409,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,0,31,1435,1943
3,31,YUCATAN,20,TEKAX,58,PETO,724,3,3,174,164,0,183,26,113,334,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,3,35,1035,1511
3,31,YUCATAN,20,TEKAX,58,PETO,725,1,1,20,10,0,37,5,117,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,10,346,413
3,31,YUCATAN,20,TEKAX,58,PETO,726,1,1,14,13,0,28,11,21,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,8,160,183
3,31,YUCATAN,20,TEKAX,58,PETO,727,1,1,16,14,0,74,5,34,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,5,216,241
3,31,YUCATAN,20,TEKAX,58,PETO,728,1,1,93,76,0,58,5,58,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,14,461,544
3,31,YUCATAN,20,TEKAX,58,PETO,729,1,1,34,37,0,18,13,94,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,1,10,344,414
3,31,YUCATAN,20,TEKAX,58,PETO,730,1,1,61,52,0,81,15,148,169,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,22,551,732
3,31,YUCATAN,20,TEKAX,58,PETO,732,1,1,29,35,0,74,4,96,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,13,391,495
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,734,2,2,401,20,12,26,16,12,507,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1001,0,64,1065,1408
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,735,1,1,158,7,2,8,8,7,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,377,1,15,393,590
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,736,1,1,191,7,0,7,8,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,388,0,3,391,571
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,737,4,4,788,19,3,18,19,22,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1461,0,73,1534,2142
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,738,1,1,291,10,1,5,8,10,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,481,0,27,508,734
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,739,3,3,560,47,3,9,21,13,507,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,1183,0,67,1250,2065
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,740,4,4,611,90,6,12,22,18,680,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1465,3,100,1568,2721
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,741,4,4,731,61,18,19,34,32,731,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1650,1,91,1742,2616
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,742,3,3,579,30,12,3,19,19,359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1033,2,38,1073,1533
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,743,1,1,242,12,3,4,7,10,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,458,0,11,469,725
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,744,1,1,318,18,1,3,5,9,131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,494,0,14,508,740
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,745,2,2,323,11,7,4,7,4,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,588,0,31,619,910
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,746,2,2,448,17,8,10,16,20,356,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,891,1,48,940,1450
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,747,2,2,346,19,5,4,11,4,290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,687,0,56,743,1137
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,748,4,4,478,30,8,12,17,14,415,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,995,1,63,1059,2368
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,749,3,3,645,55,10,8,27,32,555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1348,0,70,1418,2093
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,750,3,3,452,29,2,13,20,21,521,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1068,0,43,1111,1590
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,752,1,1,79,2,2,0,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,0,11,150,254
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,753,6,6,1005,51,11,22,48,36,1041,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2252,1,125,2378,4146
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,754,4,4,647,64,5,22,37,24,881,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1707,2,93,1802,2992
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,755,3,3,569,40,9,9,23,13,541,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,1226,1,70,1297,1992
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,756,3,3,340,18,6,6,12,8,260,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,664,0,28,692,1006
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,757,3,3,536,59,5,12,24,22,552,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1222,1,66,1289,2087
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,758,3,3,623,55,9,10,35,19,597,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1376,0,57,1433,2175
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,759,1,1,99,12,4,1,7,7,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219,0,15,234,421
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,760,4,4,509,42,12,16,27,26,634,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1289,0,94,1383,2472
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,761,3,3,405,44,10,20,29,13,547,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,1087,1,103,1191,2090
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,762,1,1,277,9,2,13,12,5,176,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,498,0,36,534,692
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,763,3,3,551,34,5,14,22,26,547,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1214,1,55,1270,2185
3,31,YUCATAN,14,PROGRESO,59,PROGRESO,764,2,2,435,18,5,7,13,8,469,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,963,0,59,1022,1435
3,31,YUCATAN,18,TEMOZON,60,QUINTANA ROO,765,2,2,421,5,0,205,2,0,47,183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,865,0,15,880,966
3,31,YUCATAN,17,TIZIMIN,61,RIO LAGARTOS,766,2,2,248,65,0,82,8,0,362,1,0,0,2,0,0,12,0,0,0,0,0,0,0,0,5,785,0,13,798,864
3,31,YUCATAN,17,TIZIMIN,61,RIO LAGARTOS,767,2,2,315,71,0,83,8,0,561,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,4,1059,0,25,1084,1211
3,31,YUCATAN,17,TIZIMIN,61,RIO LAGARTOS,768,2,2,226,12,0,136,6,0,413,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,803,1,17,821,956
