ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAY,PAN_PRI_PRD_NAY,PAN_PRI_PRD,PAN_PRI_NAY,PAN_PRD_NAY,PRI_PRD_NAY,PAN_PRI,PAN_PRD,PAN_NAY,PRI_PRD,PRI_NAY,PRD_NAY,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
31,YUCATAN,90,TIMUCUY,3,10,10,1569,2640,0,0,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5188,0,101,5289,5819,
31,YUCATAN,91,TINUM,7,16,16,0,0,0,2147,0,0,0,586,0,0,0,0,0,2026,0,0,0,0,0,0,0,0,1399,6158,0,140,6298,9431,
31,YUCATAN,92,TIXCACALCUPUL,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2203,0,0,0,0,0,2515,0,0,0,4718,3,61,4782,5470,
31,YUCATAN,93,TIXKOKOB,10,24,24,3494,0,0,0,1745,996,0,1697,0,0,0,0,0,0,0,0,105,0,0,0,0,3222,0,11259,1,355,11615,14534,
31,YUCATAN,94,TIXMEHUAC,4,7,7,0,0,2,0,0,0,0,2,0,0,0,0,0,2670,0,0,0,0,0,1086,0,0,0,3760,0,19,3779,4201,
31,YUCATAN,95,TIXPEHUAL,6,9,9,706,479,251,303,0,442,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,3812,2,152,3966,4661,
31,YUCATAN,96,TIZIMIN,41,101,101,0,0,0,0,0,0,0,0,0,0,16292,0,0,0,0,0,0,0,0,25711,0,0,0,42003,3,1004,43010,59536,
31,YUCATAN,97,TUNKAS,4,7,7,1496,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,2588,0,63,2651,3108,
31,YUCATAN,98,TZUCACAB,8,17,17,856,0,0,3891,0,67,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,3827,8828,2,189,9019,11174,
31,YUCATAN,99,UAYMA,3,5,5,0,0,0,0,0,0,0,0,0,1397,0,0,0,0,0,0,0,0,0,0,0,0,1655,3052,0,35,3087,3268,
31,YUCATAN,100,UCU,2,5,5,812,35,217,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,2577,5,105,2687,3237,
31,YUCATAN,101,UMAN,21,79,79,6876,0,406,0,0,10510,0,0,0,0,0,0,0,0,0,0,0,694,0,12552,0,0,0,31038,9,1109,32156,49785,
31,YUCATAN,102,VALLADOLID,33,99,99,0,0,0,0,0,483,0,0,0,0,19230,0,0,0,0,0,0,0,0,0,0,0,21461,41174,5,921,42100,61368,
31,YUCATAN,103,XOCCHEL,2,5,5,1033,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,0,0,0,2399,1,19,2419,2719,
31,YUCATAN,104,YAXCABA,11,21,21,0,735,0,0,0,0,644,0,0,0,0,0,0,0,5051,0,0,0,0,0,2796,0,0,9226,0,295,9521,11690,
31,YUCATAN,105,YAXKUKUL,1,4,4,579,2,0,762,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2333,1,74,2408,2780,
31,YUCATAN,106,YOBAIN,3,4,4,0,0,0,0,0,0,969,0,0,0,934,0,0,0,0,0,0,0,0,0,0,0,0,1903,0,19,1922,2146,
