CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,MC,MORENA,PS,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,C_PAN_PRI_PRD,C_MORENA_PT_PVEM_NAS_PES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,26,SONORA,5,NOGALES,30,NOGALES,221,C,4,0,C04,0,30,12,7,36,0,3,0,1,0,0,0,191,280,0,6,286,722,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,221,C,5,0,C05,0,28,13,2,27,0,9,4,0,0,0,0,185,268,1,14,283,722,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,221,C,6,0,C06,0,23,13,5,14,0,4,0,0,0,0,0,203,262,0,12,274,722,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,221,C,7,0,C07,0,33,21,5,27,0,10,2,0,0,0,0,157,255,0,6,261,722,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,221,C,8,0,C08,0,27,14,4,32,0,4,1,0,0,0,0,205,287,0,11,298,722,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,221,C,9,0,C09,0,32,9,3,21,0,6,1,0,0,0,0,165,237,0,9,246,722,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,221,C,10,0,C10,0,19,13,4,33,0,6,2,0,0,0,0,186,263,0,5,268,722,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,231,B,1,0,B,0,21,16,5,28,0,6,4,1,1,0,0,142,224,0,10,234,602,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,231,C,1,0,C01,0,24,20,0,26,0,4,6,2,0,0,0,144,226,0,9,235,602,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,231,C,2,0,C02,0,39,17,3,22,0,4,6,2,0,0,0,157,250,1,6,257,602,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1368,B,1,0,B,0,103,51,2,59,0,18,13,3,0,0,0,163,412,0,7,419,714,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1369,B,1,0,B,0,34,16,2,26,0,10,2,0,0,1,0,167,258,0,4,262,516,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1370,B,1,0,B,0,12,4,3,21,0,7,0,0,0,1,0,126,174,0,8,182,402,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1370,C,1,0,C01,0,12,4,3,21,0,7,1,0,0,0,0,127,175,0,8,183,402,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1371,B,1,0,B,0,15,12,2,44,0,6,1,0,0,0,0,212,292,0,3,295,709,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1372,B,1,0,B,0,22,9,2,39,0,6,0,0,0,0,0,235,313,0,5,318,716,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1373,B,1,0,B,0,13,11,5,20,0,6,0,0,0,0,0,170,225,0,1,226,631,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1373,C,1,0,C01,0,8,4,0,22,0,13,1,0,0,0,0,278,326,0,1,327,631,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1374,B,1,0,B,0,12,6,2,20,0,4,1,0,0,0,0,134,179,0,3,182,411,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1375,B,1,0,B,0,13,10,3,27,0,6,1,1,0,0,0,199,260,0,9,269,714,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1376,B,1,0,B,0,22,8,1,22,0,5,0,1,0,0,0,196,255,0,3,258,648,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1376,C,1,0,C01,0,17,11,4,28,0,7,2,0,0,0,0,212,281,0,4,285,647,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1377,B,1,0,B,0,11,9,3,27,0,4,1,0,0,0,0,160,215,0,5,220,533,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1377,C,1,0,C01,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,532,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1377,C,2,0,C02,0,15,12,2,28,0,9,0,0,0,0,0,143,209,0,9,218,532,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1378,B,1,0,B,0,30,11,1,30,0,12,1,0,0,0,0,185,270,0,6,276,712,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1378,C,1,0,C01,0,34,7,3,20,0,8,1,1,0,0,0,229,303,0,7,310,711,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1379,B,1,0,B,0,24,9,0,39,0,8,1,0,0,0,0,123,204,0,5,209,402,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1379,C,1,0,C01,0,20,17,3,20,0,10,2,0,0,0,0,133,205,0,5,210,401,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1380,B,1,0,B,0,39,29,4,27,0,0,1,0,0,0,0,175,275,10,13,298,596,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1381,B,1,0,B,0,16,11,3,35,0,2,1,0,0,0,0,175,243,0,5,248,596,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1382,B,1,0,B,0,26,15,7,46,0,4,0,0,0,0,0,203,301,0,9,310,735,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1383,B,1,0,B,0,24,8,1,17,0,9,1,0,0,1,0,176,237,0,8,245,549,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1384,B,1,0,B,0,27,6,1,35,0,7,2,0,0,0,0,152,230,0,10,240,530,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1384,C,1,0,C01,0,27,6,3,39,0,5,2,1,1,0,0,170,254,0,10,264,530,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1385,B,1,0,B,0,24,13,5,30,0,10,0,0,0,0,0,169,251,0,5,256,648,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1385,C,1,0,C01,0,22,5,0,30,0,6,4,0,0,0,0,174,241,0,6,247,648,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1385,C,2,0,C02,0,21,7,4,33,0,15,3,1,0,0,0,185,269,0,5,274,647,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1386,B,1,0,B,0,34,7,0,13,0,11,0,0,0,0,0,144,209,0,5,214,563,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1386,C,1,0,C01,0,28,10,6,27,0,3,3,1,0,0,0,137,215,0,4,219,563,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1386,C,2,0,C02,0,20,15,1,24,0,9,0,0,0,0,0,139,208,0,3,211,562,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1387,B,1,0,B,0,16,8,4,29,0,17,0,1,0,2,0,177,254,0,4,258,696,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1387,C,1,0,C01,0,16,10,3,30,0,9,0,0,0,0,0,175,243,0,9,252,696,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1388,B,1,0,B,0,12,13,4,22,0,3,1,1,0,0,0,104,160,0,1,161,382,GRUPO DE RECUENTO,,,
1,26,SONORA,5,NOGALES,30,NOGALES,1388,C,1,0,C01,0,13,12,1,17,0,6,2,0,0,0,0,123,174,3,0,177,382,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,0,A,9,0,VA09,0,2,1,0,1,0,0,0,0,0,0,0,8,12,0,0,12,20,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,353,B,1,0,B,0,14,19,2,27,0,8,1,0,0,0,0,190,261,0,8,269,538,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,353,C,1,0,C01,0,10,13,3,26,0,9,2,0,0,0,0,165,228,0,11,239,537,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,354,B,1,0,B,0,17,17,5,25,0,6,1,1,0,0,0,211,283,0,15,298,618,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,354,C,1,0,C01,0,13,15,2,23,0,2,2,0,0,0,0,204,261,0,9,270,617,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,355,B,1,0,B,0,43,33,1,35,0,8,5,2,0,0,0,233,360,0,11,371,642,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,355,C,1,0,C01,0,42,31,7,38,0,11,4,2,0,0,0,234,369,0,10,379,641,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,356,B,1,0,B,0,29,30,0,28,0,6,0,0,0,0,0,162,255,0,0,255,575,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,356,C,1,0,C01,0,28,48,0,37,0,9,0,0,0,0,0,186,308,0,8,316,575,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,362,B,1,0,B,0,43,37,4,20,0,17,2,3,0,0,0,190,316,0,21,337,723,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,362,C,1,0,C01,0,22,36,6,30,0,7,2,2,0,0,0,252,357,0,7,364,723,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,363,B,1,0,B,0,37,44,3,41,0,10,4,2,0,0,0,216,357,0,5,362,670,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,364,B,1,0,B,0,34,33,4,30,0,8,4,2,0,0,0,198,313,0,7,320,604,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,364,C,1,0,C01,0,39,35,2,44,0,6,6,1,2,0,0,197,332,0,10,342,604,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,365,B,1,0,B,0,21,20,3,24,0,2,1,1,0,0,0,178,250,0,6,256,529,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,365,C,1,0,C01,0,17,29,2,20,0,9,1,1,0,0,0,164,243,0,13,256,529,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,365,C,2,0,C02,0,12,26,2,25,0,5,1,1,0,0,0,177,249,0,14,263,529,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,366,B,1,0,B,0,28,30,3,26,0,7,0,0,0,0,0,254,348,0,11,359,725,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,366,C,1,0,C01,0,34,25,6,24,0,9,6,2,0,0,0,216,322,0,9,331,725,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,367,B,1,0,B,0,30,40,8,23,0,9,1,0,0,0,0,192,303,0,15,318,654,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,367,C,1,0,C01,0,29,32,4,21,0,9,1,2,0,0,0,200,298,0,9,307,653,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,367,C,2,0,C02,0,45,38,5,30,0,9,7,2,1,0,0,195,332,0,12,344,653,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,368,B,1,0,B,0,21,26,1,20,0,6,2,2,0,0,0,142,220,0,6,226,429,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,368,C,1,0,C01,0,28,18,4,19,0,7,2,0,0,0,0,144,222,0,11,233,429,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,369,B,1,0,B,0,47,44,9,35,0,13,5,1,0,0,0,240,394,0,11,405,688,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,369,C,1,0,C01,0,35,42,6,39,0,14,0,4,0,0,0,248,388,0,15,403,688,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,370,B,1,0,B,0,35,61,1,47,0,8,8,2,0,0,0,209,371,0,9,380,668,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,370,C,1,0,C01,0,39,54,4,32,0,8,3,3,0,0,0,221,364,0,8,372,667,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,371,B,1,0,B,0,32,24,3,28,0,7,3,2,0,0,0,166,265,0,11,276,474,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,371,C,1,0,C01,0,20,29,5,22,0,10,5,0,0,0,0,160,251,0,10,261,473,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,373,B,1,0,B,0,20,35,2,39,0,14,4,0,0,0,0,251,365,0,9,374,715,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,373,C,1,0,C01,0,33,35,7,49,0,16,5,1,0,1,0,230,377,0,22,399,715,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,B,1,0,B,0,23,16,6,35,0,5,2,1,0,0,0,177,265,0,10,275,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,1,0,C01,0,23,25,1,33,0,8,2,1,0,0,0,178,271,1,9,281,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,2,0,C02,0,20,18,4,29,0,11,4,0,0,0,0,193,279,0,5,284,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,3,0,C03,0,22,22,5,30,0,6,1,3,0,0,0,198,287,0,5,292,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,4,0,C04,0,21,19,2,38,0,4,2,0,0,0,0,190,276,0,9,285,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,5,0,C05,0,17,14,1,24,0,10,1,0,0,1,0,187,255,0,10,265,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,6,0,C06,0,19,32,3,35,0,6,5,2,0,0,0,175,277,0,9,286,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,7,0,C07,0,31,17,4,23,0,7,0,1,6,0,0,175,264,0,13,277,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,8,0,C08,0,34,24,2,31,0,7,4,2,0,0,0,198,302,0,7,309,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,9,0,C09,0,16,25,6,31,0,2,1,1,0,0,0,192,274,0,12,286,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,10,0,C10,0,17,25,5,34,0,10,5,2,0,0,0,184,282,0,10,292,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,11,0,C11,0,24,26,7,22,0,5,2,0,0,0,0,186,272,0,8,280,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,12,0,C12,0,26,19,2,33,0,8,2,1,0,0,0,200,291,0,6,297,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,13,0,C13,0,31,25,1,40,0,5,0,2,0,0,0,158,262,0,4,266,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,14,0,C14,0,17,23,2,44,0,11,0,1,1,0,0,183,282,0,4,286,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,374,C,15,0,C15,0,22,22,2,24,0,5,5,3,0,0,0,200,283,0,6,289,704,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,375,B,1,0,B,0,36,39,4,44,0,19,8,0,0,0,0,209,359,2,8,369,675,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,375,C,1,0,C01,0,56,35,5,33,0,20,2,1,0,0,0,198,350,0,8,358,674,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,375,C,2,0,C02,0,38,42,7,39,0,13,3,0,0,0,0,183,325,0,8,333,674,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,375,C,3,0,C03,0,32,28,4,45,0,15,6,3,0,0,0,220,353,1,5,359,674,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,376,B,1,0,B,0,41,31,5,29,0,9,3,1,0,0,0,198,317,0,14,331,590,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,376,C,1,0,C01,0,42,39,5,35,0,5,7,1,0,0,0,167,301,0,10,311,589,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,376,C,2,0,C02,0,39,44,1,44,0,7,3,0,0,0,0,186,324,0,12,336,589,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,376,C,3,0,C03,0,36,41,2,46,0,17,0,1,0,0,0,176,319,0,7,326,589,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,377,B,1,0,B,0,54,34,5,38,0,12,4,1,0,0,0,200,348,0,9,357,653,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,377,C,1,0,C01,0,41,44,5,57,0,11,5,3,0,1,0,190,357,1,11,369,652,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,378,B,1,0,B,0,39,38,4,43,0,13,5,1,0,0,0,204,347,1,16,364,671,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,378,C,1,0,C01,0,33,47,8,39,0,9,8,1,0,0,0,207,352,0,15,367,670,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,379,B,1,0,B,0,37,41,4,32,0,14,7,0,0,0,0,193,328,0,1,329,643,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,379,C,1,0,C01,0,33,43,5,34,0,8,8,3,0,0,0,195,329,0,15,344,642,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,382,B,1,0,B,0,36,46,6,40,0,15,6,1,0,0,0,211,361,5,12,378,699,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,382,C,1,0,C01,0,42,32,9,29,0,14,5,2,0,0,0,209,342,2,17,361,699,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,383,B,1,0,B,0,37,54,7,37,0,19,7,0,0,0,0,213,374,0,21,395,705,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,384,B,1,0,B,0,22,33,1,20,0,6,5,0,0,0,0,210,297,0,7,304,621,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,384,C,1,0,C01,0,29,34,1,24,0,7,4,0,0,0,0,196,295,0,7,302,621,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,384,C,2,0,C02,0,33,23,1,34,0,8,3,1,0,0,0,203,306,0,10,316,621,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,385,B,1,0,B,0,50,59,4,48,0,9,5,1,0,0,0,237,413,0,16,429,703,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,385,C,1,0,C01,0,51,54,1,42,0,11,5,0,0,0,0,247,411,0,15,426,702,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,386,B,1,0,B,0,38,45,3,33,0,18,3,1,1,0,0,156,298,0,12,310,530,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,386,C,1,0,C01,0,51,55,3,31,0,8,7,1,0,0,0,151,307,0,4,311,529,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,386,C,2,0,C02,0,53,54,5,38,0,12,7,2,0,0,0,149,320,0,8,328,529,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,387,B,1,0,B,0,77,46,10,27,0,7,8,2,0,0,0,186,363,1,5,369,608,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,387,C,1,0,C01,0,60,57,4,31,0,6,13,1,0,0,0,179,351,0,12,363,607,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,387,C,2,0,C02,0,45,61,8,39,0,12,8,3,0,0,0,171,347,0,10,357,607,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,388,B,1,0,B,0,41,57,3,23,0,8,7,1,0,0,0,147,287,0,0,287,489,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,388,C,1,0,C01,0,40,38,3,35,0,11,9,0,0,0,0,177,313,0,11,324,488,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,389,B,1,0,B,0,52,36,3,32,0,5,3,1,0,0,0,198,330,0,4,334,579,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,389,C,1,0,C01,0,31,48,1,51,0,13,3,1,1,0,0,182,331,0,13,344,578,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,396,B,1,0,B,0,49,43,1,26,0,7,3,0,1,0,0,180,310,0,13,323,631,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,396,C,1,0,C01,0,38,43,2,42,0,6,2,3,0,0,0,180,316,0,8,324,630,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,397,B,1,0,B,0,44,53,6,55,0,10,3,0,0,0,0,208,379,0,20,399,640,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,397,C,1,0,C01,0,48,50,6,40,0,14,6,2,0,2,0,186,354,1,11,366,640,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,398,B,1,0,B,0,52,43,5,40,0,11,9,5,0,0,0,187,352,0,6,358,644,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,398,C,1,0,C01,0,38,51,6,30,0,8,0,0,0,0,0,201,334,0,0,334,643,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,399,B,1,0,B,0,42,48,2,46,0,7,7,0,0,0,0,201,353,0,10,363,556,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,399,C,1,0,C01,0,38,46,4,41,0,6,5,2,0,0,0,189,331,0,5,336,556,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,400,B,1,0,B,0,25,23,3,37,0,5,5,2,0,0,0,211,311,0,11,322,739,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,400,C,1,0,C01,0,27,45,2,30,0,2,3,3,0,0,0,255,367,0,13,380,739,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,400,C,2,0,C02,0,29,33,6,32,0,5,2,4,0,0,0,240,351,0,14,365,738,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,401,B,1,0,B,0,40,34,2,33,0,8,5,2,1,0,0,228,353,1,22,376,739,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,401,C,1,0,C01,0,27,32,3,31,0,7,3,0,0,1,0,223,327,0,20,347,738,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,401,C,2,0,C02,0,29,33,5,33,0,6,5,1,0,1,0,229,342,0,19,361,738,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,402,B,1,0,B,0,61,57,4,41,0,10,8,2,0,0,0,206,389,0,14,403,719,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,402,C,1,0,C01,0,70,59,3,36,0,9,6,1,0,0,0,223,407,0,9,416,719,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,402,C,2,0,C02,0,55,54,5,48,0,15,8,0,0,0,0,184,369,0,13,382,719,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,402,C,3,0,C03,0,47,62,10,47,0,18,9,1,0,0,0,215,409,0,19,428,719,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,403,B,1,0,B,0,82,82,7,51,0,14,9,0,0,0,0,184,429,0,13,442,746,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,403,C,1,0,C01,0,71,71,7,59,0,11,11,1,1,0,0,221,453,0,10,463,745,GRUPO DE RECUENTO,,,
1,26,SONORA,6,HERMOSILLO,49,HERMOSILLO,404,B,1,0,B,0,61,70,3,42,0,12,7,1,0,0,0,227,423,0,11,434,686,GRUPO DE RECUENTO,,,
