CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QS,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,PVEM_MORENA_PT,PVEM_MORENA,PVEM_PT,MORENA_PT,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,C,10,0,C10,0,215,12,0,16,18,105,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,2,14,397,720,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,C,11,0,C11,0,205,9,1,16,17,122,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,22,404,720,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,C,12,0,C12,0,173,10,0,17,18,130,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,1,15,382,720,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,C,13,0,C13,0,187,6,2,19,14,115,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,16,375,720,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,C,14,0,C14,0,220,11,2,12,6,126,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,2,393,720,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,1,0,E01,0,216,9,1,14,14,132,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,1,25,422,715,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,1,1,E01C01,0,224,11,3,17,7,126,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,1,25,430,715,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,0,E02,0,273,9,1,22,10,96,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,10,432,710,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,1,E02C01,0,289,11,1,19,13,84,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,16,443,709,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,2,E02C02,0,259,14,1,30,14,86,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,1,15,428,709,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,3,E02C03,0,265,16,1,26,11,98,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,14,439,709,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,4,E02C04,0,278,13,2,17,11,91,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,1,16,440,709,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,5,E02C05,0,255,10,0,29,19,94,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,19,447,709,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,6,E02C06,0,286,13,0,30,2,84,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,23,450,709,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,7,E02C07,0,232,10,0,39,17,104,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,1,11,424,709,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,8,E02C08,0,289,11,1,22,15,91,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,1,18,454,709,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,9,E02C09,0,273,16,4,22,14,107,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,1,6,447,709,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,E,2,10,E02C10,0,288,8,1,24,8,93,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,1,12,447,709,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,206,B,1,0,B,0,234,13,1,2,18,130,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,32,440,694,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,206,C,1,0,C01,0,253,25,2,6,18,137,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,20,470,693,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,206,C,2,0,C02,0,249,14,4,7,15,146,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,16,462,693,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,206,S,1,0,S01,0,19,2,0,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,32,0,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,206,S,2,0,S02,0,27,1,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,45,0,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,207,B,1,0,B,0,253,7,1,10,10,106,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,20,417,697,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,207,C,1,0,C01,0,234,16,1,9,13,147,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,24,458,697,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,207,C,2,0,C02,0,242,8,2,9,11,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,15,437,696,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,207,C,3,0,C03,0,271,8,1,10,11,132,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,16,453,696,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,207,C,4,0,C04,0,289,12,0,15,8,105,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,17,451,696,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,208,B,1,0,B,0,246,36,0,9,12,109,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,17,450,730,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,208,C,1,0,C01,0,205,36,1,9,12,113,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,18,416,730,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,208,E,1,0,E01,0,215,27,1,8,6,103,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,15,384,552,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,208,E,1,1,E01C01,0,214,32,0,4,8,120,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,11,400,552,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,208,E,1,2,E01C02,0,232,27,1,4,12,96,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,19,399,551,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,209,B,1,0,B,0,281,39,0,7,10,114,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,19,477,732,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,209,C,1,0,C01,0,299,35,0,12,8,107,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,17,485,732,ACTA CASILLA,,,
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,209,C,2,0,C02,0,279,37,1,10,14,101,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,11,458,731,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,210,B,1,0,B,0,134,103,4,24,3,99,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,422,3,19,444,710,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,210,C,1,0,C01,0,151,76,11,28,7,106,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,421,0,20,441,710,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,210,C,2,0,C02,0,110,95,8,26,7,145,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,442,0,21,463,709,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,211,B,1,0,B,0,137,74,1,26,7,152,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,463,0,10,473,722,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,211,C,1,0,C01,0,167,83,4,20,4,130,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,476,0,13,489,721,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,212,B,1,0,B,0,104,72,2,17,8,118,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,370,1,10,381,693,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,212,C,1,0,C01,0,95,74,4,18,5,137,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,16,396,693,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,212,C,2,0,C02,0,104,75,4,18,6,126,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,393,0,7,400,693,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,212,C,3,0,C03,0,116,60,5,0,5,153,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,388,0,12,400,693,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,212,C,4,0,C04,0,99,79,3,20,6,139,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,383,0,9,392,692,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,212,E,1,0,E01,0,164,89,7,18,6,121,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,17,455,620,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,213,B,1,0,B,0,110,69,2,22,6,133,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,395,0,13,408,650,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,213,C,1,0,C01,0,139,73,2,22,7,100,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,432,1,12,445,649,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,213,C,2,0,C02,0,149,70,0,17,3,107,74,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,13,449,649,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,215,B,1,0,B,0,78,103,6,20,10,174,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,426,0,13,439,690,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,215,C,1,0,C01,0,92,83,0,24,22,145,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,13,406,689,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,215,C,2,0,C02,0,81,97,6,21,6,128,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,365,0,18,383,689,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,216,B,1,0,B,0,63,106,2,23,9,194,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,425,0,18,443,688,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,216,C,1,0,C01,0,90,76,5,23,8,185,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,412,0,19,431,688,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,216,C,2,0,C02,0,66,96,11,16,13,184,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,15,423,687,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,216,C,3,0,C03,0,66,106,0,23,23,195,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,12,442,687,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,217,B,1,0,B,0,61,101,4,8,12,152,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,13,382,590,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,217,C,1,0,C01,0,59,95,8,14,13,141,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,379,0,11,390,589,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,217,C,2,0,C02,0,56,77,8,10,14,147,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,341,0,20,361,589,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,217,C,3,0,C03,0,60,83,4,14,11,154,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,32,387,589,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,218,B,1,0,B,0,82,73,2,10,6,138,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,356,0,16,372,551,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,218,C,1,0,C01,0,72,75,5,12,10,117,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,318,0,24,342,551,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,218,C,2,0,C02,0,78,79,10,13,6,95,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,18,335,551,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,219,B,1,0,B,0,98,214,11,3,3,82,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,440,0,8,448,623,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,219,C,1,0,C01,0,131,181,0,11,5,80,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,449,0,16,465,623,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,219,C,2,0,C02,0,81,198,11,15,2,108,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,444,0,15,459,622,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,220,B,1,0,B,0,64,60,7,17,17,193,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,414,0,18,432,673,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,220,C,1,0,C01,0,75,57,3,16,5,191,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,39,425,673,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,220,C,2,0,C02,0,78,62,2,12,10,192,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,29,426,672,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,221,B,1,0,B,0,57,66,3,13,13,130,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,325,0,21,346,602,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,221,C,1,0,C01,0,66,41,2,10,19,149,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,319,0,15,334,602,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,221,C,2,0,C02,0,51,45,1,10,10,124,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,297,0,19,316,601,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,221,C,3,0,C03,0,69,47,0,10,17,126,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,16,322,601,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,222,B,1,0,B,0,77,133,4,13,48,126,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,417,0,10,427,648,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,222,C,1,0,C01,0,77,76,8,19,55,130,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,387,0,19,406,648,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,222,C,2,0,C02,0,65,62,8,11,44,127,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,329,1,24,354,648,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,222,C,3,0,C03,0,86,61,6,13,50,131,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,364,0,19,383,648,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,222,C,4,0,C04,0,78,88,5,11,49,125,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,370,0,17,387,647,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,223,B,1,0,B,0,75,63,8,24,16,141,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,19,399,568,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,223,C,1,0,C01,0,56,96,7,21,19,128,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,394,0,11,405,568,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,223,C,2,0,C02,0,72,63,2,20,16,150,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,10,376,568,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,223,C,3,0,C03,0,85,66,4,20,19,150,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,14,399,568,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,224,B,1,0,B,0,114,22,6,9,10,184,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,22,412,579,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,224,C,1,0,C01,0,124,36,1,7,14,144,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,385,0,18,403,578,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,224,C,2,0,C02,0,171,35,3,11,11,152,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,439,0,16,455,578,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,224,C,3,0,C03,0,141,32,3,11,12,166,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,420,0,17,437,578,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,225,B,1,0,B,0,177,41,8,8,6,144,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,452,0,14,466,588,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,225,C,1,0,C01,0,196,43,4,3,7,124,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,430,0,18,448,587,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,225,C,2,0,C02,0,196,40,2,9,4,144,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,439,1,12,452,587,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,226,B,1,0,B,0,89,76,5,15,24,158,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,19,403,713,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,226,C,1,0,C01,0,115,59,4,12,26,140,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,23,394,713,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,226,C,2,0,C02,0,97,77,3,22,11,161,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,388,0,15,403,712,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,226,C,3,0,C03,0,98,69,7,16,17,212,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,431,0,22,453,712,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,227,B,1,0,B,0,80,69,8,6,7,171,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,393,0,19,412,659,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,227,C,1,0,C01,0,56,61,7,6,17,175,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,378,0,11,389,659,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,227,C,2,0,C02,0,52,57,7,10,11,159,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,21,373,659,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,227,C,3,0,C03,0,57,59,5,10,13,187,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,18,392,659,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,228,B,1,0,B,0,70,60,5,7,5,149,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,340,0,20,360,680,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,228,C,1,0,C01,0,58,63,4,7,5,152,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,18,345,680,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,228,C,2,0,C02,0,50,41,8,10,10,159,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,332,0,16,348,680,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,228,C,3,0,C03,0,72,58,4,10,7,151,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,30,376,680,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,228,C,4,0,C04,0,80,58,3,16,15,138,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,17,367,680,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,229,B,1,0,B,0,78,55,10,12,25,164,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,368,0,16,384,695,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,229,C,1,0,C01,0,49,58,1,19,18,238,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,405,0,25,430,694,GRUPO DE RECUENTO,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,230,B,1,0,B,0,106,54,6,13,15,191,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,410,0,29,439,708,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,230,C,1,0,C01,0,115,10,4,16,12,205,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,381,0,17,398,708,ACTA CASILLA,,,
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,230,C,2,0,C02,0,91,51,7,11,19,237,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,446,0,26,472,708,ACTA CASILLA,,,
