CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QS,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,PVEM_MORENA_PT,PVEM_MORENA,PVEM_PT,MORENA_PT,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,125,2,2,380,31,24,0,7,263,44,1,0,0,0,0,0,0,0,0,0,0,0,50,0,46,0,0,846,0,20,866,1298
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,126,3,3,307,19,23,2,14,379,52,0,0,0,0,0,0,0,0,0,0,0,0,98,0,69,0,0,963,0,48,1011,1593
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,127,5,5,1076,79,40,1,28,785,86,3,0,0,0,0,0,0,0,0,0,0,0,95,0,139,0,0,2332,3,74,2409,3706
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,128,6,6,1395,83,45,8,17,947,132,2,0,0,0,0,0,0,0,0,0,0,0,143,0,171,0,0,2943,0,106,3049,4452
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,129,2,2,507,25,11,3,6,257,41,0,0,0,0,0,0,0,0,0,0,0,0,32,0,49,0,0,931,0,35,966,1332
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,130,5,5,954,33,35,11,18,547,218,3,0,0,0,0,0,0,0,0,0,0,0,83,0,104,0,0,2006,1,71,2078,2282
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,131,3,3,773,13,14,3,5,412,91,1,0,0,0,0,0,0,0,0,0,0,0,66,0,97,0,0,1475,0,56,1531,2126
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,132,3,3,413,12,20,3,9,471,83,2,0,0,0,0,0,0,0,0,0,0,0,61,0,55,0,0,1129,0,45,1174,1654
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,133,5,5,409,15,21,3,16,924,179,0,0,0,0,0,0,0,0,0,0,0,0,204,0,70,0,0,1841,0,83,1924,2869
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,134,3,3,228,18,19,5,19,715,108,1,0,0,0,0,0,0,0,0,0,0,0,104,0,19,0,0,1236,0,41,1277,1638
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,135,3,3,261,22,11,0,21,653,121,1,0,0,0,0,0,0,0,0,0,0,0,87,0,32,0,0,1209,0,48,1257,1674
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,136,3,3,192,6,16,2,26,735,141,1,0,0,0,0,0,0,0,0,0,0,0,99,0,18,0,0,1236,0,67,1303,1827
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,137,3,3,462,13,12,3,12,388,80,4,0,0,0,0,0,0,0,0,0,0,0,43,0,53,0,0,1070,0,60,1130,1617
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,138,2,2,244,11,2,0,6,143,23,0,0,0,0,0,0,0,0,0,0,0,0,11,0,29,0,0,469,0,24,493,631
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,139,6,6,523,157,22,67,468,134,30,40,0,0,0,0,0,0,0,0,0,0,0,0,84,20,5,0,1550,0,73,1623,2694
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,140,3,3,397,97,10,26,109,64,13,33,0,0,0,0,0,0,0,0,0,0,0,0,58,9,0,2,818,0,32,850,1653
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,141,5,5,512,75,23,16,923,185,7,51,0,0,0,0,0,0,0,0,0,0,0,0,20,6,2,0,1820,0,71,1891,2827
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,142,2,2,356,55,41,11,230,92,9,14,0,0,0,0,0,0,0,0,0,0,0,0,37,11,5,1,862,0,30,892,1439
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,143,3,3,357,66,38,12,449,54,6,34,0,0,0,0,0,0,0,0,0,0,0,0,43,9,4,3,1075,1,52,1128,2219
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,144,8,8,1553,98,60,64,670,262,15,53,0,0,0,0,0,0,0,0,0,0,0,0,94,10,10,0,2889,0,95,2984,4347
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,145,4,4,285,80,30,21,764,81,5,31,0,0,0,0,0,0,0,0,0,0,0,0,53,15,7,2,1374,1,75,1450,2587
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,146,2,2,235,44,21,16,261,43,8,15,0,0,0,0,0,0,0,0,0,0,0,0,18,4,2,0,667,0,37,704,1235
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,148,3,3,196,63,20,11,546,34,3,26,0,0,0,0,0,0,0,0,0,0,0,0,12,10,5,0,926,0,41,967,1722
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,149,3,3,262,43,11,4,368,63,2,21,0,0,0,0,0,0,0,0,0,0,0,0,27,7,6,0,814,0,38,852,1613
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,150,4,4,337,109,37,17,304,39,10,12,0,0,0,0,0,0,0,0,0,0,0,0,56,8,2,1,932,1,41,974,2258
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,151,3,3,179,30,28,67,207,34,6,23,0,0,0,0,0,0,0,0,0,0,0,0,25,3,5,1,608,0,36,644,1427
5,22,QUERETARO,9,AMEALCO DE BONFIL,7,HUIMILPAN,152,5,5,369,76,16,60,459,113,8,22,0,0,0,0,0,0,0,0,0,0,0,0,34,8,2,0,1167,0,55,1222,2753
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,153,6,6,567,69,15,0,0,373,5,0,378,0,1038,0,0,0,0,0,0,0,0,0,66,10,2,1,2524,1,67,2592,4165
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,154,5,5,489,52,21,0,0,197,7,0,249,0,629,0,0,0,0,0,0,0,0,0,60,13,2,0,1719,1,53,1773,2637
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,155,5,5,434,43,16,0,0,290,8,0,260,0,804,0,0,0,0,0,0,0,0,0,59,9,0,1,1924,0,62,1986,3250
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,156,4,4,388,58,9,0,0,160,3,0,240,0,478,0,0,0,0,0,0,0,0,0,44,7,2,0,1389,1,33,1423,2297
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,157,3,3,140,20,8,0,0,139,10,0,38,0,260,0,0,0,0,0,0,0,0,0,16,7,1,0,639,0,56,695,1266
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,158,4,4,105,47,8,0,0,120,10,0,39,0,219,0,0,0,0,0,0,0,0,0,10,7,2,1,568,0,48,616,1166
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,159,1,1,12,9,1,0,0,31,4,0,8,0,114,0,0,0,0,0,0,0,0,0,5,0,0,0,184,0,26,210,416
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,160,2,2,56,14,6,0,0,115,11,0,36,0,153,0,0,0,0,0,0,0,0,0,7,2,0,1,401,0,23,424,654
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,161,3,3,126,12,6,0,0,88,7,0,150,0,613,0,0,0,0,0,0,0,0,0,28,7,0,0,1037,0,40,1077,1806
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,162,2,2,40,8,2,0,0,69,8,0,11,0,118,0,0,0,0,0,0,0,0,0,5,0,1,0,262,0,19,281,518
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,163,2,2,91,18,7,0,0,50,2,0,42,0,142,0,0,0,0,0,0,0,0,0,6,4,0,0,362,0,13,375,678
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,164,2,2,95,4,8,0,0,98,7,0,54,0,221,0,0,0,0,0,0,0,0,0,19,4,3,0,513,0,27,540,1025
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,165,2,2,49,5,0,0,0,82,5,0,84,0,120,0,0,0,0,0,0,0,0,0,6,1,1,0,353,0,26,379,638
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,166,1,1,69,5,2,0,0,80,9,0,93,0,134,0,0,0,0,0,0,0,0,0,1,4,0,1,398,2,33,433,722
5,22,QUERETARO,15,JALPAN DE SERRA,8,JALPAN DE SERRA,167,3,3,104,10,12,0,0,75,3,0,207,0,415,0,0,0,0,0,0,0,0,0,8,9,1,0,844,0,63,907,1614
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,168,4,4,789,669,7,1,12,123,9,0,0,0,0,0,0,0,0,0,12,1,1,3,0,0,61,0,1688,0,70,1758,2637
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,169,2,2,193,190,1,1,12,80,13,0,0,0,0,0,0,0,0,0,2,2,5,2,0,0,9,0,510,0,36,546,1035
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,170,2,2,182,287,4,2,11,94,15,0,0,0,0,0,0,0,0,0,12,5,1,4,0,0,15,0,632,0,28,660,1063
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,171,3,3,280,514,4,3,6,103,14,0,0,0,0,0,0,0,0,0,14,6,2,2,0,0,20,0,968,1,79,1048,1618
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,172,2,2,225,228,4,1,12,100,12,0,0,0,0,0,0,0,0,0,7,2,3,1,0,0,15,0,610,0,34,644,1127
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,173,2,2,215,277,1,1,11,35,6,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,3,0,556,0,36,592,856
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,174,3,3,329,493,3,7,8,149,41,0,0,0,0,0,0,0,0,0,14,1,5,1,0,0,18,0,1069,0,54,1123,1848
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,175,2,2,168,417,4,0,7,53,4,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,7,0,668,0,38,706,1146
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,176,4,4,475,674,2,3,8,57,5,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,12,0,1245,0,67,1312,1802
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,177,2,2,93,259,2,0,6,43,6,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,5,0,426,0,35,461,704
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,178,1,1,101,120,1,0,1,21,3,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,6,0,258,0,21,279,486
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,179,1,1,97,177,1,0,5,28,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,0,320,0,25,345,494
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,180,3,3,380,522,6,6,11,87,10,0,0,0,0,0,0,0,0,0,11,1,4,1,0,0,20,0,1059,1,79,1139,1648
5,22,QUERETARO,15,JALPAN DE SERRA,9,LANDA DE MATAMOROS,181,1,1,190,86,1,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,16,320,529
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,182,5,5,1231,121,20,55,59,661,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201,1,93,2295,3170
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,183,4,4,1178,78,6,39,60,618,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036,6,77,2119,2805
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,184,6,6,1720,88,20,57,44,664,63,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2673,4,107,2784,4106
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,185,4,4,1003,89,10,41,30,457,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,2,79,1752,2399
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,186,2,2,396,21,4,9,10,79,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,43,566,941
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,187,2,2,515,50,2,12,18,140,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,37,784,1124
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,188,6,6,1241,151,8,28,72,551,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126,0,160,2286,3601
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,189,5,5,969,234,7,39,66,633,70,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2033,1,138,2172,3162
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,191,6,6,1349,95,7,31,52,823,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398,1,108,2507,3775
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,192,6,6,1558,152,3,29,49,310,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,2,145,2287,3476
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,193,3,3,557,93,5,33,29,354,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,56,1165,1841
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,194,3,3,586,127,0,15,47,337,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,83,1233,1729
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,196,6,6,1270,304,6,38,59,767,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481,3,160,2644,4139
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,197,3,3,860,74,3,19,31,331,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,0,70,1421,2064
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,198,5,5,1379,135,6,43,56,582,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260,0,128,2388,3431
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,199,5,5,953,128,5,44,72,645,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891,0,108,1999,3097
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,200,7,7,1458,125,13,56,111,913,62,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776,1,130,2907,4601
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,202,23,23,3411,365,73,225,279,2578,258,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7274,3,392,7669,15610
5,22,QUERETARO,13,EL MARQUES,10,EL MARQUES,203,20,20,3529,306,26,247,223,2182,113,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6730,2,286,7018,12352
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,204,16,16,2368,182,8,156,206,1842,100,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4924,1,256,5181,10864
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,205,28,28,6271,281,28,560,382,3265,316,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11229,12,453,11694,20039
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,206,5,5,782,55,7,19,53,433,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0,69,1449,2080
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,207,5,5,1289,51,5,53,53,638,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124,0,92,2216,3482
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,208,5,5,1112,158,3,34,50,541,56,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,0,80,2049,3115
5,22,QUERETARO,9,AMEALCO DE BONFIL,10,EL MARQUES,209,3,3,859,111,1,29,32,322,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,0,47,1420,2195
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,210,3,3,395,274,23,78,17,350,126,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1285,3,60,1348,2129
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,211,2,2,304,157,5,46,11,282,110,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,939,0,23,962,1443
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,212,6,6,682,449,25,91,36,794,223,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2352,1,71,2424,4084
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,213,3,3,398,212,4,61,16,340,204,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1263,1,38,1302,1948
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,215,3,3,251,283,12,65,38,447,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1184,0,44,1228,2068
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,216,4,4,285,384,18,85,53,758,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1675,0,64,1739,2750
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,217,4,4,236,356,24,46,50,594,120,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1444,0,76,1520,2357
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,218,3,3,232,227,17,35,22,350,93,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,991,0,58,1049,1653
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,219,3,3,310,593,22,29,10,270,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1333,0,39,1372,1868
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,220,3,3,217,179,12,45,32,576,129,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1197,0,86,1283,2018
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,221,4,4,243,199,6,43,59,529,152,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1247,0,71,1318,2406
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,222,5,5,383,420,31,67,246,639,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1867,1,89,1957,3239
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,223,4,4,288,288,21,85,70,569,176,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1525,0,54,1579,2272
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,224,4,4,550,125,13,38,47,646,205,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1634,0,73,1707,2313
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,225,3,3,569,124,14,20,17,412,154,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1321,1,44,1366,1762
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,226,4,4,399,281,19,65,78,671,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1574,0,79,1653,2850
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,227,4,4,245,246,27,32,48,692,60,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1497,0,69,1566,2636
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,228,5,5,330,280,24,50,42,749,77,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1695,0,101,1796,3400
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,229,2,2,127,113,11,31,43,402,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,773,0,41,814,1389
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,230,7,7,624,323,28,97,101,1269,100,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2586,0,132,2718,4381
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,231,5,5,250,245,12,114,89,896,48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1687,0,108,1795,2941
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,232,1,1,57,69,7,24,12,209,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,20,417,687
5,22,QUERETARO,12,TEQUISQUIAPAN,11,PEDRO ESCOBEDO,233,5,5,877,248,17,74,37,711,210,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2190,0,69,2259,3356
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,234,3,3,430,14,3,582,15,188,166,2,0,0,0,0,0,0,0,0,0,0,0,0,35,2,1,0,1438,0,48,1486,1884
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,235,1,1,59,4,1,8,5,138,69,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,291,0,10,301,396
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,236,2,2,74,2,2,28,3,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,191,0,8,199,302
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,237,4,4,431,4,4,112,7,149,917,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,3,0,1663,1,65,1729,2477
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,238,1,1,83,3,1,17,13,70,113,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,304,0,19,323,527
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,239,1,1,76,2,0,43,9,80,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,251,0,16,267,467
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,240,3,3,350,7,3,50,8,172,327,2,0,0,0,0,0,0,0,0,0,0,0,0,15,4,1,0,939,0,27,966,1228
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,241,3,3,222,9,7,170,8,131,250,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,811,0,21,832,1242
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,242,3,3,149,7,1,130,4,95,191,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,588,0,32,620,990
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,243,1,1,148,1,2,69,9,128,151,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,0,526,0,19,545,715
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,244,1,1,95,3,1,104,7,53,255,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,523,0,33,556,718
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,245,4,4,464,9,10,524,12,769,239,14,0,0,0,0,0,0,0,0,0,0,0,0,34,4,3,0,2082,0,31,2113,2822
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,246,1,1,22,0,0,31,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,79,0,5,84,112
5,22,QUERETARO,14,EZEQUIEL MONTES,12,PEÑAMILLER,247,3,3,452,11,10,314,6,358,224,1,0,0,0,0,0,0,0,0,0,0,0,0,27,6,3,0,1412,0,40,1452,1857
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,248,4,4,806,96,437,16,47,42,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,56,0,0,1510,1,66,1577,2120
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,249,2,2,323,72,260,10,29,31,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,756,0,21,777,986
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,250,3,3,360,22,265,15,12,38,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,41,0,0,772,0,61,833,1584
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,251,3,3,363,39,471,3,19,26,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,0,0,962,1,52,1015,1614
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,252,2,2,213,16,115,10,10,20,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,403,1,29,433,760
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,253,4,4,585,22,691,20,50,74,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,0,0,1505,1,73,1579,2565
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,254,3,3,263,33,310,12,17,25,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,695,1,33,729,1318
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,255,1,1,103,11,68,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,200,0,17,217,372
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,256,3,3,214,21,224,1,15,31,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,548,0,43,591,923
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,257,1,1,172,6,92,5,32,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,330,0,16,346,475
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,258,2,2,368,27,252,4,47,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,761,0,67,828,1219
5,22,QUERETARO,15,JALPAN DE SERRA,13,PINAL DE AMOLES,259,2,2,168,16,255,6,23,24,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27,0,0,534,0,53,587,1061
