CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QS,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,PVEM_MORENA_PT,PVEM_MORENA,PVEM_PT,MORENA_PT,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,16,3,3,76,65,4,263,21,106,8,1,0,0,0,0,0,0,0,0,14,8,1,2,0,14,0,0,583,1,37,621,1205
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,17,3,3,140,201,8,393,30,165,15,6,0,0,0,0,0,0,0,0,18,5,2,5,0,30,0,0,1018,0,51,1069,1701
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,18,1,1,56,49,2,177,20,77,12,2,0,0,0,0,0,0,0,0,13,1,6,1,0,18,0,0,434,0,21,455,749
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,20,2,2,89,71,4,209,16,88,6,2,0,0,0,0,0,0,0,0,10,4,0,1,0,18,0,0,518,1,34,553,882
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,21,1,1,53,75,5,170,15,69,9,1,0,0,0,0,0,0,0,0,10,6,2,3,0,16,0,0,434,1,14,449,710
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,22,4,4,216,98,25,358,63,283,22,5,0,0,0,0,0,0,0,0,57,20,5,1,0,31,0,0,1184,0,76,1260,2206
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,23,4,4,155,180,9,562,48,178,18,29,0,0,0,0,0,0,0,0,15,7,1,1,0,27,0,0,1230,5,76,1311,2168
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,24,4,4,213,127,9,535,83,378,41,5,0,0,0,0,0,0,0,0,59,14,19,4,0,40,0,0,1527,3,133,1663,2500
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,25,3,3,87,134,6,358,45,183,17,14,0,0,0,0,0,0,0,0,23,5,5,3,0,21,0,0,901,13,59,973,1621
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,26,4,4,277,198,4,231,42,136,15,4,0,0,0,0,0,0,0,0,24,8,4,2,0,36,0,0,981,0,54,1035,1551
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,27,2,2,304,98,8,125,20,86,61,0,0,0,0,0,0,0,0,0,18,2,2,0,0,13,0,0,737,5,41,783,1229
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,28,2,2,82,103,6,139,25,102,9,6,0,0,0,0,0,0,0,0,13,4,7,0,0,21,0,0,517,0,34,551,953
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,29,2,2,189,125,6,126,15,71,13,6,0,0,0,0,0,0,0,0,14,3,4,2,0,8,0,0,582,2,43,627,999
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,30,3,3,234,168,1,259,23,106,18,7,0,0,0,0,0,0,0,0,16,2,6,5,0,27,0,0,872,0,57,929,1366
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,31,2,2,209,120,4,102,13,62,6,6,0,0,0,0,0,0,0,0,7,0,1,2,0,17,0,0,549,0,36,585,950
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,32,2,2,138,90,4,271,18,114,21,18,0,0,0,0,0,0,0,0,24,4,4,4,0,4,0,0,714,12,70,796,1386
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,33,4,4,216,161,18,303,51,256,73,10,0,0,0,0,0,0,0,0,64,10,19,6,0,39,0,0,1226,12,120,1358,2474
5,22,QUERETARO,9,AMEALCO DE BONFIL,1,AMEALCO DE BONFIL,34,1,1,68,146,2,102,16,60,4,3,0,0,0,0,0,0,0,0,4,2,1,2,0,14,0,0,424,0,28,452,697
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,35,3,3,2,498,2,0,642,129,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307,0,49,1356,1895
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,36,2,2,4,154,1,0,249,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,18,479,811
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,37,1,1,1,41,1,0,75,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,9,172,278
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,38,1,1,1,46,0,0,66,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,6,125,183
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,39,4,4,6,667,4,0,571,137,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,0,74,1466,2350
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,40,1,1,1,75,0,0,59,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,8,170,260
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,41,3,3,2,257,4,0,231,106,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,28,637,974
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,42,2,2,0,197,1,0,240,160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,31,632,1013
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,43,2,2,5,304,1,0,156,136,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,28,637,953
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,44,1,1,0,121,0,0,103,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,11,256,352
5,22,QUERETARO,15,JALPAN DE SERRA,2,ARROYO SECO,45,4,4,9,664,1,0,459,572,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1751,0,62,1813,2713
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,46,5,5,441,46,29,31,57,1463,77,59,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,2256,0,75,2331,3495
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,47,4,4,385,38,18,44,53,863,83,33,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1544,1,80,1625,2338
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,48,5,5,729,144,9,47,50,880,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,2001,0,67,2068,2256
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,49,4,4,546,65,7,27,35,908,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1706,0,54,1760,2592
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,51,2,2,157,13,5,20,21,348,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,611,0,19,630,902
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,52,3,3,21,6,1,7,52,273,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,372,0,30,402,1362
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,53,2,2,40,2,1,3,73,229,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,361,0,16,377,1050
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,54,2,2,85,52,16,3,28,268,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,490,0,36,526,923
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,55,2,2,221,82,5,10,21,378,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,749,0,29,778,1259
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,56,2,2,170,5,4,4,46,325,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,573,0,45,618,1121
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,57,2,2,140,6,3,7,29,234,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,444,0,48,492,778
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,58,2,2,34,90,20,6,45,474,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,708,0,66,774,1264
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,59,2,2,61,29,9,11,29,311,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,470,0,59,529,966
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,60,4,4,61,10,2,13,31,680,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,823,4,83,910,1697
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,61,4,4,353,95,12,23,48,777,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1419,1,71,1491,2378
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,62,1,1,59,12,3,9,23,250,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,375,0,51,426,689
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,63,2,2,79,34,12,6,52,379,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,593,0,68,661,1321
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,64,2,2,115,11,16,28,23,344,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,562,0,36,598,1059
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,65,4,4,207,118,6,20,59,741,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1246,0,99,1345,2305
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,67,2,2,145,10,27,2,27,215,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,467,0,39,506,1029
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,68,2,2,185,10,2,6,15,250,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,501,0,57,558,997
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,69,4,4,324,50,9,32,80,790,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1373,0,92,1465,2363
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,70,5,5,246,42,137,37,86,861,39,34,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1500,0,98,1598,3160
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,71,4,4,221,76,6,21,117,693,47,28,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1223,0,58,1281,2315
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,72,4,4,294,36,115,45,76,892,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1534,2,73,1609,2400
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,73,4,4,403,27,9,13,28,781,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1318,0,145,1463,2404
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,74,3,3,141,69,3,10,15,347,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,620,0,50,670,1099
5,22,QUERETARO,15,JALPAN DE SERRA,3,CADEREYTA DE MONTES,75,4,4,211,59,18,19,125,740,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1231,0,90,1321,2318
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,76,3,3,108,256,8,331,68,111,81,46,0,0,0,12,0,0,0,69,0,0,0,0,32,15,0,0,1137,0,31,1168,1752
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,77,3,3,111,233,5,519,86,153,77,33,0,0,0,19,0,0,0,70,0,0,0,0,33,13,0,0,1352,0,48,1400,2015
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,78,2,2,98,243,5,290,41,134,56,56,0,0,0,11,0,0,0,53,0,0,0,0,31,16,1,2,1037,0,34,1071,1482
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,79,7,7,250,434,16,804,107,390,199,72,0,0,0,32,0,0,0,130,0,0,0,0,48,21,2,1,2506,3,111,2620,4219
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,80,1,1,33,60,4,88,11,24,13,8,0,0,0,0,0,0,0,7,0,0,0,0,4,6,0,0,258,0,26,284,505
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,81,3,3,129,218,8,312,20,75,57,11,0,0,0,8,0,0,0,14,0,0,0,0,17,16,1,2,888,0,62,950,1537
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,82,2,2,70,144,2,334,26,99,94,12,0,0,0,3,0,0,0,18,0,0,0,0,15,7,0,1,825,0,58,883,1308
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,84,3,3,84,75,8,277,118,114,87,20,0,0,0,32,0,0,0,19,0,0,0,0,14,10,0,0,858,0,72,930,1704
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,85,2,2,82,35,3,259,55,261,21,9,0,0,0,3,0,0,0,13,0,0,0,0,4,3,0,0,748,0,41,789,1226
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,86,4,4,49,91,2,410,15,116,50,49,0,0,0,78,0,0,0,23,0,0,0,0,12,11,0,0,906,1,74,981,1625
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,87,4,4,128,183,9,404,116,430,28,14,0,0,0,2,0,0,0,75,0,0,0,0,10,8,2,0,1409,4,60,1473,2308
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,88,4,4,154,227,10,444,119,526,61,8,0,0,0,12,0,0,0,113,0,0,0,0,33,17,1,1,1726,3,74,1803,2880
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,90,4,4,78,74,2,239,43,262,339,33,0,0,0,19,0,0,0,16,0,0,0,0,9,9,1,0,1124,0,62,1186,1813
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,91,3,3,79,76,4,277,56,153,349,13,0,0,0,7,0,0,0,17,0,0,0,0,9,8,1,1,1050,1,78,1129,1809
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,94,5,5,136,189,17,679,34,202,170,20,0,0,0,107,0,0,0,66,0,0,0,0,42,13,0,0,1675,2,96,1773,3381
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,95,4,4,137,132,7,411,40,187,343,55,0,0,0,93,0,0,0,24,0,0,0,0,19,8,0,0,1456,0,54,1510,2685
5,22,QUERETARO,14,EZEQUIEL MONTES,4,COLON,96,5,5,177,192,6,524,90,382,467,16,0,0,0,20,0,0,0,33,0,0,0,0,10,9,0,0,1926,0,75,2001,3274
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,97,10,10,3127,226,26,102,112,684,52,85,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4435,0,122,4557,6871
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,98,6,6,1798,186,29,57,76,483,32,74,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2755,7,102,2864,4494
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,99,26,26,8539,619,67,311,234,2165,125,242,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,12367,8,315,12690,19056
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,100,3,3,997,132,13,32,30,225,16,38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1485,1,42,1528,2186
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,101,7,7,2150,217,29,71,42,522,31,83,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3163,3,77,3243,4692
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,102,3,3,569,183,23,34,30,253,20,58,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1180,2,55,1237,1857
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,103,8,8,1859,217,32,79,99,841,71,151,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3371,1,144,3516,5693
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,104,3,3,446,95,21,28,52,334,21,75,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1082,2,123,1207,1920
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,105,16,16,1929,319,68,163,279,1822,131,578,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,5325,3,298,5626,11590
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,106,4,4,424,86,20,37,91,405,31,81,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1189,1,67,1257,2329
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,107,3,3,436,59,7,28,83,357,22,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1060,1,56,1117,2112
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,108,4,4,465,77,21,39,93,437,28,96,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1260,0,74,1334,2486
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,109,3,3,423,53,10,29,95,422,38,75,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1159,0,70,1229,2154
5,22,QUERETARO,6,QUERETARO,5,CORREGIDORA,110,5,5,1082,95,29,57,99,471,42,75,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1956,3,74,2033,3134
5,22,QUERETARO,6,QUERETARO,5,CORREGIDORA,111,4,4,666,77,24,54,64,454,34,63,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1454,1,110,1565,2655
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,113,16,16,5730,356,61,136,69,1062,67,129,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,7653,5,164,7822,10351
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,114,14,14,2787,283,55,184,198,1759,116,158,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,5592,4,210,5806,9964
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,115,16,16,4089,317,566,140,114,1272,108,143,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,6778,7,243,7028,11014
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,117,11,11,4466,194,67,91,71,561,43,49,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5560,3,101,5664,7571
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,118,5,5,556,98,20,23,76,363,31,46,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1219,0,109,1328,3156
5,22,QUERETARO,8,CORREGIDORA,5,CORREGIDORA,119,4,4,494,99,21,22,85,246,15,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,996,0,56,1052,1706
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,122,3,3,549,36,39,9,8,493,81,0,0,0,0,0,0,0,0,0,0,0,0,71,0,62,0,0,1348,0,38,1386,2235
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,123,3,3,501,22,14,5,6,444,60,1,0,0,0,0,0,0,0,0,0,0,0,54,0,58,0,0,1165,0,43,1208,1764
5,22,QUERETARO,14,EZEQUIEL MONTES,6,EZEQUIEL MONTES,124,4,4,559,52,53,3,15,582,75,5,0,0,0,0,0,0,0,0,0,0,0,81,0,76,0,0,1501,0,62,1563,2350
