CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAS,PES,PS,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,C_PAN_PRI_PRD,C_MORENA_PT_PVEM_NAS_PES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,0,0,1,0,1,0,,,2,0,,,0,0,0,0,0,0,2,5,0,3,8,8
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,652,3,4,100,69,11,8,6,71,101,3,2,9,7,2,0,0,0,106,495,0,19,514,859
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,653,1,1,20,26,2,,,13,0,,,0,2,0,0,0,0,14,77,0,3,80,175
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,654,1,1,27,19,4,,,17,0,,,7,8,1,0,0,0,45,128,3,6,137,273
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,655,1,1,73,38,4,,,29,0,,,4,6,1,0,0,0,68,223,0,1,224,519
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,656,2,2,149,87,7,,,47,0,,,10,17,7,0,0,0,93,417,0,11,428,789
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,657,2,2,169,88,10,,,70,0,,,20,9,3,0,10,0,82,461,0,6,467,881
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,658,2,2,136,87,9,,,47,0,,,16,11,4,0,0,0,91,401,0,14,415,776
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,662,1,1,85,51,5,,,33,0,,,10,4,2,1,1,0,61,253,0,10,263,589
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,663,2,3,29,17,1,0,1,17,0,0,0,7,3,0,0,1,0,37,113,0,24,137,214
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,664,2,2,108,61,6,,,41,0,,,15,3,4,0,0,0,108,346,0,15,361,789
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,665,1,1,96,69,9,,,51,0,,,12,11,3,0,0,0,88,339,1,9,349,641
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,666,2,2,219,134,14,,,70,0,,,26,26,6,1,0,0,156,652,0,19,671,1243
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,667,2,2,180,100,10,,,74,0,,,12,11,5,1,0,0,169,562,1,12,575,1180
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,668,3,3,202,90,17,,,116,0,,,22,28,8,2,0,0,186,671,1,20,692,1528
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,669,3,3,250,62,22,,,130,0,,,29,11,1,2,1,0,228,736,2,21,759,1710
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,671,1,1,80,44,3,,,28,0,,,8,11,0,0,0,0,42,216,0,3,219,387
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,672,1,1,102,40,3,,,25,0,,,15,11,4,1,0,0,67,268,0,9,277,608
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,673,1,1,90,51,6,,,62,0,,,24,11,0,1,0,0,80,325,0,10,335,748
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,674,1,1,73,40,6,,,36,0,,,10,8,0,1,0,0,77,251,0,8,259,572
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,675,1,1,66,40,2,,,41,0,,,10,4,0,0,0,0,53,216,0,7,223,547
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,676,2,2,133,80,3,,,52,0,,,4,10,6,1,1,0,136,426,0,11,437,867
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,677,2,2,165,89,18,,,73,0,,,15,16,2,0,0,0,155,533,0,17,550,1241
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,678,2,2,149,61,22,,,97,0,,,19,16,2,0,0,0,157,523,0,6,529,1194
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,679,2,2,133,70,15,,,80,0,,,15,13,5,0,0,0,159,490,0,17,507,1121
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,680,3,3,213,86,26,,,152,0,,,44,16,4,0,2,0,255,798,2,22,822,1811
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,682,1,1,52,23,4,,,32,0,,,8,2,3,0,0,0,48,172,0,5,177,439
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,683,2,2,153,74,20,,,82,0,,,16,15,3,0,0,0,151,514,0,13,527,1150
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,684,2,2,85,43,17,,,80,0,,,11,6,4,0,0,0,116,362,0,10,372,904
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,685,2,2,188,98,15,,,105,0,,,22,13,5,0,0,0,178,624,0,17,641,1250
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,686,1,1,85,53,5,,,51,0,,,8,5,1,0,0,0,73,281,3,8,292,606
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,687,2,2,105,63,9,,,54,0,,,9,9,6,2,0,0,130,387,0,14,401,818
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,688,2,2,105,50,13,,,76,0,,,12,13,0,1,0,0,142,412,0,10,422,963
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,689,2,2,119,53,17,,,62,0,,,8,13,3,0,1,0,109,385,0,9,394,770
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,690,2,2,159,51,21,,,63,0,,,12,6,6,2,1,0,186,507,1,16,524,1146
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,691,1,1,74,39,14,,,49,0,,,17,9,3,1,0,0,106,312,1,12,325,724
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,692,2,2,129,49,13,,,62,0,,,9,8,3,0,0,0,123,396,0,12,408,931
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,693,2,2,108,44,13,,,59,0,,,15,15,1,0,0,0,118,373,0,13,386,840
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,694,2,2,120,52,19,,,78,0,,,12,12,2,1,0,0,151,447,1,14,462,1134
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,697,2,2,50,26,3,,,50,0,,,9,4,1,0,0,0,78,221,0,6,227,1034
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,698,2,2,95,43,11,,,65,0,,,13,13,4,1,0,0,136,381,1,14,396,916
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,699,2,2,99,78,11,,,59,0,,,11,10,4,0,1,0,104,377,1,11,389,795
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,700,2,2,131,57,13,,,76,0,,,13,13,6,0,0,0,125,434,1,11,446,916
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,701,4,4,291,150,28,,,182,0,,,44,21,5,0,1,0,320,1042,0,45,1087,2845
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,702,2,2,150,46,17,,,97,0,,,38,15,3,0,0,0,207,573,2,13,588,1342
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,703,3,3,219,111,31,,,128,0,,,23,21,5,1,1,0,208,748,0,28,776,1644
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,704,3,3,81,33,5,,,37,0,,,10,12,0,0,0,0,91,269,0,9,278,1852
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,705,3,3,208,97,25,,,130,0,,,37,29,6,1,0,0,253,786,0,29,815,1749
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,706,3,3,148,67,20,,,90,0,,,17,23,1,0,1,0,172,539,0,10,549,1780
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,707,2,2,152,58,12,,,102,0,,,25,9,5,0,0,0,199,562,1,14,577,1302
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,708,2,2,45,18,9,,,41,0,,,8,2,1,0,0,0,82,206,1,7,214,1060
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,709,2,2,143,63,29,,,103,0,,,26,17,3,0,0,0,193,577,0,21,598,1348
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,712,2,2,58,20,18,,,70,0,,,5,4,2,0,0,0,113,290,1,5,296,783
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,713,3,3,160,67,14,,,126,0,,,32,12,7,0,1,0,219,638,0,22,660,1528
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,714,2,2,145,70,25,,,119,0,,,30,15,2,1,0,0,193,600,1,26,627,1471
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,715,2,2,153,70,10,,,84,0,,,32,17,4,1,0,0,176,547,0,13,560,1175
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,716,2,2,97,44,9,,,83,0,,,16,7,3,0,0,0,136,395,3,11,409,962
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,717,2,2,36,22,4,,,42,0,,,12,4,0,0,0,0,80,200,0,9,209,876
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,718,3,3,135,78,30,,,139,0,,,29,18,3,1,0,0,280,713,0,27,740,1845
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,719,5,5,243,111,31,,,211,0,,,57,14,7,1,0,0,409,1084,2,39,1125,3031
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,720,2,2,110,37,15,,,63,0,,,10,1,2,0,0,0,138,376,0,16,392,943
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,721,4,4,216,85,32,,,217,0,,,33,13,3,1,0,0,442,1042,2,44,1088,2981
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,722,3,3,127,63,26,,,139,0,,,38,9,4,2,0,0,251,659,1,32,692,1625
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,723,6,6,361,128,59,,,308,0,,,62,29,7,0,1,0,638,1593,1,63,1657,4489
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,724,9,9,253,99,34,,,248,0,,,55,22,2,0,1,0,504,1218,1,51,1270,6608
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,725,2,2,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1276
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,726,2,2,56,17,16,,,52,0,,,15,0,0,0,0,0,75,231,0,12,243,1287
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,727,2,2,151,45,21,,,114,0,,,23,6,2,1,0,0,229,592,1,24,617,1416
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,728,4,4,199,75,38,,,165,0,,,47,9,6,1,0,0,319,859,0,39,898,2538
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,729,21,21,722,360,147,,,852,0,,,173,76,18,3,0,0,1963,4314,9,193,4516,15006
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,730,17,17,693,344,150,,,782,0,,,175,54,16,6,2,0,1594,3816,2,142,3960,12530
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,734,1,1,36,27,9,,,30,0,,,1,2,0,0,0,0,58,163,0,13,176,430
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,735,1,1,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,243
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,736,1,1,20,20,2,,,9,0,,,24,0,1,0,0,0,47,123,0,5,128,269
1,26,SONORA,1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,737,10,10,324,149,58,,,354,0,,,113,15,4,2,0,0,958,1977,2,89,2068,6671
1,26,SONORA,2,PUERTO PEÑASCO,70,GENERAL PLUTARCO ELIAS CALLES,1323,3,3,,,,,,144,,,,294,,,,,152,487,1077,0,30,1107,2118
1,26,SONORA,2,PUERTO PEÑASCO,70,GENERAL PLUTARCO ELIAS CALLES,1324,3,3,,,,,,147,,,,277,,,,,140,439,1003,1,38,1042,1904
1,26,SONORA,2,PUERTO PEÑASCO,70,GENERAL PLUTARCO ELIAS CALLES,1325,3,3,,,,,,132,,,,254,,,,,169,347,902,0,17,919,1588
1,26,SONORA,2,PUERTO PEÑASCO,70,GENERAL PLUTARCO ELIAS CALLES,1326,3,3,,,,,,150,,,,289,,,,,167,494,1100,0,26,1126,2066
1,26,SONORA,2,PUERTO PEÑASCO,70,GENERAL PLUTARCO ELIAS CALLES,1327,2,2,,,,,,88,,,,104,,,,,53,192,437,0,15,452,809
1,26,SONORA,2,PUERTO PEÑASCO,70,GENERAL PLUTARCO ELIAS CALLES,1328,2,3,0,0,0,0,0,29,0,0,0,49,,,,,62,104,244,0,0,244,412
1,26,SONORA,2,PUERTO PEÑASCO,70,GENERAL PLUTARCO ELIAS CALLES,1329,2,2,,,,,,95,,,,179,,,,,90,324,688,0,23,711,1219
1,26,SONORA,2,PUERTO PEÑASCO,70,GENERAL PLUTARCO ELIAS CALLES,1330,1,1,,,,,,59,,,,100,,,,,45,138,342,0,6,348,621
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,0,0,1,0,0,0,,,0,0,,,0,0,0,0,0,1,3,4,0,0,4,1
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,631,5,5,,,,,,331,,,,61,,,,,424,874,1690,2,92,1784,3681
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,632,6,6,,,,,,450,,,,75,,,,,422,1086,2033,0,78,2111,4420
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,633,2,2,,,,,,151,,,,41,,,,,162,290,644,0,16,660,1244
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,634,9,9,,,,,,646,,,,90,,,,,593,1483,2812,2,101,2915,6412
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,635,2,2,,,,,,123,,,,38,,,,,129,305,595,0,28,623,1212
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,636,4,5,55,43,3,18,8,235,137,4,1,88,,,,,303,451,1346,0,91,1437,1620
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,637,2,2,,,,,,152,,,,28,,,,,198,324,702,0,26,728,1301
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,639,2,2,,,,,,98,,,,13,,,,,134,268,513,0,11,524,1086
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,640,2,2,,,,,,104,,,,29,,,,,115,293,541,0,15,556,1067
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,641,2,2,,,,,,115,,,,36,,,,,163,267,581,0,24,605,1103
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,642,2,2,,,,,,119,,,,44,,,,,152,353,668,0,21,689,1312
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,643,3,3,,,,,,159,,,,36,,,,,161,432,788,0,26,814,1546
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,644,7,7,,,,,,520,,,,90,,,,,489,1151,2250,0,72,2322,4662
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,645,2,2,,,,,,186,,,,37,,,,,151,403,777,0,27,804,1373
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,646,3,3,,,,,,180,,,,54,,,,,235,343,812,0,29,841,1588
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,647,1,1,,,,,,45,,,,7,,,,,43,51,146,0,6,152,260
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,648,4,4,,,,,,231,,,,43,,,,,267,477,1018,0,26,1044,2507
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,1582,2,2,,,,,,130,,,,28,,,,,174,258,590,0,13,603,1319
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,1583,3,3,,,,,,159,,,,23,,,,,142,391,715,0,29,744,1671
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,1584,3,3,,,,,,202,,,,21,,,,,139,348,710,0,19,729,1553
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,1585,3,3,,,,,,254,,,,60,,,,,241,488,1043,0,21,1064,2143
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,1586,3,3,,,,,,217,,,,35,,,,,186,493,931,0,30,961,2191
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,1587,2,2,,,,,,138,,,,19,,,,,121,372,650,4,27,681,1412
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,1588,3,3,,,,,,219,,,,48,,,,,240,417,924,0,21,945,2082
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,1589,3,3,,,,,,204,,,,23,,,,,153,499,879,0,33,912,2078
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,1590,3,3,,,,,,227,,,,32,,,,,201,498,958,0,30,988,2169
1,26,SONORA,2,PUERTO PEÑASCO,53,PUERTO PEÑASCO,1591,3,3,,,,,,193,,,,34,,,,,201,563,991,1,43,1035,1984
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,0,0,1,0,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,3
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,659,2,2,,,,,,65,,,,15,,,,,191,134,405,0,6,411,765
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,660,2,2,,,,,,91,,,,30,,,,,201,203,525,5,15,545,1097
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,661,17,17,,,,,,822,,,,156,,,,,730,2023,3731,7,149,3887,12246
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,670,6,6,,,,,,416,,,,110,,,,,507,820,1853,9,67,1929,4400
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,681,5,5,,,,,,226,,,,102,,,,,246,618,1192,0,49,1241,3112
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,695,2,2,,,,,,77,,,,17,,,,,93,207,394,1,15,410,1146
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,696,4,4,,,,,,213,,,,42,,,,,272,479,1006,2,43,1051,2523
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,710,6,6,,,,,,393,,,,68,,,,,357,840,1658,2,64,1724,4498
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,711,5,5,,,,,,306,,,,52,,,,,325,591,1274,0,50,1324,3265
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,731,3,3,,,,,,113,,,,43,,,,,92,485,733,5,49,787,2058
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,732,3,3,,,,,,157,,,,15,,,,,123,559,854,0,52,906,2135
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,733,2,2,,,,,,61,,,,4,,,,,82,208,355,0,20,375,751
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,738,3,3,,,,,,114,,,,33,,,,,79,442,668,1,39,708,1642
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,739,1,1,,,,,,9,,,,0,,,,,12,92,113,0,8,121,249
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,740,3,3,,,,,,100,,,,16,,,,,124,487,727,2,65,794,1952
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,741,4,4,,,,,,166,,,,21,,,,,141,648,976,2,68,1046,2154
1,26,SONORA,2,PUERTO PEÑASCO,55,SAN LUIS RIO COLORADO,742,5,5,,,,,,126,,,,90,,,,,166,563,945,7,40,992,3649
1,26,SONORA,3,CABORCA,3,ALTAR,34,2,2,80,98,12,,,51,,,,5,4,5,0,0,,534,789,1,36,826,1400
1,26,SONORA,3,CABORCA,3,ALTAR,35,5,6,160,279,12,17,4,83,45,0,1,25,6,3,0,0,,867,1502,0,99,1601,2371
1,26,SONORA,3,CABORCA,3,ALTAR,37,1,1,13,9,4,,,4,,,,1,0,1,0,0,,122,154,0,9,163,278
1,26,SONORA,3,CABORCA,3,ALTAR,1362,2,2,22,30,7,,,9,,,,2,1,2,1,0,,216,290,0,4,294,510
1,26,SONORA,3,CABORCA,3,ALTAR,1363,2,2,41,65,9,,,21,,,,7,1,1,0,0,,350,495,0,22,517,893
1,26,SONORA,3,CABORCA,3,ALTAR,1364,2,2,40,66,17,,,28,,,,4,4,0,0,0,,326,485,0,25,510,857
1,26,SONORA,3,CABORCA,3,ALTAR,1365,2,2,56,23,12,,,26,,,,3,1,0,0,2,,332,455,0,17,472,812
1,26,SONORA,3,CABORCA,6,ATIL,46,1,1,113,63,3,,,24,,,,82,2,0,0,0,,252,539,0,55,594,747
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,66,2,2,98,77,3,,,25,,,,83,1,1,0,1,,273,562,0,20,582,967
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,67,2,2,138,42,8,,,21,,,,71,3,1,0,0,,251,535,0,12,547,874
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,68,2,2,142,94,4,,,22,,,,89,3,0,0,2,,332,688,0,16,704,1117
1,26,SONORA,3,CABORCA,14,BENJAMIN HILL,69,2,2,123,29,2,,,19,,,,46,2,4,0,0,,238,463,0,24,487,803
1,26,SONORA,3,CABORCA,46,CABORCA,0,0,1,0,1,0,,,0,0,,,0,0,0,0,0,0,1,2,0,0,2,2
1,26,SONORA,3,CABORCA,46,CABORCA,292,3,3,88,88,9,,,63,,,,39,6,4,1,0,,506,804,0,22,826,1844
1,26,SONORA,3,CABORCA,46,CABORCA,293,4,4,126,126,18,,,88,,,,47,14,2,0,0,,650,1071,0,53,1124,2391
1,26,SONORA,3,CABORCA,46,CABORCA,294,3,3,128,137,9,,,75,,,,42,22,4,1,1,,465,884,0,32,916,1697
1,26,SONORA,3,CABORCA,46,CABORCA,295,9,10,312,397,46,22,13,308,283,6,0,115,32,5,2,0,,1743,3284,0,180,3464,5660
1,26,SONORA,3,CABORCA,46,CABORCA,296,5,5,181,194,35,,,150,,,,63,21,5,0,0,,984,1633,0,65,1698,3691
1,26,SONORA,3,CABORCA,46,CABORCA,297,8,8,207,232,26,,,216,,,,86,16,2,1,0,,1418,2204,0,78,2282,5959
1,26,SONORA,3,CABORCA,46,CABORCA,298,3,3,113,141,16,,,84,,,,44,11,6,0,1,,647,1063,2,22,1087,2192
1,26,SONORA,3,CABORCA,46,CABORCA,299,2,2,50,66,7,,,37,,,,16,6,3,1,0,,288,474,0,22,496,1027
1,26,SONORA,3,CABORCA,46,CABORCA,300,1,1,65,73,5,,,36,,,,19,4,2,0,0,,137,341,0,4,345,624
1,26,SONORA,3,CABORCA,46,CABORCA,301,2,2,83,112,6,,,19,,,,22,8,5,1,0,,150,406,0,10,416,753
1,26,SONORA,3,CABORCA,46,CABORCA,302,2,2,124,87,8,,,38,,,,21,16,3,0,0,,177,474,0,6,480,907
1,26,SONORA,3,CABORCA,46,CABORCA,303,2,2,121,113,8,,,38,,,,31,13,0,0,0,,173,497,0,10,507,885
1,26,SONORA,3,CABORCA,46,CABORCA,304,4,4,136,106,26,,,96,,,,59,12,4,1,0,,764,1204,0,48,1252,2888
1,26,SONORA,3,CABORCA,46,CABORCA,305,2,2,41,65,4,,,33,,,,13,7,1,0,0,,182,346,0,7,353,1314
1,26,SONORA,3,CABORCA,46,CABORCA,306,3,3,176,141,14,,,97,,,,58,15,3,1,0,,544,1049,0,28,1077,2059
1,26,SONORA,3,CABORCA,46,CABORCA,307,1,1,41,49,4,,,34,,,,26,6,2,0,0,,155,317,0,7,324,643
1,26,SONORA,3,CABORCA,46,CABORCA,308,3,3,149,120,18,,,107,,,,60,11,5,0,1,,531,1002,0,31,1033,2207
1,26,SONORA,3,CABORCA,46,CABORCA,309,2,2,79,84,7,,,19,,,,23,8,1,0,0,,184,405,0,12,417,752
1,26,SONORA,3,CABORCA,46,CABORCA,310,2,2,183,231,10,,,51,,,,55,0,0,0,0,,229,759,1,12,772,1326
1,26,SONORA,3,CABORCA,46,CABORCA,311,4,4,150,137,14,,,86,,,,45,9,4,0,0,,602,1047,0,28,1075,2540
1,26,SONORA,3,CABORCA,46,CABORCA,312,2,2,101,133,10,,,51,,,,29,4,2,0,0,,293,623,1,32,656,1219
1,26,SONORA,3,CABORCA,46,CABORCA,313,2,2,74,72,9,,,61,,,,29,7,3,0,0,,430,685,0,21,706,1426
1,26,SONORA,3,CABORCA,46,CABORCA,314,4,4,238,225,14,,,92,,,,62,38,11,0,0,,595,1275,0,49,1324,2303
1,26,SONORA,3,CABORCA,46,CABORCA,315,1,1,79,82,10,,,29,,,,33,7,0,0,1,,137,378,0,10,388,709
1,26,SONORA,3,CABORCA,46,CABORCA,316,6,6,181,169,35,,,176,,,,124,14,6,1,0,,1141,1847,1,63,1911,4420
