CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAS,PES,PS,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,C_PAN_PRI_PRD,C_MORENA_PT_PVEM_NAS_PES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1203,5,5,301,101,12,,,110,,,,48,21,11,0,1,,1000,1605,0,64,1669,3360
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1204,2,2,94,31,3,,,5,,,,7,10,3,2,0,,282,437,0,11,448,823
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1205,2,2,76,59,7,,,26,,,,6,9,1,0,0,,376,560,0,26,586,1193
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1206,2,2,155,27,8,,,29,,,,12,1,3,0,0,,489,724,0,21,745,1279
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1207,2,2,125,20,9,,,20,,,,8,10,4,0,0,,399,595,1,25,621,1104
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1208,2,2,202,37,8,,,28,,,,18,10,0,0,0,,409,712,5,23,740,1311
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1209,3,3,164,37,17,,,33,,,,4,12,3,2,0,,656,928,0,29,957,1617
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1210,3,3,237,56,5,,,33,,,,10,21,4,0,0,,315,681,0,24,705,1184
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1211,3,3,269,114,10,,,75,,,,14,15,3,1,1,,642,1144,0,22,1166,1897
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1212,3,3,285,139,8,,,60,,,,10,12,3,0,1,,586,1104,0,29,1133,1852
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1213,3,3,89,37,7,,,60,,,,14,57,1,0,0,,576,841,0,29,870,1568
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1214,2,2,71,25,5,,,64,,,,7,0,0,0,0,,375,547,0,40,587,1048
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1215,3,3,136,41,30,,,32,,,,15,10,1,1,0,,614,880,0,36,916,1552
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1216,4,4,189,49,63,,,42,,,,10,15,4,4,3,,955,1334,5,66,1405,2506
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1217,3,3,246,47,11,,,97,,,,21,10,1,0,0,,931,1364,0,71,1435,2232
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1218,4,4,236,65,17,,,54,,,,31,16,6,2,0,,1051,1478,0,44,1522,2513
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1219,2,2,88,17,2,,,51,,,,56,1,0,0,0,,349,564,0,21,585,981
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1220,2,2,138,49,13,,,56,,,,20,5,1,0,0,,545,827,0,32,859,1500
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1221,2,2,75,36,8,,,36,,,,8,5,1,0,1,,515,685,0,10,695,1309
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1222,2,2,125,40,15,,,120,,,,31,6,1,1,0,,403,742,0,48,790,1275
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1223,1,1,32,54,4,,,39,,,,23,3,3,0,0,,244,402,0,27,429,669
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1224,2,2,54,44,5,,,118,,,,2,3,0,0,0,,316,542,0,17,559,947
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1225,2,2,76,66,6,,,135,,,,14,2,5,0,0,,430,734,0,16,750,1212
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1226,2,2,40,57,10,,,140,,,,10,1,2,0,1,,424,685,0,21,706,1325
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1227,1,1,3,8,1,,,137,,,,1,0,1,0,0,,88,239,0,9,248,361
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1228,4,4,126,142,16,,,127,,,,6,0,4,0,1,,624,1046,0,45,1091,1969
1,26,SONORA,21,HUATABAMPO,64,HUATABAMPO,1229,3,3,177,79,12,,,79,,,,31,11,8,1,0,,538,936,0,24,960,1748
1,26,SONORA,21,HUATABAMPO,65,NAVOJOA,1299,1,1,6,17,2,,,10,,,,20,0,0,0,0,,226,281,0,13,294,467
1,26,SONORA,21,HUATABAMPO,65,NAVOJOA,1301,1,1,3,26,1,,,7,,,,7,0,0,0,0,,171,215,0,12,227,428
1,26,SONORA,21,HUATABAMPO,66,ONAVAS,1306,2,2,12,52,1,,,193,,,,130,0,2,0,0,,319,709,0,22,731,869
1,26,SONORA,21,HUATABAMPO,67,QUIRIEGO,1307,3,3,24,38,14,,,311,,,,346,1,0,0,0,,735,1469,0,52,1521,1923
1,26,SONORA,21,HUATABAMPO,67,QUIRIEGO,1308,2,2,9,30,8,,,138,,,,178,2,1,1,0,,433,800,0,44,844,1097
1,26,SONORA,21,HUATABAMPO,67,QUIRIEGO,1309,1,1,6,13,1,,,38,,,,62,0,1,0,0,,278,399,0,16,415,491
1,26,SONORA,21,HUATABAMPO,68,ROSARIO,1310,3,3,31,273,3,,,24,,,,7,16,1,0,0,,726,1081,0,38,1119,1658
1,26,SONORA,21,HUATABAMPO,68,ROSARIO,1311,3,3,34,283,1,,,28,,,,5,6,3,0,0,,814,1174,1,36,1211,1720
1,26,SONORA,21,HUATABAMPO,68,ROSARIO,1313,1,1,6,26,1,,,3,,,,0,2,0,0,1,,132,171,0,5,176,290
1,26,SONORA,21,HUATABAMPO,68,ROSARIO,1314,2,2,7,73,0,,,14,,,,0,82,0,0,0,,354,530,0,18,548,813
1,26,SONORA,21,HUATABAMPO,68,ROSARIO,1315,1,1,4,42,1,,,8,,,,1,3,0,0,0,,162,221,0,12,233,308
1,26,SONORA,21,HUATABAMPO,32,SAHUARIPA,233,3,3,119,291,11,,,14,,,,4,17,4,3,0,,413,876,0,36,912,1616
1,26,SONORA,21,HUATABAMPO,32,SAHUARIPA,234,1,1,42,148,6,,,7,,,,6,14,0,0,0,,137,360,0,21,381,639
1,26,SONORA,21,HUATABAMPO,32,SAHUARIPA,235,2,2,71,267,12,,,15,,,,7,10,1,0,0,,312,695,0,35,730,1252
1,26,SONORA,21,HUATABAMPO,32,SAHUARIPA,236,1,1,7,24,1,,,4,,,,0,1,1,0,0,,57,95,0,12,107,163
1,26,SONORA,21,HUATABAMPO,32,SAHUARIPA,238,1,1,5,10,2,,,0,,,,1,1,0,0,0,,63,82,0,5,87,124
1,26,SONORA,21,HUATABAMPO,32,SAHUARIPA,239,1,1,4,30,2,,,1,,,,5,0,2,0,0,,39,83,0,7,90,122
1,26,SONORA,21,HUATABAMPO,32,SAHUARIPA,240,1,1,19,45,7,,,1,,,,0,2,1,0,0,,98,173,0,11,184,298
1,26,SONORA,21,HUATABAMPO,32,SAHUARIPA,243,1,1,1,27,2,,,1,,,,1,2,0,0,0,,51,85,0,6,91,180
1,26,SONORA,21,HUATABAMPO,32,SAHUARIPA,246,1,1,13,24,2,,,3,,,,0,0,0,0,0,,90,132,0,5,137,244
1,26,SONORA,21,HUATABAMPO,34,SAN JAVIER,248,1,1,19,222,2,,,68,,,,2,2,0,0,0,,210,525,0,14,539,650
1,26,SONORA,21,HUATABAMPO,35,SAN PEDRO DE LA CUEVA,249,3,3,73,324,5,,,25,,,,362,10,6,0,0,,406,1211,0,59,1270,1557
1,26,SONORA,21,HUATABAMPO,35,SAN PEDRO DE LA CUEVA,251,1,1,13,79,3,,,6,,,,83,8,3,0,0,,82,277,0,33,310,399
1,26,SONORA,21,HUATABAMPO,39,SOYOPA,267,1,1,36,13,3,,,81,,,,33,0,1,0,0,,122,289,0,8,297,375
1,26,SONORA,21,HUATABAMPO,39,SOYOPA,268,1,1,39,19,2,,,105,,,,2,1,2,0,0,,72,242,0,11,253,334
1,26,SONORA,21,HUATABAMPO,39,SOYOPA,269,1,1,11,4,3,,,141,,,,8,0,0,0,0,,126,293,0,9,302,345
1,26,SONORA,21,HUATABAMPO,39,SOYOPA,270,1,1,13,19,0,,,48,,,,87,0,1,0,0,,172,340,0,17,357,442
1,26,SONORA,21,HUATABAMPO,39,SOYOPA,272,1,1,22,23,4,,,71,,,,33,0,0,0,0,,162,315,0,4,319,376
1,26,SONORA,21,HUATABAMPO,40,SUAQUI GRANDE,273,3,3,556,45,5,,,40,,,,5,2,2,0,0,,602,1257,0,20,1277,1551
1,26,SONORA,21,HUATABAMPO,41,TEPACHE,274,2,2,11,158,76,,,14,,,,8,1,0,0,0,,264,532,0,14,546,753
1,26,SONORA,21,HUATABAMPO,41,TEPACHE,275,1,1,7,150,99,,,10,,,,1,1,1,0,0,,217,486,0,12,498,715
1,26,SONORA,21,HUATABAMPO,69,YECORA,1316,2,2,13,178,1,,,9,,,,19,14,8,0,0,,310,552,0,10,562,819
1,26,SONORA,21,HUATABAMPO,69,YECORA,1317,3,3,34,390,8,,,18,,,,50,30,10,0,1,,601,1142,0,40,1182,1760
1,26,SONORA,21,HUATABAMPO,69,YECORA,1318,1,1,6,41,0,,,3,,,,0,0,0,0,1,,102,153,0,3,156,215
1,26,SONORA,21,HUATABAMPO,69,YECORA,1319,1,1,18,154,9,,,10,,,,8,8,6,0,4,,298,515,0,39,554,736
1,26,SONORA,21,HUATABAMPO,69,YECORA,1320,2,2,0,58,0,,,2,,,,2,0,0,0,0,,144,206,0,8,214,374
1,26,SONORA,21,HUATABAMPO,69,YECORA,1321,1,1,3,71,1,,,3,,,,9,2,1,0,0,,110,200,0,3,203,288
1,26,SONORA,21,HUATABAMPO,69,YECORA,1322,1,1,8,16,1,,,0,,,,0,1,0,0,0,,43,69,0,3,72,110
