CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,PNAM,MORENA,PES,MAS,PROGRESA,RSPM,PAN_PRI_PRD_RSPM,PAN_PRI_PRD,PAN_PRI_RSPM,PAN_PRD_RSPM,PRI_PRD_RSPM,PAN_PRI,PAN_PRD,PAN_RSPM,PRI_PRD,PRI_RSPM,PRD_RSPM,MC_PROGRESA,MORENA_PNAM_PES_MAS,MORENA_PNAM_PES,MORENA_PNAM_MAS,MORENA_PES_MAS,PNAM_PES_MAS,MORENA_PNAM,MORENA_PES,MORENA_MAS,PNAM_PES,PNAM_MAS,PES_MAS,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,195,B,1,0,B,0,127,28,13,20,10,24,4,149,0,2,1,0,2,9,0,0,0,4,2,1,0,0,0,0,6,0,0,0,1,2,0,1,0,0,0,406,0,23,429,714,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,195,C,1,0,C01,0,162,12,18,12,11,36,2,134,1,1,2,8,5,10,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,424,0,15,439,713,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,195,C,2,0,C02,0,148,15,16,28,12,25,3,155,1,2,0,3,11,9,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,436,0,13,449,713,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,195,C,3,0,C03,0,126,24,7,18,12,32,4,156,0,5,1,5,5,9,0,0,1,3,0,2,0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,417,0,31,448,713,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,B,1,0,B,0,91,18,0,27,7,35,1,124,3,3,2,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,322,0,8,330,652,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,C,1,0,C01,0,88,22,4,25,11,36,4,139,4,2,3,4,3,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,353,0,17,370,652,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,C,2,0,C02,0,108,24,7,23,7,34,3,112,3,2,3,4,2,4,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,341,0,25,366,652,ACTA LEVANTADA EN EL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,C,3,0,C03,0,80,28,8,26,10,38,4,123,2,2,2,2,2,9,0,0,0,2,1,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,345,1,24,370,652,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,196,C,4,0,C04,0,90,25,5,25,18,34,2,137,0,1,5,5,2,7,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,362,0,21,383,651,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,B,1,0,B,0,118,18,13,31,9,30,5,151,2,9,2,9,5,1,0,1,0,2,0,0,0,0,0,0,2,0,2,1,0,3,1,0,0,0,0,415,0,30,445,749,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,1,0,C01,0,149,17,18,23,8,49,10,150,2,14,2,3,5,5,0,0,0,0,2,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,463,0,0,463,749,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,2,0,C02,0,113,26,4,25,8,42,4,128,2,2,0,7,9,6,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,383,0,22,405,749,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,3,0,C03,0,127,25,16,29,9,46,6,173,1,1,1,20,1,8,1,1,0,2,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,473,0,21,494,748,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,4,0,C04,0,97,26,11,17,11,42,4,171,2,7,0,5,5,7,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,411,0,29,440,748,ACTA LEVANTADA EN EL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,5,0,C05,0,139,22,5,25,18,41,4,45,1,6,3,4,5,2,1,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,329,0,26,355,748,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,197,C,6,0,C06,0,106,26,11,29,9,45,6,152,1,2,1,9,6,5,1,1,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,419,0,23,442,748,PAQUETE NO ENTREGADO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,198,B,1,0,B,0,115,17,10,26,7,37,2,177,1,6,4,6,1,11,0,0,0,0,1,0,0,0,0,0,4,1,0,1,0,1,0,1,0,0,0,429,0,15,444,694,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,198,C,1,0,C01,0,110,17,5,19,12,42,4,167,3,3,3,4,8,6,0,0,0,2,1,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,413,0,30,443,694,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,198,C,2,0,C02,0,126,19,7,26,8,28,3,158,0,8,2,3,2,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,398,0,19,417,693,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,198,C,3,0,C03,0,117,14,7,17,16,42,4,181,1,2,4,5,3,5,1,0,0,2,0,0,0,0,0,0,4,2,0,1,0,2,0,0,0,0,0,430,0,17,447,693,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,B,1,0,B,0,78,19,8,29,12,37,8,155,3,4,1,10,0,5,2,0,2,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,379,0,17,396,662,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,C,1,0,C01,0,85,19,9,32,8,35,10,142,2,6,4,9,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,372,0,13,385,662,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,C,2,0,C02,0,90,25,11,40,20,29,5,123,3,5,1,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,14,0,0,381,0,22,403,662,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,C,3,0,C03,0,83,15,12,18,6,34,6,148,0,3,5,9,8,4,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,359,0,21,380,661,ACTA LEVANTADA EN EL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,199,C,4,0,C04,0,91,26,14,25,10,21,4,149,1,3,2,11,3,5,0,0,0,3,0,0,0,1,0,0,2,2,0,1,0,3,0,1,0,0,0,378,1,23,402,661,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,200,B,1,0,B,0,97,28,8,33,7,34,4,119,2,4,1,8,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,357,0,15,372,586,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,200,C,1,0,C01,0,80,23,8,25,10,27,5,133,1,3,2,4,5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,330,0,17,347,585,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,200,C,2,0,C02,0,101,25,4,24,14,34,5,127,2,3,3,5,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,356,0,20,376,585,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,200,C,3,0,C03,0,85,24,5,28,4,35,5,96,5,3,2,4,4,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,310,0,25,335,585,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,B,1,0,B,0,73,13,6,67,8,32,8,92,1,1,1,4,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,312,0,16,328,545,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,C,1,0,C01,0,94,21,10,63,15,37,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,10,349,545,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,C,2,0,C02,0,75,21,6,56,9,32,2,90,0,4,1,2,5,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,309,0,19,328,544,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,SMR,1,0,SMR01,0,40,6,1,8,3,25,0,58,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,153,0,6,159,0,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,SMR,2,0,SMR02,0,33,5,2,3,0,19,5,49,1,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,129,0,6,135,0,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,SRP,1,0,SRP01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,201,SRP,2,0,SRP02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,202,B,1,0,B,0,80,7,6,24,3,36,6,150,3,2,2,2,7,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,337,0,15,352,569,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,202,C,1,0,C01,0,80,17,10,20,9,20,5,120,2,3,5,5,3,4,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,311,0,23,334,569,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,202,C,2,0,C02,0,84,26,4,18,8,33,6,128,2,2,3,4,0,9,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,338,0,9,347,569,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,202,C,3,0,C03,0,93,22,10,24,5,19,5,117,0,5,5,6,8,7,0,3,0,1,0,1,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,337,0,19,356,568,GRUPO DE RECUENTO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,203,B,1,0,B,0,73,19,3,25,7,28,10,165,4,6,2,6,2,4,0,0,0,1,1,1,0,0,0,0,8,0,0,0,0,2,1,1,0,0,0,369,0,23,392,627,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,203,C,1,0,C01,0,78,22,5,23,10,54,10,149,2,3,0,4,4,3,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,0,0,0,1,0,0,376,0,18,394,627,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,203,C,2,0,C02,0,68,12,7,16,19,38,7,127,0,3,2,4,7,4,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,2,0,0,0,0,326,0,21,347,626,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,215,B,1,0,B,0,130,32,4,24,14,45,3,153,2,2,1,3,7,2,0,0,0,4,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,434,0,16,450,739,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,215,C,1,0,C01,0,32,11,2,10,6,16,1,56,0,2,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147,1,10,158,738,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,215,SMR,1,0,SMR01,0,113,25,3,12,7,46,7,181,2,1,5,5,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,437,0,13,450,0,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,215,SMR,2,0,SMR02,0,28,16,1,11,7,19,0,42,0,2,0,2,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,150,0,11,161,0,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,215,SRP,1,0,SRP01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,215,SRP,2,0,SRP02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,216,B,1,0,B,0,160,24,3,21,8,21,3,84,1,4,6,8,4,7,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,358,0,21,379,571,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,216,C,1,0,C01,0,164,17,11,14,8,29,7,94,1,2,1,12,2,9,0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,380,1,15,396,571,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,216,C,2,0,C02,0,144,25,9,27,5,31,5,82,2,2,0,4,4,6,1,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,354,0,11,365,571,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,217,B,1,0,B,0,142,21,5,10,5,18,1,65,0,1,2,6,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,289,0,14,303,433,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,217,C,1,0,C01,0,156,15,8,5,9,18,0,60,1,2,3,6,4,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,11,308,433,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,218,B,1,0,B,0,114,14,5,17,4,24,2,66,3,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,263,0,10,273,427,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,218,C,1,0,C01,0,107,15,6,20,3,24,2,69,2,3,0,2,5,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,269,0,21,290,426,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,219,B,1,0,B,0,151,36,9,17,9,43,4,90,4,6,1,5,5,4,1,0,0,2,1,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,395,0,22,417,658,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,219,C,1,0,C01,0,154,21,9,12,12,40,1,118,5,4,1,2,5,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,393,0,28,421,657,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,219,C,2,0,C02,0,149,18,7,25,3,35,1,116,0,7,3,3,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,383,0,15,398,657,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,B,1,0,B,0,191,34,7,12,5,19,3,79,1,2,0,1,3,16,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,382,0,12,394,570,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,C,1,0,C01,0,192,34,8,13,7,29,0,81,2,0,0,2,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,378,0,12,390,570,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,C,2,0,C02,0,203,27,5,6,7,33,2,71,0,0,1,3,2,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,370,1,5,376,570,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,0,E01,0,108,23,7,13,11,35,5,134,3,2,3,1,9,13,0,0,0,2,2,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,378,0,33,411,741,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,1,E01C01,0,117,25,6,29,12,50,3,117,3,2,1,6,10,6,0,0,0,2,1,1,0,0,0,0,7,1,0,0,0,2,0,0,0,0,0,401,1,22,424,741,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,2,E01C02,0,81,29,11,24,7,37,4,130,4,1,2,1,5,3,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,344,0,17,361,741,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,3,E01C03,0,98,11,7,31,12,40,2,133,1,1,2,8,3,10,0,0,0,2,0,0,0,0,0,0,6,0,1,1,0,0,1,0,0,0,0,370,0,0,370,740,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,4,E01C04,0,106,18,16,18,13,37,0,169,2,6,2,2,6,13,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,2,0,0,0,418,0,13,431,740,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,5,E01C05,0,117,25,6,29,12,50,3,117,3,2,1,6,10,6,0,0,0,2,1,1,0,0,0,0,7,0,1,0,0,2,0,0,0,0,0,401,1,22,424,740,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,220,E,1,6,E01C06,0,111,24,12,23,6,41,5,136,2,3,0,3,7,8,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,3,1,1,0,0,0,392,0,21,413,740,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,221,B,1,0,B,0,90,19,4,19,9,38,0,122,5,1,1,0,7,2,3,0,0,3,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,328,0,0,328,569,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,221,C,1,0,C01,0,83,20,7,13,4,28,6,118,0,2,2,4,6,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,305,0,25,330,568,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,221,C,2,0,C02,0,75,18,2,23,7,25,3,114,1,2,2,8,4,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,295,0,18,313,568,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,B,1,0,B,0,81,14,8,21,12,48,6,157,1,3,3,4,7,4,1,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,378,0,26,404,673,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,C,1,0,C01,0,81,15,3,30,10,48,2,155,3,4,2,3,2,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,366,0,22,388,673,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,C,2,0,C02,0,84,14,7,13,13,41,8,142,1,4,4,8,3,6,1,3,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,362,0,26,388,673,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,0,E01,0,77,16,3,24,3,40,5,157,2,6,4,6,0,4,0,0,0,0,1,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,356,0,27,383,736,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,1,E01C01,0,64,22,9,26,5,46,2,121,1,4,2,5,7,7,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0,2,0,0,0,0,0,331,0,21,352,736,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,2,E01C02,0,87,15,6,23,12,36,4,138,4,6,3,4,5,4,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,352,0,26,378,736,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,3,E01C03,0,74,11,11,29,12,39,4,143,3,4,4,6,6,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0,1,0,0,0,355,0,34,389,736,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,4,E01C04,0,78,20,7,32,14,33,9,144,4,3,2,7,4,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,369,0,24,393,735,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,5,E01C05,0,75,18,5,24,6,49,4,160,2,4,3,8,2,5,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,3,2,0,0,0,0,378,0,28,406,735,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,6,E01C06,0,70,13,9,23,10,39,6,190,4,0,2,8,4,4,0,1,0,3,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,0,395,0,24,419,735,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,7,E01C07,0,92,24,8,29,9,44,3,143,4,8,4,12,3,3,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,392,0,35,427,735,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,222,E,1,8,E01C08,0,77,14,4,30,13,41,3,145,1,3,7,7,3,3,0,0,0,3,1,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,363,0,31,394,735,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,223,B,1,0,B,0,73,19,5,23,10,38,4,123,0,5,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,18,325,552,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,223,C,1,0,C01,0,66,17,12,26,12,21,3,113,1,6,5,5,3,6,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,302,0,26,328,551,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,224,B,1,0,B,0,100,13,3,28,14,46,4,164,0,7,1,16,6,4,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,417,0,18,435,731,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,224,C,1,0,C01,0,74,20,6,22,11,39,7,159,2,4,3,9,1,6,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,370,0,19,389,731,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,225,B,1,0,B,0,66,16,5,15,14,27,4,117,0,4,3,18,6,2,1,0,0,4,0,0,0,0,0,0,4,1,0,0,0,1,2,0,0,0,0,310,0,24,334,555,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,225,C,1,0,C01,0,83,21,5,21,13,39,5,121,2,0,1,13,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,337,0,28,365,555,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,226,B,1,0,B,0,77,15,5,18,12,31,2,137,1,6,3,4,4,4,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,1,0,0,0,327,0,29,356,575,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,226,C,1,0,C01,0,73,12,6,15,12,50,3,141,3,7,1,7,5,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,0,0,0,347,0,13,360,575,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,227,B,1,0,B,0,97,17,7,19,13,46,7,148,1,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,372,684,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,227,C,1,0,C01,0,79,22,12,27,14,36,4,129,1,6,3,10,4,3,0,0,0,4,0,1,0,0,0,0,4,1,2,0,0,0,1,0,0,0,0,363,1,25,389,683,ACTA CASILLA,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,227,C,2,0,C02,0,79,20,12,24,12,51,2,155,1,3,1,8,4,5,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,385,0,30,415,683,ACTA DEL CONSEJO,,,
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,228,B,1,0,B,0,190,28,1,6,5,13,2,61,3,1,0,1,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,323,1,8,332,467,ACTA CASILLA,,,
