ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,PSI,MORENA,NAP,FXM,PAN_PRI_PRD_PSI,PAN_PRI_PRD,PAN_PRI_PSI,PAN_PRD_PSI,PRI_PRD_PSI,PAN_PRI,PAN_PRD,PAN_PSI,PRI_PRD,PRI_PSI,PRD_PSI,PT_PVEM_MORENA_NAP_FXM,PT_PVEM_MORENA_NAP,PT_PVEM_MORENA_FXM,PT_PVEM_NAP_FXM,PT_MORENA_NAP_FXM,PVEM_MORENA_NAP_FXM,PT_PVEM_MORENA,PT_PVEM_NAP,PT_PVEM_FXM,PT_MORENA_NAP,PT_MORENA_FXM,PT_NAP_FXM,PVEM_MORENA_NAP,PVEM_MORENA_FXM,PVEM_NAP_FXM,MORENA_NAP_FXM,PT_PVEM,PT_MORENA,PT_NAP,PT_FXM,PVEM_MORENA,PVEM_NAP,PVEM_FXM,MORENA_NAP,MORENA_FXM,NAP_FXM,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,10,AJALPAN,26,81,81,8504,1299,274,1965,2163,519,229,11976,5995,252,186,95,24,8,7,131,24,18,4,4,3,206,35,15,8,21,13,118,26,3,19,30,9,10,3,10,20,57,227,32,6,69,48,7,106,37,20,34835,3,1791,36629,49205,
21,PUEBLA,11,ALBINO ZERTUCHE,1,2,2,198,259,5,9,19,13,5,477,6,3,0,1,0,0,0,2,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1010,1,23,1034,1380,
21,PUEBLA,12,ALJOJUCA,4,9,9,887,237,26,613,176,113,22,1304,316,18,27,14,2,3,2,6,2,0,1,0,0,26,5,5,0,3,1,15,2,0,1,2,0,3,1,1,2,11,7,1,1,12,5,0,17,1,3,3894,0,118,4012,5194,
21,PUEBLA,13,ALTEPEXI,6,25,25,1334,539,63,316,512,1165,200,5959,423,568,31,17,3,0,1,3,2,1,5,0,1,64,4,6,6,6,3,31,12,0,3,9,0,2,1,1,7,18,46,2,2,12,2,1,6,24,3,11414,1,562,11977,15120,
21,PUEBLA,14,AMIXTLAN,3,8,8,147,307,664,376,113,39,48,1090,26,50,8,7,0,1,0,2,33,0,2,0,0,10,2,1,1,1,1,4,0,0,0,2,0,0,3,1,1,1,6,0,1,5,0,1,1,6,0,2961,0,154,3115,3927,
21,PUEBLA,15,AMOZOC,22,122,122,11440,1630,439,1711,6421,2532,667,21370,635,455,710,363,104,43,12,238,80,23,8,7,14,865,206,80,71,66,68,349,59,31,39,51,10,46,14,5,43,209,287,19,15,179,19,8,39,65,14,51759,12,1857,53628,82628,
21,PUEBLA,16,AQUIXTLA,5,12,12,462,1093,51,170,176,85,34,2293,58,64,33,163,9,0,0,49,6,0,4,0,1,63,11,8,1,5,1,28,1,1,5,6,1,0,3,1,5,22,13,2,0,17,1,0,2,10,3,4961,0,247,5208,6645,
21,PUEBLA,17,ATEMPAN,11,35,35,1532,2239,103,408,3826,359,124,4797,363,240,93,44,6,3,5,33,9,3,12,9,2,156,29,19,15,11,11,52,12,8,13,18,7,21,3,0,12,44,65,9,62,40,7,3,33,13,3,14876,0,473,15349,21577,
21,PUEBLA,18,ATEXCAL,6,8,8,283,424,10,66,89,189,20,903,165,16,9,20,1,0,0,6,1,0,1,0,0,18,3,1,1,1,1,8,2,0,2,0,2,3,0,0,3,0,25,1,1,1,0,0,1,0,1,2278,0,112,2390,3034,
21,PUEBLA,82,ATLEQUIZAYAN,2,4,4,38,606,9,27,62,361,4,449,3,8,2,1,3,0,0,5,1,0,1,2,0,5,0,0,0,0,1,6,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,2,0,1603,0,54,1657,2067,
21,PUEBLA,19,ATLIXCO,70,189,189,14642,3002,541,3685,3045,2394,386,29632,589,516,450,460,44,17,7,199,82,19,5,1,8,958,136,85,51,63,64,766,33,17,39,83,5,46,34,3,41,160,393,13,14,339,12,14,44,110,6,63253,25,1907,65185,113292,
21,PUEBLA,20,ATOYATEMPAN,2,9,9,504,312,44,234,289,310,63,1880,35,214,34,9,3,1,0,5,0,1,1,0,0,55,6,3,2,4,1,31,3,4,1,5,2,2,2,0,2,7,22,3,2,10,0,1,2,9,3,4121,0,123,4244,5484,
21,PUEBLA,21,ATZALA,1,2,2,34,19,4,138,36,4,103,453,1,7,1,1,0,1,0,0,1,0,0,1,0,6,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,1,6,0,0,4,0,0,0,0,0,828,0,19,847,1129,
21,PUEBLA,22,ATZITZIHUACAN,9,18,18,260,1926,57,190,429,56,27,1580,49,1434,18,17,4,0,2,16,0,0,3,4,1,67,6,11,1,5,6,14,3,14,1,10,2,0,6,3,7,6,12,0,15,7,2,10,1,49,4,6335,0,307,6642,9415,
21,PUEBLA,23,ATZITZINTLA,5,14,14,580,96,1465,136,124,1235,86,1260,26,30,138,17,3,2,0,3,7,0,7,0,0,193,5,30,0,2,1,5,1,0,1,1,1,1,0,0,5,1,4,1,0,5,0,0,0,1,0,5473,0,237,5710,6893,
21,PUEBLA,24,AXUTLA,2,3,3,83,11,5,202,133,2,49,205,3,1,5,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,722,0,19,741,1218,
21,PUEBLA,25,AYOTOXCO DE GUERRERO,4,11,12,600,242,43,1332,134,35,28,1874,36,43,11,6,1,0,0,6,3,0,0,0,2,18,3,2,3,0,0,6,3,0,1,2,1,2,1,0,0,19,7,2,2,11,2,1,0,0,2,4484,0,127,4611,6468,
21,PUEBLA,26,CALPAN,8,18,18,995,374,321,296,918,636,89,2108,338,151,62,40,6,3,1,27,30,0,3,3,0,57,13,5,1,4,9,55,4,4,5,4,0,9,3,0,1,25,37,7,2,28,4,2,11,8,5,6704,1,315,7020,11145,
21,PUEBLA,27,CALTEPEC,6,9,9,537,194,9,54,164,75,26,998,16,559,3,3,1,0,0,2,0,1,1,0,0,8,1,2,0,1,0,9,0,0,0,1,3,0,1,0,0,3,19,0,6,7,0,4,1,12,1,2722,0,84,2806,3592,
21,PUEBLA,28,CAMOCUAUTLA,2,4,4,65,748,1,16,20,48,2,860,33,11,1,2,0,1,0,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1820,0,31,1851,2154,
21,PUEBLA,29,CAÑADA MORELOS,9,27,27,574,1501,90,481,1063,960,104,3995,60,77,46,30,4,3,2,36,6,0,1,1,2,59,15,13,8,3,2,42,5,1,1,4,8,3,5,1,4,20,42,1,1,29,1,1,5,6,0,9316,0,502,9818,15221,
21,PUEBLA,30,CAXHUACAN,2,5,6,52,276,9,355,116,214,27,765,104,20,5,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,2,1,0,2,1,1,1963,0,98,2061,2992,
21,PUEBLA,46,CHALCHICOMULA DE SESMA,24,62,63,4601,788,337,1051,933,4740,352,8072,260,243,307,128,37,8,0,60,22,13,0,1,13,404,108,34,27,16,31,96,13,7,5,16,4,12,11,6,13,47,52,1,4,68,13,4,8,16,2,22984,6,927,23917,35324,
21,PUEBLA,47,CHAPULCO,3,9,9,1081,470,17,115,461,305,161,1402,28,257,16,9,4,2,0,5,4,1,1,1,0,15,1,3,0,2,0,12,0,1,1,2,0,3,0,1,0,6,17,1,0,9,0,1,0,5,1,4421,0,99,4520,5784,
21,PUEBLA,48,CHIAUTLA,18,38,38,472,1774,57,370,938,102,48,4974,114,78,35,36,6,3,0,35,0,0,4,1,0,197,25,18,8,6,16,103,7,3,4,10,0,10,1,1,6,38,93,0,1,28,3,3,7,12,8,9655,0,322,9977,17301,
21,PUEBLA,49,CHIAUTZINGO,8,24,24,1343,538,52,1039,726,504,181,4073,70,83,54,37,5,5,1,66,9,4,1,4,1,90,7,7,5,11,12,62,8,1,6,8,0,4,6,3,9,26,38,1,3,55,0,5,8,7,8,9186,4,281,9471,15573,
21,PUEBLA,51,CHICHIQUILA,10,31,31,3797,3067,40,313,933,149,196,2280,232,338,16,8,0,0,10,25,10,0,4,0,8,16,2,4,2,3,3,11,4,1,2,7,3,1,0,0,1,12,9,0,48,13,1,3,2,5,1,11580,0,609,12189,17242,
21,PUEBLA,50,CHICONCUAUTLA,7,22,22,391,2748,131,224,355,127,1546,2271,60,51,15,109,11,1,3,44,5,13,15,16,1,14,4,2,3,0,2,5,1,0,3,3,0,1,0,0,0,9,7,0,3,3,1,0,2,2,0,8202,0,857,9059,12457,
21,PUEBLA,52,CHIETLA,21,51,51,856,374,111,5987,559,938,113,7271,136,111,40,44,5,0,0,14,2,1,1,1,1,209,20,20,43,14,11,120,9,3,7,5,2,7,7,4,2,63,30,7,6,124,12,5,9,12,2,17318,0,433,17751,28120,
21,PUEBLA,53,CHIGMECATITLAN,2,2,2,191,99,2,112,26,12,16,476,3,45,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,995,0,20,1015,1235,
21,PUEBLA,54,CHIGNAHUAPAN,30,85,85,4074,4845,252,1031,1032,685,288,10406,382,4490,581,82,14,11,4,118,55,8,9,8,4,1093,32,24,18,28,13,104,16,20,7,18,3,17,22,3,27,30,54,14,19,64,13,16,18,117,10,30179,7,1148,31334,49747,
21,PUEBLA,55,CHIGNAUTLA,11,38,39,2839,2869,148,510,753,966,535,5069,641,1629,209,74,19,8,6,90,23,4,8,7,8,137,22,26,13,8,22,32,7,3,8,7,6,10,14,4,43,24,47,6,7,24,5,8,13,39,86,17036,0,689,17725,24886,
21,PUEBLA,56,CHILA,4,8,8,94,924,32,36,60,31,9,1629,19,13,4,4,3,0,0,6,0,0,0,0,0,16,3,2,3,5,1,17,1,0,0,0,0,0,1,0,2,4,7,0,0,9,0,0,0,1,0,2936,0,70,3006,4282,
21,PUEBLA,57,CHILA DE LA SAL,2,3,3,25,7,1,394,11,1,2,452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,896,0,14,910,1234,
21,PUEBLA,59,CHILCHOTLA,7,22,22,817,243,62,2886,788,716,1431,1787,318,44,20,9,4,2,0,10,1,10,2,7,2,36,10,0,0,10,0,26,10,2,1,1,0,2,1,0,1,22,43,4,0,23,13,3,10,2,3,9382,0,518,9900,13547,
21,PUEBLA,60,CHINANTLA,3,5,5,174,81,10,193,48,10,93,703,81,14,2,2,0,1,0,2,1,1,0,1,0,6,3,1,0,3,0,7,0,0,0,0,0,0,0,0,0,2,2,0,0,8,1,0,1,3,0,1454,0,58,1512,2530,
21,PUEBLA,31,COATEPEC,1,1,1,28,59,0,11,68,4,2,280,102,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,60,618,720,
21,PUEBLA,32,COATZINGO,3,6,6,45,59,9,399,262,18,48,492,230,6,4,4,0,0,0,1,0,0,0,0,0,5,4,1,0,1,0,4,0,1,0,0,0,0,1,0,0,7,3,0,1,3,3,0,0,1,1,1613,0,74,1687,2346,
21,PUEBLA,33,COHETZALA,2,3,3,26,21,7,224,34,296,67,146,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,846,0,32,878,1224,
21,PUEBLA,34,COHUECAN,3,6,6,888,381,6,240,176,40,13,895,16,15,5,3,2,2,2,10,1,1,1,2,0,12,5,2,3,0,0,5,1,0,2,1,0,0,1,1,1,3,5,0,1,2,1,1,0,2,0,2748,0,129,2877,3770,
21,PUEBLA,35,CORONANGO,22,74,74,6147,1795,515,1980,1789,2464,152,11929,289,331,452,327,40,27,8,108,353,5,20,2,12,552,73,43,29,137,61,296,36,32,50,28,7,26,15,5,36,79,273,12,8,123,106,3,30,27,12,30844,11,924,31779,47873,
21,PUEBLA,36,COXCATLAN,12,31,32,1285,1116,94,668,965,188,60,4116,119,78,43,24,1,2,1,26,6,1,13,0,0,99,24,7,3,8,8,75,5,3,6,11,3,4,2,0,2,30,76,6,3,30,4,1,5,6,2,9229,0,415,9644,15850,
21,PUEBLA,37,COYOMEAPAN,8,19,19,794,331,72,2202,2112,162,48,200,54,12,10,3,2,0,0,11,2,0,0,0,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,12,5,1,1,16,1,0,0,0,0,6060,1,368,6429,10033,
21,PUEBLA,38,COYOTEPEC,3,4,4,191,153,15,190,66,31,8,650,9,91,11,12,2,0,0,12,0,0,0,0,0,9,4,3,0,1,3,13,0,0,0,0,0,0,0,0,4,2,4,0,0,9,1,0,0,4,0,1498,0,36,1534,2104,
21,PUEBLA,39,CUAPIAXTLA DE MADERO,3,11,11,916,283,40,156,176,357,28,1969,17,34,45,15,13,1,2,25,11,3,3,4,1,80,5,5,5,8,5,35,3,1,5,4,1,2,2,1,4,10,23,3,2,22,0,2,4,13,1,4345,11,141,4497,6876,
21,PUEBLA,40,CUAUTEMPAN,4,15,15,271,1503,82,143,526,87,13,2724,49,39,30,61,5,1,1,41,3,2,1,1,1,17,6,9,2,1,1,25,2,0,3,5,0,0,2,1,1,10,41,1,0,8,1,2,1,2,0,5725,0,285,6010,7643,
21,PUEBLA,41,CUAUTINCHAN,7,14,14,852,256,63,259,1536,203,57,2227,138,65,43,23,3,0,1,25,6,2,1,1,0,118,12,5,4,3,1,19,5,0,3,3,2,4,5,0,4,19,35,1,2,10,2,2,1,7,3,6031,1,317,6349,8476,
21,PUEBLA,42,CUAUTLANCINGO,18,129,130,17690,1674,417,1268,1710,2230,225,21992,452,346,828,574,62,27,17,257,46,21,6,6,14,935,157,64,57,75,50,522,44,14,52,41,15,42,25,10,51,97,249,30,11,165,13,5,35,52,13,52686,18,916,53620,87619,
21,PUEBLA,43,CUAYUCA DE ANDRADE,4,9,9,176,68,11,82,207,22,38,1051,271,9,3,6,1,1,0,2,0,0,0,0,0,21,1,1,0,0,0,5,1,0,0,0,0,2,1,0,0,5,14,2,0,5,1,0,2,1,0,2010,0,68,2078,2897,
21,PUEBLA,44,CUETZALAN DEL PROGRESO,23,63,63,2416,4430,174,5844,4046,540,328,4209,284,159,106,54,15,15,7,79,9,2,16,7,4,187,36,15,23,6,18,72,11,7,6,16,1,8,9,19,20,86,67,18,15,53,22,10,5,9,4,23487,11,1141,24639,36123,
21,PUEBLA,45,CUYOACO,7,19,19,615,2481,107,338,914,212,88,3945,52,64,38,24,34,7,7,47,0,2,1,2,0,47,10,5,2,3,7,40,4,3,2,4,2,6,3,0,4,22,26,2,0,33,1,0,1,5,0,9210,2,412,9624,12501,
21,PUEBLA,61,DOMINGO ARENAS,3,8,8,318,205,436,376,246,115,42,1076,331,194,23,23,1,1,1,3,9,0,1,0,1,38,8,2,3,2,0,12,5,2,1,9,0,6,0,1,3,11,19,5,3,8,3,4,7,6,2,3562,0,145,3707,5713,
21,PUEBLA,62,ELOXOCHITLAN,8,22,22,321,115,27,46,4111,139,52,2479,32,71,0,0,0,0,0,0,1,0,0,0,0,5,0,0,207,1,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,1,0,7617,0,238,7855,10096,
21,PUEBLA,63,EPATLAN,2,6,6,343,336,8,86,79,36,15,1257,15,26,10,10,1,0,0,88,0,2,0,0,0,20,0,1,1,0,2,12,1,1,0,1,1,1,0,0,2,5,4,0,2,7,1,0,3,4,1,2382,0,88,2470,3799,
21,PUEBLA,64,ESPERANZA,9,20,20,535,228,96,237,246,251,38,4287,63,68,34,14,4,1,1,10,5,0,2,0,2,83,8,6,11,6,6,52,2,1,2,3,0,3,7,0,5,16,17,0,0,34,1,0,5,7,2,6399,1,215,6615,10974,
21,PUEBLA,65,FRANCISCO Z. MENA,10,23,23,2091,433,101,1153,382,202,257,4036,42,82,16,112,3,1,2,62,5,1,2,0,0,60,4,6,6,2,4,65,1,9,7,12,0,1,1,1,3,28,29,2,0,58,4,1,4,9,0,9300,0,321,9621,13255,
21,PUEBLA,66,GENERAL FELIPE ANGELES,7,26,26,1444,289,70,506,386,225,494,4321,80,1236,43,112,5,6,2,29,10,7,0,3,0,134,26,18,12,7,8,99,3,7,1,17,3,3,9,1,7,25,36,2,10,59,0,10,12,48,3,9828,21,917,10766,15469,
21,PUEBLA,67,GUADALUPE,4,9,9,815,93,18,201,107,17,16,1892,89,30,2,5,0,1,0,5,2,0,1,0,0,17,4,2,1,2,2,20,1,2,1,0,0,1,1,1,1,12,2,3,0,23,5,1,12,2,0,3410,0,136,3546,5445,
21,PUEBLA,68,GUADALUPE VICTORIA,10,24,24,834,707,115,3815,909,206,494,1415,66,38,41,72,6,8,2,40,5,5,0,3,4,60,9,5,4,4,6,25,3,0,4,0,1,3,3,0,3,33,22,2,8,78,5,3,8,4,0,9078,1,313,9392,12988,
21,PUEBLA,69,HERMENEGILDO GALEANA,4,10,10,1591,121,13,62,80,23,12,2130,20,32,4,37,0,0,0,25,14,4,0,0,0,6,1,0,1,0,0,12,0,0,1,0,0,0,0,0,0,4,7,0,0,3,1,0,3,3,2,4212,0,168,4380,5544,
21,PUEBLA,58,HONEY,3,9,9,574,285,27,91,218,603,15,1280,30,23,19,41,1,0,4,13,2,1,0,0,2,9,1,0,0,0,1,4,4,1,0,0,0,3,0,0,1,6,6,0,0,6,0,1,1,1,1,3275,0,138,3413,5346,
21,PUEBLA,70,HUAQUECHULA,19,39,39,1163,3482,59,297,453,153,210,5795,68,101,127,68,23,2,5,77,4,8,4,5,3,160,21,23,6,7,10,104,4,9,9,10,0,4,2,1,9,24,61,1,3,48,2,2,13,24,3,12667,0,582,13249,21172,
21,PUEBLA,71,HUATLATLAUCA,6,11,11,335,64,408,114,132,49,22,2120,27,37,13,11,1,0,0,5,20,1,3,0,2,29,1,3,1,7,2,21,2,2,1,2,0,3,0,0,0,1,12,2,0,15,1,0,1,6,0,3476,0,145,3621,5142,
21,PUEBLA,72,HUAUCHINANGO,38,128,129,4999,2936,3316,4206,2548,2850,1096,18790,1080,547,342,412,22,13,13,133,81,11,26,8,8,546,126,45,29,53,49,338,30,28,28,27,16,35,28,6,33,127,142,19,13,192,22,13,70,57,14,45523,36,2745,48304,78136,
21,PUEBLA,73,HUEHUETLA,9,22,23,469,3498,19,98,964,372,33,3695,25,54,16,12,10,0,1,24,0,2,1,1,0,36,8,2,1,3,3,23,2,0,1,4,0,0,1,1,4,9,105,2,3,9,2,1,2,3,1,9520,0,239,9759,12485,
21,PUEBLA,74,HUEHUETLAN EL CHICO,6,13,13,179,694,18,1027,820,38,20,1773,57,28,5,4,0,0,0,12,1,0,1,0,0,32,8,5,4,4,1,15,1,1,3,2,0,2,3,3,0,14,17,0,1,17,2,1,2,4,3,4822,0,164,4986,7410,
21,PUEBLA,75,HUEHUETLAN EL GRANDE,5,10,10,1104,557,15,83,140,39,21,1540,13,33,16,4,1,3,1,8,3,0,0,1,0,12,4,1,0,3,2,13,1,0,0,1,0,0,3,0,2,7,6,1,5,9,0,0,3,5,0,3660,0,119,3779,5054,
21,PUEBLA,76,HUEJOTZINGO,30,107,107,7337,1709,512,3868,2937,4686,488,14389,591,623,475,337,27,31,13,145,62,15,17,5,21,943,130,56,70,41,89,366,36,11,37,40,15,57,36,14,73,174,262,25,22,459,58,25,60,164,52,41603,12,1397,43012,66967,
21,PUEBLA,77,HUEYAPAN,5,16,17,435,1584,30,122,950,275,54,2277,55,125,52,13,38,0,2,52,1,1,0,12,0,72,5,5,11,14,2,19,4,3,4,38,2,1,1,0,5,13,65,1,12,7,0,0,2,5,1,6370,2,254,6626,9334,
21,PUEBLA,78,HUEYTAMALCO,15,40,41,1831,2385,89,892,2689,468,51,4192,125,107,35,38,3,2,0,39,10,5,0,3,2,68,7,3,9,8,8,66,6,5,2,5,0,5,3,0,1,51,62,2,6,21,4,0,7,11,0,13326,13,598,13937,21215,
21,PUEBLA,79,HUEYTLALPAN,3,8,8,151,1311,6,57,115,29,11,1688,30,48,8,11,0,3,0,2,1,0,0,0,0,15,3,4,0,4,1,9,0,0,2,1,0,1,0,0,2,4,5,0,0,7,0,1,0,2,1,3533,0,175,3708,4732,
21,PUEBLA,80,HUITZILAN DE SERDAN,6,18,18,165,2519,32,1543,248,62,25,1660,29,33,21,139,7,0,0,33,0,0,1,1,0,24,1,3,0,0,2,29,1,0,1,1,3,5,1,1,0,13,13,1,1,34,3,2,4,1,0,6662,0,259,6921,11115,
21,PUEBLA,81,HUITZILTEPEC,3,8,8,600,143,28,229,185,84,23,1331,144,18,17,13,1,0,1,30,2,1,0,0,0,38,13,1,4,3,5,2,3,0,1,1,0,2,0,0,5,7,11,3,0,8,4,0,3,1,1,2966,0,115,3081,4397,
21,PUEBLA,83,IXCAMILPA DE GUERRERO,3,7,7,402,57,7,214,68,31,262,792,15,12,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0,1,0,0,0,0,0,2,13,0,0,30,0,1,0,0,0,1921,0,120,2041,3024,
21,PUEBLA,84,IXCAQUIXTLA,3,11,11,394,874,241,115,429,52,44,2133,31,45,33,24,2,3,4,55,13,0,0,1,3,49,4,2,1,2,6,37,1,2,2,1,1,2,3,0,2,4,20,2,3,5,0,1,1,2,0,4649,0,92,4741,6582,
21,PUEBLA,85,IXTACAMAXTITLAN,17,38,38,812,4531,201,2259,583,152,42,4925,111,141,52,185,2,2,1,96,9,0,19,4,1,122,25,14,12,1,18,102,6,0,4,3,2,6,2,2,3,39,19,1,1,118,6,13,7,11,2,14667,1,562,15230,19053,
21,PUEBLA,86,IXTEPEC,3,9,10,101,830,389,120,156,603,17,1683,20,55,0,5,0,0,0,2,3,0,1,0,0,24,1,6,0,0,0,7,0,0,1,2,0,0,0,0,1,5,8,0,0,4,1,0,1,1,0,4047,13,253,4313,5636,
21,PUEBLA,87,IZUCAR DE MATAMOROS,34,110,110,2657,2776,329,8151,3101,764,650,12200,381,326,245,161,27,6,25,70,16,1,9,8,3,1239,80,64,35,48,61,422,37,13,21,34,10,36,19,31,18,166,153,24,10,278,24,21,33,19,13,34815,24,1059,35898,61610,
21,PUEBLA,88,JALPAN,6,17,17,624,239,117,294,376,179,27,3616,46,490,13,27,2,0,1,55,5,2,1,2,3,29,4,8,3,0,5,23,2,3,1,6,1,4,7,1,5,7,19,0,2,26,1,7,1,13,4,6301,1,252,6554,9538,
21,PUEBLA,89,JOLALPAN,6,16,16,194,1752,26,606,612,200,11,2551,32,24,8,26,2,0,0,33,1,1,2,0,0,14,3,0,2,1,2,23,0,1,1,5,0,0,0,1,4,12,60,12,0,21,2,1,1,3,0,6250,0,205,6455,9478,
21,PUEBLA,90,JONOTLA,3,7,7,146,114,17,118,622,31,92,667,150,526,6,7,1,2,1,4,0,1,1,0,0,25,6,0,0,1,4,10,9,4,3,2,1,0,1,1,3,10,6,10,7,3,0,5,9,8,0,2634,3,87,2724,3641,
21,PUEBLA,91,JOPALA,7,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9753,
