CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MRCH,PUEBLO,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_MORENA,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,23,GALEANA,1044,4,4,662,51,14,3,17,166,114,12,9,3,4,0,0,2,0,0,0,0,1057,0,54,1111,2185
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,23,GALEANA,1045,4,4,432,57,14,20,21,490,171,18,13,5,8,2,0,1,0,0,0,0,1252,0,72,1324,2485
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1357,1,1,22,4,3,2,36,110,74,0,2,1,1,0,0,14,0,0,0,0,269,0,18,287,441
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1358,2,2,43,8,3,4,60,210,118,10,3,5,3,0,0,36,0,0,0,0,503,0,36,539,949
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1359,2,2,74,11,5,10,97,309,192,17,0,5,2,1,0,35,0,0,0,0,758,0,50,808,1454
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1360,1,1,3,3,0,3,4,48,29,1,0,0,0,0,0,6,0,0,0,0,97,0,10,107,188
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1361,1,1,19,5,0,1,7,55,26,0,0,0,1,0,0,6,0,0,0,0,120,0,6,126,186
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1362,1,1,14,3,2,2,8,71,37,1,0,1,0,0,0,0,0,0,0,0,139,0,7,146,241
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1363,1,1,6,5,1,0,2,43,22,2,3,0,0,0,0,2,0,0,0,0,86,0,3,89,129
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1367,1,1,16,3,1,2,29,76,71,7,2,1,1,8,0,0,0,0,0,0,217,0,20,237,391
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1368,1,1,52,4,0,5,15,147,71,2,0,2,0,0,0,8,0,0,0,0,306,0,23,329,538
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1369,1,1,13,6,4,1,27,82,44,1,2,0,0,0,0,10,0,0,0,0,190,0,6,196,370
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1371,1,1,13,3,3,1,10,51,33,0,1,1,0,0,0,2,0,0,0,0,118,0,9,127,192
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,34,IGNACIO ZARAGOZA,1374,1,1,20,7,2,4,8,60,51,3,0,3,0,0,0,6,0,0,0,0,164,0,7,171,306
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1375,2,2,169,46,2,9,8,87,294,10,29,7,7,0,1,7,0,0,0,0,676,0,46,722,1253
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1376,2,2,183,55,4,8,8,83,240,5,17,5,6,1,0,1,0,0,0,0,616,1,40,657,791
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1377,2,2,143,64,10,10,20,69,293,8,45,12,14,0,0,5,0,0,0,0,693,1,43,737,1288
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1379,3,3,399,42,3,11,3,22,155,2,13,6,8,0,0,2,0,0,0,0,666,0,42,708,1933
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1380,1,1,47,21,3,3,6,73,125,3,19,4,3,0,0,1,0,0,0,0,308,0,11,319,527
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1381,2,2,78,38,10,12,10,77,167,3,7,5,4,0,0,2,0,0,0,0,413,0,24,437,978
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1382,1,1,142,7,0,0,0,18,10,1,0,2,0,0,0,0,0,0,0,0,180,0,4,184,601
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1383,1,1,90,22,5,5,6,24,113,0,5,2,2,0,0,0,0,0,0,0,274,0,14,288,521
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1384,1,1,84,46,2,4,3,59,66,2,5,4,2,0,0,0,0,0,0,0,277,0,11,288,640
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1385,1,1,20,1,1,1,0,9,20,2,0,1,2,0,0,1,0,0,0,0,58,0,6,64,122
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,35,JANOS,1386,1,1,49,12,3,1,1,23,22,0,0,2,3,1,0,0,0,0,0,0,117,0,10,127,200
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2396,2,2,228,75,15,26,26,178,240,12,12,12,2,2,0,12,0,0,0,0,840,0,24,864,1445
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2397,2,2,200,68,16,18,22,94,97,4,8,10,3,0,0,4,0,0,0,0,544,0,10,554,902
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2398,7,7,775,248,62,84,132,428,917,36,51,52,8,1,0,25,0,0,0,0,2819,0,104,2923,4346
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2399,1,1,75,41,3,9,15,53,85,9,5,7,2,0,0,3,0,0,0,0,307,0,22,329,626
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2400,1,1,70,29,10,10,13,47,74,9,4,3,1,0,0,1,0,0,0,0,271,1,12,284,595
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2401,2,2,85,43,4,16,24,90,141,5,11,6,1,0,0,6,0,0,0,0,432,0,14,446,795
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2402,1,1,72,30,2,5,7,31,57,7,1,4,1,0,0,2,0,0,0,0,219,0,13,232,430
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2403,1,1,50,25,6,4,8,19,36,1,3,2,0,0,0,1,0,0,0,0,155,0,6,161,300
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2404,1,1,48,8,3,3,3,30,52,3,0,1,0,0,0,2,0,0,0,0,153,0,9,162,276
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2405,1,1,53,25,7,5,13,44,61,3,4,5,1,0,0,2,0,0,0,0,223,0,9,232,396
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2406,1,1,50,22,5,18,29,43,114,9,6,2,1,0,0,4,0,0,0,0,303,0,23,326,673
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2407,2,2,96,41,17,43,28,76,210,22,16,9,1,0,0,9,0,0,0,0,568,0,40,608,1386
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2408,1,1,52,18,13,23,22,29,98,2,5,3,2,0,0,1,0,0,0,0,268,0,19,287,613
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2409,1,1,64,14,4,6,13,42,90,3,5,5,1,0,0,2,0,0,0,0,249,0,12,261,533
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2410,1,1,55,21,5,9,13,38,69,3,6,4,4,0,0,4,0,0,0,0,231,0,15,246,455
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2411,1,1,50,21,1,5,5,22,47,4,5,6,1,0,1,4,0,0,0,0,172,0,8,180,316
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2412,1,1,56,24,1,5,12,48,66,4,4,3,1,1,0,3,0,0,0,0,228,0,8,236,444
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2413,1,1,57,23,5,10,14,41,61,6,3,5,3,0,0,2,0,0,0,0,230,0,21,251,516
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2414,2,2,139,55,12,28,44,92,198,3,9,11,3,1,1,12,0,0,0,0,608,0,29,637,1214
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2415,2,2,67,18,5,14,64,43,147,4,4,6,1,0,0,11,0,0,0,0,384,0,40,424,972
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2416,2,2,107,37,11,25,77,76,200,5,5,8,1,1,0,12,0,0,0,0,565,1,63,629,1225
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2417,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2418,1,1,73,37,9,8,10,44,96,3,5,3,1,0,0,4,0,0,0,0,293,0,14,307,570
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2419,1,1,67,38,15,22,20,60,97,5,8,4,3,0,0,5,0,0,0,0,344,0,13,357,649
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2420,1,1,73,24,3,6,9,50,75,2,2,5,0,0,0,3,0,0,0,0,252,0,11,263,470
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2421,1,1,34,16,4,11,10,33,67,4,3,5,1,1,0,2,0,0,0,0,191,0,13,204,396
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2422,1,1,68,20,8,11,31,38,121,3,5,3,1,0,0,8,0,0,0,0,317,0,25,342,630
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2423,1,1,43,12,1,19,14,32,82,5,5,2,0,0,0,5,0,0,0,0,220,0,25,245,497
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2424,1,1,49,22,8,12,25,34,92,2,4,3,0,0,0,3,0,0,0,0,254,0,0,254,462
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2425,1,1,36,14,8,13,9,29,102,6,6,2,1,0,0,6,0,0,0,0,232,0,27,259,500
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2426,1,1,47,24,3,19,41,36,134,9,5,2,0,0,0,4,0,0,0,0,324,0,24,348,732
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2427,1,1,32,12,6,11,22,22,92,3,4,0,1,0,1,3,0,0,0,0,209,0,1,210,479
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2428,1,1,23,10,3,15,24,32,100,6,9,2,0,0,0,4,0,0,0,0,228,0,19,247,517
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2429,2,2,26,19,4,9,28,27,68,15,6,5,2,0,0,5,0,0,0,0,214,0,15,229,943
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2430,6,6,168,69,26,76,175,159,490,36,22,9,6,1,0,22,0,0,0,0,1259,1,92,1352,3802
