CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,MORENA_PT_PVEM,MORENA_PT,MORENA_PVEM,PT_PVEM,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,11,GUANAJUATO,0,VOTO EN EL EXTRANJERO,0,VOTO EN EL EXTRANJERO,0,MEC,1,0,VeMRE01,1,2070,133,32,54,42,191,2180,243,22,5,4,533,58,18,2,5587,4,35,5626,7475,ACTA CASILLA,,,
2,11,GUANAJUATO,0,VOTO EN EL EXTRANJERO,0,VOTO EN EL EXTRANJERO,0,MEC,2,0,VeMRE02,1,345,28,14,17,36,14,563,22,2,1,0,51,21,9,1,1124,0,0,1124,871,ACTA CASILLA,,,
2,11,GUANAJUATO,0,VOTO EN EL EXTRANJERO,0,VOTO EN EL EXTRANJERO,0,MEC,1,0,VMRE01,1,99,7,3,3,8,5,252,13,1,0,1,82,6,4,0,484,0,7,491,745,ACTA CASILLA,,,
2,11,GUANAJUATO,0,VOTO EN EL EXTRANJERO,0,VOTO EN EL EXTRANJERO,0,MEC,2,0,VMRE02,1,84,8,7,3,4,13,263,18,1,0,0,81,4,4,1,491,0,6,497,742,ACTA CASILLA,,,
2,11,GUANAJUATO,0,VOTO EN EL EXTRANJERO,0,VOTO EN EL EXTRANJERO,0,MEC,3,0,VMRE03,1,82,9,4,3,8,8,251,18,2,1,0,85,8,2,0,481,1,2,484,742,ACTA CASILLA,,,
2,11,GUANAJUATO,0,VOTO EN EL EXTRANJERO,0,VOTO EN EL EXTRANJERO,0,MEC,4,0,VMRE04,1,81,9,3,0,8,10,283,9,1,0,0,76,7,1,0,488,0,8,496,742,ACTA CASILLA,,,
2,11,GUANAJUATO,0,VOTO EN EL EXTRANJERO,0,VOTO EN EL EXTRANJERO,0,MEC,5,0,VMRE05,1,91,8,2,9,10,7,258,13,0,0,0,83,8,2,0,491,2,6,499,747,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,0,A,1,0,VA01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,752,B,1,0,B,0,165,11,4,7,21,94,17,7,0,0,0,4,1,1,0,332,0,6,338,617,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,752,C,1,0,C01,0,167,11,4,8,6,17,95,0,0,0,0,2,0,1,0,311,0,7,318,617,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,752,C,2,0,C02,0,167,20,2,6,6,10,72,5,1,1,0,4,0,1,0,295,0,7,302,616,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,752,C,3,0,C03,0,160,12,1,8,5,17,77,4,2,0,0,6,0,1,0,293,0,8,301,616,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,752,C,4,0,C04,0,178,11,2,12,6,16,92,7,5,0,0,5,3,2,0,339,0,10,349,616,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,753,B,1,0,B,0,203,17,5,16,10,25,118,6,2,0,0,5,0,2,1,410,1,11,422,736,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,753,C,1,0,C01,0,195,12,2,10,9,18,124,10,0,0,0,0,8,0,0,388,0,6,394,736,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,753,C,2,0,C02,0,196,6,4,16,4,17,146,6,3,2,0,1,1,0,1,403,0,16,419,736,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,753,C,3,0,C03,0,201,19,4,8,4,22,87,9,2,1,4,1,1,0,0,363,0,5,368,736,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,753,C,4,0,C04,0,206,12,9,4,4,13,103,11,2,0,0,9,0,1,0,374,0,18,392,736,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,754,B,1,0,B,0,165,11,3,9,3,13,73,6,4,0,0,5,1,0,0,293,0,6,299,518,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,754,C,1,0,C01,0,157,14,1,5,3,7,83,4,3,0,0,4,0,0,0,281,0,6,287,518,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,754,C,2,0,C02,0,166,31,2,3,1,13,84,7,2,1,8,2,0,0,0,320,0,2,322,518,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,754,S,1,0,S01,0,203,16,5,7,7,30,132,7,1,0,0,7,2,2,1,420,0,12,432,0,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,755,B,1,0,B,0,204,13,2,8,5,22,104,1,0,0,0,4,0,0,0,363,0,7,370,650,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,755,C,1,0,C01,0,196,16,4,100,6,25,104,4,3,0,0,2,2,2,0,464,0,6,470,649,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,755,C,2,0,C02,0,165,13,2,11,3,22,120,9,3,0,0,2,2,1,0,353,0,9,362,649,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,755,C,3,0,C03,0,183,17,3,8,9,20,100,4,4,1,0,7,0,0,0,356,0,12,368,649,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,755,C,4,0,C04,0,165,11,4,11,3,22,102,7,0,0,0,0,0,2,2,329,0,12,341,649,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,756,B,1,0,B,0,225,20,5,11,7,17,96,4,1,0,0,4,0,0,0,390,0,8,398,717,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,756,C,1,0,C01,0,230,18,4,10,6,17,16,9,0,0,0,4,0,0,0,314,0,5,319,717,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,756,C,2,0,C02,0,216,21,4,13,7,19,111,10,3,1,0,7,1,2,0,415,0,11,426,717,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,756,C,3,0,C03,0,230,15,3,10,4,26,94,6,6,0,0,6,3,1,0,404,0,9,413,716,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,757,B,1,0,B,0,146,15,3,5,3,21,69,5,2,0,0,6,1,0,1,277,0,5,282,389,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,757,C,1,0,C01,0,149,13,2,9,2,10,62,9,2,0,0,2,2,1,1,264,0,5,269,388,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,758,B,1,0,B,0,206,15,3,9,9,15,144,13,2,0,0,2,1,1,0,420,0,2,422,689,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,758,C,1,0,C01,0,215,11,3,12,5,25,120,15,1,1,0,1,3,2,0,414,0,8,422,688,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,759,B,1,0,B,0,271,15,2,12,5,16,125,14,3,0,0,4,2,1,0,470,0,6,476,713,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,759,C,1,0,C01,0,257,9,4,10,5,27,90,7,3,0,0,1,0,1,0,414,1,0,415,712,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,759,C,2,0,C02,0,217,11,2,2,2,32,107,5,3,0,0,3,0,0,1,385,0,2,387,712,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,759,C,3,0,C03,0,243,11,2,11,3,20,104,17,1,1,0,6,0,0,0,419,0,5,424,712,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,760,B,1,0,B,0,234,12,1,11,6,14,108,6,5,1,0,8,1,0,0,407,0,9,416,688,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,760,C,1,0,C01,0,217,8,6,14,6,20,85,5,1,0,1,3,2,1,0,369,0,7,376,688,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,760,C,2,0,C02,0,223,6,3,13,3,20,105,5,1,2,0,5,0,1,1,388,0,9,397,687,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,760,C,3,0,C03,0,230,8,3,6,6,25,92,4,7,1,0,7,1,1,0,391,0,12,403,687,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,760,C,4,0,C04,0,232,6,2,9,5,17,0,3,6,0,0,2,2,0,1,285,0,8,293,687,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,760,C,5,0,C05,0,221,15,3,10,9,19,105,8,7,1,0,1,3,1,0,403,0,6,409,687,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,760,C,6,0,C06,0,228,16,4,6,5,17,104,10,0,0,0,0,9,0,0,399,0,8,407,687,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,760,C,7,0,C07,0,227,14,2,8,5,15,94,6,3,0,0,0,0,0,0,374,0,15,389,687,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,761,B,1,0,B,0,190,7,0,12,5,16,121,4,0,0,0,7,1,1,0,364,0,7,371,570,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,761,C,1,0,C01,0,190,13,2,7,5,16,122,5,0,0,0,1,0,0,0,361,0,5,366,570,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,762,B,1,0,B,0,183,6,2,9,5,13,103,11,3,0,0,3,1,0,0,339,0,16,355,594,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,762,C,1,0,C01,0,200,11,0,7,6,16,106,6,7,1,0,10,0,0,0,370,0,7,377,593,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,763,B,1,0,B,0,199,6,1,1,0,10,55,4,2,0,0,1,2,0,0,281,1,4,286,423,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,763,C,1,0,C01,0,193,19,0,4,4,14,45,8,2,0,0,0,1,0,0,290,0,2,292,422,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,764,B,1,0,B,0,194,3,0,4,13,5,116,5,1,0,0,4,1,2,1,349,0,10,359,521,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,764,C,1,0,C01,0,192,9,3,6,6,18,85,11,0,0,0,0,0,1,1,332,1,2,335,521,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,765,B,1,0,B,0,250,24,8,7,5,31,115,8,0,0,0,2,0,0,0,450,0,14,464,733,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,765,C,1,0,C01,0,252,17,3,6,8,21,111,11,3,1,0,0,7,2,0,442,1,13,456,732,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,765,C,2,0,C02,0,295,17,4,5,7,32,115,9,1,2,0,9,2,0,0,498,0,8,506,732,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,766,B,1,0,B,0,163,16,2,14,7,23,78,1,2,0,0,2,1,0,0,309,0,12,321,693,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,766,C,1,0,C01,0,177,11,6,12,6,20,76,2,3,0,0,5,2,3,0,323,0,11,334,693,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,766,C,2,0,C02,0,162,11,4,11,3,18,70,5,9,0,0,0,1,0,1,295,0,12,307,693,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,766,C,3,0,C03,0,156,14,1,20,4,22,92,2,9,0,0,1,0,1,0,322,0,6,328,693,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,766,C,4,0,C04,0,159,9,5,12,6,29,91,9,1,0,0,4,0,0,0,325,2,1,328,693,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,767,B,1,0,B,0,210,20,2,8,9,17,98,5,1,0,0,4,2,0,0,376,0,14,390,733,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,767,C,1,0,C01,0,180,17,7,9,5,36,107,13,1,1,0,4,0,0,0,380,0,23,403,733,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,767,C,2,0,C02,0,188,26,3,15,7,23,108,4,3,0,0,1,1,0,2,381,0,13,394,732,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,768,B,1,0,B,0,160,9,0,11,11,15,119,5,3,0,0,0,1,0,0,334,1,9,344,595,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,768,C,1,0,C01,0,147,12,7,7,10,19,106,3,2,1,0,8,0,1,0,323,0,6,329,594,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,768,C,2,0,C02,0,155,10,4,13,10,21,96,0,0,0,0,3,0,0,0,312,0,0,312,594,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,769,B,1,0,B,0,325,13,3,5,7,12,94,10,0,0,0,4,0,1,0,474,0,2,476,571,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,769,C,1,0,C01,0,216,15,7,7,5,11,117,1,0,0,0,0,0,0,0,379,0,5,384,571,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,770,B,1,0,B,0,274,16,2,8,6,24,102,10,1,0,0,4,1,1,0,449,0,13,462,692,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,770,C,1,0,C01,0,282,13,0,5,0,19,106,11,6,1,0,2,0,0,0,445,0,11,456,691,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,771,B,1,0,B,0,187,10,5,6,4,17,103,0,2,0,0,8,2,1,0,345,0,10,355,636,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,771,C,1,0,C01,0,201,17,0,9,5,17,102,5,2,0,0,1,2,1,0,362,1,7,370,636,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,772,B,1,0,B,0,199,5,0,5,6,16,69,8,3,0,0,3,0,3,0,317,0,8,325,603,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,772,C,1,0,C01,0,182,17,7,8,5,18,69,5,4,0,0,0,0,0,1,316,0,15,331,603,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,772,C,2,0,C02,0,201,19,3,4,7,15,88,3,1,0,0,0,1,0,0,342,0,3,345,603,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,772,C,3,0,C03,0,167,14,0,11,3,20,62,2,1,0,0,2,0,0,0,282,0,17,299,602,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,772,C,4,0,C04,0,199,16,3,9,5,15,68,5,0,0,0,1,0,2,1,324,0,8,332,602,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,773,B,1,0,B,0,248,17,1,12,4,22,95,10,0,0,0,4,0,0,0,413,0,15,428,620,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,773,C,1,0,C01,0,212,18,1,9,6,16,101,4,1,0,0,0,0,0,5,373,1,8,382,619,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,774,B,1,0,B,0,199,14,0,10,7,14,118,8,2,0,0,5,1,2,0,380,0,0,380,736,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,774,C,1,0,C01,0,197,18,4,14,9,27,126,4,3,1,0,8,0,0,0,411,0,11,422,736,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,774,C,2,0,C02,0,225,15,3,7,7,10,91,3,1,0,0,3,0,2,0,367,0,11,378,736,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,774,C,3,0,C03,0,234,13,2,7,4,15,111,7,3,0,0,1,0,0,1,398,0,7,405,735,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,774,C,4,0,C04,0,189,21,4,6,5,21,112,5,1,0,0,0,1,2,0,367,0,11,378,735,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,774,C,5,0,C05,0,180,32,1,2,8,19,102,5,3,0,0,4,1,1,1,359,0,7,366,735,ACTA CASILLA,,,
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,774,C,6,0,C06,0,223,31,3,8,6,26,113,5,3,0,0,4,1,0,0,423,0,9,432,735,ACTA CASILLA,,,
