ID_ESTADO,NOMBRE_ESTADO,DISTRITOS_LOCALES,MUNICIPIOS,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN_PRI_PRD_RSPM,PVEM_PT_PNAM_MORENA_PES_MAS,MC_MP,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA,OBSERVACIONES
17,MORELOS,12,36,941,2577,2583,291224,455720,168213,915157,521,26316,941994,1553565,,
